InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
-110.0;1046.0;-177.0;87;-65.0;-6;22.0;-224.0;222.0;117.0;336.0
-566.0;224.0;200.0;72;-197.0;-104;861.0;457.0;466.0;-696.0;646.0
-182.0;593.0;303.0;150;530.0;24;-153.0;-312.0;-324.0;388.0;-699.0
-32.0;529.0;165.0;151;305.0;2;158.0;-312.0;-427.0;409.0;-530.0
373.0;534.0;-270.0;80;465.0;-4;749.0;8.0;-443.0;143.0;-63.0
158.0;478.0;14.0;151;304.0;0;210.0;-282.0;-395.0;328.0;-521.0
382.0;395.0;-201.0;140;462.0;-5;603.0;-153.0;-101.0;201.0;-231.0
417.0;460.0;-242.0;115;478.0;-7;342.0;-28.0;-147.0;99.0;-369.0
128.0;643.0;-82.0;80;343.0;1;218.0;-63.0;-380.0;209.0;-248.0
-649.0;564.0;497.0;-146;606.0;-142;-548.0;-589.0;-246.0;796.0;-780.0
301.0;460.0;-109.0;151;479.0;1;294.0;-165.0;-194.0;212.0;-136.0
35.0;533.0;285.0;168;718.0;-10;260.0;326.0;307.0;-477.0;562.0
-538.0;283.0;198.0;14;-414.0;-76;-813.0;-491.0;-428.0;603.0;-588.0
150.0;1311.0;-214.0;34;434.0;-4;370.0;171.0;64.0;-90.0;-37.0
251.0;496.0;-17.0;-160;554.0;-3;406.0;-116.0;-255.0;157.0;-185.0
477.0;562.0;-365.0;94;679.0;7;-36.0;18.0;59.0;-134.0;312.0
309.0;393.0;-58.0;155;591.0;-5;409.0;-209.0;-312.0;236.0;-362.0
-38.0;1170.0;-66.0;33;709.0;-36;371.0;273.0;83.0;-178.0;-65.0
132.0;984.0;-171.0;32;288.0;-5;217.0;37.0;25.0;31.0;-142.0
-8.0;978.0;105.0;102;591.0;3;66.0;171.0;100.0;-293.0;450.0
500.0;427.0;-397.0;113;331.0;-7;674.0;62.0;-70.0;22.0;-173.0
447.0;402.0;-152.0;101;598.0;-10;753.0;-69.0;-386.0;199.0;-155.0
105.0;366.0;-167.0;139;647.0;-6;790.0;-189.0;-392.0;440.0;-108.0
362.0;573.0;-220.0;106;283.0;0;354.0;-178.0;-301.0;122.0;-447.0
-67.0;939.0;151.0;-175;491.0;-98;168.0;351.0;459.0;-490.0;743.0
-354.0;695.0;436.0;144;475.0;9;637.0;455.0;430.0;-609.0;755.0
-492.0;301.0;607.0;-65;264.0;-4;-725.0;-565.0;-507.0;688.0;-756.0
422.0;500.0;-269.0;71;487.0;-5;301.0;-16.0;-317.0;130.0;-275.0
419.0;480.0;-263.0;114;509.0;-5;93.0;-39.0;-401.0;129.0;-334.0
335.0;590.0;-223.0;102;353.0;0;331.0;-111.0;-329.0;156.0;-368.0
-630.0;864.0;377.0;-85;7.0;-53;860.0;554.0;487.0;-658.0;690.0
273.0;594.0;-255.0;39;342.0;-3;215.0;2.0;-289.0;125.0;-258.0
316.0;559.0;-3.0;153;623.0;-11;-165.0;11.0;-314.0;134.0;-580.0
240.0;596.0;-240.0;39;323.0;-3;200.0;-1.0;-305.0;120.0;-253.0
231.0;599.0;-234.0;39;306.0;-3;201.0;-1.0;-300.0;120.0;-252.0
269.0;440.0;35.0;141;591.0;-6;-3.0;-162.0;-307.0;230.0;-559.0
228.0;629.0;-34.0;108;516.0;9;117.0;-159.0;-424.0;183.0;-315.0
-236.0;740.0;321.0;171;691.0;-8;12.0;-383.0;-235.0;611.0;-421.0
265.0;506.0;-16.0;113;641.0;5;101.0;-194.0;-238.0;338.0;-342.0
-28.0;417.0;-290.0;61;-367.0;-8;600.0;393.0;298.0;-304.0;229.0
273.0;492.0;-449.0;15;68.0;-5;-531.0;-266.0;65.0;181.0;-9.0
226.0;578.0;-262.0;44;262.0;2;21.0;17.0;376.0;-81.0;245.0
173.0;639.0;-97.0;77;365.0;3;203.0;-68.0;-333.0;245.0;-206.0
-633.0;322.0;483.0;-45;-59.0;-161;-865.0;-604.0;-470.0;671.0;-737.0
379.0;499.0;-349.0;73;328.0;-11;254.0;35.0;-241.0;55.0;-180.0
-122.0;1107.0;-16.0;102;367.0;4;200.0;104.0;-58.0;-47.0;-148.0
263.0;470.0;-421.0;45;113.0;-8;494.0;162.0;-280.0;-162.0;-233.0
-229.0;956.0;-36.0;-51;20.0;-10;284.0;125.0;-21.0;-79.0;-112.0
408.0;522.0;-497.0;18;172.0;-12;346.0;185.0;83.0;-63.0;-46.0
521.0;548.0;-447.0;14;480.0;-8;126.0;62.0;-52.0;45.0;-273.0
398.0;482.0;-205.0;-162;327.0;-13;210.0;29.0;-193.0;122.0;-287.0
416.0;483.0;-342.0;81;424.0;-5;911.0;82.0;-293.0;75.0;151.0
-76.0;1136.0;-166.0;0;18.0;-16;419.0;215.0;125.0;-173.0;6.0
524.0;523.0;-473.0;15;404.0;-7;155.0;98.0;-51.0;-7.0;-246.0
-84.0;967.0;30.0;88;352.0;-15;-155.0;82.0;64.0;-191.0;295.0
211.0;485.0;98.0;135;-28.0;19;379.0;-219.0;-390.0;263.0;-476.0
353.0;510.0;-61.0;100;638.0;0;85.0;186.0;172.0;-372.0;422.0
-19.0;946.0;14.0;134;152.0;-153;-348.0;97.0;176.0;-258.0;224.0
274.0;1407.0;-203.0;67;958.0;-7;159.0;52.0;-23.0;-8.0;-220.0
-19.0;948.0;97.0;-174;580.0;-105;-294.0;241.0;175.0;-367.0;318.0
39.0;1066.0;-143.0;128;407.0;-67;-374.0;-61.0;35.0;27.0;92.0
524.0;514.0;-449.0;16;515.0;-7;60.0;41.0;-138.0;96.0;-235.0
649.0;510.0;-28.0;135;-74.0;19;540.0;-84.0;-312.0;25.0;-142.0
194.0;566.0;-47.0;135;-59.0;19;421.0;-172.0;-123.0;279.0;-351.0
-78.0;1080.0;-141.0;89;350.0;-6;-20.0;-201.0;225.0;253.0;301.0
519.0;511.0;-410.0;16;564.0;-7;23.0;19.0;-166.0;133.0;-265.0
