InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE Body_Ax
-32;798;-178;-159;-32;-377.0;-160.0;?;-1;-5;312
21;800;-178;-159;21;?;-163.0;70.0;-5;-6;311
-23;796;-178;-159;-23;-74.0;-142.0;59.0;22;-6;308
-67;797;-179;-160;-67;-56.0;-203.0;-121.0;?;-8;307
-31;799;-178;-159;-31;25.0;-276.0;-281.0;-21;3;313
-18;796;-178;-159;-18;173.0;-278.0;-429.0;?;1;314
33;?;-178;-159;33;164.0;-133.0;-448.0;-34;-6;310
45;795;-178;-159;45;-125.0;?;-465.0;-8;1;312
-23;795;-178;-159;-23;-315.0;544.0;-495.0;8;0;309
-6;797;-179;-160;-6;-396.0;691.0;-496.0;-21;0;303
12;791;-178;-159;12;-356.0;721.0;?;-27;4;308
-9;796;-178;-159;-9;-206.0;713.0;-472.0;-2;-6;314
34;796;-178;-159;34;-67.0;825.0;-380.0;-9;-7;312
14;793;?;-159;14;-40.0;900.0;-254.0;-7;1;306
-36;801;?;-159;-36;47.0;1017.0;-61.0;-17;-3;303
3;799;-178;-160;3;-27.0;980.0;232.0;-51;-5;310
16;795;-178;-159;16;-284.0;1023.0;443.0;-15;-2;313
25;793;-178;-159;25;-294.0;998.0;786.0;18;-3;309
34;797;-178;-159;34;?;813.0;1123.0;-10;1;309
8;?;?;-159;8;-728.0;745.0;1426.0;-36;1;311
6;795;-178;-159;6;-820.0;529.0;1573.0;-16;-3;312
15;801;-178;-159;15;-615.0;169.0;1600.0;9;1;305
12;797;-178;-159;12;294.0;?;1040.0;-15;5;299
-19;798;-178;-159;-19;769.0;-612.0;750.0;-18;4;307
-19;801;-178;?;-19;591.0;-559.0;434.0;-10;2;310
-4;800;-178;-159;-4;166.0;-161.0;220.0;-8;?;306
8;798;-178;-159;8;-179.0;134.0;84.0;10;-5;311
43;793;?;-159;43;-166.0;70.0;-124.0;1;0;309
34;798;-178;-159;34;-131.0;-2.0;-223.0;15;-3;305
15;802;-178;-159;15;-285.0;-10.0;-258.0;56;-3;310
11;800;?;-159;11;-495.0;2.0;-64.0;33;0;308
43;803;-178;-159;43;-21.0;-249.0;121.0;-4;2;308
33;785;-178;-159;?;202.0;?;231.0;11;-3;322
19;798;-178;-159;19;443.0;-482.0;478.0;-3;-3;310
45;805;-179;-160;45;568.0;-163.0;888.0;-20;6;306
-5;798;-178;-159;-5;501.0;379.0;1348.0;-41;1;309
?;795;-178;-159;-13;403.0;728.0;1932.0;-24;-4;308
-6;?;-178;-159;-6;431.0;939.0;2437.0;2;-1;308
21;798;-178;-159;21;330.0;473.0;2892.0;32;-1;309
27;796;-179;-159;27;507.0;274.0;3069.0;37;3;308
-34;803;-179;-160;-34;2.0;279.0;3251.0;19;3;308
-44;793;-178;-159;-44;?;9.0;3286.0;79;0;319
-117;804;-181;-159;-117;-1479.0;-352.0;3115.0;81;?;319
-47;769;-175;-159;-47;-1389.0;-63.0;2530.0;28;-1;320
68;749;-183;?;68;-1169.0;-98.0;2714.0;40;-13;322
-27;809;-176;-159;-27;-1317.0;91.0;2646.0;49;?;326
-40;816;-176;-159;-40;-1060.0;620.0;2336.0;23;-11;343
-26;791;-190;-159;-26;-1205.0;737.0;2096.0;35;-16;349
-41;789;-156;-159;-41;-962.0;446.0;1664.0;66;49;349
43;794;-218;-159;43;-628.0;461.0;1255.0;-27;-54;328
53;805;-104;-159;53;-368.0;261.0;948.0;-26;123;315
-19;802;192;-159;?;-152.0;49.0;697.0;?;343;331
-9;795;188;-159;-9;-39.0;-230.0;506.0;19;-38;?
6;797;?;-159;6;375.0;-360.0;180.0;-11;-216;328
14;793;204;-159;14;777.0;-478.0;-183.0;-24;-120;?
28;797;148;-159;28;1103.0;-446.0;-513.0;-21;-31;322
9;805;208;-159;9;1212.0;-320.0;-644.0;-20;138;318
-6;792;162;-159;-6;1088.0;-162.0;-720.0;-49;84;327
-40;789;-144;-159;-40;1007.0;19.0;-765.0;37;43;323
-75;798;-209;-159;-75;675.0;30.0;-766.0;79;80;326
-66;784;-157;-159;-66;439.0;40.0;-796.0;65;-141;333
-57;787;-192;-159;-57;230.0;6.0;-738.0;81;-192;322
?;784;-173;-159;-70;99.0;-190.0;-690.0;113;-33;338
-56;765;-180;-159;-56;46.0;-370.0;-535.0;133;-45;362
-29;785;-181;-159;-29;55.0;-459.0;-388.0;67;9;345
-31;791;-177;?;-31;108.0;-315.0;-296.0;?;40;342
-34;783;-182;-158;-34;100.0;-178.0;-171.0;-47;-39;342
4;785;-179;-158;4;?;-162.0;14.0;-25;-68;333
40;780;-180;-159;40;-16.0;-284.0;176.0;13;-72;346
46;785;-180;-159;46;23.0;-265.0;389.0;-21;-121;346
30;?;-179;-159;30;59.0;-94.0;507.0;-45;-140;324
21;799;-179;-158;21;11.0;54.0;497.0;-38;18;322
71;794;-179;-158;71;-86.0;151.0;463.0;-124;119;336
76;786;-179;-159;76;-269.0;202.0;481.0;-140;81;329
30;790;-179;-159;30;-322.0;137.0;525.0;-92;52;323
25;799;-179;-159;25;-175.0;47.0;457.0;-123;-4;332
24;800;-179;-159;24;-145.0;35.0;348.0;-117;-38;323
47;795;?;-159;47;-208.0;138.0;231.0;-114;-25;309
?;795;-179;-159;55;-396.0;143.0;158.0;-66;-53;314
44;800;-179;?;44;-506.0;127.0;70.0;-29;32;303
44;798;-179;-159;44;-532.0;51.0;-12.0;-28;-37;313
26;801;-179;-159;26;-539.0;-77.0;-105.0;-30;-123;323
4;801;-179;-159;4;-469.0;-190.0;-186.0;-60;-137;306
-21;783;-179;-159;-21;-324.0;-303.0;-257.0;60;-447;352
33;805;-178;-159;33;166.0;-505.0;-424.0;22;127;305
40;818;-177;-159;40;300.0;-575.0;-338.0;-60;599;193
-41;783;-178;-159;-41;128.0;-545.0;-313.0;?;58;289
-1;?;-178;?;-1;56.0;-210.0;?;-12;43;375
?;803;-178;-159;78;-119.0;-186.0;-605.0;-72;71;294
82;795;-178;-160;82;119.0;-900.0;-396.0;-27;-2;291
41;797;?;-160;41;-161.0;-40.0;81.0;3;29;?
9;?;-178;-160;9;?;163.0;382.0;25;-56;292
4;799;-178;-160;?;311.0;451.0;516.0;31;-27;323
-4;801;-178;-160;-4;768.0;617.0;151.0;14;-35;?
-5;793;?;-160;-5;434.0;660.0;-5.0;-23;-38;296
-12;799;-178;-160;-12;343.0;393.0;-116.0;6;?;309
-12;804;-178;-160;-12;362.0;157.0;-137.0;14;-23;308
9;794;?;-160;9;390.0;-18.0;-49.0;2;-16;309
-10;797;-178;-160;-10;420.0;-10.0;-147.0;43;-18;308
-54;797;-178;-160;-54;231.0;159.0;-209.0;?;-10;308
-36;796;-178;-160;-36;-9.0;251.0;-127.0;22;-13;311
11;805;-178;-160;11;-216.0;224.0;-54.0;20;-16;309
-19;805;-178;-160;-19;-260.0;200.0;0.0;25;?;312
-47;803;-178;-160;-47;-208.0;209.0;48.0;45;9;307
?;807;-178;-160;-36;-245.0;288.0;76.0;17;16;303
-21;799;-177;-160;-21;-183.0;283.0;67.0;-30;37;322
30;791;-177;-160;30;-126.0;272.0;170.0;0;60;318
11;797;-177;-160;11;-93.0;181.0;177.0;-6;74;309
-14;796;-177;-160;-14;-8.0;158.0;212.0;-57;26;323
19;?;-177;-160;19;-45.0;183.0;?;-30;-61;?
?;789;-177;-160;-18;-49.0;129.0;292.0;-11;-90;324
-49;793;-177;-160;-49;41.0;126.0;322.0;-23;-71;318
-22;799;-177;-160;-22;211.0;?;280.0;-1;-66;319
-15;795;-177;-160;-15;311.0;10.0;?;-13;-68;307
10;797;-177;-160;10;?;?;109.0;3;26;308
50;800;-177;-160;50;301.0;-123.0;64.0;-1;91;314
35;793;-177;-160;?;333.0;-304.0;38.0;-62;12;315
6;800;-177;-160;6;311.0;-416.0;-32.0;-7;-19;330
16;797;-177;-160;16;241.0;-528.0;-57.0;31;4;315
34;794;-177;-160;34;190.0;-496.0;-106.0;8;-34;306
26;?;-178;?;26;212.0;-406.0;-138.0;12;-82;?
-25;797;-178;-160;-25;202.0;-174.0;-190.0;-4;?;318
-36;?;-178;-160;-36;76.0;-54.0;-179.0;-11;?;309
3;792;-178;-160;3;-37.0;-73.0;-109.0;-8;9;307
-9;792;-177;-160;-9;-41.0;-117.0;-79.0;-24;?;309
?;801;-178;-160;28;-23.0;-150.0;?;-31;47;322
66;802;-176;-160;66;-89.0;-84.0;38.0;-12;19;325
19;804;-178;-160;19;-116.0;-50.0;-1.0;0;22;321
23;804;-177;-160;23;-182.0;-45.0;31.0;0;11;321
40;796;-174;-160;40;-205.0;-21.0;29.0;-7;-32;316
?;802;-182;-160;5;-268.0;85.0;33.0;-15;21;320
-31;804;-168;-160;-31;-227.0;109.0;0.0;1;-87;308
-17;806;-187;-160;-17;-306.0;95.0;-5.0;8;8;315
-8;802;-170;-160;-8;-350.0;24.0;-7.0;-12;-284;317
-17;798;-171;-160;-17;-385.0;-62.0;-81.0;7;-366;300
35;819;-218;-160;35;-451.0;-116.0;-90.0;3;837;333
30;808;38;-160;30;-480.0;-131.0;-104.0;-82;576;319
-24;787;225;-160;-24;-509.0;-174.0;-92.0;-73;-264;301
-2;786;159;-160;-2;-544.0;-116.0;-52.0;-70;11;323
?;780;183;-160;-10;-559.0;40.0;?;-26;-3;292
-40;789;183;-160;-40;-51.0;-607.0;-232.0;134;-2;293
23;804;173;-160;23;90.0;?;193.0;83;34;325
41;807;185;?;41;160.0;-20.0;241.0;1;-13;300
-26;800;176;-160;?;549.0;-172.0;?;13;23;296
5;794;?;-160;5;385.0;-6.0;-141.0;-19;3;314
55;799;179;-160;55;-52.0;-122.0;-141.0;-9;6;304
28;799;179;-160;28;10.0;-226.0;-77.0;-16;6;307
40;796;179;-160;40;-62.0;-224.0;96.0;-31;7;307
30;799;182;-160;30;-47.0;-377.0;-24.0;5;-2;301
-4;803;176;-160;-4;?;-408.0;-146.0;-1;8;304
24;796;183;-160;24;-45.0;?;-209.0;-2;6;308
22;793;178;-160;22;9.0;36.0;-153.0;64;2;310
-29;804;175;-160;-29;94.0;83.0;-104.0;60;3;303
-35;800;192;-160;-35;72.0;162.0;-79.0;23;-18;307
16;799;155;-160;16;-115.0;77.0;-28.0;60;21;307
-10;799;216;-160;-10;-274.0;-21.0;14.0;63;-85;308
-48;795;122;-160;-48;-338.0;-55.0;63.0;39;-318;?
-26;801;-182;-160;-26;-376.0;-2.0;?;30;-200;?
-19;798;-197;-160;-19;-362.0;-7.0;142.0;-6;69;320
16;798;-161;-160;16;-344.0;-4.0;203.0;-6;17;317
3;800;-194;-160;3;-304.0;9.0;236.0;2;-80;316
-71;794;-171;?;-71;-237.0;39.0;314.0;26;-18;?
-58;795;-182;-159;-58;-128.0;128.0;362.0;66;-11;307
-37;797;-179;-159;?;-12.0;211.0;387.0;82;-52;318
-58;795;-177;-159;-58;156.0;211.0;358.0;112;-67;322
-25;796;-181;-159;-25;263.0;188.0;332.0;84;-52;328
-1;794;-178;-159;-1;344.0;132.0;279.0;44;-20;328
-22;786;-179;-159;-22;448.0;190.0;215.0;18;20;330
2;788;-179;-159;2;482.0;183.0;149.0;-12;20;340
35;793;-179;-159;35;386.0;159.0;110.0;-1;5;329
35;793;-179;-159;35;305.0;114.0;79.0;1;39;327
51;796;-179;-159;51;322.0;107.0;55.0;-12;26;328
79;801;-179;-159;79;399.0;143.0;15.0;-67;?;320
63;796;-179;-159;63;466.0;115.0;-6.0;-87;-39;322
20;?;-179;-159;20;486.0;158.0;-17.0;-35;-25;317
23;795;-179;-159;23;467.0;101.0;-44.0;-20;-2;307
54;792;-178;-159;54;476.0;165.0;-93.0;-41;32;315
36;798;-178;-159;36;?;172.0;-100.0;-75;47;319
-1;803;-178;-159;-1;339.0;149.0;-132.0;-45;?;310
-5;796;-178;-159;-5;169.0;141.0;-143.0;-5;11;?
-7;800;-178;-160;-7;12.0;126.0;-123.0;-10;20;309
-7;805;-178;-160;-7;-57.0;143.0;-108.0;0;27;303
12;799;-178;-160;12;-145.0;104.0;-100.0;-18;-15;304
8;800;-178;-160;8;-59.0;227.0;-70.0;-10;-58;300
-22;803;-177;-160;-22;13.0;298.0;-74.0;-3;-193;313
-36;803;-177;-160;-36;-86.0;371.0;-113.0;-7;-348;312
-14;798;-177;-160;-14;-231.0;345.0;-107.0;22;-306;308
-12;798;-177;-160;-12;-407.0;91.0;-112.0;22;-146;309
-89;809;-178;-160;?;-569.0;-118.0;-101.0;26;-26;278
-135;789;-178;?;-135;-715.0;-348.0;-95.0;?;-25;?
-64;775;-178;-159;-64;-717.0;-294.0;-130.0;-8;-17;333
-9;766;-178;-159;-9;-690.0;-598.0;-303.0;-16;22;308
17;769;-178;-159;17;-370.0;-705.0;108.0;34;18;319
53;811;-178;-159;53;-224.0;44.0;281.0;64;25;298
18;803;-178;?;18;302.0;-20.0;287.0;6;27;304
7;787;-178;-159;7;551.0;?;?;-45;26;322
36;798;?;-159;36;?;492.0;-22.0;-8;21;313
46;?;-178;-159;46;379.0;280.0;-134.0;5;-1;315
33;799;-178;-159;33;478.0;145.0;-87.0;-21;4;308
-4;799;?;-159;-4;355.0;-6.0;-12.0;-12;13;306
12;799;-178;-159;12;324.0;-333.0;-134.0;-13;6;310
-9;802;-178;-159;-9;189.0;-413.0;-231.0;1;16;310
-41;799;-178;-159;-41;28.0;-198.0;-235.0;-15;-3;311
-21;799;-178;?;-21;-67.0;12.0;-172.0;-25;11;307
4;799;-178;-159;4;?;186.0;-120.0;20;18;301
26;?;?;-159;26;-23.0;241.0;-50.0;5;-18;306
-2;797;-178;-159;-2;?;?;?;7;11;309
18;802;-178;-159;18;-221.0;15.0;30.0;29;-48;313
38;799;-178;-159;38;-262.0;68.0;92.0;?;?;306
-41;799;-178;-159;?;-241.0;106.0;128.0;36;20;305
-58;805;-178;-159;-58;?;135.0;?;51;-233;318
-26;812;-178;-159;-26;-320.0;139.0;252.0;35;225;309
-43;810;-178;-159;-43;-366.0;86.0;321.0;17;488;308
-40;797;?;-159;-40;-266.0;22.0;346.0;0;129;324
-42;800;-178;-159;-42;-177.0;-4.0;352.0;-16;-17;?
-54;807;-178;-159;-54;-103.0;-40.0;352.0;?;-49;312
-27;809;-178;-159;-27;-48.0;-50.0;408.0;-51;-118;320
-9;811;-177;-159;-9;-7.0;46.0;383.0;-81;-74;305
12;786;-177;-159;12;129.0;?;324.0;-102;?;296
-5;782;-177;-159;-5;214.0;94.0;285.0;-6;-64;296
-60;798;-176;?;-60;201.0;52.0;242.0;51;9;300
-41;797;-176;-159;-41;252.0;69.0;180.0;8;36;311
-26;797;-176;-159;-26;326.0;148.0;95.0;47;36;307
-36;791;-177;-159;-36;333.0;134.0;52.0;57;34;?
17;?;-177;-159;17;366.0;17.0;-14.0;-1;52;314
27;809;-177;-159;27;402.0;-97.0;-56.0;-5;57;319
4;796;-177;-159;4;551.0;-106.0;-124.0;-5;15;319
39;789;-177;-159;39;551.0;?;-203.0;-32;-7;314
47;796;?;-159;47;613.0;174.0;-227.0;?;-4;?
24;805;-177;-159;24;548.0;314.0;-295.0;1;-27;310
1;?;-177;-159;1;336.0;?;-288.0;-41;-62;306
19;801;-177;-159;19;153.0;192.0;-262.0;-23;-51;306
17;803;-177;-159;17;50.0;-53.0;-230.0;-19;-106;300
-4;803;-177;-159;-4;-8.0;-167.0;-201.0;-39;-48;299
23;801;?;?;23;-52.0;-86.0;-146.0;15;88;306
-3;802;-177;-159;-3;-136.0;57.0;-125.0;16;25;305
-22;803;-177;-159;-22;-182.0;?;-65.0;12;243;304
-19;803;-176;-159;-19;-295.0;?;8.0;-7;-159;302
-40;805;-176;-159;-40;-278.0;-103.0;36.0;-29;78;?
-36;807;-176;-159;-36;?;-1.0;16.0;0;-214;303
-43;804;-176;-159;-43;-315.0;126.0;33.0;-1;-575;301
-68;796;-176;-159;-68;-449.0;173.0;82.0;18;554;310
-100;795;-176;-159;-100;-472.0;164.0;69.0;5;?;329
-151;805;-177;-159;-151;-444.0;29.0;11.0;21;-3927;297
-189;797;-180;-159;-189;-441.0;-130.0;-42.0;74;549;320
-91;765;-180;-159;-91;-409.0;-14.0;-124.0;-3;0;370
79;766;-179;-158;79;-208.0;-369.0;-500.0;-40;-207;306
76;803;-180;?;76;160.0;-269.0;-44.0;31;223;291
1;809;-179;-159;1;?;302.0;111.0;12;-200;320
-21;804;-179;-159;-21;539.0;319.0;3.0;-45;119;306
-9;803;-179;-159;?;?;545.0;-222.0;-24;-41;316
35;791;-179;?;35;317.0;539.0;-291.0;-11;-14;321
38;794;-179;-159;38;519.0;475.0;-378.0;-4;14;311
35;799;-179;?;35;592.0;522.0;-315.0;7;-5;?
26;793;-179;-159;26;571.0;254.0;-322.0;?;?;309
-11;797;-179;-159;-11;412.0;-61.0;-419.0;18;-11;306
-39;798;-179;-159;-39;195.0;-138.0;-481.0;38;-3;307
-18;793;-179;?;-18;-34.0;-190.0;-388.0;20;-3;314
3;797;-180;-159;3;-173.0;-104.0;-248.0;49;-2;317
-48;804;?;-159;-48;-226.0;-63.0;-130.0;35;9;313
-3;804;-181;-159;-3;-221.0;-7.0;14.0;44;-27;319
43;801;-177;-159;43;-283.0;-178.0;128.0;38;4;317
-23;796;-181;-159;-23;-287.0;-149.0;241.0;-1;-18;314
0;799;-180;-159;0;-257.0;-22.0;300.0;1;-15;321
42;804;-173;-159;42;-158.0;153.0;352.0;-54;85;305
7;797;-192;-159;7;-157.0;?;392.0;?;-113;308
16;801;-156;-159;16;-188.0;169.0;410.0;9;3;314
-2;806;-207;-159;-2;-116.0;95.0;453.0;-14;250;303
-73;?;-146;-159;-73;-112.0;122.0;395.0;39;215;307
?;805;157;-159;?;-172.0;156.0;372.0;54;?;312
-68;799;203;-159;-68;-271.0;112.0;356.0;17;-152;319
-22;797;155;-159;-22;-300.0;34.0;332.0;47;-166;326
-2;804;190;-159;-2;-291.0;-81.0;283.0;22;14;325
?;801;168;-159;15;-168.0;-206.0;237.0;-61;-60;327
47;801;177;-159;47;24.0;-250.0;193.0;-70;-11;324
36;800;177;-159;36;198.0;-267.0;142.0;-53;46;320
52;796;?;-159;52;213.0;-205.0;123.0;-41;71;323
47;807;178;-159;47;185.0;-197.0;?;-48;-25;320
39;809;175;-159;39;199.0;-137.0;115.0;-54;-46;322
57;798;176;-159;57;296.0;-53.0;112.0;-87;39;310
23;792;176;-159;23;371.0;-55.0;13.0;-123;-2;288
12;787;176;-159;12;364.0;-70.0;32.0;-88;-53;295
?;790;176;-159;40;329.0;-52.0;34.0;-61;-105;297
5;796;176;-159;5;357.0;-131.0;-48.0;-26;-57;292
?;801;176;-159;-14;402.0;?;-41.0;-12;42;297
23;807;176;?;?;470.0;-204.0;?;-20;42;294
24;805;176;-159;?;?;-208.0;-88.0;-22;24;284
14;799;176;-159;14;289.0;-130.0;-63.0;-42;-18;283
13;794;175;-159;13;19.0;7.0;50.0;-6;-64;294
-16;793;178;-159;?;-84.0;72.0;102.0;19;?;301
-24;807;173;-159;-24;-60.0;136.0;71.0;25;34;299
-15;811;179;-159;-15;-60.0;131.0;54.0;12;85;301
-26;799;176;-159;?;-64.0;179.0;62.0;-21;48;296
-19;799;172;?;-19;-100.0;118.0;21.0;30;-64;288
-23;804;190;-159;-23;-115.0;38.0;21.0;44;-2;299
-51;797;153;-159;?;-147.0;0.0;14.0;26;-182;?
-17;799;213;-159;-17;-190.0;-51.0;28.0;68;136;?
-16;807;130;-159;-16;-283.0;-89.0;60.0;54;-318;301
-67;797;-175;-159;-67;-315.0;13.0;74.0;71;?;302
-48;793;-197;-159;-48;-309.0;-11.0;78.0;131;1388;327
-106;802;-157;-159;-106;-217.0;-90.0;3.0;41;127;313
-187;794;-191;-159;-187;-133.0;-322.0;-97.0;19;-779;343
-57;773;-169;-158;-57;-162.0;?;-222.0;7;274;400
90;780;-179;-158;90;-286.0;-88.0;-302.0;-88;-77;339
117;800;-177;-159;117;-151.0;-189.0;-434.0;-35;-56;285
115;800;-175;-159;115;?;160.0;-114.0;21;27;314
?;801;-179;-159;57;243.0;503.0;-63.0;-1;-81;304
39;810;?;-159;39;565.0;742.0;-298.0;-40;17;286
51;?;-177;?;51;601.0;972.0;-545.0;9;-51;303
-15;799;-177;-159;-15;544.0;862.0;-667.0;44;-39;306
-28;805;-177;-159;-28;408.0;471.0;-628.0;-37;-37;304
17;803;-177;-159;17;159.0;3.0;-531.0;-24;-18;303
37;796;?;-159;37;-62.0;-406.0;-460.0;?;-14;302
53;798;-177;-159;53;-333.0;-581.0;-327.0;-11;-12;306
34;794;-177;-159;34;-799.0;-450.0;-235.0;-17;-9;302
6;793;-177;-159;6;-1251.0;-260.0;-245.0;-28;-18;289
33;804;-177;-159;33;-1260.0;-155.0;-420.0;?;-15;286
29;805;-177;-159;29;-1072.0;-30.0;-604.0;-28;-19;295
-25;804;-177;-159;-25;-865.0;-96.0;-762.0;-4;-15;294
-44;802;?;-159;-44;-745.0;-417.0;?;19;-9;288
33;798;-177;-159;33;-853.0;-579.0;-1132.0;-21;-7;286
50;801;-177;-159;50;-1066.0;-683.0;-1323.0;-19;-1;287
-14;801;-177;-159;?;-1405.0;-662.0;-1456.0;6;-7;290
21;802;-177;?;21;-1281.0;-519.0;-1542.0;?;-6;?
-4;804;-177;-159;?;-1312.0;-415.0;-1612.0;-4;-1;296
11;804;-177;-159;11;?;-245.0;-1638.0;-32;-5;297
50;798;-177;-159;50;-1322.0;-153.0;-1598.0;12;-4;296
-39;795;-177;-159;-39;-1140.0;4.0;-1608.0;30;-2;297
-34;800;-177;-159;-34;-1292.0;52.0;-1505.0;?;-4;297
2;797;-177;-159;2;-1733.0;31.0;-1415.0;-45;2;295
15;?;-177;-159;15;-2014.0;-12.0;-1278.0;-14;6;293
21;805;-177;-159;21;-1886.0;-185.0;-1156.0;-6;2;?
-12;799;-177;-159;-12;-1448.0;-193.0;-985.0;-4;-5;285
-5;?;-177;-159;-5;-981.0;-137.0;?;8;-8;291
6;800;-177;-159;6;-556.0;35.0;-539.0;-39;0;293
2;801;-177;-159;2;-191.0;111.0;-351.0;-5;4;292
10;799;-177;-159;10;-9.0;124.0;-234.0;3;0;?
-7;798;-177;-159;-7;104.0;48.0;-137.0;-3;-2;?
?;796;-177;-159;-24;198.0;101.0;-70.0;18;0;297
?;797;?;-159;15;144.0;79.0;-24.0;-21;0;295
31;800;-177;-159;31;101.0;65.0;-43.0;1;1;292
-8;799;?;-159;-8;136.0;30.0;4.0;12;7;285
-16;798;-177;-159;-16;153.0;-15.0;10.0;?;?;290
-36;801;-177;-159;-36;172.0;-35.0;23.0;-8;0;297
-26;798;-177;-159;-26;229.0;27.0;50.0;-13;-1;297
25;795;-177;-159;25;224.0;75.0;75.0;?;-2;301
-12;797;-177;-159;-12;133.0;-23.0;99.0;?;-2;297
-36;794;-177;-159;-36;83.0;-80.0;82.0;-20;-4;301
-10;798;?;-159;-10;49.0;-103.0;78.0;41;-3;300
13;802;-177;-159;13;-16.0;-82.0;130.0;25;-2;293
24;796;-177;-159;24;-59.0;-82.0;153.0;-11;-6;295
-4;797;-177;-159;-4;-72.0;-79.0;186.0;18;-1;293
?;800;-177;-159;-10;?;-99.0;231.0;27;0;297
5;793;-177;-159;5;40.0;-60.0;338.0;5;-2;300
1;796;-177;-159;1;56.0;-33.0;454.0;26;0;296
9;804;-177;-159;?;?;-41.0;593.0;20;2;297
?;800;-177;-159;14;?;42.0;853.0;-24;4;301
5;797;-177;-159;5;619.0;170.0;1096.0;?;9;297
19;?;-177;-159;?;1052.0;260.0;1321.0;10;10;291
29;799;-177;-159;29;1157.0;186.0;1597.0;5;1;294
20;797;-177;-159;20;1414.0;203.0;1794.0;-10;1;297
12;805;-177;-159;12;1786.0;178.0;1969.0;-40;4;296
-7;802;-177;-159;-7;?;280.0;?;-39;-2;303
-26;800;-177;-159;-26;1984.0;326.0;1900.0;?;?;303
-13;?;?;-159;-13;1560.0;290.0;1885.0;-33;0;294
5;800;-177;-159;5;806.0;330.0;1714.0;-7;1;303
-2;798;-177;-159;-2;418.0;327.0;1465.0;6;1;306
