InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RLA Quaternion4
79.0;-338.0;-664.0;383.0;351.0;-588.0;-771.0
45.0;-306.0;-667.0;385.0;325.0;-581.0;-804.0
15.0;-278.0;-671.0;384.0;302.0;-573.0;-830.0
-9.0;-255.0;-676.0;381.0;286.0;-567.0;-850.0
-28.0;-235.0;-680.0;377.0;271.0;-563.0;-865.0
-40.0;-220.0;-684.0;371.0;?;-562.0;-876.0
-45.0;-205.0;-686.0;366.0;226.0;-565.0;-882.0
-44.0;-190.0;-686.0;361.0;227.0;-569.0;-886.0
-39.0;-182.0;-686.0;362.0;234.0;-569.0;-890.0
?;-175.0;-683.0;366.0;229.0;-569.0;-892.0
-33.0;-172.0;?;368.0;222.0;-569.0;-890.0
-32.0;-174.0;?;370.0;213.0;-569.0;-886.0
-30.0;-177.0;-679.0;?;210.0;-570.0;-880.0
-29.0;-182.0;-677.0;372.0;208.0;-570.0;-876.0
-28.0;-187.0;-678.0;372.0;203.0;-570.0;-870.0
-25.0;-199.0;-679.0;?;200.0;-570.0;-862.0
488.0;-674.0;-671.0;374.0;587.0;-577.0;-381.0
480.0;-663.0;-671.0;373.0;584.0;-579.0;-397.0
474.0;-648.0;-670.0;373.0;580.0;-581.0;-421.0
471.0;-630.0;-667.0;372.0;580.0;-585.0;-451.0
469.0;-612.0;-665.0;372.0;587.0;-588.0;-485.0
466.0;-596.0;-664.0;374.0;?;-589.0;-523.0
?;-582.0;-666.0;374.0;629.0;-586.0;-568.0
463.0;-572.0;-667.0;373.0;661.0;-584.0;-620.0
466.0;-563.0;-668.0;373.0;692.0;-582.0;-674.0
468.0;-560.0;-668.0;373.0;711.0;-579.0;-722.0
470.0;-562.0;-670.0;371.0;717.0;-578.0;-761.0
483.0;-567.0;-671.0;368.0;719.0;-577.0;-796.0
499.0;-573.0;-672.0;366.0;712.0;-573.0;-821.0
511.0;-583.0;-674.0;365.0;689.0;-569.0;-834.0
525.0;-588.0;-677.0;363.0;664.0;-564.0;-841.0
537.0;-585.0;?;360.0;645.0;-560.0;-843.0
545.0;-579.0;-683.0;358.0;636.0;-555.0;?
550.0;-570.0;-686.0;355.0;635.0;-550.0;-837.0
554.0;-563.0;-689.0;354.0;640.0;-545.0;-834.0
555.0;-559.0;-691.0;353.0;648.0;?;-832.0
555.0;-560.0;-693.0;352.0;658.0;-534.0;-829.0
555.0;?;-695.0;350.0;668.0;-530.0;-830.0
556.0;-573.0;-697.0;345.0;677.0;-530.0;-832.0
556.0;-581.0;-698.0;341.0;686.0;-531.0;-835.0
556.0;-589.0;-699.0;337.0;693.0;-533.0;-838.0
555.0;-597.0;-699.0;332.0;701.0;-536.0;-842.0
552.0;?;-700.0;326.0;708.0;-539.0;-845.0
548.0;-610.0;-700.0;321.0;716.0;-543.0;-849.0
?;-615.0;-701.0;314.0;724.0;?;-851.0
539.0;-619.0;-701.0;309.0;732.0;-551.0;-854.0
536.0;-625.0;-701.0;303.0;740.0;-555.0;-855.0
535.0;-630.0;-701.0;299.0;745.0;-557.0;-856.0
535.0;-634.0;-700.0;297.0;750.0;-560.0;-857.0
536.0;-637.0;-699.0;296.0;?;-560.0;-858.0
537.0;-640.0;-699.0;295.0;754.0;-560.0;?
538.0;-643.0;-699.0;296.0;755.0;-559.0;-859.0
540.0;-644.0;-699.0;?;?;-557.0;-859.0
542.0;-645.0;-701.0;298.0;753.0;-554.0;-858.0
?;-644.0;-703.0;299.0;751.0;-551.0;-857.0
547.0;-644.0;-706.0;298.0;747.0;-548.0;-856.0
548.0;-643.0;-708.0;297.0;742.0;-547.0;-855.0
549.0;-643.0;-709.0;297.0;733.0;-546.0;-853.0
549.0;-641.0;-710.0;297.0;724.0;-544.0;-853.0
549.0;-639.0;-712.0;297.0;715.0;-543.0;-852.0
549.0;?;-713.0;298.0;707.0;-542.0;?
549.0;-630.0;-713.0;298.0;700.0;-543.0;-852.0
549.0;-626.0;-712.0;299.0;694.0;-543.0;-852.0
549.0;-621.0;-711.0;301.0;690.0;-545.0;-852.0
?;-617.0;-709.0;303.0;687.0;-546.0;-853.0
548.0;-614.0;-706.0;306.0;685.0;-547.0;?
549.0;-612.0;-704.0;309.0;685.0;-547.0;?
550.0;-610.0;-701.0;314.0;686.0;-548.0;-851.0
552.0;-609.0;-698.0;318.0;687.0;-547.0;-849.0
555.0;-608.0;-696.0;322.0;690.0;-547.0;-847.0
559.0;-610.0;-694.0;326.0;691.0;-545.0;-846.0
562.0;-613.0;-693.0;329.0;694.0;-543.0;-845.0
561.0;-615.0;-693.0;328.0;698.0;-541.0;-845.0
563.0;-626.0;-690.0;332.0;704.0;-539.0;-844.0
569.0;-636.0;-681.0;?;706.0;-543.0;-846.0
569.0;-646.0;?;349.0;712.0;-547.0;-848.0
565.0;-655.0;-675.0;352.0;725.0;-551.0;-850.0
559.0;-660.0;-675.0;352.0;739.0;-553.0;-854.0
554.0;-662.0;-678.0;348.0;749.0;-554.0;-857.0
548.0;-665.0;-682.0;342.0;752.0;-552.0;-859.0
546.0;-668.0;-685.0;?;753.0;-553.0;-860.0
547.0;-672.0;-685.0;336.0;754.0;-555.0;-859.0
548.0;-673.0;-684.0;335.0;753.0;-557.0;-858.0
550.0;-673.0;-683.0;334.0;748.0;?;-856.0
552.0;-671.0;?;333.0;741.0;-558.0;-855.0
554.0;-669.0;-685.0;332.0;734.0;-559.0;-854.0
555.0;-666.0;-686.0;?;729.0;-559.0;-853.0
557.0;-663.0;-686.0;332.0;723.0;-559.0;-852.0
557.0;-658.0;-687.0;330.0;718.0;-560.0;-852.0
557.0;-654.0;-689.0;329.0;712.0;-560.0;-852.0
556.0;-651.0;-691.0;327.0;706.0;-559.0;-853.0
554.0;-647.0;-693.0;?;700.0;-559.0;-853.0
554.0;-645.0;?;324.0;696.0;-558.0;-854.0
553.0;-642.0;-697.0;322.0;692.0;-557.0;-854.0
552.0;-641.0;-701.0;320.0;?;-555.0;-854.0
552.0;-638.0;-703.0;317.0;688.0;-554.0;?
552.0;-636.0;-706.0;315.0;689.0;-553.0;-854.0
552.0;-635.0;-709.0;313.0;690.0;-551.0;-854.0
552.0;-634.0;-712.0;310.0;693.0;-549.0;-853.0
553.0;-633.0;-715.0;306.0;694.0;-546.0;-852.0
554.0;-633.0;-718.0;304.0;697.0;-543.0;-851.0
556.0;-633.0;-720.0;302.0;699.0;-540.0;-850.0
559.0;-633.0;-721.0;300.0;702.0;-537.0;-849.0
561.0;-634.0;-721.0;299.0;704.0;-536.0;-847.0
564.0;-634.0;-720.0;299.0;706.0;-534.0;-845.0
566.0;-636.0;-719.0;298.0;708.0;-533.0;?
566.0;-637.0;-718.0;299.0;708.0;-533.0;-844.0
?;-639.0;-717.0;300.0;709.0;-532.0;-844.0
565.0;-641.0;-716.0;?;?;-531.0;-844.0
565.0;-642.0;-715.0;303.0;710.0;-531.0;-845.0
?;-642.0;-714.0;304.0;711.0;-531.0;-846.0
564.0;-642.0;-713.0;306.0;713.0;-531.0;-846.0
563.0;-642.0;-713.0;306.0;714.0;-531.0;-847.0
563.0;-642.0;-711.0;309.0;714.0;-531.0;-847.0
563.0;-642.0;-709.0;311.0;713.0;-532.0;?
562.0;-641.0;-707.0;313.0;711.0;-534.0;-849.0
562.0;-641.0;-705.0;316.0;708.0;-536.0;?
562.0;-640.0;-703.0;318.0;704.0;-537.0;-849.0
562.0;-639.0;-700.0;321.0;701.0;-538.0;-849.0
563.0;-637.0;-698.0;324.0;697.0;-539.0;-848.0
565.0;-636.0;-695.0;329.0;694.0;-540.0;-847.0
567.0;-634.0;-692.0;334.0;692.0;-540.0;-846.0
569.0;-633.0;-690.0;340.0;692.0;-539.0;-845.0
569.0;-630.0;-688.0;344.0;692.0;-538.0;-846.0
568.0;-630.0;-686.0;346.0;694.0;-537.0;-845.0
573.0;?;?;348.0;694.0;-538.0;-845.0
574.0;-635.0;-687.0;354.0;692.0;-532.0;-846.0
573.0;-638.0;-687.0;360.0;696.0;-528.0;-846.0
571.0;-637.0;?;364.0;702.0;-524.0;-846.0
570.0;-636.0;-687.0;368.0;707.0;?;-846.0
570.0;-637.0;-689.0;370.0;711.0;-516.0;-847.0
571.0;-637.0;-689.0;373.0;716.0;-511.0;-848.0
573.0;-638.0;-688.0;377.0;722.0;-507.0;-847.0
576.0;-638.0;-685.0;382.0;724.0;-505.0;-844.0
578.0;-638.0;-683.0;385.0;722.0;-506.0;?
580.0;-638.0;-681.0;387.0;719.0;-506.0;-839.0
582.0;-637.0;-680.0;388.0;714.0;-506.0;-837.0
584.0;-636.0;-679.0;389.0;709.0;-508.0;-835.0
?;-634.0;-678.0;388.0;703.0;-509.0;-834.0
588.0;-633.0;-677.0;389.0;?;-510.0;-832.0
589.0;-631.0;-676.0;?;693.0;-512.0;-831.0
591.0;-629.0;-675.0;?;689.0;-512.0;-831.0
592.0;?;-675.0;389.0;685.0;-513.0;-830.0
593.0;-625.0;-674.0;389.0;683.0;?;-829.0
594.0;-623.0;-674.0;388.0;?;-514.0;-829.0
593.0;-621.0;-675.0;386.0;679.0;-514.0;-829.0
593.0;-619.0;-676.0;384.0;678.0;-515.0;-830.0
591.0;-617.0;-678.0;382.0;678.0;-516.0;-831.0
588.0;-616.0;-679.0;378.0;679.0;-516.0;-833.0
585.0;-614.0;-682.0;372.0;679.0;?;-835.0
582.0;-614.0;-685.0;366.0;680.0;-519.0;-837.0
579.0;-614.0;-689.0;359.0;681.0;-520.0;-838.0
575.0;-616.0;-692.0;351.0;682.0;-522.0;-840.0
572.0;-618.0;-695.0;344.0;684.0;-523.0;-842.0
568.0;-621.0;-699.0;336.0;686.0;-524.0;-844.0
565.0;-624.0;-701.0;329.0;690.0;-525.0;-846.0
562.0;-628.0;-705.0;322.0;695.0;-525.0;-847.0
559.0;?;-708.0;316.0;699.0;-526.0;-848.0
556.0;-633.0;-711.0;310.0;704.0;-526.0;-850.0
554.0;-635.0;-714.0;305.0;708.0;-526.0;-851.0
552.0;-636.0;-718.0;300.0;711.0;-526.0;-851.0
551.0;-637.0;-720.0;296.0;714.0;-527.0;-851.0
550.0;-638.0;?;?;714.0;-527.0;-851.0
550.0;-638.0;-724.0;291.0;714.0;-528.0;-851.0
550.0;-637.0;-724.0;?;714.0;-528.0;-850.0
550.0;-637.0;-725.0;289.0;713.0;-529.0;-850.0
551.0;-635.0;-725.0;289.0;711.0;-530.0;-849.0
551.0;-634.0;-725.0;290.0;709.0;-531.0;-849.0
551.0;-632.0;-726.0;289.0;706.0;-532.0;-849.0
552.0;-630.0;-727.0;289.0;702.0;-532.0;-849.0
551.0;-629.0;-727.0;289.0;697.0;-533.0;-849.0
550.0;-627.0;-727.0;291.0;693.0;-534.0;-849.0
551.0;-625.0;-724.0;295.0;689.0;-534.0;-848.0
554.0;-623.0;-721.0;302.0;687.0;-533.0;-846.0
?;-621.0;-718.0;309.0;686.0;-532.0;-844.0
562.0;-618.0;?;315.0;686.0;-530.0;-843.0
569.0;-620.0;-710.0;325.0;686.0;-533.0;-840.0
576.0;-621.0;-707.0;337.0;685.0;-531.0;-840.0
577.0;-622.0;-708.0;342.0;688.0;-529.0;-842.0
575.0;-623.0;-708.0;345.0;694.0;-529.0;-844.0
571.0;-622.0;-711.0;346.0;?;-527.0;-848.0
566.0;-623.0;-714.0;?;701.0;-524.0;-851.0
562.0;-623.0;-718.0;343.0;705.0;-523.0;-853.0
561.0;-624.0;-722.0;340.0;710.0;?;-854.0
560.0;-624.0;-725.0;338.0;712.0;-519.0;-854.0
562.0;-622.0;-726.0;336.0;712.0;?;-852.0
564.0;-622.0;?;335.0;712.0;-519.0;-850.0
566.0;-622.0;-725.0;335.0;711.0;-520.0;-849.0
566.0;-623.0;-724.0;335.0;709.0;-521.0;-847.0
566.0;-623.0;-724.0;334.0;706.0;-522.0;-847.0
566.0;-623.0;-724.0;333.0;703.0;-523.0;-846.0
?;-622.0;-722.0;333.0;699.0;-524.0;-845.0
568.0;-622.0;-721.0;333.0;696.0;-526.0;-844.0
569.0;-622.0;-719.0;333.0;693.0;-527.0;-843.0
570.0;-622.0;-718.0;334.0;690.0;-528.0;-842.0
571.0;-621.0;-716.0;335.0;687.0;-529.0;-842.0
570.0;-621.0;-715.0;335.0;685.0;-529.0;?
570.0;-619.0;-714.0;336.0;683.0;-529.0;-841.0
570.0;-618.0;-714.0;336.0;682.0;-528.0;-840.0
570.0;-616.0;-715.0;334.0;681.0;-528.0;-840.0
569.0;-615.0;?;333.0;680.0;?;-841.0
568.0;-614.0;-716.0;331.0;679.0;-528.0;-841.0
?;-614.0;-717.0;328.0;678.0;-527.0;-842.0
?;-613.0;-719.0;324.0;678.0;-528.0;-843.0
563.0;-614.0;-721.0;?;678.0;-529.0;-845.0
561.0;-614.0;-721.0;315.0;678.0;-531.0;-846.0
559.0;-616.0;-722.0;311.0;680.0;-533.0;-847.0
556.0;-618.0;-724.0;306.0;682.0;-534.0;?
553.0;-620.0;-726.0;301.0;684.0;-535.0;-850.0
551.0;-622.0;-728.0;297.0;688.0;-534.0;-852.0
549.0;-625.0;-731.0;293.0;692.0;-533.0;-852.0
548.0;-627.0;?;288.0;695.0;-533.0;-853.0
546.0;-628.0;-736.0;283.0;698.0;-534.0;-854.0
544.0;-629.0;-738.0;277.0;700.0;-536.0;-854.0
542.0;-631.0;-740.0;272.0;702.0;-538.0;-855.0
540.0;-632.0;-741.0;268.0;703.0;-538.0;-855.0
539.0;-633.0;-742.0;266.0;705.0;-538.0;-855.0
540.0;?;-742.0;266.0;708.0;-538.0;-854.0
541.0;-634.0;-742.0;266.0;710.0;-538.0;-852.0
542.0;-633.0;-741.0;267.0;712.0;-537.0;-852.0
543.0;-632.0;-741.0;268.0;712.0;-538.0;-851.0
543.0;-631.0;-740.0;271.0;711.0;-538.0;-850.0
544.0;?;?;274.0;710.0;-538.0;-849.0
547.0;-629.0;-737.0;278.0;706.0;-539.0;-848.0
549.0;-628.0;-735.0;283.0;?;-541.0;-848.0
551.0;-626.0;-733.0;287.0;696.0;-543.0;-848.0
?;-623.0;-731.0;291.0;690.0;-545.0;-848.0
554.0;-621.0;-729.0;294.0;684.0;-547.0;-847.0
556.0;-618.0;-728.0;299.0;679.0;?;-846.0
558.0;-614.0;-727.0;303.0;672.0;-548.0;-846.0
559.0;-611.0;-727.0;304.0;667.0;-547.0;-845.0
565.0;-614.0;-724.0;310.0;662.0;-551.0;-843.0
568.0;-615.0;-723.0;318.0;658.0;-550.0;-844.0
566.0;-618.0;-723.0;?;661.0;-551.0;-846.0
563.0;-618.0;-724.0;322.0;667.0;-553.0;-848.0
559.0;-618.0;-725.0;321.0;674.0;-554.0;-852.0
554.0;-620.0;-727.0;?;682.0;-555.0;-855.0
550.0;-622.0;-728.0;316.0;692.0;-558.0;-857.0
546.0;-624.0;-728.0;313.0;699.0;-561.0;-858.0
544.0;-626.0;-728.0;310.0;704.0;-562.0;-857.0
544.0;?;?;308.0;707.0;-564.0;-856.0
546.0;-629.0;-726.0;307.0;710.0;-567.0;-854.0
548.0;-632.0;-722.0;308.0;713.0;-569.0;-852.0
550.0;-635.0;-720.0;309.0;715.0;-570.0;-851.0
552.0;-637.0;-717.0;310.0;715.0;-571.0;?
554.0;-637.0;-716.0;312.0;715.0;-571.0;-850.0
555.0;-638.0;-713.0;314.0;714.0;-572.0;-850.0
556.0;-638.0;-712.0;314.0;712.0;-572.0;-850.0
555.0;-638.0;-711.0;315.0;708.0;-572.0;-850.0
554.0;-638.0;-711.0;314.0;703.0;-573.0;-851.0
553.0;-638.0;-711.0;313.0;695.0;-574.0;-852.0
?;-638.0;-711.0;312.0;688.0;-575.0;-852.0
551.0;-636.0;-712.0;311.0;?;-575.0;-853.0
550.0;-633.0;-712.0;309.0;673.0;-576.0;-853.0
550.0;-630.0;-712.0;307.0;666.0;-576.0;-853.0
549.0;-626.0;-712.0;305.0;?;-576.0;-852.0
549.0;-622.0;-713.0;304.0;659.0;-575.0;-851.0
550.0;-618.0;-714.0;303.0;658.0;-573.0;-850.0
551.0;-615.0;-716.0;301.0;658.0;-571.0;-849.0
553.0;-613.0;-718.0;299.0;656.0;-568.0;-848.0
554.0;-611.0;?;297.0;656.0;-565.0;-848.0
554.0;-610.0;-724.0;293.0;657.0;-561.0;-847.0
555.0;-610.0;-728.0;290.0;660.0;-558.0;-847.0
554.0;-610.0;-732.0;286.0;665.0;-555.0;-848.0
553.0;?;-736.0;?;670.0;-552.0;-849.0
?;-612.0;-739.0;?;676.0;-550.0;-849.0
552.0;-613.0;-743.0;270.0;681.0;-547.0;-850.0
552.0;-615.0;-746.0;264.0;686.0;-545.0;-850.0
551.0;-617.0;-750.0;259.0;690.0;-542.0;-850.0
552.0;-620.0;-754.0;254.0;693.0;-537.0;-849.0
552.0;-621.0;-757.0;252.0;695.0;-535.0;-848.0
554.0;-622.0;-758.0;251.0;?;-532.0;-847.0
556.0;-623.0;-760.0;251.0;698.0;-531.0;-846.0
557.0;-623.0;-760.0;251.0;701.0;?;-845.0
557.0;-622.0;-760.0;252.0;704.0;-531.0;-844.0
557.0;-622.0;-760.0;252.0;707.0;-531.0;-844.0
556.0;-622.0;-760.0;252.0;706.0;-532.0;-844.0
556.0;-621.0;-760.0;252.0;703.0;-532.0;-844.0
556.0;-621.0;-760.0;253.0;699.0;-533.0;-844.0
?;?;-759.0;253.0;694.0;-534.0;-844.0
558.0;-618.0;-759.0;?;689.0;-535.0;-843.0
559.0;-616.0;-758.0;257.0;684.0;-535.0;-843.0
561.0;-614.0;-756.0;260.0;679.0;-536.0;-842.0
562.0;-611.0;-756.0;262.0;676.0;-536.0;-841.0
564.0;-608.0;-755.0;264.0;?;-536.0;-841.0
565.0;-605.0;-756.0;266.0;671.0;-534.0;-840.0
567.0;-604.0;-756.0;269.0;669.0;-533.0;-839.0
571.0;-604.0;-755.0;273.0;666.0;-532.0;-838.0
571.0;-606.0;-750.0;280.0;665.0;-537.0;-838.0
574.0;-612.0;?;288.0;664.0;-541.0;-839.0
573.0;-619.0;-743.0;297.0;665.0;-544.0;?
569.0;?;-740.0;304.0;671.0;-548.0;-846.0
562.0;-628.0;-737.0;307.0;679.0;-552.0;-851.0
554.0;-627.0;-736.0;309.0;686.0;-554.0;-855.0
546.0;-627.0;-736.0;309.0;691.0;-555.0;-858.0
542.0;?;-734.0;311.0;698.0;-555.0;-858.0
542.0;-630.0;-732.0;315.0;705.0;?;-857.0
546.0;-630.0;?;319.0;711.0;-553.0;-855.0
551.0;-627.0;-724.0;?;714.0;-553.0;-852.0
?;-623.0;-719.0;330.0;720.0;-554.0;-849.0
560.0;-619.0;-714.0;334.0;730.0;-555.0;-847.0
563.0;-614.0;-709.0;337.0;741.0;-556.0;-844.0
565.0;-610.0;-703.0;340.0;748.0;-559.0;-842.0
568.0;-606.0;?;345.0;752.0;?;-840.0
570.0;-600.0;-695.0;350.0;756.0;?;-838.0
575.0;-596.0;-691.0;355.0;760.0;-550.0;-836.0
580.0;-592.0;-686.0;362.0;764.0;-547.0;-835.0
?;-591.0;-682.0;367.0;763.0;-546.0;?
?;-589.0;-677.0;373.0;758.0;-544.0;-834.0
585.0;-585.0;-673.0;377.0;749.0;-544.0;-835.0
584.0;-583.0;-670.0;381.0;735.0;-545.0;-837.0
582.0;-581.0;-667.0;382.0;718.0;-545.0;-839.0
578.0;-580.0;-665.0;384.0;698.0;-546.0;-842.0
575.0;-583.0;-663.0;385.0;675.0;-547.0;-844.0
573.0;-588.0;-661.0;386.0;652.0;-548.0;-846.0
571.0;-595.0;-658.0;390.0;618.0;-548.0;-846.0
570.0;-600.0;-656.0;392.0;588.0;-547.0;-846.0
570.0;-602.0;?;395.0;563.0;?;-846.0
571.0;-604.0;-653.0;399.0;545.0;-545.0;-846.0
571.0;-603.0;-653.0;401.0;527.0;-544.0;-846.0
570.0;-602.0;-652.0;402.0;517.0;-544.0;-846.0
571.0;-600.0;-652.0;403.0;513.0;-544.0;-846.0
572.0;-598.0;-652.0;405.0;?;-544.0;-845.0
573.0;-597.0;-651.0;408.0;513.0;-544.0;-844.0
?;-598.0;-650.0;409.0;512.0;-544.0;-843.0
575.0;-597.0;-649.0;?;512.0;-544.0;-842.0
577.0;-597.0;-648.0;411.0;513.0;-544.0;-841.0
577.0;-596.0;-648.0;412.0;514.0;-544.0;-841.0
?;-595.0;-649.0;411.0;516.0;-544.0;-841.0
578.0;-594.0;-651.0;409.0;519.0;-544.0;-841.0
578.0;-593.0;-652.0;407.0;523.0;-544.0;-841.0
577.0;-593.0;-653.0;405.0;526.0;?;-842.0
577.0;-593.0;-653.0;405.0;528.0;-545.0;-842.0
576.0;-593.0;-652.0;?;529.0;-545.0;-841.0
?;-593.0;-653.0;401.0;531.0;-546.0;-842.0
575.0;-595.0;-653.0;400.0;533.0;?;-843.0
574.0;-596.0;-653.0;398.0;535.0;-546.0;-844.0
574.0;-598.0;-653.0;?;538.0;-547.0;-845.0
572.0;-600.0;-652.0;396.0;543.0;-547.0;-845.0
571.0;-602.0;-652.0;395.0;549.0;-548.0;-847.0
569.0;-603.0;-652.0;394.0;553.0;-549.0;-848.0
?;-602.0;-653.0;393.0;557.0;-550.0;-849.0
566.0;-597.0;-654.0;?;568.0;-551.0;-850.0
564.0;-589.0;-655.0;389.0;584.0;-553.0;-851.0
563.0;-581.0;-658.0;387.0;598.0;-554.0;-852.0
562.0;-573.0;-660.0;384.0;616.0;-556.0;-853.0
561.0;-565.0;-664.0;381.0;646.0;-557.0;?
?;-561.0;-668.0;377.0;676.0;-557.0;-853.0
560.0;-560.0;-672.0;373.0;698.0;-557.0;-853.0
560.0;-564.0;-676.0;368.0;699.0;-559.0;?
560.0;-572.0;-678.0;364.0;692.0;-561.0;-852.0
559.0;-583.0;-682.0;359.0;?;-562.0;-851.0
559.0;-598.0;-686.0;354.0;676.0;-564.0;-851.0
558.0;-620.0;?;349.0;657.0;-566.0;-851.0
556.0;-636.0;-693.0;343.0;636.0;-568.0;-852.0
554.0;-643.0;-698.0;335.0;623.0;-569.0;-852.0
550.0;-644.0;-700.0;329.0;620.0;-570.0;-853.0
547.0;-638.0;-702.0;326.0;628.0;-571.0;-853.0
546.0;-631.0;?;325.0;643.0;-570.0;-853.0
547.0;-626.0;-701.0;327.0;660.0;-568.0;-852.0
549.0;-624.0;-699.0;331.0;672.0;-566.0;-851.0
552.0;-623.0;-697.0;335.0;679.0;?;-850.0
555.0;-623.0;-694.0;339.0;681.0;-563.0;-848.0
559.0;?;-692.0;343.0;681.0;-562.0;-848.0
561.0;-623.0;-690.0;345.0;680.0;-561.0;-848.0
562.0;-622.0;-690.0;346.0;680.0;?;-848.0
563.0;-621.0;-689.0;346.0;681.0;-561.0;?
562.0;-622.0;-689.0;346.0;685.0;-561.0;-849.0
562.0;-622.0;-688.0;346.0;689.0;-562.0;-850.0
562.0;-624.0;-687.0;346.0;694.0;-563.0;-850.0
561.0;-626.0;-687.0;344.0;697.0;-565.0;?
561.0;-628.0;-687.0;342.0;699.0;-567.0;-851.0
560.0;-631.0;-687.0;341.0;700.0;-568.0;-851.0
560.0;-634.0;-687.0;340.0;701.0;-570.0;-850.0
560.0;-637.0;-687.0;339.0;701.0;-572.0;-850.0
561.0;-641.0;-686.0;338.0;700.0;-574.0;-851.0
561.0;-645.0;-686.0;337.0;701.0;-576.0;-851.0
561.0;-649.0;-685.0;337.0;702.0;-577.0;-851.0
560.0;-652.0;?;336.0;704.0;-577.0;-852.0
560.0;?;-684.0;?;706.0;-578.0;-853.0
559.0;-657.0;-684.0;336.0;708.0;-578.0;-853.0
558.0;-657.0;-684.0;336.0;708.0;-578.0;-854.0
556.0;?;-685.0;336.0;708.0;-577.0;-854.0
