InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RLA Quaternion4
-106.0;-192.0;460.0;463.0;46.0;449.0;-441.0
-122.0;-224.0;459.0;453.0;108.0;449.0;-483.0
-129.0;-228.0;460.0;448.0;129.0;451.0;-498.0
19.0;-118.0;563.0;-74.0;169.0;241.0;-379.0
18.0;-122.0;562.0;-73.0;169.0;246.0;-389.0
18.0;-124.0;561.0;-72.0;171.0;250.0;-395.0
24.0;-126.0;560.0;-70.0;178.0;257.0;-407.0
31.0;-127.0;560.0;-70.0;181.0;256.0;-414.0
629.0;-574.0;686.0;-406.0;673.0;487.0;-777.0
50.0;-119.0;557.0;-69.0;177.0;242.0;-428.0
59.0;-92.0;551.0;-75.0;153.0;223.0;-430.0
61.0;-68.0;546.0;-78.0;140.0;208.0;-436.0
60.0;-36.0;542.0;-72.0;141.0;188.0;-482.0
60.0;-33.0;540.0;-66.0;144.0;181.0;-501.0
-86.0;-197.0;520.0;288.0;32.0;484.0;-583.0
-85.0;-199.0;528.0;275.0;51.0;482.0;-570.0
-79.0;-201.0;535.0;262.0;69.0;481.0;-557.0
-73.0;-202.0;543.0;252.0;85.0;478.0;-544.0
-68.0;-204.0;550.0;243.0;94.0;476.0;-526.0
-71.0;-202.0;556.0;237.0;99.0;474.0;-510.0
-74.0;-192.0;564.0;228.0;104.0;470.0;-479.0
-63.0;-187.0;567.0;228.0;111.0;467.0;-459.0
-61.0;-183.0;568.0;230.0;125.0;463.0;-443.0
-69.0;-176.0;569.0;241.0;148.0;453.0;-411.0
-99.0;-161.0;566.0;252.0;136.0;445.0;-356.0
-115.0;-154.0;562.0;257.0;128.0;444.0;-328.0
-145.0;-144.0;552.0;264.0;116.0;441.0;-280.0
-155.0;-128.0;545.0;270.0;98.0;435.0;-249.0
-148.0;-124.0;542.0;271.0;92.0;432.0;-252.0
-131.0;-123.0;529.0;279.0;84.0;431.0;-234.0
-147.0;-108.0;502.0;301.0;53.0;411.0;-215.0
-147.0;-97.0;493.0;313.0;35.0;403.0;-216.0
-148.0;-81.0;474.0;341.0;9.0;385.0;-236.0
-366.0;381.0;33.0;75.0;-431.0;245.0;222.0
-441.0;122.0;119.0;615.0;-275.0;175.0;81.0
-444.0;181.0;11.0;354.0;-315.0;280.0;-128.0
-246.0;18.0;277.0;472.0;-112.0;268.0;-120.0
-233.0;-21.0;274.0;454.0;-95.0;264.0;-85.0
-228.0;-19.0;277.0;449.0;-116.0;259.0;-92.0
-656.0;438.0;419.0;-547.0;-610.0;256.0;605.0
-381.0;314.0;-58.0;-68.0;-395.0;-227.0;216.0
-289.0;77.0;271.0;533.0;-172.0;271.0;-90.0
-224.0;-29.0;290.0;446.0;-118.0;262.0;-133.0
-222.0;-30.0;296.0;446.0;-117.0;263.0;-150.0
-222.0;-32.0;304.0;445.0;-116.0;263.0;-168.0
-224.0;-37.0;312.0;443.0;-107.0;264.0;-188.0
-226.0;-46.0;320.0;440.0;-93.0;266.0;-210.0
-225.0;-52.0;327.0;435.0;-83.0;270.0;-235.0
-213.0;-39.0;350.0;400.0;-74.0;272.0;-310.0
-211.0;-30.0;360.0;379.0;-75.0;269.0;-330.0
-210.0;-20.0;374.0;355.0;-72.0;266.0;-346.0
-209.0;-12.0;388.0;326.0;-66.0;266.0;-359.0
-206.0;-6.0;407.0;289.0;-58.0;267.0;-370.0
-198.0;-4.0;427.0;250.0;-48.0;270.0;-379.0
-172.0;-3.0;455.0;164.0;-26.0;282.0;-394.0
-162.0;2.0;466.0;124.0;-16.0;285.0;-399.0
-144.0;10.0;486.0;55.0;-6.0;288.0;-404.0
-128.0;23.0;502.0;-3.0;-2.0;288.0;-418.0
-119.0;27.0;507.0;-26.0;-3.0;288.0;-429.0
-114.0;31.0;511.0;-47.0;-1.0;290.0;-436.0
-111.0;34.0;513.0;-66.0;0.0;291.0;-441.0
-103.0;40.0;513.0;-95.0;-4.0;293.0;-456.0
-97.0;48.0;508.0;-116.0;-12.0;296.0;-467.0
-102.0;52.0;503.0;-125.0;-16.0;297.0;-462.0
-101.0;57.0;499.0;-132.0;-21.0;297.0;-467.0
-569.0;253.0;87.0;-607.0;-394.0;29.0;356.0
-548.0;160.0;-12.0;-575.0;-301.0;-112.0;279.0
-108.0;80.0;469.0;-142.0;-45.0;284.0;-502.0
-119.0;82.0;463.0;-138.0;-48.0;284.0;-513.0
-120.0;82.0;461.0;-136.0;-48.0;284.0;-519.0
-119.0;83.0;460.0;-135.0;-47.0;285.0;-530.0
-108.0;82.0;458.0;-131.0;-43.0;286.0;-554.0
-108.0;81.0;458.0;-129.0;-42.0;286.0;-564.0
-122.0;79.0;461.0;-124.0;-42.0;285.0;-558.0
-124.0;78.0;462.0;-123.0;-42.0;284.0;-553.0
-110.0;75.0;468.0;-120.0;-35.0;281.0;-525.0
-103.0;74.0;470.0;-120.0;-34.0;278.0;-525.0
-101.0;73.0;471.0;-120.0;-34.0;275.0;-524.0
-99.0;73.0;474.0;-119.0;-34.0;272.0;-519.0
-93.0;73.0;476.0;-119.0;-33.0;268.0;-513.0
-89.0;73.0;479.0;-117.0;-30.0;265.0;-511.0
-68.0;66.0;488.0;-108.0;-16.0;254.0;-503.0
-63.0;65.0;490.0;-103.0;-14.0;249.0;-503.0
-60.0;65.0;492.0;-97.0;-11.0;245.0;-501.0
-58.0;62.0;496.0;-84.0;-6.0;236.0;-490.0
-60.0;61.0;497.0;-77.0;-4.0;233.0;-475.0
-64.0;59.0;497.0;-69.0;-2.0;229.0;-455.0
-68.0;56.0;497.0;-60.0;1.0;227.0;-435.0
-199.0;-39.0;371.0;442.0;-92.0;295.0;-130.0
-217.0;-30.0;366.0;461.0;-100.0;293.0;-114.0
63.0;-22.0;539.0;-58.0;137.0;176.0;-521.0
74.0;-2.0;538.0;-37.0;132.0;165.0;-557.0
81.0;55.0;538.0;-10.0;132.0;161.0;-578.0
80.0;96.0;536.0;6.0;109.0;163.0;-586.0
80.0;126.0;534.0;25.0;79.0;164.0;-598.0
80.0;143.0;530.0;44.0;54.0;164.0;-611.0
75.0;144.0;526.0;61.0;43.0;164.0;-619.0
69.0;139.0;522.0;78.0;43.0;161.0;-624.0
62.0;143.0;517.0;94.0;48.0;155.0;-631.0
-16.0;146.0;494.0;124.0;72.0;138.0;-601.0
-34.0;142.0;494.0;121.0;76.0;142.0;-595.0
-81.0;137.0;494.0;111.0;78.0;151.0;-592.0
-112.0;136.0;495.0;106.0;76.0;156.0;-598.0
-38.0;58.0;666.0;-68.0;135.0;259.0;-583.0
-41.0;58.0;667.0;-63.0;137.0;257.0;-567.0
-47.0;58.0;668.0;-57.0;140.0;253.0;-556.0
-43.0;57.0;670.0;-56.0;141.0;252.0;-526.0
-37.0;56.0;671.0;-55.0;143.0;251.0;-502.0
-31.0;55.0;672.0;-54.0;144.0;249.0;-460.0
-32.0;54.0;674.0;-54.0;145.0;248.0;-421.0
-32.0;53.0;676.0;-45.0;146.0;246.0;-344.0
-20.0;50.0;678.0;-37.0;150.0;247.0;-343.0
-18.0;47.0;679.0;-33.0;154.0;247.0;-342.0
-17.0;44.0;679.0;-27.0;157.0;248.0;-343.0
-15.0;38.0;679.0;-13.0;162.0;251.0;-341.0
-10.0;31.0;680.0;2.0;166.0;257.0;-339.0
-6.0;26.0;680.0;11.0;168.0;262.0;-343.0
-3.0;20.0;680.0;20.0;170.0;268.0;-345.0
1.0;15.0;680.0;30.0;173.0;276.0;-346.0
7.0;9.0;680.0;41.0;177.0;285.0;-345.0
14.0;1.0;680.0;52.0;182.0;296.0;-345.0
21.0;-6.0;681.0;62.0;189.0;307.0;-350.0
26.0;-16.0;681.0;73.0;197.0;320.0;-362.0
33.0;-28.0;682.0;85.0;208.0;334.0;-374.0
-246.0;85.0;256.0;506.0;9.0;194.0;-158.0
-242.0;76.0;265.0;500.0;7.0;200.0;-172.0
-226.0;64.0;284.0;488.0;-16.0;216.0;-206.0
-216.0;55.0;296.0;481.0;-43.0;227.0;-225.0
-205.0;48.0;308.0;475.0;-71.0;240.0;-247.0
-195.0;38.0;321.0;469.0;-91.0;256.0;-272.0
-185.0;23.0;337.0;463.0;-106.0;274.0;-298.0
-176.0;8.0;353.0;458.0;-118.0;293.0;-327.0
-168.0;-8.0;371.0;452.0;-124.0;313.0;-354.0
-159.0;-23.0;390.0;445.0;-121.0;334.0;-380.0
-138.0;-56.0;433.0;428.0;-97.0;380.0;-435.0
39.0;-41.0;683.0;97.0;221.0;351.0;-396.0
102.0;-266.0;702.0;130.0;473.0;528.0;-573.0
231.0;-446.0;758.0;26.0;684.0;623.0;-693.0
404.0;-589.0;783.0;-88.0;756.0;615.0;-857.0
478.0;-415.0;866.0;-290.0;564.0;408.0;-836.0
63.0;-619.0;724.0;-233.0;646.0;642.0;-479.0
356.0;-390.0;-17.0;-16.0;369.0;-151.0;-321.0
296.0;-400.0;-16.0;-33.0;359.0;-135.0;-163.0
256.0;-411.0;-17.0;-37.0;358.0;-130.0;-89.0
222.0;-420.0;-17.0;-39.0;362.0;-127.0;-13.0
258.0;50.0;338.0;501.0;67.0;321.0;149.0
267.0;33.0;328.0;503.0;96.0;319.0;131.0
277.0;14.0;316.0;503.0;129.0;317.0;111.0
284.0;-5.0;302.0;498.0;165.0;316.0;95.0
283.0;-23.0;295.0;488.0;198.0;311.0;91.0
280.0;-39.0;296.0;488.0;225.0;309.0;102.0
277.0;-52.0;294.0;489.0;250.0;312.0;120.0
374.0;19.0;339.0;519.0;371.0;376.0;138.0
187.0;168.0;537.0;378.0;257.0;491.0;385.0
295.0;-7.0;277.0;535.0;202.0;283.0;137.0
293.0;-27.0;270.0;539.0;223.0;276.0;124.0
295.0;-52.0;257.0;545.0;252.0;270.0;111.0
367.0;-23.0;199.0;544.0;201.0;270.0;78.0
372.0;-43.0;190.0;544.0;224.0;265.0;59.0
376.0;-62.0;175.0;547.0;244.0;257.0;35.0
386.0;-78.0;164.0;548.0;248.0;250.0;9.0
398.0;-82.0;156.0;546.0;235.0;246.0;-18.0
320.0;-94.0;233.0;555.0;291.0;255.0;74.0
338.0;-100.0;220.0;560.0;291.0;247.0;45.0
354.0;-98.0;207.0;563.0;282.0;239.0;18.0
382.0;-82.0;180.0;571.0;253.0;219.0;-20.0
401.0;-67.0;159.0;574.0;226.0;199.0;-54.0
408.0;-62.0;150.0;575.0;218.0;192.0;-72.0
422.0;-97.0;126.0;559.0;252.0;218.0;-81.0
418.0;-78.0;136.0;560.0;233.0;224.0;-64.0
416.0;-60.0;143.0;564.0;212.0;228.0;-48.0
-239.0;-188.0;332.0;511.0;43.0;416.0;-245.0
-234.0;-198.0;354.0;503.0;48.0;434.0;-247.0
-228.0;-205.0;376.0;493.0;51.0;447.0;-254.0
-224.0;-203.0;385.0;490.0;50.0;448.0;-262.0
407.0;-78.0;148.0;547.0;208.0;243.0;-36.0
414.0;-61.0;140.0;559.0;176.0;237.0;-44.0
413.0;-50.0;146.0;567.0;153.0;235.0;-45.0
401.0;-39.0;162.0;571.0;117.0;223.0;-34.0
401.0;-44.0;160.0;572.0;122.0;221.0;-30.0
-214.0;-196.0;393.0;488.0;44.0;451.0;-277.0
-198.0;-178.0;407.0;486.0;26.0;455.0;-315.0
-177.0;-170.0;426.0;477.0;46.0;454.0;-353.0
-169.0;-177.0;430.0;474.0;90.0;453.0;-368.0
-165.0;-182.0;436.0;468.0;125.0;452.0;-365.0
-162.0;-184.0;443.0;462.0;141.0;453.0;-350.0
-161.0;-185.0;446.0;458.0;143.0;455.0;-339.0
-147.0;-183.0;456.0;441.0;124.0;463.0;-312.0
350.0;-74.0;191.0;560.0;230.0;209.0;57.0
358.0;-66.0;184.0;562.0;214.0;205.0;39.0
369.0;-61.0;177.0;563.0;192.0;200.0;13.0
382.0;-57.0;168.0;565.0;170.0;195.0;-13.0
394.0;-50.0;160.0;566.0;148.0;189.0;-30.0
403.0;-40.0;151.0;569.0;127.0;182.0;-41.0
-140.0;-181.0;461.0;429.0;86.0;477.0;-304.0
-140.0;-190.0;462.0;419.0;72.0;486.0;-300.0
-97.0;-198.0;488.0;382.0;66.0;505.0;-348.0
-84.0;-204.0;494.0;376.0;72.0;514.0;-385.0
-69.0;-253.0;499.0;371.0;126.0;531.0;-455.0
-69.0;-281.0;500.0;371.0;167.0;534.0;-481.0
-73.0;-300.0;502.0;372.0;204.0;533.0;-503.0
-75.0;-308.0;504.0;374.0;229.0;530.0;-524.0
416.0;-35.0;151.0;547.0;104.0;224.0;-49.0
397.0;-22.0;165.0;545.0;105.0;233.0;-21.0
383.0;-7.0;178.0;542.0;94.0;241.0;8.0
-72.0;-242.0;448.0;449.0;122.0;470.0;-532.0
-72.0;-218.0;446.0;457.0;96.0;461.0;-507.0
-74.0;-193.0;438.0;465.0;68.0;449.0;-488.0
-84.0;-169.0;422.0;480.0;40.0;434.0;-477.0
-103.0;-151.0;406.0;494.0;20.0;415.0;-464.0
344.0;80.0;297.0;502.0;78.0;345.0;72.0
339.0;67.0;302.0;499.0;96.0;347.0;62.0
339.0;38.0;303.0;495.0;134.0;345.0;47.0
345.0;24.0;294.0;498.0;137.0;339.0;40.0
352.0;25.0;291.0;500.0;115.0;336.0;36.0
314.0;-35.0;256.0;547.0;205.0;276.0;100.0
323.0;-26.0;250.0;548.0;186.0;271.0;84.0
327.0;-20.0;243.0;549.0;166.0;266.0;69.0
331.0;-16.0;238.0;549.0;149.0;262.0;55.0
337.0;-12.0;232.0;549.0;139.0;258.0;40.0
351.0;-14.0;208.0;551.0;136.0;252.0;7.0
360.0;-21.0;199.0;555.0;142.0;251.0;-6.0
370.0;-36.0;191.0;553.0;151.0;253.0;-21.0
373.0;-53.0;184.0;542.0;160.0;256.0;-29.0
359.0;-55.0;208.0;533.0;207.0;269.0;-9.0
343.0;-41.0;218.0;530.0;213.0;276.0;19.0
323.0;-1.0;242.0;536.0;176.0;297.0;86.0
324.0;10.0;241.0;539.0;163.0;298.0;104.0
325.0;3.0;237.0;523.0;113.0;300.0;117.0
313.0;-1.0;258.0;509.0;151.0;313.0;114.0
301.0;10.0;272.0;506.0;157.0;324.0;131.0
288.0;28.0;287.0;502.0;150.0;334.0;153.0
353.0;52.0;275.0;512.0;43.0;323.0;49.0
386.0;-48.0;139.0;529.0;171.0;237.0;65.0
362.0;-78.0;161.0;520.0;223.0;246.0;51.0
202.0;-334.0;-202.0;-3.0;239.0;-161.0;-168.0
204.0;-334.0;-201.0;-2.0;240.0;-160.0;-165.0
203.0;-334.0;-201.0;-2.0;240.0;-159.0;-165.0
203.0;-334.0;-200.0;-1.0;240.0;-159.0;-164.0
208.0;-337.0;-198.0;0.0;245.0;-160.0;-167.0
209.0;-338.0;-198.0;0.0;247.0;-160.0;-167.0
350.0;-76.0;169.0;519.0;243.0;254.0;63.0
344.0;-68.0;177.0;522.0;252.0;261.0;73.0
341.0;-59.0;183.0;526.0;250.0;269.0;78.0
339.0;-46.0;188.0;529.0;240.0;274.0;83.0
400.0;-44.0;136.0;570.0;193.0;238.0;-47.0
410.0;-8.0;151.0;556.0;108.0;256.0;-71.0
393.0;-11.0;162.0;552.0;131.0;261.0;-54.0
376.0;-3.0;175.0;550.0;144.0;267.0;-36.0
367.0;8.0;184.0;553.0;143.0;272.0;-15.0
363.0;20.0;185.0;559.0;133.0;274.0;2.0
-160.0;64.0;333.0;515.0;30.0;171.0;-401.0
-157.0;61.0;328.0;517.0;23.0;164.0;-400.0
-154.0;60.0;324.0;519.0;27.0;161.0;-405.0
-95.0;113.0;353.0;518.0;-47.0;195.0;-518.0
-319.0;47.0;225.0;599.0;-70.0;258.0;-648.0
-158.0;45.0;320.0;522.0;31.0;158.0;-401.0
-159.0;52.0;318.0;522.0;30.0;158.0;-396.0
-161.0;54.0;318.0;519.0;28.0;164.0;-393.0
-168.0;48.0;321.0;511.0;22.0;187.0;-381.0
-169.0;45.0;322.0;506.0;17.0;200.0;-376.0
-435.0;157.0;147.0;626.0;-322.0;165.0;-258.0
-167.0;44.0;328.0;494.0;5.0;222.0;-373.0
350.0;17.0;213.0;576.0;153.0;254.0;6.0
250.0;51.0;346.0;479.0;99.0;371.0;165.0
258.0;56.0;344.0;478.0;76.0;370.0;149.0
264.0;70.0;334.0;482.0;47.0;369.0;147.0
341.0;-2.0;215.0;575.0;174.0;258.0;11.0
344.0;-9.0;219.0;572.0;184.0;260.0;21.0
348.0;-9.0;221.0;571.0;182.0;260.0;13.0
378.0;18.0;216.0;572.0;117.0;261.0;-43.0
385.0;25.0;215.0;571.0;95.0;260.0;-52.0
-208.0;-90.0;394.0;467.0;-53.0;434.0;-162.0
-190.0;-108.0;409.0;457.0;-32.0;445.0;-198.0
-176.0;-132.0;423.0;447.0;0.0;457.0;-229.0
-140.0;-194.0;461.0;416.0;78.0;487.0;-317.0
-118.0;-221.0;479.0;401.0;108.0;502.0;-368.0
-112.0;-233.0;487.0;395.0;121.0;510.0;-387.0
-76.0;-271.0;509.0;387.0;163.0;523.0;-440.0
-65.0;-274.0;514.0;388.0;163.0;524.0;-447.0
-53.0;-277.0;517.0;390.0;164.0;524.0;-448.0
-30.0;-272.0;528.0;380.0;159.0;527.0;-442.0
-22.0;-261.0;528.0;381.0;147.0;525.0;-443.0
-20.0;-243.0;529.0;382.0;127.0;522.0;-450.0
-26.0;-223.0;529.0;383.0;104.0;520.0;-453.0
-30.0;-212.0;530.0;383.0;88.0;518.0;-445.0
-34.0;-212.0;530.0;382.0;88.0;517.0;-433.0
-38.0;-220.0;529.0;381.0;103.0;515.0;-424.0
-43.0;-232.0;528.0;381.0;127.0;513.0;-418.0
-48.0;-245.0;527.0;383.0;153.0;511.0;-410.0
-61.0;-268.0;534.0;379.0;203.0;513.0;-362.0
-63.0;-270.0;534.0;376.0;202.0;517.0;-352.0
-62.0;-269.0;531.0;374.0;195.0;522.0;-343.0
-64.0;-267.0;529.0;373.0;187.0;525.0;-337.0
-66.0;-263.0;527.0;373.0;180.0;526.0;-333.0
-69.0;-255.0;524.0;368.0;167.0;528.0;-330.0
-64.0;-241.0;528.0;360.0;151.0;530.0;-334.0
-54.0;-230.0;535.0;350.0;133.0;531.0;-347.0
-43.0;-218.0;542.0;342.0;114.0;534.0;-369.0
-5.0;-248.0;571.0;312.0;139.0;553.0;-448.0
6.0;-265.0;582.0;299.0;165.0;561.0;-471.0
18.0;-281.0;592.0;287.0;185.0;568.0;-495.0
29.0;-295.0;602.0;275.0;199.0;573.0;-521.0
53.0;-316.0;620.0;254.0;216.0;583.0;-567.0
127.0;-367.0;658.0;244.0;263.0;607.0;-622.0
259.0;236.0;508.0;400.0;30.0;489.0;17.0
401.0;61.0;213.0;527.0;80.0;312.0;-149.0
379.0;50.0;235.0;511.0;115.0;320.0;-142.0
339.0;71.0;275.0;488.0;138.0;343.0;-110.0
311.0;90.0;311.0;468.0;120.0;364.0;-73.0
-156.0;26.0;346.0;474.0;6.0;253.0;-378.0
-140.0;9.0;358.0;459.0;15.0;269.0;-389.0
-120.0;-5.0;367.0;447.0;16.0;279.0;-406.0
-110.0;-10.0;372.0;442.0;23.0;283.0;-414.0
-102.0;-18.0;376.0;437.0;30.0;285.0;-419.0
-96.0;-28.0;381.0;433.0;35.0;288.0;-422.0
-92.0;-36.0;386.0;430.0;38.0;291.0;-425.0
-84.0;-47.0;395.0;427.0;56.0;297.0;-427.0
-76.0;-60.0;406.0;421.0;42.0;306.0;-425.0
-75.0;-68.0;410.0;417.0;35.0;312.0;-422.0
-73.0;-76.0;413.0;414.0;27.0;316.0;-421.0
-69.0;-85.0;415.0;411.0;13.0;319.0;-420.0
-65.0;-91.0;417.0;407.0;5.0;320.0;-422.0
-58.0;-123.0;422.0;400.0;31.0;319.0;-429.0
-56.0;-132.0;423.0;397.0;32.0;317.0;-433.0
-55.0;-133.0;423.0;394.0;39.0;314.0;-437.0
-56.0;-135.0;423.0;392.0;41.0;310.0;-441.0
-67.0;-136.0;426.0;378.0;47.0;292.0;-461.0
-68.0;-134.0;429.0;368.0;52.0;286.0;-468.0
-69.0;-129.0;432.0;356.0;52.0;280.0;-476.0
-71.0;-111.0;440.0;323.0;54.0;267.0;-490.0
-79.0;-103.0;446.0;303.0;54.0;262.0;-493.0
-88.0;-97.0;453.0;279.0;55.0;258.0;-492.0
-98.0;-91.0;460.0;253.0;57.0;255.0;-484.0
-103.0;-85.0;467.0;224.0;58.0;254.0;-474.0
-109.0;-63.0;483.0;157.0;66.0;251.0;-454.0
-105.0;-46.0;500.0;83.0;88.0;250.0;-434.0
-96.0;-40.0;507.0;45.0;111.0;251.0;-421.0
-78.0;-28.0;526.0;-26.0;130.0;248.0;-398.0
-66.0;-20.0;534.0;-53.0;134.0;244.0;-406.0
-37.0;-8.0;549.0;-98.0;141.0;239.0;-445.0
-25.0;-5.0;554.0;-117.0;145.0;237.0;-456.0
-18.0;-4.0;560.0;-128.0;148.0;232.0;-463.0
-3.0;3.0;569.0;-149.0;147.0;226.0;-467.0
2.0;6.0;572.0;-156.0;146.0;222.0;-464.0
10.0;8.0;575.0;-162.0;146.0;219.0;-462.0
550.0;-199.0;728.0;-292.0;465.0;576.0;-747.0
21.0;15.0;583.0;-169.0;148.0;207.0;-456.0
23.0;16.0;584.0;-169.0;149.0;204.0;-458.0
23.0;20.0;586.0;-169.0;147.0;201.0;-467.0
23.0;23.0;591.0;-166.0;145.0;196.0;-468.0
23.0;23.0;592.0;-164.0;145.0;196.0;-455.0
27.0;22.0;593.0;-163.0;145.0;197.0;-452.0
28.0;20.0;593.0;-161.0;146.0;198.0;-447.0
