NMHC(GT);CO(GT);NO2(GT);NOx(GT);PT08.S3(NOx);C6H6(GT);T;RH;AH;PT08.S4(NO2);PT08.S1(CO);PT08.S2(NMHC);PT08.S5(O3)
-200.0;1.7;99.0;284.0;719.0;7.6;6.0;78.5;0.7377;1218.0;1102.0;884.0;940.0
-200.0;1.0;69.0;126.0;973.0;3.1;6.4;76.3;0.7389;1059.0;965.0;659.0;739.0
-200.0;1.1;118.0;211.0;908.0;3.1;10.6;82.1;1.0451;1188.0;1041.0;659.0;792.0
134.0;1.4;65.0;112.0;988.0;6.0;10.8;70.5;0.9142;1500.0;1073.0;812.0;950.0
157.0;1.7;72.0;150.0;895.0;8.2;11.0;71.0;0.9279;1591.0;1081.0;906.0;1024.0
167.0;2.0;76.0;138.0;837.0;9.9;12.4;64.0;0.9206;1663.0;1159.0;976.0;1098.0
157.0;2.0;84.0;124.0;869.0;8.8;15.0;53.1;0.8993;1588.0;1112.0;931.0;1011.0
166.0;1.8;87.0;101.0;973.0;7.8;20.6;30.0;0.7213;1457.0;1032.0;892.0;756.0
94.0;1.5;88.0;90.0;1054.0;6.4;19.9;26.7;0.6137;1336.0;936.0;829.0;607.0
-200.0;2.2;144.0;343.0;913.0;7.6;5.6;42.0;0.3856;949.0;987.0;883.0;1013.0
-200.0;1.5;133.0;268.0;948.0;6.6;5.8;42.5;0.3937;937.0;952.0;838.0;976.0
-200.0;2.1;125.0;416.0;702.0;11.0;9.4;67.7;0.8018;1287.0;1136.0;1015.0;1063.0
-200.0;1.2;106.0;243.0;1030.0;5.2;9.3;43.1;0.5062;957.0;955.0;772.0;960.0
-200.0;-200.0;-200.0;-200.0;895.0;8.9;20.4;30.4;0.7193;1497.0;1098.0;934.0;883.0
-200.0;1.0;107.0;221.0;933.0;4.3;7.8;47.4;0.5046;948.0;909.0;728.0;905.0
-200.0;2.3;116.0;327.0;842.0;8.7;17.6;19.9;0.3952;1001.0;929.0;928.0;893.0
-200.0;1.7;111.0;324.0;873.0;8.4;18.1;20.8;0.4274;1016.0;934.0;914.0;834.0
-200.0;2.1;114.0;342.0;837.0;9.0;18.8;20.0;0.4278;1036.0;941.0;941.0;884.0
-200.0;1.8;114.0;306.0;849.0;8.1;18.1;21.3;0.4396;1011.0;920.0;903.0;853.0
-200.0;1.5;110.0;300.0;909.0;6.2;17.1;23.5;0.453;968.0;884.0;822.0;807.0
-200.0;1.5;111.0;304.0;886.0;6.2;16.2;26.2;0.4789;967.0;883.0;821.0;844.0
-200.0;2.6;124.0;285.0;1028.0;10.3;14.5;45.4;0.7458;1247.0;1006.0;987.0;964.0
-200.0;2.5;119.0;438.0;655.0;12.0;18.4;52.6;1.1064;1418.0;1171.0;1049.0;1338.0
-200.0;1.4;81.0;169.0;1031.0;5.1;13.8;80.4;1.2621;1302.0;1052.0;766.0;796.0
-200.0;1.4;87.0;149.0;1224.0;4.6;16.5;59.2;1.1021;1210.0;1022.0;744.0;847.0
-200.0;2.4;98.0;355.0;663.0;9.9;12.8;73.8;1.0853;1359.0;1214.0;972.0;1280.0
145.0;1.8;98.0;98.0;816.0;10.9;20.5;41.5;0.9864;1619.0;1211.0;1010.0;1246.0
55.0;-200.0;60.0;45.0;1045.0;3.8;16.9;49.8;0.9514;1430.0;948.0;700.0;939.0
-200.0;-200.0;42.0;35.0;1134.0;3.5;16.2;69.9;1.2756;1492.0;882.0;685.0;673.0
-200.0;2.5;110.0;398.0;727.0;11.1;13.7;76.3;1.1932;1418.0;1298.0;1017.0;1193.0
-200.0;2.1;110.0;439.0;729.0;9.2;12.8;80.8;1.1898;1349.0;1273.0;946.0;1217.0
-200.0;1.2;67.0;75.0;916.0;6.5;16.9;66.5;1.2688;1632.0;1012.0;833.0;862.0
-200.0;1.5;73.0;79.0;926.0;6.5;17.7;62.0;1.2458;1615.0;1049.0;836.0;901.0
-200.0;2.5;111.0;201.0;742.0;12.9;21.4;45.0;1.1291;1755.0;1222.0;1080.0;1366.0
-200.0;2.0;102.0;135.0;858.0;10.9;23.9;30.7;0.9002;1623.0;1060.0;1010.0;1074.0
-200.0;1.9;96.0;127.0;886.0;11.0;26.8;25.2;0.8721;1584.0;1048.0;1013.0;940.0
-200.0;1.7;99.0;320.0;820.0;7.6;12.3;81.9;1.1674;1295.0;1197.0;881.0;1173.0
-200.0;2.0;97.0;263.0;821.0;7.3;13.2;75.8;1.1459;1272.0;1189.0;870.0;1251.0
-200.0;-200.0;-200.0;-200.0;940.0;5.8;19.3;44.0;0.9783;1502.0;1040.0;804.0;780.0
-200.0;1.1;-200.0;-200.0;975.0;5.6;14.8;50.6;0.8489;1397.0;941.0;792.0;889.0
-200.0;-200.0;58.0;48.0;1043.0;4.4;14.6;51.4;0.8489;1324.0;867.0;734.0;808.0
-200.0;1.7;95.0;393.0;731.0;8.4;9.3;76.9;0.9007;1289.0;1118.0;915.0;1059.0
-200.0;0.6;49.0;41.0;1091.0;3.9;15.3;49.7;0.8552;1322.0;873.0;704.0;756.0
-200.0;1.0;65.0;53.0;1091.0;5.2;20.0;31.5;0.7262;1323.0;914.0;774.0;706.0
-200.0;2.9;143.0;181.0;771.0;13.4;22.2;34.4;0.9072;1680.0;1251.0;1097.0;1280.0
-200.0;-200.0;79.0;209.0;757.0;6.6;8.7;77.6;0.8753;1202.0;1090.0;841.0;989.0
-200.0;1.8;86.0;380.0;718.0;8.7;9.5;80.3;0.9532;1315.0;1108.0;927.0;1106.0
-200.0;3.1;168.0;427.0;683.0;14.5;13.6;34.0;0.5251;1283.0;1101.0;1134.0;1281.0
-200.0;0.9;90.0;84.0;1102.0;7.7;29.2;19.6;0.7817;1447.0;963.0;885.0;695.0
-200.0;1.1;95.0;89.0;1045.0;8.8;27.4;23.8;0.858;1506.0;990.0;930.0;739.0
-200.0;3.1;138.0;412.0;738.0;12.2;14.1;43.0;0.6883;1242.0;1064.0;1055.0;1063.0
-200.0;1.8;102.0;118.0;954.0;8.2;23.4;44.4;1.2646;1681.0;989.0;906.0;826.0
-200.0;3.1;140.0;386.0;784.0;10.5;14.4;39.2;0.6407;1201.0;1009.0;995.0;1016.0
-200.0;3.2;84.0;189.0;704.0;14.3;14.8;37.5;0.6259;1346.0;1024.0;1127.0;943.0
-200.0;1.9;132.0;152.0;887.0;11.8;31.3;24.1;1.0816;1744.0;922.0;1042.0;832.0
-200.0;2.5;115.0;185.0;829.0;14.9;34.4;20.4;1.0857;1842.0;1023.0;1147.0;983.0
-200.0;2.5;127.0;184.0;833.0;16.0;33.7;21.3;1.0988;1815.0;1039.0;1180.0;1047.0
-200.0;2.8;126.0;205.0;815.0;16.5;35.9;18.9;1.0999;1848.0;1054.0;1195.0;1078.0
-200.0;2.3;113.0;172.0;871.0;15.2;34.3;19.4;1.0279;1840.0;1022.0;1155.0;979.0
-200.0;2.2;75.0;297.0;621.0;15.5;18.8;62.5;1.3401;1667.0;1177.0;1166.0;1157.0
-200.0;2.7;108.0;429.0;614.0;12.7;18.2;74.0;1.5343;1652.0;1189.0;1075.0;1222.0
-200.0;1.6;78.0;169.0;734.0;7.5;17.7;78.8;1.5855;1495.0;1075.0;878.0;948.0
-200.0;1.4;79.0;175.0;758.0;7.9;19.8;63.7;1.4524;1468.0;1055.0;895.0;1043.0
-200.0;2.1;95.0;239.0;691.0;9.8;21.0;57.4;1.4098;1506.0;1076.0;972.0;1192.0
-200.0;1.5;84.0;83.0;917.0;8.7;25.4;40.1;1.2822;1654.0;984.0;929.0;817.0
-200.0;1.0;61.0;48.0;956.0;7.6;24.1;43.3;1.2839;1607.0;938.0;881.0;662.0
-200.0;0.7;42.0;27.0;1065.0;5.2;23.9;45.6;1.3328;1527.0;878.0;774.0;552.0
-200.0;1.0;66.0;48.0;967.0;5.9;22.0;52.8;1.3752;1598.0;919.0;807.0;775.0
-200.0;2.1;68.0;227.0;631.0;11.8;19.5;70.7;1.5851;1621.0;1165.0;1042.0;1133.0
-200.0;2.3;101.0;230.0;609.0;12.5;26.1;47.1;1.5724;1608.0;1211.0;1067.0;1270.0
-200.0;0.9;76.0;75.0;1001.0;5.4;19.5;59.4;1.3328;1607.0;872.0;782.0;874.0
-200.0;1.2;78.0;101.0;887.0;8.7;20.0;56.6;1.3095;1711.0;949.0;929.0;973.0
-200.0;1.0;55.0;185.0;770.0;6.5;19.8;69.2;1.5808;1435.0;982.0;834.0;911.0
-200.0;0.9;49.0;198.0;802.0;5.8;18.7;74.4;1.5861;1435.0;960.0;804.0;886.0
-200.0;0.6;65.0;41.0;1092.0;3.5;24.8;37.8;1.1639;1435.0;807.0;681.0;765.0
-200.0;-200.0;48.0;125.0;849.0;4.6;19.6;71.3;1.612;1392.0;930.0;741.0;843.0
-200.0;0.7;-200.0;-200.0;870.0;4.1;20.8;67.3;1.6353;1355.0;917.0;714.0;843.0
-200.0;0.6;74.0;68.0;1050.0;4.0;19.3;51.4;1.1364;1491.0;825.0;709.0;813.0
-200.0;1.0;69.0;92.0;923.0;7.0;19.8;50.4;1.1525;1608.0;912.0;858.0;894.0
-200.0;1.0;57.0;116.0;788.0;5.9;20.3;70.6;1.6659;1423.0;975.0;807.0;904.0
-200.0;-200.0;-200.0;-200.0;675.0;9.3;19.4;70.1;1.5626;1509.0;1118.0;951.0;1124.0
-200.0;-200.0;-200.0;-200.0;729.0;9.6;17.4;62.3;1.2282;1454.0;1063.0;964.0;1045.0
-200.0;2.3;81.0;301.0;668.0;9.3;24.5;58.8;1.7838;1622.0;1228.0;952.0;1110.0
-200.0;1.9;68.0;220.0;680.0;9.0;24.8;59.6;1.8351;1653.0;1229.0;941.0;1040.0
-200.0;1.2;58.0;143.0;814.0;5.1;24.3;61.6;1.8468;1489.0;1074.0;767.0;796.0
-200.0;1.0;51.0;103.0;807.0;5.6;24.1;59.0;1.7449;1494.0;1055.0;795.0;834.0
-200.0;1.1;74.0;64.0;1096.0;4.7;22.2;44.1;1.1654;1487.0;870.0;749.0;612.0
-200.0;1.2;72.0;59.0;1062.0;5.2;21.8;45.6;1.1763;1514.0;883.0;773.0;621.0
-200.0;1.2;79.0;68.0;1055.0;5.1;21.6;46.0;1.1742;1532.0;886.0;767.0;702.0
-200.0;1.1;51.0;150.0;765.0;6.3;22.2;65.2;1.7256;1521.0;1049.0;826.0;917.0
-200.0;1.3;56.0;187.0;705.0;7.7;21.3;68.2;1.7127;1574.0;1095.0;886.0;1001.0
-200.0;1.2;59.0;163.0;753.0;6.3;21.3;69.1;1.7275;1526.0;1082.0;825.0;930.0
-200.0;0.7;39.0;56.0;910.0;3.7;22.2;65.6;1.7355;1429.0;952.0;695.0;627.0
-200.0;-200.0;38.0;50.0;942.0;3.6;22.8;64.0;1.7507;1406.0;941.0;686.0;549.0
-200.0;1.1;-200.0;-200.0;845.0;4.9;23.5;61.3;1.7538;1440.0;991.0;759.0;658.0
-200.0;1.4;52.0;107.0;732.0;8.1;23.8;60.2;1.7515;1560.0;1096.0;903.0;857.0
-200.0;2.0;74.0;223.0;621.0;11.9;23.9;59.2;1.7327;1664.0;1203.0;1046.0;1103.0
-200.0;-200.0;-200.0;-200.0;841.0;4.6;19.3;68.4;1.513;1377.0;950.0;743.0;895.0
-200.0;-200.0;-200.0;-200.0;810.0;5.3;21.2;61.4;1.5258;1377.0;984.0;780.0;910.0
-200.0;-200.0;-200.0;-200.0;760.0;6.8;21.7;60.2;1.5442;1411.0;1036.0;850.0;1001.0
-200.0;2.7;95.0;234.0;823.0;10.3;23.1;27.0;0.7538;1327.0;992.0;987.0;781.0
-200.0;2.0;107.0;240.0;895.0;5.8;15.4;76.6;1.3334;1390.0;985.0;805.0;785.0
-200.0;2.9;109.0;293.0;736.0;10.5;15.6;75.7;1.3345;1552.0;1103.0;997.0;914.0
-200.0;1.7;99.0;169.0;778.0;8.5;23.6;50.0;1.4383;1509.0;1077.0;920.0;935.0
-200.0;2.3;119.0;210.0;746.0;13.0;32.2;25.1;1.189;1790.0;1091.0;1082.0;1221.0
-200.0;2.2;106.0;163.0;763.0;13.1;34.9;20.5;1.1279;1762.0;1053.0;1087.0;1023.0
-200.0;2.1;101.0;132.0;796.0;11.8;35.4;19.9;1.1222;1711.0;1023.0;1042.0;910.0
-200.0;1.2;58.0;56.0;976.0;5.0;31.9;30.3;1.4125;1561.0;959.0;763.0;549.0
-200.0;1.1;55.0;51.0;939.0;5.7;32.8;28.9;1.412;1576.0;975.0;798.0;570.0
-200.0;1.2;61.0;52.0;927.0;6.0;33.4;27.8;1.4119;1596.0;988.0;813.0;596.0
-200.0;1.3;65.0;59.0;942.0;6.1;35.3;23.7;1.3331;1565.0;971.0;818.0;585.0
-200.0;1.4;74.0;62.0;869.0;8.0;35.8;22.4;1.2915;1629.0;999.0;899.0;637.0
-200.0;1.6;89.0;85.0;889.0;7.8;35.3;20.8;1.1664;1602.0;989.0;889.0;664.0
-200.0;2.1;103.0;109.0;802.0;11.1;33.3;23.9;1.2085;1732.0;1075.0;1020.0;797.0
-200.0;1.9;121.0;228.0;766.0;8.8;24.7;46.4;1.4206;1506.0;1096.0;931.0;1019.0
-200.0;2.8;122.0;166.0;706.0;13.7;28.3;34.5;1.3084;1878.0;1172.0;1108.0;1058.0
-200.0;3.4;129.0;210.0;737.0;17.9;29.9;19.8;0.8211;1786.0;1083.0;1237.0;1077.0
-200.0;3.4;140.0;230.0;763.0;15.9;28.1;22.4;0.8394;1743.0;1062.0;1176.0;1121.0
-200.0;2.0;94.0;214.0;845.0;9.4;21.2;55.2;1.3699;1528.0;997.0;955.0;926.0
-200.0;2.9;117.0;302.0;725.0;13.8;21.3;54.8;1.3742;1641.0;1092.0;1110.0;1105.0
-200.0;3.3;124.0;365.0;659.0;17.7;23.8;46.1;1.3373;1745.0;1167.0;1231.0;1199.0
-200.0;2.3;110.0;315.0;772.0;12.0;23.7;45.4;1.315;1574.0;1064.0;1048.0;1059.0
-200.0;0.7;77.0;50.0;968.0;4.6;23.4;40.6;1.1571;1461.0;897.0;745.0;807.0
-200.0;0.7;-200.0;-200.0;932.0;4.7;21.8;46.6;1.1991;1494.0;900.0;750.0;817.0
-200.0;2.2;101.0;126.0;660.0;12.3;24.0;51.9;1.5252;1840.0;1217.0;1060.0;1227.0
-200.0;1.1;71.0;68.0;847.0;6.4;24.5;44.4;1.3476;1585.0;983.0;831.0;887.0
-200.0;1.1;71.0;65.0;816.0;7.2;22.6;51.0;1.3805;1639.0;1007.0;864.0;987.0
-200.0;0.8;-200.0;-200.0;846.0;6.1;22.2;52.7;1.3891;1613.0;957.0;816.0;903.0
-200.0;0.6;49.0;38.0;949.0;4.3;21.2;56.8;1.4094;1550.0;914.0;725.0;780.0
-200.0;0.6;43.0;31.0;971.0;3.8;20.3;59.6;1.3994;1528.0;886.0;702.0;767.0
-200.0;0.6;44.0;40.0;972.0;4.0;21.3;56.7;1.4178;1559.0;899.0;708.0;780.0
-200.0;0.6;42.0;36.0;968.0;4.2;23.0;54.6;1.5177;1573.0;942.0;723.0;698.0
-200.0;0.9;75.0;55.0;931.0;4.9;25.8;41.0;1.3461;1497.0;917.0;761.0;893.0
-200.0;0.7;60.0;43.0;965.0;4.1;23.3;48.4;1.3677;1510.0;881.0;718.0;837.0
-200.0;1.9;107.0;339.0;816.0;10.2;23.3;46.2;1.301;1524.0;1021.0;985.0;977.0
-200.0;-200.0;-200.0;-200.0;917.0;5.5;19.5;72.0;1.6118;1473.0;940.0;789.0;914.0
-200.0;0.7;66.0;65.0;931.0;4.6;21.8;52.3;1.3539;1540.0;913.0;743.0;884.0
-200.0;1.6;97.0;165.0;742.0;10.2;21.8;52.5;1.3529;1780.0;1077.0;985.0;1170.0
-200.0;-200.0;-200.0;-200.0;970.0;4.6;22.8;63.3;1.7355;1473.0;934.0;744.0;870.0
-200.0;-200.0;-200.0;-200.0;815.0;8.7;27.2;38.0;1.347;1443.0;1148.0;929.0;826.0
-200.0;2.4;151.0;345.0;866.0;15.4;34.3;17.7;0.9416;1499.0;1112.0;1161.0;1088.0
-200.0;2.5;144.0;429.0;867.0;15.7;32.8;18.9;0.9234;1523.0;1135.0;1170.0;1189.0
-200.0;2.3;127.0;161.0;694.0;13.0;22.7;47.7;1.2977;1792.0;1118.0;1082.0;1080.0
-200.0;1.5;95.0;91.0;776.0;9.6;22.2;49.5;1.3081;1661.0;1016.0;963.0;811.0
-200.0;1.0;70.0;57.0;845.0;6.7;21.6;51.9;1.3254;1539.0;940.0;845.0;704.0
-200.0;1.5;107.0;177.0;907.0;6.8;23.4;39.4;1.1172;1496.0;942.0;849.0;894.0
-200.0;1.6;102.0;172.0;891.0;7.4;25.7;33.0;1.0763;1525.0;957.0;875.0;871.0
-200.0;2.1;104.0;183.0;779.0;12.1;28.5;27.3;1.0479;1690.0;1024.0;1052.0;952.0
-200.0;1.4;89.0;108.0;840.0;8.8;23.6;33.8;0.9685;1522.0;927.0;930.0;1026.0
-200.0;1.1;69.0;72.0;925.0;6.7;23.0;33.8;0.9406;1448.0;868.0;846.0;836.0
-200.0;0.9;70.0;65.0;905.0;6.3;22.2;38.4;1.0126;1469.0;863.0;824.0;925.0
-200.0;1.6;93.0;93.0;765.0;9.4;23.6;39.2;1.1306;1581.0;977.0;956.0;1114.0
-200.0;1.2;77.0;71.0;816.0;8.3;22.2;43.0;1.1363;1552.0;949.0;910.0;1015.0
-200.0;1.2;-200.0;-200.0;863.0;6.7;21.2;45.8;1.1353;1489.0;912.0;842.0;1015.0
-200.0;0.9;76.0;56.0;919.0;4.6;21.3;45.9;1.1471;1415.0;863.0;746.0;961.0
-200.0;1.9;116.0;148.0;734.0;10.3;25.0;38.3;1.198;1633.0;1084.0;990.0;1284.0
-200.0;0.6;58.0;49.0;929.0;6.1;33.9;20.3;1.0522;1399.0;990.0;814.0;578.0
-200.0;0.8;73.0;68.0;874.0;7.4;31.6;22.9;1.0469;1464.0;1017.0;873.0;721.0
-200.0;1.2;99.0;102.0;825.0;9.0;29.7;24.8;1.016;1520.0;1067.0;938.0;912.0
-200.0;1.6;102.0;123.0;745.0;11.7;29.0;27.0;1.063;1635.0;1147.0;1040.0;1155.0
-200.0;1.2;101.0;106.0;728.0;11.0;27.9;30.4;1.1249;1628.0;1132.0;1014.0;1279.0
-200.0;1.4;-200.0;-200.0;828.0;7.9;31.5;21.5;0.9768;1374.0;948.0;893.0;768.0
-200.0;2.2;-200.0;-200.0;752.0;10.7;31.7;20.5;0.9428;1439.0;986.0;1005.0;907.0
-200.0;2.1;159.0;226.0;678.0;15.1;36.8;18.0;1.0945;1732.0;1195.0;1153.0;1370.0
-200.0;-200.0;159.0;176.0;709.0;14.3;39.1;16.0;1.11;1678.0;1173.0;1127.0;1194.0
-200.0;-200.0;131.0;120.0;777.0;10.8;39.2;16.4;1.1439;1534.0;1102.0;1007.0;880.0
-200.0;-200.0;123.0;96.0;799.0;10.1;40.5;14.9;1.111;1523.0;1076.0;982.0;748.0
-200.0;-200.0;129.0;115.0;777.0;10.9;41.4;13.8;1.0786;1523.0;1078.0;1012.0;868.0
-200.0;2.1;-200.0;-200.0;755.0;10.1;32.5;21.2;1.0173;1465.0;1008.0;980.0;825.0
-200.0;-200.0;89.0;92.0;733.0;10.0;28.3;36.8;1.3906;1683.0;1128.0;978.0;1193.0
-200.0;-200.0;86.0;67.0;865.0;7.5;40.1;15.2;1.1065;1421.0;1018.0;880.0;613.0
-200.0;-200.0;107.0;98.0;778.0;10.3;42.0;14.2;1.1517;1537.0;1109.0;989.0;819.0
-200.0;-200.0;106.0;97.0;767.0;10.2;42.7;14.4;1.2092;1532.0;1105.0;984.0;868.0
-200.0;-200.0;99.0;87.0;733.0;11.5;41.6;14.5;1.1483;1576.0;1128.0;1032.0;876.0
-200.0;1.7;89.0;214.0;787.0;8.0;31.6;25.5;1.1638;1412.0;991.0;898.0;806.0
-200.0;2.2;74.0;170.0;705.0;10.4;31.0;29.1;1.2885;1539.0;1104.0;993.0;1081.0
-200.0;2.1;64.0;145.0;703.0;10.2;27.3;38.3;1.3669;1546.0;1081.0;983.0;1079.0
-200.0;2.5;72.0;231.0;628.0;13.9;23.7;46.2;1.3376;1719.0;1228.0;1113.0;1324.0
-200.0;0.6;-200.0;-200.0;876.0;4.4;22.4;47.2;1.2593;1308.0;881.0;735.0;783.0
-200.0;1.2;-200.0;-200.0;889.0;4.8;25.0;37.3;1.1614;1310.0;932.0;752.0;687.0
-200.0;1.3;-200.0;-200.0;835.0;5.8;25.4;35.2;1.1255;1365.0;949.0;804.0;740.0
-200.0;-200.0;143.0;144.0;687.0;15.5;32.3;20.7;0.9875;1713.0;1074.0;1166.0;1013.0
-200.0;-200.0;131.0;144.0;710.0;13.6;29.6;26.1;1.0682;1682.0;1086.0;1105.0;1109.0
-200.0;-200.0;102.0;84.0;780.0;9.6;28.6;27.2;1.048;1532.0;960.0;964.0;913.0
-200.0;-200.0;94.0;74.0;783.0;9.5;27.6;27.4;0.9926;1528.0;974.0;958.0;908.0
