InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit R-SHOE Compass;Accelerometer RKN^ accY;Accelerometer BACK accZ
-418.0;-234.0;100;322.0;-20;995.0;-450.0
-439.0;-176.0;100;360.0;-20;1036.0;-546.0
-533.0;330.0;63;650.0;-4;997.0;-483.0
-592.0;248.0;55;602.0;-10;988.0;-378.0
-481.0;155.0;92;522.0;-5;931.0;-451.0
-478.0;124.0;92;505.0;-5;937.0;-499.0
-477.0;120.0;92;502.0;-6;950.0;-487.0
-476.0;114.0;92;500.0;-6;952.0;-479.0
-476.0;110.0;92;496.0;-6;962.0;-462.0
-476.0;108.0;91;496.0;-6;942.0;-423.0
-477.0;107.0;91;495.0;-6;934.0;-421.0
-477.0;107.0;91;495.0;-6;951.0;-416.0
-476.0;103.0;91;494.0;-6;943.0;-423.0
-476.0;104.0;91;493.0;-6;966.0;-416.0
-476.0;103.0;91;493.0;-6;956.0;-438.0
-477.0;103.0;91;492.0;-6;939.0;-439.0
-477.0;104.0;91;493.0;-6;941.0;-411.0
-478.0;105.0;91;492.0;-6;950.0;-411.0
-478.0;105.0;91;492.0;-6;933.0;-424.0
-478.0;104.0;91;493.0;-6;942.0;-430.0
-478.0;104.0;91;492.0;-6;940.0;-419.0
-477.0;104.0;91;492.0;-6;936.0;-417.0
-477.0;105.0;91;492.0;-6;951.0;-432.0
-478.0;108.0;91;493.0;-6;952.0;-413.0
-478.0;109.0;91;493.0;-6;951.0;-419.0
-475.0;108.0;91;492.0;-6;961.0;-410.0
-475.0;106.0;91;492.0;-6;954.0;-429.0
-475.0;107.0;91;492.0;-6;942.0;-408.0
-475.0;108.0;91;492.0;-6;942.0;-405.0
-473.0;102.0;91;490.0;-6;946.0;-420.0
-473.0;104.0;91;491.0;-6;950.0;-430.0
-473.0;98.0;91;490.0;-6;920.0;-413.0
-470.0;93.0;91;488.0;-6;956.0;-411.0
-469.0;88.0;91;487.0;-6;970.0;-404.0
-467.0;85.0;91;486.0;-6;964.0;-422.0
-463.0;72.0;91;481.0;-6;929.0;-408.0
-463.0;70.0;91;481.0;-6;912.0;-401.0
-464.0;73.0;91;481.0;-6;952.0;-412.0
-458.0;66.0;91;484.0;-6;907.0;-316.0
-510.0;138.0;37;638.0;-13;1011.0;-417.0
-428.0;62.0;91;497.0;-6;981.0;-476.0
-455.0;-292.0;-122;343.0;102;993.0;-354.0
-363.0;20.0;148;570.0;-11;923.0;-534.0
-362.0;23.0;149;561.0;-12;796.0;-462.0
-197.0;-209.0;153;495.0;-13;955.0;-712.0
-182.0;-149.0;157;502.0;-15;1017.0;-706.0
-199.0;41.0;159;465.0;-5;923.0;-430.0
-219.0;43.0;159;479.0;-5;1022.0;-493.0
-230.0;36.0;160;489.0;-5;800.0;-460.0
-131.0;-26.0;42;459.0;9;860.0;-403.0
-119.0;4.0;17;438.0;8;979.0;-418.0
532.0;-102.0;23;-633.0;0;1012.0;-521.0
36.0;-685.0;112;71.0;-4;1107.0;-407.0
-84.0;-456.0;3;243.0;-9;1071.0;-499.0
-108.0;-557.0;-2;427.0;-1;855.0;-376.0
-156.0;-515.0;52;326.0;-46;1294.0;-464.0
-85.0;-225.0;160;420.0;-6;1054.0;-391.0
-153.0;-295.0;-2;446.0;-2;697.0;-641.0
142.0;-593.0;89;50.0;-16;749.0;-468.0
-433.0;-229.0;-107;482.0;-18;832.0;-532.0
-76.0;-529.0;-103;226.0;-24;-108.0;-972.0
-276.0;-209.0;76;295.0;-4;948.0;-828.0
-260.0;-232.0;77;321.0;-3;951.0;-636.0
-253.0;-232.0;77;327.0;-3;874.0;-605.0
-219.0;-221.0;72;379.0;-8;839.0;-1093.0
-263.0;-116.0;73;338.0;6;751.0;-872.0
-279.0;-89.0;76;361.0;4;1062.0;-538.0
-283.0;-80.0;86;370.0;1;955.0;-575.0
-292.0;-80.0;91;376.0;-1;977.0;-660.0
-246.0;268.0;74;222.0;-7;1049.0;-410.0
-566.0;281.0;64;703.0;-24;1220.0;-472.0
-140.0;43.0;165;425.0;-1;1150.0;-579.0
-268.0;-122.0;150;512.0;-13;1216.0;-409.0
-489.0;260.0;41;656.0;-12;1009.0;-606.0
-563.0;-160.0;76;669.0;-16;732.0;-570.0
-159.0;-526.0;70;247.0;-24;999.0;-622.0
-549.0;395.0;-178;664.0;-4;1028.0;-552.0
-130.0;-80.0;95;471.0;10;826.0;-344.0
-564.0;-28.0;122;657.0;-14;844.0;-501.0
-593.0;63.0;-1;671.0;-7;1029.0;-511.0
-488.0;77.0;48;631.0;-7;1030.0;-552.0
-420.0;-131.0;4;534.0;-30;1577.0;-710.0
-96.0;-567.0;24;184.0;-77;1000.0;-847.0
-61.0;-591.0;54;226.0;-47;1297.0;-555.0
-214.0;-490.0;-32;141.0;-155;1020.0;-1018.0
-85.0;-710.0;-26;-19.0;-87;947.0;-530.0
-663.0;172.0;81;593.0;19;314.0;-661.0
-534.0;307.0;120;828.0;0;951.0;-991.0
-21.0;-633.0;-23;-101.0;-165;982.0;-684.0
-162.0;-607.0;1;201.0;-31;1038.0;-600.0
-183.0;-543.0;1;297.0;-30;1040.0;-709.0
-491.0;-92.0;-15;597.0;0;983.0;-819.0
-277.0;-666.0;2;309.0;-75;949.0;-795.0
-235.0;-581.0;2;360.0;-32;909.0;-721.0
77.0;-631.0;85;-22.0;-14;408.0;-733.0
-371.0;-394.0;97;444.0;-8;932.0;-531.0
-313.0;-356.0;1;462.0;-31;1029.0;-723.0
-311.0;-357.0;1;463.0;-31;1048.0;-715.0
-309.0;-360.0;1;468.0;-31;1038.0;-713.0
-310.0;-357.0;1;470.0;-31;1018.0;-729.0
-311.0;-354.0;1;474.0;-31;1031.0;-711.0
-314.0;-348.0;1;478.0;-31;1032.0;-695.0
-318.0;-343.0;1;480.0;-31;1055.0;-690.0
-496.0;76.0;41;632.0;-11;925.0;-653.0
-557.0;4.0;-2;666.0;-8;1048.0;-504.0
-539.0;-205.0;133;637.0;-13;548.0;-482.0
-319.0;-342.0;1;481.0;-31;1047.0;-703.0
-579.0;255.0;142;736.0;1;1010.0;-860.0
-441.0;213.0;43;626.0;-8;1043.0;-897.0
-317.0;-344.0;1;480.0;-31;1042.0;-708.0
-317.0;-341.0;1;479.0;-31;1054.0;-693.0
-509.0;-48.0;49;674.0;-14;966.0;-948.0
-531.0;406.0;35;637.0;-6;709.0;-795.0
-315.0;-342.0;1;478.0;-31;1031.0;-706.0
-310.0;-348.0;1;468.0;-31;1030.0;-720.0
-266.0;-424.0;1;421.0;-32;1012.0;-728.0
-557.0;45.0;21;735.0;-16;936.0;-833.0
-490.0;203.0;142;630.0;5;1155.0;-820.0
415.0;-118.0;107;-620.0;-22;1702.0;-564.0
-460.0;33.0;62;648.0;-20;933.0;-558.0
-569.0;13.0;95;721.0;-9;958.0;-489.0
-577.0;248.0;147;640.0;5;1116.0;-507.0
-537.0;428.0;71;701.0;-2;1039.0;-809.0
-394.0;-527.0;-13;432.0;-82;896.0;-757.0
-610.0;57.0;42;665.0;-15;2023.0;-455.0
-707.0;70.0;83;725.0;19;324.0;-790.0
-579.0;9.0;6;727.0;6;1058.0;-652.0
-449.0;-10.0;81;632.0;-26;1106.0;-622.0
-556.0;-80.0;100;612.0;-28;1093.0;-335.0
-562.0;503.0;33;666.0;-13;1184.0;-594.0
-467.0;-161.0;-15;590.0;-3;1023.0;-550.0
-316.0;21.0;112;662.0;-16;925.0;-720.0
-368.0;78.0;121;703.0;-7;933.0;-859.0
-449.0;-23.0;35;596.0;-15;1094.0;-356.0
-499.0;-142.0;140;607.0;-25;784.0;-349.0
-642.0;144.0;-1;691.0;-6;907.0;-441.0
-43.0;-727.0;-27;88.0;-157;963.0;-847.0
-453.0;-17.0;43;641.0;-61;1031.0;-751.0
-361.0;-236.0;51;522.0;-8;1040.0;-441.0
-411.0;-357.0;52;632.0;-15;967.0;-799.0
-419.0;-287.0;-103;597.0;4;1004.0;-727.0
-487.0;-175.0;21;710.0;-21;926.0;-771.0
-89.0;-599.0;27;279.0;-60;1032.0;-400.0
-476.0;8.0;-121;592.0;25;868.0;-589.0
-499.0;-42.0;-121;738.0;174;993.0;-429.0
-257.0;-482.0;37;432.0;-70;1039.0;-409.0
-501.0;-113.0;-122;430.0;99;1020.0;-413.0
-462.0;-164.0;-15;595.0;-3;1166.0;-460.0
-403.0;-187.0;30;551.0;-63;1002.0;-446.0
-421.0;-303.0;-20;620.0;-16;980.0;-472.0
-295.0;-450.0;-126;509.0;-30;965.0;-564.0
-191.0;-527.0;52;380.0;-46;1018.0;-569.0
-512.0;112.0;52;595.0;-7;993.0;-612.0
-444.0;-223.0;-31;488.0;-23;858.0;-418.0
-439.0;-325.0;129;409.0;105;908.0;-430.0
567.0;535.0;61;-708.0;-9;1023.0;-558.0
-513.0;174.0;67;653.0;-17;978.0;-679.0
-582.0;313.0;88;722.0;-6;1021.0;-578.0
-392.0;-320.0;35;579.0;-18;997.0;-903.0
-618.0;199.0;91;728.0;-8;935.0;-715.0
-373.0;-301.0;47;490.0;-34;1104.0;-688.0
-490.0;-48.0;112;542.0;3;1168.0;-805.0
-511.0;-85.0;101;759.0;-4;996.0;-585.0
-484.0;-214.0;97;647.0;-8;990.0;-526.0
-488.0;-55.0;111;531.0;3;1001.0;-778.0
-358.0;-291.0;47;459.0;-35;676.0;-601.0
-518.0;-145.0;80;644.0;-20;754.0;-866.0
-562.0;263.0;175;610.0;-10;955.0;-509.0
-617.0;67.0;121;699.0;-22;1011.0;-940.0
-589.0;-15.0;82;668.0;-17;1421.0;-386.0
-363.0;-229.0;-10;507.0;-42;1283.0;-493.0
-380.0;-210.0;44;557.0;-3;1050.0;-492.0
-395.0;-185.0;143;576.0;0;933.0;-478.0
-400.0;-175.0;169;579.0;-3;933.0;-544.0
-404.0;-164.0;162;581.0;-4;1068.0;-643.0
-193.0;-396.0;52;412.0;-21;1040.0;-520.0
-420.0;-33.0;67;602.0;-13;1019.0;-463.0
-132.0;-651.0;-59;134.0;-143;1008.0;-460.0
-300.0;-697.0;-7;220.0;-97;884.0;-872.0
-151.0;-505.0;24;254.0;-72;953.0;-860.0
-180.0;-679.0;9;131.0;-88;1540.0;-789.0
113.0;-610.0;63;-11.0;-6;1919.0;-635.0
-301.0;-447.0;-21;438.0;-42;1037.0;-468.0
-442.0;-497.0;-13;453.0;-86;1079.0;-808.0
-427.0;-496.0;-14;454.0;-83;891.0;-817.0
-543.0;39.0;-122;494.0;109;1020.0;-647.0
-563.0;-35.0;-10;664.0;2;923.0;-704.0
95.0;-619.0;70;14.0;-10;1419.0;-556.0
135.0;-619.0;93;-11.0;-26;1146.0;-765.0
-592.0;593.0;42;699.0;-6;1039.0;-313.0
-407.0;135.0;157;544.0;-3;1405.0;-773.0
-460.0;69.0;91;483.0;-6;1029.0;-378.0
-464.0;77.0;91;483.0;-6;1007.0;-399.0
-474.0;102.0;91;490.0;-6;938.0;-399.0
-589.0;258.0;54;567.0;-11;1021.0;-286.0
-475.0;106.0;91;492.0;-6;959.0;-394.0
-476.0;107.0;91;492.0;-6;947.0;-398.0
-477.0;107.0;91;493.0;-6;942.0;-406.0
-477.0;109.0;91;493.0;-6;939.0;-390.0
-477.0;109.0;91;493.0;-6;955.0;-402.0
-478.0;110.0;91;493.0;-6;948.0;-409.0
-478.0;109.0;91;494.0;-6;940.0;-394.0
-478.0;109.0;91;493.0;-6;942.0;-395.0
-478.0;107.0;91;493.0;-6;952.0;-400.0
-478.0;108.0;91;492.0;-6;949.0;-408.0
-477.0;104.0;91;492.0;-6;918.0;-390.0
-477.0;105.0;91;491.0;-6;954.0;-398.0
-650.0;241.0;81;688.0;18;320.0;-719.0
-478.0;105.0;91;492.0;-6;934.0;-391.0
-476.0;106.0;91;496.0;-6;942.0;-391.0
-374.0;125.0;80;561.0;2;1109.0;-702.0
-637.0;519.0;74;690.0;-7;1021.0;-451.0
-482.0;304.0;34;601.0;-25;1040.0;-712.0
-568.0;456.0;61;675.0;-8;1029.0;-588.0
387.0;-325.0;150;-294.0;-16;1011.0;-526.0
-517.0;75.0;-155;659.0;-32;1011.0;-679.0
-491.0;210.0;-138;571.0;17;1256.0;-486.0
-516.0;26.0;100;463.0;-20;997.0;-400.0
-395.0;-305.0;100;278.0;-20;1002.0;-373.0
-358.0;-407.0;100;253.0;-20;1019.0;-469.0
-505.0;161.0;136;476.0;43;1008.0;-697.0
-362.0;-316.0;-94;262.0;-178;247.0;-389.0
381.0;-545.0;-90;-431.0;-81;885.0;-838.0
-464.0;29.0;-146;428.0;-156;1054.0;-647.0
-429.0;-80.0;-162;391.0;-163;1058.0;-628.0
-388.0;-221.0;-169;424.0;-156;1037.0;-605.0
-318.0;-398.0;160;320.0;-162;955.0;-668.0
-458.0;-134.0;134;447.0;69;974.0;-831.0
160.0;-557.0;-15;-327.0;-84;1003.0;-593.0
-338.0;-553.0;-143;323.0;-49;947.0;-494.0
-245.0;-547.0;-53;139.0;-151;982.0;-528.0
-513.0;399.0;-15;660.0;-14;1648.0;-490.0
-524.0;420.0;-13;660.0;-13;628.0;-471.0
-472.0;-108.0;130;474.0;108;1010.0;-780.0
-482.0;-82.0;125;500.0;113;1041.0;-736.0
-544.0;-28.0;-7;612.0;-12;1065.0;-620.0
-604.0;38.0;122;664.0;-25;1087.0;-396.0
-622.0;516.0;74;692.0;-7;970.0;-549.0
-614.0;443.0;73;660.0;-1;1009.0;-450.0
234.0;-304.0;66;154.0;-24;1684.0;-271.0
-737.0;670.0;78;888.0;19;295.0;-609.0
-552.0;-28.0;52;637.0;-119;962.0;-471.0
-309.0;46.0;143;394.0;3;1262.0;-979.0
-218.0;-543.0;-86;114.0;83;742.0;-546.0
-79.0;-663.0;-7;114.0;-102;1031.0;-593.0
-635.0;212.0;82;581.0;18;315.0;-769.0
-261.0;-453.0;-86;143.0;-169;634.0;-504.0
-324.0;-234.0;-107;376.0;-18;600.0;-551.0
-469.0;-18.0;-121;534.0;27;970.0;-438.0
-410.0;-103.0;-98;378.0;2;1193.0;-660.0
-465.0;-297.0;-160;566.0;25;975.0;-431.0
-302.0;-352.0;37;442.0;-43;1349.0;-731.0
-553.0;-277.0;86;519.0;18;292.0;-651.0
-522.0;-11.0;49;659.0;-14;972.0;-938.0
-401.0;-112.0;69;569.0;-12;1009.0;-899.0
-606.0;112.0;-1;700.0;-7;1021.0;-527.0
-288.0;-533.0;-12;402.0;-82;911.0;-598.0
639.0;462.0;137;-682.0;-4;957.0;-406.0
-501.0;-10.0;100;451.0;-20;1021.0;-363.0
-308.0;-415.0;135;285.0;2;1064.0;-764.0
-254.0;67.0;93;491.0;-127;1006.0;-348.0
-506.0;87.0;39;635.0;-12;1024.0;-618.0
