Accelerometer RKN_ accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit RUA gyroX;Accelerometer HIP accX;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE Nav_Ax;Accelerometer BACK accX;InertialMeasurementUnit BACK accY;InertialMeasurementUnit L-SHOE Body_Az;Accelerometer LH accZ;Accelerometer RWR accZ;Accelerometer BACK accY
60.0;-888.0;-40.0;-43.0;582.0;4;323.0;-315.0;724;-23.0;988.0;730.0
178.0;-962.0;143.0;-138.0;537.0;-53;19.0;-28.0;815;108.0;580.0;866.0
103.0;-711.0;-89.0;-103.0;528.0;1;504.0;-489.0;719;-101.0;892.0;549.0
61.0;-924.0;30.0;-67.0;666.0;-3;403.0;-369.0;724;29.0;794.0;677.0
46.0;-976.0;-112.0;-25.0;687.0;1;112.0;-181.0;723;-41.0;804.0;902.0
91.0;-939.0;0.0;-72.0;492.0;1;252.0;-206.0;723;411.0;785.0;785.0
-1.0;-935.0;-6.0;-89.0;499.0;-2;230.0;-184.0;723;363.0;758.0;782.0
57.0;-947.0;-217.0;-66.0;583.0;-1;173.0;-187.0;725;405.0;890.0;810.0
-37.0;-939.0;0.0;-87.0;506.0;1;211.0;-172.0;719;352.0;723.0;769.0
-16.0;-946.0;128.0;-71.0;512.0;-8;220.0;-156.0;731;366.0;738.0;772.0
124.0;-971.0;344.0;-20.0;487.0;4;158.0;-131.0;725;650.0;586.0;819.0
222.0;-982.0;447.0;46.0;696.0;5;191.0;-145.0;732;-123.0;466.0;914.0
156.0;-972.0;-255.0;36.0;723.0;4;194.0;-180.0;718;84.0;610.0;933.0
-10.0;-986.0;-258.0;12.0;974.0;-3;183.0;-183.0;727;-99.0;708.0;905.0
36.0;-929.0;58.0;-14.0;304.0;-14;353.0;-278.0;721;-107.0;523.0;799.0
124.0;-978.0;52.0;-180.0;503.0;9;96.0;-105.0;895;103.0;529.0;867.0
-359.0;-902.0;-14.0;-22.0;685.0;-8;137.0;-105.0;646;-24.0;819.0;617.0
92.0;-882.0;-409.0;-166.0;373.0;-23;274.0;-193.0;730;684.0;759.0;623.0
98.0;-955.0;-167.0;-170.0;516.0;-48;69.0;-28.0;917;77.0;571.0;828.0
62.0;-964.0;101.0;-187.0;471.0;-2;36.0;-33.0;939;39.0;553.0;847.0
12.0;-883.0;-223.0;-185.0;439.0;-663;6.0;-267.0;884;182.0;500.0;755.0
190.0;-1100.0;-75.0;-38.0;375.0;681;87.0;-224.0;1084;80.0;460.0;826.0
242.0;-958.0;-89.0;-193.0;479.0;-318;63.0;-82.0;440;45.0;521.0;667.0
91.0;-970.0;74.0;-38.0;300.0;2;185.0;-169.0;789;133.0;816.0;826.0
136.0;-968.0;171.0;-33.0;307.0;-10;230.0;-169.0;742;122.0;835.0;850.0
393.0;-930.0;-61.0;-156.0;375.0;-11;189.0;-163.0;722;73.0;549.0;867.0
223.0;-1001.0;68.0;40.0;343.0;29;163.0;-71.0;780;223.0;973.0;796.0
642.0;-916.0;-593.0;-49.0;685.0;-36;216.0;-247.0;729;165.0;570.0;787.0
289.0;-949.0;-7.0;-56.0;487.0;-27;171.0;-184.0;725;29.0;560.0;893.0
269.0;-969.0;45.0;-2.0;310.0;-5;184.0;-148.0;730;61.0;835.0;860.0
-607.0;-891.0;240.0;-46.0;268.0;-5;325.0;-350.0;710;15.0;868.0;790.0
-272.0;-968.0;55.0;-6.0;315.0;-7;203.0;-158.0;736;59.0;861.0;846.0
17.0;-983.0;346.0;-16.0;287.0;-14;183.0;-141.0;727;105.0;799.0;819.0
12.0;-948.0;169.0;3.0;96.0;1;113.0;-144.0;742;289.0;557.0;813.0
52.0;-945.0;-103.0;-146.0;502.0;78;59.0;-46.0;891;16.0;512.0;809.0
-345.0;-773.0;705.0;159.0;364.0;-1607;225.0;-26.0;-1514;217.0;637.0;1124.0
281.0;-921.0;130.0;-179.0;382.0;-569;-159.0;-201.0;906;121.0;425.0;797.0
37.0;-961.0;-16.0;54.0;430.0;-20;368.0;-223.0;716;96.0;878.0;715.0
-101.0;-952.0;-226.0;-335.0;411.0;-44;171.0;-345.0;862;154.0;466.0;785.0
-354.0;-918.0;-46.0;-99.0;586.0;-8;57.0;-51.0;647;-38.0;828.0;604.0
-369.0;-911.0;64.0;-48.0;597.0;1;60.0;-68.0;640;-268.0;804.0;656.0
-646.0;-999.0;50.0;-61.0;568.0;-37;13.0;-72.0;959;9.0;541.0;773.0
-382.0;-906.0;28.0;-21.0;673.0;-4;109.0;-102.0;648;-23.0;814.0;620.0
-403.0;-910.0;5.0;-22.0;678.0;-3;116.0;-135.0;639;80.0;825.0;595.0
-382.0;-906.0;155.0;-33.0;679.0;0;199.0;-136.0;645;154.0;788.0;632.0
205.0;-968.0;46.0;-75.0;303.0;46;253.0;-120.0;743;63.0;659.0;675.0
-360.0;-945.0;375.0;-10.0;811.0;2;41.0;-48.0;655;-368.0;615.0;753.0
-382.0;-943.0;-12.0;-38.0;851.0;3;-75.0;41.0;641;-159.0;732.0;724.0
-14.0;-975.0;-185.0;-16.0;898.0;2;234.0;-195.0;733;94.0;921.0;885.0
-18.0;-970.0;127.0;3.0;451.0;-3;269.0;-195.0;717;50.0;865.0;867.0
-59.0;-952.0;110.0;-29.0;488.0;0;237.0;-200.0;720;15.0;947.0;876.0
-154.0;-943.0;47.0;23.0;347.0;63;174.0;-183.0;717;42.0;668.0;836.0
-35.0;-770.0;-633.0;-221.0;533.0;805;295.0;-316.0;715;150.0;581.0;629.0
138.0;-867.0;0.0;-10.0;372.0;-1;405.0;-342.0;727;39.0;703.0;658.0
170.0;-762.0;-456.0;7.0;249.0;-8;577.0;-494.0;723;-61.0;654.0;559.0
208.0;-881.0;83.0;-37.0;363.0;35;518.0;-349.0;721;-63.0;785.0;636.0
183.0;-998.0;387.0;22.0;494.0;-4;197.0;-132.0;726;-262.0;832.0;931.0
16.0;-951.0;-1939.0;-28.0;426.0;3;381.0;-235.0;732;52.0;643.0;768.0
-206.0;-855.0;-877.0;-198.0;502.0;-2;-12.0;-194.0;727;416.0;671.0;636.0
52.0;-993.0;-30.0;-31.0;462.0;4;170.0;-144.0;727;103.0;557.0;889.0
50.0;-992.0;51.0;-9.0;446.0;6;160.0;-134.0;725;60.0;503.0;885.0
81.0;-984.0;58.0;-19.0;453.0;7;165.0;-128.0;726;42.0;549.0;920.0
83.0;-996.0;94.0;-10.0;476.0;4;154.0;-130.0;727;-40.0;591.0;898.0
111.0;-989.0;239.0;-11.0;494.0;6;172.0;-47.0;735;-1.0;637.0;874.0
241.0;-1277.0;290.0;-138.0;390.0;-50;211.0;-154.0;729;-48.0;553.0;757.0
111.0;-984.0;63.0;-4.0;503.0;-1;138.0;-131.0;733;130.0;540.0;968.0
136.0;-977.0;-64.0;-60.0;496.0;1;151.0;-122.0;730;22.0;566.0;903.0
130.0;-988.0;17.0;-27.0;495.0;-2;169.0;-122.0;729;79.0;539.0;902.0
120.0;-998.0;102.0;-67.0;604.0;-4;130.0;-139.0;734;44.0;540.0;895.0
129.0;-865.0;44.0;-34.0;315.0;4;393.0;-302.0;721;19.0;682.0;671.0
191.0;-843.0;-432.0;-2.0;359.0;18;532.0;-390.0;732;-65.0;846.0;639.0
97.0;-989.0;-198.0;-28.0;384.0;2;118.0;-140.0;731;111.0;638.0;919.0
215.0;-978.0;-122.0;14.0;327.0;103;112.0;-110.0;786;69.0;764.0;806.0
24.0;-980.0;1235.0;-62.0;888.0;4;74.0;-61.0;709;45.0;919.0;846.0
141.0;-982.0;-184.0;-41.0;564.0;2;198.0;-142.0;727;86.0;621.0;879.0
30.0;-945.0;-562.0;91.0;416.0;7;309.0;-295.0;720;13.0;735.0;917.0
117.0;-980.0;-190.0;-59.0;514.0;0;183.0;-135.0;735;18.0;566.0;858.0
123.0;-973.0;-139.0;-49.0;490.0;2;143.0;-124.0;731;63.0;542.0;895.0
128.0;-1000.0;-218.0;-35.0;449.0;3;234.0;-119.0;731;-47.0;529.0;880.0
211.0;-985.0;153.0;-29.0;496.0;85;149.0;-165.0;787;43.0;573.0;934.0
124.0;-996.0;160.0;-37.0;513.0;-5;200.0;-124.0;736;92.0;618.0;905.0
49.0;-948.0;10.0;37.0;720.0;-3;206.0;-249.0;725;20.0;732.0;855.0
155.0;-978.0;131.0;-61.0;459.0;4;166.0;-141.0;727;38.0;592.0;873.0
133.0;-1004.0;137.0;-52.0;455.0;-1;219.0;-99.0;734;61.0;624.0;909.0
131.0;-978.0;66.0;-67.0;443.0;4;166.0;-100.0;724;55.0;602.0;891.0
125.0;-1014.0;36.0;-16.0;462.0;0;201.0;-130.0;724;59.0;598.0;885.0
97.0;-977.0;-91.0;-28.0;474.0;-6;192.0;-142.0;735;80.0;562.0;895.0
133.0;-994.0;-210.0;-69.0;482.0;-1;182.0;-131.0;729;52.0;577.0;894.0
143.0;-984.0;72.0;-56.0;473.0;0;182.0;-155.0;732;52.0;570.0;892.0
126.0;-993.0;13.0;-52.0;454.0;-7;201.0;-145.0;733;62.0;577.0;898.0
121.0;-991.0;88.0;-66.0;451.0;6;152.0;-145.0;741;41.0;579.0;903.0
137.0;-971.0;129.0;-50.0;450.0;4;156.0;-143.0;726;51.0;570.0;898.0
142.0;-984.0;80.0;-53.0;449.0;-1;183.0;-134.0;725;63.0;582.0;894.0
125.0;-978.0;-13.0;-22.0;465.0;2;192.0;-145.0;728;53.0;574.0;893.0
90.0;-994.0;131.0;-38.0;484.0;2;159.0;-157.0;729;32.0;584.0;919.0
133.0;-989.0;-28.0;-10.0;455.0;14;154.0;-135.0;727;61.0;612.0;887.0
88.0;-989.0;34.0;-51.0;462.0;11;129.0;-121.0;719;40.0;581.0;891.0
99.0;-987.0;13.0;-48.0;478.0;10;115.0;-114.0;723;68.0;618.0;921.0
119.0;-1013.0;-87.0;19.0;480.0;-3;159.0;-101.0;732;93.0;595.0;886.0
76.0;-996.0;-18.0;-62.0;479.0;-2;144.0;-106.0;730;51.0;581.0;863.0
67.0;-972.0;-33.0;-15.0;484.0;0;166.0;-113.0;731;37.0;568.0;882.0
112.0;-986.0;-106.0;-14.0;476.0;2;157.0;-147.0;731;27.0;601.0;906.0
102.0;-968.0;-76.0;-16.0;478.0;-3;162.0;-121.0;731;32.0;589.0;898.0
81.0;-982.0;144.0;-2.0;475.0;-5;111.0;-159.0;735;-13.0;616.0;902.0
152.0;-992.0;94.0;10.0;464.0;4;126.0;-147.0;732;39.0;575.0;939.0
150.0;-987.0;-93.0;-39.0;485.0;-3;163.0;-144.0;728;74.0;597.0;915.0
156.0;-994.0;-95.0;-10.0;460.0;-3;186.0;-155.0;734;65.0;563.0;891.0
146.0;-984.0;-70.0;-33.0;448.0;3;167.0;-157.0;728;41.0;565.0;906.0
121.0;-980.0;19.0;-17.0;443.0;-3;163.0;-158.0;732;89.0;567.0;898.0
166.0;-988.0;88.0;-38.0;450.0;2;141.0;-138.0;730;49.0;591.0;900.0
172.0;-990.0;56.0;-35.0;456.0;1;157.0;-140.0;728;57.0;610.0;891.0
119.0;-1006.0;114.0;-29.0;477.0;-3;147.0;-146.0;726;28.0;621.0;891.0
131.0;-985.0;80.0;-29.0;476.0;-1;156.0;-136.0;726;19.0;568.0;902.0
119.0;-986.0;45.0;-36.0;449.0;-2;157.0;-138.0;728;73.0;585.0;909.0
106.0;-988.0;-18.0;-39.0;471.0;6;123.0;-148.0;725;76.0;600.0;920.0
99.0;-1000.0;0.0;-22.0;472.0;2;148.0;-123.0;731;62.0;550.0;923.0
102.0;-991.0;-136.0;-31.0;472.0;5;154.0;-116.0;729;54.0;565.0;904.0
146.0;-984.0;-50.0;-20.0;454.0;-4;136.0;-136.0;734;26.0;572.0;896.0
144.0;-979.0;22.0;-47.0;449.0;-6;141.0;-139.0;730;27.0;596.0;897.0
128.0;-994.0;37.0;-69.0;436.0;-2;165.0;-126.0;732;60.0;608.0;908.0
98.0;-987.0;97.0;-85.0;453.0;1;158.0;-143.0;732;71.0;605.0;901.0
142.0;-978.0;2.0;-75.0;455.0;-4;168.0;-169.0;729;14.0;570.0;906.0
133.0;-987.0;79.0;-64.0;454.0;-3;161.0;-140.0;730;76.0;604.0;899.0
112.0;-986.0;93.0;-51.0;443.0;1;182.0;-132.0;731;101.0;610.0;885.0
24.0;-943.0;-12.0;-25.0;474.0;2;236.0;-245.0;723;34.0;875.0;810.0
113.0;-987.0;384.0;-48.0;445.0;0;110.0;-115.0;729;89.0;559.0;870.0
99.0;-980.0;244.0;-54.0;474.0;-6;116.0;-127.0;736;43.0;611.0;894.0
114.0;-984.0;190.0;-35.0;463.0;-3;133.0;-130.0;730;96.0;611.0;904.0
278.0;-944.0;972.0;-170.0;314.0;-51;207.0;-181.0;731;84.0;580.0;829.0
331.0;-988.0;200.0;-79.0;562.0;0;96.0;-97.0;709;153.0;652.0;938.0
132.0;-982.0;177.0;-17.0;458.0;-1;129.0;-139.0;733;29.0;601.0;922.0
151.0;-1008.0;246.0;84.0;485.0;12;179.0;-93.0;728;82.0;733.0;963.0
-18.0;-913.0;497.0;-39.0;454.0;14;158.0;-214.0;722;-105.0;608.0;828.0
106.0;-1022.0;-55.0;-50.0;478.0;3;126.0;-127.0;730;60.0;587.0;886.0
115.0;-964.0;26.0;-80.0;472.0;4;134.0;-161.0;728;61.0;578.0;910.0
132.0;-1002.0;-44.0;-53.0;455.0;-3;149.0;-120.0;729;111.0;556.0;927.0
101.0;-1011.0;-159.0;-72.0;452.0;-2;75.0;-142.0;732;7.0;588.0;904.0
132.0;-999.0;-38.0;-57.0;460.0;2;82.0;-133.0;734;43.0;575.0;918.0
116.0;-977.0;32.0;-69.0;452.0;0;139.0;-134.0;730;96.0;602.0;902.0
142.0;-993.0;-24.0;-47.0;444.0;3;159.0;-114.0;732;35.0;627.0;909.0
126.0;-985.0;-60.0;-31.0;440.0;2;166.0;-143.0;729;87.0;630.0;915.0
141.0;-986.0;-135.0;-31.0;459.0;0;155.0;-172.0;734;17.0;578.0;915.0
151.0;-994.0;-28.0;-5.0;416.0;-2;204.0;-150.0;730;75.0;575.0;914.0
130.0;-977.0;-211.0;-21.0;451.0;22;197.0;-181.0;728;69.0;607.0;894.0
154.0;-979.0;-86.0;-29.0;462.0;18;200.0;-161.0;726;78.0;616.0;907.0
115.0;-965.0;-97.0;-59.0;439.0;-10;163.0;-161.0;731;42.0;612.0;917.0
110.0;-999.0;190.0;-14.0;426.0;3;173.0;-167.0;726;34.0;570.0;902.0
141.0;-989.0;6.0;-54.0;442.0;-2;165.0;-150.0;730;80.0;592.0;904.0
149.0;-986.0;-111.0;-47.0;452.0;-2;172.0;-138.0;727;58.0;562.0;901.0
118.0;-975.0;-39.0;-19.0;446.0;4;142.0;-125.0;725;-1.0;579.0;938.0
124.0;-982.0;-4.0;-21.0;454.0;-4;161.0;-143.0;734;0.0;601.0;890.0
108.0;-985.0;99.0;-34.0;463.0;-2;164.0;-136.0;730;51.0;590.0;904.0
56.0;-986.0;28.0;1.0;453.0;-4;178.0;-148.0;729;29.0;606.0;916.0
127.0;-978.0;-17.0;0.0;445.0;2;155.0;-156.0;724;22.0;573.0;898.0
134.0;-989.0;109.0;-26.0;446.0;-3;177.0;-153.0;729;20.0;602.0;912.0
135.0;-988.0;130.0;-12.0;447.0;-1;177.0;-138.0;731;32.0;611.0;928.0
111.0;-997.0;12.0;-17.0;473.0;-3;160.0;-142.0;728;61.0;620.0;902.0
107.0;-989.0;10.0;-20.0;465.0;-3;176.0;-147.0;730;63.0;613.0;919.0
108.0;-989.0;-41.0;0.0;454.0;5;159.0;-146.0;722;79.0;612.0;918.0
115.0;-985.0;62.0;5.0;442.0;0;159.0;-144.0;730;28.0;585.0;920.0
116.0;-989.0;62.0;-1.0;462.0;8;193.0;-168.0;730;61.0;640.0;921.0
114.0;-994.0;91.0;-16.0;469.0;-1;174.0;-161.0;730;89.0;599.0;931.0
101.0;-997.0;-34.0;-22.0;454.0;-4;165.0;-147.0;732;102.0;603.0;907.0
118.0;-989.0;-102.0;-36.0;464.0;1;155.0;-140.0;729;51.0;590.0;896.0
125.0;-981.0;-59.0;-41.0;454.0;7;183.0;-149.0;724;28.0;581.0;923.0
125.0;-981.0;-3.0;-45.0;441.0;5;160.0;-152.0;728;79.0;574.0;904.0
120.0;-1002.0;53.0;-30.0;444.0;4;170.0;-151.0;728;74.0;562.0;916.0
140.0;-992.0;-6.0;-32.0;445.0;-1;161.0;-151.0;727;74.0;604.0;906.0
106.0;-993.0;-39.0;-37.0;459.0;6;191.0;-143.0;729;59.0;595.0;883.0
117.0;-984.0;128.0;-29.0;450.0;-2;156.0;-151.0;726;11.0;577.0;893.0
114.0;-982.0;86.0;-28.0;446.0;-8;145.0;-151.0;732;32.0;580.0;911.0
92.0;-994.0;75.0;-20.0;438.0;0;161.0;-130.0;730;41.0;592.0;923.0
133.0;-981.0;53.0;-8.0;446.0;-2;155.0;-142.0;733;80.0;598.0;914.0
120.0;-988.0;12.0;-23.0;450.0;-9;170.0;-148.0;733;34.0;571.0;903.0
99.0;-992.0;-11.0;-32.0;448.0;1;177.0;-151.0;727;40.0;585.0;908.0
125.0;-987.0;24.0;-29.0;444.0;6;181.0;-159.0;727;22.0;580.0;905.0
122.0;-991.0;9.0;-19.0;452.0;-3;182.0;-159.0;730;62.0;620.0;895.0
102.0;-986.0;27.0;-11.0;457.0;-2;172.0;-157.0;732;33.0;606.0;908.0
122.0;-987.0;31.0;-10.0;453.0;-4;161.0;-150.0;732;25.0;600.0;909.0
127.0;-986.0;50.0;-19.0;447.0;1;168.0;-149.0;724;48.0;619.0;901.0
105.0;-994.0;34.0;-35.0;439.0;-2;129.0;-150.0;728;57.0;568.0;895.0
90.0;-998.0;9.0;-40.0;439.0;-2;141.0;-157.0;725;83.0;590.0;900.0
141.0;-989.0;-78.0;-40.0;463.0;0;146.0;-133.0;733;54.0;596.0;874.0
136.0;-976.0;-56.0;-63.0;434.0;10;164.0;-141.0;727;134.0;579.0;916.0
103.0;-1009.0;-97.0;-74.0;443.0;-1;169.0;-138.0;730;96.0;568.0;936.0
105.0;-997.0;-40.0;-82.0;468.0;1;128.0;-160.0;734;224.0;530.0;893.0
43.0;-942.0;-65.0;0.0;484.0;-2;323.0;-237.0;727;70.0;894.0;799.0
-30.0;-962.0;-229.0;30.0;501.0;4;240.0;-226.0;737;241.0;1035.0;858.0
-353.0;-940.0;-16.0;-19.0;639.0;0;145.0;-54.0;647;127.0;805.0;705.0
116.0;-870.0;396.0;-125.0;399.0;372;397.0;-47.0;2513;234.0;699.0;766.0
131.0;-981.0;147.0;-70.0;450.0;-2;107.0;-138.0;727;306.0;519.0;882.0
110.0;-963.0;21.0;-79.0;451.0;4;153.0;-119.0;729;210.0;538.0;865.0
143.0;-967.0;165.0;-45.0;446.0;1;168.0;-156.0;725;50.0;599.0;888.0
97.0;-978.0;193.0;-49.0;459.0;-2;143.0;-158.0;728;84.0;627.0;890.0
106.0;-995.0;197.0;-68.0;461.0;-2;151.0;-153.0;728;70.0;587.0;895.0
110.0;-994.0;127.0;-33.0;458.0;-2;161.0;-158.0;731;91.0;589.0;876.0
135.0;-983.0;-20.0;-50.0;453.0;1;160.0;-148.0;722;81.0;638.0;843.0
130.0;-985.0;-51.0;-48.0;448.0;0;157.0;-151.0;725;58.0;592.0;872.0
116.0;-978.0;-121.0;-51.0;447.0;-1;178.0;-154.0;728;21.0;587.0;828.0
151.0;-957.0;-173.0;-62.0;445.0;4;174.0;-150.0;726;-13.0;591.0;855.0
151.0;-965.0;-57.0;-54.0;468.0;5;165.0;-185.0;724;57.0;584.0;879.0
121.0;-1012.0;114.0;-69.0;465.0;3;182.0;-151.0;723;30.0;589.0;885.0
111.0;-973.0;72.0;-47.0;454.0;-3;215.0;-170.0;726;47.0;573.0;885.0
133.0;-994.0;27.0;-52.0;460.0;-8;153.0;-160.0;733;121.0;574.0;878.0
123.0;-998.0;197.0;-10.0;455.0;3;162.0;-178.0;732;90.0;617.0;875.0
115.0;-973.0;104.0;-13.0;464.0;3;151.0;-137.0;725;75.0;603.0;876.0
118.0;-989.0;25.0;-57.0;459.0;-1;169.0;-153.0;728;105.0;601.0;883.0
131.0;-974.0;71.0;-30.0;453.0;-4;164.0;-160.0;729;89.0;641.0;895.0
111.0;-972.0;34.0;-58.0;454.0;0;161.0;-143.0;732;35.0;614.0;905.0
154.0;-986.0;-85.0;-62.0;464.0;0;162.0;-169.0;725;42.0;582.0;892.0
141.0;-990.0;-54.0;-55.0;465.0;0;163.0;-153.0;729;69.0;538.0;878.0
135.0;-977.0;-126.0;-34.0;452.0;0;168.0;-165.0;731;61.0;602.0;870.0
132.0;-974.0;133.0;-59.0;461.0;-6;173.0;-149.0;730;77.0;646.0;904.0
131.0;-999.0;80.0;-27.0;457.0;2;155.0;-155.0;731;43.0;603.0;888.0
122.0;-978.0;42.0;-44.0;455.0;1;102.0;-143.0;728;45.0;519.0;897.0
135.0;-985.0;-75.0;4.0;438.0;1;156.0;-115.0;734;51.0;615.0;901.0
256.0;-1009.0;-100.0;-81.0;465.0;1028;-18.0;-212.0;910;11.0;709.0;806.0
130.0;-970.0;-206.0;-69.0;478.0;0;162.0;-158.0;733;100.0;599.0;887.0
