Accelerometer LUA_ accX;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK accZ;InertialMeasurementUnit BACK magneticY;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE EuY
-25.0;65;-19;9;467.0;202.0;-508.0;35;-9;394.0;-19;-50
20.0;0;12;12;386.0;87.0;-373.0;2;-12;607.0;12;-50
28.0;1;31;282;396.0;114.0;-337.0;-11;-282;597.0;31;-51
-111.0;0;-31;-10;388.0;7.0;-345.0;-1;10;602.0;-31;-50
-112.0;-65;-16;67;670.0;-284.0;-358.0;129;-67;566.0;-16;-47
-67.0;-53;-37;-37;918.0;-214.0;-375.0;65;37;595.0;-37;-47
-97.0;-3;-9;-10;387.0;-29.0;-358.0;-2;10;610.0;-9;-50
-136.0;4;-24;12;377.0;-19.0;-357.0;1;-12;611.0;-24;-50
-401.0;-4;-5;2;880.0;-187.0;-62.0;5;-2;589.0;-5;-44
-97.0;4;-1;2;401.0;72.0;-360.0;-1;-2;613.0;-1;-50
-96.0;-4;-5;11;415.0;72.0;-338.0;3;-11;613.0;-5;-50
-116.0;5;-36;-13;394.0;84.0;-343.0;-1;13;612.0;-36;-50
-97.0;1;-30;4;404.0;103.0;-364.0;9;-4;611.0;-30;-50
-116.0;3;-32;2;401.0;104.0;-356.0;8;-2;609.0;-32;-50
-93.0;-2;-31;6;408.0;108.0;-353.0;7;-6;612.0;-31;-50
-104.0;-1;2;-7;411.0;107.0;-356.0;-6;7;611.0;2;-50
-97.0;3;-9;-1;403.0;106.0;-367.0;7;1;611.0;-9;-50
-11.0;28;-423;201;253.0;336.0;-260.0;184;-201;325.0;-423;-36
-93.0;-1;3;7;406.0;103.0;-365.0;3;-7;612.0;3;-50
-98.0;-4;-5;27;415.0;101.0;-363.0;7;-27;612.0;-5;-50
-117.0;1;-7;-28;414.0;100.0;-345.0;5;28;612.0;-7;-50
-95.0;-2;-15;11;403.0;99.0;-352.0;-6;-11;610.0;-15;-50
-106.0;2;10;-5;416.0;88.0;-374.0;-13;5;615.0;10;-50
-92.0;-2;0;8;418.0;97.0;-351.0;-4;-8;611.0;0;-50
-103.0;1;-24;7;413.0;97.0;-354.0;-3;-7;611.0;-24;-50
-103.0;-1;7;8;411.0;98.0;-355.0;-1;-8;612.0;7;-50
-102.0;1;18;3;412.0;97.0;-362.0;0;-3;612.0;18;-50
-107.0;1;-5;-3;416.0;95.0;-372.0;-3;3;610.0;-5;-50
-91.0;5;-12;25;414.0;94.0;-355.0;3;-25;613.0;-12;-50
-78.0;1;-3;16;420.0;95.0;-348.0;-8;-16;612.0;-3;-50
-83.0;-8;-22;24;420.0;94.0;-363.0;0;-24;614.0;-22;-50
-91.0;1;15;14;411.0;89.0;-346.0;9;-14;614.0;15;-50
-202.0;2;-21;13;397.0;100.0;-353.0;5;-13;615.0;-21;-50
-156.0;5;29;-31;329.0;-69.0;-372.0;0;31;577.0;29;-50
-79.0;-13;681;57;239.0;-327.0;-409.0;68;-57;501.0;681;-58
-100.0;1;-13;15;322.0;-67.0;-353.0;2;-15;576.0;-13;-50
-157.0;3;-8;-11;324.0;-67.0;-371.0;0;11;578.0;-8;-50
-13.0;10;-113;3;175.0;-647.0;-486.0;38;-3;509.0;-113;-42
-221.0;-10;-12;-8;353.0;-110.0;-361.0;4;8;590.0;-12;-50
82.0;-4;-30;-17;231.0;33.0;-364.0;2;17;553.0;-30;-50
237.0;90;-46;-8;237.0;38.0;-794.0;-5;8;536.0;-46;-52
-166.0;2;-22;-25;253.0;37.0;-358.0;8;25;554.0;-22;-50
-275.0;-8;6;-10;857.0;704.0;-98.0;6;10;111.0;6;-41
70.0;0;19;-8;405.0;116.0;-363.0;3;8;613.0;19;-50
211.0;36;-24;23;547.0;172.0;-427.0;10;-23;475.0;-24;-43
-56.0;-2;19;2;414.0;110.0;-358.0;-1;-2;608.0;19;-50
-70.0;2;7;-6;402.0;117.0;-352.0;5;6;611.0;7;-50
-55.0;8;11;-11;410.0;121.0;-348.0;5;11;612.0;11;-50
-67.0;-1;-22;6;415.0;114.0;-354.0;4;-6;618.0;-22;-50
-42.0;-2;-26;10;400.0;116.0;-371.0;6;-10;617.0;-26;-50
-62.0;-3;5;-11;411.0;121.0;-362.0;1;11;618.0;5;-50
-72.0;-4;-1;-5;411.0;120.0;-363.0;2;5;619.0;-1;-50
-69.0;-2;13;26;414.0;120.0;-356.0;5;-26;620.0;13;-50
-18.0;0;1;-4;410.0;120.0;-355.0;-1;4;619.0;1;-50
-67.0;-7;0;2;412.0;117.0;-381.0;0;-2;616.0;0;-50
-85.0;1;8;3;419.0;117.0;-345.0;0;-3;617.0;8;-50
-45.0;1;9;-17;416.0;117.0;-360.0;2;17;618.0;9;-50
-67.0;0;18;12;412.0;115.0;-353.0;-1;-12;617.0;18;-50
-85.0;-3;-1;4;407.0;118.0;-360.0;-1;-4;617.0;-1;-50
-74.0;2;-25;3;420.0;116.0;-354.0;-5;-3;624.0;-25;-50
-11.0;7;-92;92;413.0;382.0;-90.0;151;-92;819.0;-92;-32
-74.0;3;-31;-9;414.0;116.0;-345.0;4;9;622.0;-31;-50
-2.0;39;1084;0;150.0;136.0;-115.0;-57;0;455.0;1084;-45
-77.0;-4;0;0;425.0;117.0;-351.0;1;0;620.0;0;-50
75.0;-362;-13;162;272.0;515.0;-9.0;-5;-162;972.0;-13;-42
-63.0;6;-3;-2;418.0;122.0;-351.0;4;2;617.0;-3;-50
-66.0;2;13;-20;412.0;118.0;-354.0;0;20;619.0;13;-50
-68.0;5;-15;5;414.0;119.0;-345.0;-3;-5;617.0;-15;-50
-58.0;5;7;-3;409.0;116.0;-363.0;1;3;619.0;7;-50
-86.0;-2;-3;-18;411.0;121.0;-353.0;2;18;619.0;-3;-50
-123.0;0;1;12;374.0;87.0;-336.0;-1;-12;613.0;1;-50
-107.0;0;7;-20;360.0;83.0;-352.0;7;20;606.0;7;-50
185.0;-457;722;7060;86.0;-472.0;276.0;-110;-7060;447.0;722;-63
-87.0;-2;-27;-32;353.0;82.0;-373.0;0;32;596.0;-27;-50
-87.0;-1;9;12;350.0;76.0;-356.0;-5;-12;595.0;9;-50
-101.0;-1;-26;2;323.0;64.0;-348.0;1;-2;596.0;-26;-50
-15.0;-4;-127;-404;166.0;-172.0;-4.0;-115;404;947.0;-127;-43
-111.0;0;23;-1;367.0;-29.0;-351.0;-2;1;607.0;23;-50
-135.0;-3;15;-4;358.0;-29.0;-360.0;4;4;607.0;15;-50
-126.0;-5;15;-21;349.0;-11.0;-342.0;1;21;599.0;15;-50
-122.0;-7;-18;17;348.0;-5.0;-348.0;3;-17;595.0;-18;-50
-95.0;-6;12;23;345.0;18.0;-372.0;-6;-23;588.0;12;-50
-117.0;5;-12;29;300.0;57.0;-348.0;-3;-29;579.0;-12;-50
-105.0;2;-31;-20;307.0;58.0;-367.0;-2;20;578.0;-31;-50
-111.0;-4;-2;-1;303.0;65.0;-367.0;-3;1;578.0;-2;-50
-109.0;25;-1;1;310.0;68.0;-363.0;-3;-1;578.0;-1;-50
-113.0;3;0;11;306.0;69.0;-366.0;2;-11;578.0;0;-50
-105.0;3;1;-11;315.0;69.0;-346.0;1;11;578.0;1;-50
-120.0;-3;-10;26;310.0;59.0;-375.0;-2;-26;577.0;-10;-50
-91.0;-3;42;1;300.0;54.0;-353.0;0;-1;570.0;42;-50
-121.0;-2;32;4;288.0;55.0;-362.0;5;-4;570.0;32;-50
-136.0;-2;-20;-1;293.0;52.0;-363.0;7;1;570.0;-20;-50
-107.0;2;-1;-11;289.0;49.0;-343.0;-4;11;569.0;-1;-50
-127.0;2;10;4;283.0;51.0;-355.0;4;-4;566.0;10;-50
-112.0;-3;6;33;282.0;51.0;-352.0;3;-33;565.0;6;-50
-117.0;-1;24;-5;276.0;46.0;-358.0;4;5;560.0;24;-50
-99.0;0;13;24;277.0;46.0;-354.0;3;-24;561.0;13;-50
-112.0;0;23;1;277.0;47.0;-350.0;-2;-1;563.0;23;-50
-110.0;-1;-7;17;275.0;44.0;-356.0;-2;-17;561.0;-7;-50
-134.0;2;-1;24;271.0;45.0;-353.0;2;-24;560.0;-1;-50
-137.0;9;-21;4;263.0;39.0;-355.0;4;-4;557.0;-21;-50
-126.0;7;-8;19;258.0;40.0;-352.0;4;-19;556.0;-8;-50
-126.0;-1;-9;16;255.0;40.0;-363.0;-4;-16;550.0;-9;-50
-258.0;-42;-1855;-247;278.0;-42.0;-64.0;386;247;389.0;-1855;-38
-224.0;-2;-3;-7;302.0;99.0;-341.0;4;7;585.0;-3;-50
-131.0;3;-6;-10;237.0;45.0;-355.0;-2;10;543.0;-6;-50
-130.0;0;0;-9;236.0;46.0;-359.0;-2;9;544.0;0;-50
-126.0;-5;-10;-18;236.0;46.0;-365.0;0;18;543.0;-10;-50
-130.0;1;-2;14;241.0;42.0;-360.0;5;-14;547.0;-2;-50
-142.0;0;19;-33;250.0;48.0;-362.0;-14;33;551.0;19;-50
-121.0;-10;19;-27;257.0;54.0;-353.0;-10;27;555.0;19;-50
-126.0;-6;10;10;256.0;50.0;-354.0;1;-10;550.0;10;-50
-127.0;1;6;24;267.0;57.0;-363.0;-2;-24;554.0;6;-50
-151.0;1;14;-23;263.0;75.0;-342.0;-5;23;547.0;14;-50
-136.0;-6;13;20;256.0;76.0;-350.0;-9;-20;547.0;13;-50
-148.0;-5;-5;12;253.0;78.0;-350.0;-1;-12;544.0;-5;-50
-141.0;2;2;-11;262.0;81.0;-347.0;1;11;546.0;2;-50
-127.0;-2;-26;36;239.0;72.0;-373.0;-10;-36;542.0;-26;-50
-136.0;3;-32;23;245.0;70.0;-345.0;-7;-23;546.0;-32;-50
-126.0;6;1;-3;245.0;63.0;-364.0;-5;3;547.0;1;-50
-139.0;-9;0;-20;258.0;53.0;-352.0;-2;20;555.0;0;-50
-147.0;-3;-5;25;275.0;38.0;-356.0;1;-25;564.0;-5;-50
-154.0;-2;-11;1;321.0;12.0;-360.0;0;-1;576.0;-11;-50
-158.0;3;-2;0;326.0;10.0;-358.0;-6;0;580.0;-2;-50
-176.0;-2;-12;-39;283.0;-22.0;-373.0;4;39;562.0;-12;-50
-145.0;-1;-17;24;306.0;17.0;-354.0;3;-24;573.0;-17;-50
-126.0;-2;19;34;271.0;52.0;-359.0;1;-34;556.0;19;-50
-116.0;-2;1;25;269.0;58.0;-354.0;-2;-25;556.0;1;-50
-134.0;2;4;11;262.0;62.0;-349.0;-6;-11;553.0;4;-50
-118.0;-4;30;2;224.0;84.0;-355.0;-4;-2;561.0;30;-50
-24.0;2;-8;-11;277.0;77.0;-351.0;2;11;565.0;-8;-50
-76.0;3;-4;-45;291.0;74.0;-357.0;5;45;568.0;-4;-50
-87.0;-3;-22;-14;295.0;73.0;-364.0;3;14;569.0;-22;-50
-92.0;0;40;3;323.0;69.0;-370.0;2;-3;576.0;40;-50
-106.0;-1;-12;-13;350.0;68.0;-355.0;3;13;580.0;-12;-50
-72.0;-2;22;3;361.0;63.0;-372.0;2;-3;583.0;22;-50
-87.0;-2;-17;-37;357.0;66.0;-373.0;13;37;582.0;-17;-50
-36.0;-2;-9;16;361.0;65.0;-363.0;2;-16;583.0;-9;-50
-44.0;-62;55;-8;178.0;79.0;-174.0;11;8;940.0;55;-43
8.0;6;-23;-8;319.0;82.0;-375.0;-5;8;586.0;-23;-50
-202.0;6;-7;43;407.0;104.0;-373.0;-2;-43;615.0;-7;-50
-41.0;-4;8;-10;355.0;101.0;-354.0;1;10;593.0;8;-50
24.0;-2;-32;0;353.0;102.0;-354.0;6;0;593.0;-32;-50
16.0;2;67;-7;391.0;85.0;-363.0;2;7;607.0;67;-50
28.0;0;-3;-20;403.0;40.0;-364.0;0;20;606.0;-3;-50
41.0;-2;-21;0;393.0;41.0;-364.0;0;0;606.0;-21;-50
33.0;-6;0;-9;393.0;45.0;-365.0;6;9;605.0;0;-50
8.0;-5;16;-25;390.0;45.0;-376.0;-2;25;606.0;16;-50
115.0;0;130;-331;257.0;142.0;-113.0;34;331;534.0;130;-44
2.0;-1;0;-11;403.0;50.0;-336.0;-1;11;605.0;0;-50
8.0;4;3;-16;374.0;52.0;-347.0;-2;16;605.0;3;-50
30.0;-2;10;6;388.0;53.0;-354.0;-8;-6;606.0;10;-50
-61.0;1;-16;-9;400.0;58.0;-374.0;-2;9;609.0;-16;-50
143.0;-163;164;-33;1050.0;229.0;-158.0;-127;33;770.0;164;-81
-35.0;-3;-16;-33;374.0;67.0;-362.0;7;33;604.0;-16;-50
-18.0;-9;-13;-29;384.0;67.0;-363.0;-5;29;604.0;-13;-50
-65.0;-5;28;4;383.0;68.0;-355.0;-3;-4;604.0;28;-50
-59.0;3;30;2;376.0;56.0;-362.0;6;-2;604.0;30;-50
142.0;3;-24;-3;419.0;79.0;-355.0;-1;3;622.0;-24;-50
107.0;11;-10;5;385.0;55.0;-347.0;-1;-5;607.0;-10;-50
155.0;-5;-13;4;366.0;75.0;-354.0;1;-4;596.0;-13;-50
-8.0;-1;-14;24;378.0;44.0;-351.0;-1;-24;603.0;-14;-50
2.0;6;-10;26;377.0;49.0;-361.0;2;-26;604.0;-10;-50
49.0;-4;7;-30;375.0;43.0;-362.0;-1;30;605.0;7;-50
93.0;-1;5;15;371.0;49.0;-372.0;1;-15;605.0;5;-50
70.0;2;-3;-17;374.0;48.0;-370.0;-2;17;605.0;-3;-50
-56.0;-2;-35;16;372.0;46.0;-354.0;-2;-16;603.0;-35;-50
-23.0;6;-7;9;365.0;50.0;-353.0;1;-9;603.0;-7;-50
-48.0;7;-23;1;376.0;51.0;-355.0;-5;-1;603.0;-23;-50
-60.0;1;-12;2;375.0;54.0;-363.0;1;-2;603.0;-12;-50
-30.0;0;-29;1;381.0;55.0;-362.0;-3;-1;602.0;-29;-50
-107.0;2;-3;-31;376.0;73.0;-356.0;-5;31;604.0;-3;-50
-143.0;-2;-25;-1;374.0;77.0;-362.0;-6;1;604.0;-25;-50
-133.0;-2;-36;17;351.0;71.0;-351.0;-5;-17;601.0;-36;-50
19.0;2;-10;-9;319.0;55.0;-356.0;5;9;581.0;-10;-50
-87.0;0;-37;-6;338.0;67.0;-352.0;-1;6;589.0;-37;-50
5.0;7;-38;0;365.0;48.0;-360.0;2;0;608.0;-38;-50
46.0;9;-12;2;403.0;34.0;-355.0;-5;-2;611.0;-12;-50
43.0;2;-19;-7;378.0;28.0;-354.0;-7;7;610.0;-19;-50
41.0;3;-22;-12;370.0;36.0;-358.0;-6;12;615.0;-22;-50
23.0;-1;-46;-4;385.0;33.0;-347.0;0;4;615.0;-46;-50
69.0;19;-60;248;231.0;-7.0;4.0;4;-248;1025.0;-60;-39
39.0;12;10;2;399.0;37.0;-358.0;-4;-2;614.0;10;-50
39.0;6;21;12;408.0;36.0;-352.0;0;-12;618.0;21;-50
28.0;-3;9;14;405.0;39.0;-362.0;-3;-14;616.0;9;-50
28.0;-5;17;5;400.0;37.0;-372.0;-3;-5;620.0;17;-50
39.0;2;-9;-23;398.0;41.0;-353.0;-3;23;619.0;-9;-50
30.0;-1;-29;11;401.0;38.0;-376.0;-4;-11;617.0;-29;-50
40.0;-7;-27;0;403.0;39.0;-339.0;-4;0;616.0;-27;-50
40.0;0;-15;15;397.0;38.0;-363.0;1;-15;617.0;-15;-50
39.0;-4;-18;19;401.0;45.0;-356.0;3;-19;618.0;-18;-50
31.0;-1;-20;13;396.0;46.0;-355.0;4;-13;618.0;-20;-50
36.0;-2;-38;-15;399.0;48.0;-372.0;7;15;617.0;-38;-50
64.0;14;-126;-122;298.0;-49.0;-456.0;26;122;1093.0;-126;-37
21.0;-1;21;-17;399.0;50.0;-367.0;1;17;618.0;21;-50
19.0;3;-29;2;398.0;49.0;-371.0;-2;-2;617.0;-29;-50
29.0;2;0;-25;403.0;51.0;-362.0;2;25;620.0;0;-50
39.0;5;-4;-11;402.0;52.0;-355.0;-1;11;618.0;-4;-50
34.0;5;-3;-8;396.0;53.0;-355.0;-2;8;620.0;-3;-50
37.0;3;7;20;404.0;53.0;-364.0;5;-20;619.0;7;-50
30.0;1;-10;-12;402.0;52.0;-361.0;6;12;620.0;-10;-50
64.0;-7;17;15;409.0;51.0;-355.0;0;-15;621.0;17;-50
-9.0;0;12;12;379.0;59.0;-355.0;-1;-12;619.0;12;-50
27.0;5;-30;8;410.0;51.0;-364.0;0;-8;621.0;-30;-50
9.0;-516;-98;97;482.0;65.0;-78.0;-21;-97;1008.0;-98;-35
1.0;8;0;-1;409.0;54.0;-354.0;1;1;620.0;0;-50
9.0;2;-22;-21;402.0;52.0;-342.0;-7;21;618.0;-22;-50
46.0;-2;-42;3;402.0;52.0;-366.0;-8;-3;617.0;-42;-50
55.0;-1;0;-14;409.0;51.0;-357.0;-5;14;617.0;0;-50
-6.0;-3;-15;-5;405.0;54.0;-354.0;-3;5;619.0;-15;-50
37.0;-1;-48;9;408.0;52.0;-354.0;-5;-9;620.0;-48;-50
5.0;1;-18;9;408.0;57.0;-359.0;0;-9;619.0;-18;-50
-10.0;-3;-8;9;401.0;55.0;-359.0;3;-9;619.0;-8;-50
33.0;4;-48;-9;396.0;56.0;-364.0;0;9;620.0;-48;-50
35.0;-2;6;-1;409.0;58.0;-354.0;3;1;619.0;6;-50
0.0;-5;-3;-4;409.0;58.0;-370.0;-5;4;618.0;-3;-50
