Accelerometer LUA_ accX;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK accZ;InertialMeasurementUnit BACK magneticY;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE EuY
-157.0;4;-36;-11;169.0;106.0;-318.0;-1;11;490.0;-36;-52
-165.0;-6;-1;24;166.0;112.0;-309.0;-4;-24;490.0;-1;-52
-129.0;1;-19;-25;160.0;115.0;-309.0;-1;25;492.0;-19;-52
-93.0;3;-6;4;166.0;120.0;-325.0;0;-4;490.0;-6;-52
-164.0;-5;2;-23;178.0;128.0;-318.0;-7;23;496.0;2;-52
-160.0;0;-21;1;182.0;132.0;-326.0;-3;-1;496.0;-21;-52
-102.0;-4;-2;2;192.0;138.0;-302.0;-4;-2;498.0;-2;-52
-117.0;-2;-5;-14;189.0;140.0;-332.0;-3;14;497.0;-5;-52
-139.0;3;11;2;187.0;139.0;-331.0;-2;-2;495.0;11;-52
-119.0;1;8;12;174.0;135.0;-317.0;-2;-12;495.0;8;-52
-143.0;3;2;-4;167.0;123.0;-319.0;-4;4;492.0;2;-52
-136.0;-5;26;45;168.0;118.0;-319.0;0;-45;493.0;26;-52
-26.0;3;16;-45;156.0;75.0;-319.0;0;45;492.0;16;-52
-121.0;-4;23;-46;193.0;74.0;-323.0;0;46;498.0;23;-52
-130.0;1;-22;-8;202.0;67.0;-316.0;2;8;497.0;-22;-52
-146.0;-1;14;30;186.0;54.0;-327.0;-5;-30;501.0;14;-52
3.0;-5;44;2;186.0;55.0;-317.0;-6;-2;508.0;44;-52
-153.0;2;-24;26;219.0;52.0;-337.0;-11;-26;512.0;-24;-52
-156.0;-7;-28;5;239.0;47.0;-333.0;1;-5;507.0;-28;-52
-35.0;-3;-20;24;180.0;43.0;-314.0;-3;-24;507.0;-20;-52
-17.0;-10;30;-9;181.0;48.0;-318.0;-7;9;506.0;30;-52
-96.0;8;8;-20;196.0;56.0;-338.0;2;20;504.0;8;-52
-132.0;1;13;-19;166.0;53.0;-316.0;0;19;499.0;13;-52
-194.0;3;-7;-17;189.0;50.0;-311.0;5;17;499.0;-7;-52
-79.0;3;23;14;166.0;48.0;-295.0;10;-14;496.0;23;-52
-97.0;3;18;13;181.0;49.0;-297.0;10;-13;496.0;18;-52
-135.0;-3;-3;33;180.0;53.0;-335.0;-6;-33;500.0;-3;-52
-110.0;15;-43;-1;189.0;61.0;-338.0;1;1;500.0;-43;-52
-76.0;10;-37;12;201.0;59.0;-323.0;1;-12;501.0;-37;-52
-176.0;14;-12;-9;172.0;54.0;-313.0;11;9;497.0;-12;-52
-48.0;14;9;-1;195.0;54.0;-330.0;7;1;497.0;9;-52
-181.0;-2;-1;2;166.0;59.0;-309.0;-3;-2;496.0;-1;-52
-26.0;-2;-53;2;184.0;70.0;-348.0;-3;-2;496.0;-53;-52
-183.0;2;-29;25;175.0;62.0;-316.0;2;-25;492.0;-29;-52
-111.0;4;-8;19;181.0;61.0;-323.0;4;-19;492.0;-8;-52
-136.0;-4;10;-41;187.0;67.0;-327.0;-1;41;494.0;10;-52
-113.0;-3;-22;2;179.0;88.0;-337.0;-8;-2;487.0;-22;-51
-74.0;2;17;-8;123.0;72.0;-334.0;5;8;489.0;17;-51
-199.0;-5;22;-9;177.0;77.0;-296.0;6;9;486.0;22;-51
-153.0;-2;3;32;187.0;92.0;-325.0;-2;-32;498.0;3;-51
-149.0;-1;11;16;173.0;95.0;-325.0;-6;-16;497.0;11;-51
-164.0;-2;11;33;179.0;99.0;-295.0;-5;-33;499.0;11;-51
-163.0;2;-22;-7;181.0;97.0;-286.0;2;7;499.0;-22;-51
-167.0;3;-4;21;180.0;99.0;-298.0;-2;-21;501.0;-4;-51
-139.0;6;2;28;189.0;96.0;-303.0;-3;-28;499.0;2;-51
-134.0;0;21;2;187.0;95.0;-344.0;4;-2;504.0;21;-51
-140.0;16;-31;16;198.0;95.0;-337.0;-3;-16;506.0;-31;-51
-184.0;1;21;4;204.0;95.0;-330.0;3;-4;509.0;21;-51
-200.0;-1;-16;-9;201.0;99.0;-296.0;6;9;507.0;-16;-51
-94.0;-8;-30;-5;193.0;103.0;-327.0;2;5;494.0;-30;-51
-102.0;-11;-12;-11;154.0;91.0;-332.0;5;11;493.0;-12;-51
-156.0;-3;7;-38;200.0;98.0;-344.0;-2;38;496.0;7;-51
-10.0;-3;7;0;192.0;104.0;-326.0;0;0;493.0;7;-51
-170.0;-7;7;-29;174.0;101.0;-309.0;-4;29;491.0;7;-51
-111.0;2;9;17;216.0;132.0;-318.0;-9;-17;525.0;9;-50
-88.0;3;-14;2;224.0;129.0;-321.0;-8;-2;525.0;-14;-50
-173.0;0;-35;-38;276.0;41.0;-345.0;-8;38;543.0;-35;-50
-145.0;-2;5;5;294.0;27.0;-335.0;-3;-5;546.0;5;-50
-180.0;-1;19;13;266.0;-25.0;-353.0;0;-13;555.0;19;-50
-40.0;9;-20;2;303.0;-64.0;-323.0;-3;-2;565.0;-20;-50
90.0;8;-34;-6;300.0;-62.0;-323.0;4;6;567.0;-34;-50
-111.0;-6;5;8;296.0;-49.0;-365.0;6;-8;566.0;5;-50
-132.0;-1;5;-2;294.0;-33.0;-365.0;4;2;563.0;5;-50
-1.0;-6;-17;11;369.0;91.0;-381.0;-1;-11;590.0;-17;-50
20.0;0;12;12;386.0;87.0;-373.0;2;-12;607.0;12;-50
26.0;0;9;35;381.0;89.0;-363.0;1;-35;610.0;9;-50
-111.0;0;-31;-10;388.0;7.0;-345.0;-1;10;602.0;-31;-50
-97.0;-3;-9;-10;387.0;-29.0;-358.0;-2;10;610.0;-9;-50
-87.0;2;1;-19;389.0;-27.0;-372.0;5;19;615.0;1;-50
-113.0;4;-3;2;382.0;-23.0;-359.0;2;-2;612.0;-3;-50
-136.0;4;-24;12;377.0;-19.0;-357.0;1;-12;611.0;-24;-50
-13.0;-54;-78;67;385.0;41.0;-174.0;-75;-67;1337.0;-78;-37
-97.0;4;-1;2;401.0;72.0;-360.0;-1;-2;613.0;-1;-50
-96.0;-4;-5;11;415.0;72.0;-338.0;3;-11;613.0;-5;-50
-116.0;5;-36;-13;394.0;84.0;-343.0;-1;13;612.0;-36;-50
-97.0;1;-30;4;404.0;103.0;-364.0;9;-4;611.0;-30;-50
-116.0;3;-32;2;401.0;104.0;-356.0;8;-2;609.0;-32;-50
-93.0;-2;-31;6;408.0;108.0;-353.0;7;-6;612.0;-31;-50
-104.0;-1;2;-7;411.0;107.0;-356.0;-6;7;611.0;2;-50
-97.0;3;-9;-1;403.0;106.0;-367.0;7;1;611.0;-9;-50
-95.0;-4;-42;21;404.0;105.0;-358.0;1;-21;610.0;-42;-50
-93.0;-1;3;7;406.0;103.0;-365.0;3;-7;612.0;3;-50
-98.0;-4;-5;27;415.0;101.0;-363.0;7;-27;612.0;-5;-50
-117.0;1;-7;-28;414.0;100.0;-345.0;5;28;612.0;-7;-50
-95.0;-2;-15;11;403.0;99.0;-352.0;-6;-11;610.0;-15;-50
-102.0;1;18;3;412.0;97.0;-362.0;0;-3;612.0;18;-50
-92.0;-2;0;8;418.0;97.0;-351.0;-4;-8;611.0;0;-50
-103.0;1;-24;7;413.0;97.0;-354.0;-3;-7;611.0;-24;-50
-103.0;-1;7;8;411.0;98.0;-355.0;-1;-8;612.0;7;-50
-107.0;0;8;5;413.0;98.0;-357.0;0;-5;612.0;8;-50
-89.0;-9;-4;3;418.0;95.0;-372.0;0;-3;610.0;-4;-50
-91.0;5;-12;25;414.0;94.0;-355.0;3;-25;613.0;-12;-50
-78.0;1;-3;16;420.0;95.0;-348.0;-8;-16;612.0;-3;-50
-83.0;-8;-22;24;420.0;94.0;-363.0;0;-24;614.0;-22;-50
-91.0;1;15;14;411.0;89.0;-346.0;9;-14;614.0;15;-50
-172.0;3;-27;11;367.0;61.0;-349.0;-6;-11;604.0;-27;-50
-113.0;0;15;-22;321.0;-64.0;-353.0;1;22;576.0;15;-50
-101.0;1;7;5;323.0;-65.0;-366.0;-6;-5;576.0;7;-50
-100.0;1;-13;15;322.0;-67.0;-353.0;2;-15;576.0;-13;-50
-138.0;-2;-4;-18;319.0;-64.0;-372.0;4;18;577.0;-4;-50
-117.0;0;-20;19;326.0;-71.0;-375.0;-11;-19;578.0;-20;-50
-135.0;-1;-10;-4;322.0;-71.0;-359.0;-3;4;577.0;-10;-50
5.0;1;-2;-12;256.0;3.0;-373.0;-6;12;558.0;-2;-50
154.0;87;-23;-11;174.0;55.0;-653.0;-6;11;525.0;-23;-52
-166.0;2;-22;-25;253.0;37.0;-358.0;8;25;554.0;-22;-50
69.0;9;-3;9;370.0;113.0;-371.0;-6;-9;608.0;-3;-50
46.0;1;-5;-13;404.0;115.0;-345.0;1;13;617.0;-5;-50
68.0;-2;-17;-4;413.0;112.0;-345.0;-4;4;616.0;-17;-50
-56.0;-2;19;2;414.0;110.0;-358.0;-1;-2;608.0;19;-50
-70.0;2;7;-6;402.0;117.0;-352.0;5;6;611.0;7;-50
-55.0;8;11;-11;410.0;121.0;-348.0;5;11;612.0;11;-50
-67.0;-1;-22;6;415.0;114.0;-354.0;4;-6;618.0;-22;-50
-42.0;-2;-26;10;400.0;116.0;-371.0;6;-10;617.0;-26;-50
-62.0;-3;5;-11;411.0;121.0;-362.0;1;11;618.0;5;-50
-72.0;-4;-1;-5;411.0;120.0;-363.0;2;5;619.0;-1;-50
-63.0;-7;10;13;417.0;119.0;-363.0;0;-13;618.0;10;-50
-18.0;0;1;-4;410.0;120.0;-355.0;-1;4;619.0;1;-50
-64.0;1;-2;0;407.0;117.0;-371.0;-1;0;617.0;-2;-50
-85.0;1;8;3;419.0;117.0;-345.0;0;-3;617.0;8;-50
-45.0;1;9;-17;416.0;117.0;-360.0;2;17;618.0;9;-50
-67.0;0;18;12;412.0;115.0;-353.0;-1;-12;617.0;18;-50
-85.0;-3;-1;4;407.0;118.0;-360.0;-1;-4;617.0;-1;-50
-74.0;2;-25;3;420.0;116.0;-354.0;-5;-3;624.0;-25;-50
-63.0;-3;4;29;425.0;116.0;-355.0;-3;-29;620.0;4;-50
-74.0;3;-31;-9;414.0;116.0;-345.0;4;9;622.0;-31;-50
-88.0;3;47;2;157.0;56.0;-310.0;-2;-2;495.0;47;-52
-77.0;-4;0;0;425.0;117.0;-351.0;1;0;620.0;0;-50
-69.0;-2;13;26;414.0;120.0;-356.0;5;-26;620.0;13;-50
-63.0;6;-3;-2;418.0;122.0;-351.0;4;2;617.0;-3;-50
-66.0;2;13;-20;412.0;118.0;-354.0;0;20;619.0;13;-50
-68.0;5;-15;5;414.0;119.0;-345.0;-3;-5;617.0;-15;-50
-58.0;5;7;-3;409.0;116.0;-363.0;1;3;619.0;7;-50
-86.0;-2;-3;-18;411.0;121.0;-353.0;2;18;619.0;-3;-50
-123.0;0;1;12;374.0;87.0;-336.0;-1;-12;613.0;1;-50
-107.0;0;7;-20;360.0;83.0;-352.0;7;20;606.0;7;-50
-96.0;-6;6;56;369.0;80.0;-356.0;11;-56;603.0;6;-50
-87.0;-2;-27;-32;353.0;82.0;-373.0;0;32;596.0;-27;-50
-87.0;-1;9;12;350.0;76.0;-356.0;-5;-12;595.0;9;-50
-101.0;-1;-26;2;323.0;64.0;-348.0;1;-2;596.0;-26;-50
-117.0;3;-9;-33;341.0;6.0;-361.0;0;33;603.0;-9;-50
-111.0;0;23;-1;367.0;-29.0;-351.0;-2;1;607.0;23;-50
-135.0;-3;15;-4;358.0;-29.0;-360.0;4;4;607.0;15;-50
-126.0;-5;15;-21;349.0;-11.0;-342.0;1;21;599.0;15;-50
-122.0;-7;-18;17;348.0;-5.0;-348.0;3;-17;595.0;-18;-50
-95.0;-6;12;23;345.0;18.0;-372.0;-6;-23;588.0;12;-50
-117.0;5;-12;29;300.0;57.0;-348.0;-3;-29;579.0;-12;-50
-105.0;2;-31;-20;307.0;58.0;-367.0;-2;20;578.0;-31;-50
-111.0;-4;-2;-1;303.0;65.0;-367.0;-3;1;578.0;-2;-50
-109.0;25;-1;1;310.0;68.0;-363.0;-3;-1;578.0;-1;-50
-113.0;3;0;11;306.0;69.0;-366.0;2;-11;578.0;0;-50
-105.0;3;1;-11;315.0;69.0;-346.0;1;11;578.0;1;-50
-120.0;-3;-10;26;310.0;59.0;-375.0;-2;-26;577.0;-10;-50
-91.0;-3;42;1;300.0;54.0;-353.0;0;-1;570.0;42;-50
-121.0;-2;32;4;288.0;55.0;-362.0;5;-4;570.0;32;-50
-136.0;-2;-20;-1;293.0;52.0;-363.0;7;1;570.0;-20;-50
-107.0;2;-1;-11;289.0;49.0;-343.0;-4;11;569.0;-1;-50
-127.0;2;10;4;283.0;51.0;-355.0;4;-4;566.0;10;-50
-112.0;-3;6;33;282.0;51.0;-352.0;3;-33;565.0;6;-50
-117.0;-1;24;-5;276.0;46.0;-358.0;4;5;560.0;24;-50
-99.0;0;13;24;277.0;46.0;-354.0;3;-24;561.0;13;-50
-112.0;0;23;1;277.0;47.0;-350.0;-2;-1;563.0;23;-50
-110.0;-1;-7;17;275.0;44.0;-356.0;-2;-17;561.0;-7;-50
-134.0;2;-1;24;271.0;45.0;-353.0;2;-24;560.0;-1;-50
-137.0;9;-21;4;263.0;39.0;-355.0;4;-4;557.0;-21;-50
-126.0;7;-8;19;258.0;40.0;-352.0;4;-19;556.0;-8;-50
-126.0;-1;-9;16;255.0;40.0;-363.0;-4;-16;550.0;-9;-50
-144.0;6;-63;-14;250.0;43.0;-358.0;-3;14;550.0;-63;-50
-143.0;-9;3;-3;240.0;42.0;-346.0;1;3;544.0;3;-50
-131.0;3;-6;-10;237.0;45.0;-355.0;-2;10;543.0;-6;-50
-130.0;0;0;-9;236.0;46.0;-359.0;-2;9;544.0;0;-50
-126.0;-5;-10;-18;236.0;46.0;-365.0;0;18;543.0;-10;-50
-130.0;1;-2;14;241.0;42.0;-360.0;5;-14;547.0;-2;-50
-142.0;0;19;-33;250.0;48.0;-362.0;-14;33;551.0;19;-50
-121.0;-10;19;-27;257.0;54.0;-353.0;-10;27;555.0;19;-50
-126.0;-6;10;10;256.0;50.0;-354.0;1;-10;550.0;10;-50
-127.0;1;6;24;267.0;57.0;-363.0;-2;-24;554.0;6;-50
-151.0;1;14;-23;263.0;75.0;-342.0;-5;23;547.0;14;-50
-136.0;-6;13;20;256.0;76.0;-350.0;-9;-20;547.0;13;-50
-148.0;-5;-5;12;253.0;78.0;-350.0;-1;-12;544.0;-5;-50
-141.0;2;2;-11;262.0;81.0;-347.0;1;11;546.0;2;-50
-127.0;-2;-26;36;239.0;72.0;-373.0;-10;-36;542.0;-26;-50
-136.0;3;-32;23;245.0;70.0;-345.0;-7;-23;546.0;-32;-50
-126.0;6;1;-3;245.0;63.0;-364.0;-5;3;547.0;1;-50
-139.0;-9;0;-20;258.0;53.0;-352.0;-2;20;555.0;0;-50
-147.0;-3;-5;25;275.0;38.0;-356.0;1;-25;564.0;-5;-50
-154.0;-2;-11;1;321.0;12.0;-360.0;0;-1;576.0;-11;-50
-158.0;3;-2;0;326.0;10.0;-358.0;-6;0;580.0;-2;-50
-161.0;2;-18;-1;308.0;11.0;-360.0;-2;1;577.0;-18;-50
-145.0;-1;-17;24;306.0;17.0;-354.0;3;-24;573.0;-17;-50
-126.0;-2;19;34;271.0;52.0;-359.0;1;-34;556.0;19;-50
-116.0;-2;1;25;269.0;58.0;-354.0;-2;-25;556.0;1;-50
-134.0;2;4;11;262.0;62.0;-349.0;-6;-11;553.0;4;-50
-118.0;-4;30;2;224.0;84.0;-355.0;-4;-2;561.0;30;-50
-24.0;2;-8;-11;277.0;77.0;-351.0;2;11;565.0;-8;-50
-76.0;3;-4;-45;291.0;74.0;-357.0;5;45;568.0;-4;-50
-87.0;-3;-22;-14;295.0;73.0;-364.0;3;14;569.0;-22;-50
-92.0;0;40;3;323.0;69.0;-370.0;2;-3;576.0;40;-50
-106.0;-1;-12;-13;350.0;68.0;-355.0;3;13;580.0;-12;-50
-72.0;-2;22;3;361.0;63.0;-372.0;2;-3;583.0;22;-50
-87.0;-2;-17;-37;357.0;66.0;-373.0;13;37;582.0;-17;-50
-36.0;-2;-9;16;361.0;65.0;-363.0;2;-16;583.0;-9;-50
-44.0;-62;55;-8;178.0;79.0;-174.0;11;8;940.0;55;-43
8.0;6;-23;-8;319.0;82.0;-375.0;-5;8;586.0;-23;-50
-142.0;-5;-9;27;376.0;106.0;-355.0;1;-27;592.0;-9;-50
-41.0;-4;8;-10;355.0;101.0;-354.0;1;10;593.0;8;-50
24.0;-2;-32;0;353.0;102.0;-354.0;6;0;593.0;-32;-50
38.0;3;38;1;395.0;50.0;-355.0;3;-1;603.0;38;-50
28.0;0;-3;-20;403.0;40.0;-364.0;0;20;606.0;-3;-50
41.0;-2;-21;0;393.0;41.0;-364.0;0;0;606.0;-21;-50
33.0;-6;0;-9;393.0;45.0;-365.0;6;9;605.0;0;-50
8.0;-5;16;-25;390.0;45.0;-376.0;-2;25;606.0;16;-50
3.0;-4;25;-41;392.0;45.0;-364.0;-4;41;604.0;25;-50
2.0;-1;0;-11;403.0;50.0;-336.0;-1;11;605.0;0;-50
8.0;4;3;-16;374.0;52.0;-347.0;-2;16;605.0;3;-50
30.0;-2;10;6;388.0;53.0;-354.0;-8;-6;606.0;10;-50
-61.0;1;-16;-9;400.0;58.0;-374.0;-2;9;609.0;-16;-50
-9.0;1;13;-10;434.0;79.0;-346.0;0;10;614.0;13;-50
-35.0;-3;-16;-33;374.0;67.0;-362.0;7;33;604.0;-16;-50
-18.0;-9;-13;-29;384.0;67.0;-363.0;-5;29;604.0;-13;-50
-65.0;-5;28;4;383.0;68.0;-355.0;-3;-4;604.0;28;-50
-59.0;3;30;2;376.0;56.0;-362.0;6;-2;604.0;30;-50
110.0;0;-27;-11;379.0;60.0;-346.0;6;11;605.0;-27;-50
107.0;11;-10;5;385.0;55.0;-347.0;-1;-5;607.0;-10;-50
120.0;0;-2;7;373.0;45.0;-346.0;-1;-7;605.0;-2;-50
-8.0;-1;-14;24;378.0;44.0;-351.0;-1;-24;603.0;-14;-50
2.0;6;-10;26;377.0;49.0;-361.0;2;-26;604.0;-10;-50
49.0;-4;7;-30;375.0;43.0;-362.0;-1;30;605.0;7;-50
93.0;-1;5;15;371.0;49.0;-372.0;1;-15;605.0;5;-50
70.0;2;-3;-17;374.0;48.0;-370.0;-2;17;605.0;-3;-50
-56.0;-2;-35;16;372.0;46.0;-354.0;-2;-16;603.0;-35;-50
-23.0;6;-7;9;365.0;50.0;-353.0;1;-9;603.0;-7;-50
-48.0;7;-23;1;376.0;51.0;-355.0;-5;-1;603.0;-23;-50
-60.0;1;-12;2;375.0;54.0;-363.0;1;-2;603.0;-12;-50
-30.0;0;-29;1;381.0;55.0;-362.0;-3;-1;602.0;-29;-50
-107.0;2;-3;-31;376.0;73.0;-356.0;-5;31;604.0;-3;-50
-143.0;-2;-25;-1;374.0;77.0;-362.0;-6;1;604.0;-25;-50
-133.0;-2;-36;17;351.0;71.0;-351.0;-5;-17;601.0;-36;-50
19.0;2;-10;-9;319.0;55.0;-356.0;5;9;581.0;-10;-50
-87.0;0;-37;-6;338.0;67.0;-352.0;-1;6;589.0;-37;-50
5.0;7;-38;0;365.0;48.0;-360.0;2;0;608.0;-38;-50
46.0;9;-12;2;403.0;34.0;-355.0;-5;-2;611.0;-12;-50
43.0;2;-19;-7;378.0;28.0;-354.0;-7;7;610.0;-19;-50
41.0;3;-22;-12;370.0;36.0;-358.0;-6;12;615.0;-22;-50
23.0;-1;-46;-4;385.0;33.0;-347.0;0;4;615.0;-46;-50
31.0;-11;81;298;385.0;123.0;-352.0;-13;-298;594.0;81;-51
39.0;12;10;2;399.0;37.0;-358.0;-4;-2;614.0;10;-50
39.0;6;21;12;408.0;36.0;-352.0;0;-12;618.0;21;-50
28.0;-3;9;14;405.0;39.0;-362.0;-3;-14;616.0;9;-50
28.0;-5;17;5;400.0;37.0;-372.0;-3;-5;620.0;17;-50
39.0;2;-9;-23;398.0;41.0;-353.0;-3;23;619.0;-9;-50
30.0;-1;-29;11;401.0;38.0;-376.0;-4;-11;617.0;-29;-50
40.0;-7;-27;0;403.0;39.0;-339.0;-4;0;616.0;-27;-50
40.0;0;-15;15;397.0;38.0;-363.0;1;-15;617.0;-15;-50
39.0;-4;-18;19;401.0;45.0;-356.0;3;-19;618.0;-18;-50
31.0;-1;-20;13;396.0;46.0;-355.0;4;-13;618.0;-20;-50
36.0;-2;-38;-15;399.0;48.0;-372.0;7;15;617.0;-38;-50
32.0;-5;-41;-31;401.0;46.0;-354.0;-3;31;617.0;-41;-50
21.0;-1;21;-17;399.0;50.0;-367.0;1;17;618.0;21;-50
19.0;3;-29;2;398.0;49.0;-371.0;-2;-2;617.0;-29;-50
29.0;2;0;-25;403.0;51.0;-362.0;2;25;620.0;0;-50
39.0;5;-4;-11;402.0;52.0;-355.0;-1;11;618.0;-4;-50
34.0;5;-3;-8;396.0;53.0;-355.0;-2;8;620.0;-3;-50
37.0;3;7;20;404.0;53.0;-364.0;5;-20;619.0;7;-50
30.0;1;-10;-12;402.0;52.0;-361.0;6;12;620.0;-10;-50
64.0;-7;17;15;409.0;51.0;-355.0;0;-15;621.0;17;-50
-9.0;0;12;12;379.0;59.0;-355.0;-1;-12;619.0;12;-50
27.0;5;-30;8;410.0;51.0;-364.0;0;-8;621.0;-30;-50
15.0;-248;-87;68;367.0;130.0;82.0;25;-68;976.0;-87;-41
1.0;8;0;-1;409.0;54.0;-354.0;1;1;620.0;0;-50
9.0;2;-22;-21;402.0;52.0;-342.0;-7;21;618.0;-22;-50
46.0;-2;-42;3;402.0;52.0;-366.0;-8;-3;617.0;-42;-50
55.0;-1;0;-14;409.0;51.0;-357.0;-5;14;617.0;0;-50
-6.0;-3;-15;-5;405.0;54.0;-354.0;-3;5;619.0;-15;-50
37.0;-1;-48;9;408.0;52.0;-354.0;-5;-9;620.0;-48;-50
5.0;1;-18;9;408.0;57.0;-359.0;0;-9;619.0;-18;-50
-10.0;-3;-8;9;401.0;55.0;-359.0;3;-9;619.0;-8;-50
33.0;4;-48;-9;396.0;56.0;-364.0;0;9;620.0;-48;-50
35.0;-2;6;-1;409.0;58.0;-354.0;3;1;619.0;6;-50
0.0;-5;-3;-4;409.0;58.0;-370.0;-5;4;618.0;-3;-50
2.0;-126;-51;51;448.0;98.0;-111.0;-61;-51;1009.0;-51;-35
