Accelerometer LUA^ accZ;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit LUA magneticX;Accelerometer LH accY;InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit BACK gyroZ
263.0;296.0;362.0;806;532.0;978.0;-24;-176;308;-415.0;21.0
252.0;297.0;357.0;805;527.0;990.0;-24;-176;310;-408.0;26.0
233.0;301.0;340.0;802;521.0;985.0;-24;-176;305;-397.0;35.0
255.0;273.0;180.0;799;483.0;1082.0;-23;-180;321;-449.0;46.0
268.0;217.0;140.0;807;336.0;992.0;-34;-166;235;-412.0;147.0
198.0;305.0;298.0;800;494.0;998.0;-24;-176;302;-349.0;96.0
221.0;292.0;311.0;801;494.0;979.0;-24;-176;305;-332.0;8.0
247.0;290.0;319.0;800;498.0;969.0;-24;-176;309;-332.0;1.0
284.0;289.0;316.0;797;495.0;1015.0;-24;-176;303;-323.0;22.0
264.0;293.0;319.0;796;494.0;1032.0;-24;-176;308;-318.0;-10.0
270.0;292.0;331.0;797;501.0;991.0;-24;-176;307;-321.0;30.0
221.0;289.0;333.0;800;501.0;974.0;-24;-176;298;-321.0;27.0
255.0;293.0;334.0;803;503.0;1015.0;-24;-176;299;-323.0;-27.0
249.0;293.0;331.0;798;503.0;978.0;-24;-176;307;-323.0;45.0
272.0;294.0;331.0;797;505.0;1005.0;-24;-176;306;-327.0;-9.0
-177.0;735.0;344.0;737;749.0;719.0;-40;-210;185;-56.0;-65.0
164.0;860.0;673.0;2182;824.0;1083.0;-63;-182;757;-86.0;-235.0
262.0;295.0;330.0;796;504.0;988.0;-24;-176;306;-327.0;-33.0
94.0;481.0;389.0;629;499.0;975.0;-26;-218;342;-87.0;33.0
303.0;296.0;326.0;800;504.0;1016.0;-24;-176;308;-329.0;-17.0
236.0;294.0;326.0;803;501.0;1020.0;-24;-176;304;-320.0;14.0
209.0;299.0;314.0;794;498.0;990.0;-24;-176;311;-323.0;-4.0
152.0;473.0;470.0;808;497.0;1003.0;-33;146;288;-584.0;184.0
230.0;302.0;310.0;796;502.0;989.0;-24;-176;315;-336.0;-64.0
33.0;253.0;108.0;791;441.0;983.0;-33;-178;445;-270.0;-114.0
213.0;304.0;325.0;795;508.0;990.0;-24;-176;306;-352.0;-62.0
206.0;307.0;350.0;805;518.0;1059.0;-24;-176;303;-355.0;-19.0
234.0;308.0;357.0;801;525.0;1004.0;-24;-176;305;-359.0;-25.0
280.0;308.0;370.0;808;537.0;911.0;-24;-176;302;-381.0;-75.0
278.0;292.0;325.0;799;515.0;986.0;-24;-176;306;-410.0;-50.0
246.0;295.0;333.0;801;516.0;953.0;-24;-176;307;-410.0;4.0
243.0;301.0;349.0;801;526.0;1030.0;-24;-176;306;-403.0;23.0
237.0;305.0;340.0;801;522.0;997.0;-24;-176;305;-403.0;25.0
225.0;305.0;339.0;800;523.0;997.0;-24;-176;304;-403.0;45.0
237.0;306.0;336.0;800;519.0;994.0;-24;-176;310;-393.0;34.0
305.0;300.0;339.0;803;520.0;986.0;-24;-176;306;-388.0;-3.0
274.0;302.0;342.0;801;523.0;1006.0;-24;-176;310;-389.0;26.0
260.0;300.0;341.0;801;522.0;1005.0;-24;-176;309;-389.0;-11.0
274.0;301.0;342.0;801;522.0;995.0;-24;-176;314;-391.0;-42.0
267.0;301.0;343.0;803;521.0;1011.0;-24;-176;311;-392.0;-9.0
264.0;301.0;342.0;803;521.0;975.0;-24;-176;305;-390.0;-26.0
274.0;299.0;338.0;801;520.0;1001.0;-24;-176;310;-394.0;21.0
263.0;296.0;335.0;800;519.0;980.0;-24;-176;308;-392.0;-11.0
256.0;295.0;335.0;800;518.0;1007.0;-24;-176;310;-393.0;-17.0
-67.0;700.0;317.0;563;747.0;712.0;-41;180;323;-101.0;47.0
252.0;296.0;336.0;809;518.0;974.0;-24;-176;310;-394.0;-15.0
9.0;427.0;319.0;806;495.0;920.0;-23;157;303;-130.0;133.0
241.0;528.0;506.0;764;587.0;1000.0;-37;-166;315;-367.0;-25.0
274.0;297.0;334.0;802;519.0;993.0;-24;-176;310;-394.0;11.0
275.0;295.0;334.0;799;519.0;977.0;-24;-176;310;-395.0;2.0
245.0;302.0;337.0;798;523.0;988.0;-24;-176;310;-403.0;-2.0
294.0;296.0;351.0;795;528.0;1021.0;-24;-176;307;-398.0;-105.0
275.0;302.0;349.0;802;528.0;985.0;-24;-176;304;-400.0;13.0
277.0;299.0;350.0;802;528.0;990.0;-24;-176;314;-401.0;-10.0
254.0;300.0;352.0;800;532.0;986.0;-24;-176;308;-403.0;-11.0
293.0;303.0;348.0;795;528.0;1006.0;-24;-176;317;-402.0;8.0
271.0;302.0;344.0;798;527.0;1015.0;-24;-176;313;-400.0;21.0
109.0;340.0;215.0;822;413.0;1129.0;-24;164;255;-49.0;206.0
281.0;300.0;334.0;799;519.0;1009.0;-24;-176;309;-392.0;5.0
272.0;300.0;332.0;799;517.0;1001.0;-24;-176;308;-387.0;17.0
278.0;296.0;331.0;801;516.0;974.0;-24;-176;308;-383.0;13.0
294.0;295.0;333.0;807;518.0;1000.0;-24;-176;309;-384.0;-26.0
290.0;292.0;339.0;803;520.0;978.0;-24;-176;308;-393.0;-24.0
306.0;286.0;338.0;803;520.0;990.0;-24;-176;309;-397.0;-25.0
287.0;291.0;334.0;805;515.0;1024.0;-24;-176;311;-389.0;15.0
294.0;291.0;332.0;809;514.0;975.0;-24;-176;307;-386.0;15.0
303.0;291.0;332.0;807;515.0;985.0;-24;-176;301;-386.0;14.0
286.0;288.0;330.0;798;514.0;1017.0;-24;-176;308;-392.0;-26.0
279.0;290.0;331.0;800;514.0;1013.0;-24;-176;308;-393.0;-42.0
277.0;295.0;336.0;808;517.0;976.0;-24;-176;303;-397.0;21.0
264.0;298.0;335.0;797;518.0;1016.0;-24;-176;307;-405.0;-16.0
255.0;299.0;333.0;801;514.0;1022.0;-24;-176;307;-405.0;10.0
277.0;299.0;332.0;806;515.0;1010.0;-24;-176;309;-405.0;-1.0
291.0;303.0;330.0;802;513.0;997.0;-24;-176;309;-401.0;55.0
254.0;303.0;331.0;802;513.0;1006.0;-24;-176;305;-399.0;21.0
301.0;304.0;331.0;801;513.0;999.0;-24;-176;305;-397.0;36.0
274.0;298.0;340.0;802;521.0;990.0;-24;-176;308;-393.0;-7.0
298.0;307.0;327.0;797;513.0;992.0;-24;-176;307;-380.0;5.0
285.0;311.0;326.0;801;513.0;1021.0;-24;-176;306;-376.0;29.0
266.0;309.0;328.0;799;511.0;971.0;-24;-176;309;-370.0;25.0
261.0;309.0;329.0;805;513.0;966.0;-24;-177;305;-367.0;36.0
238.0;306.0;333.0;806;513.0;998.0;-24;-177;303;-366.0;44.0
298.0;300.0;341.0;803;515.0;983.0;-24;-177;307;-352.0;-9.0
278.0;302.0;332.0;803;514.0;992.0;-24;-177;317;-354.0;-46.0
268.0;303.0;324.0;805;510.0;1017.0;-24;-177;307;-346.0;-9.0
273.0;301.0;322.0;800;507.0;1025.0;-24;-177;307;-347.0;16.0
287.0;288.0;320.0;801;502.0;995.0;-24;-177;311;-338.0;-42.0
382.0;361.0;103.0;810;503.0;891.0;-31;-167;235;-371.0;-150.0
265.0;283.0;306.0;797;496.0;1020.0;-24;-177;308;-337.0;7.0
270.0;281.0;306.0;802;495.0;1005.0;-24;-177;304;-332.0;9.0
267.0;280.0;306.0;802;495.0;1020.0;-24;-177;303;-329.0;15.0
249.0;281.0;307.0;803;495.0;1005.0;-24;-177;306;-327.0;-2.0
41.0;408.0;999.0;792;1002.0;1049.0;-27;-175;306;-468.0;-236.0
281.0;282.0;306.0;807;494.0;1016.0;-24;-177;305;-322.0;4.0
248.0;286.0;308.0;795;494.0;980.0;-24;-177;308;-320.0;21.0
269.0;286.0;318.0;797;502.0;990.0;-24;-177;303;-325.0;0.0
264.0;287.0;319.0;799;503.0;990.0;-24;-177;305;-325.0;-15.0
256.0;287.0;333.0;796;512.0;1015.0;-24;-177;306;-354.0;13.0
256.0;287.0;334.0;801;515.0;1016.0;-24;-177;302;-359.0;6.0
256.0;293.0;332.0;798;517.0;996.0;-24;-177;300;-362.0;-15.0
265.0;290.0;335.0;798;517.0;983.0;-24;-177;299;-364.0;-7.0
224.0;295.0;350.0;799;528.0;985.0;-24;-177;300;-391.0;-56.0
-85.0;322.0;59.0;823;404.0;818.0;-47;-175;298;-31.0;688.0
271.0;195.0;-112.0;802;251.0;689.0;-26;-174;296;-39.0;150.0
216.0;286.0;175.0;795;374.0;1245.0;-33;-122;203;-305.0;140.0
226.0;294.0;353.0;803;530.0;997.0;-24;-177;298;-394.0;-52.0
285.0;288.0;356.0;795;534.0;987.0;-24;-177;298;-407.0;-41.0
153.0;876.0;738.0;823;757.0;884.0;-27;124;279;-537.0;392.0
252.0;305.0;354.0;801;532.0;988.0;-24;-177;307;-434.0;21.0
-214.0;458.0;521.0;800;767.0;883.0;-10;179;263;-288.0;39.0
334.0;286.0;586.0;803;602.0;951.0;19;-146;271;-591.0;-110.0
67.0;645.0;638.0;789;832.0;1102.0;-10;179;281;-259.0;-344.0
215.0;292.0;505.0;805;601.0;1186.0;-24;-178;305;-497.0;-27.0
151.0;997.0;1021.0;777;913.0;976.0;-27;-157;302;-91.0;112.0
180.0;227.0;377.0;814;593.0;1256.0;-32;83;319;-413.0;341.0
192.0;274.0;393.0;787;592.0;936.0;-24;-192;322;-476.0;112.0
168.0;278.0;276.0;799;538.0;964.0;-23;-178;311;-509.0;66.0
167.0;487.0;461.0;799;621.0;1008.0;-35;211;274;-247.0;95.0
281.0;229.0;248.0;804;506.0;1057.0;-24;-178;308;-504.0;9.0
251.0;260.0;332.0;804;528.0;1019.0;-24;-177;312;-454.0;-12.0
293.0;276.0;382.0;809;552.0;1008.0;-24;-177;308;-458.0;6.0
265.0;278.0;351.0;798;543.0;1024.0;-24;-177;302;-469.0;27.0
289.0;307.0;389.0;803;553.0;1044.0;-24;-177;298;-493.0;0.0
243.0;303.0;368.0;799;547.0;958.0;-24;-177;298;-466.0;13.0
272.0;291.0;358.0;803;542.0;1007.0;-24;-177;304;-432.0;28.0
242.0;261.0;354.0;801;539.0;1006.0;-24;-177;308;-424.0;-64.0
246.0;237.0;353.0;802;540.0;1015.0;-24;-177;305;-413.0;-42.0
244.0;237.0;353.0;800;542.0;1007.0;-24;-177;304;-413.0;-46.0
253.0;237.0;355.0;800;542.0;1014.0;-24;-177;304;-413.0;-45.0
285.0;238.0;355.0;797;542.0;1004.0;-24;-177;309;-415.0;-35.0
251.0;241.0;356.0;800;543.0;985.0;-24;-177;312;-419.0;34.0
258.0;256.0;359.0;799;541.0;980.0;-24;-177;310;-430.0;74.0
260.0;279.0;358.0;807;535.0;968.0;-24;-177;302;-455.0;127.0
348.0;163.0;366.0;802;481.0;974.0;-22;-177;220;-558.0;415.0
437.0;349.0;492.0;846;350.0;1256.0;-41;-171;284;-268.0;535.0
79.0;69.0;351.0;801;555.0;1063.0;-31;164;249;-417.0;550.0
90.0;550.0;432.0;809;276.0;1018.0;-42;89;237;306.0;81.0
41.0;715.0;352.0;794;221.0;825.0;-27;223;276;391.0;-504.0
289.0;-17.0;-356.0;808;294.0;110.0;-26;-185;265;-269.0;28.0
259.0;-466.0;49.0;801;315.0;987.0;-25;-179;275;34.0;4.0
236.0;191.0;-268.0;558;79.0;1544.0;-57;-176;394;-62.0;237.0
319.0;314.0;459.0;811;579.0;1001.0;-23;-177;305;-506.0;59.0
-104.0;492.0;433.0;802;610.0;1395.0;-45;-14;320;-160.0;-115.0
286.0;305.0;359.0;794;547.0;984.0;-24;-177;299;-469.0;-58.0
184.0;309.0;372.0;799;557.0;1030.0;-23;-178;304;-516.0;-130.0
259.0;305.0;358.0;807;547.0;972.0;-24;-177;299;-474.0;-51.0
278.0;306.0;357.0;800;547.0;980.0;-24;-177;300;-472.0;-58.0
286.0;299.0;396.0;801;555.0;965.0;-24;-177;302;-507.0;-25.0
262.0;305.0;364.0;797;548.0;1006.0;-24;-177;298;-470.0;-34.0
233.0;309.0;389.0;804;550.0;988.0;-24;-168;308;-511.0;-24.0
2.0;272.0;514.0;718;638.0;1095.0;-32;-178;336;-519.0;96.0
275.0;321.0;416.0;798;557.0;915.0;-24;-161;317;-540.0;10.0
193.0;293.0;397.0;805;557.0;1011.0;-23;-177;306;-499.0;30.0
254.0;305.0;367.0;802;547.0;1003.0;-24;-177;300;-465.0;18.0
292.0;293.0;354.0;797;539.0;978.0;-24;-177;307;-456.0;29.0
235.0;291.0;351.0;802;535.0;997.0;-24;-177;306;-458.0;-13.0
275.0;291.0;353.0;800;536.0;989.0;-24;-177;306;-457.0;21.0
280.0;294.0;365.0;803;534.0;1005.0;-24;-177;307;-458.0;-23.0
250.0;291.0;361.0;795;534.0;986.0;-24;-177;318;-460.0;-40.0
256.0;289.0;360.0;797;533.0;979.0;-24;-177;319;-459.0;-39.0
252.0;289.0;360.0;787;533.0;999.0;-24;-177;320;-456.0;-5.0
295.0;285.0;358.0;799;531.0;987.0;-24;-177;322;-451.0;-5.0
284.0;283.0;357.0;799;530.0;960.0;-24;-177;318;-447.0;-58.0
299.0;282.0;356.0;796;530.0;943.0;-24;-177;316;-443.0;-24.0
299.0;279.0;356.0;794;529.0;997.0;-24;-177;319;-440.0;0.0
295.0;279.0;351.0;795;524.0;991.0;-24;-177;314;-438.0;-12.0
269.0;277.0;342.0;792;521.0;1012.0;-24;-177;316;-433.0;-7.0
342.0;273.0;306.0;806;506.0;1039.0;-23;-207;303;-440.0;10.0
311.0;280.0;337.0;794;519.0;966.0;-24;-177;316;-430.0;-51.0
262.0;283.0;337.0;802;521.0;983.0;-24;-177;312;-430.0;-26.0
313.0;285.0;338.0;801;520.0;992.0;-24;-177;309;-430.0;-20.0
275.0;292.0;343.0;806;523.0;987.0;-24;-177;303;-430.0;-14.0
231.0;303.0;356.0;795;533.0;1025.0;-24;-177;312;-438.0;-15.0
234.0;302.0;353.0;807;533.0;996.0;-24;-177;314;-437.0;-11.0
257.0;299.0;354.0;796;532.0;997.0;-24;-177;312;-436.0;-5.0
113.0;32.0;256.0;794;487.0;993.0;-23;-177;274;-364.0;-88.0
266.0;883.0;950.0;804;503.0;380.0;-26;-178;278;-39.0;-17.0
244.0;303.0;353.0;798;532.0;986.0;-24;-177;308;-436.0;48.0
285.0;301.0;355.0;801;531.0;1013.0;-24;-177;302;-438.0;49.0
249.0;301.0;354.0;803;535.0;988.0;-24;-177;299;-436.0;16.0
239.0;300.0;354.0;803;532.0;1004.0;-24;-177;302;-435.0;44.0
245.0;301.0;358.0;802;535.0;1002.0;-24;-177;303;-439.0;31.0
242.0;299.0;360.0;802;536.0;1020.0;-24;-177;309;-444.0;12.0
261.0;297.0;361.0;794;537.0;1009.0;-24;-177;311;-444.0;-36.0
232.0;298.0;361.0;802;538.0;986.0;-24;-177;303;-444.0;-46.0
242.0;301.0;363.0;803;541.0;996.0;-24;-177;303;-439.0;-21.0
242.0;304.0;362.0;797;541.0;990.0;-24;-177;305;-441.0;-48.0
253.0;305.0;367.0;798;541.0;985.0;-24;-177;300;-438.0;-26.0
256.0;306.0;367.0;792;541.0;1016.0;-24;-177;305;-435.0;-28.0
-119.0;191.0;770.0;579;662.0;1189.0;-38;-156;319;-394.0;126.0
293.0;291.0;353.0;796;534.0;995.0;-24;-177;299;-418.0;-35.0
369.0;1002.0;965.0;1237;944.0;1042.0;-26;55;112;-251.0;398.0
387.0;647.0;673.0;782;318.0;1521.0;-29;-221;239;270.0;-85.0
329.0;561.0;508.0;2358;528.0;1283.0;-14;175;-244;-485.0;129.0
-120.0;183.0;-88.0;532;361.0;892.0;-45;-175;406;20.0;-118.0
57.0;717.0;1003.0;796;501.0;608.0;-28;179;262;39.0;24.0
202.0;520.0;514.0;805;545.0;447.0;-23;166;265;-164.0;519.0
255.0;584.0;704.0;782;369.0;1057.0;-49;-165;224;30.0;-310.0
233.0;889.0;576.0;800;317.0;323.0;-18;-20;278;190.0;453.0
243.0;553.0;701.0;798;350.0;731.0;-27;180;292;-113.0;105.0
334.0;537.0;647.0;791;342.0;805.0;-27;179;306;-93.0;98.0
166.0;692.0;951.0;784;683.0;989.0;-25;178;287;-335.0;48.0
237.0;578.0;811.0;789;872.0;1036.0;-26;-168;265;-618.0;53.0
-423.0;553.0;343.0;753;425.0;1280.0;-40;184;371;-338.0;543.0
193.0;369.0;632.0;602;575.0;1058.0;-56;-169;768;-508.0;-254.0
732.0;-82.0;-351.0;42;-719.0;-320.0;-73;-176;215;144.0;-24.0
223.0;918.0;784.0;878;852.0;1421.0;-32;-181;261;-251.0;-335.0
-21.0;418.0;727.0;554;366.0;841.0;-77;-170;-261;33.0;-356.0
477.0;661.0;838.0;803;462.0;862.0;-13;162;279;77.0;125.0
357.0;558.0;652.0;785;374.0;841.0;-26;179;306;-70.0;35.0
410.0;555.0;655.0;788;377.0;872.0;-26;179;309;-71.0;14.0
82.0;511.0;427.0;795;541.0;969.0;-44;220;279;-66.0;181.0
382.0;552.0;651.0;791;374.0;887.0;-26;179;306;-65.0;8.0
16.0;-96.0;184.0;809;402.0;1075.0;-21;182;287;-153.0;-225.0
92.0;484.0;313.0;800;465.0;1145.0;-45;-181;295;-19.0;54.0
172.0;423.0;268.0;807;224.0;1007.0;-31;-179;272;518.0;4.0
324.0;309.0;327.0;799;514.0;1015.0;-24;-176;307;-379.0;21.0
236.0;237.0;-65.0;802;260.0;808.0;-26;-174;287;15.0;-96.0
392.0;559.0;634.0;796;374.0;885.0;-26;179;304;-42.0;-40.0
371.0;552.0;649.0;783;376.0;916.0;-26;179;309;-65.0;10.0
373.0;554.0;751.0;746;327.0;615.0;-24;176;376;-79.0;-223.0
215.0;296.0;521.0;801;602.0;775.0;-24;-179;306;-489.0;-16.0
254.0;308.0;414.0;798;554.0;674.0;-24;-171;300;-504.0;-98.0
277.0;-489.0;126.0;810;382.0;991.0;-19;178;256;-187.0;2.0
263.0;774.0;598.0;807;370.0;565.0;-25;-152;247;201.0;-51.0
490.0;773.0;677.0;804;344.0;1025.0;-25;171;259;186.0;-137.0
322.0;562.0;824.0;700;514.0;925.0;-64;161;62;-192.0;-235.0
265.0;-283.0;289.0;799;492.0;1021.0;-26;-178;281;-782.0;-39.0
295.0;433.0;626.0;778;430.0;1016.0;-34;-189;213;-176.0;228.0
206.0;625.0;511.0;972;467.0;1246.0;-33;-179;359;-204.0;285.0
356.0;173.0;599.0;723;377.0;921.0;-44;-160;396;-177.0;94.0
273.0;222.0;563.0;540;343.0;967.0;-40;-160;639;-185.0;215.0
68.0;851.0;776.0;806;395.0;1018.0;-25;177;267;54.0;-5.0
159.0;986.0;920.0;800;804.0;911.0;-25;141;256;35.0;-85.0
157.0;333.0;675.0;796;411.0;996.0;-36;-160;544;-253.0;-195.0
176.0;75.0;306.0;797;477.0;999.0;-27;174;279;-362.0;-127.0
245.0;-434.0;276.0;814;504.0;995.0;-31;164;252;-354.0;-12.0
260.0;555.0;531.0;-273;561.0;1079.0;-14;174;143;-469.0;57.0
202.0;303.0;502.0;769;596.0;878.0;-22;-170;245;-593.0;-113.0
-9.0;253.0;641.0;617;739.0;930.0;-39;179;401;-394.0;-296.0
284.0;739.0;559.0;-294;646.0;1092.0;-19;-184;828;-185.0;-128.0
196.0;480.0;718.0;489;512.0;901.0;-48;178;985;-23.0;-138.0
142.0;474.0;607.0;1073;698.0;1124.0;-30;-211;2753;-144.0;154.0
-165.0;887.0;834.0;761;305.0;989.0;-28;177;302;247.0;379.0
103.0;75.0;320.0;818;535.0;994.0;-25;178;361;-487.0;135.0
-304.0;1004.0;824.0;665;239.0;643.0;-37;-178;155;884.0;37.0
-617.0;743.0;746.0;804;34.0;1028.0;-43;-177;268;131.0;-38.0
246.0;161.0;399.0;887;525.0;1482.0;-24;-172;169;-625.0;314.0
247.0;309.0;359.0;806;537.0;1034.0;-24;-176;310;-434.0;40.0
262.0;296.0;359.0;802;534.0;1015.0;-24;-176;308;-429.0;13.0
261.0;301.0;366.0;798;537.0;988.0;-24;-176;313;-434.0;30.0
294.0;298.0;381.0;805;544.0;998.0;-24;-176;305;-433.0;-19.0
82.0;344.0;-54.0;830;277.0;882.0;-28;69;374;17.0;687.0
270.0;296.0;382.0;799;543.0;982.0;-24;-176;305;-432.0;-2.0
272.0;294.0;376.0;807;540.0;987.0;-24;-176;306;-427.0;-11.0
266.0;294.0;372.0;803;538.0;1002.0;-24;-176;310;-421.0;-16.0
193.0;116.0;300.0;807;468.0;1017.0;-23;-176;267;-394.0;-2.0
239.0;377.0;318.0;521;600.0;1044.0;1;-187;320;-439.0;385.0
204.0;124.0;847.0;814;991.0;1025.0;-19;-176;246;-564.0;194.0
282.0;923.0;833.0;-2633;574.0;1237.0;-3;-170;353;-92.0;257.0
251.0;300.0;396.0;798;561.0;1012.0;-24;-178;319;-529.0;-91.0
265.0;215.0;46.0;813;421.0;890.0;-31;-166;229;-521.0;-267.0
275.0;294.0;324.0;799;513.0;1013.0;-24;-176;305;-412.0;4.0
281.0;293.0;322.0;802;514.0;1025.0;-24;-176;304;-411.0;-22.0
292.0;291.0;342.0;790;488.0;1079.0;-23;-172;330;-563.0;-132.0
289.0;326.0;33.0;839;357.0;1393.0;-17;-153;277;-541.0;-237.0
232.0;334.0;258.0;787;558.0;1151.0;-10;-166;316;-496.0;-597.0
470.0;272.0;416.0;730;481.0;1520.0;7;-150;205;-511.0;-342.0
312.0;286.0;457.0;793;559.0;996.0;-24;-177;318;-455.0;-89.0
91.0;284.0;350.0;604;592.0;1065.0;-36;-180;524;-540.0;86.0
203.0;35.0;223.0;796;430.0;997.0;-23;-177;281;-487.0;28.0
51.0;517.0;392.0;776;474.0;831.0;-36;143;239;-311.0;-306.0
276.0;308.0;474.0;793;580.0;1048.0;-24;-179;327;-535.0;140.0
247.0;217.0;503.0;811;588.0;1059.0;-24;-171;259;-636.0;469.0
228.0;402.0;794.0;796;759.0;900.0;-34;-172;250;-523.0;-367.0
