InertialMeasurementUnit LUA Quaternion1;Accelerometer LWR accX;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RUA Quaternion2;Accelerometer LH accX
-167.0;-303.0;-20.0;94.0;-353.0;393.0;303.0
-413.0;-375.0;51.0;209.0;-447.0;439.0;365.0
-395.0;-313.0;-61.0;31.0;-354.0;434.0;420.0
-244.0;-203.0;-70.0;110.0;-408.0;409.0;246.0
-278.0;-273.0;-127.0;142.0;-395.0;391.0;482.0
-274.0;-258.0;-144.0;254.0;-380.0;383.0;285.0
-255.0;-331.0;-173.0;165.0;-369.0;376.0;228.0
-429.0;-346.0;15.0;-17.0;-366.0;430.0;452.0
-508.0;-626.0;-41.0;182.0;-372.0;443.0;583.0
-282.0;-418.0;5.0;60.0;-393.0;426.0;389.0
-137.0;-422.0;-190.0;11.0;-327.0;386.0;523.0
-162.0;-463.0;-147.0;38.0;-334.0;392.0;546.0
-194.0;-402.0;-104.0;53.0;-343.0;400.0;499.0
-231.0;-354.0;-66.0;31.0;-355.0;411.0;366.0
-222.0;-555.0;540.0;153.0;-617.0;251.0;667.0
-263.0;-192.0;-41.0;31.0;-373.0;423.0;296.0
-302.0;-201.0;-67.0;165.0;-365.0;417.0;278.0
-316.0;-222.0;-92.0;125.0;-360.0;411.0;388.0
-232.0;-321.0;-93.0;58.0;-359.0;405.0;264.0
-411.0;-624.0;491.0;332.0;-711.0;498.0;471.0
-176.0;-396.0;-179.0;36.0;-325.0;393.0;416.0
-566.0;-780.0;550.0;361.0;-802.0;322.0;712.0
-263.0;-457.0;-583.0;185.0;-224.0;273.0;603.0
-126.0;-253.0;-132.0;249.0;-284.0;336.0;275.0
-83.0;-357.0;-102.0;206.0;-291.0;359.0;463.0
-78.0;-506.0;-91.0;250.0;-286.0;367.0;455.0
-72.0;-573.0;-211.0;115.0;-338.0;357.0;588.0
-534.0;28.0;-133.0;451.0;-543.0;-18.0;311.0
-105.0;-350.0;-80.0;-64.0;-296.0;337.0;446.0
-143.0;-317.0;-26.0;-24.0;-306.0;339.0;417.0
-167.0;-357.0;-3.0;43.0;-308.0;341.0;446.0
-189.0;-337.0;15.0;125.0;-308.0;344.0;424.0
-108.0;-634.0;15.0;61.0;-285.0;299.0;337.0
-385.0;-365.0;-53.0;64.0;-406.0;318.0;227.0
-218.0;-287.0;24.0;117.0;-313.0;350.0;332.0
-247.0;-242.0;18.0;48.0;-326.0;362.0;265.0
-255.0;-195.0;-16.0;36.0;-342.0;376.0;305.0
-511.0;-101.0;-475.0;-37.0;-235.0;195.0;488.0
-310.0;-222.0;-228.0;63.0;-313.0;379.0;291.0
-305.0;-197.0;-229.0;146.0;-296.0;378.0;226.0
-296.0;-276.0;-219.0;162.0;-278.0;372.0;227.0
-280.0;-365.0;-213.0;162.0;-259.0;356.0;215.0
312.0;-236.0;-331.0;467.0;139.0;-10.0;272.0
-379.0;-331.0;-82.0;58.0;-393.0;307.0;253.0
-371.0;-370.0;-100.0;107.0;-385.0;305.0;216.0
-331.0;-249.0;-74.0;159.0;-356.0;298.0;155.0
-268.0;-282.0;-113.0;109.0;-388.0;268.0;156.0
-25.0;-390.0;-168.0;80.0;-225.0;288.0;439.0
-66.0;-358.0;-149.0;50.0;-244.0;301.0;371.0
-137.0;-248.0;-155.0;67.0;-284.0;320.0;191.0
-218.0;-259.0;-337.0;159.0;-302.0;332.0;199.0
-259.0;-269.0;-127.0;91.0;-394.0;247.0;163.0
-93.0;-133.0;43.0;219.0;-159.0;210.0;434.0
-231.0;-282.0;-60.0;27.0;-340.0;368.0;247.0
-291.0;-104.0;-45.0;158.0;-339.0;351.0;332.0
-328.0;-68.0;-122.0;104.0;-360.0;409.0;335.0
-52.0;-271.0;37.0;31.0;-206.0;297.0;340.0
-40.0;-424.0;-59.0;-6.0;-218.0;350.0;520.0
-40.0;-460.0;-74.0;29.0;-223.0;359.0;455.0
-41.0;-391.0;-79.0;68.0;-232.0;367.0;404.0
-759.0;-315.0;-179.0;72.0;-692.0;582.0;336.0
1.0;-438.0;-115.0;222.0;-146.0;271.0;433.0
-43.0;-466.0;-81.0;47.0;-244.0;375.0;534.0
367.0;-480.0;145.0;171.0;508.0;-452.0;506.0
-49.0;-351.0;116.0;70.0;-132.0;206.0;408.0
-95.0;-397.0;81.0;389.0;-345.0;379.0;427.0
-90.0;-69.0;6.0;149.0;-145.0;200.0;242.0
-128.0;-417.0;-7.0;175.0;-108.0;164.0;491.0
319.0;-222.0;-95.0;297.0;149.0;-55.0;161.0
-195.0;-364.0;151.0;259.0;-395.0;407.0;237.0
-329.0;-298.0;290.0;460.0;-486.0;367.0;66.0
-268.0;-344.0;-58.0;109.0;-400.0;218.0;311.0
-223.0;-429.0;156.0;217.0;-411.0;422.0;276.0
-303.0;-354.0;-231.0;118.0;-469.0;197.0;354.0
717.0;-176.0;-349.0;166.0;654.0;-433.0;138.0
706.0;-449.0;-259.0;151.0;659.0;-534.0;478.0
-334.0;-329.0;52.0;30.0;-435.0;462.0;312.0
-304.0;-308.0;-25.0;25.0;-427.0;457.0;354.0
-276.0;-292.0;-94.0;10.0;-420.0;455.0;405.0
-494.0;-360.0;-722.0;169.0;-413.0;257.0;293.0
-296.0;-52.0;-335.0;173.0;-420.0;436.0;393.0
-229.0;-214.0;-79.0;-230.0;-326.0;405.0;263.0
-261.0;-264.0;1.0;62.0;-303.0;335.0;214.0
-211.0;-349.0;-194.0;91.0;-373.0;418.0;406.0
-272.0;-328.0;-58.0;39.0;-398.0;432.0;301.0
-315.0;-232.0;16.0;33.0;-436.0;453.0;345.0
-351.0;-203.0;-8.0;188.0;-441.0;443.0;280.0
-339.0;-5.0;26.0;260.0;-534.0;575.0;87.0
-371.0;-352.0;-33.0;161.0;-445.0;440.0;521.0
-377.0;-283.0;-46.0;184.0;-444.0;438.0;358.0
-600.0;-219.0;319.0;497.0;-670.0;53.0;637.0
-731.0;-108.0;-12.0;520.0;-391.0;159.0;624.0
-187.0;-367.0;-64.0;-35.0;-363.0;433.0;514.0
-246.0;-320.0;79.0;32.0;-384.0;438.0;378.0
-163.0;-236.0;11.0;144.0;-145.0;224.0;280.0
15.0;-373.0;-42.0;-44.0;-116.0;242.0;424.0
-225.0;-316.0;-264.0;257.0;-260.0;306.0;312.0
-192.0;-332.0;-2.0;214.0;-384.0;411.0;511.0
-189.0;-468.0;-16.0;184.0;-377.0;418.0;460.0
-199.0;-557.0;-24.0;118.0;-357.0;424.0;616.0
-207.0;-459.0;-12.0;27.0;-347.0;419.0;521.0
-210.0;-333.0;4.0;-10.0;-348.0;416.0;322.0
-214.0;-366.0;34.0;-41.0;-353.0;414.0;388.0
-204.0;-224.0;-179.0;219.0;-292.0;339.0;255.0
-145.0;-227.0;-126.0;57.0;-308.0;354.0;289.0
-96.0;-359.0;-132.0;93.0;-286.0;345.0;303.0
-53.0;-344.0;-159.0;134.0;-274.0;339.0;374.0
-43.0;-487.0;-33.0;199.0;-207.0;307.0;459.0
-43.0;-461.0;-42.0;140.0;-189.0;303.0;518.0
-47.0;-498.0;-47.0;84.0;-179.0;298.0;593.0
-19.0;-393.0;-201.0;95.0;-269.0;339.0;475.0
-241.0;-329.0;-248.0;163.0;-329.0;363.0;473.0
-139.0;-219.0;-169.0;62.0;-339.0;377.0;511.0
-120.0;-221.0;-167.0;5.0;-330.0;373.0;370.0
-93.0;-343.0;-180.0;50.0;-311.0;365.0;344.0
-57.0;-389.0;-208.0;103.0;-290.0;351.0;370.0
-225.0;-254.0;-291.0;201.0;-288.0;330.0;439.0
-31.0;-307.0;-71.0;113.0;-242.0;291.0;363.0
-165.0;-279.0;-142.0;57.0;-296.0;344.0;378.0
-449.0;-269.0;53.0;325.0;-441.0;9.0;587.0
-143.0;-374.0;-142.0;71.0;-279.0;333.0;274.0
-49.0;-291.0;-224.0;50.0;-274.0;325.0;370.0
-114.0;-313.0;-234.0;29.0;-300.0;344.0;380.0
-106.0;-295.0;-159.0;110.0;-257.0;316.0;253.0
-746.0;-671.0;20.0;86.0;-602.0;636.0;803.0
-327.0;-430.0;552.0;148.0;-614.0;259.0;391.0
-664.0;-800.0;-238.0;183.0;-646.0;576.0;468.0
-797.0;-301.0;469.0;141.0;-741.0;602.0;311.0
-230.0;-33.0;-280.0;137.0;-269.0;302.0;205.0
-732.0;-634.0;-528.0;92.0;-660.0;492.0;712.0
-358.0;-546.0;-127.0;345.0;-614.0;418.0;558.0
75.0;-329.0;-132.0;4.0;-221.0;274.0;423.0
-363.0;-352.0;-159.0;285.0;-600.0;439.0;593.0
-405.0;-506.0;507.0;547.0;-785.0;178.0;522.0
17.0;-422.0;-299.0;78.0;-262.0;336.0;435.0
-355.0;-344.0;-298.0;196.0;-535.0;520.0;295.0
-155.0;-315.0;-619.0;147.0;46.0;-84.0;291.0
-334.0;-307.0;-52.0;299.0;-527.0;523.0;355.0
-350.0;-386.0;-57.0;184.0;-560.0;550.0;410.0
-235.0;-250.0;437.0;277.0;-432.0;439.0;472.0
-380.0;-386.0;-125.0;293.0;-441.0;-23.0;699.0
-671.0;-515.0;-214.0;205.0;-542.0;409.0;484.0
77.0;-514.0;-429.0;52.0;-162.0;310.0;624.0
-361.0;-404.0;-14.0;-52.0;-652.0;605.0;509.0
-363.0;-477.0;-45.0;-5.0;-520.0;558.0;491.0
-350.0;-375.0;-45.0;168.0;-488.0;581.0;367.0
-265.0;-339.0;242.0;-4.0;-387.0;416.0;430.0
-158.0;-127.0;-139.0;60.0;-307.0;353.0;329.0
-344.0;-337.0;-195.0;199.0;-464.0;595.0;249.0
-232.0;-283.0;117.0;-45.0;-370.0;412.0;338.0
-377.0;-248.0;81.0;197.0;-438.0;451.0;-20.0
-342.0;-211.0;-121.0;201.0;-463.0;620.0;336.0
-233.0;-640.0;2.0;248.0;-474.0;466.0;473.0
600.0;-444.0;-264.0;132.0;286.0;-161.0;409.0
-519.0;-502.0;300.0;315.0;-746.0;596.0;-142.0
-141.0;-268.0;199.0;59.0;-212.0;264.0;312.0
246.0;-642.0;-543.0;348.0;336.0;-120.0;762.0
-211.0;-769.0;-136.0;-83.0;-349.0;190.0;434.0
-504.0;-212.0;-404.0;223.0;-760.0;-133.0;545.0
-393.0;-393.0;-159.0;291.0;-442.0;-24.0;687.0
-160.0;-357.0;-230.0;-17.0;-348.0;442.0;414.0
-374.0;-294.0;-95.0;302.0;-528.0;498.0;600.0
-244.0;-490.0;230.0;311.0;-559.0;43.0;542.0
-100.0;-283.0;-565.0;-65.0;-293.0;360.0;418.0
-690.0;-598.0;230.0;-10.0;-638.0;576.0;345.0
-342.0;-414.0;46.0;51.0;-507.0;535.0;351.0
-86.0;-322.0;26.0;7.0;-376.0;204.0;194.0
-226.0;-352.0;-518.0;47.0;-287.0;302.0;364.0
-316.0;-339.0;-378.0;-22.0;-300.0;449.0;275.0
-230.0;-189.0;-279.0;26.0;-408.0;445.0;392.0
-234.0;-371.0;-162.0;22.0;-408.0;462.0;200.0
-336.0;-593.0;-488.0;180.0;-496.0;183.0;45.0
104.0;-64.0;202.0;156.0;-152.0;204.0;-12.0
-176.0;-126.0;83.0;445.0;-320.0;203.0;144.0
781.0;-265.0;374.0;235.0;754.0;-496.0;274.0
-299.0;-303.0;565.0;173.0;-621.0;262.0;655.0
-216.0;-485.0;-112.0;-29.0;-357.0;383.0;180.0
-225.0;-277.0;-222.0;-35.0;-407.0;460.0;423.0
-127.0;-307.0;-381.0;63.0;-249.0;329.0;395.0
-189.0;-512.0;-156.0;-13.0;-301.0;292.0;174.0
-241.0;-217.0;-341.0;147.0;-304.0;354.0;25.0
-746.0;-319.0;-312.0;71.0;-666.0;543.0;358.0
-74.0;-509.0;-344.0;69.0;-310.0;421.0;694.0
-702.0;-558.0;152.0;219.0;-741.0;464.0;798.0
-256.0;-399.0;-35.0;22.0;-443.0;527.0;336.0
-371.0;-412.0;336.0;263.0;-607.0;472.0;360.0
-177.0;-320.0;-55.0;173.0;-369.0;403.0;133.0
-787.0;-177.0;-227.0;199.0;-711.0;579.0;-61.0
-247.0;-447.0;156.0;151.0;-425.0;437.0;248.0
-279.0;-600.0;-115.0;32.0;-429.0;211.0;184.0
-289.0;-165.0;122.0;289.0;-509.0;422.0;350.0
-504.0;102.0;308.0;249.0;-557.0;521.0;246.0
-109.0;-230.0;152.0;56.0;-161.0;209.0;274.0
281.0;-399.0;-131.0;28.0;72.0;116.0;423.0
-29.0;-184.0;-116.0;333.0;-172.0;251.0;371.0
-67.0;-211.0;-122.0;333.0;-185.0;247.0;210.0
-251.0;-178.0;-83.0;116.0;-369.0;359.0;-7.0
-47.0;-242.0;15.0;-2.0;-209.0;311.0;348.0
-597.0;-409.0;-169.0;201.0;-590.0;454.0;781.0
-454.0;-273.0;-99.0;250.0;-724.0;617.0;145.0
-188.0;-103.0;-353.0;115.0;-285.0;355.0;384.0
-31.0;-287.0;-426.0;28.0;-228.0;299.0;87.0
-100.0;-309.0;-246.0;189.0;-439.0;260.0;117.0
-173.0;-320.0;-284.0;-48.0;-238.0;396.0;474.0
-97.0;-340.0;-233.0;-10.0;-418.0;237.0;237.0
-283.0;-340.0;-52.0;80.0;-424.0;455.0;133.0
-269.0;-325.0;-1.0;-29.0;-378.0;448.0;239.0
-295.0;-321.0;-247.0;99.0;-323.0;368.0;90.0
39.0;-238.0;-446.0;217.0;155.0;-86.0;690.0
-654.0;-734.0;-418.0;-28.0;-578.0;592.0;747.0
-245.0;-103.0;54.0;280.0;-388.0;369.0;102.0
-662.0;-663.0;-80.0;93.0;-583.0;619.0;628.0
-147.0;-434.0;-426.0;119.0;-371.0;432.0;489.0
-242.0;-299.0;-184.0;109.0;-363.0;370.0;78.0
-142.0;-603.0;-1082.0;-54.0;-125.0;-83.0;290.0
-193.0;-153.0;-197.0;250.0;-326.0;373.0;150.0
-181.0;-293.0;-365.0;83.0;-197.0;365.0;344.0
-234.0;-83.0;-39.0;49.0;-357.0;367.0;302.0
-27.0;-605.0;74.0;116.0;-262.0;171.0;274.0
-32.0;-538.0;78.0;53.0;-265.0;181.0;223.0
-188.0;-120.0;-153.0;46.0;-297.0;367.0;323.0
-67.0;-652.0;16.0;-44.0;-250.0;225.0;294.0
-113.0;-248.0;-271.0;337.0;-430.0;286.0;169.0
-821.0;-265.0;116.0;108.0;-696.0;581.0;360.0
-204.0;-225.0;-331.0;-20.0;-225.0;382.0;219.0
-103.0;-384.0;-249.0;337.0;-290.0;350.0;238.0
-124.0;-662.0;-66.0;-136.0;-282.0;312.0;297.0
-795.0;-299.0;259.0;363.0;-802.0;240.0;337.0
-710.0;-348.0;-385.0;354.0;-557.0;168.0;322.0
-210.0;-763.0;-50.0;9.0;-375.0;394.0;330.0
12.0;-83.0;37.0;87.0;-607.0;10.0;521.0
-81.0;-432.0;-102.0;-54.0;-280.0;358.0;552.0
-84.0;-204.0;-91.0;111.0;-355.0;401.0;252.0
-179.0;-330.0;-206.0;303.0;-481.0;141.0;160.0
-806.0;137.0;-83.0;187.0;-707.0;558.0;-50.0
-762.0;-419.0;164.0;202.0;-745.0;383.0;1169.0
-146.0;-199.0;-238.0;153.0;-198.0;260.0;-32.0
-187.0;-293.0;-521.0;179.0;-193.0;295.0;127.0
-190.0;-179.0;-31.0;-11.0;-404.0;418.0;366.0
-271.0;-809.0;188.0;278.0;-500.0;338.0;381.0
-215.0;-131.0;-49.0;39.0;-410.0;417.0;370.0
-523.0;-64.0;-37.0;144.0;-548.0;523.0;-104.0
-798.0;-480.0;97.0;29.0;-766.0;637.0;529.0
-78.0;-256.0;-319.0;201.0;-320.0;374.0;431.0
-767.0;-944.0;-181.0;220.0;-735.0;662.0;717.0
-758.0;-870.0;89.0;45.0;-637.0;554.0;1021.0
-628.0;-920.0;216.0;227.0;-604.0;548.0;759.0
30.0;-366.0;-341.0;-47.0;-218.0;300.0;476.0
32.0;-168.0;-205.0;227.0;30.0;71.0;-62.0
14.0;-295.0;-822.0;-85.0;-107.0;90.0;871.0
