Accelerometer LUA^ accZ;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit LUA magneticX;Accelerometer LH accY;InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit BACK gyroZ
184.0;166.0;322.0;813;464.0;1024.0;-23;171;257;-348.0;-1.0
191.0;161.0;318.0;811;466.0;1046.0;-23;174;263;-359.0;-2.0
201.0;152.0;311.0;809;467.0;1013.0;-23;188;260;-367.0;-8.0
245.0;150.0;308.0;813;465.0;1006.0;-23;109;254;-377.0;-45.0
229.0;148.0;306.0;812;464.0;967.0;-23;-186;255;-380.0;-35.0
211.0;127.0;315.0;807;467.0;999.0;-23;-177;270;-392.0;-34.0
205.0;124.0;312.0;810;467.0;1030.0;-23;-175;268;-393.0;-32.0
164.0;280.0;419.0;784;594.0;983.0;-24;-157;333;-476.0;125.0
192.0;274.0;393.0;787;592.0;936.0;-24;-192;322;-476.0;112.0
142.0;268.0;357.0;784;582.0;942.0;-24;-173;338;-478.0;104.0
168.0;260.0;271.0;791;556.0;945.0;-24;-177;342;-496.0;16.0
150.0;261.0;259.0;783;552.0;942.0;-24;-182;342;-500.0;-19.0
285.0;280.0;349.0;794;554.0;1078.0;-24;-179;336;-508.0;-87.0
267.0;288.0;421.0;790;563.0;1050.0;-24;-179;323;-500.0;-102.0
271.0;291.0;447.0;799;568.0;1051.0;-24;-179;332;-497.0;-108.0
245.0;296.0;500.0;795;585.0;1000.0;-24;-179;314;-494.0;-57.0
215.0;296.0;521.0;801;602.0;775.0;-24;-179;306;-489.0;-16.0
222.0;296.0;517.0;783;603.0;548.0;-24;-179;352;-493.0;-20.0
320.0;284.0;628.0;678;578.0;1380.0;-37;-171;254;-574.0;-92.0
223.0;281.0;460.0;803;592.0;824.0;-24;-178;294;-522.0;126.0
245.0;276.0;448.0;795;575.0;1007.0;-24;-178;291;-534.0;148.0
337.0;240.0;338.0;801;522.0;1016.0;-24;-178;312;-526.0;-18.0
292.0;232.0;293.0;793;517.0;978.0;-24;-178;296;-517.0;15.0
281.0;229.0;248.0;804;506.0;1057.0;-24;-178;308;-504.0;9.0
363.0;239.0;241.0;797;494.0;1010.0;-24;-178;308;-502.0;14.0
276.0;268.0;311.0;803;514.0;951.0;-24;-178;307;-483.0;-42.0
273.0;275.0;340.0;807;517.0;990.0;-24;-178;303;-476.0;-78.0
308.0;281.0;436.0;790;551.0;981.0;-24;-177;331;-461.0;-79.0
312.0;286.0;457.0;793;559.0;996.0;-24;-177;318;-455.0;-89.0
322.0;290.0;461.0;799;563.0;958.0;-24;-177;319;-455.0;-79.0
239.0;377.0;318.0;521;600.0;1044.0;1;-187;320;-439.0;385.0
227.0;319.0;400.0;792;554.0;1007.0;-24;-178;307;-506.0;45.0
235.0;319.0;389.0;801;548.0;1007.0;-24;-178;322;-510.0;1.0
233.0;309.0;389.0;804;550.0;988.0;-24;-168;308;-511.0;-24.0
254.0;308.0;414.0;798;554.0;674.0;-24;-171;300;-504.0;-98.0
156.0;119.0;310.0;815;468.0;1004.0;-23;-176;263;-391.0;-9.0
234.0;303.0;424.0;789;564.0;1064.0;-25;183;293;-512.0;5.0
193.0;116.0;300.0;807;468.0;1017.0;-23;-176;267;-394.0;-2.0
226.0;115.0;307.0;811;469.0;986.0;-23;-176;264;-394.0;-5.0
249.0;277.0;335.0;799;536.0;1033.0;-24;179;307;-531.0;-68.0
294.0;281.0;285.0;796;529.0;1005.0;-24;183;308;-548.0;65.0
305.0;292.0;310.0;800;534.0;996.0;-24;192;307;-543.0;44.0
256.0;317.0;398.0;798;551.0;954.0;-24;-197;320;-539.0;29.0
275.0;321.0;416.0;798;557.0;915.0;-24;-161;317;-540.0;10.0
302.0;325.0;441.0;794;565.0;958.0;-24;-171;315;-541.0;35.0
350.0;325.0;463.0;797;575.0;958.0;-24;-179;318;-542.0;50.0
347.0;322.0;476.0;796;583.0;1014.0;-24;-181;328;-539.0;69.0
242.0;340.0;561.0;656;522.0;1075.0;-9;-183;290;-687.0;170.0
315.0;299.0;576.0;804;583.0;1080.0;-25;-177;537;-692.0;126.0
276.0;308.0;474.0;793;580.0;1048.0;-24;-179;327;-535.0;140.0
240.0;298.0;429.0;793;568.0;1057.0;-24;-179;317;-536.0;-23.0
260.0;299.0;407.0;792;564.0;1035.0;-24;-178;315;-533.0;-84.0
251.0;300.0;396.0;798;561.0;1012.0;-24;-178;319;-529.0;-91.0
238.0;300.0;386.0;803;559.0;995.0;-24;-178;310;-527.0;-72.0
198.0;300.0;376.0;796;555.0;1006.0;-24;-178;312;-524.0;-78.0
184.0;309.0;372.0;799;557.0;1030.0;-23;-178;304;-516.0;-130.0
206.0;316.0;400.0;805;566.0;1012.0;-23;-177;297;-473.0;-204.0
160.0;332.0;416.0;766;573.0;875.0;-24;-178;308;-495.0;-119.0
217.0;114.0;307.0;811;469.0;1021.0;-23;-176;266;-394.0;-7.0
432.0;309.0;396.0;787;556.0;1018.0;-23;-178;322;-508.0;-157.0
168.0;278.0;276.0;799;538.0;964.0;-23;-178;311;-509.0;66.0
197.0;277.0;277.0;799;539.0;988.0;-23;-178;307;-510.0;69.0
212.0;284.0;300.0;797;535.0;1010.0;-23;-178;309;-504.0;60.0
289.0;313.0;447.0;809;577.0;986.0;-23;-178;320;-505.0;46.0
319.0;314.0;459.0;811;579.0;1001.0;-23;-177;305;-506.0;59.0
278.0;308.0;477.0;797;589.0;1028.0;-23;-176;311;-502.0;77.0
272.0;304.0;475.0;791;586.0;1047.0;-23;-177;308;-499.0;63.0
280.0;300.0;466.0;799;582.0;1039.0;-23;-177;314;-500.0;39.0
193.0;293.0;397.0;805;557.0;1011.0;-23;-177;306;-499.0;30.0
205.0;297.0;386.0;801;556.0;1024.0;-23;-177;306;-493.0;11.0
145.0;308.0;330.0;803;547.0;974.0;-23;-176;302;-493.0;-170.0
164.0;309.0;333.0;805;549.0;949.0;-23;-176;298;-493.0;-210.0
230.0;314.0;360.0;804;554.0;783.0;-23;-176;301;-486.0;-208.0
27.0;147.0;512.0;795;561.0;1016.0;-25;-172;244;-520.0;-296.0
204.0;318.0;414.0;797;572.0;794.0;-24;-180;320;-471.0;-156.0
204.0;317.0;423.0;765;576.0;828.0;-24;-180;370;-471.0;-116.0
215.0;313.0;435.0;766;574.0;1008.0;-24;-179;306;-472.0;-146.0
296.0;274.0;341.0;794;532.0;1053.0;-23;-179;311;-451.0;-59.0
191.0;268.0;160.0;797;481.0;928.0;-23;-180;317;-440.0;207.0
201.0;271.0;147.0;804;476.0;959.0;-23;-178;313;-443.0;164.0
441.0;292.0;-90.0;817;311.0;1342.0;-61;-175;318;-462.0;-138.0
342.0;273.0;306.0;806;506.0;1039.0;-23;-207;303;-440.0;10.0
276.0;304.0;451.0;798;577.0;1009.0;-23;176;310;-469.0;65.0
269.0;304.0;444.0;792;577.0;1054.0;-23;176;288;-470.0;79.0
244.0;305.0;437.0;787;577.0;1032.0;-23;176;295;-472.0;48.0
197.0;311.0;397.0;807;564.0;1001.0;-24;176;294;-484.0;-5.0
196.0;313.0;389.0;805;560.0;1009.0;-24;176;284;-489.0;-29.0
174.0;326.0;348.0;799;558.0;1043.0;-24;176;296;-483.0;-91.0
183.0;328.0;353.0;799;560.0;1042.0;-24;172;288;-482.0;-106.0
222.0;332.0;379.0;797;560.0;972.0;-24;153;296;-476.0;-70.0
228.0;340.0;429.0;794;580.0;1062.0;-24;-191;343;-475.0;-103.0
192.0;339.0;432.0;773;580.0;882.0;-24;-169;400;-479.0;-110.0
174.0;334.0;435.0;780;580.0;880.0;-24;-179;339;-482.0;-165.0
199.0;272.0;256.0;805;494.0;1094.0;-24;-177;304;-424.0;-7.0
135.0;269.0;171.0;796;478.0;1108.0;-24;-177;302;-423.0;120.0
207.0;113.0;316.0;807;471.0;994.0;-23;-176;263;-392.0;-7.0
194.0;115.0;319.0;806;472.0;1019.0;-23;-176;265;-393.0;0.0
195.0;116.0;321.0;806;474.0;992.0;-23;-176;268;-392.0;-21.0
159.0;110.0;276.0;804;466.0;1016.0;-23;-176;263;-413.0;-1.0
168.0;102.0;292.0;806;470.0;992.0;-23;-176;265;-424.0;30.0
132.0;92.0;315.0;810;482.0;1005.0;-23;-176;264;-440.0;28.0
122.0;90.0;318.0;807;486.0;1006.0;-23;-176;265;-441.0;77.0
134.0;91.0;329.0;807;488.0;1046.0;-23;-176;275;-442.0;0.0
136.0;112.0;396.0;802;511.0;1061.0;-24;-173;253;-481.0;-94.0
194.0;26.0;396.0;671;605.0;1032.0;-28;-173;352;-705.0;-157.0
192.0;-107.0;202.0;788;436.0;1013.0;-28;178;319;-231.0;-2.0
237.0;-467.0;280.0;804;506.0;999.0;-31;164;261;-318.0;-19.0
202.0;-313.0;280.0;803;510.0;984.0;-31;164;263;-379.0;82.0
39.0;-31.0;316.0;837;484.0;942.0;-27;97;235;-240.0;-19.0
118.0;31.0;377.0;794;504.0;1101.0;-27;81;280;-242.0;70.0
134.0;582.0;356.0;668;513.0;950.0;-69;-168;264;-303.0;-401.0
130.0;599.0;350.0;637;509.0;956.0;-67;-168;212;-291.0;-406.0
-6.0;531.0;234.0;1108;379.0;868.0;-56;169;126;3.0;83.0
2.0;272.0;514.0;718;638.0;1095.0;-32;-178;336;-519.0;96.0
136.0;268.0;477.0;801;580.0;1068.0;-24;-177;300;-426.0;29.0
604.0;260.0;499.0;801;553.0;1374.0;-24;-177;303;-445.0;-27.0
357.0;278.0;419.0;800;586.0;948.0;-24;-177;296;-463.0;57.0
218.0;267.0;349.0;804;572.0;910.0;-24;-177;302;-473.0;45.0
239.0;262.0;332.0;805;565.0;988.0;-24;-177;303;-473.0;38.0
234.0;257.0;336.0;805;537.0;1069.0;-24;-177;305;-462.0;21.0
255.0;258.0;335.0;807;528.0;1028.0;-24;-177;305;-459.0;14.0
251.0;260.0;332.0;804;528.0;1019.0;-24;-177;312;-454.0;-12.0
293.0;276.0;382.0;809;552.0;1008.0;-24;-177;308;-458.0;6.0
265.0;278.0;351.0;798;543.0;1024.0;-24;-177;302;-469.0;27.0
275.0;272.0;349.0;805;541.0;1014.0;-24;-177;306;-472.0;25.0
260.0;281.0;357.0;805;543.0;967.0;-24;-177;300;-445.0;-2.0
272.0;291.0;358.0;803;542.0;1007.0;-24;-177;304;-432.0;28.0
242.0;261.0;354.0;801;539.0;1006.0;-24;-177;308;-424.0;-64.0
246.0;237.0;353.0;802;540.0;1015.0;-24;-177;305;-413.0;-42.0
244.0;237.0;353.0;800;542.0;1007.0;-24;-177;304;-413.0;-46.0
253.0;237.0;355.0;800;542.0;1014.0;-24;-177;304;-413.0;-45.0
285.0;238.0;355.0;797;542.0;1004.0;-24;-177;309;-415.0;-35.0
251.0;241.0;356.0;800;543.0;985.0;-24;-177;312;-419.0;34.0
258.0;256.0;359.0;799;541.0;980.0;-24;-177;310;-430.0;74.0
268.0;272.0;361.0;799;537.0;969.0;-24;-177;310;-446.0;87.0
260.0;279.0;358.0;807;535.0;968.0;-24;-177;302;-455.0;127.0
299.0;289.0;371.0;803;542.0;1045.0;-24;-177;307;-501.0;21.0
274.0;277.0;399.0;803;550.0;946.0;-24;-177;308;-511.0;-34.0
258.0;285.0;403.0;803;552.0;994.0;-24;-177;306;-521.0;-101.0
286.0;299.0;396.0;801;555.0;965.0;-24;-177;302;-507.0;-25.0
283.0;302.0;395.0;804;556.0;974.0;-24;-177;292;-503.0;-18.0
280.0;308.0;391.0;798;554.0;1066.0;-24;-177;303;-496.0;-20.0
289.0;307.0;389.0;803;553.0;1044.0;-24;-177;298;-493.0;0.0
287.0;304.0;386.0;797;552.0;1007.0;-24;-177;299;-485.0;-9.0
298.0;301.0;375.0;797;548.0;1044.0;-24;-177;301;-470.0;-36.0
286.0;305.0;359.0;794;547.0;984.0;-24;-177;299;-469.0;-58.0
248.0;306.0;356.0;802;546.0;1013.0;-24;-177;300;-476.0;-80.0
259.0;305.0;358.0;807;547.0;972.0;-24;-177;299;-474.0;-51.0
278.0;306.0;357.0;800;547.0;980.0;-24;-177;300;-472.0;-58.0
275.0;304.0;359.0;799;547.0;975.0;-24;-177;299;-470.0;-9.0
262.0;305.0;364.0;797;548.0;1006.0;-24;-177;298;-470.0;-34.0
250.0;304.0;364.0;798;549.0;1006.0;-24;-177;299;-470.0;-20.0
257.0;303.0;367.0;797;548.0;996.0;-24;-177;299;-469.0;27.0
243.0;303.0;368.0;799;547.0;958.0;-24;-177;298;-466.0;13.0
254.0;305.0;367.0;802;547.0;1003.0;-24;-177;300;-465.0;18.0
272.0;302.0;363.0;802;546.0;1010.0;-24;-177;297;-461.0;5.0
292.0;293.0;354.0;797;539.0;978.0;-24;-177;307;-456.0;29.0
235.0;291.0;351.0;802;535.0;997.0;-24;-177;306;-458.0;-13.0
275.0;291.0;353.0;800;536.0;989.0;-24;-177;306;-457.0;21.0
280.0;294.0;365.0;803;534.0;1005.0;-24;-177;307;-458.0;-23.0
250.0;291.0;361.0;795;534.0;986.0;-24;-177;318;-460.0;-40.0
256.0;289.0;360.0;797;533.0;979.0;-24;-177;319;-459.0;-39.0
252.0;289.0;360.0;787;533.0;999.0;-24;-177;320;-456.0;-5.0
295.0;285.0;358.0;799;531.0;987.0;-24;-177;322;-451.0;-5.0
284.0;283.0;357.0;799;530.0;960.0;-24;-177;318;-447.0;-58.0
299.0;282.0;356.0;796;530.0;943.0;-24;-177;316;-443.0;-24.0
299.0;279.0;356.0;794;529.0;997.0;-24;-177;319;-440.0;0.0
295.0;279.0;351.0;795;524.0;991.0;-24;-177;314;-438.0;-12.0
269.0;277.0;342.0;792;521.0;1012.0;-24;-177;316;-433.0;-7.0
330.0;280.0;337.0;800;518.0;1016.0;-24;-177;311;-432.0;-22.0
311.0;280.0;337.0;794;519.0;966.0;-24;-177;316;-430.0;-51.0
262.0;283.0;337.0;802;521.0;983.0;-24;-177;312;-430.0;-26.0
313.0;285.0;338.0;801;520.0;992.0;-24;-177;309;-430.0;-20.0
275.0;292.0;343.0;806;523.0;987.0;-24;-177;303;-430.0;-14.0
231.0;303.0;356.0;795;533.0;1025.0;-24;-177;312;-438.0;-15.0
234.0;302.0;353.0;807;533.0;996.0;-24;-177;314;-437.0;-11.0
257.0;299.0;354.0;796;532.0;997.0;-24;-177;312;-436.0;-5.0
254.0;300.0;357.0;803;532.0;986.0;-24;-177;310;-431.0;25.0
252.0;305.0;354.0;801;532.0;988.0;-24;-177;307;-434.0;21.0
244.0;303.0;353.0;798;532.0;986.0;-24;-177;308;-436.0;48.0
285.0;301.0;355.0;801;531.0;1013.0;-24;-177;302;-438.0;49.0
249.0;301.0;354.0;803;535.0;988.0;-24;-177;299;-436.0;16.0
239.0;300.0;354.0;803;532.0;1004.0;-24;-177;302;-435.0;44.0
245.0;301.0;358.0;802;535.0;1002.0;-24;-177;303;-439.0;31.0
242.0;299.0;360.0;802;536.0;1020.0;-24;-177;309;-444.0;12.0
261.0;297.0;361.0;794;537.0;1009.0;-24;-177;311;-444.0;-36.0
232.0;298.0;361.0;802;538.0;986.0;-24;-177;303;-444.0;-46.0
242.0;301.0;363.0;803;541.0;996.0;-24;-177;303;-439.0;-21.0
242.0;304.0;362.0;797;541.0;990.0;-24;-177;305;-441.0;-48.0
253.0;305.0;367.0;798;541.0;985.0;-24;-177;300;-438.0;-26.0
256.0;306.0;367.0;792;541.0;1016.0;-24;-177;305;-435.0;-28.0
223.0;297.0;351.0;799;535.0;1027.0;-24;-177;303;-431.0;0.0
293.0;291.0;353.0;796;534.0;995.0;-24;-177;299;-418.0;-35.0
285.0;288.0;356.0;795;534.0;987.0;-24;-177;298;-407.0;-41.0
226.0;294.0;353.0;803;530.0;997.0;-24;-177;298;-394.0;-52.0
224.0;295.0;350.0;799;528.0;985.0;-24;-177;300;-391.0;-56.0
265.0;290.0;335.0;798;517.0;983.0;-24;-177;299;-364.0;-7.0
256.0;293.0;332.0;798;517.0;996.0;-24;-177;300;-362.0;-15.0
256.0;287.0;334.0;801;515.0;1016.0;-24;-177;302;-359.0;6.0
256.0;287.0;333.0;796;512.0;1015.0;-24;-177;306;-354.0;13.0
264.0;287.0;319.0;799;503.0;990.0;-24;-177;305;-325.0;-15.0
269.0;286.0;318.0;797;502.0;990.0;-24;-177;303;-325.0;0.0
248.0;286.0;308.0;795;494.0;980.0;-24;-177;308;-320.0;21.0
281.0;282.0;306.0;807;494.0;1016.0;-24;-177;305;-322.0;4.0
249.0;281.0;307.0;803;495.0;1005.0;-24;-177;306;-327.0;-2.0
267.0;280.0;306.0;802;495.0;1020.0;-24;-177;303;-329.0;15.0
270.0;281.0;306.0;802;495.0;1005.0;-24;-177;304;-332.0;9.0
265.0;283.0;306.0;797;496.0;1020.0;-24;-177;308;-337.0;7.0
282.0;285.0;314.0;805;499.0;971.0;-24;-177;306;-341.0;-73.0
287.0;288.0;320.0;801;502.0;995.0;-24;-177;311;-338.0;-42.0
273.0;301.0;322.0;800;507.0;1025.0;-24;-177;307;-347.0;16.0
268.0;303.0;324.0;805;510.0;1017.0;-24;-177;307;-346.0;-9.0
278.0;302.0;332.0;803;514.0;992.0;-24;-177;317;-354.0;-46.0
298.0;300.0;341.0;803;515.0;983.0;-24;-177;307;-352.0;-9.0
238.0;306.0;333.0;806;513.0;998.0;-24;-177;303;-366.0;44.0
261.0;309.0;329.0;805;513.0;966.0;-24;-177;305;-367.0;36.0
266.0;309.0;328.0;799;511.0;971.0;-24;-176;309;-370.0;25.0
285.0;311.0;326.0;801;513.0;1021.0;-24;-176;306;-376.0;29.0
324.0;309.0;327.0;799;514.0;1015.0;-24;-176;307;-379.0;21.0
298.0;307.0;327.0;797;513.0;992.0;-24;-176;307;-380.0;5.0
256.0;307.0;335.0;805;515.0;974.0;-24;-176;306;-386.0;13.0
301.0;304.0;331.0;801;513.0;999.0;-24;-176;305;-397.0;36.0
254.0;303.0;331.0;802;513.0;1006.0;-24;-176;305;-399.0;21.0
291.0;303.0;330.0;802;513.0;997.0;-24;-176;309;-401.0;55.0
277.0;299.0;332.0;806;515.0;1010.0;-24;-176;309;-405.0;-1.0
255.0;299.0;333.0;801;514.0;1022.0;-24;-176;307;-405.0;10.0
264.0;298.0;335.0;797;518.0;1016.0;-24;-176;307;-405.0;-16.0
277.0;295.0;336.0;808;517.0;976.0;-24;-176;303;-397.0;21.0
279.0;290.0;331.0;800;514.0;1013.0;-24;-176;308;-393.0;-42.0
286.0;288.0;330.0;798;514.0;1017.0;-24;-176;308;-392.0;-26.0
303.0;291.0;332.0;807;515.0;985.0;-24;-176;301;-386.0;14.0
294.0;291.0;332.0;809;514.0;975.0;-24;-176;307;-386.0;15.0
287.0;291.0;334.0;805;515.0;1024.0;-24;-176;311;-389.0;15.0
306.0;286.0;338.0;803;520.0;990.0;-24;-176;309;-397.0;-25.0
290.0;292.0;339.0;803;520.0;978.0;-24;-176;308;-393.0;-24.0
294.0;295.0;333.0;807;518.0;1000.0;-24;-176;309;-384.0;-26.0
278.0;296.0;331.0;801;516.0;974.0;-24;-176;308;-383.0;13.0
272.0;300.0;332.0;799;517.0;1001.0;-24;-176;308;-387.0;17.0
281.0;300.0;334.0;799;519.0;1009.0;-24;-176;309;-392.0;5.0
271.0;302.0;344.0;798;527.0;1015.0;-24;-176;313;-400.0;21.0
293.0;303.0;348.0;795;528.0;1006.0;-24;-176;317;-402.0;8.0
254.0;300.0;352.0;800;532.0;986.0;-24;-176;308;-403.0;-11.0
277.0;299.0;350.0;802;528.0;990.0;-24;-176;314;-401.0;-10.0
275.0;302.0;349.0;802;528.0;985.0;-24;-176;304;-400.0;13.0
252.0;302.0;341.0;800;523.0;1006.0;-24;-176;304;-403.0;-75.0
245.0;302.0;337.0;798;523.0;988.0;-24;-176;310;-403.0;-2.0
275.0;295.0;334.0;799;519.0;977.0;-24;-176;310;-395.0;2.0
274.0;297.0;334.0;802;519.0;993.0;-24;-176;310;-394.0;11.0
252.0;296.0;336.0;809;518.0;974.0;-24;-176;310;-394.0;-15.0
256.0;295.0;335.0;800;518.0;1007.0;-24;-176;310;-393.0;-17.0
263.0;296.0;335.0;800;519.0;980.0;-24;-176;308;-392.0;-11.0
274.0;299.0;338.0;801;520.0;1001.0;-24;-176;310;-394.0;21.0
274.0;298.0;340.0;802;521.0;990.0;-24;-176;308;-393.0;-7.0
264.0;301.0;342.0;803;521.0;975.0;-24;-176;305;-390.0;-26.0
267.0;301.0;343.0;803;521.0;1011.0;-24;-176;311;-392.0;-9.0
274.0;301.0;342.0;801;522.0;995.0;-24;-176;314;-391.0;-42.0
260.0;300.0;341.0;801;522.0;1005.0;-24;-176;309;-389.0;-11.0
274.0;302.0;342.0;801;523.0;1006.0;-24;-176;310;-389.0;26.0
305.0;300.0;339.0;803;520.0;986.0;-24;-176;306;-388.0;-3.0
237.0;306.0;336.0;800;519.0;994.0;-24;-176;310;-393.0;34.0
225.0;305.0;339.0;800;523.0;997.0;-24;-176;304;-403.0;45.0
237.0;305.0;340.0;801;522.0;997.0;-24;-176;305;-403.0;25.0
243.0;301.0;349.0;801;526.0;1030.0;-24;-176;306;-403.0;23.0
246.0;295.0;333.0;801;516.0;953.0;-24;-176;307;-410.0;4.0
275.0;294.0;324.0;799;513.0;1013.0;-24;-176;305;-412.0;4.0
281.0;293.0;322.0;802;514.0;1025.0;-24;-176;304;-411.0;-22.0
278.0;292.0;325.0;799;515.0;986.0;-24;-176;306;-410.0;-50.0
306.0;292.0;335.0;801;521.0;1026.0;-24;-176;308;-405.0;-62.0
294.0;296.0;351.0;795;528.0;1021.0;-24;-176;307;-398.0;-105.0
296.0;300.0;356.0;798;531.0;1029.0;-24;-176;304;-394.0;-99.0
280.0;308.0;370.0;808;537.0;911.0;-24;-176;302;-381.0;-75.0
234.0;308.0;357.0;801;525.0;1004.0;-24;-176;305;-359.0;-25.0
206.0;307.0;350.0;805;518.0;1059.0;-24;-176;303;-355.0;-19.0
213.0;304.0;325.0;795;508.0;990.0;-24;-176;306;-352.0;-62.0
192.0;304.0;315.0;802;502.0;1015.0;-24;-176;302;-347.0;-58.0
230.0;302.0;310.0;796;502.0;989.0;-24;-176;315;-336.0;-64.0
209.0;299.0;314.0;794;498.0;990.0;-24;-176;311;-323.0;-4.0
236.0;294.0;326.0;803;501.0;1020.0;-24;-176;304;-320.0;14.0
303.0;296.0;326.0;800;504.0;1016.0;-24;-176;308;-329.0;-17.0
262.0;295.0;330.0;796;504.0;988.0;-24;-176;306;-327.0;-33.0
272.0;294.0;331.0;797;505.0;1005.0;-24;-176;306;-327.0;-9.0
249.0;293.0;331.0;798;503.0;978.0;-24;-176;307;-323.0;45.0
255.0;293.0;334.0;803;503.0;1015.0;-24;-176;299;-323.0;-27.0
221.0;289.0;333.0;800;501.0;974.0;-24;-176;298;-321.0;27.0
270.0;292.0;331.0;797;501.0;991.0;-24;-176;307;-321.0;30.0
264.0;293.0;319.0;796;494.0;1032.0;-24;-176;308;-318.0;-10.0
284.0;289.0;316.0;797;495.0;1015.0;-24;-176;303;-323.0;22.0
247.0;290.0;319.0;800;498.0;969.0;-24;-176;309;-332.0;1.0
221.0;292.0;311.0;801;494.0;979.0;-24;-176;305;-332.0;8.0
203.0;304.0;303.0;802;495.0;996.0;-24;-176;303;-340.0;51.0
198.0;305.0;298.0;800;494.0;998.0;-24;-176;302;-349.0;96.0
233.0;313.0;297.0;807;498.0;1029.0;-24;-176;301;-364.0;75.0
274.0;308.0;314.0;801;507.0;1006.0;-24;-176;308;-380.0;117.0
233.0;301.0;340.0;802;521.0;985.0;-24;-176;305;-397.0;35.0
252.0;297.0;357.0;805;527.0;990.0;-24;-176;310;-408.0;26.0
263.0;296.0;362.0;806;532.0;978.0;-24;-176;308;-415.0;21.0
266.0;294.0;372.0;803;538.0;1002.0;-24;-176;310;-421.0;-16.0
272.0;294.0;376.0;807;540.0;987.0;-24;-176;306;-427.0;-11.0
270.0;296.0;382.0;799;543.0;982.0;-24;-176;305;-432.0;-2.0
294.0;298.0;381.0;805;544.0;998.0;-24;-176;305;-433.0;-19.0
261.0;301.0;366.0;798;537.0;988.0;-24;-176;313;-434.0;30.0
262.0;296.0;359.0;802;534.0;1015.0;-24;-176;308;-429.0;13.0
247.0;309.0;359.0;806;537.0;1034.0;-24;-176;310;-434.0;40.0
260.0;312.0;361.0;809;540.0;1061.0;-24;-176;308;-439.0;60.0
167.0;334.0;398.0;805;567.0;1003.0;-25;-176;299;-499.0;97.0
165.0;329.0;471.0;800;597.0;980.0;-27;-177;347;-615.0;269.0
204.0;344.0;449.0;797;586.0;955.0;-25;-177;287;-569.0;213.0
146.0;-14.0;286.0;799;492.0;1006.0;-23;-177;278;-384.0;43.0
122.0;8.0;270.0;793;488.0;998.0;-23;-177;278;-376.0;7.0
111.0;30.0;257.0;796;485.0;993.0;-23;-177;276;-366.0;-57.0
113.0;32.0;256.0;794;487.0;993.0;-23;-177;274;-364.0;-88.0
96.0;34.0;265.0;796;485.0;1004.0;-23;-177;273;-352.0;-30.0
112.0;41.0;260.0;798;485.0;989.0;-23;-177;272;-343.0;17.0
122.0;45.0;258.0;797;483.0;987.0;-23;-177;277;-342.0;28.0
184.0;72.0;247.0;792;472.0;1014.0;-23;-177;288;-372.0;99.0
193.0;73.0;251.0;795;469.0;1007.0;-23;-177;285;-379.0;106.0
