InertialMeasurementUnit RUA accX;Accelerometer RUA_ accY;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit RLA accX;Accelerometer RUA_ accX;Accelerometer RKN^ accX;Accelerometer RKN^ accZ;InertialMeasurementUnit LLA magneticZ;InertialMeasurementUnit LUA accX;InertialMeasurementUnit RUA accY;Accelerometer RWR accX;Accelerometer RUA^ accX
-889.0;903.0;-69.0;-747.0;228.0;340.0;-131.0;-255.0;-1037.0;195.0;-348.0;10.0
-815.0;1058.0;-319.0;-668.0;175.0;458.0;89.0;-136.0;-877.0;279.0;-288.0;29.0
-834.0;800.0;-791.0;-690.0;346.0;402.0;217.0;-435.0;-1019.0;256.0;-415.0;-52.0
-841.0;748.0;383.0;-396.0;698.0;356.0;496.0;511.0;-984.0;492.0;-361.0;55.0
-963.0;613.0;103.0;-344.0;810.0;225.0;-29.0;579.0;-931.0;152.0;-125.0;137.0
-854.0;684.0;1206.0;-540.0;674.0;140.0;30.0;375.0;-957.0;160.0;-108.0;57.0
-1043.0;910.0;18.0;-628.0;538.0;262.0;87.0;432.0;-912.0;153.0;-5.0;115.0
-980.0;688.0;561.0;-676.0;600.0;369.0;280.0;-101.0;-953.0;-45.0;-242.0;55.0
-1020.0;871.0;-456.0;-766.0;364.0;231.0;93.0;539.0;-857.0;168.0;-31.0;133.0
-992.0;980.0;119.0;-792.0;277.0;166.0;273.0;115.0;-834.0;27.0;-224.0;36.0
-848.0;986.0;-28.0;-547.0;192.0;407.0;176.0;38.0;-983.0;102.0;-489.0;-186.0
-978.0;739.0;119.0;-759.0;481.0;451.0;336.0;-47.0;-996.0;-180.0;-186.0;-88.0
-895.0;990.0;-83.0;-741.0;278.0;209.0;29.0;-127.0;-939.0;110.0;-427.0;-20.0
-1064.0;1001.0;-295.0;-958.0;85.0;-428.0;149.0;112.0;-1042.0;113.0;-280.0;69.0
-964.0;969.0;6.0;-784.0;340.0;145.0;154.0;-86.0;-947.0;194.0;-189.0;37.0
-1093.0;997.0;597.0;-1035.0;200.0;-80.0;-238.0;118.0;-1033.0;-96.0;-313.0;50.0
-966.0;1224.0;135.0;-889.0;231.0;-318.0;-43.0;-28.0;-912.0;72.0;-336.0;10.0
-714.0;1063.0;97.0;-614.0;-13.0;224.0;56.0;-120.0;-859.0;136.0;-120.0;172.0
-969.0;960.0;99.0;-794.0;311.0;143.0;104.0;-144.0;-928.0;157.0;-216.0;65.0
-1216.0;1093.0;349.0;-1156.0;5.0;8.0;-298.0;-293.0;-1001.0;132.0;-182.0;92.0
-1123.0;957.0;77.0;-1040.0;208.0;-119.0;-42.0;-411.0;-994.0;15.0;-386.0;-289.0
-1014.0;848.0;-608.0;-729.0;572.0;177.0;-13.0;577.0;-906.0;258.0;-60.0;67.0
-860.0;443.0;196.0;-72.0;925.0;249.0;7.0;-181.0;-913.0;532.0;60.0;190.0
-976.0;948.0;422.0;-766.0;492.0;304.0;248.0;-261.0;-864.0;320.0;74.0;183.0
-976.0;944.0;-22.0;-780.0;375.0;216.0;186.0;-333.0;-897.0;229.0;-80.0;126.0
-968.0;991.0;54.0;-838.0;223.0;201.0;94.0;-576.0;-965.0;177.0;-336.0;-12.0
-670.0;793.0;-643.0;-533.0;269.0;380.0;150.0;196.0;-766.0;255.0;-409.0;-106.0
-913.0;977.0;-1858.0;-854.0;183.0;333.0;266.0;191.0;-1067.0;183.0;-275.0;61.0
-1190.0;1024.0;-183.0;-851.0;268.0;395.0;423.0;-669.0;-794.0;-155.0;-165.0;16.0
-1066.0;956.0;-32.0;-894.0;556.0;358.0;74.0;-323.0;-812.0;126.0;32.0;261.0
-992.0;878.0;-270.0;-851.0;198.0;217.0;279.0;-125.0;-959.0;-17.0;-482.0;-340.0
-932.0;980.0;66.0;-848.0;184.0;1162.0;357.0;-443.0;-821.0;159.0;-417.0;7.0
-897.0;860.0;1126.0;-631.0;426.0;207.0;9.0;-232.0;-936.0;124.0;-330.0;-67.0
-850.0;837.0;1696.0;-801.0;364.0;212.0;49.0;114.0;-766.0;57.0;-297.0;-21.0
-234.0;-429.0;107.0;731.0;600.0;290.0;-11.0;357.0;-942.0;943.0;-435.0;39.0
-1025.0;1208.0;-458.0;-885.0;216.0;437.0;1035.0;6.0;-1163.0;274.0;-388.0;113.0
-950.0;690.0;-106.0;-833.0;347.0;381.0;277.0;-104.0;-897.0;-24.0;-407.0;-35.0
-970.0;980.0;16.0;-842.0;280.0;199.0;132.0;506.0;-959.0;213.0;-317.0;35.0
-1000.0;1053.0;-127.0;-912.0;184.0;219.0;322.0;-503.0;-824.0;54.0;-317.0;-67.0
-986.0;994.0;-456.0;-854.0;298.0;249.0;159.0;449.0;-967.0;210.0;-352.0;2.0
-956.0;1021.0;554.0;-895.0;156.0;384.0;460.0;-109.0;-668.0;-155.0;-258.0;12.0
-910.0;1046.0;-1229.0;-755.0;106.0;422.0;257.0;7.0;-936.0;199.0;-369.0;-118.0
-923.0;955.0;-698.0;-701.0;360.0;255.0;14.0;-195.0;-901.0;277.0;-372.0;84.0
-945.0;921.0;-49.0;-693.0;446.0;220.0;-85.0;-134.0;-884.0;136.0;-38.0;-40.0
-971.0;1009.0;619.0;-863.0;193.0;184.0;118.0;-518.0;-979.0;141.0;-340.0;-1.0
-925.0;740.0;405.0;-541.0;757.0;138.0;220.0;476.0;-998.0;48.0;197.0;312.0
-1029.0;927.0;-224.0;-885.0;108.0;706.0;448.0;-438.0;-851.0;-81.0;-314.0;-180.0
-941.0;957.0;-348.0;-768.0;159.0;280.0;172.0;-90.0;-880.0;195.0;28.0;182.0
-884.0;391.0;-45.0;-76.0;741.0;190.0;28.0;542.0;-878.0;253.0;271.0;181.0
-972.0;991.0;-345.0;-833.0;251.0;232.0;93.0;-569.0;-979.0;189.0;-379.0;20.0
-1006.0;935.0;-401.0;-706.0;413.0;224.0;93.0;91.0;-760.0;50.0;-138.0;195.0
-982.0;934.0;39.0;-794.0;361.0;211.0;317.0;-323.0;-903.0;192.0;-129.0;127.0
-982.0;1037.0;-407.0;-889.0;140.0;302.0;-68.0;-515.0;-833.0;58.0;-363.0;-75.0
-817.0;758.0;-439.0;-709.0;258.0;393.0;-24.0;-398.0;-918.0;160.0;-317.0;31.0
-683.0;735.0;-198.0;-539.0;224.0;356.0;264.0;-259.0;-788.0;275.0;-390.0;-106.0
-654.0;452.0;-1519.0;169.0;856.0;161.0;491.0;195.0;-973.0;566.0;-36.0;31.0
-903.0;806.0;270.0;-684.0;407.0;248.0;402.0;-216.0;-707.0;130.0;218.0;12.0
