InertialMeasurementUnit LUA Quaternion1;Accelerometer LWR accX;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RUA Quaternion2;Accelerometer LH accX
-58.0;-376.0;-162.0;171.0;-249.0;130.0;262.0
-55.0;-362.0;-160.0;163.0;-239.0;126.0;255.0
243.0;-398.0;-349.0;211.0;-128.0;193.0;329.0
-55.0;-300.0;-196.0;150.0;-215.0;131.0;249.0
-625.0;-302.0;-284.0;60.0;-594.0;104.0;402.0
-268.0;-344.0;-58.0;109.0;-400.0;218.0;311.0
-62.0;-394.0;-80.0;145.0;-383.0;172.0;263.0
-65.0;-365.0;-44.0;193.0;-389.0;186.0;258.0
-68.0;-370.0;-21.0;258.0;-389.0;197.0;234.0
-73.0;-335.0;-17.0;118.0;-366.0;191.0;215.0
367.0;-480.0;145.0;171.0;508.0;-452.0;506.0
249.0;-371.0;-331.0;211.0;103.0;56.0;439.0
-256.0;-294.0;-150.0;-10.0;-312.0;348.0;115.0
-182.0;-214.0;-261.0;-38.0;-502.0;161.0;98.0
-187.0;-293.0;-521.0;179.0;-193.0;295.0;127.0
-66.0;-358.0;-149.0;50.0;-244.0;301.0;371.0
31.0;-358.0;-97.0;-44.0;-160.0;242.0;449.0
-178.0;-186.0;-142.0;170.0;-349.0;359.0;-46.0
-371.0;-370.0;-100.0;107.0;-385.0;305.0;216.0
-628.0;-335.0;-60.0;36.0;-628.0;141.0;477.0
-280.0;-365.0;-213.0;162.0;-259.0;356.0;215.0
-247.0;-242.0;18.0;48.0;-326.0;362.0;265.0
-218.0;-287.0;24.0;117.0;-313.0;350.0;332.0
-722.0;-321.0;452.0;221.0;-765.0;26.0;332.0
-189.0;-337.0;15.0;125.0;-308.0;344.0;424.0
-407.0;-539.0;-29.0;238.0;-496.0;459.0;569.0
-167.0;-357.0;-3.0;43.0;-308.0;341.0;446.0
-105.0;-325.0;19.0;151.0;-363.0;217.0;235.0
-143.0;-317.0;-26.0;-24.0;-306.0;339.0;417.0
-105.0;-366.0;24.0;162.0;-362.0;222.0;264.0
-326.0;-360.0;225.0;306.0;-555.0;50.0;689.0
-127.0;-378.0;100.0;258.0;-263.0;151.0;418.0
129.0;-372.0;269.0;241.0;-102.0;192.0;297.0
-733.0;-346.0;-86.0;575.0;-715.0;222.0;324.0
-78.0;-506.0;-91.0;250.0;-286.0;367.0;455.0
-83.0;-357.0;-102.0;206.0;-291.0;359.0;463.0
-126.0;-253.0;-132.0;249.0;-284.0;336.0;275.0
-173.0;-320.0;-284.0;-48.0;-238.0;396.0;474.0
-234.0;-371.0;-162.0;22.0;-408.0;462.0;200.0
-316.0;-222.0;-92.0;125.0;-360.0;411.0;388.0
-291.0;-104.0;-45.0;158.0;-339.0;351.0;332.0
-105.0;-283.0;-42.0;164.0;-295.0;203.0;169.0
-95.0;-333.0;-34.0;132.0;-308.0;195.0;247.0
-91.0;-353.0;-43.0;194.0;-315.0;196.0;260.0
-251.0;-572.0;-531.0;210.0;-313.0;227.0;871.0
-199.0;-346.0;-210.0;183.0;-348.0;362.0;459.0
-231.0;-354.0;-66.0;31.0;-355.0;411.0;366.0
-142.0;-535.0;-287.0;96.0;-340.0;448.0;616.0
-225.0;-411.0;-220.0;239.0;-349.0;361.0;380.0
-251.0;-386.0;-230.0;273.0;-347.0;355.0;408.0
-41.0;-570.0;-419.0;40.0;-210.0;347.0;715.0
-282.0;-418.0;5.0;60.0;-393.0;426.0;389.0
-498.0;-445.0;-742.0;188.0;-419.0;263.0;579.0
-675.0;-610.0;-188.0;203.0;-549.0;411.0;599.0
-241.0;-320.0;-352.0;213.0;-388.0;369.0;156.0
-274.0;-258.0;-144.0;254.0;-380.0;383.0;285.0
-179.0;-479.0;-157.0;143.0;-288.0;263.0;244.0
-278.0;-273.0;-127.0;142.0;-395.0;391.0;482.0
-86.0;-347.0;-49.0;191.0;-318.0;196.0;252.0
-73.0;-318.0;-69.0;174.0;-312.0;188.0;264.0
-178.0;-500.0;-47.0;118.0;-413.0;379.0;440.0
-204.0;-380.0;-46.0;116.0;-391.0;405.0;243.0
-219.0;-429.0;-55.0;153.0;-397.0;403.0;386.0
-260.0;-503.0;-59.0;198.0;-406.0;404.0;433.0
-357.0;-418.0;-194.0;183.0;-583.0;465.0;457.0
-794.0;-180.0;-175.0;229.0;-739.0;609.0;-34.0
-429.0;-346.0;15.0;-17.0;-366.0;430.0;452.0
-796.0;-302.0;260.0;339.0;-803.0;244.0;333.0
-167.0;-303.0;-20.0;94.0;-353.0;393.0;303.0
-104.0;-383.0;-85.0;207.0;-314.0;367.0;396.0
-354.0;-339.0;-17.0;38.0;-394.0;441.0;346.0
-218.0;-289.0;-162.0;190.0;-367.0;387.0;282.0
-66.0;-331.0;-136.0;117.0;-273.0;146.0;215.0
-215.0;-460.0;-146.0;138.0;-371.0;398.0;566.0
-67.0;-331.0;-145.0;125.0;-270.0;142.0;204.0
-173.0;-341.0;-132.0;152.0;-376.0;410.0;513.0
-176.0;-387.0;-96.0;211.0;-451.0;160.0;235.0
-68.0;-353.0;-155.0;123.0;-270.0;141.0;245.0
-265.0;-457.0;-23.0;261.0;-384.0;396.0;404.0
-240.0;-474.0;-50.0;289.0;-374.0;400.0;402.0
-209.0;-466.0;-89.0;304.0;-366.0;410.0;352.0
-173.0;-389.0;-92.0;93.0;-455.0;157.0;255.0
-69.0;-394.0;-161.0;168.0;-269.0;141.0;272.0
-70.0;-358.0;-171.0;189.0;-270.0;139.0;237.0
-343.0;-825.0;-551.0;277.0;-398.0;366.0;282.0
-354.0;-828.0;-331.0;212.0;-525.0;275.0;437.0
-165.0;-664.0;-194.0;-37.0;-309.0;515.0;472.0
-210.0;-457.0;-170.0;13.0;-262.0;389.0;427.0
-247.0;-537.0;-54.0;257.0;-446.0;272.0;331.0
-244.0;-276.0;97.0;345.0;-474.0;409.0;566.0
-246.0;-522.0;-10.0;169.0;-437.0;281.0;331.0
-354.0;-450.0;256.0;96.0;-447.0;466.0;507.0
-71.0;-640.0;275.0;355.0;-600.0;63.0;1062.0
-244.0;-445.0;19.0;150.0;-436.0;291.0;323.0
-235.0;-426.0;37.0;142.0;-445.0;304.0;213.0
-222.0;-444.0;5.0;198.0;-446.0;295.0;135.0
-208.0;-475.0;-40.0;255.0;-452.0;276.0;218.0
-279.0;-600.0;-115.0;32.0;-429.0;211.0;184.0
-193.0;-496.0;-95.0;115.0;-415.0;226.0;206.0
-164.0;-382.0;-143.0;99.0;-461.0;149.0;239.0
-162.0;-383.0;-153.0;154.0;-463.0;150.0;246.0
-182.0;-470.0;-163.0;189.0;-267.0;221.0;150.0
-143.0;-210.0;79.0;303.0;-322.0;223.0;181.0
-101.0;-333.0;28.0;69.0;-371.0;211.0;196.0
-761.0;-340.0;21.0;132.0;-715.0;560.0;379.0
-150.0;-340.0;-180.0;190.0;-459.0;201.0;185.0
-126.0;-322.0;-519.0;-7.0;-303.0;367.0;432.0
-318.0;-489.0;516.0;168.0;-621.0;258.0;868.0
17.0;-422.0;-299.0;78.0;-262.0;336.0;435.0
-175.0;-433.0;-200.0;400.0;-369.0;345.0;255.0
-185.0;-442.0;-158.0;224.0;-265.0;220.0;129.0
-168.0;-396.0;-269.0;307.0;-337.0;329.0;249.0
-134.0;-341.0;-255.0;166.0;-430.0;269.0;243.0
-145.0;-227.0;-126.0;57.0;-308.0;354.0;289.0
-52.0;-281.0;-521.0;316.0;-236.0;287.0;395.0
-214.0;-366.0;34.0;-41.0;-353.0;414.0;388.0
-378.0;-179.0;173.0;205.0;-448.0;444.0;195.0
174.0;-808.0;-703.0;377.0;9.0;-275.0;977.0
-308.0;-270.0;370.0;98.0;-408.0;429.0;355.0
-553.0;-19.0;74.0;140.0;-721.0;576.0;418.0
359.0;-222.0;-302.0;13.0;395.0;-560.0;303.0
-723.0;-481.0;465.0;-85.0;-713.0;-9.0;-419.0
-229.0;-214.0;-79.0;-230.0;-326.0;405.0;263.0
-276.0;-292.0;-94.0;10.0;-420.0;455.0;405.0
-753.0;-180.0;-172.0;35.0;-645.0;545.0;972.0
-54.0;-341.0;-157.0;262.0;-269.0;131.0;207.0
-273.0;-411.0;-226.0;-52.0;-228.0;467.0;334.0
-95.0;-319.0;-240.0;129.0;-398.0;218.0;236.0
717.0;-176.0;-349.0;166.0;654.0;-433.0;138.0
-56.0;-311.0;-168.0;91.0;-271.0;113.0;224.0
-13.0;-325.0;-182.0;172.0;-298.0;339.0;358.0
-55.0;-350.0;-157.0;69.0;-300.0;118.0;214.0
-683.0;-601.0;299.0;-102.0;-611.0;622.0;510.0
-78.0;-341.0;-12.0;132.0;-374.0;198.0;179.0
-80.0;-307.0;4.0;142.0;-376.0;201.0;188.0
-41.0;-391.0;-79.0;68.0;-232.0;367.0;404.0
-331.0;-102.0;-73.0;171.0;-426.0;418.0;-131.0
-171.0;-340.0;-5.0;133.0;-459.0;464.0;532.0
-178.0;-353.0;-170.0;360.0;-460.0;139.0;235.0
-66.0;-318.0;-128.0;75.0;-280.0;153.0;196.0
-294.0;-266.0;-200.0;97.0;-333.0;386.0;74.0
-255.0;-195.0;-16.0;36.0;-342.0;376.0;305.0
780.0;-291.0;331.0;430.0;841.0;-261.0;327.0
-37.0;-488.0;-428.0;255.0;198.0;-209.0;377.0
-722.0;-589.0;58.0;167.0;-712.0;585.0;460.0
-275.0;-428.0;-567.0;205.0;-236.0;286.0;565.0
-796.0;-297.0;456.0;117.0;-741.0;608.0;323.0
-107.0;-293.0;-29.0;127.0;-314.0;220.0;165.0
-138.0;-166.0;-91.0;375.0;-319.0;344.0;14.0
-69.0;-420.0;-360.0;-201.0;-208.0;255.0;638.0
-125.0;-330.0;-266.0;259.0;-422.0;273.0;201.0
-172.0;-340.0;141.0;238.0;-376.0;393.0;265.0
-363.0;-477.0;-45.0;-5.0;-520.0;558.0;491.0
-300.0;-319.0;563.0;179.0;-622.0;262.0;649.0
-49.0;-291.0;-224.0;50.0;-274.0;325.0;370.0
-754.0;-871.0;59.0;44.0;-601.0;609.0;948.0
-670.0;-518.0;-221.0;206.0;-539.0;409.0;482.0
-126.0;-649.0;-89.0;-111.0;-285.0;321.0;332.0
-306.0;-841.0;548.0;175.0;-624.0;254.0;407.0
-417.0;-652.0;-717.0;240.0;-260.0;169.0;882.0
-252.0;-524.0;660.0;454.0;-802.0;-98.0;876.0
-233.0;-193.0;-393.0;186.0;-295.0;363.0;269.0
-19.0;-199.0;-410.0;185.0;-206.0;298.0;289.0
-327.0;-354.0;-135.0;214.0;-482.0;575.0;398.0
-139.0;-219.0;-169.0;62.0;-339.0;377.0;511.0
52.0;-961.0;-334.0;193.0;-142.0;145.0;453.0
-213.0;-165.0;-23.0;160.0;-440.0;357.0;97.0
-105.0;-350.0;-80.0;-64.0;-296.0;337.0;446.0
486.0;-882.0;-113.0;197.0;491.0;-389.0;768.0
-348.0;-415.0;76.0;25.0;-511.0;535.0;428.0
-267.0;-526.0;-119.0;86.0;-415.0;466.0;310.0
-168.0;-164.0;-198.0;122.0;-269.0;367.0;324.0
-104.0;-339.0;18.0;72.0;-364.0;214.0;179.0
-189.0;-512.0;-156.0;-13.0;-301.0;292.0;174.0
-247.0;-303.0;181.0;-33.0;-378.0;413.0;392.0
-509.0;-762.0;-416.0;196.0;-226.0;377.0;585.0
-271.0;-419.0;13.0;161.0;-415.0;442.0;708.0
-305.0;-197.0;-229.0;146.0;-296.0;378.0;226.0
435.0;-221.0;-120.0;193.0;160.0;-23.0;188.0
-686.0;-787.0;304.0;281.0;-719.0;416.0;948.0
-187.0;-367.0;-64.0;-35.0;-363.0;433.0;514.0
311.0;-269.0;-563.0;201.0;146.0;14.0;382.0
-306.0;-284.0;-60.0;130.0;-458.0;481.0;107.0
-384.0;-463.0;479.0;391.0;-692.0;99.0;847.0
-320.0;-838.0;9.0;144.0;-470.0;276.0;359.0
-761.0;-276.0;35.0;230.0;-725.0;542.0;242.0
45.0;60.0;107.0;-169.0;-495.0;51.0;281.0
-863.0;-77.0;-93.0;155.0;-708.0;565.0;138.0
-218.0;-450.0;-7.0;22.0;-443.0;289.0;174.0
-96.0;-313.0;39.0;69.0;-382.0;203.0;203.0
-86.0;-322.0;26.0;7.0;-376.0;204.0;194.0
-358.0;-250.0;52.0;55.0;-420.0;449.0;279.0
-405.0;-328.0;444.0;320.0;-641.0;500.0;181.0
-504.0;102.0;308.0;249.0;-557.0;521.0;246.0
-624.0;-373.0;-59.0;245.0;-623.0;426.0;737.0
372.0;-321.0;-751.0;170.0;247.0;-100.0;276.0
-45.0;-242.0;-451.0;460.0;-253.0;-413.0;358.0
-40.0;-460.0;-74.0;29.0;-223.0;359.0;455.0
-316.0;-339.0;-378.0;-22.0;-300.0;449.0;275.0
-654.0;-734.0;-418.0;-28.0;-578.0;592.0;747.0
-275.0;-267.0;65.0;665.0;-544.0;567.0;379.0
-43.0;-466.0;-81.0;47.0;-244.0;375.0;534.0
-513.0;-440.0;555.0;60.0;-641.0;592.0;485.0
782.0;-351.0;361.0;241.0;770.0;-622.0;362.0
-155.0;-331.0;-185.0;124.0;-342.0;417.0;241.0
-31.0;-287.0;-426.0;28.0;-228.0;299.0;87.0
-325.0;-389.0;-68.0;-20.0;-432.0;450.0;319.0
-294.0;-406.0;155.0;169.0;-448.0;478.0;241.0
30.0;-366.0;-341.0;-47.0;-218.0;300.0;476.0
-349.0;-332.0;-312.0;176.0;-502.0;536.0;350.0
51.0;-187.0;-688.0;243.0;25.0;64.0;30.0
270.0;-242.0;40.0;122.0;462.0;-508.0;146.0
493.0;-245.0;333.0;203.0;617.0;-519.0;315.0
-95.0;-397.0;81.0;389.0;-345.0;379.0;427.0
9.0;-13.0;25.0;153.0;-641.0;-10.0;487.0
-220.0;-224.0;-310.0;-10.0;-233.0;382.0;282.0
-112.0;-970.0;-436.0;58.0;-352.0;286.0;1089.0
-756.0;-321.0;-233.0;58.0;-678.0;573.0;338.0
-81.0;-432.0;-102.0;-54.0;-280.0;358.0;552.0
-263.0;-192.0;-41.0;31.0;-373.0;423.0;296.0
-590.0;-680.0;-551.0;3.0;-457.0;434.0;388.0
-52.0;-271.0;37.0;31.0;-206.0;297.0;340.0
-349.0;81.0;-109.0;235.0;-481.0;482.0;168.0
-84.0;-311.0;21.0;101.0;-374.0;203.0;156.0
183.0;-262.0;-182.0;291.0;407.0;-293.0;485.0
-98.0;127.0;-335.0;45.0;-262.0;276.0;-69.0
-99.0;-280.0;30.0;96.0;-378.0;204.0;164.0
-210.0;-763.0;-50.0;9.0;-375.0;394.0;330.0
-674.0;-852.0;-291.0;-345.0;-458.0;726.0;906.0
-753.0;-366.0;772.0;459.0;-837.0;370.0;394.0
-240.0;-503.0;48.0;754.0;-854.0;18.0;848.0
-867.0;204.0;-148.0;-69.0;-690.0;535.0;-105.0
31.0;-253.0;-807.0;-33.0;-87.0;88.0;783.0
-189.0;-185.0;-410.0;200.0;-261.0;312.0;-125.0
-711.0;-81.0;-569.0;344.0;-588.0;345.0;-95.0
-165.0;-284.0;-149.0;196.0;-329.0;342.0;84.0
-318.0;-277.0;-767.0;462.0;-179.0;104.0;91.0
171.0;-647.0;-1199.0;178.0;283.0;-337.0;749.0
-304.0;-184.0;-255.0;3.0;-380.0;414.0;349.0
-411.0;-297.0;493.0;447.0;-751.0;163.0;780.0
-108.0;-241.0;-266.0;303.0;-442.0;283.0;132.0
-187.0;-273.0;-78.0;90.0;-434.0;474.0;544.0
-191.0;-425.0;-121.0;8.0;-425.0;476.0;475.0
-8.0;-653.0;40.0;20.0;-244.0;127.0;342.0
-801.0;-124.0;-494.0;158.0;-558.0;392.0;148.0
110.0;-389.0;-616.0;50.0;-92.0;210.0;524.0
-55.0;-249.0;-178.0;472.0;-343.0;373.0;260.0
-817.0;-208.0;251.0;188.0;-768.0;614.0;176.0
95.0;-135.0;48.0;227.0;-11.0;23.0;-71.0
374.0;-967.0;-756.0;159.0;171.0;-34.0;538.0
-355.0;-704.0;-72.0;193.0;-499.0;477.0;844.0
-106.0;-282.0;-5.0;82.0;-338.0;223.0;153.0
-120.0;-221.0;-167.0;5.0;-330.0;373.0;370.0
-214.0;-469.0;-111.0;331.0;-381.0;444.0;91.0
-339.0;-214.0;8.0;75.0;-524.0;492.0;66.0
-621.0;-882.0;-655.0;145.0;-579.0;361.0;679.0
-368.0;-327.0;-97.0;270.0;-519.0;495.0;546.0
