InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
-156;-20.0;-1;-34;-91.0;-6.0;-9.0;70;15;-15;-1;-34
-157;17.0;-31;-17;-48.0;-12.0;-22.0;71;-17;17;-31;-17
-156;-13.0;-22;17;-40.0;-42.0;-43.0;70;22;-22;-22;17
-161;-149.0;28;-26;-124.0;-33.0;0.0;66;-14;14;28;-26
-133;9.0;22;6;-13.0;242.0;61.0;127;11;-11;22;6
-156;-41.0;4;-30;-20.0;-57.0;-28.0;65;12;-12;4;-30
-156;-44.0;-20;19;-66.0;-66.0;-29.0;68;15;-15;-20;19
-156;-23.0;8;-25;-75.0;-80.0;-62.0;66;-2;2;8;-25
-157;-28.0;23;-2;-110.0;-37.0;-77.0;70;-15;15;23;-2
-135;-166.0;8;4;-71.0;-260.0;-62.0;131;-8;8;8;4
-156;-34.0;-40;-20;-83.0;-87.0;-36.0;73;-3;3;-40;-20
-97;-79.0;1714;279;-243.0;24.0;-118.0;-970;-6419;6419;1714;279
-164;-19.0;7;26;-29.0;26.0;-54.0;76;-17;17;7;26
-131;38.0;0;-34;-3.0;22.0;58.0;127;1;-1;0;-34
-131;7.0;22;-3;-113.0;24.0;-60.0;128;11;-11;22;-3
-133;-28.0;11;-21;-94.0;-47.0;-47.0;132;-26;26;11;-21
-157;-1.0;32;-7;-62.0;-45.0;-53.0;70;32;-32;32;-7
-133;26.0;-14;10;-30.0;-19.0;17.0;120;-21;21;-14;10
-133;-10.0;-33;-20;-76.0;-10.0;-19.0;126;-1;1;-33;-20
-135;-19.0;-18;31;-99.0;-32.0;-81.0;131;-32;32;-18;31
-172;-130.0;9;31;-55.0;-100.0;144.0;119;-110;110;9;31
-133;-12.0;-5;-21;-37.0;-10.0;-32.0;133;40;-40;-5;-21
-132;-68.0;11;-5;-14.0;-125.0;-92.0;134;36;-36;11;-5
-158;-50.0;35;14;3.0;-100.0;23.0;71;-24;24;35;14
-174;23.0;21;3;-56.0;-5.0;-15.0;72;15;-15;21;3
-159;-45.0;24;-11;-107.0;4.0;-59.0;70;1;-1;24;-11
-131;-5.0;0;-25;-43.0;-77.0;-24.0;133;-41;41;0;-25
-174;39.0;10;1;-58.0;1.0;-24.0;71;3;-3;10;1
-174;-12.0;11;56;-81.0;-19.0;-16.0;68;12;-12;11;56
-157;-20.0;1;-12;-104.0;-6.0;-68.0;66;-16;16;1;-12
-174;14.0;-20;-6;-54.0;8.0;-45.0;68;-5;5;-20;-6
-163;-93.0;504;1092;39.0;-143.0;-49.0;87;192;-192;504;1092
-174;-20.0;17;9;-44.0;8.0;-26.0;68;18;-18;17;9
-131;-40.0;15;-43;-72.0;-20.0;-4.0;134;2;-2;15;-43
-131;-32.0;-32;6;-92.0;-7.0;2.0;131;13;-13;-32;6
-174;35.0;28;7;-104.0;-54.0;-59.0;72;21;-21;28;7
-131;31.0;-19;23;-72.0;-13.0;-23.0;123;-21;21;-19;23
-135;-22.0;12;-3;-252.0;46.0;-69.0;128;8;-8;12;-3
-158;-382.0;987;1475;-24.0;-512.0;-215.0;82;-609;609;987;1475
-131;-32.0;-14;-28;-47.0;-26.0;-84.0;123;-13;13;-14;-28
-174;21.0;11;-32;-76.0;7.0;-28.0;70;-6;6;11;-32
-159;-27.0;23;-6;-127.0;6.0;-78.0;66;-5;5;23;-6
-174;22.0;0;-14;-33.0;-21.0;-58.0;70;-4;4;0;-14
-156;6.0;-13;-14;-85.0;-12.0;-7.0;67;21;-21;-13;-14
-161;-361.0;-42;-31;144.0;-48.0;-275.0;70;-65;65;-42;-31
-134;-56.0;9;-4;10.0;-8.0;25.0;138;1;-1;9;-4
-157;0.0;-19;-24;-17.0;-1.0;-29.0;71;-33;33;-19;-24
-169;-34.0;10;-2;-119.0;-11.0;-5.0;98;-16;16;10;-2
-157;-33.0;-1;9;-4.0;-17.0;-27.0;68;-12;12;-1;9
-133;-12.0;-6;-13;-60.0;-31.0;-19.0;130;24;-24;-6;-13
-133;19.0;-14;-2;-36.0;-4.0;-13.0;134;16;-16;-14;-2
-157;-22.0;36;10;-33.0;-20.0;-52.0;65;-1;1;36;10
-133;-29.0;7;-15;-84.0;38.0;-39.0;132;-25;25;7;-15
-133;9.0;4;0;-65.0;2.0;-48.0;135;18;-18;4;0
-160;61.0;-8;1;-29.0;3.0;10.0;69;9;-9;-8;1
-133;18.0;-10;7;-67.0;16.0;-58.0;132;-11;11;-10;7
-133;-9.0;29;-11;-97.0;-9.0;-39.0;131;3;-3;29;-11
-173;-9.0;2658;367;-1315.0;-540.0;-1270.0;3870;2890;-2890;2658;367
-133;-25.0;-12;-17;-94.0;-26.0;-18.0;139;1;-1;-12;-17
-157;11.0;-72;-115;-23.0;-18.0;67.0;63;-333;333;-72;-115
-133;-9.0;-1;-21;-68.0;-45.0;-20.0;132;10;-10;-1;-21
-133;-3.0;-3;-21;-80.0;10.0;-49.0;135;2;-2;-3;-21
-133;-11.0;-33;16;-55.0;-26.0;-39.0;130;-16;16;-33;16
-133;-13.0;-8;-27;-26.0;-23.0;-21.0;130;-9;9;-8;-27
-133;31.0;0;9;-85.0;-11.0;-56.0;129;20;-20;0;9
-133;-17.0;4;-23;-77.0;-43.0;-73.0;132;10;-10;4;-23
-133;7.0;5;-19;-109.0;-14.0;-39.0;131;12;-12;5;-19
-166;65.0;103;-51;72.0;-27.0;-41.0;79;0;0;103;-51
-133;-15.0;-2;-35;-32.0;-18.0;11.0;126;9;-9;-2;-35
-133;-6.0;34;-10;-16.0;4.0;-53.0;130;3;-3;34;-10
-157;-1.0;35;-84;-72.0;-4.0;-79.0;86;-179;179;35;-84
-159;-5.0;14;-16;-77.0;33.0;-5.0;66;-16;16;14;-16
-134;7.0;-4;7;-42.0;-29.0;26.0;130;-12;12;-4;7
-156;-13.0;-26;0;-50.0;-22.0;-37.0;68;-40;40;-26;0
-159;-23.0;-19;-2;-59.0;34.0;-22.0;68;27;-27;-19;-2
-159;-35.0;13;-1;-25.0;-15.0;-31.0;63;26;-26;13;-1
-163;15.0;35;-5;-63.0;-60.0;-52.0;69;16;-16;35;-5
-134;-28.0;3;1;-91.0;10.0;-39.0;131;6;-6;3;1
-134;2.0;-25;-23;-58.0;-15.0;-37.0;129;-31;31;-25;-23
-134;-24.0;-31;4;-30.0;-21.0;-43.0;130;33;-33;-31;4
-134;20.0;1;-36;-49.0;-17.0;-49.0;135;-8;8;1;-36
-134;22.0;24;7;-49.0;-40.0;-20.0;134;10;-10;24;7
-133;9.0;-24;10;-25.0;-54.0;-32.0;131;1;-1;-24;10
-134;41.0;0;4;-29.0;-6.0;-24.0;125;3;-3;0;4
-134;-22.0;-29;-6;-59.0;-9.0;-17.0;132;-21;21;-29;-6
-134;14.0;-15;-33;-47.0;-16.0;-47.0;131;-17;17;-15;-33
-134;21.0;-15;14;-50.0;38.0;-40.0;137;11;-11;-15;14
-134;28.0;-5;36;-72.0;10.0;-13.0;132;11;-11;-5;36
-153;-47.0;-10;-11;71.0;-95.0;79.0;69;-18;18;-10;-11
-134;22.0;-10;31;-39.0;-14.0;-41.0;133;4;-4;-10;31
-134;-24.0;-13;36;-41.0;-33.0;-32.0;133;2;-2;-13;36
-134;9.0;-18;42;-54.0;10.0;-38.0;133;-1;1;-18;42
-147;-202.0;21;1;12.0;-164.0;57.0;80;-22;22;21;1
-159;-27.0;7;-2;-117.0;-43.0;-39.0;67;-7;7;7;-2
-134;-6.0;-33;4;-49.0;-22.0;-41.0;127;-26;26;-33;4
-160;-226.0;122;-294;-442.0;-301.0;-224.0;74;-1245;1245;122;-294
-134;-15.0;8;-13;-54.0;-12.0;-40.0;135;-42;42;8;-13
-155;237.0;362;-70;-97.0;-42.0;-77.0;-94;101;-101;362;-70
-159;-17.0;-6;-11;-91.0;12.0;-16.0;71;-4;4;-6;-11
-159;-39.0;-12;-17;-38.0;-30.0;44.0;66;-18;18;-12;-17
-159;-11.0;-7;-30;-73.0;-38.0;-15.0;69;-5;5;-7;-30
-134;-22.0;-17;-12;-58.0;-3.0;-47.0;132;-39;39;-17;-12
-164;-134.0;1044;-805;-511.0;-324.0;-303.0;-339;-49;49;1044;-805
-134;7.0;31;-17;-71.0;-34.0;-52.0;137;-8;8;31;-17
-134;2.0;33;14;-69.0;14.0;-32.0;132;11;-11;33;14
-131;114.0;-24;2;-42.0;131.0;80.0;124;-25;25;-24;2
-134;9.0;25;4;-82.0;-24.0;-31.0;128;-49;49;25;4
-134;17.0;-12;-17;-48.0;-34.0;-56.0;131;0;0;-12;-17
-133;10.0;-12;-11;-120.0;41.0;-31.0;135;24;-24;-12;-11
-160;3.0;9;-9;112.0;-59.0;-78.0;72;18;-18;9;-9
176;-68.0;-18;17;-86.0;-138.0;-55.0;69;16;-16;-18;17
-134;4.0;-21;-8;-82.0;-15.0;-39.0;132;23;-23;-21;-8
-133;76.0;-16;6;-32.0;-27.0;-61.0;130;-19;19;-16;6
-134;43.0;-18;-18;-73.0;-34.0;-62.0;134;14;-14;-18;-18
-134;24.0;23;-20;-71.0;4.0;-13.0;131;-27;27;23;-20
-134;16.0;-15;-8;-60.0;-8.0;-21.0;135;-30;30;-15;-8
-134;24.0;-13;-41;-78.0;4.0;-43.0;132;-5;5;-13;-41
-134;-8.0;-5;-28;-67.0;18.0;-26.0;136;-40;40;-5;-28
-159;8.0;-16;25;-44.0;-62.0;-36.0;63;29;-29;-16;25
-134;10.0;-21;-17;-42.0;7.0;-39.0;130;-28;28;-21;-17
-134;11.0;-13;-1;-34.0;18.0;-59.0;131;4;-4;-13;-1
-160;32.0;-9;25;-52.0;27.0;-47.0;77;-15;15;-9;25
-159;114.0;130;-46;-289.0;-78.0;-273.0;128;-66;66;130;-46
-134;-44.0;-26;-45;-44.0;-6.0;-19.0;134;3;-3;-26;-45
-134;-52.0;-3;3;-83.0;-25.0;-56.0;136;-17;17;-3;3
-134;-61.0;18;24;-69.0;-36.0;-39.0;127;-18;18;18;24
-142;-1051.0;891;682;-360.0;50.0;365.0;207;-483;483;891;682
-134;20.0;35;-10;-47.0;-37.0;-62.0;132;10;-10;35;-10
-132;-100.0;7;-4;-123.0;-170.0;-134.0;132;5;-5;7;-4
-159;1.0;-13;-15;-33.0;-45.0;31.0;66;-10;10;-13;-15
-159;-7.0;21;33;-103.0;-21.0;-46.0;66;-19;19;21;33
-159;7.0;15;21;-102.0;-65.0;-74.0;72;-3;3;15;21
-135;-9.0;-21;11;-38.0;-5.0;-54.0;130;-30;30;-21;11
-34;617.0;-1961;3686;2069.0;1592.0;1251.0;1262;2820;-2820;-1961;3686
-135;24.0;-15;-20;-25.0;8.0;6.0;130;-21;21;-15;-20
-158;35.0;769;1009;-733.0;-190.0;-685.0;100;-1144;1144;769;1009
-157;182.0;-213;-481;-168.0;426.0;-94.0;-298;1095;-1095;-213;-481
-135;-2.0;-21;-27;-61.0;-8.0;6.0;132;-2;2;-21;-27
-167;17.0;-1;13;-135.0;-63.0;-131.0;70;-17;17;-1;13
-134;8.0;10;-10;-83.0;-23.0;-75.0;132;9;-9;10;-10
-135;-11.0;3;-4;-116.0;-29.0;-48.0;136;1;-1;3;-4
-135;6.0;-14;-29;-45.0;-47.0;-48.0;128;3;-3;-14;-29
-135;-15.0;-1;24;-30.0;-45.0;-54.0;127;-20;20;-1;24
-135;-11.0;-12;17;-25.0;-33.0;-22.0;131;10;-10;-12;17
-135;-23.0;-18;-28;-41.0;-18.0;-5.0;133;-27;27;-18;-28
-159;-37.0;32;-7;-39.0;20.0;-24.0;65;-13;13;32;-7
-135;-11.0;-14;-22;-50.0;-23.0;-28.0;134;-6;6;-14;-22
-135;-3.0;-6;-40;-55.0;10.0;-40.0;133;6;-6;-6;-40
-135;9.0;-3;-20;-67.0;-17.0;-24.0;132;-42;42;-3;-20
-135;9.0;9;-12;-97.0;24.0;-32.0;129;-33;33;9;-12
-135;32.0;8;-16;-41.0;3.0;-47.0;129;-20;20;8;-16
-159;-38.0;1;9;-95.0;-49.0;-68.0;71;9;-9;1;9
-134;-20.0;28;-7;-40.0;23.0;-43.0;127;14;-14;28;-7
-159;-6.0;-2;9;-120.0;-18.0;-92.0;69;-13;13;-2;9
-135;-11.0;3;-21;-62.0;29.0;-30.0;137;-8;8;3;-21
-170;-77.0;4201;1419;-1309.0;-215.0;-1136.0;3241;1971;-1971;4201;1419
-159;15.0;26;-25;-79.0;-25.0;-62.0;65;5;-5;26;-25
-159;21.0;14;-17;-50.0;-37.0;-52.0;60;14;-14;14;-17
-159;4.0;35;-9;-78.0;-26.0;-45.0;65;-4;4;35;-9
-159;21.0;-4;35;-83.0;-12.0;-40.0;64;-32;32;-4;35
-135;-28.0;-12;15;-55.0;33.0;-26.0;139;-18;18;-12;15
-135;-20.0;-35;4;-41.0;15.0;-48.0;135;2;-2;-35;4
-159;-10.0;7;0;-60.0;17.0;-41.0;65;-42;42;7;0
-159;1.0;25;-20;-78.0;10.0;-35.0;67;-20;20;25;-20
-157;5.0;-50;41;-41.0;4.0;-37.0;66;-14;14;-50;41
-159;-46.0;10;-6;-47.0;-9.0;-22.0;68;40;-40;10;-6
-134;-48.0;11;-16;-99.0;24.0;-22.0;134;-26;26;11;-16
-135;-15.0;2;-13;-82.0;-17.0;-62.0;132;3;-3;2;-13
-134;-9.0;-12;-16;-69.0;-40.0;-48.0;130;-27;27;-12;-16
-135;-3.0;-30;-1;-39.0;20.0;-22.0;128;-12;12;-30;-1
-135;-8.0;10;27;-79.0;-28.0;-30.0;129;21;-21;10;27
-135;2.0;16;27;-66.0;-31.0;-47.0;125;26;-26;16;27
-135;-19.0;-26;-4;-45.0;-5.0;-38.0;129;-20;20;-26;-4
-135;-1.0;-13;34;-45.0;-40.0;-19.0;128;20;-20;-13;34
-135;20.0;-11;11;-58.0;-36.0;-75.0;133;-7;7;-11;11
-135;-8.0;-27;22;-153.0;-38.0;-36.0;132;-24;24;-27;22
-133;-14.0;8;3;-43.0;84.0;27.0;135;-8;8;8;3
-163;-16.0;-355;-28;-421.0;-320.0;-365.0;-21;-700;700;-355;-28
-135;6.0;22;-14;-8.0;-17.0;-5.0;132;-23;23;22;-14
-135;19.0;-32;-27;-47.0;2.0;-51.0;129;11;-11;-32;-27
-143;-125.0;0;16;24.0;33.0;76.0;81;13;-13;0;16
-163;65.0;-7;147;-250.0;-28.0;-133.0;0;-116;116;-7;147
-135;-12.0;-15;-9;-76.0;-40.0;-59.0;135;-22;22;-15;-9
-135;7.0;-24;4;-55.0;7.0;-9.0;132;6;-6;-24;4
-135;-55.0;-16;-20;-106.0;-15.0;-7.0;129;0;0;-16;-20
-135;-34.0;-32;-6;-23.0;-22.0;-8.0;133;12;-12;-32;-6
-159;-32.0;42;1;-38.0;26.0;-30.0;69;4;-4;42;1
-135;-17.0;1;4;-108.0;-23.0;-60.0;128;-27;27;1;4
-159;-20.0;12;-13;-47.0;-14.0;28.0;68;23;-23;12;-13
-159;-38.0;2;-10;-115.0;-74.0;-12.0;70;-8;8;2;-10
-159;-29.0;-7;2;-74.0;-59.0;-27.0;68;25;-25;-7;2
-159;33.0;-23;-2;-74.0;-8.0;-50.0;71;-27;27;-23;-2
-135;-15.0;-29;4;-39.0;-36.0;-24.0;132;-19;19;-29;4
-135;5.0;-3;36;-58.0;-30.0;-18.0;134;7;-7;-3;36
-156;-37.0;-2;-28;-57.0;-34.0;8.0;70;14;-14;-2;-28
-160;-29.0;-27;8;-26.0;83.0;48.0;65;-7;7;-27;8
-162;15.0;-2;-37;16.0;12.0;29.0;67;22;-22;-2;-37
-149;-113.0;-218;364;187.0;305.0;173.0;127;-272;272;-218;364
-156;-30.0;-2;-14;-83.0;8.0;6.0;74;-21;21;-2;-14
-156;-21.0;-3;16;-144.0;-57.0;-50.0;70;31;-31;-3;16
-159;7.0;-28;32;-131.0;-21.0;-84.0;66;15;-15;-28;32
-158;1.0;10;-11;-67.0;-43.0;-73.0;62;-2;2;10;-11
-158;8.0;21;26;-89.0;-41.0;-72.0;72;4;-4;21;26
-133;14.0;18;10;-82.0;-26.0;-61.0;141;-6;6;18;10
-133;11.0;1;-8;-102.0;-32.0;-66.0;127;2;-2;1;-8
-158;6.0;-14;-9;-98.0;-32.0;-65.0;70;9;-9;-14;-9
-158;71.0;1;17;-76.0;-15.0;-51.0;67;-30;30;1;17
-133;11.0;-26;26;-73.0;-13.0;-57.0;125;-7;7;-26;26
-133;55.0;-11;-26;-64.0;11.0;-47.0;129;-9;9;-11;-26
-133;13.0;7;23;-76.0;44.0;-37.0;138;-40;40;7;23
-133;48.0;-7;-10;-59.0;29.0;-27.0;135;17;-17;-7;-10
-158;-4.0;-5;10;-112.0;-4.0;-86.0;67;-13;13;-5;10
-157;8.0;-22;-20;-55.0;-4.0;-42.0;71;20;-20;-22;-20
-157;-32.0;24;-25;-43.0;21.0;0.0;72;-25;25;24;-25
-133;14.0;12;-19;-76.0;-28.0;-13.0;133;-33;33;12;-19
-133;55.0;-2;-7;-34.0;-2.0;-21.0;127;-23;23;-2;-7
-158;20.0;-21;-10;-71.0;-35.0;-10.0;62;22;-22;-21;-10
-133;16.0;-8;-9;-45.0;21.0;-47.0;132;-6;6;-8;-9
-133;88.0;16;-26;-98.0;5.0;-41.0;137;-44;44;16;-26
-158;-30.0;-4;-16;-103.0;-23.0;-74.0;71;18;-18;-4;-16
-163;-2.0;88;68;61.0;99.0;119.0;63;-49;49;88;68
-156;-720.0;268;1204;-590.0;-523.0;-425.0;107;-998;998;268;1204
-133;3.0;0;-7;-53.0;-46.0;-66.0;134;29;-29;0;-7
-133;1.0;-32;37;-55.0;-4.0;-26.0;132;0;0;-32;37
-133;2.0;27;5;-83.0;-29.0;-56.0;121;34;-34;27;5
-133;-28.0;-26;-1;-106.0;-18.0;-25.0;136;20;-20;-26;-1
-133;-52.0;15;3;-56.0;-17.0;-48.0;134;26;-26;15;3
-134;-50.0;15;13;-94.0;-26.0;-28.0;131;30;-30;15;13
-152;-910.0;281;306;-382.0;-240.0;165.0;239;430;-430;281;306
-134;-1.0;-4;-15;-80.0;-45.0;-53.0;134;-27;27;-4;-15
-134;0.0;-21;-6;-104.0;7.0;-1.0;130;-18;18;-21;-6
-160;97.0;24;-2;36.0;-144.0;-45.0;71;7;-7;24;-2
-133;-24.0;-43;-16;-92.0;74.0;1.0;134;10;-10;-43;-16
-162;-8.0;-8;-10;-63.0;18.0;-3.0;67;-15;15;-8;-10
-163;36.0;891;1815;-738.0;-337.0;-719.0;323;22;-22;891;1815
-134;-2.0;-1;-15;-58.0;35.0;-34.0;130;-29;29;-1;-15
-134;26.0;-35;9;-34.0;-34.0;-5.0;136;4;-4;-35;9
-131;-28.0;-19;-7;36.0;-13.0;-22.0;134;-27;27;-19;-7
-134;-19.0;-4;-21;-71.0;-18.0;-56.0;134;32;-32;-4;-21
-134;-11.0;21;4;-16.0;-7.0;-35.0;133;19;-19;21;4
-172;-28.0;1603;836;-453.0;-257.0;-358.0;-101;-1403;1403;1603;836
-165;-557.0;1397;2653;-824.0;-1347.0;-1236.0;228;-821;821;1397;2653
-134;-15.0;20;-44;-74.0;-12.0;-47.0;132;-3;3;20;-44
-134;-8.0;21;20;-60.0;23.0;-35.0;133;22;-22;21;20
-134;54.0;14;0;-60.0;68.0;-43.0;133;28;-28;14;0
-134;-40.0;-12;7;-55.0;4.0;-66.0;129;-7;7;-12;7
-162;-30.0;33;-2;-111.0;-6.0;-17.0;70;-24;24;33;-2
-162;-15.0;-17;8;-42.0;-11.0;26.0;73;-13;13;-17;8
-159;-55.0;-28;-3;-103.0;-15.0;34.0;67;38;-38;-28;-3
-156;-61.0;-9;-12;-92.0;-20.0;-44.0;71;-26;26;-9;-12
-134;-17.0;10;28;-65.0;12.0;-52.0;135;5;-5;10;28
-177;-33.0;964;-181;170.0;-370.0;268.0;961;112;-112;964;-181
-134;-44.0;-14;-24;-66.0;31.0;-39.0;130;-8;8;-14;-24
-134;-24.0;42;5;-38.0;-10.0;-6.0;130;-8;8;42;5
-175;4.0;-20;20;-36.0;8.0;-33.0;64;-32;32;-20;20
-162;3.0;-25;-23;-61.0;-28.0;-7.0;71;-7;7;-25;-23
-175;-36.0;-5;-4;-42.0;21.0;-19.0;67;0;0;-5;-4
-134;-7.0;-8;18;-45.0;31.0;-56.0;128;-13;13;-8;18
-134;-7.0;8;2;-86.0;-60.0;-39.0;134;24;-24;8;2
-161;-25.0;408;489;-201.0;-147.0;-312.0;-67;-586;586;408;489
-154;32.0;3452;632;-253.0;-487.0;-333.0;169;-721;721;3452;632
-134;-11.0;-32;8;-51.0;-26.0;-25.0;134;3;-3;-32;8
-134;-17.0;-5;-38;-68.0;-24.0;-47.0;131;-12;12;-5;-38
-135;21.0;-12;4;70.0;40.0;30.0;132;-38;38;-12;4
-134;-1.0;-21;4;-37.0;-43.0;-4.0;130;3;-3;-21;4
