InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
-156;-20.0;-1;-34;-91.0;-6.0;-9.0;70;15;-15;-1;-34
-157;17.0;-31;-17;-48.0;-12.0;-22.0;71;-17;17;-31;-17
-156;-13.0;-22;17;-40.0;-42.0;-43.0;70;22;-22;-22;17
-156;-61.0;-9;-12;-92.0;-20.0;-44.0;71;-26;26;-9;-12
-164;9.0;18;-6;-9.0;55.0;-6.0;73;1;-1;18;-6
-156;-41.0;4;-30;-20.0;-57.0;-28.0;65;12;-12;4;-30
-156;-44.0;-20;19;-66.0;-66.0;-29.0;68;15;-15;-20;19
-156;-23.0;8;-25;-75.0;-80.0;-62.0;66;-2;2;8;-25
-157;-28.0;23;-2;-110.0;-37.0;-77.0;70;-15;15;23;-2
-156;-39.0;-10;-11;-64.0;-95.0;-47.0;67;0;0;-10;-11
-156;-21.0;-29;-14;-76.0;-67.0;-22.0;73;-5;5;-29;-14
-156;-47.0;41;-11;-91.0;-37.0;-54.0;74;-36;36;41;-11
-164;-19.0;7;26;-29.0;26.0;-54.0;76;-17;17;7;26
-131;17.0;15;-33;-2.0;1.0;-1.0;123;9;-9;15;-33
-131;7.0;22;-3;-113.0;24.0;-60.0;128;11;-11;22;-3
-133;-28.0;11;-21;-94.0;-47.0;-47.0;132;-26;26;11;-21
-157;-1.0;32;-7;-62.0;-45.0;-53.0;70;32;-32;32;-7
-133;26.0;-14;10;-30.0;-19.0;17.0;120;-21;21;-14;10
-133;-10.0;-33;-20;-76.0;-10.0;-19.0;126;-1;1;-33;-20
-133;-12.0;-16;30;-94.0;-20.0;-74.0;125;-3;3;-16;30
-133;-40.0;6;13;-61.0;38.0;-35.0;130;-48;48;6;13
-133;-12.0;-5;-21;-37.0;-10.0;-32.0;133;40;-40;-5;-21
-133;-44.0;10;-4;-49.0;-59.0;-81.0;128;-3;3;10;-4
-174;1.0;13;-9;-32.0;-59.0;-16.0;73;-25;25;13;-9
-174;23.0;21;3;-56.0;-5.0;-15.0;72;15;-15;21;3
-159;-45.0;24;-11;-107.0;4.0;-59.0;70;1;-1;24;-11
-131;-5.0;0;-25;-43.0;-77.0;-24.0;133;-41;41;0;-25
-174;39.0;10;1;-58.0;1.0;-24.0;71;3;-3;10;1
-174;-8.0;20;49;-47.0;-12.0;-24.0;71;6;-6;20;49
-157;-20.0;1;-12;-104.0;-6.0;-68.0;66;-16;16;1;-12
-174;14.0;-20;-6;-54.0;8.0;-45.0;68;-5;5;-20;-6
-174;-12.0;11;56;-81.0;-19.0;-16.0;68;12;-12;11;56
-174;-20.0;17;9;-44.0;8.0;-26.0;68;18;-18;17;9
-131;-40.0;15;-43;-72.0;-20.0;-4.0;134;2;-2;15;-43
-131;-32.0;-32;6;-92.0;-7.0;2.0;131;13;-13;-32;6
-174;35.0;28;7;-104.0;-54.0;-59.0;72;21;-21;28;7
-131;31.0;-19;23;-72.0;-13.0;-23.0;123;-21;21;-19;23
-131;10.0;2;0;-137.0;-3.0;-52.0;131;11;-11;2;0
-131;6.0;19;58;-43.0;-21.0;-3.0;123;-25;25;19;58
-131;-32.0;-14;-28;-47.0;-26.0;-84.0;123;-13;13;-14;-28
-174;21.0;11;-32;-76.0;7.0;-28.0;70;-6;6;11;-32
-159;-27.0;23;-6;-127.0;6.0;-78.0;66;-5;5;23;-6
-174;22.0;0;-14;-33.0;-21.0;-58.0;70;-4;4;0;-14
-156;6.0;-13;-14;-85.0;-12.0;-7.0;67;21;-21;-13;-14
-132;-59.0;-34;4;-24.0;-38.0;-58.0;124;-14;14;-34;4
-132;-35.0;-3;-8;-29.0;-19.0;14.0;136;-13;13;-3;-8
-157;0.0;-19;-24;-17.0;-1.0;-29.0;71;-33;33;-19;-24
-169;-34.0;10;-2;-119.0;-11.0;-5.0;98;-16;16;10;-2
-157;-33.0;-1;9;-4.0;-17.0;-27.0;68;-12;12;-1;9
-133;-12.0;-6;-13;-60.0;-31.0;-19.0;130;24;-24;-6;-13
-133;19.0;-14;-2;-36.0;-4.0;-13.0;134;16;-16;-14;-2
-157;-22.0;36;10;-33.0;-20.0;-52.0;65;-1;1;36;10
-133;-29.0;7;-15;-84.0;38.0;-39.0;132;-25;25;7;-15
-133;9.0;4;0;-65.0;2.0;-48.0;135;18;-18;4;0
-160;61.0;-8;1;-29.0;3.0;10.0;69;9;-9;-8;1
-133;18.0;-10;7;-67.0;16.0;-58.0;132;-11;11;-10;7
-133;-9.0;29;-11;-97.0;-9.0;-39.0;131;3;-3;29;-11
-133;8.0;18;-4;-112.0;-37.0;-48.0;137;35;-35;18;-4
-133;-25.0;-12;-17;-94.0;-26.0;-18.0;139;1;-1;-12;-17
-133;-14.0;-5;-11;-40.0;-27.0;-22.0;134;-52;52;-5;-11
-133;-9.0;-1;-21;-68.0;-45.0;-20.0;132;10;-10;-1;-21
-133;-3.0;-3;-21;-80.0;10.0;-49.0;135;2;-2;-3;-21
-133;-11.0;-33;16;-55.0;-26.0;-39.0;130;-16;16;-33;16
-133;-13.0;-8;-27;-26.0;-23.0;-21.0;130;-9;9;-8;-27
-133;31.0;0;9;-85.0;-11.0;-56.0;129;20;-20;0;9
-133;-17.0;4;-23;-77.0;-43.0;-73.0;132;10;-10;4;-23
-133;7.0;5;-19;-109.0;-14.0;-39.0;131;12;-12;5;-19
-159;24.0;32;-26;-8.0;19.0;-45.0;65;-15;15;32;-26
-133;-15.0;-2;-35;-32.0;-18.0;11.0;126;9;-9;-2;-35
-133;-6.0;34;-10;-16.0;4.0;-53.0;130;3;-3;34;-10
-157;16.0;-7;-22;-64.0;3.0;-63.0;75;-44;44;-7;-22
-159;-5.0;14;-16;-77.0;33.0;-5.0;66;-16;16;14;-16
-134;7.0;-4;7;-42.0;-29.0;26.0;130;-12;12;-4;7
-156;-13.0;-26;0;-50.0;-22.0;-37.0;68;-40;40;-26;0
-159;-23.0;-19;-2;-59.0;34.0;-22.0;68;27;-27;-19;-2
-159;-35.0;13;-1;-25.0;-15.0;-31.0;63;26;-26;13;-1
-163;15.0;35;-5;-63.0;-60.0;-52.0;69;16;-16;35;-5
-134;-28.0;3;1;-91.0;10.0;-39.0;131;6;-6;3;1
-134;2.0;-25;-23;-58.0;-15.0;-37.0;129;-31;31;-25;-23
-134;-24.0;-31;4;-30.0;-21.0;-43.0;130;33;-33;-31;4
-134;20.0;1;-36;-49.0;-17.0;-49.0;135;-8;8;1;-36
-134;22.0;24;7;-49.0;-40.0;-20.0;134;10;-10;24;7
-133;9.0;-24;10;-25.0;-54.0;-32.0;131;1;-1;-24;10
-134;41.0;0;4;-29.0;-6.0;-24.0;125;3;-3;0;4
-134;-22.0;-29;-6;-59.0;-9.0;-17.0;132;-21;21;-29;-6
-134;14.0;-15;-33;-47.0;-16.0;-47.0;131;-17;17;-15;-33
-134;21.0;-15;14;-50.0;38.0;-40.0;137;11;-11;-15;14
-134;28.0;-5;36;-72.0;10.0;-13.0;132;11;-11;-5;36
-159;-16.0;-37;-7;-33.0;-35.0;-7.0;69;-35;35;-37;-7
-134;22.0;-10;31;-39.0;-14.0;-41.0;133;4;-4;-10;31
-134;-24.0;-13;36;-41.0;-33.0;-32.0;133;2;-2;-13;36
-134;9.0;-18;42;-54.0;10.0;-38.0;133;-1;1;-18;42
-159;-51.0;0;-12;-14.0;-39.0;23.0;65;-23;23;0;-12
-159;-27.0;7;-2;-117.0;-43.0;-39.0;67;-7;7;7;-2
-134;-6.0;-33;4;-49.0;-22.0;-41.0;127;-26;26;-33;4
-159;-37.0;4;-33;-59.0;-37.0;-33.0;66;-49;49;4;-33
-134;-15.0;8;-13;-54.0;-12.0;-40.0;135;-42;42;8;-13
-134;-3.0;26;-44;-64.0;-54.0;-18.0;129;6;-6;26;-44
-159;-17.0;-6;-11;-91.0;12.0;-16.0;71;-4;4;-6;-11
-159;-39.0;-12;-17;-38.0;-30.0;44.0;66;-18;18;-12;-17
-159;-11.0;-7;-30;-73.0;-38.0;-15.0;69;-5;5;-7;-30
-134;-22.0;-17;-12;-58.0;-3.0;-47.0;132;-39;39;-17;-12
-159;-33.0;35;-31;-71.0;33.0;-10.0;69;-23;23;35;-31
-134;7.0;31;-17;-71.0;-34.0;-52.0;137;-8;8;31;-17
-134;2.0;33;14;-69.0;14.0;-32.0;132;11;-11;33;14
-134;-29.0;-18;7;-31.0;40.0;2.0;131;-28;28;-18;7
-134;9.0;25;4;-82.0;-24.0;-31.0;128;-49;49;25;4
-134;17.0;-12;-17;-48.0;-34.0;-56.0;131;0;0;-12;-17
-134;25.0;-18;-14;-89.0;23.0;-33.0;131;15;-15;-18;-14
-134;-6.0;-12;26;-10.0;-22.0;-41.0;129;12;-12;-12;26
-134;-8.0;15;26;-16.0;-42.0;-47.0;129;-6;6;15;26
-134;4.0;-21;-8;-82.0;-15.0;-39.0;132;23;-23;-21;-8
-134;47.0;-22;-16;-43.0;-28.0;-38.0;128;-10;10;-22;-16
-134;43.0;-18;-18;-73.0;-34.0;-62.0;134;14;-14;-18;-18
-134;24.0;23;-20;-71.0;4.0;-13.0;131;-27;27;23;-20
-134;16.0;-15;-8;-60.0;-8.0;-21.0;135;-30;30;-15;-8
-134;24.0;-13;-41;-78.0;4.0;-43.0;132;-5;5;-13;-41
-134;-8.0;-5;-28;-67.0;18.0;-26.0;136;-40;40;-5;-28
-159;8.0;-16;25;-44.0;-62.0;-36.0;63;29;-29;-16;25
-134;10.0;-21;-17;-42.0;7.0;-39.0;130;-28;28;-21;-17
-134;11.0;-13;-1;-34.0;18.0;-59.0;131;4;-4;-13;-1
-160;32.0;-9;25;-52.0;27.0;-47.0;77;-15;15;-9;25
-160;26.0;28;6;-120.0;-7.0;-86.0;73;-23;23;28;6
-134;-30.0;-24;-24;-62.0;-20.0;-37.0;134;0;0;-24;-24
-134;-52.0;-3;3;-83.0;-25.0;-56.0;136;-17;17;-3;3
-134;-61.0;18;24;-69.0;-36.0;-39.0;127;-18;18;18;24
-134;-67.0;29;35;-48.0;-15.0;-20.0;126;-20;20;29;35
-134;20.0;35;-10;-47.0;-37.0;-62.0;132;10;-10;35;-10
-135;-43.0;7;-11;-115.0;-59.0;-60.0;136;-10;10;7;-11
-159;1.0;-13;-15;-33.0;-45.0;31.0;66;-10;10;-13;-15
-159;-7.0;21;33;-103.0;-21.0;-46.0;66;-19;19;21;33
-159;7.0;15;21;-102.0;-65.0;-74.0;72;-3;3;15;21
-135;-9.0;-21;11;-38.0;-5.0;-54.0;130;-30;30;-21;11
-135;-24.0;-26;45;-52.0;13.0;-26.0;133;13;-13;-26;45
-135;24.0;-15;-20;-25.0;8.0;6.0;130;-21;21;-15;-20
-135;-14.0;9;25;-92.0;-14.0;-61.0;133;-47;47;9;25
-159;10.0;-2;-13;-51.0;-16.0;-9.0;64;45;-45;-2;-13
-135;-2.0;-21;-27;-61.0;-8.0;6.0;132;-2;2;-21;-27
-159;10.0;6;21;-115.0;-36.0;-73.0;68;-20;20;6;21
-134;8.0;10;-10;-83.0;-23.0;-75.0;132;9;-9;10;-10
-135;-11.0;3;-4;-116.0;-29.0;-48.0;136;1;-1;3;-4
-135;6.0;-14;-29;-45.0;-47.0;-48.0;128;3;-3;-14;-29
-135;-15.0;-1;24;-30.0;-45.0;-54.0;127;-20;20;-1;24
-135;-11.0;-12;17;-25.0;-33.0;-22.0;131;10;-10;-12;17
-135;-23.0;-18;-28;-41.0;-18.0;-5.0;133;-27;27;-18;-28
-159;-37.0;32;-7;-39.0;20.0;-24.0;65;-13;13;32;-7
-135;-11.0;-14;-22;-50.0;-23.0;-28.0;134;-6;6;-14;-22
-135;-3.0;-6;-40;-55.0;10.0;-40.0;133;6;-6;-6;-40
-135;9.0;-3;-20;-67.0;-17.0;-24.0;132;-42;42;-3;-20
-135;9.0;9;-12;-97.0;24.0;-32.0;129;-33;33;9;-12
-135;32.0;8;-16;-41.0;3.0;-47.0;129;-20;20;8;-16
-159;-38.0;1;9;-95.0;-49.0;-68.0;71;9;-9;1;9
-134;-20.0;28;-7;-40.0;23.0;-43.0;127;14;-14;28;-7
-159;-6.0;-2;9;-120.0;-18.0;-92.0;69;-13;13;-2;9
-135;-11.0;3;-21;-62.0;29.0;-30.0;137;-8;8;3;-21
-135;-18.0;41;6;-98.0;27.0;-13.0;131;23;-23;41;6
-159;15.0;26;-25;-79.0;-25.0;-62.0;65;5;-5;26;-25
-159;21.0;14;-17;-50.0;-37.0;-52.0;60;14;-14;14;-17
-159;4.0;35;-9;-78.0;-26.0;-45.0;65;-4;4;35;-9
-159;21.0;-4;35;-83.0;-12.0;-40.0;64;-32;32;-4;35
-135;-28.0;-12;15;-55.0;33.0;-26.0;139;-18;18;-12;15
-135;-20.0;-35;4;-41.0;15.0;-48.0;135;2;-2;-35;4
-159;-10.0;7;0;-60.0;17.0;-41.0;65;-42;42;7;0
-159;1.0;25;-20;-78.0;10.0;-35.0;67;-20;20;25;-20
-159;-2.0;-34;10;-77.0;11.0;-54.0;64;-26;26;-34;10
-159;-46.0;10;-6;-47.0;-9.0;-22.0;68;40;-40;10;-6
-134;-48.0;11;-16;-99.0;24.0;-22.0;134;-26;26;11;-16
-135;-15.0;2;-13;-82.0;-17.0;-62.0;132;3;-3;2;-13
-134;-9.0;-12;-16;-69.0;-40.0;-48.0;130;-27;27;-12;-16
-135;-3.0;-30;-1;-39.0;20.0;-22.0;128;-12;12;-30;-1
-135;-8.0;10;27;-79.0;-28.0;-30.0;129;21;-21;10;27
-135;2.0;16;27;-66.0;-31.0;-47.0;125;26;-26;16;27
-135;-19.0;-26;-4;-45.0;-5.0;-38.0;129;-20;20;-26;-4
-135;-1.0;-13;34;-45.0;-40.0;-19.0;128;20;-20;-13;34
-135;20.0;-11;11;-58.0;-36.0;-75.0;133;-7;7;-11;11
-135;3.0;-31;14;-92.0;-33.0;-60.0;132;-17;17;-31;14
-135;11.0;31;2;-67.0;31.0;27.0;131;0;0;31;2
-135;-19.0;-18;31;-99.0;-32.0;-81.0;131;-32;32;-18;31
-135;6.0;22;-14;-8.0;-17.0;-5.0;132;-23;23;22;-14
-135;19.0;-32;-27;-47.0;2.0;-51.0;129;11;-11;-32;-27
-160;-30.0;-8;13;0.0;19.0;9.0;79;12;-12;-8;13
-135;12.0;-9;20;-90.0;-62.0;-64.0;128;-23;23;-9;20
-135;-12.0;-15;-9;-76.0;-40.0;-59.0;135;-22;22;-15;-9
-135;7.0;-24;4;-55.0;7.0;-9.0;132;6;-6;-24;4
-135;-55.0;-16;-20;-106.0;-15.0;-7.0;129;0;0;-16;-20
-135;-34.0;-32;-6;-23.0;-22.0;-8.0;133;12;-12;-32;-6
-159;-32.0;42;1;-38.0;26.0;-30.0;69;4;-4;42;1
-135;-17.0;1;4;-108.0;-23.0;-60.0;128;-27;27;1;4
-159;-20.0;12;-13;-47.0;-14.0;28.0;68;23;-23;12;-13
-159;-38.0;2;-10;-115.0;-74.0;-12.0;70;-8;8;2;-10
-159;-29.0;-7;2;-74.0;-59.0;-27.0;68;25;-25;-7;2
-159;33.0;-23;-2;-74.0;-8.0;-50.0;71;-27;27;-23;-2
-135;-15.0;-29;4;-39.0;-36.0;-24.0;132;-19;19;-29;4
-135;5.0;-3;36;-58.0;-30.0;-18.0;134;7;-7;-3;36
-156;-37.0;-2;-28;-57.0;-34.0;8.0;70;14;-14;-2;-28
-156;-13.0;-27;9;-28.0;34.0;15.0;67;6;-6;-27;9
-156;10.0;-8;-25;-34.0;26.0;15.0;70;10;-10;-8;-25
-156;-9.0;-30;23;-31.0;23.0;26.0;70;-34;34;-30;23
-156;-30.0;-2;-14;-83.0;8.0;6.0;74;-21;21;-2;-14
-156;-25.0;-2;5;-104.0;-58.0;-34.0;67;26;-26;-2;5
-157;13.0;-27;16;-98.0;-29.0;-66.0;73;1;-1;-27;16
-158;1.0;10;-11;-67.0;-43.0;-73.0;62;-2;2;10;-11
-158;8.0;21;26;-89.0;-41.0;-72.0;72;4;-4;21;26
-133;14.0;18;10;-82.0;-26.0;-61.0;141;-6;6;18;10
-133;11.0;1;-8;-102.0;-32.0;-66.0;127;2;-2;1;-8
-158;6.0;-14;-9;-98.0;-32.0;-65.0;70;9;-9;-14;-9
-158;71.0;1;17;-76.0;-15.0;-51.0;67;-30;30;1;17
-133;11.0;-26;26;-73.0;-13.0;-57.0;125;-7;7;-26;26
-133;55.0;-11;-26;-64.0;11.0;-47.0;129;-9;9;-11;-26
-133;13.0;7;23;-76.0;44.0;-37.0;138;-40;40;7;23
-133;48.0;-7;-10;-59.0;29.0;-27.0;135;17;-17;-7;-10
-158;-4.0;-5;10;-112.0;-4.0;-86.0;67;-13;13;-5;10
-157;8.0;-22;-20;-55.0;-4.0;-42.0;71;20;-20;-22;-20
-157;-32.0;24;-25;-43.0;21.0;0.0;72;-25;25;24;-25
-133;14.0;12;-19;-76.0;-28.0;-13.0;133;-33;33;12;-19
-133;55.0;-2;-7;-34.0;-2.0;-21.0;127;-23;23;-2;-7
-158;20.0;-21;-10;-71.0;-35.0;-10.0;62;22;-22;-21;-10
-133;16.0;-8;-9;-45.0;21.0;-47.0;132;-6;6;-8;-9
-133;52.0;5;-7;-63.0;1.0;-15.0;138;-16;16;5;-7
-158;-30.0;-4;-16;-103.0;-23.0;-74.0;71;18;-18;-4;-16
-162;11.0;-1;39;-9.0;23.0;32.0;71;-25;25;-1;39
-158;-11.0;-26;35;-78.0;-74.0;-61.0;71;-31;31;-26;35
-133;3.0;0;-7;-53.0;-46.0;-66.0;134;29;-29;0;-7
-133;1.0;-32;37;-55.0;-4.0;-26.0;132;0;0;-32;37
-133;2.0;27;5;-83.0;-29.0;-56.0;121;34;-34;27;5
-133;-28.0;-26;-1;-106.0;-18.0;-25.0;136;20;-20;-26;-1
-133;-52.0;15;3;-56.0;-17.0;-48.0;134;26;-26;15;3
-133;-62.0;-4;2;-91.0;-22.0;-33.0;136;14;-14;-4;2
-134;-50.0;15;13;-94.0;-26.0;-28.0;131;30;-30;15;13
-134;-1.0;-4;-15;-80.0;-45.0;-53.0;134;-27;27;-4;-15
-134;0.0;-21;-6;-104.0;7.0;-1.0;130;-18;18;-21;-6
-162;23.0;-12;13;-41.0;-73.0;-43.0;63;8;-8;-12;13
-134;-13.0;-27;-4;-76.0;25.0;16.0;128;-15;15;-27;-4
-162;-8.0;-8;-10;-63.0;18.0;-3.0;67;-15;15;-8;-10
-162;23.0;24;51;-70.0;-24.0;-44.0;72;-1;1;24;51
-134;-2.0;-1;-15;-58.0;35.0;-34.0;130;-29;29;-1;-15
-134;26.0;-35;9;-34.0;-34.0;-5.0;136;4;-4;-35;9
-134;-2.0;-25;-6;-16.0;5.0;-24.0;135;-16;16;-25;-6
-134;-19.0;-4;-21;-71.0;-18.0;-56.0;134;32;-32;-4;-21
-134;-11.0;21;4;-16.0;-7.0;-35.0;133;19;-19;21;4
-134;-13.0;33;14;-45.0;-21.0;-37.0;132;-45;45;33;14
-134;1.0;4;50;-85.0;-15.0;-58.0;130;-30;30;4;50
-134;-15.0;20;-44;-74.0;-12.0;-47.0;132;-3;3;20;-44
-134;-8.0;21;20;-60.0;23.0;-35.0;133;22;-22;21;20
-134;47.0;18;4;-48.0;30.0;-50.0;134;22;-22;18;4
-134;-40.0;-12;7;-55.0;4.0;-66.0;129;-7;7;-12;7
-162;-30.0;33;-2;-111.0;-6.0;-17.0;70;-24;24;33;-2
-162;-15.0;-17;8;-42.0;-11.0;26.0;73;-13;13;-17;8
-161;-59.0;-17;18;-100.0;-44.0;7.0;64;6;-6;-17;18
-161;-45.0;-7;6;-86.0;-45.0;-12.0;69;-39;39;-7;6
-134;-17.0;10;28;-65.0;12.0;-52.0;135;5;-5;10;28
-134;-13.0;38;-38;-45.0;3.0;-28.0;133;1;-1;38;-38
-134;-44.0;-14;-24;-66.0;31.0;-39.0;130;-8;8;-14;-24
-134;-24.0;42;5;-38.0;-10.0;-6.0;130;-8;8;42;5
-175;4.0;-20;20;-36.0;8.0;-33.0;64;-32;32;-20;20
-162;3.0;-25;-23;-61.0;-28.0;-7.0;71;-7;7;-25;-23
-175;-36.0;-5;-4;-42.0;21.0;-19.0;67;0;0;-5;-4
-134;-7.0;-8;18;-45.0;31.0;-56.0;128;-13;13;-8;18
-134;-7.0;8;2;-86.0;-60.0;-39.0;134;24;-24;8;2
-175;16.0;13;17;-63.0;-24.0;-75.0;76;-43;43;13;17
-175;-23.0;45;-1;-98.0;-39.0;-41.0;72;-22;22;45;-1
-134;-11.0;-32;8;-51.0;-26.0;-25.0;134;3;-3;-32;8
-134;-17.0;-5;-38;-68.0;-24.0;-47.0;131;-12;12;-5;-38
-134;-1.0;-25;3;-4.0;-3.0;25.0;129;-15;15;-25;3
-134;-1.0;-21;4;-37.0;-43.0;-4.0;130;3;-3;-21;4
