InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
-216.0;-104.0;153.0;378.0;323.0;142.0;-393.0
-218.0;-104.0;152.0;329.0;322.0;143.0;-392.0
-231.0;459.0;-479.0;92.0;-376.0;139.0;73.0
-293.0;505.0;-490.0;-48.0;-487.0;237.0;-62.0
-75.0;390.0;-383.0;237.0;-93.0;41.0;209.0
85.0;378.0;-217.0;384.0;68.0;-191.0;315.0
-219.0;-104.0;151.0;406.0;316.0;146.0;-394.0
-219.0;-105.0;151.0;347.0;316.0;146.0;-393.0
-220.0;-105.0;151.0;405.0;313.0;147.0;-393.0
-218.0;-114.0;157.0;400.0;298.0;148.0;-380.0
-85.0;-277.0;125.0;544.0;106.0;181.0;-340.0
-80.0;-281.0;124.0;539.0;89.0;179.0;-331.0
-218.0;-117.0;159.0;421.0;303.0;149.0;-374.0
-217.0;-120.0;161.0;426.0;315.0;152.0;-370.0
-216.0;-121.0;163.0;316.0;308.0;148.0;-368.0
-216.0;-121.0;163.0;386.0;306.0;149.0;-366.0
-106.0;-298.0;154.0;314.0;356.0;20.0;-302.0
-82.0;-317.0;188.0;281.0;399.0;-10.0;-258.0
-57.0;-338.0;222.0;241.0;438.0;-43.0;-215.0
-216.0;-122.0;164.0;409.0;312.0;151.0;-365.0
-216.0;-123.0;165.0;326.0;305.0;147.0;-363.0
-216.0;-123.0;166.0;393.0;306.0;147.0;-362.0
-216.0;-124.0;166.0;419.0;315.0;147.0;-360.0
-216.0;-126.0;167.0;336.0;304.0;143.0;-359.0
-215.0;-130.0;169.0;400.0;297.0;140.0;-355.0
-213.0;-133.0;171.0;321.0;277.0;134.0;-353.0
-38.0;-294.0;217.0;591.0;42.0;230.0;-320.0
-70.0;-287.0;125.0;529.0;83.0;175.0;-322.0
-56.0;-296.0;134.0;506.0;93.0;163.0;-331.0
-53.0;-299.0;139.0;500.0;96.0;160.0;-336.0
-51.0;-302.0;143.0;497.0;101.0;156.0;-338.0
-47.0;-307.0;149.0;495.0;104.0;151.0;-342.0
-207.0;-132.0;166.0;336.0;311.0;141.0;-355.0
-206.0;-132.0;167.0;386.0;309.0;140.0;-353.0
-205.0;-134.0;170.0;386.0;312.0;139.0;-351.0
-205.0;-134.0;172.0;414.0;319.0;140.0;-350.0
-206.0;-134.0;177.0;354.0;323.0;137.0;-349.0
-43.0;-310.0;152.0;500.0;104.0;143.0;-339.0
-40.0;-311.0;155.0;505.0;91.0;134.0;-337.0
-39.0;-310.0;156.0;509.0;93.0;129.0;-334.0
-40.0;-306.0;158.0;515.0;98.0;125.0;-334.0
-47.0;-294.0;161.0;517.0;106.0;130.0;-352.0
-46.0;-291.0;163.0;509.0;117.0;130.0;-357.0
-28.0;-296.0;182.0;464.0;203.0;118.0;-374.0
-15.0;-308.0;196.0;438.0;250.0;107.0;-370.0
-1.0;-321.0;211.0;414.0;299.0;93.0;-351.0
-206.0;-134.0;179.0;327.0;328.0;136.0;-347.0
-203.0;-135.0;180.0;384.0;315.0;132.0;-345.0
30.0;-336.0;234.0;364.0;351.0;28.0;-311.0
28.0;-336.0;232.0;368.0;316.0;29.0;-310.0
26.0;-336.0;230.0;377.0;300.0;31.0;-306.0
20.0;-334.0;221.0;389.0;237.0;41.0;-273.0
19.0;-334.0;219.0;392.0;229.0;42.0;-269.0
22.0;-335.0;219.0;391.0;242.0;42.0;-251.0
23.0;-336.0;220.0;392.0;257.0;41.0;-247.0
29.0;-339.0;224.0;389.0;302.0;36.0;-242.0
31.0;-341.0;226.0;384.0;316.0;34.0;-241.0
33.0;-342.0;228.0;382.0;329.0;32.0;-241.0
34.0;-343.0;230.0;379.0;341.0;30.0;-241.0
35.0;-344.0;232.0;374.0;351.0;29.0;-241.0
36.0;-345.0;234.0;371.0;358.0;27.0;-240.0
38.0;-348.0;237.0;362.0;373.0;25.0;-236.0
41.0;-353.0;241.0;347.0;396.0;22.0;-225.0
43.0;-358.0;241.0;350.0;392.0;24.0;-193.0
44.0;-360.0;240.0;348.0;381.0;24.0;-187.0
45.0;-361.0;239.0;352.0;369.0;25.0;-180.0
47.0;-363.0;234.0;364.0;338.0;24.0;-171.0
46.0;-363.0;232.0;371.0;331.0;24.0;-167.0
27.0;-347.0;216.0;387.0;350.0;39.0;-170.0
0.0;-316.0;203.0;407.0;469.0;66.0;-229.0
-196.0;-136.0;180.0;418.0;319.0;125.0;-346.0
-162.0;-140.0;182.0;361.0;300.0;88.0;-351.0
-144.0;-139.0;182.0;395.0;311.0;78.0;-357.0
-18.0;-284.0;173.0;452.0;378.0;80.0;-374.0
-19.0;-281.0;167.0;457.0;368.0;83.0;-371.0
-22.0;-277.0;161.0;466.0;357.0;90.0;-369.0
-35.0;-265.0;147.0;485.0;328.0;112.0;-366.0
-59.0;-240.0;124.0;509.0;298.0;152.0;-355.0
-90.0;-160.0;61.0;577.0;267.0;162.0;-495.0
-124.0;-133.0;183.0;335.0;297.0;70.0;-377.0
-80.0;-174.0;187.0;442.0;307.0;140.0;-562.0
-140.0;-87.0;179.0;352.0;330.0;107.0;-439.0
-144.0;-79.0;178.0;411.0;356.0;111.0;-436.0
-145.0;-73.0;177.0;223.0;363.0;127.0;-434.0
-120.0;-129.0;33.0;526.0;465.0;136.0;-312.0
-121.0;-127.0;30.0;523.0;458.0;137.0;-312.0
-123.0;-126.0;27.0;522.0;452.0;140.0;-313.0
-154.0;-97.0;-1.0;548.0;361.0;183.0;-366.0
-179.0;-91.0;22.0;569.0;442.0;196.0;-369.0
-215.0;-86.0;25.0;589.0;412.0;243.0;-361.0
-162.0;-64.0;174.0;213.0;384.0;166.0;-424.0
-166.0;-63.0;173.0;295.0;387.0;170.0;-422.0
-164.0;-63.0;172.0;301.0;394.0;176.0;-416.0
-173.0;-68.0;175.0;331.0;392.0;195.0;-419.0
-172.0;-68.0;177.0;320.0;388.0;188.0;-422.0
-181.0;-67.0;180.0;308.0;379.0;166.0;-430.0
-174.0;-69.0;185.0;309.0;368.0;153.0;-441.0
-89.0;-218.0;145.0;548.0;101.0;186.0;-284.0
-82.0;-229.0;155.0;544.0;120.0;175.0;-262.0
-78.0;-236.0;166.0;534.0;141.0;166.0;-243.0
-77.0;-236.0;167.0;532.0;146.0;164.0;-240.0
-77.0;-236.0;168.0;530.0;149.0;164.0;-237.0
-77.0;-236.0;170.0;528.0;151.0;163.0;-235.0
-78.0;-236.0;171.0;525.0;155.0;164.0;-230.0
-77.0;-236.0;172.0;523.0;157.0;164.0;-229.0
-74.0;-237.0;174.0;521.0;155.0;161.0;-228.0
-73.0;-237.0;175.0;519.0;148.0;159.0;-231.0
-73.0;-239.0;178.0;515.0;125.0;153.0;-227.0
-74.0;-239.0;179.0;513.0;123.0;153.0;-227.0
-75.0;-239.0;179.0;514.0;123.0;154.0;-227.0
-77.0;-234.0;177.0;514.0;125.0;157.0;-231.0
-78.0;-233.0;178.0;516.0;125.0;158.0;-232.0
-78.0;-232.0;177.0;519.0;125.0;158.0;-232.0
-78.0;-231.0;178.0;521.0;128.0;157.0;-232.0
-79.0;-231.0;179.0;525.0;127.0;156.0;-234.0
-78.0;-232.0;180.0;526.0;125.0;154.0;-236.0
-76.0;-234.0;183.0;524.0;127.0;150.0;-235.0
-75.0;-236.0;186.0;524.0;130.0;147.0;-232.0
-73.0;-239.0;190.0;521.0;122.0;142.0;-225.0
-70.0;-242.0;195.0;511.0;125.0;136.0;-216.0
-68.0;-244.0;196.0;510.0;124.0;133.0;-209.0
-63.0;-250.0;201.0;500.0;133.0;130.0;-196.0
-61.0;-253.0;203.0;495.0;138.0;128.0;-186.0
-45.0;-261.0;209.0;472.0;154.0;112.0;-173.0
-16.0;-282.0;224.0;449.0;173.0;91.0;-153.0
-8.0;-286.0;232.0;442.0;194.0;88.0;-143.0
-6.0;-287.0;236.0;442.0;212.0;87.0;-137.0
-4.0;-289.0;240.0;438.0;237.0;86.0;-135.0
3.0;-297.0;248.0;425.0;274.0;78.0;-127.0
9.0;-303.0;251.0;411.0;292.0;70.0;-127.0
25.0;-320.0;261.0;380.0;319.0;49.0;-140.0
37.0;-336.0;270.0;361.0;376.0;39.0;-143.0
53.0;-340.0;269.0;315.0;442.0;20.0;-146.0
16.0;-340.0;334.0;307.0;537.0;-53.0;-109.0
81.0;-385.0;270.0;425.0;900.0;77.0;158.0
68.0;-341.0;258.0;297.0;434.0;-7.0;-153.0
65.0;-342.0;256.0;305.0;404.0;-7.0;-164.0
59.0;-342.0;252.0;318.0;370.0;1.0;-177.0
56.0;-342.0;249.0;324.0;350.0;5.0;-186.0
54.0;-341.0;245.0;334.0;331.0;10.0;-195.0
51.0;-340.0;241.0;343.0;315.0;13.0;-204.0
37.0;-333.0;229.0;371.0;302.0;39.0;-222.0
25.0;-327.0;220.0;385.0;294.0;59.0;-235.0
23.0;-325.0;217.0;384.0;284.0;62.0;-251.0
2.0;-319.0;210.0;407.0;89.0;88.0;-379.0
-174.0;-71.0;188.0;314.0;365.0;156.0;-444.0
-178.0;-75.0;193.0;327.0;359.0;153.0;-448.0
9.0;-314.0;204.0;406.0;17.0;84.0;-409.0
14.0;-321.0;302.0;489.0;131.0;99.0;-512.0
43.0;-318.0;204.0;390.0;226.0;38.0;-370.0
48.0;-320.0;206.0;387.0;253.0;31.0;-359.0
57.0;-326.0;215.0;374.0;310.0;22.0;-327.0
59.0;-330.0;219.0;365.0;324.0;20.0;-319.0
63.0;-333.0;222.0;353.0;337.0;18.0;-309.0
68.0;-337.0;226.0;343.0;347.0;16.0;-300.0
68.0;-343.0;234.0;307.0;335.0;27.0;-284.0
63.0;-340.0;235.0;302.0;329.0;35.0;-279.0
52.0;-327.0;233.0;300.0;320.0;53.0;-264.0
45.0;-321.0;231.0;321.0;308.0;66.0;-271.0
42.0;-317.0;229.0;342.0;301.0;74.0;-272.0
32.0;-281.0;218.0;467.0;232.0;40.0;-261.0
29.0;-276.0;220.0;480.0;224.0;38.0;-264.0
22.0;-257.0;216.0;495.0;204.0;29.0;-274.0
21.0;-250.0;208.0;487.0;194.0;29.0;-279.0
21.0;-250.0;206.0;481.0;193.0;34.0;-281.0
20.0;-252.0;205.0;452.0;197.0;50.0;-286.0
18.0;-252.0;205.0;428.0;199.0;59.0;-288.0
34.0;-253.0;201.0;332.0;204.0;73.0;-294.0
38.0;-260.0;201.0;304.0;202.0;89.0;-299.0
37.0;-260.0;198.0;301.0;201.0;101.0;-297.0
34.0;-256.0;195.0;303.0;203.0;111.0;-292.0
33.0;-254.0;191.0;314.0;207.0;117.0;-288.0
29.0;-254.0;187.0;327.0;210.0;122.0;-287.0
18.0;-251.0;175.0;365.0;208.0;137.0;-290.0
-9.0;-245.0;165.0;421.0;199.0;158.0;-309.0
-177.0;-80.0;202.0;313.0;357.0;142.0;-449.0
-125.0;-191.0;251.0;506.0;320.0;229.0;-244.0
-124.0;-201.0;269.0;489.0;262.0;218.0;-217.0
-125.0;-210.0;281.0;475.0;205.0;211.0;-190.0
-131.0;-218.0;294.0;464.0;148.0;210.0;-156.0
-126.0;-226.0;293.0;447.0;155.0;213.0;-148.0
-157.0;-26.0;-32.0;116.0;269.0;240.0;-516.0
-149.0;-22.0;-29.0;115.0;284.0;226.0;-495.0
-150.0;-20.0;-31.0;104.0;287.0;215.0;-484.0
-153.0;-20.0;-32.0;96.0;283.0;207.0;-473.0
-135.0;-24.0;-20.0;68.0;252.0;169.0;-427.0
-144.0;-14.0;-31.0;-252.0;414.0;234.0;-448.0
-166.0;8.0;11.0;-129.0;382.0;240.0;-462.0
-157.0;-22.0;23.0;-79.0;379.0;223.0;-356.0
-164.0;-36.0;40.0;-59.0;417.0;242.0;-324.0
-165.0;-37.0;41.0;-60.0;422.0;243.0;-323.0
-169.0;-37.0;43.0;-49.0;431.0;250.0;-320.0
-171.0;-37.0;44.0;-46.0;430.0;252.0;-320.0
-172.0;-37.0;44.0;-47.0;428.0;255.0;-323.0
-172.0;-38.0;44.0;-46.0;424.0;257.0;-326.0
-173.0;-37.0;43.0;-29.0;413.0;265.0;-336.0
-172.0;-36.0;41.0;-13.0;409.0;273.0;-341.0
-172.0;-36.0;39.0;-1.0;409.0;279.0;-342.0
-170.0;-37.0;35.0;1.0;408.0;283.0;-345.0
-115.0;-232.0;291.0;433.0;157.0;207.0;-148.0
-171.0;-41.0;22.0;-57.0;422.0;281.0;-350.0
-99.0;-244.0;292.0;418.0;167.0;196.0;-146.0
-86.0;-254.0;292.0;410.0;198.0;184.0;-128.0
-172.0;-32.0;1.0;19.0;385.0;303.0;-407.0
-171.0;-17.0;-24.0;44.0;350.0;313.0;-460.0
-164.0;-1.0;-61.0;143.0;277.0;344.0;-511.0
-337.0;28.0;-187.0;362.0;210.0;449.0;-599.0
-81.0;-258.0;292.0;411.0;224.0;181.0;-108.0
-78.0;-262.0;290.0;422.0;250.0;182.0;-88.0
-78.0;-264.0;286.0;434.0;274.0;188.0;-67.0
-76.0;-322.0;233.0;432.0;-78.0;-86.0;302.0
17.0;-260.0;221.0;713.0;33.0;-140.0;358.0
-178.0;-83.0;216.0;270.0;353.0;116.0;-445.0
-182.0;-81.0;218.0;272.0;354.0;114.0;-444.0
-78.0;-343.0;197.0;461.0;203.0;257.0;-192.0
-71.0;-352.0;201.0;427.0;202.0;250.0;-189.0
-70.0;-360.0;205.0;394.0;202.0;248.0;-192.0
-124.0;-31.0;-10.0;58.0;262.0;145.0;-413.0
-118.0;-36.0;-4.0;53.0;274.0;132.0;-407.0
-106.0;-51.0;15.0;23.0;313.0;91.0;-375.0
-100.0;-58.0;26.0;1.0;355.0;69.0;-327.0
-98.0;-61.0;33.0;-8.0;422.0;56.0;-261.0
-98.0;-62.0;35.0;-6.0;447.0;51.0;-230.0
-98.0;-63.0;35.0;-7.0;466.0;47.0;-201.0
-97.0;-65.0;36.0;-8.0;484.0;43.0;-176.0
-93.0;-70.0;37.0;-16.0;510.0;37.0;-142.0
-89.0;-74.0;38.0;-23.0;519.0;34.0;-132.0
-83.0;-81.0;41.0;-37.0;534.0;28.0;-120.0
-81.0;-84.0;42.0;-44.0;540.0;26.0;-115.0
-81.0;-86.0;43.0;-46.0;545.0;23.0;-111.0
-81.0;-88.0;42.0;-48.0;552.0;21.0;-103.0
-5.0;-305.0;190.0;517.0;281.0;106.0;-248.0
-6.0;-305.0;190.0;516.0;282.0;104.0;-245.0
-5.0;-304.0;189.0;520.0;287.0;101.0;-239.0
-5.0;-305.0;189.0;519.0;292.0;100.0;-235.0
-6.0;-305.0;188.0;518.0;294.0;102.0;-234.0
-8.0;-304.0;186.0;515.0;297.0;104.0;-228.0
-10.0;-302.0;184.0;512.0;304.0;107.0;-224.0
-12.0;-301.0;182.0;505.0;309.0;111.0;-225.0
-16.0;-300.0;179.0;490.0;307.0;126.0;-259.0
-16.0;-301.0;178.0;487.0;301.0;130.0;-275.0
-11.0;-306.0;179.0;479.0;279.0;130.0;-303.0
-6.0;-310.0;180.0;476.0;262.0;125.0;-316.0
1.0;-319.0;183.0;479.0;217.0;119.0;-335.0
-1.0;-325.0;183.0;491.0;167.0;117.0;-322.0
-5.0;-331.0;179.0;511.0;120.0;115.0;-288.0
-4.0;-333.0;180.0;518.0;109.0;110.0;-280.0
-2.0;-335.0;181.0;522.0;102.0;104.0;-276.0
0.0;-338.0;182.0;524.0;102.0;97.0;-277.0
3.0;-343.0;187.0;527.0;110.0;83.0;-277.0
6.0;-343.0;189.0;515.0;112.0;81.0;-284.0
-81.0;-88.0;35.0;-52.0;563.0;20.0;-97.0
492.0;224.0;-467.0;-50.0;751.0;-602.0;765.0
591.0;556.0;-747.0;-292.0;855.0;-646.0;674.0
-82.0;-88.0;18.0;-73.0;550.0;22.0;-129.0
-84.0;-90.0;13.0;-74.0;540.0;25.0;-142.0
-69.0;-369.0;208.0;376.0;201.0;249.0;-199.0
-68.0;-378.0;211.0;365.0;203.0;245.0;-206.0
-59.0;-397.0;215.0;341.0;206.0;227.0;-227.0
-57.0;-400.0;216.0;338.0;208.0;219.0;-233.0
