InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit RLA gyroX;Accelerometer HIP accZ;Accelerometer LWR accZ
12.0;51.0;81.0;140.0;66.0;127.0;-244.0;-21.0;588.0;801.0
27.0;10.0;47.0;137.0;61.0;190.0;-243.0;-7.0;585.0;743.0
51.0;5.0;63.0;135.0;54.0;155.0;-246.0;-118.0;570.0;730.0
35.0;-14.0;40.0;135.0;57.0;191.0;-246.0;-51.0;583.0;789.0
10.0;14.0;46.0;130.0;85.0;117.0;-250.0;-26.0;597.0;771.0
21.0;-4.0;10.0;131.0;111.0;89.0;-250.0;-34.0;577.0;755.0
48.0;-11.0;-44.0;135.0;90.0;89.0;-250.0;-47.0;598.0;756.0
8.0;37.0;-255.0;169.0;37.0;-9.0;-226.0;113.0;575.0;594.0
6.0;15.0;-225.0;174.0;0.0;-37.0;-223.0;21.0;587.0;578.0
-29.0;28.0;-195.0;162.0;101.0;127.0;-223.0;-27.0;600.0;577.0
41.0;34.0;-233.0;156.0;183.0;211.0;-224.0;-64.0;582.0;578.0
20.0;17.0;-247.0;162.0;222.0;200.0;-225.0;-41.0;565.0;531.0
2.0;26.0;-264.0;150.0;1.0;115.0;-222.0;-105.0;578.0;514.0
36.0;34.0;-273.0;155.0;38.0;139.0;-222.0;-57.0;567.0;560.0
16.0;41.0;-229.0;155.0;-5.0;97.0;-222.0;-68.0;567.0;574.0
-33.0;-3.0;199.0;174.0;22.0;41.0;-210.0;-11.0;590.0;474.0
-18.0;18.0;195.0;173.0;23.0;32.0;-212.0;4.0;596.0;287.0
10.0;6.0;198.0;176.0;37.0;54.0;-213.0;9.0;538.0;834.0
10.0;-3.0;88.0;156.0;4.0;32.0;-425.0;17.0;633.0;786.0
19.0;27.0;123.0;155.0;15.0;54.0;-425.0;17.0;647.0;786.0
-23.0;40.0;85.0;156.0;-22.0;58.0;-427.0;21.0;653.0;775.0
40.0;120.0;-13.0;-49.0;-84.0;-68.0;-183.0;17.0;540.0;372.0
-150.0;161.0;164.0;97.0;-182.0;-268.0;-111.0;123.0;598.0;138.0
-10.0;2.0;81.0;154.0;15.0;56.0;-424.0;-13.0;664.0;795.0
-31.0;50.0;-75.0;129.0;-103.0;60.0;-211.0;-73.0;596.0;165.0
-17.0;36.0;-25.0;136.0;-121.0;150.0;-216.0;-101.0;597.0;112.0
29.0;14.0;97.0;128.0;-31.0;140.0;-211.0;71.0;592.0;371.0
11.0;-21.0;160.0;134.0;127.0;-2.0;-201.0;-104.0;597.0;777.0
64.0;6.0;57.0;105.0;154.0;185.0;-264.0;-47.0;558.0;760.0
2.0;30.0;303.0;123.0;-21.0;5.0;-203.0;89.0;587.0;588.0
-22.0;11.0;181.0;118.0;77.0;157.0;-205.0;-93.0;559.0;738.0
6.0;16.0;82.0;160.0;20.0;54.0;-421.0;16.0;648.0;773.0
-33.0;18.0;-195.0;-31.0;-244.0;58.0;-274.0;17.0;541.0;341.0
-8.0;6.0;-13.0;3.0;19.0;70.0;-216.0;-41.0;607.0;761.0
-79.0;58.0;-17.0;-9.0;27.0;38.0;-204.0;-2.0;593.0;775.0
4.0;39.0;1.0;1.0;39.0;37.0;-207.0;-142.0;598.0;761.0
-56.0;32.0;9.0;-8.0;12.0;50.0;-182.0;-61.0;633.0;738.0
-2.0;51.0;36.0;3.0;8.0;58.0;-218.0;-7.0;575.0;789.0
11.0;28.0;44.0;7.0;-1.0;42.0;-243.0;34.0;596.0;779.0
-6.0;10.0;41.0;10.0;20.0;58.0;-244.0;20.0;564.0;786.0
15.0;8.0;43.0;8.0;10.0;80.0;-244.0;81.0;572.0;774.0
23.0;21.0;49.0;-2.0;-8.0;48.0;-246.0;-109.0;603.0;774.0
2.0;14.0;49.0;3.0;17.0;58.0;-246.0;-13.0;596.0;794.0
23.0;37.0;41.0;9.0;18.0;53.0;-238.0;-100.0;577.0;806.0
-149.0;124.0;-55.0;109.0;-10.0;-16.0;83.0;-53.0;447.0;567.0
27.0;-29.0;-212.0;-50.0;135.0;-48.0;118.0;-9.0;456.0;172.0
3.0;0.0;-239.0;-66.0;48.0;107.0;-248.0;428.0;576.0;312.0
12.0;4.0;-99.0;-65.0;88.0;132.0;-210.0;-241.0;589.0;520.0
15.0;-21.0;-111.0;-70.0;95.0;142.0;-227.0;-222.0;585.0;586.0
23.0;-12.0;-90.0;-81.0;51.0;117.0;-228.0;-205.0;583.0;589.0
31.0;-14.0;-109.0;-73.0;85.0;107.0;-230.0;-239.0;573.0;582.0
-48.0;18.0;-142.0;-86.0;-6.0;58.0;-275.0;-43.0;601.0;655.0
-13.0;49.0;82.0;-29.0;-16.0;108.0;-98.0;-68.0;482.0;670.0
-40.0;8.0;61.0;-15.0;31.0;132.0;-105.0;20.0;481.0;595.0
-10.0;-13.0;-9.0;-38.0;70.0;123.0;-105.0;-3.0;486.0;634.0
-48.0;-1.0;-19.0;-17.0;-64.0;165.0;-106.0;23.0;502.0;661.0
-6.0;55.0;-67.0;-222.0;-1.0;-12.0;-112.0;-38.0;551.0;632.0
-87.0;31.0;-208.0;20.0;-40.0;64.0;-15.0;-68.0;490.0;677.0
8.0;70.0;-172.0;52.0;-39.0;148.0;-180.0;-231.0;464.0;642.0
-19.0;99.0;-155.0;45.0;-58.0;125.0;-199.0;-208.0;496.0;672.0
-46.0;1.0;-12.0;172.0;-3.0;-24.0;-290.0;-311.0;479.0;726.0
11.0;103.0;90.0;117.0;-237.0;67.0;-292.0;-78.0;514.0;735.0
60.0;-26.0;84.0;172.0;38.0;7.0;-299.0;-69.0;463.0;885.0
27.0;-74.0;140.0;134.0;-5.0;104.0;-303.0;-128.0;485.0;743.0
-52.0;-74.0;47.0;104.0;10.0;82.0;-292.0;-209.0;513.0;811.0
2.0;-16.0;52.0;174.0;8.0;96.0;-311.0;-129.0;491.0;817.0
31.0;-67.0;81.0;158.0;72.0;75.0;-312.0;-57.0;471.0;871.0
24.0;10.0;117.0;115.0;22.0;60.0;-323.0;-66.0;456.0;801.0
2.0;8.0;31.0;115.0;-39.0;39.0;-327.0;-76.0;467.0;830.0
-69.0;59.0;-1.0;115.0;55.0;-64.0;-280.0;170.0;493.0;823.0
61.0;-72.0;52.0;108.0;-49.0;43.0;-279.0;-32.0;434.0;888.0
83.0;-78.0;45.0;111.0;61.0;137.0;-292.0;125.0;431.0;774.0
-58.0;1.0;159.0;113.0;120.0;-41.0;-265.0;-159.0;445.0;790.0
24.0;52.0;173.0;93.0;43.0;113.0;-285.0;-88.0;425.0;740.0
-67.0;-80.0;54.0;162.0;-28.0;55.0;-255.0;-168.0;445.0;865.0
20.0;-38.0;235.0;96.0;-59.0;190.0;-291.0;11.0;422.0;738.0
-44.0;-97.0;142.0;122.0;-30.0;145.0;-282.0;57.0;401.0;708.0
-50.0;-9.0;215.0;110.0;-11.0;188.0;-288.0;21.0;408.0;808.0
-50.0;-3.0;92.0;49.0;27.0;80.0;-279.0;-5.0;501.0;845.0
-51.0;56.0;108.0;34.0;-1.0;108.0;-263.0;37.0;480.0;830.0
-93.0;37.0;10.0;21.0;-23.0;59.0;-139.0;168.0;436.0;662.0
-92.0;29.0;17.0;13.0;-5.0;48.0;-126.0;200.0;439.0;716.0
-81.0;-15.0;3.0;4.0;91.0;69.0;-119.0;-27.0;433.0;779.0
39.0;16.0;-6.0;-62.0;30.0;53.0;-259.0;-88.0;457.0;792.0
-2.0;32.0;-17.0;-41.0;18.0;50.0;-190.0;-167.0;450.0;785.0
33.0;81.0;-15.0;-47.0;23.0;16.0;-198.0;11.0;439.0;753.0
-156.0;11.0;2.0;0.0;-3.0;101.0;-166.0;-138.0;394.0;718.0
-30.0;-48.0;5.0;-27.0;3.0;58.0;-214.0;-131.0;444.0;799.0
-130.0;51.0;59.0;47.0;-24.0;-37.0;-179.0;83.0;402.0;778.0
287.0;-310.0;-319.0;185.0;236.0;422.0;-530.0;40.0;62.0;469.0
-472.0;277.0;-316.0;319.0;49.0;-436.0;-239.0;87.0;77.0;364.0
576.0;-1190.0;-89.0;507.0;-311.0;-418.0;62.0;-1443.0;317.0;212.0
-18.0;-218.0;-2.0;242.0;38.0;-334.0;-451.0;-348.0;498.0;451.0
94.0;-59.0;48.0;254.0;22.0;-131.0;-426.0;-335.0;369.0;469.0
87.0;-66.0;50.0;266.0;53.0;-105.0;-415.0;-222.0;387.0;483.0
-4.0;11.0;64.0;259.0;46.0;-75.0;-405.0;-195.0;404.0;507.0
-50.0;64.0;51.0;247.0;-107.0;71.0;-396.0;-103.0;384.0;481.0
-26.0;58.0;51.0;250.0;-128.0;131.0;-394.0;-109.0;395.0;504.0
-26.0;53.0;39.0;237.0;-34.0;82.0;-389.0;-42.0;398.0;483.0
-22.0;52.0;36.0;254.0;-10.0;54.0;-389.0;-49.0;386.0;463.0
-14.0;71.0;40.0;261.0;43.0;12.0;-387.0;-60.0;355.0;494.0
-35.0;83.0;42.0;244.0;111.0;-24.0;-387.0;-51.0;382.0;468.0
-17.0;45.0;43.0;253.0;13.0;92.0;-379.0;-91.0;364.0;473.0
765.0;-128.0;46.0;204.0;23.0;-211.0;-128.0;-675.0;279.0;164.0
8.0;0.0;47.0;243.0;42.0;21.0;-375.0;-83.0;377.0;495.0
36.0;0.0;43.0;242.0;29.0;29.0;-374.0;-118.0;370.0;499.0
29.0;-16.0;46.0;258.0;45.0;4.0;-370.0;-91.0;380.0;474.0
24.0;-33.0;41.0;250.0;28.0;-20.0;-369.0;-79.0;363.0;481.0
-2.0;28.0;51.0;248.0;36.0;64.0;-359.0;-42.0;384.0;497.0
-10.0;26.0;42.0;242.0;-5.0;-13.0;-353.0;-20.0;388.0;481.0
-4.0;-16.0;44.0;241.0;48.0;19.0;-352.0;-71.0;393.0;483.0
10.0;39.0;46.0;244.0;24.0;41.0;-351.0;-38.0;375.0;472.0
19.0;18.0;50.0;242.0;30.0;12.0;-351.0;-30.0;372.0;472.0
-15.0;37.0;44.0;238.0;18.0;40.0;-349.0;2.0;384.0;429.0
2.0;8.0;44.0;238.0;15.0;65.0;-349.0;31.0;399.0;473.0
-4.0;53.0;44.0;241.0;16.0;36.0;-352.0;65.0;405.0;442.0
-23.0;28.0;45.0;242.0;26.0;66.0;-352.0;112.0;415.0;469.0
-9.0;29.0;40.0;243.0;28.0;69.0;-355.0;194.0;378.0;474.0
75.0;125.0;94.0;274.0;15.0;165.0;-409.0;467.0;353.0;418.0
-357.0;735.0;193.0;349.0;-567.0;789.0;-580.0;-83.0;253.0;414.0
160.0;-164.0;13.0;429.0;225.0;4.0;-549.0;-81.0;172.0;300.0
-74.0;172.0;-7.0;149.0;142.0;347.0;-502.0;-465.0;484.0;325.0
13.0;134.0;-3.0;159.0;149.0;141.0;-555.0;-95.0;491.0;338.0
45.0;114.0;-23.0;152.0;60.0;132.0;-547.0;592.0;446.0;361.0
-11.0;-259.0;-114.0;143.0;-320.0;75.0;-583.0;797.0;439.0;280.0
165.0;86.0;20.0;329.0;80.0;116.0;-834.0;401.0;326.0;485.0
17.0;9.0;-11.0;173.0;97.0;72.0;-669.0;274.0;452.0;424.0
-34.0;68.0;13.0;149.0;41.0;159.0;-640.0;41.0;502.0;452.0
-343.0;138.0;-8.0;275.0;-346.0;260.0;-584.0;523.0;372.0;294.0
-22.0;-72.0;16.0;175.0;-27.0;-66.0;-508.0;300.0;428.0;401.0
-35.0;20.0;-21.0;161.0;-21.0;13.0;-501.0;38.0;400.0;359.0
-30.0;9.0;-12.0;164.0;-22.0;35.0;-501.0;6.0;402.0;331.0
-17.0;3.0;-10.0;157.0;-17.0;37.0;-501.0;11.0;423.0;359.0
26.0;10.0;-11.0;170.0;74.0;62.0;-506.0;-80.0;421.0;389.0
11.0;31.0;-7.0;167.0;16.0;-7.0;-508.0;-49.0;405.0;381.0
5.0;61.0;-13.0;164.0;-7.0;15.0;-509.0;-45.0;417.0;385.0
6.0;28.0;-12.0;155.0;15.0;19.0;-509.0;-9.0;410.0;393.0
-9.0;-1.0;-35.0;162.0;50.0;66.0;-510.0;-62.0;411.0;434.0
-31.0;16.0;-8.0;167.0;22.0;50.0;-512.0;-64.0;440.0;372.0
-6.0;34.0;11.0;186.0;-20.0;53.0;-514.0;-76.0;424.0;370.0
18.0;52.0;-4.0;170.0;15.0;81.0;-514.0;-60.0;438.0;382.0
-7.0;15.0;-29.0;170.0;-1.0;9.0;-518.0;-66.0;430.0;417.0
-20.0;-24.0;-15.0;164.0;-13.0;64.0;-520.0;-98.0;412.0;413.0
-32.0;-32.0;-18.0;158.0;-39.0;55.0;-522.0;-104.0;414.0;386.0
53.0;-21.0;6.0;167.0;66.0;32.0;-529.0;-129.0;426.0;349.0
44.0;18.0;-11.0;163.0;137.0;-41.0;-535.0;-142.0;421.0;375.0
58.0;-32.0;-32.0;157.0;125.0;0.0;-540.0;-258.0;398.0;410.0
-82.0;20.0;-53.0;151.0;-243.0;103.0;-554.0;-194.0;404.0;402.0
-92.0;26.0;-36.0;153.0;-245.0;151.0;-557.0;-139.0;420.0;396.0
40.0;108.0;9.0;171.0;148.0;8.0;-572.0;-248.0;438.0;399.0
53.0;85.0;4.0;171.0;165.0;-6.0;-573.0;-235.0;434.0;384.0
169.0;-13.0;-9.0;151.0;320.0;-84.0;-579.0;-75.0;435.0;369.0
201.0;-56.0;-7.0;173.0;393.0;-197.0;-897.0;-100.0;423.0;411.0
315.0;11.0;-84.0;142.0;663.0;-211.0;-798.0;307.0;446.0;430.0
107.0;4.0;-52.0;170.0;11.0;112.0;-549.0;281.0;435.0;403.0
-11.0;-538.0;-104.0;48.0;-396.0;-203.0;-902.0;279.0;186.0;563.0
-7.0;9.0;-119.0;200.0;84.0;-19.0;-656.0;-3.0;273.0;589.0
70.0;169.0;0.0;493.0;253.0;-122.0;-443.0;76.0;276.0;330.0
-84.0;-75.0;10.0;413.0;-94.0;50.0;-431.0;-221.0;320.0;450.0
-75.0;-157.0;-41.0;339.0;36.0;-25.0;-51.0;-127.0;418.0;296.0
-165.0;129.0;-668.0;374.0;-186.0;-103.0;183.0;-285.0;281.0;38.0
-82.0;14.0;-702.0;433.0;-128.0;-17.0;164.0;-700.0;283.0;-21.0
-20.0;109.0;-405.0;254.0;-37.0;235.0;-85.0;-358.0;270.0;297.0
-78.0;64.0;-385.0;251.0;-67.0;172.0;-74.0;31.0;296.0;327.0
-53.0;17.0;-388.0;263.0;-39.0;112.0;-72.0;57.0;268.0;308.0
-176.0;117.0;-501.0;547.0;-178.0;62.0;136.0;1399.0;37.0;177.0
251.0;193.0;-603.0;236.0;514.0;-518.0;35.0;166.0;425.0;135.0
366.0;159.0;-423.0;248.0;423.0;334.0;-105.0;-356.0;272.0;280.0
2.0;12.0;-45.0;163.0;38.0;-41.0;-150.0;-332.0;440.0;314.0
-124.0;329.0;-423.0;358.0;-618.0;-518.0;-36.0;-667.0;351.0;110.0
-100.0;118.0;3.0;233.0;-1.0;235.0;-556.0;211.0;593.0;416.0
-32.0;76.0;9.0;229.0;-41.0;190.0;-553.0;133.0;589.0;412.0
35.0;39.0;52.0;273.0;85.0;17.0;-408.0;692.0;405.0;432.0
-37.0;74.0;28.0;230.0;2.0;94.0;-400.0;-47.0;470.0;412.0
5.0;0.0;32.0;232.0;-20.0;45.0;-404.0;-48.0;465.0;404.0
4.0;10.0;25.0;229.0;46.0;33.0;-412.0;-133.0;450.0;432.0
-10.0;8.0;23.0;233.0;31.0;41.0;-414.0;-116.0;485.0;390.0
4.0;1.0;26.0;225.0;-7.0;30.0;-417.0;-67.0;475.0;408.0
-10.0;23.0;27.0;220.0;9.0;51.0;-419.0;-137.0;462.0;420.0
4.0;28.0;25.0;234.0;28.0;77.0;-422.0;-128.0;451.0;452.0
-17.0;-9.0;21.0;223.0;-16.0;20.0;-425.0;-124.0;446.0;432.0
20.0;-2.0;33.0;228.0;21.0;25.0;-435.0;-141.0;470.0;417.0
29.0;-12.0;34.0;230.0;40.0;33.0;-436.0;-162.0;458.0;402.0
-2.0;33.0;19.0;223.0;47.0;74.0;-441.0;-122.0;446.0;422.0
4.0;29.0;13.0;222.0;4.0;40.0;-445.0;-107.0;447.0;420.0
44.0;60.0;24.0;217.0;12.0;37.0;-448.0;-248.0;473.0;404.0
-8.0;49.0;24.0;220.0;19.0;71.0;-452.0;-188.0;472.0;394.0
-8.0;57.0;22.0;216.0;37.0;53.0;-452.0;-200.0;463.0;415.0
-23.0;29.0;22.0;231.0;46.0;41.0;-456.0;-198.0;448.0;435.0
9.0;37.0;19.0;237.0;16.0;57.0;-459.0;-166.0;454.0;428.0
9.0;2.0;21.0;218.0;30.0;53.0;-462.0;-199.0;460.0;405.0
15.0;6.0;33.0;226.0;4.0;19.0;-465.0;-202.0;463.0;416.0
9.0;-9.0;33.0;226.0;20.0;-5.0;-469.0;-117.0;453.0;414.0
13.0;-8.0;29.0;232.0;65.0;31.0;-474.0;-217.0;466.0;409.0
-6.0;1.0;13.0;232.0;32.0;52.0;-477.0;-156.0;476.0;426.0
3.0;-42.0;7.0;231.0;-41.0;20.0;-489.0;-274.0;489.0;415.0
-16.0;-35.0;13.0;227.0;-78.0;-14.0;-496.0;-343.0;462.0;415.0
-39.0;-43.0;20.0;225.0;-54.0;2.0;-499.0;-367.0;453.0;410.0
14.0;-2.0;55.0;229.0;54.0;41.0;-514.0;-276.0;447.0;386.0
65.0;19.0;56.0;247.0;94.0;33.0;-520.0;-325.0;486.0;392.0
114.0;94.0;20.0;244.0;150.0;17.0;-528.0;-150.0;461.0;424.0
7.0;-32.0;-2.0;242.0;-110.0;-153.0;-539.0;-148.0;437.0;414.0
-9.0;-66.0;10.0;249.0;-124.0;-89.0;-543.0;-157.0;469.0;379.0
-22.0;-75.0;21.0;263.0;-168.0;-73.0;-542.0;-202.0;457.0;370.0
-12.0;-93.0;40.0;259.0;-93.0;50.0;-558.0;-310.0;457.0;345.0
457.0;187.0;-94.0;72.0;-190.0;-305.0;-649.0;-499.0;325.0;151.0
-1.0;26.0;-15.0;211.0;-64.0;160.0;-392.0;108.0;421.0;423.0
2.0;25.0;-18.0;199.0;-105.0;188.0;-387.0;-288.0;431.0;364.0
-42.0;58.0;-13.0;164.0;-108.0;230.0;-381.0;-86.0;469.0;276.0
-42.0;79.0;-7.0;168.0;-60.0;162.0;-378.0;34.0;475.0;286.0
54.0;-91.0;-24.0;206.0;160.0;-182.0;-435.0;335.0;436.0;335.0
160.0;-219.0;20.0;188.0;316.0;-417.0;-371.0;-373.0;392.0;322.0
833.0;-1142.0;-10.0;297.0;844.0;-1710.0;-262.0;1338.0;281.0;169.0
-169.0;1.0;31.0;335.0;19.0;95.0;-489.0;-226.0;324.0;313.0
-20.0;211.0;-69.0;243.0;-220.0;319.0;-561.0;84.0;281.0;332.0
-224.0;133.0;0.0;166.0;-71.0;141.0;-447.0;75.0;556.0;346.0
-51.0;-3.0;-3.0;182.0;90.0;48.0;-447.0;-29.0;565.0;373.0
-21.0;-70.0;-8.0;171.0;109.0;-74.0;-446.0;-23.0;517.0;352.0
-25.0;-116.0;-10.0;176.0;101.0;-200.0;-452.0;-4.0;546.0;329.0
-151.0;-244.0;-93.0;145.0;-163.0;-293.0;-266.0;-110.0;286.0;375.0
-86.0;15.0;28.0;162.0;-162.0;137.0;-469.0;-69.0;397.0;374.0
-365.0;182.0;-22.0;223.0;-293.0;-63.0;-139.0;-536.0;558.0;668.0
-77.0;159.0;83.0;119.0;-71.0;67.0;-482.0;-138.0;359.0;408.0
-43.0;287.0;94.0;127.0;51.0;123.0;-488.0;-161.0;375.0;347.0
13.0;483.0;28.0;161.0;272.0;262.0;-509.0;-253.0;394.0;442.0
-13.0;-89.0;-38.0;90.0;219.0;23.0;-398.0;-244.0;538.0;376.0
78.0;-322.0;-38.0;156.0;217.0;-189.0;-578.0;229.0;472.0;293.0
12.0;31.0;101.0;224.0;-182.0;219.0;-399.0;255.0;445.0;465.0
-59.0;50.0;125.0;193.0;-139.0;256.0;-396.0;195.0;421.0;453.0
-67.0;116.0;141.0;215.0;-36.0;132.0;-391.0;225.0;359.0;627.0
-53.0;131.0;141.0;235.0;47.0;59.0;-387.0;287.0;401.0;505.0
-3.0;46.0;55.0;213.0;23.0;82.0;-369.0;89.0;459.0;516.0
3.0;68.0;64.0;214.0;-17.0;95.0;-366.0;30.0;435.0;546.0
-7.0;38.0;65.0;214.0;11.0;61.0;-366.0;23.0;447.0;478.0
12.0;11.0;72.0;219.0;33.0;48.0;-364.0;40.0;453.0;444.0
26.0;11.0;72.0;211.0;69.0;27.0;-363.0;2.0;481.0;438.0
39.0;-6.0;64.0;227.0;82.0;12.0;-363.0;-50.0;465.0;433.0
8.0;14.0;57.0;225.0;33.0;43.0;-367.0;-16.0;435.0;485.0
-11.0;1.0;76.0;211.0;38.0;11.0;-367.0;12.0;460.0;463.0
-21.0;20.0;70.0;226.0;60.0;52.0;-367.0;-44.0;433.0;450.0
-5.0;44.0;69.0;225.0;6.0;43.0;-368.0;15.0;449.0;477.0
-13.0;32.0;54.0;212.0;30.0;81.0;-371.0;-27.0;471.0;446.0
-7.0;32.0;54.0;212.0;11.0;109.0;-370.0;-3.0;463.0;477.0
-17.0;61.0;71.0;209.0;36.0;73.0;-369.0;-28.0;446.0;454.0
-3.0;16.0;67.0;214.0;42.0;33.0;-371.0;-23.0;446.0;462.0
-9.0;5.0;64.0;212.0;51.0;3.0;-371.0;-72.0;440.0;428.0
-16.0;36.0;57.0;213.0;-19.0;82.0;-376.0;-65.0;453.0;472.0
10.0;-41.0;75.0;218.0;146.0;-80.0;-394.0;-71.0;462.0;452.0
42.0;12.0;76.0;222.0;112.0;-56.0;-396.0;-112.0;438.0;433.0
33.0;-2.0;64.0;214.0;137.0;-31.0;-400.0;-67.0;467.0;461.0
33.0;82.0;55.0;207.0;120.0;33.0;-401.0;-108.0;469.0;452.0
-3.0;77.0;30.0;202.0;70.0;94.0;-403.0;-104.0;457.0;484.0
-61.0;86.0;17.0;209.0;-92.0;124.0;-405.0;-13.0;475.0;475.0
-59.0;62.0;19.0;215.0;-116.0;180.0;-407.0;-27.0;455.0;483.0
-88.0;24.0;13.0;211.0;-210.0;162.0;-406.0;-25.0;457.0;492.0
262.0;120.0;107.0;276.0;469.0;-185.0;-419.0;-314.0;443.0;448.0
-53.0;-70.0;22.0;342.0;-215.0;17.0;-470.0;392.0;116.0;669.0
55.0;-18.0;-137.0;263.0;241.0;-129.0;-437.0;-193.0;411.0;771.0
-87.0;-314.0;9.0;341.0;128.0;17.0;-429.0;-182.0;138.0;862.0
220.0;172.0;-135.0;324.0;121.0;185.0;-536.0;-203.0;456.0;699.0
136.0;183.0;-131.0;322.0;66.0;187.0;-519.0;-194.0;463.0;690.0
53.0;121.0;-106.0;350.0;38.0;136.0;-504.0;-152.0;392.0;661.0
27.0;137.0;-103.0;358.0;43.0;108.0;-496.0;-108.0;468.0;683.0
-25.0;75.0;-94.0;358.0;-6.0;95.0;-490.0;-18.0;406.0;656.0
3.0;38.0;-88.0;363.0;22.0;71.0;-488.0;-4.0;407.0;641.0
-7.0;15.0;-90.0;366.0;4.0;36.0;-489.0;11.0;427.0;612.0
-5.0;23.0;-88.0;361.0;-4.0;53.0;-491.0;-7.0;405.0;636.0
-18.0;-3.0;-91.0;355.0;5.0;61.0;-488.0;-18.0;425.0;661.0
16.0;-10.0;-101.0;358.0;24.0;1.0;-482.0;-42.0;397.0;694.0
3.0;-17.0;-93.0;357.0;-15.0;-10.0;-484.0;-27.0;439.0;708.0
26.0;-19.0;-96.0;360.0;2.0;-24.0;-488.0;7.0;438.0;702.0
17.0;5.0;-125.0;352.0;25.0;39.0;-493.0;7.0;425.0;679.0
-17.0;-10.0;-88.0;356.0;15.0;63.0;-490.0;-12.0;441.0;720.0
-1.0;-50.0;-86.0;378.0;30.0;6.0;-487.0;31.0;421.0;702.0
-54.0;-82.0;-125.0;369.0;0.0;-39.0;-499.0;45.0;421.0;662.0
-63.0;-90.0;-115.0;373.0;-54.0;-43.0;-504.0;45.0;404.0;696.0
-3.0;-94.0;-102.0;369.0;-107.0;-21.0;-505.0;28.0;425.0;669.0
-15.0;-121.0;-95.0;361.0;-70.0;35.0;-506.0;30.0;423.0;708.0
-57.0;-131.0;-112.0;371.0;-71.0;7.0;-504.0;95.0;404.0;706.0
-61.0;-182.0;-108.0;382.0;-56.0;-29.0;-506.0;125.0;406.0;651.0
-59.0;-148.0;-123.0;361.0;-74.0;-92.0;-510.0;167.0;430.0;670.0
-79.0;-151.0;-137.0;364.0;-59.0;-59.0;-517.0;169.0;413.0;682.0
-91.0;-203.0;-156.0;351.0;-24.0;-19.0;-524.0;158.0;410.0;695.0
-171.0;-134.0;-281.0;285.0;-265.0;60.0;-619.0;256.0;424.0;578.0
-109.0;-72.0;93.0;276.0;245.0;68.0;-511.0;166.0;325.0;492.0
54.0;86.0;142.0;277.0;35.0;338.0;-555.0;-113.0;293.0;471.0
220.0;-152.0;98.0;300.0;160.0;-30.0;-557.0;-245.0;445.0;357.0
-241.0;103.0;9.0;328.0;-202.0;160.0;-431.0;-47.0;403.0;411.0
-123.0;621.0;20.0;392.0;75.0;577.0;265.0;-256.0;376.0;607.0
19.0;108.0;184.0;367.0;63.0;-157.0;287.0;-372.0;289.0;754.0
-28.0;66.0;-51.0;197.0;91.0;-85.0;-71.0;302.0;344.0;394.0
