InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit R-SHOE Compass;Accelerometer RKN^ accY;Accelerometer BACK accZ
?;585.0;75;729.0;-7;664.0;-442.0
-663.0;583.0;74;723.0;-7;1909.0;-440.0
-658.0;577.0;74;718.0;-7;1230.0;-411.0
-654.0;569.0;74;712.0;?;761.0;-432.0
-651.0;563.0;74;706.0;-7;1330.0;?
-647.0;556.0;74;700.0;-8;663.0;-461.0
-645.0;552.0;74;696.0;-7;968.0;-449.0
-642.0;545.0;74;692.0;-7;1039.0;-403.0
-641.0;541.0;74;688.0;-7;1141.0;-399.0
?;538.0;74;688.0;-7;938.0;-471.0
-636.0;532.0;?;689.0;?;1018.0;-489.0
-635.0;529.0;74;690.0;-7;982.0;-478.0
-634.0;525.0;75;693.0;-7;1000.0;-472.0
-633.0;522.0;75;694.0;-7;987.0;-494.0
-633.0;521.0;?;697.0;-7;1000.0;-489.0
-633.0;519.0;75;699.0;-7;?;-548.0
-633.0;520.0;75;702.0;-7;1011.0;-557.0
-634.0;522.0;75;704.0;-7;?;-547.0
-634.0;521.0;75;706.0;-7;1037.0;-558.0
-636.0;522.0;75;708.0;-7;1009.0;-547.0
-637.0;524.0;75;708.0;?;1030.0;-545.0
-639.0;528.0;75;709.0;-7;1088.0;-537.0
?;528.0;?;709.0;-7;1098.0;-549.0
-642.0;531.0;75;?;-7;1038.0;-541.0
?;532.0;75;711.0;-7;1031.0;-540.0
-642.0;533.0;75;713.0;?;995.0;-539.0
-642.0;531.0;75;714.0;-7;989.0;-519.0
-642.0;534.0;75;714.0;-7;1007.0;-521.0
-642.0;533.0;75;713.0;-7;971.0;-517.0
-641.0;533.0;75;711.0;-7;957.0;-510.0
-641.0;534.0;75;708.0;-7;958.0;-509.0
-640.0;532.0;75;704.0;?;886.0;?
?;533.0;75;701.0;-7;941.0;-475.0
-637.0;530.0;75;697.0;-7;982.0;?
-636.0;527.0;75;694.0;-7;1003.0;-354.0
-634.0;526.0;75;?;-7;1024.0;-656.0
-633.0;524.0;?;692.0;-7;1039.0;-440.0
-630.0;524.0;75;692.0;-7;996.0;-465.0
-630.0;522.0;75;694.0;-7;987.0;-472.0
?;526.0;74;694.0;-7;1002.0;-401.0
-635.0;528.0;74;692.0;-7;1000.0;-617.0
-638.0;535.0;75;696.0;?;996.0;-705.0
-637.0;543.0;?;702.0;-7;985.0;-560.0
-636.0;544.0;75;707.0;-7;976.0;-541.0
?;546.0;75;711.0;-7;993.0;?
?;546.0;75;716.0;-7;961.0;?
-638.0;548.0;75;722.0;-7;939.0;-530.0
-638.0;550.0;75;724.0;-7;962.0;-551.0
-638.0;550.0;75;722.0;-7;?;-502.0
-638.0;549.0;75;719.0;-7;951.0;-509.0
-637.0;549.0;?;714.0;-7;995.0;-532.0
-636.0;550.0;75;709.0;-7;558.0;-496.0
-634.0;544.0;75;703.0;-7;1366.0;-467.0
-633.0;546.0;75;697.0;-7;?;-472.0
-631.0;543.0;75;693.0;-7;731.0;?
-629.0;541.0;74;689.0;-7;1361.0;-458.0
-627.0;537.0;74;?;-7;739.0;-470.0
-625.0;533.0;74;683.0;-8;1242.0;-429.0
-623.0;526.0;74;680.0;-8;929.0;-431.0
-621.0;522.0;74;679.0;?;1043.0;-444.0
-619.0;519.0;74;678.0;-8;1002.0;-461.0
-617.0;512.0;74;678.0;-8;998.0;-481.0
-616.0;510.0;74;679.0;-8;?;-518.0
-614.0;506.0;74;?;-8;1030.0;-522.0
-614.0;504.0;74;680.0;-8;1031.0;-533.0
-614.0;500.0;74;681.0;?;1021.0;-526.0
-616.0;500.0;74;682.0;-8;1008.0;-540.0
-618.0;501.0;74;684.0;?;999.0;-525.0
-621.0;504.0;74;686.0;-8;1062.0;?
-624.0;508.0;?;690.0;-8;1035.0;-547.0
-628.0;511.0;73;695.0;-8;1056.0;-576.0
-631.0;516.0;73;699.0;-8;1026.0;-581.0
-633.0;?;74;704.0;-8;1051.0;-571.0
?;523.0;74;708.0;-8;?;-588.0
-636.0;522.0;74;711.0;?;1058.0;-573.0
-637.0;524.0;74;714.0;-8;1014.0;-585.0
-638.0;525.0;74;?;-8;1017.0;-560.0
-638.0;?;74;714.0;?;1029.0;-562.0
-637.0;524.0;74;714.0;-7;995.0;-545.0
-637.0;522.0;74;?;-7;973.0;-576.0
?;522.0;75;711.0;-8;972.0;-563.0
-634.0;521.0;75;709.0;-7;982.0;-557.0
-632.0;518.0;75;706.0;-7;1010.0;-545.0
-630.0;516.0;75;702.0;-7;992.0;-504.0
-629.0;513.0;75;697.0;-7;1010.0;-558.0
?;512.0;75;693.0;-7;986.0;-410.0
-625.0;512.0;75;689.0;-7;994.0;-734.0
-623.0;?;75;687.0;-7;982.0;-607.0
-621.0;507.0;74;686.0;-7;968.0;-585.0
-618.0;507.0;74;686.0;-7;980.0;?
-620.0;508.0;74;686.0;?;993.0;-474.0
-621.0;511.0;?;685.0;-7;983.0;-512.0
-622.0;513.0;75;688.0;-7;987.0;-673.0
-623.0;524.0;75;694.0;-7;986.0;-644.0
-622.0;525.0;75;698.0;-7;972.0;-557.0
-623.0;527.0;75;701.0;-7;964.0;-617.0
-623.0;529.0;75;705.0;-7;952.0;-569.0
-624.0;?;75;710.0;-7;1009.0;-570.0
?;526.0;75;712.0;-7;978.0;-595.0
-622.0;527.0;75;712.0;?;913.0;-589.0
-622.0;526.0;75;712.0;-7;920.0;?
-622.0;527.0;75;?;-7;928.0;-558.0
-623.0;530.0;75;?;-7;944.0;-551.0
-623.0;526.0;75;706.0;-7;628.0;-530.0
-623.0;524.0;75;703.0;?;1872.0;?
-622.0;?;75;699.0;-7;1108.0;-539.0
-622.0;527.0;75;696.0;-7;789.0;-513.0
-622.0;525.0;75;693.0;-7;1341.0;-489.0
-622.0;526.0;75;690.0;-7;799.0;-504.0
-621.0;523.0;75;687.0;-8;1138.0;-495.0
-621.0;521.0;75;685.0;-8;997.0;-534.0
-619.0;519.0;74;683.0;-8;1022.0;-524.0
-618.0;515.0;74;682.0;-8;1014.0;-482.0
-616.0;509.0;74;?;-7;?;?
?;508.0;74;680.0;-7;1002.0;-515.0
-614.0;502.0;74;679.0;-7;999.0;-514.0
-614.0;499.0;74;?;-7;1016.0;-530.0
-613.0;497.0;74;678.0;-7;1011.0;?
-614.0;494.0;75;678.0;-7;996.0;-529.0
-614.0;?;75;678.0;-7;1019.0;-530.0
-616.0;493.0;75;680.0;-7;977.0;?
-618.0;492.0;75;682.0;-7;1026.0;-550.0
-620.0;496.0;?;684.0;-7;?;-552.0
?;499.0;74;688.0;-7;1056.0;-576.0
?;500.0;74;692.0;?;1017.0;-592.0
-627.0;502.0;74;695.0;-7;983.0;?
-628.0;504.0;74;698.0;-7;1037.0;-595.0
-629.0;505.0;74;700.0;-7;1059.0;-600.0
-631.0;504.0;74;702.0;-7;1038.0;-597.0
-632.0;506.0;?;703.0;-7;973.0;-578.0
-633.0;509.0;74;705.0;-7;1021.0;-597.0
-634.0;512.0;74;708.0;-7;1021.0;-578.0
-634.0;512.0;74;710.0;-7;1016.0;-574.0
?;512.0;74;712.0;-7;1012.0;-591.0
?;512.0;74;712.0;-7;1034.0;-552.0
-631.0;509.0;74;711.0;-7;950.0;-530.0
-631.0;509.0;74;710.0;-7;979.0;?
-629.0;509.0;74;706.0;-7;969.0;-542.0
-628.0;?;74;701.0;-7;959.0;-523.0
-626.0;502.0;74;696.0;-7;944.0;-549.0
-623.0;502.0;74;690.0;-7;980.0;-406.0
-621.0;501.0;?;684.0;-7;982.0;-692.0
-618.0;499.0;74;679.0;-7;1004.0;-773.0
-614.0;496.0;74;672.0;-7;974.0;?
-611.0;493.0;74;667.0;-7;996.0;-586.0
-614.0;493.0;74;662.0;-7;?;-444.0
-615.0;494.0;74;658.0;-7;1021.0;-590.0
-618.0;502.0;74;661.0;-7;1012.0;?
-618.0;509.0;?;667.0;-7;1030.0;-601.0
-618.0;511.0;74;674.0;-7;1007.0;?
-620.0;514.0;74;682.0;-7;981.0;-560.0
-622.0;516.0;74;692.0;-7;970.0;-549.0
?;518.0;74;699.0;-7;997.0;-530.0
-626.0;519.0;74;704.0;-7;961.0;-528.0
-627.0;520.0;74;707.0;-7;909.0;-518.0
-629.0;523.0;74;?;-7;893.0;-485.0
?;?;74;?;-7;882.0;?
-635.0;532.0;?;715.0;?;870.0;-493.0
-637.0;?;74;715.0;-7;727.0;-469.0
?;540.0;74;715.0;-7;1993.0;-477.0
-638.0;542.0;74;714.0;-7;692.0;-480.0
-638.0;542.0;74;712.0;-7;?;-465.0
-638.0;543.0;74;708.0;-7;906.0;-415.0
-638.0;541.0;74;703.0;-7;1104.0;-432.0
-638.0;541.0;74;695.0;-7;1041.0;-443.0
-638.0;?;74;?;-7;999.0;-420.0
-636.0;539.0;74;680.0;-7;957.0;-420.0
-633.0;535.0;74;?;-7;1030.0;-411.0
-630.0;531.0;74;666.0;-7;935.0;-433.0
?;?;74;661.0;-8;1043.0;-468.0
-622.0;518.0;?;659.0;-8;996.0;-487.0
-618.0;510.0;74;658.0;-8;1044.0;-484.0
-615.0;504.0;74;658.0;-8;1022.0;-480.0
?;498.0;74;656.0;-8;1032.0;-481.0
-611.0;493.0;74;656.0;-7;1000.0;-507.0
-610.0;488.0;74;657.0;-7;?;-544.0
-610.0;486.0;74;660.0;?;1033.0;-520.0
-610.0;485.0;74;665.0;-7;?;?
-611.0;483.0;75;670.0;-7;1041.0;-565.0
-612.0;483.0;75;676.0;-7;1011.0;-573.0
-613.0;482.0;75;?;-7;1031.0;-591.0
-615.0;?;75;686.0;-7;1018.0;-598.0
-617.0;482.0;75;?;-7;1008.0;-630.0
-620.0;?;75;693.0;-7;972.0;-598.0
?;?;?;?;-7;?;-602.0
?;487.0;75;696.0;-7;1041.0;-597.0
-623.0;487.0;75;698.0;-7;?;-606.0
-623.0;486.0;75;?;-7;1007.0;-601.0
-622.0;?;75;704.0;-7;1075.0;-591.0
-622.0;487.0;75;707.0;?;1005.0;-580.0
?;486.0;75;706.0;-7;965.0;?
-621.0;485.0;76;703.0;-7;1010.0;-595.0
-621.0;485.0;75;699.0;-7;965.0;-575.0
-619.0;483.0;75;694.0;-7;954.0;-575.0
-618.0;481.0;75;689.0;-7;960.0;-587.0
-616.0;?;75;684.0;?;982.0;-607.0
-614.0;?;75;679.0;-7;934.0;-621.0
?;476.0;75;676.0;-7;975.0;-605.0
-608.0;473.0;75;674.0;-7;967.0;-573.0
-605.0;470.0;75;671.0;?;984.0;-847.0
?;466.0;75;669.0;-7;1041.0;-454.0
-604.0;467.0;75;666.0;-7;991.0;-648.0
-606.0;466.0;75;665.0;-7;972.0;-575.0
-612.0;475.0;?;664.0;-7;987.0;-521.0
-619.0;?;75;665.0;-7;993.0;-553.0
-626.0;499.0;75;671.0;?;974.0;-559.0
-628.0;507.0;?;679.0;-7;958.0;-580.0
-627.0;509.0;75;686.0;-7;1014.0;-500.0
-627.0;506.0;?;691.0;-7;976.0;-547.0
?;503.0;75;698.0;-7;988.0;-459.0
-630.0;?;75;?;-7;983.0;-428.0
-630.0;505.0;75;711.0;-7;962.0;?
?;507.0;75;714.0;-7;899.0;-478.0
-623.0;507.0;75;?;?;823.0;-480.0
-619.0;510.0;75;730.0;-7;863.0;-431.0
-614.0;?;75;741.0;-7;846.0;-460.0
-610.0;511.0;75;748.0;?;974.0;-451.0
?;510.0;75;752.0;-7;1610.0;-470.0
-600.0;510.0;75;756.0;-7;968.0;-422.0
-596.0;511.0;75;760.0;-7;1007.0;-396.0
-592.0;512.0;75;764.0;-7;1126.0;-384.0
-591.0;519.0;75;763.0;-7;977.0;?
-589.0;533.0;75;758.0;?;1110.0;-420.0
-585.0;546.0;75;749.0;-7;907.0;?
-583.0;559.0;75;735.0;-7;1054.0;-452.0
-581.0;573.0;75;718.0;-7;1030.0;-386.0
-580.0;586.0;75;698.0;-7;989.0;-406.0
-583.0;603.0;75;675.0;?;980.0;-399.0
-588.0;?;75;652.0;-7;1001.0;-386.0
-595.0;651.0;75;618.0;-7;1013.0;-440.0
-600.0;672.0;75;?;?;1014.0;?
-602.0;688.0;75;563.0;-7;?;-406.0
-604.0;700.0;75;?;?;1028.0;-370.0
-603.0;707.0;75;527.0;-7;1013.0;-409.0
?;708.0;75;517.0;-7;1007.0;-404.0
-600.0;708.0;75;513.0;-7;979.0;-398.0
-598.0;706.0;75;?;-7;994.0;-378.0
-597.0;706.0;75;513.0;-7;994.0;-350.0
-598.0;705.0;75;?;-7;996.0;-396.0
-597.0;704.0;75;512.0;?;1005.0;-425.0
-597.0;706.0;75;513.0;-7;1034.0;-423.0
-596.0;704.0;75;514.0;-7;1027.0;-428.0
-595.0;703.0;75;516.0;?;1018.0;-399.0
?;701.0;75;519.0;-7;1022.0;-427.0
?;699.0;75;523.0;-7;1011.0;-430.0
-593.0;698.0;75;?;-7;1059.0;-470.0
?;?;75;528.0;-7;1018.0;-456.0
-593.0;695.0;75;529.0;-7;1023.0;-444.0
-593.0;694.0;75;531.0;-7;1019.0;-457.0
-595.0;695.0;75;533.0;?;1019.0;-438.0
-596.0;694.0;75;?;-7;?;-436.0
-598.0;696.0;75;538.0;-7;1038.0;-419.0
-600.0;?;75;543.0;-7;1028.0;-459.0
-602.0;693.0;75;549.0;?;1030.0;-436.0
-603.0;690.0;75;?;-7;1032.0;-422.0
-602.0;683.0;75;557.0;-7;1021.0;-436.0
-597.0;671.0;75;568.0;-7;1029.0;-444.0
-589.0;649.0;75;584.0;-7;1029.0;-421.0
-581.0;621.0;75;598.0;-7;1041.0;-446.0
-573.0;589.0;?;?;-7;1022.0;-424.0
-565.0;555.0;75;646.0;-7;1031.0;-410.0
-561.0;526.0;75;676.0;-7;1022.0;-420.0
-560.0;497.0;75;698.0;-7;1048.0;-430.0
-564.0;474.0;75;699.0;-7;1019.0;-418.0
?;469.0;75;692.0;?;?;-425.0
-583.0;467.0;75;?;-7;1018.0;-457.0
-598.0;477.0;75;676.0;-7;1038.0;-432.0
-620.0;?;?;657.0;-7;1036.0;-416.0
-636.0;514.0;75;636.0;?;1028.0;-459.0
-643.0;526.0;75;623.0;-7;1037.0;-502.0
-644.0;534.0;75;620.0;-7;1035.0;-493.0
-638.0;?;75;628.0;-7;?;-471.0
-631.0;518.0;75;643.0;-7;1019.0;-455.0
-626.0;?;75;660.0;-7;1029.0;-448.0
-624.0;493.0;75;672.0;-7;1030.0;-450.0
-623.0;489.0;75;679.0;?;1040.0;-450.0
-623.0;487.0;75;681.0;-7;1012.0;-450.0
-623.0;489.0;75;681.0;-7;1002.0;-460.0
-623.0;493.0;?;680.0;-7;1029.0;-450.0
-622.0;496.0;75;680.0;-7;999.0;-447.0
-621.0;495.0;75;681.0;-7;1015.0;-427.0
?;497.0;75;685.0;-7;1018.0;-432.0
-622.0;502.0;75;?;-7;?;-424.0
-624.0;505.0;75;694.0;-7;1030.0;-423.0
-626.0;508.0;75;697.0;-7;1014.0;-432.0
-628.0;511.0;75;699.0;-7;1008.0;-427.0
-631.0;515.0;75;700.0;-7;1019.0;-442.0
-634.0;?;75;701.0;-7;1006.0;-452.0
-637.0;523.0;75;701.0;-7;1008.0;-442.0
?;527.0;75;700.0;-7;988.0;-439.0
-645.0;530.0;?;701.0;-7;1017.0;?
?;537.0;?;702.0;-7;?;-411.0
-652.0;542.0;75;704.0;-7;1031.0;-390.0
-655.0;546.0;75;706.0;-7;1021.0;-372.0
-657.0;552.0;75;708.0;-7;1031.0;-426.0
-657.0;?;75;708.0;-7;?;-453.0
-656.0;553.0;75;708.0;-7;?;-459.0
-654.0;550.0;75;708.0;-7;1010.0;-468.0
-651.0;545.0;75;706.0;-7;1008.0;-489.0
-648.0;?;75;702.0;-7;1019.0;-458.0
-646.0;539.0;75;698.0;-7;1025.0;-467.0
-644.0;?;75;693.0;-7;1002.0;-421.0
-642.0;535.0;75;690.0;-7;1003.0;-375.0
?;532.0;75;686.0;-7;1022.0;-431.0
-638.0;528.0;75;684.0;?;1003.0;-432.0
-636.0;527.0;75;683.0;-7;1016.0;-445.0
-635.0;527.0;75;?;-7;1006.0;-451.0
-634.0;523.0;?;684.0;-7;1007.0;-431.0
-636.0;?;75;686.0;-7;1021.0;-431.0
-636.0;524.0;75;688.0;-7;?;?
?;524.0;?;?;?;1020.0;-441.0
-640.0;528.0;75;692.0;-7;999.0;-461.0
-641.0;532.0;75;696.0;-7;?;-428.0
-642.0;534.0;75;699.0;-7;1008.0;-426.0
?;533.0;75;701.0;-7;999.0;-428.0
-644.0;538.0;75;702.0;-7;1002.0;-458.0
?;537.0;75;704.0;?;1017.0;-432.0
-646.0;538.0;75;705.0;-7;1015.0;-453.0
?;539.0;75;704.0;?;?;-476.0
-646.0;540.0;75;703.0;-7;1008.0;-453.0
?;538.0;75;702.0;-7;1015.0;-470.0
-644.0;540.0;?;701.0;-7;1003.0;-477.0
-644.0;539.0;75;700.0;-7;1047.0;-490.0
-643.0;537.0;75;698.0;-7;1007.0;-480.0
-642.0;536.0;75;?;-7;1018.0;-479.0
-642.0;536.0;75;697.0;-7;1011.0;-446.0
-641.0;536.0;75;?;?;1010.0;-432.0
-641.0;536.0;75;?;?;1003.0;-438.0
-641.0;534.0;75;697.0;-7;1019.0;?
-642.0;?;75;696.0;-7;1014.0;-445.0
-641.0;535.0;75;695.0;-7;1026.0;-470.0
-641.0;533.0;?;694.0;-7;995.0;-452.0
-641.0;532.0;75;695.0;-7;?;-449.0
-641.0;532.0;75;695.0;-7;1032.0;-465.0
-641.0;530.0;75;695.0;-7;1020.0;?
-640.0;530.0;75;694.0;-7;1012.0;-441.0
-640.0;527.0;75;693.0;-7;?;-473.0
-640.0;528.0;75;693.0;-7;1008.0;-463.0
-640.0;?;75;694.0;-7;?;-469.0
-640.0;?;75;694.0;-7;1014.0;-450.0
-641.0;528.0;75;695.0;-7;1010.0;?
-642.0;530.0;?;?;-7;1021.0;-457.0
-643.0;531.0;75;696.0;-7;1031.0;-464.0
-644.0;530.0;75;696.0;-7;1020.0;-467.0
-645.0;533.0;75;695.0;-7;1021.0;-462.0
-645.0;534.0;75;695.0;?;1021.0;?
-645.0;534.0;75;696.0;-7;?;-474.0
-646.0;537.0;75;698.0;-7;995.0;-463.0
-646.0;537.0;75;?;-7;1009.0;-464.0
-647.0;539.0;75;701.0;-7;1024.0;-478.0
-647.0;540.0;75;?;-7;1031.0;-519.0
-647.0;?;75;706.0;?;998.0;-474.0
-648.0;543.0;75;?;-7;1002.0;-494.0
-648.0;543.0;75;709.0;?;?;?
-649.0;543.0;75;709.0;-7;1025.0;?
-649.0;545.0;75;708.0;-7;?;-500.0
-648.0;?;75;706.0;?;999.0;-499.0
-648.0;?;75;704.0;-7;?;-478.0
-647.0;540.0;75;703.0;-7;1021.0;-482.0
-646.0;539.0;75;700.0;-7;1030.0;?
-645.0;539.0;75;697.0;-7;1008.0;-464.0
-643.0;536.0;75;695.0;-7;?;-495.0
-643.0;533.0;?;692.0;-7;1017.0;-438.0
?;534.0;75;689.0;-7;1015.0;-469.0
-641.0;530.0;75;687.0;-7;1030.0;-513.0
-640.0;530.0;75;686.0;-7;?;-440.0
-639.0;528.0;75;685.0;-7;1019.0;-410.0
-638.0;526.0;75;685.0;-7;1024.0;-463.0
-637.0;526.0;?;685.0;-7;1023.0;?
-637.0;525.0;75;685.0;?;1002.0;?
-636.0;522.0;75;685.0;-7;1023.0;-469.0
-636.0;524.0;?;685.0;-7;1017.0;-470.0
-636.0;524.0;75;686.0;-7;1001.0;-447.0
-636.0;521.0;75;686.0;-7;1000.0;-450.0
-636.0;522.0;75;686.0;?;1031.0;-513.0
-637.0;521.0;75;688.0;?;1030.0;-446.0
-637.0;522.0;75;689.0;-7;1021.0;?
-637.0;523.0;75;691.0;-7;1018.0;-452.0
-638.0;525.0;?;692.0;-7;1013.0;-468.0
-637.0;521.0;75;694.0;-7;1017.0;-463.0
-638.0;521.0;75;695.0;-7;993.0;-461.0
?;524.0;75;696.0;-7;?;-456.0
