InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
108.0;-270.0;211.0;387.0;191.0;-52.0;-151.0
51.0;-251.0;167.0;380.0;189.0;34.0;-193.0
-49.0;-216.0;120.0;471.0;106.0;135.0;-250.0
114.0;-268.0;233.0;314.0;135.0;-91.0;-236.0
115.0;-269.0;195.0;-1.0;244.0;-18.0;-130.0
74.0;-250.0;161.0;37.0;222.0;28.0;-164.0
44.0;-239.0;143.0;70.0;198.0;58.0;-183.0
-39.0;-185.0;72.0;297.0;48.0;135.0;-267.0
-207.0;-102.0;152.0;328.0;321.0;129.0;-403.0
-205.0;-102.0;152.0;319.0;321.0;127.0;-403.0
-128.0;-91.0;-15.0;571.0;-171.0;307.0;-490.0
40.0;-190.0;206.0;325.0;-166.0;-46.0;-539.0
-202.0;-102.0;152.0;315.0;317.0;127.0;-406.0
139.0;-241.0;187.0;260.0;49.0;-92.0;-270.0
-200.0;-102.0;155.0;327.0;313.0;121.0;-408.0
-18.0;-342.0;281.0;136.0;287.0;63.0;-93.0
-587.0;431.0;-618.0;372.0;-702.0;712.0;-767.0
74.0;-184.0;98.0;200.0;-140.0;-137.0;286.0
389.0;-250.0;150.0;627.0;163.0;-204.0;-8.0
-213.0;-81.0;135.0;323.0;308.0;151.0;-403.0
-205.0;-65.0;127.0;366.0;319.0;155.0;-398.0
-205.0;-53.0;124.0;284.0;321.0;157.0;-399.0
165.0;-217.0;124.0;423.0;88.0;-3.0;-224.0
-196.0;0.0;111.0;335.0;334.0;177.0;-390.0
40.0;-166.0;60.0;654.0;-46.0;-41.0;-314.0
129.0;213.0;-87.0;579.0;-64.0;-245.0;349.0
-93.0;-70.0;37.0;-16.0;510.0;37.0;-142.0
-172.0;27.0;111.0;75.0;344.0;212.0;-393.0
-145.0;36.0;139.0;353.0;350.0;195.0;-381.0
-134.0;36.0;146.0;348.0;347.0;183.0;-376.0
-123.0;35.0;154.0;351.0;340.0;169.0;-372.0
-73.0;5.0;199.0;372.0;311.0;119.0;-336.0
-55.0;-26.0;221.0;373.0;307.0;97.0;-319.0
-46.0;-46.0;230.0;367.0;307.0;84.0;-304.0
-35.0;-68.0;238.0;370.0;312.0;73.0;-288.0
-97.0;-65.0;36.0;-8.0;484.0;43.0;-176.0
-98.0;-63.0;35.0;-7.0;466.0;47.0;-201.0
-98.0;-62.0;35.0;-6.0;447.0;51.0;-230.0
-98.0;-61.0;33.0;-8.0;422.0;56.0;-261.0
11.0;-168.0;254.0;366.0;335.0;19.0;-233.0
18.0;-198.0;255.0;380.0;339.0;15.0;-225.0
13.0;-221.0;256.0;400.0;333.0;20.0;-222.0
-27.0;-245.0;254.0;452.0;342.0;64.0;-210.0
-100.0;-58.0;26.0;1.0;355.0;69.0;-327.0
-106.0;-51.0;15.0;23.0;313.0;91.0;-375.0
-118.0;-36.0;-4.0;53.0;274.0;132.0;-407.0
-183.0;-111.0;-185.0;-62.0;40.0;38.0;-372.0
-135.0;-24.0;-20.0;68.0;252.0;169.0;-427.0
-250.0;-4.0;-74.0;16.0;397.0;225.0;-496.0
-150.0;-20.0;-31.0;104.0;287.0;215.0;-484.0
-9.0;-245.0;165.0;421.0;199.0;158.0;-309.0
18.0;-251.0;175.0;365.0;208.0;137.0;-290.0
29.0;-254.0;187.0;327.0;210.0;122.0;-287.0
33.0;-254.0;191.0;314.0;207.0;117.0;-288.0
34.0;-256.0;195.0;303.0;203.0;111.0;-292.0
37.0;-260.0;198.0;301.0;201.0;101.0;-297.0
38.0;-260.0;201.0;304.0;202.0;89.0;-299.0
34.0;-253.0;201.0;332.0;204.0;73.0;-294.0
18.0;-252.0;205.0;428.0;199.0;59.0;-288.0
20.0;-252.0;205.0;452.0;197.0;50.0;-286.0
21.0;-250.0;208.0;487.0;194.0;29.0;-279.0
24.0;-313.0;253.0;548.0;179.0;83.0;-180.0
32.0;-281.0;218.0;467.0;232.0;40.0;-261.0
42.0;-317.0;229.0;342.0;301.0;74.0;-272.0
45.0;-321.0;231.0;321.0;308.0;66.0;-271.0
27.0;-254.0;216.0;440.0;333.0;-53.0;-142.0
51.0;-260.0;222.0;328.0;322.0;-57.0;-147.0
57.0;-262.0;216.0;254.0;311.0;-16.0;-161.0
33.0;-256.0;204.0;243.0;299.0;34.0;-171.0
17.0;-253.0;200.0;246.0;289.0;59.0;-185.0
-15.0;-239.0;182.0;262.0;260.0;110.0;-211.0
-30.0;-233.0;174.0;278.0;241.0;134.0;-226.0
-47.0;-228.0;166.0;297.0;214.0;157.0;-243.0
-84.0;-213.0;145.0;385.0;146.0;216.0;-293.0
-95.0;-211.0;138.0;417.0;130.0;213.0;-298.0
52.0;-327.0;233.0;300.0;320.0;53.0;-264.0
23.0;-325.0;217.0;384.0;284.0;62.0;-251.0
25.0;-327.0;220.0;385.0;294.0;59.0;-235.0
37.0;-333.0;229.0;371.0;302.0;39.0;-222.0
54.0;-341.0;245.0;334.0;331.0;10.0;-195.0
25.0;-320.0;261.0;380.0;319.0;49.0;-140.0
-96.0;-212.0;135.0;454.0;113.0;203.0;-301.0
9.0;-303.0;251.0;411.0;292.0;70.0;-127.0
3.0;-297.0;248.0;425.0;274.0;78.0;-127.0
-4.0;-289.0;240.0;438.0;237.0;86.0;-135.0
92.0;-355.0;302.0;550.0;137.0;-115.0;-206.0
-6.0;-287.0;236.0;442.0;212.0;87.0;-137.0
-8.0;-286.0;232.0;442.0;194.0;88.0;-143.0
-16.0;-282.0;224.0;449.0;173.0;91.0;-153.0
-45.0;-261.0;209.0;472.0;154.0;112.0;-173.0
-61.0;-253.0;203.0;495.0;138.0;128.0;-186.0
-63.0;-250.0;201.0;500.0;133.0;130.0;-196.0
-68.0;-244.0;196.0;510.0;124.0;133.0;-209.0
77.0;-300.0;280.0;353.0;194.0;-4.0;-227.0
-70.0;-242.0;195.0;511.0;125.0;136.0;-216.0
-78.0;-233.0;178.0;516.0;125.0;158.0;-232.0
-77.0;-234.0;177.0;514.0;125.0;157.0;-231.0
-75.0;-239.0;179.0;514.0;123.0;154.0;-227.0
-74.0;-239.0;179.0;513.0;123.0;153.0;-227.0
-52.0;-284.0;289.0;310.0;156.0;113.0;-277.0
-73.0;-239.0;178.0;515.0;125.0;153.0;-227.0
-73.0;-237.0;175.0;519.0;148.0;159.0;-231.0
-74.0;-237.0;174.0;521.0;155.0;161.0;-228.0
-313.0;-76.0;-107.0;309.0;159.0;407.0;-529.0
-413.0;92.0;116.0;550.0;240.0;619.0;-282.0
-328.0;-59.0;10.0;403.0;315.0;304.0;-431.0
-219.0;-127.0;75.0;369.0;288.0;256.0;-281.0
-124.0;-133.0;183.0;335.0;297.0;70.0;-377.0
-144.0;-139.0;182.0;395.0;311.0;78.0;-357.0
-162.0;-140.0;182.0;361.0;300.0;88.0;-351.0
23.0;-336.0;220.0;392.0;257.0;41.0;-247.0
22.0;-335.0;219.0;391.0;242.0;42.0;-251.0
-185.0;-162.0;121.0;399.0;283.0;216.0;-183.0
-177.0;-175.0;132.0;420.0;270.0;211.0;-164.0
-175.0;-179.0;124.0;470.0;281.0;222.0;-136.0
-146.0;-176.0;112.0;488.0;325.0;185.0;-129.0
-137.0;-160.0;47.0;569.0;373.0;193.0;-243.0
19.0;-334.0;219.0;392.0;229.0;42.0;-269.0
20.0;-334.0;221.0;389.0;237.0;41.0;-273.0
-203.0;-135.0;180.0;384.0;315.0;132.0;-345.0
-30.0;348.0;-247.0;470.0;-239.0;-125.0;271.0
-119.0;-176.0;105.0;499.0;370.0;152.0;-116.0
-102.0;-170.0;77.0;540.0;417.0;137.0;-152.0
-206.0;-134.0;179.0;327.0;328.0;136.0;-347.0
-206.0;-134.0;177.0;354.0;323.0;137.0;-349.0
-205.0;-134.0;170.0;386.0;312.0;139.0;-351.0
-206.0;-132.0;167.0;386.0;309.0;140.0;-353.0
-207.0;-132.0;166.0;336.0;311.0;141.0;-355.0
-213.0;-133.0;171.0;321.0;277.0;134.0;-353.0
-216.0;-126.0;167.0;336.0;304.0;143.0;-359.0
-216.0;-123.0;165.0;326.0;305.0;147.0;-363.0
-106.0;-298.0;154.0;314.0;356.0;20.0;-302.0
-216.0;-121.0;163.0;316.0;308.0;148.0;-368.0
-26.0;-324.0;253.0;415.0;134.0;58.0;-192.0
158.0;-411.0;461.0;512.0;100.0;54.0;-216.0
-69.0;-306.0;244.0;-14.0;243.0;80.0;-149.0
-556.0;618.0;-776.0;-367.0;-846.0;576.0;-522.0
-210.0;-100.0;155.0;365.0;314.0;123.0;-406.0
-68.0;-215.0;132.0;-81.0;70.0;-19.0;-230.0
-209.0;-100.0;154.0;363.0;311.0;120.0;-408.0
-17.0;-268.0;229.0;158.0;-133.0;-87.0;294.0
579.0;453.0;-673.0;394.0;761.0;-691.0;741.0
-47.0;-295.0;315.0;399.0;175.0;130.0;-188.0
13.0;-322.0;301.0;380.0;270.0;99.0;-159.0
21.0;-321.0;292.0;387.0;303.0;98.0;-155.0
26.0;-319.0;286.0;386.0;322.0;96.0;-154.0
20.0;-272.0;210.0;462.0;519.0;105.0;-129.0
-224.0;-88.0;141.0;388.0;295.0;142.0;-411.0
-92.0;-33.0;-154.0;-50.0;375.0;218.0;-329.0
-90.0;-43.0;-141.0;-58.0;397.0;206.0;-308.0
-86.0;-54.0;-126.0;-52.0;418.0;196.0;-288.0
-147.0;16.0;-29.0;-110.0;616.0;339.0;-347.0
-204.0;-27.0;116.0;416.0;325.0;172.0;-396.0
-206.0;-101.0;155.0;377.0;315.0;120.0;-405.0
271.0;-286.0;234.0;99.0;187.0;-122.0;-120.0
-216.0;-104.0;153.0;378.0;323.0;142.0;-393.0
-138.0;-83.0;222.0;254.0;339.0;55.0;-445.0
-201.0;-102.0;153.0;382.0;314.0;129.0;-408.0
45.0;-335.0;264.0;96.0;138.0;36.0;-272.0
-89.0;-74.0;38.0;-23.0;519.0;34.0;-132.0
-145.0;-6.0;-43.0;356.0;416.0;461.0;-435.0
-205.0;-102.0;151.0;373.0;320.0;128.0;-404.0
-219.0;-105.0;151.0;347.0;316.0;146.0;-393.0
-220.0;-105.0;151.0;405.0;313.0;147.0;-393.0
-218.0;-114.0;157.0;400.0;298.0;148.0;-380.0
-38.0;-285.0;192.0;490.0;57.0;55.0;-267.0
20.0;-430.0;336.0;289.0;145.0;85.0;-217.0
-218.0;-117.0;159.0;421.0;303.0;149.0;-374.0
-78.0;-263.0;288.0;428.0;261.0;184.0;-78.0
-81.0;-258.0;292.0;411.0;224.0;181.0;-108.0
-216.0;-121.0;163.0;386.0;306.0;149.0;-366.0
-63.0;-303.0;173.0;446.0;291.0;160.0;-274.0
-82.0;-317.0;188.0;281.0;399.0;-10.0;-258.0
-86.0;-254.0;292.0;410.0;198.0;184.0;-128.0
-216.0;-122.0;164.0;409.0;312.0;151.0;-365.0
-40.0;-403.0;230.0;357.0;315.0;185.0;-272.0
-216.0;-123.0;166.0;393.0;306.0;147.0;-362.0
-216.0;-124.0;166.0;419.0;315.0;147.0;-360.0
-99.0;-244.0;292.0;418.0;167.0;196.0;-146.0
-215.0;-130.0;169.0;400.0;297.0;140.0;-355.0
-207.0;-102.0;152.0;364.0;322.0;130.0;-404.0
-115.0;-232.0;291.0;433.0;157.0;207.0;-148.0
-208.0;-102.0;152.0;371.0;323.0;131.0;-403.0
-27.0;-312.0;239.0;502.0;65.0;38.0;-226.0
-149.0;-22.0;-29.0;115.0;284.0;226.0;-495.0
-209.0;-103.0;153.0;381.0;324.0;130.0;-403.0
-210.0;-102.0;153.0;380.0;324.0;130.0;-400.0
22.0;-257.0;216.0;495.0;204.0;29.0;-274.0
29.0;-276.0;220.0;480.0;224.0;38.0;-264.0
69.0;-341.0;275.0;384.0;282.0;-101.0;-120.0
-205.0;-134.0;172.0;414.0;319.0;140.0;-350.0
-26.0;-220.0;100.0;622.0;780.0;203.0;-108.0
63.0;-361.0;301.0;381.0;364.0;-25.0;-24.0
-212.0;-102.0;155.0;381.0;321.0;134.0;-397.0
63.0;-340.0;235.0;302.0;329.0;35.0;-279.0
68.0;-343.0;234.0;307.0;335.0;27.0;-284.0
-213.0;-103.0;154.0;375.0;320.0;137.0;-398.0
56.0;-342.0;249.0;324.0;350.0;5.0;-186.0
59.0;-342.0;252.0;318.0;370.0;1.0;-177.0
65.0;-342.0;256.0;305.0;404.0;-7.0;-164.0
91.0;-398.0;361.0;579.0;263.0;-53.0;-121.0
-144.0;-210.0;102.0;418.0;657.0;173.0;-214.0
27.0;-335.0;291.0;309.0;95.0;69.0;-241.0
-17.0;-345.0;261.0;673.0;187.0;122.0;-194.0
-215.0;-103.0;154.0;337.0;324.0;140.0;-394.0
-25.0;-319.0;219.0;585.0;615.0;139.0;56.0
115.0;-358.0;345.0;259.0;256.0;-118.0;-178.0
-73.0;-239.0;190.0;521.0;122.0;142.0;-225.0
-75.0;-236.0;186.0;524.0;130.0;147.0;-232.0
-76.0;-234.0;183.0;524.0;127.0;150.0;-235.0
29.0;-339.0;224.0;389.0;302.0;36.0;-242.0
31.0;-341.0;226.0;384.0;316.0;34.0;-241.0
33.0;-342.0;228.0;382.0;329.0;32.0;-241.0
34.0;-343.0;230.0;379.0;341.0;30.0;-241.0
35.0;-344.0;232.0;374.0;351.0;29.0;-241.0
36.0;-345.0;234.0;371.0;358.0;27.0;-240.0
-78.0;-232.0;180.0;526.0;125.0;154.0;-236.0
-79.0;-231.0;179.0;525.0;127.0;156.0;-234.0
-78.0;-231.0;178.0;521.0;128.0;157.0;-232.0
-78.0;-232.0;177.0;519.0;125.0;158.0;-232.0
45.0;-361.0;239.0;352.0;369.0;25.0;-180.0
47.0;-363.0;234.0;364.0;338.0;24.0;-171.0
46.0;-363.0;232.0;371.0;331.0;24.0;-167.0
27.0;-347.0;216.0;387.0;350.0;39.0;-170.0
207.0;-416.0;421.0;-159.0;363.0;-154.0;-25.0
-196.0;-136.0;180.0;418.0;319.0;125.0;-346.0
3.0;-331.0;341.0;239.0;193.0;44.0;-228.0
5.0;-420.0;319.0;288.0;179.0;106.0;-230.0
-77.0;-236.0;172.0;523.0;157.0;164.0;-229.0
-78.0;-236.0;171.0;525.0;155.0;164.0;-230.0
-77.0;-236.0;170.0;528.0;151.0;163.0;-235.0
-77.0;-236.0;168.0;530.0;149.0;164.0;-237.0
-77.0;-236.0;167.0;532.0;146.0;164.0;-240.0
-89.0;-218.0;145.0;548.0;101.0;186.0;-284.0
-42.0;-225.0;172.0;646.0;72.0;116.0;-271.0
-80.0;-174.0;187.0;442.0;307.0;140.0;-562.0
-140.0;-87.0;179.0;352.0;330.0;107.0;-439.0
-162.0;-64.0;174.0;213.0;384.0;166.0;-424.0
-145.0;-73.0;177.0;223.0;363.0;127.0;-434.0
37.0;-356.0;315.0;288.0;217.0;31.0;-142.0
330.0;-52.0;941.0;-430.0;758.0;-687.0;601.0
74.0;-332.0;296.0;238.0;106.0;-78.0;-242.0
-12.0;-301.0;182.0;505.0;309.0;111.0;-225.0
237.0;-416.0;451.0;133.0;262.0;-170.0;-119.0
404.0;-603.0;667.0;-129.0;585.0;-340.0;255.0
-65.0;-192.0;224.0;517.0;534.0;128.0;-463.0
-166.0;-63.0;173.0;295.0;387.0;170.0;-422.0
-164.0;-63.0;172.0;301.0;394.0;176.0;-416.0
-85.0;-260.0;275.0;497.0;193.0;175.0;-188.0
-172.0;-68.0;177.0;320.0;388.0;188.0;-422.0
-181.0;-67.0;180.0;308.0;379.0;166.0;-430.0
-174.0;-69.0;185.0;309.0;368.0;153.0;-441.0
-110.0;-220.0;80.0;577.0;126.0;209.0;-327.0
35.0;-410.0;271.0;328.0;254.0;55.0;-180.0
-78.0;-271.0;294.0;467.0;179.0;157.0;-202.0
-59.0;-240.0;124.0;509.0;298.0;152.0;-355.0
-79.0;-218.0;134.0;-118.0;87.0;2.0;-230.0
-76.0;-273.0;298.0;457.0;172.0;152.0;-206.0
-74.0;-275.0;302.0;452.0;168.0;148.0;-210.0
-58.0;-290.0;314.0;413.0;156.0;132.0;-208.0
-255.0;-51.0;-65.0;642.0;-145.0;430.0;-598.0
-85.0;-34.0;-66.0;-237.0;273.0;172.0;-504.0
-564.0;-393.0;710.0;47.0;-811.0;672.0;-695.0
-1.0;-411.0;312.0;306.0;201.0;120.0;-252.0
-1.0;-402.0;308.0;342.0;212.0;126.0;-256.0
62.0;-448.0;387.0;242.0;245.0;32.0;-186.0
-99.0;-15.0;-178.0;-34.0;319.0;247.0;-374.0
44.0;-360.0;240.0;348.0;381.0;24.0;-187.0
43.0;-358.0;241.0;350.0;392.0;24.0;-193.0
60.0;-368.0;278.0;333.0;647.0;20.0;-180.0
38.0;-348.0;237.0;362.0;373.0;25.0;-236.0
15.0;-397.0;252.0;376.0;247.0;82.0;-191.0
9.0;-390.0;246.0;386.0;247.0;88.0;-195.0
240.0;-466.0;478.0;32.0;468.0;-142.0;74.0
-109.0;-387.0;401.0;333.0;-393.0;19.0;37.0
-173.0;-77.0;-48.0;594.0;10.0;240.0;-563.0
26.0;-336.0;230.0;377.0;300.0;31.0;-306.0
118.0;-353.0;335.0;205.0;145.0;-106.0;-220.0
186.0;-425.0;414.0;644.0;324.0;-161.0;-90.0
171.0;-447.0;436.0;434.0;370.0;-90.0;-37.0
-141.0;210.0;47.0;635.0;-237.0;296.0;-519.0
28.0;-336.0;232.0;368.0;316.0;29.0;-310.0
21.0;-341.0;239.0;384.0;490.0;66.0;-278.0
-147.0;-5.0;2.0;-108.0;191.0;336.0;-350.0
-126.0;-170.0;53.0;580.0;-46.0;275.0;-458.0
39.0;-410.0;274.0;315.0;256.0;48.0;-178.0
-172.0;-10.0;-14.0;-37.0;160.0;340.0;-372.0
3.0;-284.0;184.0;425.0;828.0;8.0;-15.0
-172.0;-15.0;-10.0;-38.0;139.0;341.0;-369.0
-173.0;-20.0;-8.0;-33.0;125.0;343.0;-370.0
62.0;-342.0;262.0;302.0;456.0;12.0;-142.0
-150.0;-82.0;207.0;332.0;319.0;117.0;-456.0
-152.0;-81.0;209.0;333.0;321.0;118.0;-456.0
-160.0;-80.0;211.0;339.0;325.0;128.0;-454.0
42.0;-409.0;283.0;295.0;259.0;38.0;-182.0
72.0;-358.0;328.0;239.0;147.0;28.0;-198.0
42.0;-408.0;286.0;295.0;259.0;35.0;-183.0
41.0;-406.0;289.0;295.0;260.0;31.0;-185.0
-160.0;-79.0;213.0;343.0;326.0;134.0;-454.0
-173.0;-22.0;-8.0;-34.0;124.0;343.0;-371.0
-174.0;-71.0;188.0;314.0;365.0;156.0;-444.0
-173.0;-23.0;-7.0;-32.0;121.0;344.0;-371.0
-173.0;-23.0;-7.0;-28.0;120.0;344.0;-372.0
-172.0;-24.0;-7.0;-27.0;120.0;345.0;-372.0
26.0;-253.0;242.0;472.0;224.0;49.0;-481.0
38.0;-280.0;274.0;410.0;301.0;39.0;-445.0
57.0;-326.0;215.0;374.0;310.0;22.0;-327.0
59.0;-330.0;219.0;365.0;324.0;20.0;-319.0
63.0;-333.0;222.0;353.0;337.0;18.0;-309.0
68.0;-337.0;226.0;343.0;347.0;16.0;-300.0
-172.0;-24.0;-6.0;-29.0;120.0;345.0;-373.0
-171.0;-24.0;-6.0;-27.0;119.0;346.0;-372.0
-171.0;-26.0;-6.0;-28.0;114.0;345.0;-374.0
322.0;14.0;71.0;603.0;193.0;-446.0;653.0
-170.0;-26.0;-7.0;-30.0;117.0;345.0;-374.0
-69.0;-209.0;72.0;599.0;752.0;200.0;-155.0
-188.0;-184.0;79.0;647.0;783.0;442.0;-102.0
-170.0;-25.0;-8.0;-30.0;121.0;344.0;-374.0
135.0;-366.0;347.0;473.0;348.0;-135.0;-241.0
-171.0;-24.0;-8.0;-32.0;120.0;344.0;-375.0
-171.0;-21.0;-10.0;-30.0;128.0;343.0;-391.0
-219.0;515.0;-537.0;-41.0;-491.0;190.0;-80.0
-166.0;-8.0;-29.0;178.0;439.0;333.0;-487.0
-151.0;-17.0;-24.0;104.0;449.0;293.0;-434.0
-214.0;-18.0;-59.0;-25.0;446.0;263.0;-443.0
-161.0;-78.0;216.0;339.0;330.0;130.0;-451.0
-148.0;-79.0;219.0;319.0;334.0;108.0;-448.0
182.0;-430.0;449.0;112.0;470.0;-179.0;-178.0
61.0;-367.0;383.0;295.0;428.0;76.0;-376.0
57.0;-276.0;294.0;236.0;308.0;-30.0;-342.0
-148.0;-36.0;-60.0;-60.0;138.0;284.0;-568.0
-89.0;-34.0;-76.0;36.0;221.0;303.0;-497.0
-141.0;-13.0;-69.0;-28.0;269.0;246.0;-546.0
-125.0;-210.0;281.0;475.0;205.0;211.0;-190.0
14.0;-263.0;212.0;864.0;36.0;-162.0;370.0
-126.0;-226.0;293.0;447.0;155.0;213.0;-148.0
-184.0;-21.0;-77.0;100.0;313.0;294.0;-524.0
-238.0;-4.0;-103.0;-10.0;282.0;203.0;-570.0
42.0;-389.0;304.0;571.0;341.0;68.0;-56.0
-150.0;-86.0;222.0;227.0;342.0;37.0;-446.0
-158.0;-86.0;222.0;227.0;343.0;43.0;-446.0
-179.0;-83.0;221.0;270.0;350.0;94.0;-445.0
-179.0;-81.0;219.0;274.0;354.0;104.0;-444.0
-157.0;-8.0;-45.0;-102.0;352.0;312.0;-409.0
69.0;-357.0;332.0;724.0;212.0;-19.0;-186.0
-3.0;297.0;-189.0;424.0;-631.0;-133.0;117.0
46.0;-335.0;256.0;137.0;106.0;32.0;-304.0
60.0;-332.0;253.0;174.0;89.0;22.0;-321.0
76.0;-322.0;250.0;194.0;82.0;8.0;-328.0
57.0;-259.0;313.0;210.0;-18.0;-104.0;-446.0
-171.0;-41.0;21.0;-60.0;424.0;282.0;-349.0
-172.0;-36.0;41.0;-13.0;409.0;273.0;-341.0
-170.0;-37.0;35.0;1.0;408.0;283.0;-345.0
-158.0;-6.0;47.0;17.0;513.0;351.0;-357.0
88.0;-290.0;233.0;131.0;64.0;-30.0;-354.0
-19.0;-367.0;223.0;434.0;257.0;125.0;-215.0
-32.0;-357.0;214.0;445.0;264.0;141.0;-222.0
-57.0;-338.0;222.0;241.0;438.0;-43.0;-215.0
-6.0;-310.0;180.0;476.0;262.0;125.0;-316.0
-11.0;-306.0;179.0;479.0;279.0;130.0;-303.0
-16.0;-301.0;178.0;487.0;301.0;130.0;-275.0
-16.0;-300.0;179.0;490.0;307.0;126.0;-259.0
-10.0;-302.0;184.0;512.0;304.0;107.0;-224.0
-217.0;-120.0;161.0;426.0;315.0;152.0;-370.0
-74.0;-251.0;207.0;507.0;401.0;249.0;-25.0
-81.0;-239.0;287.0;483.0;44.0;-20.0;342.0
-8.0;-304.0;186.0;515.0;297.0;104.0;-228.0
-178.0;-83.0;216.0;270.0;353.0;116.0;-445.0
-182.0;-81.0;218.0;272.0;354.0;114.0;-444.0
-6.0;-305.0;188.0;518.0;294.0;102.0;-234.0
-5.0;-305.0;189.0;519.0;292.0;100.0;-235.0
-5.0;-304.0;189.0;520.0;287.0;101.0;-239.0
-6.0;-305.0;190.0;516.0;282.0;104.0;-245.0
-5.0;-305.0;190.0;517.0;281.0;106.0;-248.0
-81.0;-88.0;35.0;-52.0;563.0;20.0;-97.0
-97.0;-255.0;253.0;472.0;410.0;111.0;-205.0
-81.0;-84.0;42.0;-44.0;540.0;26.0;-115.0
-83.0;-81.0;41.0;-37.0;534.0;28.0;-120.0
-219.0;-104.0;151.0;406.0;316.0;146.0;-394.0
311.0;-500.0;525.0;-275.0;443.0;-238.0;28.0
-141.0;-25.0;-52.0;99.0;170.0;286.0;-546.0
81.0;-385.0;270.0;425.0;900.0;77.0;158.0
-115.0;-417.0;393.0;290.0;-663.0;38.0;-48.0
-96.0;-242.0;253.0;538.0;183.0;208.0;-198.0
-61.0;-274.0;235.0;629.0;474.0;187.0;-274.0
269.0;468.0;-535.0;-30.0;338.0;-181.0;-55.0
537.0;-612.0;781.0;-230.0;825.0;-694.0;581.0
-36.0;-244.0;136.0;-82.0;50.0;146.0;-331.0
-69.0;-369.0;208.0;376.0;201.0;249.0;-199.0
-212.0;-396.0;430.0;764.0;-245.0;-89.0;138.0
-462.0;-456.0;871.0;-406.0;-755.0;605.0;-585.0
-84.0;-92.0;-22.0;-60.0;541.0;85.0;-155.0
-158.0;-255.0;158.0;555.0;291.0;214.0;-256.0
-91.0;-92.0;-6.0;-64.0;536.0;58.0;-152.0
-140.0;30.0;-28.0;-119.0;182.0;337.0;-534.0
20.0;-283.0;239.0;1134.0;63.0;24.0;-287.0
-173.0;14.0;-37.0;-41.0;274.0;339.0;-412.0
-129.0;-8.0;-51.0;-117.0;418.0;344.0;-494.0
1.0;-319.0;183.0;479.0;217.0;119.0;-335.0
0.0;-338.0;182.0;524.0;102.0;97.0;-277.0
-173.0;-8.0;-20.0;-31.0;171.0;344.0;-441.0
-165.0;-20.0;13.0;-44.0;123.0;333.0;-413.0
-262.0;81.0;-966.0;-625.0;-790.0;598.0;-625.0
-164.0;-22.0;17.0;-47.0;102.0;333.0;-406.0
-150.0;-9.0;60.0;-96.0;454.0;259.0;-379.0
-159.0;-3.0;42.0;-35.0;480.0;325.0;-383.0
-164.0;-23.0;19.0;-47.0;90.0;333.0;-401.0
-123.0;-27.0;16.0;-133.0;75.0;325.0;-361.0
-163.0;-24.0;22.0;-48.0;82.0;331.0;-398.0
-163.0;-22.0;22.0;-48.0;82.0;331.0;-399.0
-138.0;-19.0;10.0;-114.0;66.0;334.0;-367.0
-58.0;-407.0;219.0;339.0;216.0;206.0;-248.0
