InertialMeasurementUnit LUA Quaternion1;Accelerometer LWR accX;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RUA Quaternion2;Accelerometer LH accX
-341.0;-363.0;241.0;268.0;-553.0;54.0;695.0
-342.0;-375.0;239.0;265.0;-553.0;54.0;700.0
-350.0;-588.0;89.0;233.0;-498.0;487.0;653.0
-344.0;-356.0;237.0;266.0;-553.0;57.0;689.0
-344.0;-349.0;237.0;267.0;-553.0;56.0;672.0
-343.0;-364.0;238.0;266.0;-552.0;56.0;691.0
-344.0;-359.0;238.0;266.0;-552.0;56.0;654.0
-344.0;-323.0;237.0;272.0;-552.0;57.0;612.0
-325.0;-389.0;-68.0;-20.0;-432.0;450.0;319.0
-302.0;-322.0;-64.0;-10.0;-426.0;451.0;256.0
-283.0;-340.0;-52.0;80.0;-424.0;455.0;133.0
-224.0;-456.0;-93.0;-60.0;-378.0;405.0;178.0
-216.0;-485.0;-112.0;-29.0;-357.0;383.0;180.0
-210.0;-523.0;-135.0;-34.0;-340.0;362.0;321.0
-198.0;-611.0;-169.0;-98.0;-320.0;334.0;286.0
-331.0;-290.0;251.0;290.0;-618.0;37.0;352.0
-189.0;-512.0;-156.0;-13.0;-301.0;292.0;174.0
-180.0;-430.0;-157.0;390.0;-302.0;271.0;177.0
-179.0;-479.0;-157.0;143.0;-288.0;263.0;244.0
-179.0;-556.0;-164.0;18.0;-266.0;224.0;249.0
-218.0;-259.0;-337.0;159.0;-302.0;332.0;199.0
-193.0;-153.0;-197.0;250.0;-326.0;373.0;150.0
-177.0;-320.0;-55.0;173.0;-369.0;403.0;133.0
-204.0;-380.0;-46.0;116.0;-391.0;405.0;243.0
-219.0;-429.0;-55.0;153.0;-397.0;403.0;386.0
-260.0;-503.0;-59.0;198.0;-406.0;404.0;433.0
-364.0;-393.0;-110.0;210.0;-436.0;435.0;464.0
-381.0;-363.0;-127.0;203.0;-437.0;438.0;233.0
-422.0;-269.0;-133.0;257.0;-452.0;458.0;146.0
-433.0;-256.0;-62.0;297.0;-525.0;535.0;48.0
-367.0;-274.0;107.0;103.0;-446.0;457.0;168.0
-358.0;-250.0;52.0;55.0;-420.0;449.0;279.0
-354.0;-339.0;-17.0;38.0;-394.0;441.0;346.0
-350.0;-523.0;-184.0;-11.0;-349.0;434.0;545.0
-284.0;-432.0;-374.0;81.0;-223.0;442.0;507.0
-275.0;-409.0;-270.0;96.0;-258.0;459.0;332.0
-286.0;-427.0;-159.0;-6.0;-309.0;465.0;198.0
-306.0;-483.0;-33.0;-23.0;-367.0;465.0;520.0
-334.0;-476.0;148.0;145.0;-421.0;472.0;477.0
-376.0;-246.0;-52.0;240.0;-470.0;486.0;242.0
-265.0;-457.0;-23.0;261.0;-384.0;396.0;404.0
-240.0;-474.0;-50.0;289.0;-374.0;400.0;402.0
-209.0;-466.0;-89.0;304.0;-366.0;410.0;352.0
-155.0;-331.0;-185.0;124.0;-342.0;417.0;241.0
-151.0;-202.0;-266.0;75.0;-303.0;418.0;344.0
-162.0;-409.0;-331.0;-45.0;-232.0;405.0;413.0
-173.0;-320.0;-284.0;-48.0;-238.0;396.0;474.0
-196.0;-397.0;-211.0;-11.0;-251.0;390.0;385.0
-210.0;-457.0;-170.0;13.0;-262.0;389.0;427.0
-227.0;-432.0;-131.0;22.0;-279.0;394.0;376.0
-275.0;-392.0;4.0;91.0;-365.0;439.0;158.0
-269.0;-325.0;-1.0;-29.0;-378.0;448.0;239.0
-356.0;-280.0;-57.0;92.0;-390.0;443.0;613.0
-309.0;-313.0;-152.0;7.0;-355.0;387.0;135.0
-256.0;-294.0;-150.0;-10.0;-312.0;348.0;115.0
-224.0;-293.0;-152.0;81.0;-300.0;341.0;110.0
-190.0;-272.0;-154.0;268.0;-297.0;345.0;118.0
-104.0;-257.0;-283.0;76.0;-253.0;349.0;522.0
-181.0;-293.0;-365.0;83.0;-197.0;365.0;344.0
-190.0;-297.0;-355.0;-15.0;-208.0;379.0;403.0
-220.0;-224.0;-310.0;-10.0;-233.0;382.0;282.0
-295.0;-321.0;-247.0;99.0;-323.0;368.0;90.0
-200.0;-361.0;-374.0;4.0;-324.0;433.0;497.0
-251.0;-514.0;-291.0;-71.0;-369.0;436.0;394.0
-277.0;-516.0;-240.0;-94.0;-393.0;443.0;358.0
-309.0;-389.0;-112.0;162.0;-436.0;463.0;205.0
-501.0;-302.0;1.0;184.0;-545.0;527.0;500.0
-775.0;-250.0;61.0;49.0;-715.0;571.0;342.0
-373.0;-395.0;-71.0;190.0;-524.0;558.0;208.0
-675.0;-741.0;-180.0;-248.0;-584.0;645.0;671.0
-180.0;-501.0;-162.0;190.0;-266.0;224.0;137.0
-182.0;-470.0;-163.0;189.0;-267.0;221.0;150.0
-185.0;-442.0;-158.0;224.0;-265.0;220.0;129.0
137.0;-314.0;271.0;373.0;-97.0;188.0;232.0
56.0;-360.0;161.0;211.0;-187.0;247.0;403.0
65.0;-504.0;167.0;175.0;-185.0;240.0;419.0
-186.0;-457.0;-147.0;33.0;-292.0;204.0;151.0
-193.0;-496.0;-95.0;115.0;-415.0;226.0;206.0
-197.0;-506.0;-82.0;43.0;-439.0;238.0;225.0
-208.0;-475.0;-40.0;255.0;-452.0;276.0;218.0
-212.0;-484.0;-14.0;184.0;-439.0;285.0;217.0
-218.0;-450.0;-7.0;22.0;-443.0;289.0;174.0
-222.0;-444.0;5.0;198.0;-446.0;295.0;135.0
-227.0;-410.0;24.0;166.0;-448.0;297.0;151.0
-235.0;-426.0;37.0;142.0;-445.0;304.0;213.0
-244.0;-445.0;19.0;150.0;-436.0;291.0;323.0
-246.0;-522.0;-10.0;169.0;-437.0;281.0;331.0
-247.0;-537.0;-54.0;257.0;-446.0;272.0;331.0
-247.0;-560.0;-106.0;249.0;-456.0;268.0;350.0
-246.0;-582.0;-194.0;97.0;-454.0;269.0;366.0
-244.0;-583.0;-272.0;-99.0;-418.0;275.0;391.0
-59.0;-397.0;-244.0;156.0;-306.0;336.0;240.0
-13.0;-325.0;-182.0;172.0;-298.0;339.0;358.0
-73.0;-310.0;-108.0;155.0;-334.0;379.0;202.0
-84.0;-204.0;-91.0;111.0;-355.0;401.0;252.0
-173.0;-341.0;-132.0;152.0;-376.0;410.0;513.0
-197.0;-410.0;-139.0;120.0;-374.0;405.0;700.0
-215.0;-460.0;-146.0;138.0;-371.0;398.0;566.0
-218.0;-289.0;-162.0;190.0;-367.0;387.0;282.0
-104.0;-383.0;-85.0;207.0;-314.0;367.0;396.0
-745.0;-309.0;-293.0;65.0;-669.0;545.0;347.0
-167.0;-303.0;-20.0;94.0;-353.0;393.0;303.0
-190.0;-179.0;-31.0;-11.0;-404.0;418.0;366.0
-215.0;-131.0;-49.0;39.0;-410.0;417.0;370.0
-244.0;-203.0;-70.0;110.0;-408.0;409.0;246.0
-278.0;-273.0;-127.0;142.0;-395.0;391.0;482.0
-274.0;-258.0;-144.0;254.0;-380.0;383.0;285.0
-255.0;-331.0;-173.0;165.0;-369.0;376.0;228.0
-242.0;-299.0;-184.0;109.0;-363.0;370.0;78.0
-78.0;-256.0;-319.0;201.0;-320.0;374.0;431.0
-85.0;-385.0;-311.0;-59.0;-315.0;393.0;486.0
-137.0;-422.0;-190.0;11.0;-327.0;386.0;523.0
-162.0;-463.0;-147.0;38.0;-334.0;392.0;546.0
-194.0;-402.0;-104.0;53.0;-343.0;400.0;499.0
-231.0;-354.0;-66.0;31.0;-355.0;411.0;366.0
-767.0;-335.0;19.0;196.0;-709.0;556.0;367.0
-263.0;-192.0;-41.0;31.0;-373.0;423.0;296.0
-302.0;-201.0;-67.0;165.0;-365.0;417.0;278.0
-316.0;-222.0;-92.0;125.0;-360.0;411.0;388.0
-759.0;-337.0;-176.0;67.0;-693.0;581.0;368.0
-328.0;-68.0;-122.0;104.0;-360.0;409.0;335.0
-329.0;-192.0;-143.0;145.0;-356.0;405.0;185.0
-324.0;-165.0;-162.0;208.0;-351.0;399.0;135.0
-163.0;-236.0;-146.0;114.0;-278.0;332.0;129.0
-126.0;-253.0;-132.0;249.0;-284.0;336.0;275.0
-83.0;-357.0;-102.0;206.0;-291.0;359.0;463.0
-78.0;-506.0;-91.0;250.0;-286.0;367.0;455.0
-76.0;-609.0;-85.0;151.0;-280.0;375.0;521.0
-81.0;-432.0;-102.0;-54.0;-280.0;358.0;552.0
-105.0;-350.0;-80.0;-64.0;-296.0;337.0;446.0
-143.0;-317.0;-26.0;-24.0;-306.0;339.0;417.0
-167.0;-357.0;-3.0;43.0;-308.0;341.0;446.0
-189.0;-337.0;15.0;125.0;-308.0;344.0;424.0
-275.0;-407.0;41.0;152.0;-545.0;541.0;593.0
-509.0;-762.0;-416.0;196.0;-226.0;377.0;585.0
-218.0;-287.0;24.0;117.0;-313.0;350.0;332.0
-247.0;-242.0;18.0;48.0;-326.0;362.0;265.0
-255.0;-195.0;-16.0;36.0;-342.0;376.0;305.0
-313.0;-186.0;-214.0;-2.0;-324.0;381.0;387.0
-310.0;-222.0;-228.0;63.0;-313.0;379.0;291.0
-305.0;-197.0;-229.0;146.0;-296.0;378.0;226.0
-296.0;-276.0;-219.0;162.0;-278.0;372.0;227.0
-280.0;-365.0;-213.0;162.0;-259.0;356.0;215.0
-53.0;-311.0;-257.0;346.0;-200.0;263.0;425.0
-17.0;-235.0;-266.0;296.0;-197.0;272.0;434.0
182.0;-585.0;-254.0;324.0;-193.0;233.0;336.0
95.0;-561.0;-330.0;157.0;-163.0;326.0;641.0
33.0;-365.0;-253.0;-14.0;-197.0;282.0;447.0
-25.0;-390.0;-168.0;80.0;-225.0;288.0;439.0
-66.0;-358.0;-149.0;50.0;-244.0;301.0;371.0
-137.0;-248.0;-155.0;67.0;-284.0;320.0;191.0
-236.0;-319.0;-301.0;169.0;-264.0;298.0;309.0
-172.0;-268.0;-404.0;162.0;-247.0;295.0;-46.0
-34.0;-414.0;-396.0;227.0;-207.0;312.0;327.0
-231.0;-282.0;-60.0;27.0;-340.0;368.0;247.0
-291.0;-104.0;-45.0;158.0;-339.0;351.0;332.0
-300.0;-79.0;-56.0;167.0;-336.0;345.0;301.0
-597.0;-409.0;-169.0;201.0;-590.0;454.0;781.0
-272.0;-291.0;-104.0;109.0;-302.0;323.0;86.0
-67.0;-211.0;-122.0;333.0;-185.0;247.0;210.0
-29.0;-184.0;-116.0;333.0;-172.0;251.0;371.0
-760.0;-305.0;-128.0;103.0;-702.0;586.0;288.0
1.0;-438.0;-115.0;222.0;-146.0;271.0;433.0
15.0;-373.0;-42.0;-44.0;-116.0;242.0;424.0
-14.0;-345.0;66.0;22.0;-127.0;215.0;438.0
-49.0;-351.0;116.0;70.0;-132.0;206.0;408.0
-109.0;-230.0;152.0;56.0;-161.0;209.0;274.0
104.0;-64.0;202.0;156.0;-152.0;204.0;-12.0
-128.0;-417.0;-7.0;175.0;-108.0;164.0;491.0
-111.0;-280.0;-65.0;192.0;-82.0;151.0;200.0
-329.0;-288.0;15.0;307.0;-477.0;590.0;408.0
29.0;-351.0;-164.0;164.0;-33.0;107.0;125.0
-268.0;-344.0;-58.0;109.0;-400.0;218.0;311.0
-279.0;-600.0;-115.0;32.0;-429.0;211.0;184.0
-303.0;-354.0;-231.0;118.0;-469.0;197.0;354.0
-56.0;-326.0;-209.0;184.0;-123.0;161.0;278.0
-51.0;-429.0;-223.0;174.0;-106.0;152.0;327.0
159.0;-72.0;-420.0;228.0;-109.0;149.0;482.0
-70.0;-171.0;-311.0;149.0;-125.0;181.0;240.0
-155.0;-324.0;-374.0;42.0;-208.0;359.0;379.0
-230.0;-189.0;-279.0;26.0;-408.0;445.0;392.0
-271.0;-429.0;-321.0;160.0;-405.0;403.0;233.0
-254.0;-326.0;-344.0;141.0;-399.0;382.0;152.0
-241.0;-320.0;-352.0;213.0;-388.0;369.0;156.0
-211.0;-349.0;-194.0;91.0;-373.0;418.0;406.0
-272.0;-328.0;-58.0;39.0;-398.0;432.0;301.0
-315.0;-232.0;16.0;33.0;-436.0;453.0;345.0
-336.0;-230.0;1.0;125.0;-441.0;448.0;300.0
-351.0;-203.0;-8.0;188.0;-441.0;443.0;280.0
-371.0;-352.0;-33.0;161.0;-445.0;440.0;521.0
-377.0;-283.0;-46.0;184.0;-444.0;438.0;358.0
-39.0;-609.0;-300.0;7.0;-308.0;420.0;659.0
-160.0;-357.0;-230.0;-17.0;-348.0;442.0;414.0
-187.0;-367.0;-64.0;-35.0;-363.0;433.0;514.0
-246.0;-320.0;79.0;32.0;-384.0;438.0;378.0
-476.0;-465.0;497.0;87.0;-625.0;572.0;412.0
-331.0;-538.0;107.0;154.0;-443.0;440.0;215.0
-314.0;-291.0;67.0;138.0;-439.0;432.0;152.0
-192.0;-332.0;-2.0;214.0;-384.0;411.0;511.0
-189.0;-468.0;-16.0;184.0;-377.0;418.0;460.0
-199.0;-557.0;-24.0;118.0;-357.0;424.0;616.0
-207.0;-459.0;-12.0;27.0;-347.0;419.0;521.0
-210.0;-333.0;4.0;-10.0;-348.0;416.0;322.0
-214.0;-366.0;34.0;-41.0;-353.0;414.0;388.0
-232.0;-283.0;117.0;-45.0;-370.0;412.0;338.0
-247.0;-303.0;181.0;-33.0;-378.0;413.0;392.0
-265.0;-339.0;242.0;-4.0;-387.0;416.0;430.0
-343.0;-340.0;221.0;131.0;-378.0;393.0;155.0
-43.0;-487.0;-33.0;199.0;-207.0;307.0;459.0
-43.0;-461.0;-42.0;140.0;-189.0;303.0;518.0
-47.0;-498.0;-47.0;84.0;-179.0;298.0;593.0
-191.0;-446.0;308.0;122.0;-250.0;277.0;295.0
-223.0;-270.0;300.0;226.0;-266.0;267.0;400.0
-215.0;-231.0;211.0;193.0;-220.0;243.0;197.0
-383.0;-497.0;54.0;296.0;-513.0;-62.0;651.0
-68.0;-318.0;-398.0;193.0;-216.0;241.0;367.0
-381.0;-440.0;-11.0;235.0;-479.0;-53.0;737.0
75.0;-329.0;-132.0;4.0;-221.0;274.0;423.0
-31.0;-307.0;-71.0;113.0;-242.0;291.0;363.0
-162.0;-128.0;-215.0;154.0;-235.0;298.0;266.0
-449.0;-269.0;53.0;325.0;-441.0;9.0;587.0
21.0;-372.0;-271.0;112.0;-235.0;301.0;474.0
-49.0;-291.0;-224.0;50.0;-274.0;325.0;370.0
-114.0;-313.0;-234.0;29.0;-300.0;344.0;380.0
-211.0;-119.0;-369.0;157.0;-251.0;338.0;379.0
10.0;-347.0;-287.0;-5.0;-225.0;299.0;445.0
-19.0;-308.0;-239.0;47.0;-230.0;300.0;377.0
-106.0;-295.0;-159.0;110.0;-257.0;316.0;253.0
-143.0;-374.0;-142.0;71.0;-279.0;333.0;274.0
-165.0;-279.0;-142.0;57.0;-296.0;344.0;378.0
-199.0;-102.0;-198.0;122.0;-304.0;348.0;207.0
-217.0;-67.0;-261.0;168.0;-293.0;335.0;301.0
-225.0;-254.0;-291.0;201.0;-288.0;330.0;439.0
-232.0;-283.0;-331.0;164.0;-251.0;293.0;117.0
-28.0;-352.0;-437.0;225.0;-205.0;263.0;344.0
17.0;-422.0;-299.0;78.0;-262.0;336.0;435.0
-57.0;-389.0;-208.0;103.0;-290.0;351.0;370.0
-93.0;-343.0;-180.0;50.0;-311.0;365.0;344.0
-120.0;-221.0;-167.0;5.0;-330.0;373.0;370.0
-139.0;-219.0;-169.0;62.0;-339.0;377.0;511.0
-241.0;-329.0;-248.0;163.0;-329.0;363.0;473.0
-380.0;-386.0;-125.0;293.0;-441.0;-23.0;699.0
34.0;-340.0;-295.0;-2.0;-262.0;344.0;443.0
11.0;-391.0;-250.0;35.0;-265.0;339.0;505.0
-19.0;-393.0;-201.0;95.0;-269.0;339.0;475.0
-53.0;-344.0;-159.0;134.0;-274.0;339.0;374.0
-96.0;-359.0;-132.0;93.0;-286.0;345.0;303.0
-145.0;-227.0;-126.0;57.0;-308.0;354.0;289.0
-158.0;-127.0;-139.0;60.0;-307.0;353.0;329.0
-184.0;-111.0;-159.0;102.0;-302.0;350.0;214.0
-204.0;-224.0;-179.0;219.0;-292.0;339.0;255.0
-225.0;-316.0;-264.0;257.0;-260.0;306.0;312.0
-220.0;-245.0;-277.0;261.0;-251.0;305.0;117.0
-508.0;-249.0;-57.0;602.0;-443.0;35.0;840.0
31.0;-358.0;-97.0;-44.0;-160.0;242.0;449.0
6.0;-345.0;-25.0;24.0;-165.0;240.0;457.0
-141.0;-268.0;199.0;59.0;-212.0;264.0;312.0
-90.0;-69.0;6.0;149.0;-145.0;200.0;242.0
-121.0;-264.0;-102.0;171.0;-91.0;187.0;122.0
-393.0;-393.0;-159.0;291.0;-442.0;-24.0;687.0
-399.0;-388.0;-165.0;285.0;-441.0;-26.0;712.0
-731.0;-108.0;-12.0;520.0;-391.0;159.0;624.0
-600.0;-219.0;319.0;497.0;-670.0;53.0;637.0
-336.0;-269.0;-12.0;263.0;-463.0;598.0;466.0
-127.0;-307.0;-381.0;63.0;-249.0;329.0;395.0
-233.0;-193.0;-393.0;186.0;-295.0;363.0;269.0
-261.0;-264.0;1.0;62.0;-303.0;335.0;214.0
-247.0;-253.0;-43.0;-35.0;-291.0;327.0;289.0
-200.0;-372.0;-401.0;49.0;-319.0;376.0;370.0
-270.0;-362.0;-308.0;17.0;-353.0;398.0;245.0
-304.0;-184.0;-255.0;3.0;-380.0;414.0;349.0
-334.0;-130.0;-261.0;166.0;-392.0;407.0;277.0
-345.0;-155.0;-264.0;156.0;-395.0;404.0;426.0
-341.0;-238.0;-52.0;239.0;-459.0;611.0;430.0
-353.0;-335.0;-284.0;192.0;-397.0;401.0;371.0
-235.0;-306.0;-375.0;215.0;-369.0;396.0;210.0
-203.0;-290.0;-389.0;262.0;-376.0;404.0;319.0
-152.0;-305.0;-409.0;225.0;-373.0;419.0;481.0
-225.0;-277.0;-222.0;-35.0;-407.0;460.0;423.0
-276.0;-292.0;-94.0;10.0;-420.0;455.0;405.0
-304.0;-308.0;-25.0;25.0;-427.0;457.0;354.0
-334.0;-329.0;52.0;30.0;-435.0;462.0;312.0
-367.0;-294.0;129.0;49.0;-447.0;473.0;230.0
-365.0;-250.0;171.0;237.0;-521.0;505.0;721.0
-702.0;-558.0;152.0;219.0;-741.0;464.0;798.0
-256.0;-399.0;-35.0;22.0;-443.0;527.0;336.0
-294.0;-406.0;155.0;169.0;-448.0;478.0;241.0
-279.0;-393.0;149.0;127.0;-443.0;467.0;181.0
-265.0;-389.0;150.0;115.0;-436.0;453.0;202.0
-247.0;-447.0;156.0;151.0;-425.0;437.0;248.0
-223.0;-429.0;156.0;217.0;-411.0;422.0;276.0
-195.0;-364.0;151.0;259.0;-395.0;407.0;237.0
-172.0;-340.0;141.0;238.0;-376.0;393.0;265.0
-95.0;-397.0;81.0;389.0;-345.0;379.0;427.0
-43.0;-466.0;-81.0;47.0;-244.0;375.0;534.0
-41.0;-391.0;-79.0;68.0;-232.0;367.0;404.0
-40.0;-460.0;-74.0;29.0;-223.0;359.0;455.0
-40.0;-424.0;-59.0;-6.0;-218.0;350.0;520.0
-47.0;-242.0;15.0;-2.0;-209.0;311.0;348.0
-52.0;-271.0;37.0;31.0;-206.0;297.0;340.0
-81.0;-97.0;138.0;138.0;-206.0;248.0;374.0
-93.0;-133.0;43.0;219.0;-159.0;210.0;434.0
-77.0;-346.0;-215.0;-84.0;-184.0;308.0;525.0
-49.0;-382.0;-241.0;-85.0;-164.0;300.0;554.0
-259.0;-269.0;-127.0;91.0;-394.0;247.0;163.0
-263.0;-281.0;-143.0;463.0;-390.0;258.0;148.0
-268.0;-282.0;-113.0;109.0;-388.0;268.0;156.0
-331.0;-249.0;-74.0;159.0;-356.0;298.0;155.0
-371.0;-370.0;-100.0;107.0;-385.0;305.0;216.0
-379.0;-331.0;-82.0;58.0;-393.0;307.0;253.0
-507.0;-626.0;-150.0;169.0;-383.0;453.0;513.0
-385.0;-365.0;-53.0;64.0;-406.0;318.0;227.0
-8.0;-653.0;40.0;20.0;-244.0;127.0;342.0
-123.0;-327.0;-388.0;141.0;-320.0;383.0;424.0
-56.0;-381.0;-431.0;144.0;-223.0;274.0;374.0
-162.0;-278.0;-399.0;200.0;-262.0;294.0;255.0
-18.0;-674.0;51.0;79.0;-248.0;143.0;407.0
-206.0;-239.0;-365.0;196.0;-287.0;316.0;210.0
-23.0;-685.0;55.0;144.0;-253.0;158.0;346.0
-27.0;-605.0;74.0;116.0;-262.0;171.0;274.0
-32.0;-538.0;78.0;53.0;-265.0;181.0;223.0
-39.0;-531.0;77.0;14.0;-264.0;194.0;211.0
-53.0;-624.0;44.0;67.0;-254.0;207.0;271.0
-60.0;-637.0;24.0;-28.0;-251.0;213.0;299.0
-67.0;-652.0;16.0;-44.0;-250.0;225.0;294.0
-108.0;-634.0;15.0;61.0;-285.0;299.0;337.0
-572.0;-400.0;186.0;81.0;-672.0;173.0;570.0
-138.0;-552.0;-83.0;-26.0;-334.0;370.0;292.0
-790.0;-254.0;144.0;379.0;-815.0;388.0;203.0
-608.0;-398.0;6.0;245.0;-632.0;170.0;441.0
-141.0;-669.0;-70.0;122.0;-341.0;380.0;271.0
-349.0;209.0;-135.0;429.0;-569.0;-38.0;136.0
-534.0;28.0;-133.0;451.0;-543.0;-18.0;311.0
-709.0;-211.0;206.0;70.0;-634.0;-53.0;-71.0
-649.0;-213.0;-19.0;314.0;-574.0;117.0;176.0
-590.0;-287.0;-16.0;49.0;-577.0;127.0;343.0
-578.0;-303.0;-112.0;-30.0;-564.0;122.0;527.0
-232.0;-342.0;-371.0;164.0;-282.0;331.0;464.0
-233.0;-236.0;-368.0;154.0;-284.0;334.0;251.0
-408.0;-568.0;237.0;292.0;-601.0;424.0;305.0
-283.0;-666.0;118.0;290.0;-504.0;335.0;333.0
-36.0;-412.0;-367.0;51.0;-248.0;358.0;436.0
-176.0;-396.0;-179.0;36.0;-325.0;393.0;416.0
-354.0;-705.0;379.0;311.0;-600.0;471.0;518.0
-244.0;-650.0;296.0;208.0;-483.0;343.0;134.0
-510.0;-641.0;-91.0;212.0;-376.0;447.0;526.0
-508.0;-626.0;-41.0;182.0;-372.0;443.0;583.0
-232.0;-321.0;-93.0;58.0;-359.0;405.0;264.0
-319.0;-457.0;556.0;148.0;-613.0;260.0;487.0
-282.0;-418.0;5.0;60.0;-393.0;426.0;389.0
-325.0;-475.0;554.0;142.0;-616.0;257.0;337.0
-480.0;-620.0;14.0;158.0;-369.0;439.0;559.0
