Accelerometer LUA_ accX;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK accZ;InertialMeasurementUnit BACK magneticY;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE EuY
-126.0;-1;-9;16;255.0;40.0;-363.0;-4;-16;550.0;-9;-50
40.0;-3;-7;4;88.0;-133.0;-350.0;-4;-4;460.0;-7;-43
97.0;91;-13;-20;158.0;-372.0;-369.0;-71;20;513.0;-13;-37
-59.0;-642;-8;147;395.0;267.0;-14.0;37;-147;464.0;-8;-36
-75.0;18;-52;71;355.0;-47.0;-110.0;-150;-71;1369.0;-52;-28
-19.0;-4;3;21;28.0;-299.0;-86.0;0;-21;419.0;3;-32
155.0;-5;-13;4;366.0;75.0;-354.0;1;-4;596.0;-13;-50
-110.0;3;-31;-4;412.0;109.0;-356.0;8;4;610.0;-31;-50
-127.0;1;6;24;267.0;57.0;-363.0;-2;-24;554.0;6;-50
-67.0;-16;32;-1132;51.0;-228.0;-225.0;-31;1132;393.0;32;-43
-87.0;-3;-22;-14;295.0;73.0;-364.0;3;14;569.0;-22;-50
50.0;2351;-243;774;159.0;514.0;1.0;-47;-774;999.0;-243;-45
-23.0;6;-7;9;365.0;50.0;-353.0;1;-9;603.0;-7;-50
31.0;-1;-20;13;396.0;46.0;-355.0;4;-13;618.0;-20;-50
39.0;5;-4;-11;402.0;52.0;-355.0;-1;11;618.0;-4;-50
-103.0;-1;7;8;411.0;98.0;-355.0;-1;-8;612.0;7;-50
-67.0;28;-693;-2481;253.0;57.0;-331.0;-115;2481;761.0;-693;-72
156.0;-563;-22;47;421.0;187.0;65.0;37;-47;960.0;-22;-42
9.0;-5;9;-15;410.0;53.0;-353.0;2;15;620.0;9;-50
214.0;-426;31;20;273.0;-264.0;-3.0;-8;-20;563.0;31;-38
-72.0;-4;-1;-5;411.0;120.0;-363.0;2;5;619.0;-1;-50
105.0;-394;-37;-25;367.0;346.0;-780.0;11;25;370.0;-37;-42
-258.0;-42;-1855;-247;278.0;-42.0;-64.0;386;247;389.0;-1855;-38
