InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Nav_Ay;Accelerometer LUA^ accX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Ax
520.0;258.0;911.0;-6;423.0;18;-14;656;-14;19
-103.0;-138.0;928.0;113;522.0;-32;-275;973;-275;51
-455.0;-171.0;913.0;-38;466.0;10;27;692;27;18
125.0;451.0;955.0;2;441.0;20;-19;652;-19;-2
-568.0;791.0;943.0;44;396.0;6;17;677;17;24
-65.0;-5.0;925.0;-7;620.0;18;-33;657;-33;18
12.0;-16.0;952.0;-6;455.0;4;-7;761;-7;21
-18.0;172.0;973.0;10;302.0;-23;-318;727;-318;22
430.0;-1.0;896.0;-670;387.0;-1;48;699;48;49
50.0;6.0;851.0;1;522.0;20;-2;740;-2;18
