InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit RLA gyroX;Accelerometer HIP accZ;Accelerometer LWR accZ
37.0;5.0;85.0;332.0;21.0;105.0;-268.0;-35.0;396.0;421.0
-2.0;-8.0;91.0;346.0;8.0;-18.0;-266.0;17.0;384.0;432.0
6.0;-28.0;92.0;348.0;26.0;-71.0;-263.0;-143.0;368.0;464.0
2.0;-62.0;87.0;338.0;35.0;-75.0;-262.0;-123.0;368.0;493.0
14.0;-8.0;71.0;322.0;18.0;10.0;-263.0;-19.0;388.0;434.0
16.0;53.0;78.0;330.0;28.0;67.0;-263.0;-95.0;391.0;440.0
24.0;56.0;74.0;338.0;55.0;82.0;-261.0;-70.0;396.0;413.0
-20.0;16.0;93.0;342.0;-4.0;33.0;-256.0;-187.0;385.0;415.0
-2.0;1.0;81.0;329.0;-1.0;-5.0;-252.0;-102.0;374.0;460.0
-7.0;-19.0;76.0;320.0;-33.0;34.0;-250.0;17.0;373.0;463.0
7.0;24.0;81.0;302.0;-13.0;32.0;-246.0;-201.0;364.0;468.0
18.0;23.0;73.0;311.0;-27.0;78.0;-243.0;-123.0;381.0;482.0
24.0;39.0;65.0;346.0;50.0;101.0;-245.0;40.0;408.0;501.0
15.0;-39.0;93.0;333.0;42.0;25.0;-257.0;-93.0;367.0;464.0
29.0;-44.0;107.0;326.0;-6.0;-32.0;-255.0;-78.0;395.0;426.0
39.0;-64.0;107.0;316.0;-28.0;-94.0;-255.0;-93.0;392.0;473.0
-155.0;272.0;79.0;270.0;126.0;288.0;-164.0;-194.0;106.0;421.0
34.0;132.0;77.0;300.0;-67.0;228.0;-291.0;57.0;380.0;432.0
41.0;-25.0;74.0;270.0;52.0;147.0;-376.0;89.0;375.0;363.0
-7.0;7.0;43.0;266.0;-15.0;11.0;-365.0;99.0;400.0;394.0
-7.0;-7.0;42.0;273.0;13.0;-32.0;-353.0;-49.0;401.0;403.0
2.0;10.0;65.0;279.0;32.0;66.0;-373.0;112.0;440.0;410.0
-19.0;-7.0;58.0;276.0;25.0;44.0;-374.0;199.0;417.0;415.0
6.0;-8.0;55.0;267.0;0.0;51.0;-353.0;-217.0;429.0;395.0
-18.0;12.0;56.0;257.0;51.0;92.0;-369.0;142.0;414.0;441.0
1.0;5.0;44.0;265.0;122.0;148.0;-373.0;-201.0;460.0;440.0
-5.0;23.0;-88.0;361.0;-4.0;53.0;-491.0;-7.0;405.0;636.0
-7.0;15.0;-90.0;366.0;4.0;36.0;-489.0;11.0;427.0;612.0
-59.0;62.0;19.0;215.0;-116.0;180.0;-407.0;-27.0;455.0;483.0
-61.0;86.0;17.0;209.0;-92.0;124.0;-405.0;-13.0;475.0;475.0
-3.0;77.0;30.0;202.0;70.0;94.0;-403.0;-104.0;457.0;484.0
33.0;82.0;55.0;207.0;120.0;33.0;-401.0;-108.0;469.0;452.0
33.0;-2.0;64.0;214.0;137.0;-31.0;-400.0;-67.0;467.0;461.0
42.0;12.0;76.0;222.0;112.0;-56.0;-396.0;-112.0;438.0;433.0
-25.0;-116.0;-10.0;176.0;101.0;-200.0;-452.0;-4.0;546.0;329.0
-16.0;36.0;57.0;213.0;-19.0;82.0;-376.0;-65.0;453.0;472.0
-9.0;5.0;64.0;212.0;51.0;3.0;-371.0;-72.0;440.0;428.0
-3.0;16.0;67.0;214.0;42.0;33.0;-371.0;-23.0;446.0;462.0
-17.0;61.0;71.0;209.0;36.0;73.0;-369.0;-28.0;446.0;454.0
-7.0;32.0;54.0;212.0;11.0;109.0;-370.0;-3.0;463.0;477.0
-13.0;32.0;54.0;212.0;30.0;81.0;-371.0;-27.0;471.0;446.0
-5.0;44.0;69.0;225.0;6.0;43.0;-368.0;15.0;449.0;477.0
-21.0;20.0;70.0;226.0;60.0;52.0;-367.0;-44.0;433.0;450.0
-11.0;1.0;76.0;211.0;38.0;11.0;-367.0;12.0;460.0;463.0
8.0;14.0;57.0;225.0;33.0;43.0;-367.0;-16.0;435.0;485.0
39.0;-6.0;64.0;227.0;82.0;12.0;-363.0;-50.0;465.0;433.0
26.0;11.0;72.0;211.0;69.0;27.0;-363.0;2.0;481.0;438.0
12.0;11.0;72.0;219.0;33.0;48.0;-364.0;40.0;453.0;444.0
-7.0;38.0;65.0;214.0;11.0;61.0;-366.0;23.0;447.0;478.0
3.0;68.0;64.0;214.0;-17.0;95.0;-366.0;30.0;435.0;546.0
-3.0;46.0;55.0;213.0;23.0;82.0;-369.0;89.0;459.0;516.0
-1.0;26.0;-15.0;211.0;-64.0;160.0;-392.0;108.0;421.0;423.0
-6.0;1.0;13.0;232.0;32.0;52.0;-477.0;-156.0;476.0;426.0
13.0;-8.0;29.0;232.0;65.0;31.0;-474.0;-217.0;466.0;409.0
9.0;-9.0;33.0;226.0;20.0;-5.0;-469.0;-117.0;453.0;414.0
15.0;6.0;33.0;226.0;4.0;19.0;-465.0;-202.0;463.0;416.0
9.0;2.0;21.0;218.0;30.0;53.0;-462.0;-199.0;460.0;405.0
9.0;37.0;19.0;237.0;16.0;57.0;-459.0;-166.0;454.0;428.0
-23.0;29.0;22.0;231.0;46.0;41.0;-456.0;-198.0;448.0;435.0
-234.0;-93.0;58.0;216.0;-6.0;-332.0;-328.0;-140.0;562.0;520.0
-50.0;64.0;51.0;247.0;-107.0;71.0;-396.0;-103.0;384.0;481.0
-26.0;58.0;51.0;250.0;-128.0;131.0;-394.0;-109.0;395.0;504.0
-26.0;53.0;39.0;237.0;-34.0;82.0;-389.0;-42.0;398.0;483.0
-22.0;52.0;36.0;254.0;-10.0;54.0;-389.0;-49.0;386.0;463.0
-14.0;71.0;40.0;261.0;43.0;12.0;-387.0;-60.0;355.0;494.0
-35.0;83.0;42.0;244.0;111.0;-24.0;-387.0;-51.0;382.0;468.0
-17.0;45.0;43.0;253.0;13.0;92.0;-379.0;-91.0;364.0;473.0
-8.0;57.0;22.0;216.0;37.0;53.0;-452.0;-200.0;463.0;415.0
8.0;0.0;47.0;243.0;42.0;21.0;-375.0;-83.0;377.0;495.0
36.0;0.0;43.0;242.0;29.0;29.0;-374.0;-118.0;370.0;499.0
29.0;-16.0;46.0;258.0;45.0;4.0;-370.0;-91.0;380.0;474.0
24.0;-33.0;41.0;250.0;28.0;-20.0;-369.0;-79.0;363.0;481.0
-2.0;28.0;51.0;248.0;36.0;64.0;-359.0;-42.0;384.0;497.0
-10.0;26.0;42.0;242.0;-5.0;-13.0;-353.0;-20.0;388.0;481.0
-4.0;-16.0;44.0;241.0;48.0;19.0;-352.0;-71.0;393.0;483.0
10.0;39.0;46.0;244.0;24.0;41.0;-351.0;-38.0;375.0;472.0
19.0;18.0;50.0;242.0;30.0;12.0;-351.0;-30.0;372.0;472.0
-15.0;37.0;44.0;238.0;18.0;40.0;-349.0;2.0;384.0;429.0
2.0;8.0;44.0;238.0;15.0;65.0;-349.0;31.0;399.0;473.0
-4.0;53.0;44.0;241.0;16.0;36.0;-352.0;65.0;405.0;442.0
-23.0;28.0;45.0;242.0;26.0;66.0;-352.0;112.0;415.0;469.0
-9.0;29.0;40.0;243.0;28.0;69.0;-355.0;194.0;378.0;474.0
-8.0;49.0;24.0;220.0;19.0;71.0;-452.0;-188.0;472.0;394.0
44.0;60.0;24.0;217.0;12.0;37.0;-448.0;-248.0;473.0;404.0
4.0;29.0;13.0;222.0;4.0;40.0;-445.0;-107.0;447.0;420.0
-2.0;33.0;19.0;223.0;47.0;74.0;-441.0;-122.0;446.0;422.0
29.0;-12.0;34.0;230.0;40.0;33.0;-436.0;-162.0;458.0;402.0
20.0;-2.0;33.0;228.0;21.0;25.0;-435.0;-141.0;470.0;417.0
-17.0;-9.0;21.0;223.0;-16.0;20.0;-425.0;-124.0;446.0;432.0
4.0;28.0;25.0;234.0;28.0;77.0;-422.0;-128.0;451.0;452.0
-10.0;23.0;27.0;220.0;9.0;51.0;-419.0;-137.0;462.0;420.0
4.0;1.0;26.0;225.0;-7.0;30.0;-417.0;-67.0;475.0;408.0
-10.0;8.0;23.0;233.0;31.0;41.0;-414.0;-116.0;485.0;390.0
4.0;10.0;25.0;229.0;46.0;33.0;-412.0;-133.0;450.0;432.0
-35.0;20.0;-21.0;161.0;-21.0;13.0;-501.0;38.0;400.0;359.0
-30.0;9.0;-12.0;164.0;-22.0;35.0;-501.0;6.0;402.0;331.0
-17.0;3.0;-10.0;157.0;-17.0;37.0;-501.0;11.0;423.0;359.0
26.0;10.0;-11.0;170.0;74.0;62.0;-506.0;-80.0;421.0;389.0
11.0;31.0;-7.0;167.0;16.0;-7.0;-508.0;-49.0;405.0;381.0
5.0;61.0;-13.0;164.0;-7.0;15.0;-509.0;-45.0;417.0;385.0
6.0;28.0;-12.0;155.0;15.0;19.0;-509.0;-9.0;410.0;393.0
-9.0;-1.0;-35.0;162.0;50.0;66.0;-510.0;-62.0;411.0;434.0
-31.0;16.0;-8.0;167.0;22.0;50.0;-512.0;-64.0;440.0;372.0
-6.0;34.0;11.0;186.0;-20.0;53.0;-514.0;-76.0;424.0;370.0
18.0;52.0;-4.0;170.0;15.0;81.0;-514.0;-60.0;438.0;382.0
-7.0;15.0;-29.0;170.0;-1.0;9.0;-518.0;-66.0;430.0;417.0
-20.0;-24.0;-15.0;164.0;-13.0;64.0;-520.0;-98.0;412.0;413.0
-32.0;-32.0;-18.0;158.0;-39.0;55.0;-522.0;-104.0;414.0;386.0
5.0;0.0;32.0;232.0;-20.0;45.0;-404.0;-48.0;465.0;404.0
-73.0;9.0;-22.0;153.0;-125.0;163.0;-448.0;-184.0;391.0;394.0
-88.0;24.0;13.0;211.0;-210.0;162.0;-406.0;-25.0;457.0;492.0
-184.0;131.0;-149.0;28.0;119.0;10.0;-600.0;-317.0;416.0;363.0
-5.0;-21.0;-20.0;146.0;-174.0;265.0;-449.0;-74.0;400.0;422.0
11.0;-26.0;-28.0;170.0;-4.0;224.0;-457.0;141.0;369.0;437.0
-26.0;24.0;-28.0;173.0;4.0;242.0;-452.0;128.0;309.0;397.0
35.0;264.0;35.0;341.0;149.0;168.0;-436.0;-172.0;308.0;454.0
-273.0;270.0;249.0;520.0;52.0;-86.0;4.0;96.0;101.0;377.0
-201.0;110.0;41.0;309.0;-58.0;-35.0;-116.0;39.0;294.0;352.0
170.0;-144.0;33.0;228.0;251.0;-340.0;-188.0;196.0;302.0;395.0
56.0;-304.0;-82.0;142.0;-220.0;90.0;-122.0;261.0;-56.0;518.0
0.0;-103.0;-26.0;188.0;14.0;-89.0;-150.0;37.0;390.0;340.0
111.0;-549.0;-95.0;86.0;305.0;-603.0;-376.0;-33.0;401.0;472.0
-84.0;-75.0;10.0;413.0;-94.0;50.0;-431.0;-221.0;320.0;450.0
81.0;-74.0;-26.0;177.0;107.0;-159.0;-147.0;-12.0;415.0;335.0
-254.0;305.0;-27.0;193.0;-387.0;488.0;-152.0;-244.0;456.0;347.0
36.0;15.0;-48.0;285.0;-81.0;-16.0;-82.0;127.0;360.0;463.0
64.0;-34.0;-53.0;269.0;-40.0;-61.0;-78.0;-6.0;373.0;434.0
-227.0;243.0;-261.0;164.0;-191.0;150.0;-97.0;-457.0;407.0;425.0
44.0;-19.0;65.0;106.0;86.0;312.0;64.0;-62.0;453.0;447.0
-29.0;-41.0;376.0;406.0;17.0;59.0;167.0;-232.0;314.0;697.0
9.0;16.0;96.0;432.0;-28.0;45.0;-61.0;-11.0;274.0;383.0
-28.0;-23.0;2.0;585.0;76.0;103.0;-10.0;-32.0;-62.0;172.0
-76.0;42.0;88.0;258.0;91.0;-100.0;-398.0;143.0;385.0;453.0
42.0;-57.0;10.0;178.0;54.0;-61.0;-878.0;-52.0;439.0;374.0
-2.0;30.0;-9.0;224.0;56.0;66.0;-563.0;123.0;414.0;402.0
134.0;-121.0;-44.0;191.0;173.0;19.0;-571.0;175.0;436.0;334.0
48.0;10.0;27.0;222.0;44.0;44.0;-558.0;49.0;385.0;334.0
167.0;20.0;-14.0;156.0;302.0;-60.0;-579.0;-35.0;414.0;373.0
53.0;-21.0;6.0;167.0;66.0;32.0;-529.0;-129.0;426.0;349.0
9.0;-3.0;4.0;221.0;2.0;107.0;-556.0;-249.0;432.0;381.0
-32.0;11.0;2.0;218.0;-4.0;80.0;-555.0;102.0;222.0;376.0
214.0;-42.0;-97.0;136.0;116.0;207.0;-637.0;-503.0;483.0;299.0
4.0;-69.0;-1.0;194.0;-9.0;-27.0;-854.0;163.0;469.0;371.0
-33.0;-47.0;27.0;186.0;-3.0;24.0;-877.0;-12.0;424.0;400.0
-117.0;70.0;-275.0;183.0;288.0;-19.0;-425.0;185.0;489.0;605.0
61.0;-15.0;-211.0;271.0;124.0;19.0;-749.0;421.0;433.0;756.0
94.0;84.0;-134.0;291.0;191.0;-72.0;-561.0;-264.0;358.0;499.0
-26.0;48.0;-369.0;221.0;340.0;-213.0;-502.0;-200.0;465.0;554.0
203.0;-151.0;629.0;571.0;195.0;-502.0;-911.0;306.0;391.0;673.0
87.0;-66.0;50.0;266.0;53.0;-105.0;-415.0;-222.0;387.0;483.0
48.0;-67.0;91.0;360.0;82.0;-95.0;-401.0;-127.0;405.0;460.0
84.0;148.0;110.0;418.0;44.0;229.0;-438.0;-376.0;339.0;496.0
-18.0;-218.0;-2.0;242.0;38.0;-334.0;-451.0;-348.0;498.0;451.0
112.0;-228.0;24.0;204.0;328.0;-411.0;-371.0;-391.0;387.0;361.0
-42.0;99.0;77.0;305.0;29.0;73.0;-280.0;213.0;389.0;437.0
90.0;73.0;31.0;245.0;-308.0;595.0;-193.0;12.0;365.0;409.0
-46.0;48.0;90.0;329.0;76.0;52.0;-256.0;-331.0;356.0;510.0
-23.0;81.0;81.0;320.0;-4.0;48.0;-263.0;207.0;385.0;443.0
19.0;-54.0;101.0;310.0;-56.0;-69.0;-254.0;-219.0;407.0;433.0
3.0;-42.0;7.0;231.0;-41.0;20.0;-489.0;-274.0;489.0;415.0
106.0;-452.0;352.0;674.0;-330.0;-589.0;-521.0;-366.0;10.0;696.0
-53.0;77.0;90.0;293.0;-56.0;365.0;-239.0;393.0;389.0;422.0
14.0;-2.0;55.0;229.0;54.0;41.0;-514.0;-276.0;447.0;386.0
-32.0;29.0;75.0;269.0;74.0;111.0;-268.0;244.0;349.0;408.0
114.0;94.0;20.0;244.0;150.0;17.0;-528.0;-150.0;461.0;424.0
-375.0;-495.0;58.0;287.0;-50.0;-1148.0;-805.0;-617.0;159.0;348.0
-23.0;-4.0;53.0;267.0;49.0;66.0;-367.0;251.0;409.0;444.0
6.0;25.0;114.0;473.0;-43.0;49.0;-424.0;-9.0;472.0;599.0
18.0;65.0;118.0;481.0;-35.0;16.0;-431.0;-9.0;442.0;603.0
12.0;-2.0;113.0;471.0;9.0;10.0;-394.0;-132.0;426.0;620.0
18.0;22.0;122.0;474.0;34.0;36.0;-381.0;-69.0;446.0;639.0
2.0;25.0;-18.0;199.0;-105.0;188.0;-387.0;-288.0;431.0;364.0
-42.0;58.0;-13.0;164.0;-108.0;230.0;-381.0;-86.0;469.0;276.0
-42.0;79.0;-7.0;168.0;-60.0;162.0;-378.0;34.0;475.0;286.0
0.0;5.0;124.0;471.0;5.0;38.0;-381.0;-94.0;441.0;613.0
0.0;0.0;123.0;473.0;15.0;29.0;-376.0;-52.0;447.0;629.0
-17.0;-8.0;116.0;462.0;34.0;42.0;-371.0;-75.0;450.0;639.0
-169.0;1.0;31.0;335.0;19.0;95.0;-489.0;-226.0;324.0;313.0
8.0;15.0;114.0;463.0;55.0;69.0;-367.0;-48.0;455.0;619.0
12.0;23.0;114.0;459.0;62.0;69.0;-366.0;-111.0;459.0;644.0
-51.0;-3.0;-3.0;182.0;90.0;48.0;-447.0;-29.0;565.0;373.0
130.0;-290.0;-42.0;174.0;256.0;-99.0;-577.0;-26.0;447.0;328.0
10.0;20.0;116.0;462.0;19.0;40.0;-362.0;-18.0;442.0;619.0
-174.0;-385.0;-72.0;216.0;-103.0;-207.0;-314.0;22.0;205.0;157.0
-94.0;2.0;-11.0;217.0;-167.0;233.0;-565.0;-97.0;402.0;359.0
14.0;18.0;110.0;470.0;25.0;28.0;-363.0;16.0;438.0;609.0
-43.0;287.0;94.0;127.0;51.0;123.0;-488.0;-161.0;375.0;347.0
-11.0;25.0;107.0;465.0;61.0;53.0;-364.0;-35.0;426.0;611.0
-15.0;-21.0;103.0;464.0;75.0;73.0;-363.0;18.0;437.0;592.0
-212.0;11.0;-43.0;158.0;-206.0;74.0;-301.0;24.0;450.0;467.0
-316.0;-143.0;-251.0;-58.0;284.0;-854.0;-341.0;665.0;517.0;567.0
17.0;5.0;-125.0;352.0;25.0;39.0;-493.0;7.0;425.0;679.0
3.0;-17.0;-93.0;357.0;-15.0;-10.0;-484.0;-27.0;439.0;708.0
-87.0;-314.0;9.0;341.0;128.0;17.0;-429.0;-182.0;138.0;862.0
-18.0;-3.0;-91.0;355.0;5.0;61.0;-488.0;-18.0;425.0;661.0
3.0;38.0;-88.0;363.0;22.0;71.0;-488.0;-4.0;407.0;641.0
-25.0;75.0;-94.0;358.0;-6.0;95.0;-490.0;-18.0;406.0;656.0
53.0;121.0;-106.0;350.0;38.0;136.0;-504.0;-152.0;392.0;661.0
-17.0;-10.0;-88.0;356.0;15.0;63.0;-490.0;-12.0;441.0;720.0
31.0;40.0;2.0;596.0;32.0;14.0;-24.0;109.0;-63.0;180.0
3.0;20.0;129.0;128.0;32.0;64.0;150.0;-11.0;421.0;832.0
-46.0;18.0;37.0;33.0;-5.0;65.0;-175.0;561.0;607.0;778.0
-143.0;-135.0;5.0;172.0;-369.0;134.0;-889.0;-106.0;425.0;396.0
-71.0;32.0;-119.0;90.0;-464.0;748.0;-668.0;316.0;514.0;391.0
208.0;142.0;38.0;229.0;362.0;-15.0;-775.0;329.0;284.0;394.0
-302.0;-247.0;340.0;397.0;413.0;450.0;-37.0;102.0;336.0;764.0
20.0;-38.0;235.0;96.0;-59.0;190.0;-291.0;11.0;422.0;738.0
40.0;2.0;176.0;120.0;-79.0;45.0;-216.0;-270.0;516.0;943.0
24.0;52.0;173.0;93.0;43.0;113.0;-285.0;-88.0;425.0;740.0
-6.0;8.0;164.0;132.0;132.0;-30.0;-218.0;-119.0;570.0;876.0
43.0;60.0;84.0;89.0;28.0;-17.0;-297.0;269.0;440.0;824.0
150.0;292.0;-20.0;84.0;407.0;337.0;-537.0;168.0;324.0;441.0
-27.0;150.0;6.0;156.0;62.0;17.0;-874.0;-357.0;414.0;413.0
2.0;8.0;31.0;115.0;-39.0;39.0;-327.0;-76.0;467.0;830.0
-5.0;4.0;175.0;90.0;3.0;59.0;-237.0;-19.0;496.0;857.0
-37.0;-13.0;89.0;44.0;91.0;113.0;-277.0;-41.0;507.0;926.0
-19.0;-44.0;37.0;110.0;-3.0;51.0;-295.0;-334.0;459.0;872.0
2.0;44.0;40.0;4.0;1.0;45.0;-109.0;-332.0;613.0;762.0
55.0;-32.0;4.0;159.0;301.0;-153.0;-902.0;-296.0;433.0;391.0
164.0;198.0;280.0;318.0;591.0;-73.0;-662.0;-541.0;325.0;379.0
236.0;15.0;-20.0;169.0;465.0;-141.0;-884.0;59.0;372.0;423.0
27.0;262.0;227.0;283.0;468.0;-399.0;-338.0;-223.0;363.0;561.0
55.0;-18.0;-137.0;263.0;241.0;-129.0;-437.0;-193.0;411.0;771.0
5.0;235.0;138.0;262.0;443.0;317.0;-652.0;332.0;300.0;313.0
220.0;172.0;-135.0;324.0;121.0;185.0;-536.0;-203.0;456.0;699.0
77.0;-233.0;64.0;224.0;-287.0;331.0;-401.0;-118.0;334.0;443.0
27.0;137.0;-103.0;358.0;43.0;108.0;-496.0;-108.0;468.0;683.0
33.0;81.0;-15.0;-47.0;23.0;16.0;-198.0;11.0;439.0;753.0
-61.0;-7.0;17.0;11.0;2.0;72.0;-170.0;-166.0;450.0;849.0
27.0;-74.0;140.0;134.0;-5.0;104.0;-303.0;-128.0;485.0;743.0
17.0;39.0;182.0;73.0;37.0;38.0;-242.0;-15.0;488.0;944.0
-33.0;115.0;194.0;123.0;-78.0;60.0;-257.0;717.0;447.0;947.0
-14.0;196.0;242.0;383.0;-124.0;68.0;-4.0;690.0;347.0;931.0
-59.0;50.0;125.0;193.0;-139.0;256.0;-396.0;195.0;421.0;453.0
26.0;-19.0;-96.0;360.0;2.0;-24.0;-488.0;7.0;438.0;702.0
-477.0;335.0;-60.0;116.0;-804.0;783.0;-567.0;1609.0;329.0;513.0
-371.0;-38.0;-164.0;406.0;-108.0;-160.0;-134.0;-340.0;398.0;503.0
215.0;-113.0;13.0;218.0;267.0;5.0;-563.0;42.0;489.0;785.0
-54.0;-82.0;-125.0;369.0;0.0;-39.0;-499.0;45.0;421.0;662.0
-63.0;-90.0;-115.0;373.0;-54.0;-43.0;-504.0;45.0;404.0;696.0
-3.0;-94.0;-102.0;369.0;-107.0;-21.0;-505.0;28.0;425.0;669.0
-15.0;-121.0;-95.0;361.0;-70.0;35.0;-506.0;30.0;423.0;708.0
-57.0;-131.0;-112.0;371.0;-71.0;7.0;-504.0;95.0;404.0;706.0
-79.0;-151.0;-137.0;364.0;-59.0;-59.0;-517.0;169.0;413.0;682.0
55.0;-702.0;-77.0;54.0;-77.0;-710.0;-780.0;267.0;371.0;570.0
-91.0;-203.0;-156.0;351.0;-24.0;-19.0;-524.0;158.0;410.0;695.0
75.0;-109.0;38.0;380.0;575.0;107.0;132.0;234.0;336.0;707.0
-171.0;-134.0;-281.0;285.0;-265.0;60.0;-619.0;256.0;424.0;578.0
553.0;269.0;268.0;466.0;1116.0;-117.0;-882.0;448.0;370.0;531.0
-10.0;614.0;134.0;282.0;246.0;595.0;-621.0;84.0;148.0;401.0
-98.0;161.0;72.0;-89.0;-210.0;48.0;-190.0;-36.0;425.0;427.0
-727.0;423.0;42.0;297.0;-807.0;378.0;-766.0;21.0;301.0;502.0
-228.0;618.0;15.0;268.0;37.0;310.0;80.0;-374.0;476.0;453.0
104.0;101.0;51.0;175.0;203.0;-49.0;-26.0;-157.0;377.0;589.0
297.0;-1283.0;-81.0;129.0;890.0;-2120.0;-315.0;1163.0;457.0;218.0
