InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit R-SHOE Compass;Accelerometer RKN^ accY;Accelerometer BACK accZ
-418.0;-234.0;100;322.0;-20;995.0;-450.0
-439.0;-176.0;100;360.0;-20;1036.0;-546.0
-480.0;184.0;92;534.0;-5;952.0;-520.0
-481.0;155.0;92;522.0;-5;931.0;-451.0
-480.0;143.0;92;516.0;-5;950.0;-479.0
-478.0;124.0;92;505.0;-5;937.0;-499.0
-477.0;120.0;92;502.0;-6;950.0;-487.0
-476.0;114.0;92;500.0;-6;952.0;-479.0
-476.0;110.0;92;496.0;-6;962.0;-462.0
-476.0;108.0;91;496.0;-6;942.0;-423.0
-477.0;107.0;91;495.0;-6;934.0;-421.0
-477.0;107.0;91;495.0;-6;951.0;-416.0
-476.0;103.0;91;494.0;-6;943.0;-423.0
-476.0;104.0;91;493.0;-6;966.0;-416.0
-476.0;103.0;91;493.0;-6;956.0;-438.0
-477.0;103.0;91;492.0;-6;939.0;-439.0
-477.0;104.0;91;493.0;-6;941.0;-411.0
-478.0;105.0;91;492.0;-6;950.0;-411.0
-478.0;105.0;91;492.0;-6;933.0;-424.0
-478.0;104.0;91;493.0;-6;942.0;-430.0
-478.0;104.0;91;492.0;-6;940.0;-419.0
-477.0;104.0;91;492.0;-6;936.0;-417.0
-477.0;105.0;91;492.0;-6;951.0;-432.0
-478.0;108.0;91;493.0;-6;952.0;-413.0
-478.0;109.0;91;493.0;-6;951.0;-419.0
-475.0;108.0;91;492.0;-6;961.0;-410.0
-475.0;106.0;91;492.0;-6;954.0;-429.0
-475.0;107.0;91;492.0;-6;942.0;-408.0
-475.0;108.0;91;492.0;-6;942.0;-405.0
-473.0;102.0;91;490.0;-6;946.0;-420.0
-473.0;104.0;91;491.0;-6;950.0;-430.0
-473.0;98.0;91;490.0;-6;920.0;-413.0
-470.0;93.0;91;488.0;-6;956.0;-411.0
-469.0;88.0;91;487.0;-6;970.0;-404.0
-467.0;85.0;91;486.0;-6;964.0;-422.0
-463.0;72.0;91;481.0;-6;929.0;-408.0
-463.0;70.0;91;481.0;-6;912.0;-401.0
-464.0;73.0;91;481.0;-6;952.0;-412.0
-464.0;73.0;91;484.0;-6;916.0;-399.0
-433.0;90.0;91;528.0;-6;1039.0;-462.0
-428.0;62.0;91;497.0;-6;981.0;-476.0
-405.0;-305.0;-108;336.0;3;1004.0;-482.0
-363.0;20.0;148;570.0;-11;923.0;-534.0
-362.0;23.0;149;561.0;-12;796.0;-462.0
-197.0;-209.0;153;495.0;-13;955.0;-712.0
-182.0;-149.0;157;502.0;-15;1017.0;-706.0
-199.0;41.0;159;465.0;-5;923.0;-430.0
-219.0;43.0;159;479.0;-5;1022.0;-493.0
-230.0;36.0;160;489.0;-5;800.0;-460.0
-131.0;-26.0;42;459.0;9;860.0;-403.0
-119.0;4.0;17;438.0;8;979.0;-418.0
544.0;340.0;88;-647.0;1;946.0;-772.0
-149.0;-418.0;52;296.0;-47;1026.0;-495.0
-170.0;-422.0;52;327.0;-46;992.0;-491.0
-179.0;-416.0;52;340.0;-46;972.0;-479.0
-265.0;-375.0;-1;333.0;-47;1201.0;-559.0
-183.0;-324.0;58;436.0;-24;934.0;-410.0
-153.0;-295.0;-2;446.0;-2;697.0;-641.0
-5.0;-454.0;72;160.0;-29;871.0;-554.0
-433.0;-229.0;-107;482.0;-18;832.0;-532.0
-206.0;-320.0;-106;249.0;-19;413.0;-947.0
-276.0;-209.0;76;295.0;-4;948.0;-828.0
-260.0;-232.0;77;321.0;-3;951.0;-636.0
-253.0;-232.0;77;327.0;-3;874.0;-605.0
-339.0;-68.0;75;280.0;-5;976.0;-1157.0
-263.0;-116.0;73;338.0;6;751.0;-872.0
-279.0;-89.0;76;361.0;4;1062.0;-538.0
-283.0;-80.0;86;370.0;1;955.0;-575.0
-292.0;-80.0;91;376.0;-1;977.0;-660.0
-195.0;99.0;74;222.0;-7;1033.0;-362.0
-479.0;131.0;56;598.0;-14;1039.0;-526.0
-140.0;43.0;165;425.0;-1;1150.0;-579.0
-402.0;-39.0;87;549.0;-25;1113.0;-437.0
-422.0;188.0;37;615.0;-13;1008.0;-620.0
-488.0;-124.0;143;610.0;-25;896.0;-622.0
-159.0;-526.0;70;247.0;-24;999.0;-622.0
-473.0;210.0;-28;576.0;-50;947.0;-571.0
-130.0;-80.0;95;471.0;10;826.0;-344.0
-500.0;-26.0;110;630.0;-29;870.0;-557.0
-488.0;77.0;48;631.0;-7;1030.0;-552.0
-493.0;77.0;48;632.0;-7;1023.0;-573.0
-401.0;-32.0;-123;411.0;-2;1355.0;-587.0
-164.0;-484.0;24;271.0;-72;982.0;-747.0
-166.0;-473.0;23;275.0;-73;1087.0;-582.0
-245.0;-384.0;-26;150.0;-154;940.0;-855.0
-212.0;-542.0;-57;88.0;-3;834.0;-528.0
-344.0;50.0;70;422.0;4;423.0;-578.0
-466.0;233.0;77;533.0;2;893.0;-751.0
-197.0;-500.0;-6;208.0;-84;951.0;-702.0
-176.0;-528.0;29;209.0;-34;1009.0;-609.0
-220.0;-493.0;1;313.0;-31;1044.0;-641.0
-491.0;-92.0;-15;597.0;0;983.0;-819.0
-206.0;-501.0;12;272.0;-80;979.0;-742.0
-205.0;-492.0;10;276.0;-81;971.0;-721.0
-210.0;-470.0;17;227.0;-83;639.0;-561.0
-371.0;-394.0;97;444.0;-8;932.0;-531.0
-313.0;-356.0;1;462.0;-31;1029.0;-723.0
-311.0;-357.0;1;463.0;-31;1048.0;-715.0
-309.0;-360.0;1;468.0;-31;1038.0;-713.0
-310.0;-357.0;1;470.0;-31;1018.0;-729.0
-311.0;-354.0;1;474.0;-31;1031.0;-711.0
-314.0;-348.0;1;478.0;-31;1032.0;-695.0
-318.0;-343.0;1;480.0;-31;1055.0;-690.0
-496.0;76.0;41;632.0;-11;925.0;-653.0
-476.0;45.0;50;619.0;-8;1035.0;-540.0
-376.0;-197.0;38;512.0;-69;662.0;-579.0
-319.0;-342.0;1;481.0;-31;1047.0;-703.0
-450.0;168.0;165;528.0;-3;935.0;-780.0
-421.0;144.0;162;523.0;-4;1008.0;-785.0
-317.0;-344.0;1;480.0;-31;1042.0;-708.0
-317.0;-341.0;1;479.0;-31;1054.0;-693.0
-441.0;-56.0;38;611.0;-70;975.0;-794.0
-404.0;132.0;155;551.0;-3;731.0;-744.0
-315.0;-342.0;1;478.0;-31;1031.0;-706.0
-310.0;-348.0;1;468.0;-31;1030.0;-720.0
-295.0;-375.0;1;454.0;-31;1018.0;-701.0
-451.0;-13.0;43;642.0;-61;963.0;-744.0
-408.0;141.0;155;550.0;-3;1051.0;-714.0
-180.0;13.0;74;187.0;-7;1049.0;-337.0
-460.0;33.0;62;648.0;-20;933.0;-558.0
-470.0;51.0;60;655.0;-8;952.0;-530.0
-431.0;191.0;161;568.0;-4;993.0;-567.0
-433.0;197.0;163;569.0;-5;1010.0;-639.0
-266.0;-424.0;1;421.0;-32;1012.0;-728.0
-398.0;-37.0;43;279.0;-28;1227.0;-520.0
-468.0;85.0;54;589.0;-24;372.0;-737.0
-494.0;52.0;75;625.0;-27;999.0;-657.0
-454.0;-48.0;76;611.0;-27;1052.0;-565.0
-432.0;-95.0;76;598.0;-28;1034.0;-476.0
-420.0;214.0;110;566.0;-10;1030.0;-612.0
-467.0;-161.0;-15;590.0;-3;1023.0;-550.0
-316.0;21.0;112;662.0;-16;925.0;-720.0
-383.0;94.0;122;715.0;-7;923.0;-857.0
-442.0;9.0;2;585.0;-32;1023.0;-424.0
-499.0;-142.0;140;607.0;-25;784.0;-349.0
-480.0;111.0;21;636.0;-87;919.0;-569.0
-202.0;-478.0;15;210.0;-82;1004.0;-739.0
-444.0;-21.0;81;629.0;-26;1021.0;-714.0
-361.0;-236.0;51;522.0;-8;1040.0;-441.0
-411.0;-357.0;52;632.0;-15;967.0;-799.0
-451.0;-195.0;21;553.0;-22;978.0;-739.0
-459.0;-164.0;21;571.0;-22;983.0;-776.0
-145.0;-443.0;52;294.0;-46;900.0;-421.0
-476.0;8.0;-121;592.0;25;868.0;-589.0
-524.0;-22.0;-117;646.0;85;1044.0;-532.0
-205.0;-429.0;52;373.0;-46;1006.0;-505.0
-464.0;-75.0;-121;481.0;27;1066.0;-522.0
-412.0;-150.0;19;563.0;-59;1074.0;-530.0
-403.0;-187.0;30;551.0;-63;1002.0;-446.0
-352.0;-317.0;35;511.0;-66;991.0;-500.0
-312.0;-444.0;5;524.0;-25;996.0;-526.0
-216.0;-451.0;52;387.0;-45;999.0;-527.0
-512.0;112.0;52;595.0;-7;993.0;-612.0
-444.0;-223.0;-31;488.0;-23;858.0;-418.0
-400.0;-273.0;80;415.0;119;884.0;-463.0
-222.0;119.0;74;179.0;-7;1031.0;-369.0
-517.0;132.0;53;596.0;-7;972.0;-623.0
-515.0;171.0;54;606.0;-5;975.0;-648.0
-423.0;-284.0;21;502.0;-23;951.0;-870.0
-521.0;117.0;106;617.0;0;915.0;-662.0
-373.0;-301.0;47;490.0;-34;1104.0;-688.0
-487.0;-20.0;108;541.0;4;1020.0;-760.0
-449.0;-81.0;106;641.0;-4;912.0;-538.0
-451.0;-71.0;106;639.0;-4;929.0;-491.0
-488.0;-55.0;111;531.0;3;1001.0;-778.0
-358.0;-291.0;47;459.0;-35;676.0;-601.0
-478.0;-141.0;143;603.0;-28;686.0;-823.0
-507.0;236.0;165;514.0;-14;876.0;-550.0
-499.0;-29.0;114;558.0;2;1004.0;-788.0
-399.0;-136.0;76;586.0;-28;1170.0;-422.0
-363.0;-229.0;-10;507.0;-42;1283.0;-493.0
-380.0;-210.0;44;557.0;-3;1050.0;-492.0
-395.0;-185.0;143;576.0;0;933.0;-478.0
-400.0;-175.0;169;579.0;-3;933.0;-544.0
-404.0;-164.0;162;581.0;-4;1068.0;-643.0
-193.0;-396.0;52;412.0;-21;1040.0;-520.0
-420.0;-33.0;67;602.0;-13;1019.0;-463.0
-144.0;-522.0;5;203.0;-53;960.0;-508.0
-181.0;-479.0;7;249.0;-52;856.0;-762.0
-194.0;-464.0;7;263.0;-52;958.0;-775.0
-203.0;-446.0;7;276.0;-52;1114.0;-682.0
-233.0;-344.0;22;337.0;-75;1240.0;-683.0
-339.0;-374.0;35;440.0;-18;1061.0;-517.0
-348.0;-350.0;35;458.0;-18;1057.0;-746.0
-357.0;-349.0;35;462.0;-18;1009.0;-765.0
-525.0;-21.0;-123;468.0;99;1009.0;-682.0
-542.0;-25.0;-9;615.0;-11;915.0;-606.0
-39.0;-461.0;73;221.0;-30;1098.0;-445.0
-59.0;-475.0;59;205.0;-23;989.0;-681.0
-489.0;218.0;91;514.0;-6;990.0;-497.0
-372.0;125.0;80;562.0;1;1113.0;-727.0
-460.0;69.0;91;483.0;-6;1029.0;-378.0
-464.0;77.0;91;483.0;-6;1007.0;-399.0
-474.0;102.0;91;490.0;-6;938.0;-399.0
-475.0;105.0;91;492.0;-6;957.0;-390.0
-475.0;106.0;91;492.0;-6;959.0;-394.0
-476.0;107.0;91;492.0;-6;947.0;-398.0
-477.0;107.0;91;493.0;-6;942.0;-406.0
-477.0;109.0;91;493.0;-6;939.0;-390.0
-477.0;109.0;91;493.0;-6;955.0;-402.0
-478.0;110.0;91;493.0;-6;948.0;-409.0
-478.0;109.0;91;494.0;-6;940.0;-394.0
-478.0;109.0;91;493.0;-6;942.0;-395.0
-478.0;107.0;91;493.0;-6;952.0;-400.0
-478.0;108.0;91;492.0;-6;949.0;-408.0
-477.0;104.0;91;492.0;-6;918.0;-390.0
-477.0;105.0;91;491.0;-6;954.0;-398.0
-447.0;119.0;25;574.0;-13;699.0;-612.0
-478.0;105.0;91;492.0;-6;934.0;-391.0
-476.0;106.0;91;496.0;-6;942.0;-391.0
-374.0;125.0;80;561.0;2;1109.0;-702.0
-474.0;223.0;92;584.0;-5;942.0;-525.0
-411.0;155.0;89;557.0;3;1054.0;-720.0
-484.0;213.0;31;608.0;-12;934.0;-654.0
-38.0;-431.0;12;369.0;-14;976.0;-671.0
-467.0;51.0;-135;592.0;-15;942.0;-600.0
-491.0;210.0;-138;571.0;17;1256.0;-486.0
-516.0;26.0;100;463.0;-20;997.0;-400.0
-395.0;-305.0;100;278.0;-20;1002.0;-373.0
-358.0;-407.0;100;253.0;-20;1019.0;-469.0
-505.0;161.0;136;476.0;43;1008.0;-697.0
-273.0;-282.0;-107;319.0;-18;624.0;-568.0
222.0;-676.0;103;-84.0;-61;225.0;-714.0
-464.0;29.0;-146;428.0;-156;1054.0;-647.0
-429.0;-80.0;-162;391.0;-163;1058.0;-628.0
-388.0;-221.0;-169;424.0;-156;1037.0;-605.0
-318.0;-398.0;160;320.0;-162;955.0;-668.0
-458.0;-134.0;134;447.0;69;974.0;-831.0
-3.0;-503.0;64;117.0;-15;864.0;-517.0
-307.0;-452.0;-92;236.0;-14;885.0;-509.0
-270.0;-448.0;-86;159.0;-169;936.0;-534.0
-439.0;150.0;94;487.0;-31;1134.0;-657.0
-462.0;202.0;64;503.0;40;616.0;-512.0
-472.0;-108.0;130;474.0;108;1010.0;-780.0
-482.0;-82.0;125;500.0;113;1041.0;-736.0
-502.0;-26.0;49;560.0;58;1046.0;-556.0
-504.0;-30.0;97;527.0;18;1033.0;-491.0
-479.0;233.0;75;595.0;-9;860.0;-593.0
-483.0;129.0;54;605.0;-16;1018.0;-494.0
-132.0;33.0;139;420.0;10;1191.0;-534.0
-590.0;227.0;86;674.0;-18;1482.0;-348.0
-243.0;-391.0;23;392.0;-127;1275.0;-613.0
-176.0;43.0;160;451.0;-4;1017.0;-874.0
-268.0;-122.0;150;512.0;-13;1216.0;-409.0
618.0;495.0;118;-652.0;-6;982.0;-442.0
-352.0;-389.0;75;277.0;-18;1166.0;-631.0
-344.0;41.0;117;684.0;-12;993.0;-863.0
-397.0;-14.0;45;609.0;7;1149.0;-645.0
-518.0;-66.0;-14;632.0;-2;1295.0;-502.0
-85.0;-225.0;160;420.0;-6;1054.0;-391.0
-487.0;138.0;54;609.0;-16;1024.0;-492.0
-180.0;-491.0;77;257.0;-16;1098.0;-656.0
-529.0;215.0;27;672.0;-18;963.0;-561.0
-529.0;249.0;59;619.0;-11;1013.0;-493.0
-596.0;414.0;-171;651.0;-13;1063.0;-539.0
-147.0;-541.0;52;237.0;-44;961.0;-553.0
-488.0;139.0;48;646.0;-7;1029.0;-652.0
-484.0;120.0;48;642.0;-7;1017.0;-676.0
331.0;-204.0;35;-196.0;19;1646.0;-478.0
-279.0;-474.0;-21;418.0;-42;1029.0;-563.0
-538.0;290.0;86;697.0;-5;896.0;-559.0
-268.0;-491.0;-20;403.0;-41;963.0;-556.0
-524.0;392.0;33;629.0;-3;650.0;-565.0
