InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Nav_Ay;Accelerometer LUA^ accX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Ax
104.0;12.0;878.0;2;435.0;14;-17;743;-17;24
5.0;2.0;922.0;1;404.0;25;-4;657;-4;24
41.0;-27.0;931.0;4;383.0;21;-11;656;-11;27
-47.0;-16.0;823.0;5;374.0;15;-18;743;-18;24
45.0;-49.0;976.0;1;375.0;17;49;684;49;15
-45.0;-67.0;947.0;6;399.0;14;26;659;26;32
33.0;-32.0;945.0;0;428.0;18;-10;653;-10;-2
-14.0;153.0;958.0;-8;307.0;25;-27;662;-27;40
22.0;0.0;909.0;1;393.0;20;11;655;11;22
-50.0;25.0;942.0;2;327.0;-40;-106;722;-106;-13
-3.0;-30.0;936.0;7;297.0;14;-2;759;-2;8
0.0;-37.0;951.0;11;410.0;15;31;660;31;30
-3.0;11.0;966.0;6;418.0;20;-8;659;-8;33
9.0;2.0;957.0;5;410.0;20;12;657;12;30
-9.0;11.0;952.0;1;407.0;17;-12;654;-12;23
21.0;25.0;948.0;6;421.0;20;-21;654;-21;28
-117.0;0.0;966.0;-245;453.0;21;11;657;11;62
25.0;17.0;959.0;3;406.0;19;3;660;3;28
527.0;131.0;927.0;1;479.0;21;-24;650;-24;10
53.0;97.0;946.0;6;410.0;5;4;665;4;5
-146.0;133.0;958.0;0;457.0;17;-3;657;-3;31
9.0;25.0;841.0;-5;517.0;23;-11;741;-11;22
-15.0;19.0;917.0;4;380.0;20;3;657;3;21
-196.0;-7.0;838.0;65;347.0;692;990;2088;990;-859
-5.0;-273.0;933.0;3;409.0;19;-9;671;-9;-3
5.0;109.0;1086.0;19;296.0;-198;-542;875;-542;-681
4.0;23.0;935.0;4;396.0;18;14;660;14;17
-21.0;3.0;924.0;0;378.0;14;-5;658;-5;16
-192.0;-225.0;971.0;-1;311.0;17;2;651;2;10
-29.0;11.0;916.0;0;370.0;23;-11;657;-11;24
-83.0;29.0;956.0;7;412.0;23;-24;656;-24;9
-19.0;-4.0;934.0;2;391.0;25;-6;656;-6;21
24.0;318.0;973.0;0;523.0;23;-1;661;-1;45
70.0;88.0;947.0;3;459.0;19;-13;661;-13;12
7.0;18.0;917.0;1;399.0;15;12;659;12;20
-478.0;134.0;915.0;-79;276.0;635;-430;417;-430;409
31.0;20.0;955.0;0;417.0;20;-7;662;-7;40
4.0;26.0;917.0;-2;373.0;11;32;661;32;22
46.0;6.0;863.0;1;506.0;14;-13;744;-13;19
25.0;-5.0;867.0;-1;470.0;10;10;750;10;22
31.0;-3.0;908.0;-1;398.0;14;-28;657;-28;20
37.0;-2.0;918.0;2;352.0;15;-23;656;-23;18
30.0;128.0;918.0;2;370.0;16;-11;668;-11;14
46.0;5.0;869.0;0;511.0;13;-1;748;-1;19
-47.0;102.0;956.0;-8;382.0;17;2;672;2;27
-9.0;94.0;926.0;-2;362.0;13;2;674;2;14
85.0;-23.0;965.0;-6;560.0;17;-17;658;-17;15
32.0;26.0;967.0;-3;411.0;13;-13;668;-13;40
3.0;22.0;956.0;-1;399.0;10;-6;664;-6;34
1.0;188.0;940.0;0;408.0;18;-10;660;-10;28
61.0;-93.0;1019.0;-159;234.0;988;512;379;512;-1429
15.0;-20.0;947.0;-5;449.0;20;-18;651;-18;16
-91.0;-49.0;937.0;-6;448.0;13;-17;663;-17;11
-35.0;86.0;929.0;4;378.0;19;-13;669;-13;19
-17.0;39.0;901.0;2;409.0;19;-4;654;-4;15
19.0;-17.0;1011.0;3;503.0;18;-25;660;-25;13
-59.0;-150.0;939.0;342;454.0;14;10;667;10;34
2.0;39.0;936.0;-3;371.0;15;-4;669;-4;11
7.0;47.0;898.0;6;370.0;21;-14;667;-14;11
23.0;39.0;921.0;-1;379.0;17;-5;671;-5;9
45.0;10.0;939.0;-1;565.0;16;8;656;8;12
25.0;25.0;925.0;3;474.0;14;0;654;0;12
-18.0;172.0;973.0;10;302.0;-23;-318;727;-318;22
-2.0;32.0;900.0;-1;366.0;18;-28;668;-28;17
1.0;31.0;916.0;4;373.0;13;-15;671;-15;10
30.0;35.0;926.0;2;374.0;22;3;661;3;14
30.0;41.0;918.0;2;367.0;21;-16;668;-16;15
-22.0;5.0;917.0;3;383.0;16;-14;669;-14;21
4.0;8.0;856.0;1;488.0;17;-7;746;-7;21
114.0;-17.0;984.0;1;358.0;14;7;657;7;-2
72.0;-15.0;917.0;0;380.0;13;-24;756;-24;11
28.0;-2.0;976.0;3;378.0;18;-3;682;-3;11
-17.0;20.0;923.0;-7;392.0;18;8;667;8;12
214.0;7.0;920.0;1;324.0;20;29;652;29;12
431.0;-837.0;1133.0;-105;455.0;1269;-856;97;-856;596
-5.0;-24.0;917.0;-4;383.0;22;0;663;0;15
168.0;80.0;782.0;-5;453.0;10;-24;743;-24;17
14.0;47.0;971.0;5;436.0;14;9;658;9;4
-9.0;30.0;861.0;-3;464.0;20;0;738;0;21
-73.0;-25.0;847.0;-3;481.0;14;-31;742;-31;19
5.0;1.0;855.0;-1;400.0;12;6;746;6;19
-32.0;214.0;786.0;-2;430.0;16;-4;738;-4;16
-184.0;325.0;836.0;2;483.0;18;-16;661;-16;-10
43.0;3.0;869.0;3;469.0;16;-4;748;-4;28
22.0;-24.0;880.0;3;521.0;16;6;740;6;20
35.0;35.0;874.0;5;512.0;10;-8;747;-8;23
-112.0;54.0;938.0;5;408.0;14;13;656;13;1
-145.0;98.0;865.0;-189;266.0;-737;1371;1199;1371;93
-32.0;19.0;929.0;4;368.0;21;-9;664;-9;35
-16.0;5.0;954.0;3;430.0;19;11;656;11;12
-1.0;-57.0;886.0;11;477.0;14;0;744;0;14
30.0;-21.0;938.0;1;446.0;14;1;674;1;29
68.0;57.0;925.0;1;484.0;15;-8;757;-8;22
794.0;78.0;686.0;253;233.0;-163;-976;362;-976;878
199.0;-166.0;929.0;2;355.0;21;-8;665;-8;28
131.0;-61.0;965.0;-6;428.0;18;-15;654;-15;11
171.0;25.0;957.0;6;453.0;26;-8;659;-8;16
11.0;28.0;945.0;-1;466.0;17;0;751;0;25
-8.0;128.0;944.0;-1;471.0;18;13;656;13;-2
13.0;-18.0;916.0;2;370.0;20;-8;660;-8;3
26.0;17.0;945.0;-2;333.0;19;-11;656;-11;3
6.0;5.0;937.0;-3;482.0;15;-34;756;-34;22
-9.0;-17.0;936.0;-2;478.0;13;-13;756;-13;26
39.0;-43.0;918.0;-2;414.0;17;1;664;1;34
151.0;-151.0;976.0;1;396.0;23;14;657;14;55
45.0;11.0;919.0;2;435.0;18;-4;662;-4;46
-22.0;-31.0;939.0;-1;446.0;17;30;665;30;40
12.0;-16.0;952.0;-6;455.0;4;-7;761;-7;21
-41.0;-23.0;931.0;-1;426.0;21;1;655;1;22
49.0;-18.0;957.0;-6;456.0;18;-13;750;-13;29
-11.0;-249.0;775.0;-211;452.0;21;18;681;18;-13
29.0;21.0;901.0;-3;454.0;20;6;646;6;6
-9.0;-11.0;917.0;1;496.0;14;-9;672;-9;39
41.0;1.0;956.0;2;419.0;20;-12;748;-12;31
-22.0;-9.0;948.0;-2;459.0;10;-3;759;-3;26
47.0;25.0;957.0;0;399.0;16;-15;656;-15;7
0.0;-10.0;960.0;2;451.0;8;-12;763;-12;27
32.0;-19.0;957.0;-6;441.0;9;-3;758;-3;21
-12.0;-11.0;963.0;0;451.0;14;-4;754;-4;26
-509.0;937.0;1026.0;1319;476.0;34;-96;612;-96;-36
15.0;4.0;926.0;3;520.0;15;-1;747;-1;28
-348.0;106.0;836.0;-4;186.0;100;-913;624;-913;81
222.0;149.0;980.0;-386;426.0;18;-53;658;-53;38
8.0;-20.0;958.0;4;353.0;17;-7;654;-7;7
44.0;-16.0;911.0;-5;517.0;8;-1;752;-1;24
39.0;-9.0;938.0;-3;525.0;13;10;749;10;29
-21.0;19.0;949.0;2;478.0;12;20;761;20;28
-46.0;-16.0;846.0;-2;471.0;12;9;746;9;15
11.0;0.0;843.0;-2;459.0;22;0;740;0;22
-12.0;-23.0;950.0;2;488.0;11;19;761;19;28
-1.0;-11.0;915.0;0;528.0;15;6;748;6;24
-10.0;35.0;908.0;3;524.0;12;-1;752;-1;32
37.0;-26.0;957.0;4;475.0;9;-7;758;-7;23
-4.0;41.0;966.0;1;343.0;18;-10;658;-10;7
33.0;0.0;867.0;5;496.0;14;7;745;7;24
9.0;11.0;871.0;3;496.0;15;2;743;2;22
9.0;-25.0;954.0;5;495.0;12;2;755;2;27
-5.0;-22.0;956.0;4;486.0;14;-19;755;-19;29
9.0;-13.0;928.0;-1;498.0;13;0;760;0;25
-8.0;-7.0;860.0;3;469.0;13;-4;746;-4;23
32.0;4.0;862.0;6;447.0;13;-31;746;-31;26
93.0;-21.0;902.0;0;379.0;18;-9;656;-9;3
-8.0;39.0;947.0;1;493.0;10;-12;758;-12;27
98.0;-13.0;782.0;1;437.0;21;-10;661;-10;0
30.0;6.0;867.0;8;365.0;25;-9;662;-9;-6
17.0;36.0;857.0;3;370.0;21;-30;671;-30;7
20.0;10.0;923.0;-1;526.0;16;-11;750;-11;23
-6.0;-25.0;935.0;2;523.0;16;-2;748;-2;25
-27.0;12.0;924.0;1;521.0;15;-10;749;-10;31
-18.0;1.0;932.0;-2;525.0;15;8;747;8;27
-55.0;-213.0;959.0;1;623.0;10;6;752;6;4
98.0;-32.0;926.0;-6;536.0;16;-34;746;-34;25
3.0;4.0;911.0;2;413.0;17;-1;743;-1;25
23.0;-7.0;959.0;3;342.0;14;17;657;17;9
1.0;7.0;967.0;1;356.0;17;-11;658;-11;9
7.0;-26.0;907.0;4;441.0;16;1;743;1;26
-40.0;-9.0;921.0;-1;514.0;11;0;755;0;28
47.0;-18.0;919.0;-1;521.0;17;4;748;4;25
-147.0;-878.0;973.0;34;220.0;19;-1456;713;-1456;-158
43.0;54.0;959.0;1;500.0;11;-9;759;-9;23
-11.0;-43.0;917.0;-2;437.0;15;18;750;18;25
240.0;-319.0;786.0;-40;320.0;1131;1607;1553;1607;-751
23.0;-101.0;930.0;-3;451.0;11;-6;752;-6;20
-12.0;74.0;970.0;3;446.0;20;-25;697;-25;46
-15.0;118.0;1118.0;-146;541.0;-65;-543;1302;-543;685
-38.0;-47.0;964.0;0;423.0;15;-14;701;-14;47
7.0;93.0;928.0;2;461.0;8;19;763;19;11
-4.0;64.0;915.0;6;430.0;21;-10;650;-10;11
-29.0;-12.0;948.0;-4;502.0;16;10;754;10;34
0.0;-23.0;939.0;0;488.0;16;5;754;5;33
193.0;-143.0;1360.0;506;294.0;-1025;-548;1656;-548;2147
3.0;-414.0;838.0;-69;495.0;-1254;2403;2258;2403;-291
27.0;-15.0;938.0;-1;505.0;14;24;756;24;28
33.0;19.0;949.0;-1;495.0;8;-1;758;-1;28
25.0;-15.0;949.0;0;494.0;15;-5;754;-5;24
2.0;-13.0;946.0;1;510.0;15;-31;757;-31;27
9.0;1.0;946.0;1;505.0;15;-16;752;-16;25
21.0;-4.0;948.0;-1;492.0;12;-22;754;-22;23
12.0;6.0;938.0;1;493.0;13;-13;758;-13;23
10.0;-24.0;912.0;1;342.0;13;15;661;15;4
20.0;-5.0;922.0;1;332.0;21;0;652;0;13
32.0;4.0;938.0;-1;495.0;14;-1;757;-1;33
11.0;35.0;947.0;-2;488.0;14;-2;757;-2;31
7.0;4.0;939.0;-3;494.0;13;-22;754;-22;24
40.0;-9.0;922.0;2;519.0;8;-12;758;-12;24
8.0;-22.0;947.0;0;508.0;7;-17;761;-17;23
-20.0;-17.0;917.0;0;504.0;16;-10;752;-10;28
-194.0;-9.0;942.0;-3;407.0;23;-15;656;-15;7
16.0;0.0;945.0;-1;507.0;12;12;750;12;25
30.0;23.0;939.0;3;352.0;18;18;656;18;9
24.0;-1.0;926.0;4;497.0;15;-8;753;-8;32
26.0;-10.0;948.0;-1;492.0;13;13;753;13;24
-10.0;4.0;939.0;2;507.0;14;-5;750;-5;24
101.0;-99.0;937.0;-2;314.0;44;199;200;199;80
140.0;189.0;914.0;0;385.0;21;9;656;9;20
1.0;0.0;935.0;2;496.0;12;-12;756;-12;23
0.0;8.0;951.0;-1;515.0;11;-25;755;-25;24
22.0;-9.0;948.0;-2;503.0;10;9;758;9;26
17.0;22.0;939.0;1;377.0;16;-20;656;-20;16
59.0;26.0;969.0;-6;428.0;20;-11;683;-11;17
14.0;-17.0;932.0;4;485.0;12;24;751;24;22
-6.0;27.0;951.0;-4;339.0;14;-8;661;-8;9
14.0;-7.0;927.0;-2;482.0;15;9;755;9;26
32.0;-12.0;950.0;4;496.0;16;-14;751;-14;24
35.0;-14.0;941.0;6;495.0;18;-24;749;-24;23
23.0;-18.0;939.0;5;495.0;16;-14;753;-14;26
-11.0;-10.0;940.0;-1;513.0;8;14;758;14;23
2.0;-16.0;956.0;1;492.0;13;-6;755;-6;24
-26.0;12.0;899.0;-3;344.0;16;-5;659;-5;8
47.0;-28.0;937.0;1;351.0;18;-11;653;-11;11
-17.0;14.0;908.0;5;364.0;14;-11;665;-11;11
15.0;5.0;925.0;-3;334.0;21;5;653;5;8
38.0;-18.0;918.0;-1;350.0;18;-4;655;-4;16
38.0;-41.0;907.0;-4;352.0;23;-12;653;-12;19
24.0;-18.0;919.0;-5;352.0;22;-10;653;-10;19
32.0;2.0;923.0;-5;346.0;21;20;656;20;13
26.0;12.0;909.0;-2;357.0;22;-4;657;-4;18
62.0;2.0;945.0;4;359.0;21;-12;658;-12;9
11.0;-16.0;930.0;-2;333.0;16;8;661;8;13
210.0;28.0;902.0;-4;428.0;27;209;591;209;48
20.0;8.0;936.0;4;506.0;17;-4;753;-4;27
-41.0;58.0;904.0;0;372.0;13;18;662;18;11
-17.0;52.0;924.0;1;361.0;24;1;654;1;13
-13.0;29.0;937.0;-2;390.0;25;3;654;3;16
7.0;0.0;934.0;2;352.0;22;10;653;10;16
-18.0;30.0;926.0;4;358.0;23;-10;652;-10;23
-6.0;14.0;947.0;-1;492.0;10;18;757;18;30
-22.0;28.0;947.0;0;344.0;20;16;656;16;14
9.0;8.0;946.0;-2;497.0;16;-15;752;-15;23
-6.0;17.0;940.0;2;336.0;19;2;658;2;12
24.0;18.0;943.0;-4;331.0;15;-16;657;-16;10
30.0;19.0;923.0;1;352.0;17;-15;657;-15;12
7.0;-10.0;929.0;-2;341.0;19;19;656;19;9
23.0;10.0;922.0;3;334.0;18;10;658;10;13
18.0;25.0;923.0;-1;329.0;19;1;655;1;11
-2.0;2.0;928.0;1;500.0;16;-8;751;-8;16
34.0;-18.0;932.0;3;495.0;12;-5;754;-5;26
32.0;-24.0;956.0;3;489.0;14;-19;754;-19;31
75.0;-171.0;873.0;-262;318.0;-1288;-2042;1995;-2042;276
-17.0;8.0;931.0;6;290.0;18;-26;675;-26;19
35.0;-29.0;919.0;0;334.0;22;4;650;4;13
-196.0;-68.0;963.0;-1;451.0;20;-6;654;-6;14
-796.0;801.0;937.0;-2038;341.0;13;-55;645;-55;35
-373.0;220.0;879.0;-87;317.0;176;778;435;778;279
4.0;55.0;935.0;-4;334.0;19;-7;654;-7;11
-10.0;4.0;944.0;-5;333.0;21;-19;654;-19;15
9.0;-4.0;937.0;1;322.0;20;-1;657;-1;10
242.0;812.0;837.0;-50;287.0;-57;-860;792;-860;176
-154.0;-64.0;901.0;-1;311.0;11;10;755;10;25
-297.0;27.0;999.0;-390;555.0;22;-17;653;-17;35
-297.0;332.0;923.0;53;477.0;888;122;633;122;64
157.0;105.0;898.0;2;329.0;12;-17;757;-17;8
186.0;211.0;933.0;0;393.0;19;-14;668;-14;13
17.0;2.0;798.0;-1;522.0;15;4;742;4;25
42.0;27.0;802.0;0;532.0;17;10;739;10;19
85.0;4.0;847.0;2;498.0;17;-9;747;-9;24
80.0;43.0;915.0;4;325.0;19;-1;656;-1;3
-499.0;-222.0;927.0;0;368.0;18;-14;656;-14;4
-58.0;9.0;948.0;-6;340.0;18;4;652;4;-12
-2.0;-15.0;851.0;-3;499.0;14;-22;747;-22;21
77.0;14.0;864.0;-5;502.0;11;7;747;7;20
-197.0;170.0;960.0;6;404.0;22;20;664;20;38
-14.0;54.0;983.0;-34;523.0;22;-27;659;-27;17
6.0;18.0;927.0;6;324.0;21;-18;653;-18;14
19.0;-35.0;937.0;0;339.0;20;8;655;8;13
-14.0;-17.0;917.0;2;331.0;15;5;656;5;9
38.0;578.0;910.0;-4;426.0;21;-7;649;-7;27
-29.0;-30.0;941.0;1;492.0;17;-32;754;-32;24
24.0;6.0;860.0;3;522.0;15;1;739;1;17
-17.0;20.0;928.0;4;330.0;24;10;654;10;13
30.0;53.0;772.0;-28;473.0;20;-16;738;-16;16
-47.0;72.0;831.0;2;505.0;11;-9;748;-9;22
-372.0;211.0;908.0;63;335.0;17;-10;647;-10;-12
44.0;45.0;1003.0;58;612.0;17;31;667;31;23
55.0;18.0;853.0;-10;497.0;12;7;748;7;26
7.0;-73.0;819.0;4;373.0;16;-3;748;-3;23
-71.0;343.0;939.0;-9;409.0;17;-2;659;-2;30
115.0;-110.0;777.0;-5;429.0;16;-39;672;-39;1
37.0;-23.0;930.0;0;307.0;17;5;656;5;4
-18.0;44.0;936.0;-5;318.0;19;11;655;11;12
54.0;-3.0;931.0;0;335.0;24;12;651;12;19
19.0;-26.0;941.0;-2;332.0;19;3;654;3;9
63.0;-23.0;921.0;9;324.0;20;-24;656;-24;20
29.0;11.0;903.0;5;331.0;22;11;656;11;19
40.0;96.0;974.0;-15;365.0;21;-17;647;-17;13
56.0;-12.0;870.0;3;510.0;21;30;734;30;23
-549.0;-423.0;980.0;-41;553.0;17;-2;657;-2;36
54.0;-217.0;973.0;-1;462.0;14;-17;753;-17;23
-336.0;115.0;956.0;-4;639.0;27;7;658;7;-16
391.0;-185.0;976.0;5;323.0;26;-66;186;-66;-139
-6.0;-26.0;918.0;0;522.0;15;-18;749;-18;22
46.0;-40.0;926.0;-4;340.0;17;16;655;16;8
-103.0;3.0;964.0;-1;528.0;20;4;658;4;15
19.0;-19.0;930.0;-2;532.0;10;3;752;3;27
-151.0;-64.0;935.0;6;287.0;47;4;174;4;74
38.0;-76.0;869.0;0;482.0;11;-8;750;-8;24
8.0;-29.0;939.0;0;524.0;12;6;750;6;21
4.0;4.0;939.0;1;529.0;10;22;753;22;26
-163.0;-41.0;932.0;0;611.0;9;-13;755;-13;7
212.0;-164.0;939.0;1;321.0;31;-57;222;-57;-74
57.0;116.0;1033.0;60;286.0;23;-15;664;-15;21
25.0;-17.0;937.0;-1;538.0;16;-9;744;-9;27
-63.0;-9.0;952.0;0;576.0;9;-13;755;-13;7
-396.0;224.0;922.0;4;289.0;2;-133;684;-133;-8
32.0;-7.0;927.0;4;324.0;15;-1;656;-1;7
-15.0;21.0;928.0;-5;331.0;24;-8;649;-8;12
-917.0;1197.0;956.0;41;441.0;22;3;662;3;-3
-23.0;-17.0;926.0;4;333.0;16;-16;661;-16;6
-181.0;-434.0;947.0;-5;420.0;19;-13;662;-13;34
96.0;13.0;964.0;1;357.0;19;16;700;16;46
-66.0;-107.0;976.0;-4;334.0;9;0;709;0;43
-73.0;324.0;982.0;562;401.0;54;29;666;29;69
5.0;-28.0;942.0;2;333.0;22;-10;656;-10;8
727.0;474.0;922.0;29;452.0;19;38;658;38;15
7.0;-50.0;899.0;0;349.0;22;40;657;40;17
-66.0;11.0;1115.0;2203;513.0;24;-190;528;-190;-18
11.0;13.0;831.0;4;488.0;18;1;747;1;23
-21.0;5.0;851.0;0;536.0;16;-3;744;-3;24
538.0;-457.0;1439.0;86;232.0;-97;-129;1045;-129;-1153
93.0;137.0;797.0;3;764.0;16;-35;665;-35;-9
26.0;22.0;935.0;4;303.0;21;-15;667;-15;11
-22.0;43.0;926.0;0;323.0;18;-14;656;-14;14
168.0;-58.0;842.0;0;410.0;15;17;747;17;25
19.0;129.0;832.0;0;360.0;18;-2;746;-2;26
-27.0;-8.0;934.0;0;332.0;22;30;652;30;9
72.0;-20.0;845.0;-4;471.0;11;9;750;9;21
525.0;-1404.0;965.0;23;446.0;19;51;655;51;22
449.0;-483.0;944.0;-46;396.0;14;-3;672;-3;17
136.0;-53.0;918.0;0;305.0;23;-3;651;-3;13
-203.0;-82.0;837.0;-5;536.0;16;-6;744;-6;24
5.0;-2.0;933.0;-3;313.0;20;5;652;5;13
60.0;-86.0;968.0;2;521.0;14;-1;673;-1;8
-69.0;36.0;843.0;1;356.0;13;5;748;5;16
168.0;-266.0;1012.0;0;640.0;21;-3;661;-3;25
-33.0;-9.0;931.0;0;323.0;16;-5;656;-5;6
30.0;17.0;930.0;-4;299.0;21;20;658;20;15
63.0;-16.0;937.0;3;330.0;19;8;658;8;7
15.0;-13.0;997.0;-2;535.0;18;-25;660;-25;13
-22.0;-54.0;942.0;7;325.0;18;-25;675;-25;19
27.0;-29.0;918.0;2;328.0;21;-12;652;-12;17
102.0;-580.0;895.0;-44;413.0;15;-10;673;-10;34
-12.0;14.0;792.0;0;555.0;13;3;743;3;18
151.0;-124.0;991.0;241;507.0;20;-4;666;-4;27
25.0;0.0;922.0;-2;312.0;25;-41;652;-41;7
-9.0;27.0;947.0;-1;335.0;18;20;652;20;-9
328.0;58.0;944.0;4;392.0;23;-15;652;-15;10
187.0;161.0;783.0;-90;581.0;19;-1;654;-1;-46
45.0;9.0;927.0;7;317.0;18;-25;675;-25;19
-34.0;26.0;889.0;-1;333.0;16;10;659;10;17
-257.0;139.0;832.0;-2;399.0;19;-6;737;-6;26
20.0;-14.0;939.0;-1;300.0;20;-25;668;-25;44
50.0;6.0;851.0;1;522.0;20;-2;740;-2;18
1078.0;1071.0;879.0;0;295.0;21;2;749;2;24
6.0;-10.0;957.0;1;314.0;17;-12;670;-12;9
-23.0;7.0;949.0;2;292.0;20;11;664;11;42
32.0;-18.0;966.0;-3;339.0;14;25;659;25;10
-63.0;-61.0;919.0;-4;291.0;18;2;660;2;10
20.0;-8.0;959.0;1;321.0;17;9;659;9;20
-230.0;122.0;823.0;-29;279.0;-889;259;1704;259;-474
41.0;-11.0;928.0;4;541.0;8;33;754;33;20
-10.0;-15.0;959.0;2;332.0;34;40;645;40;22
32.0;-36.0;956.0;7;322.0;21;-8;652;-8;18
-115.0;118.0;999.0;-42;633.0;20;-32;665;-32;18
43.0;-117.0;1001.0;-4;291.0;24;63;599;63;72
208.0;-231.0;1034.0;74;219.0;2725;-707;1109;-707;-1482
-293.0;495.0;879.0;-882;476.0;82;-58;645;-58;45
209.0;130.0;791.0;-176;242.0;-237;3094;818;3094;-152
33.0;-246.0;826.0;1;258.0;15;-5;745;-5;14
430.0;-139.0;1013.0;-643;584.0;19;-14;671;-14;44
53.0;4.0;839.0;-1;365.0;13;-11;745;-11;23
-790.0;618.0;932.0;-206;384.0;31;4;677;4;11
-155.0;-93.0;823.0;-4;450.0;15;-13;746;-13;20
278.0;493.0;950.0;5;433.0;16;-24;753;-24;9
-327.0;694.0;966.0;3;522.0;21;9;668;9;13
11.0;-13.0;860.0;2;732.0;14;9;741;9;20
13.0;17.0;862.0;-3;526.0;9;-7;749;-7;19
-19.0;-4.0;946.0;1;570.0;17;-17;653;-17;13
81.0;1094.0;884.0;22;468.0;2;3;676;3;55
270.0;-78.0;976.0;6;598.0;25;-23;661;-23;23
362.0;-35.0;783.0;0;410.0;24;-27;673;-27;34
-65.0;-33.0;913.0;2;324.0;22;16;649;16;11
-135.0;104.0;791.0;0;418.0;21;-14;681;-14;39
-105.0;-22.0;802.0;3;537.0;10;11;747;11;25
