Accelerometer RKN_ accY;InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK magneticZ;Accelerometer RUA^ accZ;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit LUA accY;InertialMeasurementUnit RLA Quaternion3;Accelerometer RUA^ accY;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit RUA magneticY
975.0;116;-662.0;?;942.0;-602.0;-900.0;?;418.0;-608.0;-690.0;-515.0
992.0;116;-663.0;372.0;884.0;-595.0;?;-319.0;455.0;-616.0;-733.0;-534.0
986.0;116;-664.0;361.0;895.0;-588.0;-756.0;-294.0;394.0;-621.0;-771.0;-553.0
996.0;?;-667.0;342.0;836.0;-581.0;-715.0;-272.0;423.0;-624.0;-804.0;-576.0
991.0;116;-671.0;330.0;797.0;-573.0;-695.0;-253.0;406.0;?;-830.0;?
987.0;?;-676.0;?;827.0;-567.0;-660.0;?;391.0;-623.0;-850.0;-604.0
?;116;-680.0;315.0;905.0;-563.0;-700.0;-229.0;304.0;-620.0;-865.0;?
971.0;116;-684.0;317.0;1060.0;-562.0;-851.0;-224.0;199.0;-615.0;-876.0;-634.0
?;116;-686.0;317.0;1169.0;-565.0;-1186.0;-226.0;190.0;?;-882.0;-649.0
945.0;116;-686.0;326.0;?;-569.0;-1407.0;?;162.0;-603.0;-886.0;?
1017.0;116;-686.0;329.0;1173.0;-569.0;?;-231.0;164.0;-595.0;-890.0;-675.0
993.0;116;-683.0;?;1139.0;-569.0;-1210.0;-233.0;264.0;-590.0;-892.0;-685.0
?;116;-682.0;328.0;1040.0;-569.0;-1048.0;-239.0;327.0;-594.0;-890.0;-688.0
966.0;116;-680.0;327.0;1000.0;-569.0;-1034.0;-246.0;346.0;?;-886.0;-688.0
995.0;116;-679.0;326.0;958.0;-570.0;-1049.0;-255.0;296.0;-605.0;-880.0;-687.0
1000.0;116;-677.0;325.0;982.0;-570.0;-940.0;-260.0;271.0;-608.0;-876.0;-684.0
976.0;116;-678.0;326.0;991.0;-570.0;-850.0;-265.0;236.0;?;-870.0;-684.0
964.0;116;-679.0;325.0;1020.0;-570.0;-814.0;-274.0;212.0;-621.0;-862.0;-679.0
988.0;116;-671.0;331.0;?;?;-940.0;-605.0;404.0;-524.0;-381.0;-496.0
?;116;-671.0;332.0;660.0;-579.0;-852.0;-587.0;453.0;-517.0;?;-491.0
989.0;116;-670.0;333.0;641.0;?;-764.0;-564.0;502.0;-506.0;-421.0;?
988.0;?;-667.0;340.0;?;-585.0;-592.0;-544.0;548.0;-496.0;-451.0;-480.0
987.0;116;-665.0;345.0;840.0;-588.0;-551.0;-526.0;?;-489.0;-485.0;?
973.0;116;?;351.0;952.0;-589.0;-534.0;-509.0;566.0;-486.0;-523.0;-524.0
989.0;116;-666.0;345.0;893.0;-586.0;-638.0;-492.0;596.0;-484.0;-568.0;-554.0
992.0;116;?;341.0;956.0;?;-721.0;-476.0;736.0;-474.0;-620.0;-580.0
993.0;116;?;341.0;917.0;-582.0;-853.0;-459.0;679.0;?;-674.0;-599.0
992.0;116;?;335.0;?;-579.0;-860.0;-438.0;688.0;-447.0;-722.0;-612.0
?;116;-670.0;331.0;604.0;-578.0;-751.0;-404.0;903.0;?;-761.0;-619.0
974.0;116;-671.0;328.0;721.0;-577.0;-789.0;-355.0;1025.0;-411.0;-796.0;-618.0
975.0;116;-672.0;324.0;608.0;-573.0;-711.0;-306.0;?;-393.0;-821.0;-616.0
981.0;116;?;311.0;?;-569.0;-479.0;-265.0;1139.0;-375.0;-834.0;?
970.0;116;-677.0;306.0;447.0;-564.0;-604.0;-232.0;1122.0;-359.0;-841.0;-608.0
989.0;116;-680.0;298.0;415.0;-560.0;-518.0;-204.0;?;-351.0;-843.0;-602.0
1007.0;116;-683.0;290.0;465.0;-555.0;-406.0;-185.0;1182.0;-344.0;?;-605.0
994.0;116;-686.0;283.0;478.0;-550.0;-441.0;-171.0;1163.0;-336.0;-837.0;-599.0
?;116;-689.0;273.0;509.0;-545.0;-429.0;-157.0;1114.0;?;-834.0;-591.0
994.0;117;-691.0;260.0;409.0;-539.0;-377.0;-146.0;1083.0;-323.0;-832.0;-585.0
996.0;118;-693.0;?;380.0;-534.0;-352.0;?;1071.0;-317.0;?;-577.0
977.0;118;-695.0;245.0;353.0;-530.0;-338.0;-123.0;1104.0;-311.0;-830.0;-568.0
967.0;116;-697.0;239.0;306.0;-530.0;-349.0;-112.0;1140.0;-307.0;-832.0;-559.0
990.0;115;-698.0;241.0;270.0;?;?;-106.0;1152.0;-304.0;-835.0;-555.0
974.0;114;?;243.0;218.0;-533.0;-260.0;?;?;?;?;-551.0
?;113;-699.0;248.0;225.0;-536.0;-170.0;-111.0;1065.0;-301.0;?;-548.0
981.0;?;-700.0;253.0;271.0;-539.0;-139.0;-121.0;1022.0;-301.0;-845.0;-549.0
996.0;111;-700.0;259.0;290.0;?;-107.0;-134.0;1049.0;-304.0;-849.0;-551.0
1000.0;110;-701.0;266.0;296.0;-547.0;-54.0;-147.0;?;-307.0;?;-557.0
980.0;108;-701.0;?;351.0;-551.0;-50.0;-158.0;1039.0;-311.0;-854.0;-559.0
989.0;108;-701.0;277.0;330.0;-555.0;-50.0;-165.0;1012.0;-315.0;-855.0;-563.0
961.0;108;?;279.0;306.0;?;-88.0;-167.0;1010.0;-316.0;-856.0;-565.0
?;107;-700.0;283.0;283.0;-560.0;-113.0;-164.0;1001.0;-314.0;-857.0;-561.0
972.0;107;-699.0;282.0;238.0;-560.0;-142.0;?;1020.0;-310.0;-858.0;-556.0
998.0;107;-699.0;280.0;270.0;-560.0;-169.0;-147.0;1024.0;-307.0;-859.0;-553.0
987.0;107;-699.0;279.0;250.0;-559.0;-163.0;-137.0;1065.0;-305.0;-859.0;-548.0
984.0;106;?;272.0;251.0;?;?;-126.0;1072.0;-303.0;-859.0;-545.0
?;106;-701.0;268.0;220.0;-554.0;-193.0;?;1094.0;-299.0;-858.0;-541.0
974.0;105;-703.0;?;?;?;-218.0;-101.0;1086.0;-294.0;-857.0;-537.0
959.0;105;-706.0;263.0;229.0;-548.0;-217.0;-89.0;1090.0;-291.0;-856.0;-534.0
978.0;106;-708.0;260.0;185.0;-547.0;-217.0;-78.0;1055.0;-291.0;-855.0;-533.0
976.0;106;-709.0;258.0;227.0;-546.0;-164.0;-70.0;1043.0;-292.0;-853.0;?
986.0;106;-710.0;259.0;219.0;-544.0;-158.0;-65.0;1089.0;-294.0;-853.0;-536.0
988.0;106;?;258.0;215.0;-543.0;-194.0;-62.0;1108.0;?;-852.0;-540.0
989.0;106;-713.0;259.0;232.0;-542.0;?;-59.0;1103.0;-295.0;-852.0;-540.0
?;105;-713.0;?;246.0;-543.0;-161.0;?;1082.0;-295.0;?;-537.0
968.0;104;-712.0;260.0;247.0;-543.0;-130.0;-60.0;1080.0;-297.0;-852.0;-541.0
979.0;103;?;261.0;266.0;-545.0;-139.0;-64.0;1070.0;-300.0;-852.0;?
952.0;103;-709.0;?;?;-546.0;-150.0;-68.0;?;-304.0;-853.0;-545.0
971.0;103;-706.0;264.0;278.0;-547.0;-158.0;-71.0;1053.0;-307.0;-853.0;-546.0
973.0;103;-704.0;263.0;297.0;?;?;-71.0;1063.0;-308.0;-852.0;-549.0
?;102;-701.0;262.0;?;-548.0;-203.0;?;1029.0;-309.0;-851.0;-547.0
?;103;-698.0;258.0;176.0;-547.0;-245.0;-69.0;1028.0;-309.0;?;-545.0
1051.0;100;-696.0;256.0;238.0;-547.0;-283.0;-65.0;1068.0;-305.0;-847.0;-540.0
1033.0;98;-694.0;254.0;66.0;-545.0;-135.0;-60.0;940.0;-301.0;-846.0;-532.0
949.0;99;-693.0;250.0;351.0;-543.0;-157.0;-58.0;967.0;-298.0;-845.0;-525.0
923.0;?;-693.0;241.0;301.0;-541.0;?;-60.0;1573.0;?;-845.0;-519.0
912.0;100;-690.0;237.0;-33.0;-539.0;?;-64.0;1515.0;-301.0;-844.0;-519.0
912.0;100;-681.0;239.0;?;-543.0;-201.0;-56.0;?;-295.0;?;-509.0
941.0;?;-678.0;246.0;91.0;-547.0;-156.0;-52.0;1008.0;-298.0;-848.0;-510.0
?;100;-675.0;253.0;124.0;-551.0;-372.0;?;938.0;-301.0;-850.0;-513.0
863.0;100;-675.0;258.0;234.0;-553.0;?;-64.0;933.0;-308.0;-854.0;-522.0
921.0;?;-678.0;263.0;306.0;-554.0;-185.0;-77.0;?;-317.0;-857.0;-534.0
923.0;100;-682.0;265.0;287.0;-552.0;-157.0;-89.0;1112.0;-327.0;-859.0;-550.0
989.0;100;-685.0;267.0;306.0;-553.0;-287.0;?;1040.0;-333.0;-860.0;-561.0
963.0;100;-685.0;267.0;313.0;-555.0;-241.0;-99.0;1018.0;-335.0;-859.0;-562.0
1030.0;?;-684.0;272.0;273.0;-557.0;-248.0;-98.0;1001.0;-335.0;-858.0;-562.0
968.0;100;-683.0;271.0;270.0;-558.0;-233.0;-93.0;1035.0;-334.0;-856.0;-560.0
927.0;100;-684.0;273.0;290.0;-558.0;-175.0;-87.0;1054.0;-335.0;-855.0;-560.0
942.0;100;-685.0;275.0;296.0;-559.0;-156.0;?;1072.0;-337.0;-854.0;-563.0
942.0;100;-686.0;277.0;296.0;-559.0;-185.0;-81.0;1069.0;-338.0;-853.0;-564.0
931.0;?;-686.0;276.0;295.0;-559.0;?;-79.0;1091.0;-339.0;-852.0;-568.0
911.0;100;?;279.0;301.0;-560.0;-226.0;-78.0;1096.0;-340.0;-852.0;?
936.0;101;-689.0;280.0;310.0;-560.0;-228.0;-76.0;1083.0;-342.0;-852.0;-571.0
914.0;101;-691.0;279.0;330.0;-559.0;-241.0;-76.0;1072.0;-345.0;?;-571.0
935.0;101;-693.0;281.0;332.0;-559.0;-238.0;-76.0;1073.0;-347.0;-853.0;-575.0
935.0;102;-695.0;279.0;317.0;-558.0;-238.0;-77.0;1107.0;?;-854.0;-575.0
939.0;102;-697.0;?;309.0;-557.0;-236.0;-78.0;1149.0;-348.0;-854.0;-579.0
919.0;102;-701.0;278.0;288.0;-555.0;-227.0;-79.0;1108.0;-350.0;-854.0;-579.0
938.0;102;-703.0;279.0;295.0;-554.0;-237.0;-79.0;1043.0;?;-854.0;-582.0
?;103;-706.0;280.0;?;-553.0;-260.0;-80.0;1010.0;-349.0;-854.0;-583.0
?;?;-709.0;277.0;286.0;-551.0;-268.0;-81.0;1030.0;-348.0;-854.0;-583.0
886.0;103;-712.0;277.0;299.0;-549.0;-229.0;-82.0;1033.0;-346.0;-853.0;-585.0
?;104;-715.0;275.0;301.0;-546.0;-197.0;-83.0;1075.0;-343.0;-852.0;-582.0
815.0;104;-718.0;270.0;271.0;-543.0;-211.0;-82.0;?;-339.0;-851.0;-578.0
652.0;103;-720.0;265.0;233.0;-540.0;-185.0;-78.0;1069.0;-333.0;-850.0;-572.0
1852.0;103;-721.0;260.0;223.0;-537.0;-180.0;-74.0;1070.0;-325.0;-849.0;-565.0
?;103;-721.0;257.0;232.0;-536.0;-178.0;?;1089.0;-316.0;-847.0;-555.0
865.0;103;-720.0;?;212.0;-534.0;-175.0;-61.0;1101.0;-308.0;-845.0;-545.0
1394.0;103;-719.0;246.0;226.0;-533.0;-178.0;-56.0;1090.0;-301.0;-844.0;-537.0
619.0;103;-718.0;244.0;253.0;-533.0;-157.0;?;1069.0;-298.0;-844.0;-530.0
979.0;104;-717.0;241.0;238.0;-532.0;-142.0;-52.0;1073.0;-296.0;-844.0;-528.0
1002.0;104;-716.0;?;223.0;-531.0;-152.0;-51.0;1051.0;-295.0;-844.0;?
1082.0;?;-715.0;235.0;230.0;-531.0;-180.0;-49.0;1073.0;-293.0;-845.0;-525.0
965.0;104;-714.0;235.0;217.0;-531.0;-178.0;-45.0;1081.0;-291.0;-846.0;-523.0
976.0;104;-713.0;232.0;209.0;-531.0;-173.0;-43.0;1089.0;-291.0;-846.0;-521.0
952.0;104;-713.0;231.0;188.0;-531.0;-176.0;-42.0;1080.0;-291.0;-847.0;-523.0
969.0;104;?;229.0;228.0;-531.0;-188.0;-42.0;1071.0;-292.0;-847.0;-523.0
973.0;103;-709.0;231.0;215.0;-532.0;?;-42.0;1089.0;-293.0;-848.0;-526.0
998.0;103;-707.0;232.0;223.0;?;-207.0;?;?;-296.0;-849.0;-527.0
?;103;-705.0;235.0;266.0;-536.0;-194.0;-47.0;1046.0;-299.0;-849.0;-530.0
949.0;103;-703.0;235.0;287.0;-537.0;-189.0;-49.0;1040.0;-302.0;-849.0;-532.0
976.0;103;-700.0;236.0;268.0;-538.0;-187.0;-51.0;1038.0;-304.0;?;-537.0
1006.0;103;-698.0;237.0;253.0;-539.0;-177.0;-52.0;1057.0;-306.0;-848.0;-537.0
959.0;103;-695.0;235.0;237.0;-540.0;-191.0;-52.0;1052.0;-306.0;-847.0;?
993.0;106;-692.0;236.0;170.0;?;-189.0;-52.0;?;-306.0;-846.0;-537.0
?;107;-690.0;234.0;150.0;-539.0;-199.0;-51.0;825.0;-306.0;-845.0;-531.0
1098.0;107;-688.0;233.0;334.0;-538.0;-186.0;-51.0;?;-305.0;-846.0;-531.0
1035.0;107;?;226.0;67.0;-537.0;?;-55.0;1503.0;-308.0;-845.0;-534.0
989.0;107;-687.0;227.0;116.0;-538.0;-400.0;-49.0;1020.0;-306.0;?;-531.0
956.0;107;-687.0;222.0;195.0;-532.0;-198.0;-45.0;901.0;-306.0;-846.0;?
929.0;107;-687.0;216.0;126.0;-528.0;-348.0;-47.0;921.0;-304.0;?;-529.0
970.0;107;?;212.0;177.0;-524.0;-366.0;-48.0;1066.0;-300.0;-846.0;-525.0
923.0;107;-687.0;206.0;156.0;-520.0;-89.0;-48.0;1222.0;-299.0;-846.0;-525.0
904.0;107;?;203.0;118.0;-516.0;-159.0;-45.0;1189.0;-299.0;-847.0;-527.0
886.0;107;-689.0;197.0;?;-511.0;-231.0;-39.0;1105.0;?;-848.0;-527.0
899.0;107;?;188.0;77.0;-507.0;-259.0;-36.0;1116.0;-295.0;-847.0;-526.0
907.0;107;-685.0;181.0;66.0;?;-278.0;-37.0;1127.0;-290.0;?;-521.0
921.0;107;-683.0;178.0;120.0;-506.0;?;-37.0;1116.0;-285.0;-842.0;?
954.0;107;-681.0;179.0;168.0;-506.0;-267.0;-38.0;1099.0;-282.0;-839.0;-509.0
950.0;107;-680.0;178.0;174.0;-506.0;-266.0;-42.0;1067.0;-281.0;-837.0;-508.0
950.0;107;-679.0;179.0;220.0;-508.0;-257.0;-49.0;1054.0;?;-835.0;-507.0
955.0;107;-678.0;181.0;215.0;-509.0;-210.0;-55.0;?;?;-834.0;-510.0
?;107;-677.0;182.0;?;-510.0;-181.0;-58.0;1076.0;-285.0;-832.0;-512.0
949.0;107;-676.0;183.0;232.0;-512.0;-206.0;-58.0;1077.0;-285.0;-831.0;?
950.0;106;-675.0;185.0;231.0;-512.0;-216.0;-56.0;?;-284.0;-831.0;-507.0
960.0;106;-675.0;183.0;218.0;-513.0;-235.0;-53.0;1107.0;-283.0;-830.0;-504.0
952.0;105;-674.0;185.0;224.0;?;-253.0;-50.0;1128.0;-282.0;-829.0;-502.0
952.0;105;-674.0;182.0;247.0;-514.0;-267.0;-47.0;?;-280.0;?;-497.0
925.0;105;-675.0;183.0;198.0;-514.0;-283.0;-42.0;1150.0;-279.0;-829.0;-497.0
928.0;105;-676.0;182.0;197.0;-515.0;-298.0;-37.0;1105.0;-278.0;-830.0;-495.0
938.0;105;?;185.0;191.0;-516.0;?;-33.0;1080.0;-278.0;-831.0;-492.0
887.0;105;-679.0;187.0;218.0;-516.0;-296.0;-32.0;?;-278.0;-833.0;-495.0
970.0;105;-682.0;190.0;204.0;-518.0;-293.0;-32.0;1097.0;-278.0;?;-498.0
749.0;105;-685.0;193.0;206.0;-519.0;-259.0;-32.0;1089.0;-278.0;?;-500.0
1102.0;106;-689.0;198.0;198.0;?;-246.0;-31.0;1087.0;-279.0;-838.0;-500.0
288.0;106;-692.0;203.0;213.0;-522.0;-230.0;-31.0;1091.0;-280.0;-840.0;-505.0
?;107;-695.0;207.0;218.0;-523.0;-182.0;-31.0;?;-281.0;-842.0;-507.0
1278.0;107;-699.0;210.0;214.0;-524.0;-152.0;-32.0;1062.0;-282.0;-844.0;-512.0
812.0;107;-701.0;213.0;222.0;?;?;-33.0;1048.0;-282.0;-846.0;-512.0
1316.0;?;-705.0;215.0;193.0;-525.0;-196.0;-34.0;1035.0;-282.0;-847.0;-512.0
765.0;107;-708.0;220.0;214.0;-526.0;-192.0;-35.0;1042.0;-282.0;-848.0;-513.0
1085.0;?;?;222.0;240.0;-526.0;-190.0;-36.0;1045.0;-281.0;-850.0;-516.0
979.0;107;-714.0;222.0;218.0;-526.0;-180.0;-36.0;1029.0;-281.0;-851.0;-514.0
985.0;107;-718.0;224.0;218.0;-526.0;?;-35.0;1058.0;-282.0;-851.0;-514.0
971.0;107;-720.0;230.0;207.0;-527.0;-162.0;?;?;-283.0;-851.0;-517.0
968.0;107;-722.0;?;237.0;-527.0;-136.0;?;?;-284.0;-851.0;-517.0
969.0;106;-724.0;234.0;216.0;-528.0;-113.0;-35.0;1083.0;?;-851.0;-520.0
974.0;106;-724.0;237.0;?;-528.0;-115.0;-35.0;1086.0;-286.0;?;-520.0
984.0;106;-725.0;238.0;221.0;-529.0;-131.0;-35.0;1066.0;-288.0;-850.0;-525.0
?;?;-725.0;240.0;221.0;-530.0;-143.0;-36.0;1055.0;-290.0;-849.0;-525.0
972.0;104;-725.0;243.0;203.0;-531.0;-169.0;?;1054.0;-291.0;-849.0;-527.0
971.0;103;-726.0;247.0;200.0;-532.0;?;-39.0;1075.0;?;-849.0;-528.0
978.0;103;-727.0;249.0;252.0;-532.0;-154.0;-43.0;1058.0;-297.0;-849.0;-531.0
975.0;102;-727.0;250.0;286.0;-533.0;-123.0;-48.0;1035.0;-302.0;-849.0;-535.0
1015.0;102;-727.0;?;245.0;-534.0;-98.0;?;1008.0;-307.0;-849.0;?
965.0;103;-724.0;250.0;295.0;-534.0;?;-56.0;1048.0;-309.0;-848.0;-541.0
1016.0;98;-721.0;248.0;152.0;-533.0;-110.0;-56.0;?;-309.0;-846.0;-540.0
968.0;96;-718.0;242.0;344.0;-532.0;-151.0;?;1111.0;-307.0;-844.0;-533.0
1073.0;97;-715.0;238.0;52.0;-530.0;-163.0;?;1475.0;-305.0;-843.0;-529.0
951.0;97;-710.0;238.0;-29.0;-533.0;-322.0;?;1261.0;-303.0;-840.0;-522.0
979.0;97;-707.0;240.0;20.0;-531.0;-257.0;-36.0;1090.0;?;-840.0;-514.0
966.0;97;-708.0;242.0;-1.0;?;-358.0;-35.0;1056.0;-300.0;-842.0;-514.0
955.0;97;-708.0;248.0;37.0;-529.0;-518.0;?;?;-300.0;-844.0;-519.0
?;97;-711.0;251.0;177.0;-527.0;-189.0;-49.0;1100.0;-305.0;-848.0;-526.0
934.0;?;-714.0;249.0;167.0;?;-161.0;-62.0;1227.0;-312.0;-851.0;-535.0
928.0;?;-718.0;250.0;152.0;?;?;-72.0;1166.0;?;-853.0;-546.0
926.0;97;-722.0;254.0;108.0;-522.0;-186.0;-78.0;1113.0;-322.0;-854.0;-554.0
932.0;97;-725.0;253.0;97.0;-519.0;-196.0;-81.0;1090.0;-323.0;-854.0;-561.0
937.0;97;-726.0;248.0;41.0;-518.0;?;-82.0;1122.0;-320.0;-852.0;-557.0
937.0;97;-725.0;251.0;112.0;-519.0;-171.0;-80.0;1101.0;-315.0;-850.0;-551.0
935.0;?;-725.0;250.0;169.0;-520.0;-167.0;-76.0;1087.0;-311.0;-849.0;-545.0
951.0;97;-724.0;252.0;?;-521.0;-195.0;-75.0;1080.0;-311.0;-847.0;-543.0
945.0;97;-724.0;252.0;224.0;-522.0;-203.0;-77.0;1050.0;-312.0;-847.0;-542.0
?;97;-724.0;252.0;?;-523.0;-179.0;-78.0;1052.0;-314.0;-846.0;-544.0
?;97;-722.0;254.0;193.0;-524.0;-166.0;-76.0;1038.0;-315.0;-845.0;?
953.0;97;-721.0;255.0;?;-526.0;-183.0;?;1095.0;-314.0;-844.0;-545.0
942.0;97;-719.0;255.0;227.0;-527.0;?;-65.0;1091.0;-314.0;-843.0;-541.0
942.0;97;-718.0;254.0;228.0;-528.0;-204.0;-60.0;1071.0;-314.0;-842.0;?
930.0;?;-716.0;253.0;249.0;-529.0;?;-56.0;1092.0;?;-842.0;-541.0
928.0;99;-715.0;250.0;269.0;-529.0;-221.0;-52.0;1097.0;-314.0;-841.0;-540.0
953.0;99;-714.0;247.0;262.0;-529.0;-247.0;-49.0;1094.0;-314.0;-841.0;-538.0
?;99;-714.0;?;244.0;-528.0;-265.0;-46.0;1143.0;-312.0;-840.0;-535.0
966.0;101;-715.0;243.0;230.0;-528.0;-262.0;-43.0;1137.0;-310.0;-840.0;-531.0
859.0;101;-715.0;?;215.0;-527.0;-264.0;-41.0;1099.0;-309.0;-841.0;-529.0
941.0;102;-716.0;243.0;241.0;-528.0;-258.0;-40.0;1102.0;-307.0;-841.0;?
?;102;-717.0;243.0;241.0;-527.0;-268.0;-40.0;1092.0;-305.0;-842.0;-525.0
1059.0;103;?;242.0;?;-528.0;?;-42.0;1087.0;-305.0;-843.0;-525.0
402.0;?;-721.0;244.0;223.0;-529.0;-228.0;-44.0;1062.0;-305.0;-845.0;-525.0
1918.0;?;-721.0;248.0;216.0;-531.0;-227.0;-45.0;1062.0;-305.0;-846.0;-526.0
367.0;105;?;252.0;222.0;-533.0;-220.0;-46.0;1041.0;?;-847.0;-529.0
1295.0;106;-724.0;?;254.0;-534.0;-194.0;-48.0;1065.0;-306.0;?;-530.0
