InertialMeasurementUnit RUA accX;Accelerometer RUA_ accY;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit RLA accX;Accelerometer RUA_ accX;Accelerometer RKN^ accX;Accelerometer RKN^ accZ;InertialMeasurementUnit LLA magneticZ;InertialMeasurementUnit LUA accX;InertialMeasurementUnit RUA accY;Accelerometer RWR accX;Accelerometer RUA^ accX
-530.0;?;-1869.0;725.0;889.0;194.0;-22.0;377.0;-470.0;?;305.0;273.0
-537.0;-421.0;?;625.0;845.0;185.0;?;383.0;-433.0;759.0;443.0;?
-517.0;-405.0;-1874.0;604.0;714.0;193.0;-15.0;384.0;-429.0;779.0;140.0;327.0
-398.0;-487.0;-1578.0;781.0;668.0;214.0;-14.0;376.0;-480.0;843.0;-72.0;405.0
-353.0;-718.0;-1095.0;?;684.0;151.0;?;367.0;-332.0;998.0;-160.0;554.0
-419.0;-817.0;-697.0;1097.0;712.0;144.0;-13.0;365.0;?;1037.0;-166.0;470.0
?;-955.0;-458.0;1316.0;723.0;161.0;-20.0;370.0;-205.0;1068.0;-152.0;418.0
-296.0;-1067.0;-263.0;1285.0;691.0;172.0;?;?;-209.0;1046.0;-228.0;?
-404.0;-954.0;-88.0;1136.0;739.0;180.0;-10.0;370.0;-276.0;983.0;-293.0;104.0
-525.0;-756.0;57.0;?;792.0;193.0;-30.0;379.0;-381.0;929.0;-270.0;1.0
-512.0;-549.0;206.0;756.0;?;146.0;-48.0;388.0;-388.0;807.0;-291.0;42.0
?;-370.0;?;664.0;696.0;150.0;-51.0;402.0;-434.0;698.0;-222.0;-33.0
-472.0;-361.0;363.0;?;678.0;141.0;-31.0;416.0;-403.0;770.0;-32.0;132.0
-424.0;-412.0;368.0;821.0;651.0;160.0;-40.0;422.0;-342.0;824.0;85.0;301.0
-354.0;-587.0;314.0;?;649.0;161.0;-10.0;435.0;-350.0;917.0;157.0;437.0
?;-641.0;21.0;953.0;641.0;178.0;-1.0;-185.0;-245.0;1011.0;-435.0;178.0
-279.0;-629.0;9.0;925.0;608.0;?;-11.0;-170.0;-234.0;975.0;-492.0;145.0
-300.0;-610.0;-95.0;?;573.0;195.0;-2.0;-166.0;-245.0;963.0;-616.0;99.0
-330.0;-580.0;-117.0;857.0;590.0;199.0;26.0;-168.0;-247.0;963.0;-839.0;-16.0
-346.0;-523.0;-109.0;817.0;627.0;208.0;-13.0;-159.0;-262.0;964.0;-879.0;-174.0
?;?;-144.0;732.0;698.0;159.0;2.0;?;-303.0;951.0;-834.0;-218.0
-394.0;-271.0;-313.0;628.0;683.0;174.0;-3.0;?;-302.0;?;-764.0;-228.0
-446.0;-163.0;-554.0;611.0;?;182.0;-21.0;-90.0;-356.0;815.0;-702.0;-205.0
-463.0;?;-845.0;631.0;727.0;172.0;-10.0;-63.0;-407.0;?;-586.0;-110.0
-458.0;?;-1200.0;640.0;726.0;151.0;21.0;-14.0;?;896.0;-542.0;8.0
?;-242.0;-1557.0;?;732.0;183.0;?;?;-451.0;913.0;?;82.0
-462.0;-304.0;-1962.0;694.0;770.0;204.0;-5.0;?;-451.0;910.0;-320.0;162.0
-468.0;-358.0;-2228.0;702.0;796.0;202.0;-20.0;178.0;-501.0;897.0;?;222.0
-516.0;-367.0;-2355.0;700.0;860.0;160.0;-3.0;232.0;-514.0;?;-100.0;?
-536.0;-388.0;?;686.0;870.0;203.0;10.0;281.0;-567.0;896.0;?;?
-561.0;-385.0;-2551.0;?;902.0;?;17.0;324.0;-554.0;831.0;37.0;383.0
-532.0;-394.0;-2628.0;?;912.0;171.0;30.0;354.0;-533.0;818.0;193.0;387.0
-523.0;-444.0;-2609.0;?;871.0;200.0;12.0;?;-545.0;811.0;235.0;402.0
-539.0;-427.0;-2535.0;611.0;846.0;200.0;10.0;392.0;?;772.0;?;408.0
-517.0;-448.0;-2355.0;?;808.0;198.0;10.0;399.0;-473.0;807.0;187.0;387.0
-471.0;-531.0;-2176.0;740.0;799.0;?;5.0;403.0;-421.0;869.0;163.0;427.0
-385.0;-624.0;-1903.0;?;?;197.0;-10.0;403.0;-331.0;971.0;-47.0;473.0
-383.0;-826.0;-1520.0;1108.0;?;186.0;-2.0;402.0;?;1097.0;-144.0;439.0
-396.0;-948.0;-1035.0;?;839.0;179.0;8.0;409.0;-294.0;1166.0;-166.0;343.0
-327.0;-979.0;?;1247.0;872.0;182.0;20.0;403.0;-204.0;1041.0;-192.0;265.0
-389.0;-867.0;-219.0;1123.0;821.0;161.0;10.0;393.0;-227.0;952.0;-199.0;141.0
-467.0;-714.0;?;967.0;805.0;192.0;9.0;391.0;-301.0;900.0;-187.0;78.0
-498.0;-548.0;275.0;822.0;798.0;189.0;3.0;397.0;-319.0;842.0;-15.0;73.0
-450.0;-459.0;529.0;774.0;751.0;181.0;32.0;?;-321.0;791.0;?;161.0
-433.0;?;621.0;829.0;690.0;197.0;14.0;405.0;-321.0;817.0;75.0;306.0
-431.0;-594.0;648.0;906.0;681.0;210.0;12.0;414.0;-328.0;872.0;131.0;434.0
-488.0;-542.0;-286.0;764.0;681.0;158.0;-13.0;-122.0;?;?;-500.0;25.0
-517.0;-404.0;-530.0;575.0;662.0;?;-17.0;-110.0;-401.0;763.0;-378.0;?
-534.0;-210.0;-884.0;373.0;614.0;157.0;-43.0;?;-481.0;580.0;-280.0;-55.0
-586.0;-8.0;-1433.0;267.0;572.0;188.0;?;-82.0;-508.0;471.0;-292.0;12.0
-631.0;17.0;-2068.0;278.0;?;220.0;0.0;-59.0;-572.0;?;-244.0;110.0
-721.0;-41.0;-2772.0;293.0;605.0;220.0;0.0;-30.0;-708.0;613.0;-74.0;?
-798.0;-118.0;-3779.0;271.0;683.0;201.0;20.0;15.0;-806.0;781.0;195.0;?
-753.0;?;-4684.0;152.0;?;198.0;7.0;72.0;-856.0;896.0;284.0;494.0
-756.0;-114.0;-5414.0;12.0;870.0;165.0;2.0;159.0;-826.0;895.0;284.0;397.0
-786.0;-80.0;?;?;921.0;165.0;?;257.0;?;907.0;236.0;477.0
-785.0;-29.0;-5894.0;-454.0;950.0;170.0;8.0;344.0;?;?;30.0;415.0
-776.0;402.0;-5501.0;-678.0;1109.0;176.0;-29.0;?;-929.0;648.0;-8.0;276.0
-890.0;610.0;-5130.0;-729.0;?;177.0;-42.0;492.0;-907.0;?;-5.0;169.0
-927.0;641.0;-4745.0;-880.0;1002.0;166.0;-1.0;?;?;512.0;-32.0;104.0
?;851.0;-4472.0;-971.0;985.0;156.0;22.0;551.0;-1015.0;375.0;-50.0;45.0
?;1000.0;-4020.0;-965.0;953.0;183.0;29.0;546.0;-1040.0;329.0;-137.0;0.0
-977.0;978.0;-3568.0;-975.0;806.0;180.0;7.0;537.0;-1052.0;363.0;-163.0;?
?;1037.0;-2965.0;-941.0;?;?;40.0;538.0;-998.0;338.0;-190.0;-26.0
-1019.0;1066.0;-2324.0;-886.0;739.0;189.0;45.0;528.0;-975.0;316.0;-257.0;?
?;1018.0;-1841.0;-813.0;688.0;175.0;29.0;537.0;-938.0;354.0;-284.0;-32.0
-947.0;979.0;-1351.0;-767.0;657.0;151.0;40.0;559.0;-891.0;314.0;-308.0;-50.0
?;979.0;-843.0;-757.0;602.0;171.0;20.0;573.0;?;248.0;-389.0;-152.0
-930.0;970.0;?;-762.0;543.0;160.0;?;587.0;-848.0;209.0;-420.0;-209.0
-973.0;1003.0;71.0;-825.0;452.0;175.0;51.0;597.0;-928.0;149.0;-450.0;-228.0
-1017.0;1043.0;474.0;-883.0;334.0;204.0;58.0;605.0;-1031.0;102.0;-379.0;-230.0
-1018.0;1066.0;843.0;-902.0;314.0;211.0;63.0;612.0;-1054.0;73.0;-348.0;-195.0
-971.0;1059.0;1102.0;-875.0;272.0;191.0;64.0;613.0;-1019.0;?;-325.0;-147.0
-943.0;?;1232.0;-849.0;?;167.0;45.0;619.0;-988.0;109.0;-311.0;-114.0
-933.0;976.0;1213.0;-815.0;278.0;176.0;59.0;624.0;-977.0;154.0;-274.0;-101.0
-926.0;934.0;1076.0;-781.0;317.0;?;105.0;633.0;-979.0;199.0;-277.0;-60.0
-930.0;911.0;892.0;-747.0;335.0;193.0;143.0;643.0;-989.0;241.0;?;-81.0
-921.0;883.0;674.0;-722.0;360.0;192.0;179.0;653.0;-1005.0;?;-328.0;-122.0
-909.0;868.0;?;-708.0;371.0;229.0;283.0;?;-995.0;232.0;-316.0;-132.0
-908.0;859.0;274.0;-723.0;343.0;282.0;?;660.0;-982.0;174.0;-302.0;-131.0
-916.0;875.0;69.0;-736.0;320.0;306.0;474.0;662.0;-992.0;148.0;-300.0;-106.0
-925.0;905.0;-105.0;-742.0;320.0;254.0;446.0;663.0;-995.0;162.0;-349.0;-71.0
-945.0;915.0;-348.0;-759.0;312.0;252.0;581.0;661.0;-988.0;189.0;-351.0;-84.0
-961.0;924.0;-576.0;-795.0;351.0;1.0;53.0;660.0;?;?;-372.0;-128.0
-974.0;966.0;-677.0;-838.0;332.0;191.0;-32.0;661.0;-994.0;113.0;?;-156.0
?;987.0;-628.0;-848.0;290.0;15.0;-151.0;?;-960.0;83.0;-391.0;-144.0
-963.0;942.0;-653.0;-844.0;?;-54.0;3.0;662.0;-971.0;106.0;-328.0;-144.0
-942.0;995.0;-578.0;-828.0;293.0;?;59.0;656.0;-977.0;100.0;-306.0;-130.0
-934.0;973.0;-487.0;?;286.0;136.0;172.0;646.0;-971.0;121.0;-336.0;?
-947.0;957.0;-399.0;-819.0;299.0;144.0;?;631.0;-972.0;145.0;-405.0;-135.0
?;978.0;-258.0;-845.0;288.0;232.0;312.0;624.0;-987.0;133.0;-369.0;-159.0
?;?;-69.0;?;287.0;241.0;335.0;615.0;-975.0;98.0;-347.0;-137.0
-955.0;997.0;81.0;-829.0;273.0;129.0;286.0;609.0;-966.0;126.0;-325.0;-114.0
-945.0;982.0;183.0;-811.0;270.0;70.0;142.0;602.0;-971.0;162.0;-261.0;-86.0
-953.0;964.0;192.0;-807.0;286.0;152.0;310.0;597.0;?;186.0;-338.0;-57.0
-948.0;?;?;-797.0;316.0;325.0;?;597.0;-963.0;214.0;-246.0;?
-940.0;934.0;?;-786.0;348.0;255.0;232.0;596.0;-945.0;227.0;-316.0;-63.0
-945.0;943.0;309.0;-796.0;339.0;238.0;285.0;598.0;-936.0;213.0;-350.0;-51.0
-946.0;942.0;295.0;?;338.0;276.0;277.0;599.0;-905.0;223.0;-348.0;-95.0
-933.0;967.0;435.0;-813.0;328.0;182.0;278.0;601.0;-880.0;169.0;-388.0;-87.0
-934.0;961.0;509.0;-822.0;?;178.0;228.0;604.0;-841.0;113.0;-314.0;-167.0
-910.0;?;600.0;-817.0;278.0;157.0;285.0;601.0;-781.0;61.0;-391.0;-187.0
-748.0;884.0;783.0;-681.0;119.0;310.0;352.0;604.0;-597.0;-7.0;-342.0;230.0
-1337.0;873.0;662.0;-1035.0;289.0;223.0;363.0;?;-1134.0;457.0;-365.0;-64.0
-1412.0;?;71.0;-1281.0;529.0;306.0;341.0;620.0;-1461.0;39.0;-331.0;-260.0
-1086.0;1389.0;244.0;-1034.0;191.0;301.0;312.0;625.0;-1123.0;?;-246.0;-100.0
-922.0;1019.0;?;-810.0;148.0;300.0;259.0;634.0;-865.0;?;-223.0;-77.0
-861.0;917.0;312.0;-800.0;?;263.0;229.0;658.0;-889.0;15.0;-273.0;-14.0
-850.0;898.0;369.0;-753.0;185.0;?;262.0;669.0;?;118.0;-222.0;57.0
-938.0;850.0;?;?;245.0;215.0;253.0;669.0;-955.0;234.0;-275.0;42.0
-1027.0;960.0;-34.0;-868.0;332.0;212.0;309.0;660.0;-1071.0;291.0;-287.0;-58.0
-971.0;995.0;-109.0;-806.0;349.0;268.0;265.0;655.0;-1017.0;272.0;-349.0;?
-925.0;909.0;-76.0;-756.0;331.0;270.0;?;657.0;-969.0;236.0;?;?
-916.0;895.0;-20.0;-765.0;310.0;328.0;327.0;653.0;-970.0;192.0;-398.0;-26.0
-928.0;908.0;-183.0;?;320.0;304.0;425.0;641.0;-1000.0;184.0;-322.0;-20.0
-955.0;954.0;-311.0;-803.0;310.0;10.0;179.0;?;-1013.0;228.0;-383.0;-30.0
-966.0;963.0;-437.0;?;323.0;-16.0;349.0;632.0;-1001.0;239.0;-413.0;-49.0
-962.0;981.0;-452.0;-817.0;345.0;1488.0;-994.0;629.0;-974.0;222.0;-362.0;-66.0
-967.0;980.0;?;-820.0;342.0;-791.0;100.0;626.0;-952.0;213.0;-352.0;-51.0
-976.0;?;-360.0;-829.0;334.0;-40.0;0.0;632.0;-954.0;221.0;-329.0;-37.0
-981.0;989.0;-282.0;-832.0;348.0;77.0;-18.0;624.0;-976.0;237.0;?;-16.0
-974.0;?;-230.0;-824.0;339.0;260.0;-18.0;614.0;-973.0;254.0;-334.0;-5.0
-971.0;977.0;-169.0;?;?;310.0;135.0;611.0;-968.0;?;-318.0;-14.0
-996.0;989.0;-142.0;-840.0;351.0;317.0;355.0;602.0;-986.0;252.0;-340.0;?
-1040.0;1024.0;-179.0;-882.0;354.0;185.0;298.0;596.0;-1026.0;275.0;-271.0;?
-1025.0;1048.0;?;-872.0;356.0;242.0;?;595.0;-1026.0;253.0;-291.0;-29.0
?;1010.0;-130.0;-810.0;316.0;233.0;220.0;592.0;-961.0;248.0;-319.0;-38.0
?;933.0;-44.0;-767.0;309.0;214.0;207.0;593.0;-940.0;228.0;-316.0;-8.0
-925.0;895.0;4.0;-785.0;320.0;265.0;225.0;593.0;-927.0;233.0;-327.0;3.0
-942.0;933.0;-18.0;-797.0;320.0;267.0;220.0;592.0;-919.0;245.0;-349.0;14.0
-970.0;944.0;-52.0;-821.0;321.0;256.0;219.0;590.0;-929.0;254.0;-371.0;-40.0
-975.0;975.0;-68.0;-830.0;317.0;213.0;208.0;590.0;-919.0;235.0;-382.0;-64.0
?;987.0;35.0;-827.0;300.0;171.0;208.0;590.0;-928.0;196.0;-412.0;-111.0
-956.0;980.0;?;-831.0;294.0;184.0;200.0;590.0;-925.0;166.0;-413.0;-124.0
-961.0;977.0;?;-843.0;266.0;199.0;213.0;593.0;-932.0;?;-431.0;-143.0
-975.0;991.0;234.0;-855.0;254.0;238.0;200.0;592.0;-979.0;107.0;-392.0;-117.0
-982.0;1025.0;191.0;-859.0;223.0;224.0;300.0;592.0;-1005.0;106.0;-360.0;-79.0
?;1001.0;75.0;-847.0;235.0;?;208.0;591.0;-1019.0;148.0;-345.0;-58.0
-960.0;987.0;35.0;-825.0;275.0;190.0;41.0;589.0;-1010.0;164.0;-319.0;-41.0
-953.0;982.0;?;-816.0;300.0;302.0;?;590.0;-991.0;165.0;?;?
-950.0;955.0;-90.0;-821.0;289.0;?;?;592.0;-980.0;147.0;?;-110.0
-965.0;992.0;-83.0;-845.0;258.0;221.0;225.0;596.0;-985.0;128.0;-356.0;-114.0
-963.0;992.0;-66.0;-843.0;243.0;180.0;206.0;597.0;?;?;?;-94.0
-966.0;997.0;-21.0;-848.0;242.0;185.0;260.0;602.0;-978.0;119.0;-342.0;-105.0
-961.0;990.0;52.0;-847.0;234.0;189.0;323.0;598.0;-975.0;115.0;-306.0;-112.0
-962.0;?;?;-845.0;223.0;223.0;375.0;600.0;-984.0;127.0;-351.0;-88.0
-954.0;978.0;175.0;-829.0;253.0;?;?;601.0;-976.0;148.0;-326.0;?
-942.0;960.0;160.0;-813.0;252.0;347.0;407.0;?;-970.0;186.0;-351.0;-57.0
-937.0;948.0;144.0;?;?;?;241.0;595.0;-969.0;204.0;-334.0;-85.0
-926.0;945.0;188.0;-791.0;300.0;281.0;250.0;593.0;-966.0;193.0;-362.0;-44.0
-940.0;939.0;206.0;-806.0;269.0;255.0;265.0;590.0;-965.0;181.0;-309.0;?
-961.0;980.0;210.0;-828.0;281.0;192.0;255.0;591.0;-939.0;173.0;-337.0;-45.0
-961.0;968.0;197.0;-841.0;249.0;158.0;238.0;594.0;-892.0;137.0;-391.0;-217.0
-813.0;985.0;327.0;-721.0;231.0;167.0;264.0;598.0;-723.0;51.0;-408.0;253.0
-940.0;727.0;381.0;-751.0;?;185.0;246.0;601.0;-750.0;238.0;-284.0;31.0
-1412.0;1250.0;?;-1324.0;506.0;202.0;242.0;605.0;-1436.0;196.0;-222.0;-181.0
-1110.0;1456.0;-8.0;-1020.0;286.0;248.0;240.0;604.0;-1068.0;-51.0;-255.0;8.0
-858.0;937.0;?;-741.0;63.0;216.0;224.0;602.0;-767.0;129.0;-202.0;39.0
-820.0;835.0;?;-725.0;231.0;246.0;238.0;608.0;?;?;-271.0;130.0
-883.0;834.0;144.0;-764.0;237.0;276.0;263.0;606.0;-846.0;108.0;-278.0;156.0
-1060.0;925.0;-141.0;-921.0;297.0;?;261.0;606.0;?;191.0;-204.0;-18.0
-1107.0;1093.0;-380.0;-1005.0;329.0;248.0;248.0;?;-1054.0;122.0;-215.0;-152.0
-1021.0;1070.0;-265.0;-933.0;215.0;287.0;?;619.0;-909.0;60.0;?;-163.0
-976.0;1004.0;71.0;-885.0;144.0;273.0;277.0;626.0;-863.0;?;-370.0;-122.0
-1004.0;1010.0;425.0;-934.0;158.0;262.0;286.0;625.0;-911.0;-28.0;-353.0;-76.0
-1013.0;1068.0;624.0;-940.0;148.0;259.0;?;622.0;?;-3.0;-328.0;-45.0
-1000.0;1029.0;579.0;-902.0;158.0;-17.0;140.0;620.0;?;83.0;-329.0;-54.0
-968.0;999.0;426.0;-853.0;207.0;114.0;560.0;614.0;-963.0;103.0;-282.0;-5.0
-960.0;?;290.0;?;240.0;867.0;156.0;607.0;-953.0;135.0;-420.0;-39.0
-954.0;?;191.0;-822.0;269.0;-160.0;-324.0;601.0;-947.0;163.0;-354.0;-25.0
-973.0;957.0;114.0;-832.0;276.0;-357.0;178.0;597.0;-953.0;168.0;-357.0;-50.0
-993.0;973.0;7.0;-851.0;?;458.0;?;595.0;-953.0;157.0;-376.0;-65.0
-997.0;?;?;-854.0;263.0;?;90.0;593.0;-959.0;157.0;-390.0;-53.0
?;1006.0;-146.0;-855.0;266.0;?;?;592.0;-959.0;162.0;-390.0;-68.0
?;?;-204.0;-860.0;281.0;278.0;115.0;592.0;-961.0;165.0;-386.0;-39.0
-1018.0;1034.0;-268.0;-876.0;?;?;183.0;589.0;-976.0;159.0;-349.0;-67.0
?;1045.0;-284.0;-910.0;300.0;354.0;236.0;589.0;-994.0;144.0;?;-106.0
-1020.0;1075.0;-355.0;-895.0;252.0;322.0;200.0;589.0;-965.0;116.0;-356.0;-97.0
-978.0;1034.0;-281.0;-854.0;241.0;203.0;136.0;590.0;-908.0;?;-364.0;-53.0
?;1006.0;?;-848.0;247.0;203.0;121.0;591.0;-911.0;?;?;-60.0
-979.0;?;-233.0;-846.0;293.0;181.0;117.0;587.0;-918.0;?;-334.0;-71.0
-975.0;1011.0;-219.0;-849.0;275.0;211.0;198.0;?;-917.0;142.0;-318.0;-88.0
-970.0;1006.0;-193.0;-848.0;256.0;210.0;?;587.0;-917.0;128.0;?;-85.0
-971.0;990.0;-184.0;-851.0;260.0;196.0;?;583.0;-923.0;132.0;-371.0;-106.0
-967.0;?;-155.0;-847.0;261.0;142.0;114.0;?;-945.0;?;-399.0;?
-961.0;988.0;-46.0;-840.0;238.0;151.0;140.0;586.0;-982.0;141.0;-364.0;-112.0
-938.0;967.0;-31.0;-820.0;238.0;158.0;128.0;588.0;-1011.0;136.0;-328.0;-120.0
-945.0;953.0;?;-821.0;236.0;205.0;210.0;592.0;-1005.0;149.0;-350.0;-119.0
-921.0;951.0;-11.0;-799.0;245.0;149.0;?;595.0;-1011.0;145.0;-390.0;-88.0
-932.0;945.0;-84.0;-799.0;240.0;151.0;98.0;594.0;-1020.0;162.0;-410.0;-101.0
-931.0;948.0;-167.0;-804.0;251.0;308.0;99.0;597.0;-1000.0;143.0;-402.0;-122.0
-942.0;969.0;?;-822.0;244.0;?;154.0;594.0;-990.0;127.0;?;-132.0
-950.0;971.0;-181.0;-834.0;224.0;197.0;?;594.0;-999.0;132.0;?;-132.0
-949.0;980.0;-162.0;-826.0;233.0;194.0;206.0;592.0;-990.0;136.0;-371.0;-130.0
-951.0;979.0;-137.0;-828.0;253.0;168.0;?;588.0;-993.0;144.0;-400.0;-109.0
-958.0;981.0;-129.0;-832.0;262.0;172.0;232.0;585.0;-1006.0;143.0;-393.0;-120.0
-954.0;989.0;-75.0;-831.0;260.0;188.0;257.0;583.0;-990.0;144.0;?;-130.0
-938.0;978.0;-43.0;-818.0;249.0;221.0;228.0;581.0;-980.0;136.0;-328.0;-143.0
-948.0;997.0;2.0;-837.0;240.0;192.0;?;578.0;-984.0;119.0;-358.0;-156.0
-941.0;990.0;62.0;-825.0;229.0;224.0;252.0;574.0;-983.0;106.0;-311.0;-105.0
-952.0;980.0;96.0;-826.0;242.0;244.0;264.0;566.0;-989.0;130.0;-310.0;-69.0
-939.0;968.0;121.0;-799.0;258.0;246.0;262.0;561.0;-978.0;193.0;-313.0;-52.0
-915.0;935.0;99.0;-770.0;?;233.0;272.0;559.0;-958.0;209.0;-307.0;?
-906.0;907.0;?;-762.0;294.0;237.0;?;558.0;-913.0;211.0;-308.0;-76.0
?;913.0;165.0;-772.0;331.0;240.0;?;?;-853.0;156.0;?;-74.0
-817.0;872.0;?;-708.0;210.0;237.0;240.0;564.0;?;84.0;-392.0;155.0
-1330.0;980.0;87.0;-1169.0;323.0;198.0;260.0;571.0;-1307.0;260.0;-279.0;-195.0
-1227.0;1344.0;-21.0;-1164.0;374.0;217.0;?;572.0;?;-160.0;-282.0;-95.0
-1014.0;1179.0;234.0;-941.0;82.0;251.0;253.0;?;-810.0;-52.0;-175.0;-42.0
-965.0;999.0;307.0;?;87.0;252.0;294.0;587.0;?;-90.0;-155.0;-25.0
-909.0;976.0;?;-856.0;124.0;284.0;309.0;589.0;-789.0;-64.0;-204.0;81.0
-929.0;920.0;384.0;?;126.0;279.0;333.0;592.0;-853.0;82.0;-244.0;114.0
-1074.0;952.0;155.0;-940.0;267.0;348.0;286.0;588.0;-1010.0;156.0;-225.0;1.0
-1105.0;?;19.0;-990.0;291.0;153.0;250.0;589.0;-1011.0;120.0;-242.0;-75.0
-1018.0;1072.0;?;-919.0;195.0;216.0;135.0;583.0;-888.0;98.0;-308.0;-118.0
-992.0;998.0;276.0;-883.0;197.0;285.0;208.0;581.0;-861.0;64.0;-316.0;-108.0
-990.0;998.0;443.0;-904.0;173.0;156.0;400.0;?;?;8.0;-353.0;-69.0
-997.0;1031.0;457.0;-906.0;183.0;310.0;216.0;576.0;-969.0;2.0;-299.0;-68.0
-991.0;1020.0;326.0;-878.0;174.0;-557.0;308.0;575.0;-988.0;57.0;-248.0;-50.0
-975.0;969.0;73.0;-845.0;201.0;1536.0;-88.0;575.0;?;?;-303.0;-8.0
-961.0;955.0;-110.0;?;251.0;1937.0;-1057.0;572.0;-943.0;154.0;-306.0;-4.0
-957.0;936.0;-230.0;-810.0;?;-1465.0;?;570.0;-941.0;177.0;-349.0;?
-960.0;946.0;-298.0;-820.0;296.0;606.0;-221.0;?;-949.0;163.0;-351.0;-44.0
-969.0;969.0;-346.0;-835.0;280.0;106.0;-189.0;565.0;-947.0;?;-394.0;?
-983.0;988.0;-401.0;-850.0;?;269.0;-73.0;?;-963.0;163.0;-343.0;-29.0
-989.0;?;-431.0;-856.0;271.0;216.0;16.0;564.0;-974.0;?;-350.0;-70.0
-986.0;1000.0;-371.0;-852.0;300.0;249.0;126.0;?;-965.0;180.0;-318.0;-60.0
?;1006.0;-311.0;-835.0;280.0;218.0;191.0;565.0;-947.0;191.0;-380.0;-50.0
?;992.0;-240.0;-853.0;297.0;361.0;194.0;568.0;-961.0;197.0;?;-55.0
-1008.0;1010.0;-219.0;-868.0;310.0;256.0;?;567.0;?;184.0;-357.0;-68.0
-1030.0;1030.0;-160.0;-895.0;308.0;253.0;129.0;566.0;-1005.0;183.0;-361.0;-101.0
-995.0;1065.0;?;-872.0;274.0;332.0;168.0;565.0;-961.0;138.0;-281.0;-80.0
-977.0;1013.0;35.0;-853.0;?;273.0;149.0;566.0;-930.0;139.0;-375.0;-58.0
-981.0;1000.0;59.0;-853.0;255.0;174.0;195.0;?;-937.0;165.0;-392.0;-67.0
-994.0;1018.0;25.0;-861.0;275.0;203.0;162.0;563.0;?;173.0;-386.0;-88.0
-975.0;?;75.0;-845.0;?;202.0;135.0;562.0;-943.0;162.0;-337.0;-104.0
-959.0;?;92.0;-837.0;248.0;175.0;?;562.0;-940.0;140.0;-311.0;-83.0
-951.0;979.0;86.0;-824.0;232.0;168.0;95.0;562.0;-939.0;146.0;-356.0;-58.0
-938.0;946.0;66.0;-811.0;256.0;151.0;?;560.0;-942.0;175.0;-376.0;-72.0
