Accelerometer LUA_ accZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit RLA accY;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA accY;InertialMeasurementUnit LLA Quaternion1;Accelerometer RUA_ accZ
336.0;-210.0;101.0;223.0;-225.0;528.0;37.0;-413.0;699.0;58.0
349.0;-229.0;90.0;233.0;-219.0;522.0;32.0;-399.0;698.0;31.0
354.0;-225.0;63.0;190.0;-237.0;510.0;53.0;-353.0;674.0;110.0
319.0;-167.0;59.0;189.0;-249.0;507.0;66.0;-315.0;660.0;75.0
351.0;43.0;64.0;209.0;-281.0;512.0;96.0;-277.0;640.0;100.0
442.0;94.0;68.0;213.0;-285.0;513.0;103.0;-309.0;655.0;108.0
405.0;160.0;68.0;230.0;-281.0;515.0;100.0;-306.0;666.0;75.0
407.0;247.0;78.0;261.0;-276.0;518.0;90.0;-316.0;673.0;69.0
408.0;124.0;90.0;176.0;-258.0;519.0;73.0;-336.0;678.0;25.0
394.0;-172.0;79.0;221.0;-257.0;514.0;75.0;-394.0;672.0;-10.0
368.0;73.0;7.0;275.0;-307.0;495.0;104.0;-364.0;631.0;-56.0
371.0;99.0;4.0;258.0;-317.0;496.0;110.0;-341.0;626.0;-26.0
376.0;31.0;7.0;248.0;-324.0;498.0;116.0;-306.0;622.0;-14.0
383.0;-37.0;14.0;153.0;-328.0;500.0;122.0;-284.0;623.0;-6.0
400.0;-8.0;16.0;148.0;-327.0;502.0;124.0;-293.0;627.0;11.0
433.0;65.0;38.0;230.0;-314.0;515.0;119.0;-311.0;647.0;40.0
425.0;31.0;54.0;249.0;-301.0;521.0;110.0;-333.0;660.0;70.0
417.0;-85.0;80.0;275.0;-267.0;526.0;83.0;-386.0;680.0;65.0
384.0;-124.0;87.0;253.0;-254.0;525.0;72.0;-391.0;687.0;51.0
362.0;-167.0;85.0;234.0;-248.0;524.0;67.0;-396.0;690.0;75.0
369.0;-134.0;81.0;235.0;-240.0;519.0;63.0;-403.0;692.0;65.0
329.0;-111.0;57.0;159.0;-282.0;503.0;107.0;-317.0;652.0;79.0
320.0;-80.0;53.0;164.0;-292.0;503.0;118.0;-299.0;645.0;72.0
347.0;-39.0;52.0;212.0;-307.0;505.0;131.0;-242.0;634.0;84.0
393.0;113.0;74.0;238.0;-324.0;514.0;140.0;-244.0;620.0;123.0
401.0;169.0;79.0;222.0;-318.0;516.0;135.0;-287.0;629.0;63.0
339.0;248.0;82.0;185.0;-315.0;516.0;133.0;-308.0;636.0;82.0
491.0;285.0;82.0;197.0;-312.0;515.0;130.0;-309.0;644.0;94.0
448.0;292.0;78.0;212.0;-306.0;514.0;124.0;-310.0;653.0;61.0
342.0;258.0;75.0;206.0;-291.0;513.0;111.0;-410.0;678.0;77.0
388.0;-94.0;68.0;148.0;-285.0;508.0;119.0;-397.0;692.0;20.0
394.0;-265.0;43.0;210.0;-309.0;499.0;136.0;-491.0;668.0;-74.0
405.0;-251.0;27.0;245.0;-327.0;495.0;144.0;-382.0;651.0;-118.0
375.0;-39.0;8.0;311.0;-352.0;495.0;167.0;-388.0;619.0;-87.0
422.0;-31.0;3.0;303.0;-395.0;501.0;197.0;-277.0;580.0;-14.0
458.0;-15.0;7.0;231.0;-400.0;503.0;202.0;-264.0;573.0;-22.0
478.0;111.0;20.0;257.0;-403.0;507.0;202.0;-263.0;569.0;50.0
436.0;-27.0;32.0;251.0;-352.0;503.0;167.0;-421.0;628.0;23.0
409.0;-18.0;36.0;261.0;-322.0;505.0;149.0;-459.0;664.0;55.0
341.0;-123.0;65.0;248.0;-291.0;515.0;122.0;-431.0;689.0;60.0
358.0;-166.0;75.0;236.0;-292.0;518.0;123.0;-371.0;688.0;63.0
330.0;-156.0;77.0;233.0;-293.0;518.0;124.0;-343.0;684.0;81.0
329.0;-187.0;78.0;217.0;-294.0;517.0;125.0;-337.0;679.0;91.0
331.0;-89.0;74.0;197.0;-307.0;514.0;135.0;-299.0;657.0;78.0
358.0;-82.0;80.0;162.0;-325.0;516.0;155.0;-286.0;632.0;100.0
352.0;29.0;94.0;190.0;-336.0;525.0;164.0;-268.0;614.0;90.0
358.0;52.0;95.0;201.0;-335.0;526.0;163.0;-301.0;612.0;70.0
348.0;43.0;96.0;194.0;-335.0;525.0;161.0;-306.0;616.0;72.0
314.0;125.0;97.0;202.0;-326.0;526.0;157.0;-308.0;641.0;67.0
355.0;124.0;99.0;189.0;-323.0;527.0;154.0;-304.0;648.0;98.0
484.0;122.0;100.0;177.0;-319.0;527.0;150.0;-316.0;653.0;76.0
397.0;140.0;99.0;178.0;-316.0;527.0;147.0;-321.0;658.0;68.0
333.0;220.0;103.0;193.0;-318.0;527.0;148.0;-342.0;666.0;32.0
307.0;32.0;87.0;215.0;-320.0;518.0;158.0;-440.0;667.0;-75.0
369.0;-130.0;72.0;194.0;-324.0;512.0;163.0;-445.0;658.0;-80.0
506.0;-308.0;32.0;210.0;-361.0;497.0;188.0;-509.0;623.0;-64.0
688.0;-280.0;7.0;257.0;-388.0;493.0;203.0;-361.0;600.0;-80.0
394.0;160.0;-253.0;553.0;-360.0;232.0;184.0;-314.0;631.0;207.0
371.0;89.0;-245.0;552.0;-359.0;228.0;185.0;-294.0;634.0;227.0
480.0;208.0;-27.0;218.0;-89.0;488.0;-73.0;-387.0;691.0;211.0
382.0;-121.0;84.0;215.0;-630.0;515.0;251.0;-843.0;2.0;75.0
328.0;-152.0;77.0;208.0;-646.0;510.0;260.0;-776.0;-53.0;62.0
465.0;252.0;4.0;255.0;-94.0;493.0;-83.0;-375.0;675.0;211.0
478.0;343.0;105.0;268.0;-98.0;512.0;-108.0;-490.0;644.0;237.0
441.0;381.0;140.0;233.0;-100.0;517.0;-114.0;-456.0;640.0;164.0
165.0;628.0;152.0;266.0;-42.0;493.0;-146.0;-517.0;739.0;234.0
419.0;-261.0;248.0;196.0;-135.0;505.0;-71.0;-323.0;697.0;209.0
451.0;-94.0;222.0;321.0;-192.0;509.0;-38.0;-234.0;680.0;262.0
466.0;183.0;204.0;314.0;-240.0;510.0;-8.0;-253.0;657.0;266.0
388.0;62.0;-243.0;599.0;-360.0;231.0;184.0;-281.0;631.0;195.0
233.0;277.0;202.0;207.0;-382.0;536.0;104.0;-210.0;565.0;89.0
285.0;230.0;219.0;272.0;-383.0;553.0;118.0;-168.0;567.0;-4.0
408.0;-154.0;43.0;294.0;-224.0;505.0;10.0;-574.0;722.0;65.0
359.0;-103.0;48.0;321.0;-211.0;507.0;-1.0;-653.0;714.0;21.0
342.0;65.0;73.0;318.0;-227.0;515.0;2.0;-577.0;694.0;33.0
339.0;41.0;76.0;253.0;-277.0;512.0;47.0;-290.0;678.0;83.0
357.0;12.0;54.0;259.0;-305.0;501.0;77.0;-243.0;658.0;54.0
353.0;27.0;39.0;211.0;-310.0;493.0;88.0;-260.0;646.0;60.0
384.0;58.0;23.0;197.0;-317.0;487.0;103.0;-272.0;639.0;68.0
427.0;21.0;20.0;193.0;-318.0;487.0;107.0;-287.0;638.0;35.0
440.0;15.0;23.0;212.0;-313.0;491.0;107.0;-341.0;636.0;54.0
361.0;-86.0;44.0;322.0;-296.0;505.0;87.0;-411.0;641.0;45.0
368.0;17.0;59.0;279.0;-294.0;509.0;90.0;-360.0;656.0;70.0
391.0;18.0;60.0;283.0;-294.0;508.0;93.0;-362.0;660.0;40.0
385.0;77.0;42.0;274.0;-298.0;502.0;100.0;-322.0;661.0;35.0
394.0;120.0;49.0;248.0;-297.0;505.0;99.0;-306.0;655.0;40.0
419.0;104.0;52.0;253.0;-294.0;506.0;97.0;-347.0;653.0;45.0
425.0;-8.0;53.0;215.0;-294.0;505.0;95.0;-371.0;648.0;65.0
380.0;-79.0;50.0;235.0;-294.0;503.0;94.0;-369.0;644.0;69.0
379.0;-68.0;42.0;208.0;-296.0;500.0;96.0;-360.0;645.0;43.0
344.0;-127.0;-16.0;462.0;-301.0;486.0;103.0;-350.0;647.0;61.0
413.0;296.0;220.0;525.0;-371.0;557.0;115.0;-185.0;576.0;45.0
372.0;-148.0;-69.0;488.0;-309.0;448.0;113.0;-360.0;645.0;64.0
399.0;-102.0;-108.0;501.0;-315.0;436.0;121.0;-309.0;642.0;31.0
369.0;115.0;-130.0;548.0;-318.0;440.0;124.0;-357.0;640.0;25.0
366.0;179.0;-86.0;468.0;-316.0;462.0;119.0;-371.0;641.0;107.0
386.0;145.0;-59.0;357.0;-316.0;476.0;119.0;-323.0;642.0;112.0
419.0;99.0;-46.0;311.0;-314.0;483.0;115.0;-314.0;641.0;133.0
436.0;-53.0;-16.0;308.0;-311.0;495.0;108.0;-299.0;639.0;150.0
394.0;-85.0;-8.0;299.0;-308.0;498.0;104.0;-286.0;639.0;138.0
418.0;-104.0;1.0;323.0;-291.0;499.0;84.0;-335.0;641.0;118.0
351.0;-5.0;-18.0;253.0;-272.0;487.0;65.0;-406.0;656.0;102.0
418.0;-14.0;-25.0;261.0;-272.0;486.0;63.0;-411.0;659.0;84.0
393.0;101.0;-29.0;239.0;-278.0;487.0;63.0;-371.0;664.0;99.0
401.0;137.0;-20.0;241.0;-286.0;490.0;64.0;-323.0;666.0;47.0
280.0;271.0;-332.0;220.0;-203.0;493.0;44.0;-397.0;713.0;156.0
403.0;-62.0;17.0;302.0;-296.0;505.0;79.0;-356.0;658.0;101.0
358.0;-54.0;13.0;318.0;-298.0;503.0;84.0;-335.0;654.0;78.0
396.0;-15.0;13.0;300.0;-299.0;502.0;85.0;-356.0;651.0;71.0
371.0;88.0;14.0;296.0;-309.0;504.0;95.0;-303.0;644.0;75.0
369.0;21.0;16.0;249.0;-310.0;504.0;99.0;-346.0;644.0;79.0
359.0;8.0;13.0;295.0;-314.0;504.0;105.0;-334.0;644.0;69.0
387.0;-20.0;11.0;270.0;-314.0;503.0;106.0;-326.0;645.0;54.0
393.0;-20.0;11.0;281.0;-314.0;503.0;109.0;-343.0;646.0;81.0
410.0;-32.0;10.0;285.0;-315.0;503.0;109.0;-328.0;646.0;61.0
384.0;-18.0;11.0;296.0;-315.0;504.0;109.0;-331.0;646.0;69.0
378.0;-38.0;0.0;281.0;-326.0;496.0;120.0;-312.0;632.0;68.0
370.0;-17.0;0.0;281.0;-326.0;496.0;121.0;-317.0;632.0;79.0
349.0;8.0;2.0;299.0;-326.0;497.0;122.0;-323.0;632.0;80.0
378.0;55.0;15.0;291.0;-325.0;498.0;120.0;-350.0;635.0;77.0
393.0;11.0;14.0;297.0;-326.0;498.0;120.0;-305.0;635.0;80.0
361.0;2.0;12.0;272.0;-325.0;498.0;121.0;-311.0;635.0;79.0
388.0;6.0;6.0;305.0;-324.0;493.0;119.0;-358.0;635.0;51.0
369.0;-6.0;3.0;305.0;-324.0;492.0;120.0;-362.0;635.0;64.0
358.0;-16.0;-14.0;335.0;-335.0;487.0;129.0;-349.0;630.0;81.0
396.0;36.0;-12.0;317.0;-337.0;488.0;132.0;-330.0;629.0;62.0
361.0;8.0;-10.0;320.0;-339.0;491.0;134.0;-325.0;628.0;60.0
365.0;52.0;-6.0;316.0;-338.0;492.0;133.0;-313.0;629.0;60.0
387.0;46.0;-5.0;329.0;-336.0;494.0;131.0;-342.0;630.0;60.0
378.0;36.0;3.0;321.0;-333.0;496.0;128.0;-330.0;633.0;100.0
363.0;16.0;5.0;289.0;-318.0;498.0;112.0;-362.0;643.0;52.0
353.0;3.0;5.0;283.0;-317.0;497.0;111.0;-364.0;644.0;50.0
372.0;-5.0;6.0;284.0;-317.0;497.0;112.0;-341.0;644.0;70.0
323.0;9.0;5.0;277.0;-319.0;499.0;114.0;-340.0;642.0;70.0
375.0;-64.0;11.0;317.0;-326.0;498.0;122.0;-323.0;634.0;46.0
350.0;4.0;8.0;317.0;-324.0;498.0;121.0;-350.0;635.0;50.0
375.0;15.0;7.0;317.0;-326.0;498.0;122.0;-321.0;635.0;20.0
363.0;42.0;7.0;314.0;-326.0;498.0;122.0;-336.0;636.0;53.0
379.0;16.0;8.0;301.0;-327.0;499.0;124.0;-308.0;635.0;52.0
362.0;13.0;9.0;298.0;-324.0;498.0;120.0;-329.0;635.0;80.0
378.0;-34.0;7.0;304.0;-325.0;498.0;122.0;-303.0;634.0;67.0
349.0;-34.0;5.0;293.0;-321.0;496.0;116.0;-329.0;635.0;97.0
343.0;-29.0;6.0;311.0;-320.0;497.0;116.0;-324.0;636.0;60.0
338.0;-27.0;8.0;297.0;-319.0;497.0;115.0;-324.0;636.0;89.0
359.0;-55.0;9.0;298.0;-316.0;496.0;111.0;-305.0;637.0;64.0
369.0;-43.0;9.0;284.0;-315.0;497.0;109.0;-329.0;637.0;104.0
354.0;31.0;12.0;321.0;-315.0;501.0;110.0;-311.0;637.0;71.0
347.0;21.0;15.0;294.0;-314.0;502.0;110.0;-320.0;637.0;92.0
368.0;-4.0;12.0;292.0;-321.0;501.0;119.0;-306.0;636.0;48.0
349.0;-64.0;3.0;275.0;-323.0;494.0;123.0;-337.0;631.0;73.0
350.0;-54.0;-13.0;282.0;-334.0;489.0;138.0;-332.0;630.0;64.0
348.0;-10.0;-10.0;296.0;-340.0;491.0;144.0;-332.0;629.0;80.0
349.0;-44.0;-6.0;313.0;-346.0;493.0;150.0;-318.0;625.0;80.0
350.0;-19.0;-2.0;335.0;-354.0;491.0;158.0;-307.0;620.0;77.0
359.0;-26.0;-5.0;343.0;-357.0;490.0;161.0;-311.0;618.0;89.0
360.0;-73.0;-6.0;346.0;-359.0;489.0;164.0;-319.0;616.0;54.0
375.0;-96.0;-15.0;285.0;-364.0;485.0;169.0;-319.0;613.0;64.0
384.0;-62.0;-19.0;281.0;-367.0;483.0;173.0;-320.0;611.0;60.0
360.0;-89.0;-15.0;341.0;-379.0;481.0;186.0;-330.0;601.0;86.0
354.0;-104.0;-12.0;358.0;-384.0;481.0;193.0;-330.0;598.0;62.0
365.0;-23.0;-12.0;347.0;-387.0;481.0;196.0;-322.0;597.0;82.0
362.0;3.0;-22.0;303.0;-389.0;476.0;196.0;-302.0;595.0;60.0
386.0;21.0;-24.0;274.0;-387.0;477.0;194.0;-322.0;595.0;80.0
352.0;22.0;-24.0;291.0;-387.0;478.0;193.0;-318.0;595.0;67.0
354.0;66.0;-19.0;288.0;-383.0;481.0;190.0;-362.0;600.0;73.0
388.0;29.0;-17.0;293.0;-383.0;484.0;189.0;-322.0;603.0;74.0
376.0;28.0;13.0;359.0;-376.0;496.0;178.0;-326.0;611.0;54.0
349.0;-11.0;8.0;317.0;-371.0;493.0;173.0;-379.0;613.0;40.0
349.0;37.0;7.0;296.0;-372.0;494.0;174.0;-397.0;615.0;42.0
396.0;37.0;7.0;283.0;-375.0;498.0;176.0;-332.0;615.0;11.0
364.0;47.0;11.0;279.0;-376.0;500.0;175.0;-332.0;614.0;38.0
376.0;-15.0;21.0;330.0;-374.0;502.0;172.0;-322.0;613.0;46.0
344.0;-43.0;20.0;304.0;-372.0;502.0;170.0;-325.0;614.0;22.0
374.0;-43.0;20.0;300.0;-372.0;501.0;171.0;-365.0;615.0;43.0
396.0;-42.0;18.0;283.0;-371.0;500.0;168.0;-287.0;615.0;45.0
358.0;-6.0;12.0;318.0;-362.0;500.0;162.0;-362.0;620.0;30.0
350.0;23.0;13.0;317.0;-363.0;500.0;161.0;-326.0;620.0;43.0
345.0;-5.0;14.0;296.0;-362.0;500.0;160.0;-344.0;620.0;55.0
381.0;-10.0;9.0;284.0;-360.0;499.0;159.0;-331.0;620.0;47.0
397.0;-18.0;8.0;285.0;-359.0;498.0;158.0;-310.0;620.0;53.0
387.0;-11.0;8.0;282.0;-358.0;499.0;157.0;-319.0;620.0;46.0
369.0;-19.0;5.0;261.0;-357.0;498.0;156.0;-317.0;620.0;70.0
385.0;-20.0;6.0;285.0;-353.0;498.0;152.0;-336.0;621.0;39.0
388.0;-17.0;4.0;293.0;-350.0;497.0;150.0;-365.0;622.0;78.0
377.0;-16.0;2.0;322.0;-351.0;495.0;150.0;-364.0;625.0;47.0
402.0;26.0;2.0;331.0;-352.0;494.0;150.0;-370.0;625.0;41.0
383.0;-5.0;-5.0;298.0;-359.0;491.0;158.0;-333.0;622.0;58.0
402.0;20.0;-6.0;303.0;-360.0;490.0;159.0;-335.0;621.0;47.0
371.0;28.0;-6.0;307.0;-360.0;491.0;160.0;-339.0;621.0;41.0
379.0;9.0;-4.0;299.0;-360.0;492.0;160.0;-344.0;621.0;51.0
387.0;-10.0;-1.0;327.0;-359.0;492.0;160.0;-352.0;622.0;58.0
387.0;-2.0;0.0;316.0;-356.0;491.0;155.0;-345.0;625.0;61.0
376.0;-11.0;-1.0;313.0;-355.0;491.0;153.0;-351.0;625.0;52.0
399.0;-18.0;0.0;303.0;-344.0;490.0;141.0;-370.0;627.0;45.0
409.0;0.0;-2.0;294.0;-344.0;490.0;141.0;-364.0;627.0;49.0
341.0;-9.0;4.0;334.0;-349.0;494.0;148.0;-350.0;628.0;49.0
348.0;-27.0;4.0;327.0;-356.0;494.0;156.0;-325.0;626.0;39.0
349.0;-35.0;5.0;328.0;-357.0;494.0;158.0;-328.0;625.0;44.0
381.0;-55.0;10.0;297.0;-355.0;496.0;158.0;-293.0;623.0;60.0
381.0;-30.0;15.0;291.0;-344.0;496.0;148.0;-323.0;624.0;67.0
380.0;-42.0;16.0;296.0;-338.0;498.0;143.0;-363.0;627.0;47.0
340.0;2.0;14.0;293.0;-334.0;498.0;139.0;-373.0;632.0;40.0
353.0;17.0;14.0;302.0;-340.0;499.0;143.0;-340.0;630.0;58.0
359.0;24.0;15.0;293.0;-344.0;500.0;148.0;-321.0;628.0;41.0
352.0;-12.0;15.0;289.0;-346.0;499.0;150.0;-299.0;626.0;57.0
359.0;3.0;15.0;286.0;-348.0;499.0;152.0;-294.0;625.0;27.0
369.0;-2.0;14.0;249.0;-350.0;498.0;154.0;-302.0;623.0;98.0
368.0;-9.0;10.0;293.0;-351.0;496.0;155.0;-319.0;622.0;49.0
360.0;14.0;10.0;305.0;-352.0;497.0;156.0;-335.0;624.0;43.0
369.0;-19.0;10.0;312.0;-352.0;497.0;156.0;-326.0;624.0;50.0
382.0;2.0;10.0;310.0;-352.0;497.0;157.0;-331.0;624.0;51.0
385.0;17.0;10.0;305.0;-353.0;497.0;157.0;-320.0;624.0;46.0
375.0;24.0;9.0;305.0;-351.0;497.0;156.0;-340.0;625.0;42.0
350.0;14.0;9.0;293.0;-349.0;498.0;155.0;-332.0;625.0;53.0
379.0;28.0;11.0;289.0;-350.0;498.0;155.0;-341.0;625.0;56.0
397.0;-5.0;12.0;302.0;-352.0;501.0;156.0;-327.0;626.0;73.0
359.0;-39.0;16.0;302.0;-351.0;501.0;157.0;-343.0;626.0;60.0
383.0;-30.0;15.0;309.0;-351.0;501.0;158.0;-323.0;626.0;56.0
386.0;-30.0;15.0;299.0;-352.0;501.0;158.0;-317.0;625.0;62.0
375.0;-29.0;14.0;314.0;-351.0;501.0;157.0;-335.0;625.0;49.0
383.0;-31.0;14.0;309.0;-350.0;500.0;156.0;-328.0;625.0;51.0
316.0;30.0;15.0;303.0;-349.0;499.0;155.0;-345.0;624.0;69.0
347.0;-17.0;12.0;291.0;-354.0;499.0;161.0;-317.0;620.0;62.0
315.0;-28.0;12.0;289.0;-355.0;500.0;162.0;-304.0;619.0;70.0
347.0;-41.0;16.0;274.0;-355.0;500.0;163.0;-292.0;618.0;55.0
372.0;-32.0;16.0;295.0;-343.0;501.0;149.0;-328.0;622.0;41.0
358.0;-17.0;11.0;306.0;-338.0;499.0;143.0;-357.0;625.0;50.0
379.0;-17.0;8.0;304.0;-338.0;499.0;142.0;-371.0;625.0;37.0
371.0;47.0;7.0;310.0;-342.0;498.0;144.0;-344.0;620.0;60.0
357.0;-111.0;-7.0;223.0;-348.0;492.0;153.0;-301.0;617.0;59.0
325.0;-45.0;-7.0;242.0;-345.0;494.0;155.0;-370.0;622.0;50.0
382.0;-80.0;0.0;245.0;-346.0;496.0;156.0;-372.0;623.0;70.0
354.0;-74.0;5.0;278.0;-347.0;498.0;158.0;-374.0;624.0;57.0
317.0;-56.0;22.0;313.0;-367.0;500.0;180.0;-328.0;615.0;57.0
356.0;-11.0;13.0;283.0;-389.0;496.0;202.0;-245.0;599.0;47.0
359.0;21.0;2.0;259.0;-398.0;493.0;213.0;-316.0;591.0;65.0
352.0;-3.0;-3.0;312.0;-404.0;488.0;220.0;-319.0;594.0;46.0
349.0;-20.0;-3.0;297.0;-405.0;486.0;219.0;-295.0;595.0;60.0
388.0;-16.0;-2.0;292.0;-400.0;489.0;214.0;-288.0;594.0;50.0
379.0;-7.0;-3.0;282.0;-398.0;489.0;210.0;-308.0;594.0;60.0
387.0;9.0;-1.0;289.0;-395.0;490.0;207.0;-333.0;595.0;48.0
344.0;3.0;-1.0;283.0;-394.0;489.0;206.0;-312.0;596.0;60.0
330.0;-18.0;-2.0;314.0;-393.0;487.0;205.0;-336.0;597.0;41.0
315.0;-31.0;-7.0;268.0;-396.0;485.0;208.0;-355.0;601.0;56.0
358.0;-14.0;-10.0;264.0;-398.0;485.0;210.0;-331.0;600.0;54.0
356.0;-16.0;-12.0;284.0;-402.0;483.0;215.0;-315.0;598.0;76.0
328.0;1.0;-10.0;296.0;-404.0;484.0;216.0;-306.0;594.0;50.0
330.0;9.0;-6.0;325.0;-402.0;484.0;213.0;-307.0;591.0;63.0
341.0;5.0;-9.0;310.0;-401.0;484.0;212.0;-303.0;591.0;71.0
368.0;-25.0;-7.0;332.0;-400.0;484.0;212.0;-323.0;591.0;65.0
346.0;12.0;-9.0;290.0;-399.0;484.0;212.0;-314.0;592.0;50.0
347.0;-19.0;-10.0;258.0;-395.0;485.0;208.0;-306.0;595.0;69.0
366.0;-21.0;-11.0;264.0;-393.0;485.0;206.0;-331.0;597.0;59.0
338.0;-39.0;-11.0;309.0;-392.0;485.0;204.0;-325.0;598.0;48.0
