Accelerometer LUA_ accX;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK accZ;InertialMeasurementUnit BACK magneticY;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE EuY
-39.0;-1;30;3;307.0;13.0;-363.0;11;-3;583.0;30;-50
-51.0;-4;-14;-22;307.0;20.0;-354.0;3;22;580.0;-14;-50
-36.0;-3;25;16;297.0;32.0;-362.0;5;-16;576.0;25;-50
-48.0;-1;-17;-7;281.0;51.0;-365.0;-1;7;565.0;-17;-50
-18.0;-3;23;-7;277.0;53.0;-359.0;-3;7;563.0;23;-50
-20.0;5;21;-12;273.0;50.0;-364.0;-4;12;561.0;21;-50
-15.0;4;23;-2;276.0;49.0;-371.0;-1;2;560.0;23;-50
2.0;7;25;-4;211.0;37.0;-360.0;4;4;534.0;25;-50
-4.0;5;12;8;210.0;34.0;-346.0;-3;-8;534.0;12;-50
-9.0;1;8;-7;239.0;38.0;-367.0;1;7;544.0;8;-50
-38.0;0;-4;-14;239.0;35.0;-355.0;4;14;546.0;-4;-50
-28.0;1;12;13;240.0;34.0;-366.0;-5;-13;548.0;12;-50
12.0;-3;-30;25;225.0;37.0;-365.0;2;-25;544.0;-30;-50
45.0;4;-4;-3;-14.0;-339.0;-98.0;1;3;483.0;-4;-43
20.0;-329;-31;12;218.0;207.0;-24.0;-7;-12;462.0;-31;-42
69.0;1;1;-13;170.0;77.0;-269.0;8;13;500.0;1;-52
241.0;22;13;-10;160.0;160.0;-263.0;5;10;484.0;13;-52
-19.0;3;16;-14;255.0;40.0;-374.0;4;14;552.0;16;-50
-22.0;3;-7;19;277.0;40.0;-366.0;-2;-19;565.0;-7;-50
0.0;-2;-15;13;290.0;39.0;-372.0;6;-13;574.0;-15;-50
-27.0;4;-7;1;299.0;38.0;-369.0;5;-1;577.0;-7;-50
-22.0;-3;11;21;291.0;36.0;-360.0;4;-21;580.0;11;-50
-10.0;-5;7;24;333.0;38.0;-360.0;4;-24;590.0;7;-50
-26.0;4;-6;3;326.0;38.0;-370.0;4;-3;592.0;-6;-50
-9.0;1;12;24;340.0;28.0;-362.0;6;-24;600.0;12;-50
-8.0;1;-2;5;344.0;30.0;-362.0;1;-5;602.0;-2;-50
1.0;0;22;13;359.0;24.0;-352.0;2;-13;601.0;22;-50
0.0;-4;-5;20;369.0;-3.0;-349.0;0;-20;600.0;-5;-50
-137.0;-1;-168;240;139.0;-182.0;-65.0;-63;-240;438.0;-168;-42
61.0;-4;-2;1;59.0;-146.0;20.0;-5;-1;402.0;-2;-40
-312.0;0;-8;-2;86.0;-315.0;21.0;0;2;366.0;-8;-45
-19.0;1;-10;-19;311.0;42.0;-360.0;-6;19;581.0;-10;-50
8.0;226;-1903;-2517;138.0;-228.0;-189.0;369;2517;516.0;-1903;-66
-178.0;-50;-1675;-261;261.0;-75.0;-164.0;203;261;400.0;-1675;-37
-77.0;-6;-8;20;320.0;45.0;-360.0;-9;-20;583.0;-8;-50
84.0;-11;766;992;573.0;12.0;0.0;184;-992;560.0;766;-29
-1.0;6;-7;40;312.0;97.0;-358.0;-2;-40;581.0;-7;-50
-163.0;2;-22;-7;181.0;97.0;-286.0;2;7;499.0;-22;-51
12.0;3;-10;6;314.0;95.0;-357.0;7;-6;580.0;-10;-50
3.0;-5;44;2;186.0;55.0;-317.0;-6;-2;508.0;44;-52
-7.0;1;-15;18;299.0;101.0;-363.0;1;-18;581.0;-15;-50
69.0;-24;127;937;310.0;151.0;-360.0;-6;-937;585.0;127;-56
22.0;-2;0;-7;24.0;-172.0;-218.0;-2;7;363.0;0;-41
17.0;-4;8;-3;23.0;-154.0;-354.0;8;3;377.0;8;-41
3.0;-3;-9;23;318.0;99.0;-364.0;-7;-23;586.0;-9;-50
0.0;1;-11;-6;318.0;86.0;-350.0;-3;6;590.0;-11;-50
-77.0;-79;-2;3;198.0;67.0;-463.0;2;-3;945.0;-2;-43
-79.0;3;23;14;166.0;48.0;-295.0;10;-14;496.0;23;-52
-97.0;3;18;13;181.0;49.0;-297.0;10;-13;496.0;18;-52
-87.0;0;-37;-6;338.0;67.0;-352.0;-1;6;589.0;-37;-50
19.0;2;-10;-9;319.0;55.0;-356.0;5;9;581.0;-10;-50
-76.0;10;-37;12;201.0;59.0;-323.0;1;-12;501.0;-37;-52
-48.0;7;-23;1;376.0;51.0;-355.0;-5;-1;603.0;-23;-50
-48.0;14;9;-1;195.0;54.0;-330.0;7;1;497.0;9;-52
-23.0;6;-7;9;365.0;50.0;-353.0;1;-9;603.0;-7;-50
-8.0;-1;-14;24;378.0;44.0;-351.0;-1;-24;603.0;-14;-50
8.0;4;3;-16;374.0;52.0;-347.0;-2;16;605.0;3;-50
2.0;-1;0;-11;403.0;50.0;-336.0;-1;11;605.0;0;-50
-62.0;-3;5;-11;411.0;121.0;-362.0;1;11;618.0;5;-50
-5.0;2;28;-1;281.0;38.0;9.0;3;1;440.0;28;-45
-36.0;-2;-9;16;361.0;65.0;-363.0;2;-16;583.0;-9;-50
-106.0;-1;-12;-13;350.0;68.0;-355.0;3;13;580.0;-12;-50
-87.0;-3;-22;-14;295.0;73.0;-364.0;3;14;569.0;-22;-50
-375.0;-78;-255;-2369;362.0;-87.0;-363.0;-74;2369;453.0;-255;-35
-101.0;-2;260;-80;430.0;-155.0;20.0;49;80;489.0;260;-45
-116.0;-2;1;25;269.0;58.0;-354.0;-2;-25;556.0;1;-50
-16.0;-8;-25;-13;289.0;39.0;7.0;-1;13;443.0;-25;-45
-126.0;7;-8;19;258.0;40.0;-352.0;4;-19;556.0;-8;-50
-110.0;-1;-7;17;275.0;44.0;-356.0;-2;-17;561.0;-7;-50
-112.0;0;23;1;277.0;47.0;-350.0;-2;-1;563.0;23;-50
-99.0;0;13;24;277.0;46.0;-354.0;3;-24;561.0;13;-50
-112.0;-3;6;33;282.0;51.0;-352.0;3;-33;565.0;6;-50
-107.0;2;-1;-11;289.0;49.0;-343.0;-4;11;569.0;-1;-50
-91.0;-3;42;1;300.0;54.0;-353.0;0;-1;570.0;42;-50
-105.0;3;1;-11;315.0;69.0;-346.0;1;11;578.0;1;-50
43.0;-10;20;-8;232.0;182.0;-309.0;6;8;514.0;20;-52
-117.0;5;-12;29;300.0;57.0;-348.0;-3;-29;579.0;-12;-50
-101.0;-1;-26;2;323.0;64.0;-348.0;1;-2;596.0;-26;-50
-111.0;2;9;17;216.0;132.0;-318.0;-9;-17;525.0;9;-50
89.0;-27;14;11;465.0;376.0;9.0;2;-11;238.0;14;-43
-126.0;-6;10;10;256.0;50.0;-354.0;1;-10;550.0;10;-50
-121.0;-2;32;4;288.0;55.0;-362.0;5;-4;570.0;32;-50
-60.0;1;-12;2;375.0;54.0;-363.0;1;-2;603.0;-12;-50
157.0;16;5;12;322.0;-331.0;-105.0;-6;-12;485.0;5;-42
68.0;145;-63;11;461.0;-149.0;-37.0;-19;-11;512.0;-63;-43
13.0;-1984;26;187;264.0;497.0;24.0;-2;-187;145.0;26;-37
71.0;521;72;-79;246.0;364.0;23.0;-24;79;801.0;72;-46
24.0;25;29;14;678.0;242.0;-337.0;-5;-14;513.0;29;-43
178.0;39;17;19;558.0;176.0;104.0;18;-19;475.0;17;-43
22.0;2;4;9;384.0;86.0;-344.0;-4;-9;608.0;4;-50
12.0;2;-15;14;382.0;85.0;-346.0;-5;-14;609.0;-15;-50
2.0;-1;-12;4;372.0;84.0;-359.0;-3;-4;609.0;-12;-50
18.0;-4;12;13;384.0;82.0;-343.0;-3;-13;611.0;12;-50
7.0;1;2;2;368.0;80.0;-353.0;2;-2;607.0;2;-50
-401.0;-4;-5;2;880.0;-187.0;-62.0;5;-2;589.0;-5;-44
32.0;-1;6;-8;373.0;81.0;-352.0;3;8;605.0;6;-50
32.0;6;17;0;370.0;76.0;-356.0;2;0;604.0;17;-50
29.0;-1;-4;4;367.0;76.0;-351.0;4;-4;604.0;-4;-50
20.0;-6;5;12;371.0;76.0;-353.0;3;-12;604.0;5;-50
16.0;-9;62;-71;380.0;86.0;-351.0;-6;71;608.0;62;-50
119.0;5;-44;8;323.0;70.0;-364.0;1;-8;595.0;-44;-50
46.0;1;-5;-13;404.0;115.0;-345.0;1;13;617.0;-5;-50
25.0;1;1;-5;338.0;75.0;-360.0;5;5;607.0;1;-50
-101.0;341;154;-144;310.0;490.0;47.0;11;144;418.0;154;-44
11.0;-5;0;26;294.0;31.0;27.0;-4;-26;447.0;0;-45
-44.0;-30;-7;58;284.0;-95.0;15.0;3;-58;455.0;-7;-44
77.0;-7;2;14;255.0;-384.0;32.0;-6;-14;448.0;2;-42
-337.0;-10;-375;-238;198.0;-130.0;-471.0;21;238;631.0;-375;-44
228.0;115;-19;16;265.0;103.0;-620.0;5;-16;435.0;-19;-43
-40.0;6;7;30;221.0;41.0;-376.0;-6;-30;540.0;7;-50
50.0;7;-1;-30;183.0;-274.0;-385.0;2;30;477.0;-1;-45
-49.0;-34;1362;-1223;200.0;-529.0;-65.0;-199;1223;538.0;1362;-38
-20.0;5;4;30;214.0;42.0;-362.0;-4;-30;535.0;4;-50
-44.0;-2;1;2;210.0;41.0;-365.0;1;-2;535.0;1;-50
-35.0;1;-2;-3;221.0;37.0;-372.0;3;3;539.0;-2;-50
-19.0;7;26;14;218.0;40.0;-363.0;-1;-14;540.0;26;-50
-165.0;5;-14;-4;129.0;499.0;12.0;-4;4;533.0;-14;-39
-123.0;30;-92;4008;220.0;146.0;-132.0;226;-4008;921.0;-92;-54
-10.0;0;-29;-20;317.0;37.0;-377.0;0;20;591.0;-29;-50
-332.0;47;1469;960;482.0;-5.0;-284.0;-25;-960;528.0;1469;-45
-1.0;-127;-12;-15;350.0;-130.0;-138.0;1;15;1089.0;-12;-39
-14.0;14;-30;-20;360.0;-18.0;-353.0;-1;20;606.0;-30;-50
-239.0;-4;-9;5;204.0;276.0;-264.0;-5;-5;492.0;-9;-52
-156.0;-7;-28;5;239.0;47.0;-333.0;1;-5;507.0;-28;-52
-96.0;8;8;-20;196.0;56.0;-338.0;2;20;504.0;8;-52
23.0;3;-12;-4;184.0;-275.0;-825.0;-4;4;479.0;-12;-45
-3.0;2;-27;22;383.0;39.0;-355.0;-5;-22;610.0;-27;-50
1.0;4;61;-847;154.0;-290.0;-13.0;-69;847;462.0;61;-37
0.0;-3;-7;-10;400.0;56.0;-346.0;-5;10;621.0;-7;-50
28.0;0;-12;-30;406.0;51.0;-345.0;-9;30;619.0;-12;-50
-9.0;0;12;12;379.0;59.0;-355.0;-1;-12;619.0;12;-50
5.0;7;-38;0;365.0;48.0;-360.0;2;0;608.0;-38;-50
-30.0;0;-29;1;381.0;55.0;-362.0;-3;-1;602.0;-29;-50
-56.0;-2;-35;16;372.0;46.0;-354.0;-2;-16;603.0;-35;-50
2.0;6;-10;26;377.0;49.0;-361.0;2;-26;604.0;-10;-50
-65.0;-5;28;4;383.0;68.0;-355.0;-3;-4;604.0;28;-50
-77.0;2;16;12;419.0;122.0;-356.0;2;-12;621.0;16;-50
-35.0;-3;-16;-33;374.0;67.0;-362.0;7;33;604.0;-16;-50
30.0;-2;10;6;388.0;53.0;-354.0;-8;-6;606.0;10;-50
-111.0;4;-8;19;181.0;61.0;-323.0;4;-19;492.0;-8;-52
125.0;-196;-13;2;458.0;162.0;-310.0;14;-2;457.0;-13;-43
59.0;135;-4;-48;342.0;136.0;-571.0;-1;48;468.0;-4;-40
-72.0;-2;22;3;361.0;63.0;-372.0;2;-3;583.0;22;-50
-355.0;-192;170;24;485.0;198.0;-734.0;-165;-24;754.0;170;-80
-134.0;2;4;11;262.0;62.0;-349.0;-6;-11;553.0;4;-50
-13.0;-41;3827;2447;62.0;587.0;7.0;421;-2447;503.0;3827;-36
-301.0;-85;-41;104;281.0;-104.0;-437.0;12;-104;562.0;-41;-43
-166.0;2;-22;-25;253.0;37.0;-358.0;8;25;554.0;-22;-50
-126.0;6;1;-3;245.0;63.0;-364.0;-5;3;547.0;1;-50
-127.0;-2;-26;36;239.0;72.0;-373.0;-10;-36;542.0;-26;-50
-141.0;2;2;-11;262.0;81.0;-347.0;1;11;546.0;2;-50
-224.0;-2;-3;-7;302.0;99.0;-341.0;4;7;585.0;-3;-50
-136.0;-6;13;20;256.0;76.0;-350.0;-9;-20;547.0;13;-50
-481.0;3;2;-1;153.0;-79.0;-310.0;2;1;499.0;2;-52
-127.0;1;6;24;267.0;57.0;-363.0;-2;-24;554.0;6;-50
-121.0;-10;19;-27;257.0;54.0;-353.0;-10;27;555.0;19;-50
-130.0;1;-2;14;241.0;42.0;-360.0;5;-14;547.0;-2;-50
-130.0;0;0;-9;236.0;46.0;-359.0;-2;9;544.0;0;-50
-131.0;3;-6;-10;237.0;45.0;-355.0;-2;10;543.0;-6;-50
-181.0;-1;22;1;253.0;49.0;-372.0;-5;-1;573.0;22;-50
-87.0;-1;9;12;350.0;76.0;-356.0;-5;-12;595.0;9;-50
-160.0;139;192;103;327.0;548.0;-571.0;-3;-103;317.0;192;-29
-126.0;-1;-9;16;255.0;40.0;-363.0;-4;-16;550.0;-9;-50
-153.0;-2;3;32;187.0;92.0;-325.0;-2;-32;498.0;3;-51
-144.0;6;-63;-14;250.0;43.0;-358.0;-3;14;550.0;-63;-50
-134.0;2;-1;24;271.0;45.0;-353.0;2;-24;560.0;-1;-50
-136.0;4;-24;12;377.0;-19.0;-357.0;1;-12;611.0;-24;-50
-95.0;-6;12;23;345.0;18.0;-372.0;-6;-23;588.0;12;-50
-117.0;-1;24;-5;276.0;46.0;-358.0;4;5;560.0;24;-50
-105.0;2;-31;-20;307.0;58.0;-367.0;-2;20;578.0;-31;-50
-111.0;-4;-2;-1;303.0;65.0;-367.0;-3;1;578.0;-2;-50
-115.0;259;-41;14;398.0;64.0;-448.0;42;-14;504.0;-41;-31
-113.0;3;0;11;306.0;69.0;-366.0;2;-11;578.0;0;-50
-127.0;2;10;4;283.0;51.0;-355.0;4;-4;566.0;10;-50
-94.0;-8;-30;-5;193.0;103.0;-327.0;2;5;494.0;-30;-51
-136.0;-2;-20;-1;293.0;52.0;-363.0;7;1;570.0;-20;-50
-300.0;3;0;8;268.0;42.0;-356.0;3;-8;557.0;0;-50
154.0;87;-23;-11;174.0;55.0;-653.0;-6;11;525.0;-23;-52
-28.0;-1;-14;-28;377.0;-15.0;-389.0;1;28;614.0;-14;-50
-202.0;99;13;7;205.0;-90.0;-363.0;-16;-7;444.0;13;-45
4.0;0;3;-3;115.0;-431.0;-103.0;1;3;517.0;3;-41
-16.0;-1;-13;9;369.0;-31.0;-362.0;2;-9;619.0;-13;-50
48.0;-7;-14;11;877.0;413.0;-90.0;1;-11;-328.0;-14;-39
11.0;3;23;2;352.0;-30.0;-358.0;0;-2;614.0;23;-50
77.0;-52;10;-8;504.0;-143.0;-442.0;338;8;532.0;10;39
-111.0;0;23;-1;367.0;-29.0;-351.0;-2;1;607.0;23;-50
-223.0;7;8;-20;316.0;-64.0;-363.0;-6;20;573.0;8;-50
48.0;10;37;11;187.0;-44.0;-419.0;-10;-11;1086.0;37;-38
-135.0;-1;-10;-4;322.0;-71.0;-359.0;-3;4;577.0;-10;-50
115.0;-42;-273;1840;117.0;398.0;80.0;-29;-1840;920.0;-273;-40
-280.0;-87;-32;20;381.0;-279.0;60.0;24;-20;574.0;-32;-28
237.0;90;-46;-8;237.0;38.0;-794.0;-5;8;536.0;-46;-52
-107.0;0;7;-20;360.0;83.0;-352.0;7;20;606.0;7;-50
-126.0;-5;-10;-18;236.0;46.0;-365.0;0;18;543.0;-10;-50
-202.0;2;-21;13;397.0;100.0;-353.0;5;-13;615.0;-21;-50
-5.0;0;-12;-24;352.0;24.0;-382.0;-5;24;601.0;-12;-50
-143.0;3;2;-4;167.0;123.0;-319.0;-4;4;492.0;2;-52
90.0;837;7;3;301.0;173.0;39.0;-61;-3;390.0;7;-32
-25.0;65;-19;9;467.0;202.0;-508.0;35;-9;394.0;-19;-50
-43.0;-19;252;-1003;398.0;442.0;-303.0;474;1003;235.0;252;-45
16.0;-123;1565;-4160;82.0;477.0;-491.0;48;4160;404.0;1565;-71
-213.0;-1;2;3;156.0;84.0;-313.0;-3;-3;490.0;2;-51
28.0;4;12;-19;372.0;85.0;-363.0;2;19;612.0;12;-50
-243.0;0;-22;25;215.0;52.0;-323.0;-11;-25;511.0;-22;-52
30.0;8;14;7;378.0;88.0;-358.0;2;-7;612.0;14;-50
-2.0;39;1084;0;150.0;136.0;-115.0;-57;0;455.0;1084;-45
100.0;-450;-12;37;176.0;363.0;-303.0;-68;-37;407.0;-12;-47
-132.0;1;13;-19;166.0;53.0;-316.0;0;19;499.0;13;-52
-154.0;-2;-11;1;321.0;12.0;-360.0;0;-1;576.0;-11;-50
7.0;3;0;-24;339.0;27.0;-384.0;-1;24;604.0;0;-50
9.0;-5;9;-15;410.0;53.0;-353.0;2;15;620.0;9;-50
113.0;2;1;22;384.0;53.0;-353.0;-6;-22;607.0;1;-50
-285.0;-10;-19;18;912.0;-57.0;-154.0;12;-18;-119.0;-19;-41
-259.0;5;4;-6;185.0;150.0;-291.0;3;6;503.0;4;-52
326.0;-289;-113;-578;808.0;188.0;-631.0;119;578;789.0;-113;-54
-118.0;-4;30;2;224.0;84.0;-355.0;-4;-2;561.0;30;-50
-120.0;-3;-10;26;310.0;59.0;-375.0;-2;-26;577.0;-10;-50
10.0;0;-19;-20;341.0;29.0;-386.0;12;20;602.0;-19;-50
-10.0;-3;-8;9;401.0;55.0;-359.0;3;-9;619.0;-8;-50
-156.0;5;29;-31;329.0;-69.0;-372.0;0;31;577.0;29;-50
-6.0;-3;-15;-5;405.0;54.0;-354.0;-3;5;619.0;-15;-50
25.0;2;-23;14;380.0;81.0;-362.0;3;-14;611.0;-23;-50
-87.0;-2;-17;-37;357.0;66.0;-373.0;13;37;582.0;-17;-50
1.0;8;0;-1;409.0;54.0;-354.0;1;1;620.0;0;-50
-136.0;4;-29;-32;148.0;105.0;-354.0;0;32;486.0;-29;-52
10.0;3;2;-33;374.0;80.0;-363.0;7;33;611.0;2;-50
39.0;5;-4;-11;402.0;52.0;-355.0;-1;11;618.0;-4;-50
-156.0;-3;7;-38;200.0;98.0;-344.0;-2;38;496.0;7;-51
-92.0;-2;0;8;418.0;97.0;-351.0;-4;-8;611.0;0;-50
136.0;-523;-75;502;147.0;370.0;177.0;120;-502;872.0;-75;-35
39.0;-4;-18;19;401.0;45.0;-356.0;3;-19;618.0;-18;-50
36.0;-2;-38;-15;399.0;48.0;-372.0;7;15;617.0;-38;-50
49.0;-4;7;-30;375.0;43.0;-362.0;-1;30;605.0;7;-50
2.0;-418;-23;44;368.0;557.0;0.0;-52;-44;883.0;-23;-44
46.0;-2;-42;3;402.0;52.0;-366.0;-8;-3;617.0;-42;-50
43.0;2;-19;-7;378.0;28.0;-354.0;-7;7;610.0;-19;-50
120.0;1;0;-9;376.0;47.0;-354.0;0;9;604.0;0;-50
29.0;0;-8;0;368.0;79.0;-367.0;4;0;605.0;-8;-50
199.0;165;-12;11;480.0;-71.0;-334.0;-5;-11;526.0;-12;-43
-135.0;-3;-3;33;180.0;53.0;-335.0;-6;-33;500.0;-3;-52
157.0;2;-2;13;283.0;332.0;-307.0;-8;-13;512.0;-2;-52
-18.0;-9;-13;-29;384.0;67.0;-363.0;-5;29;604.0;-13;-50
-483.0;-141;-872;-702;514.0;587.0;-135.0;8;702;383.0;-872;-41
165.0;4;-22;10;402.0;97.0;-362.0;5;-10;617.0;-22;-50
92.0;120;15;-7;294.0;124.0;517.0;-12;7;474.0;15;-39
-52.0;2;-15;-22;149.0;78.0;-330.0;5;22;490.0;-15;-52
-29.0;-6;-986;3;273.0;-157.0;-66.0;210;-3;432.0;-986;-41
-50.0;-214;-3112;431;282.0;270.0;5.0;282;-431;453.0;-3112;-47
28.0;-5;11;0;383.0;76.0;-364.0;0;0;613.0;11;-50
302.0;-4;8;-9;298.0;54.0;-355.0;2;9;578.0;8;-50
31.0;-11;81;298;385.0;123.0;-352.0;-13;-298;594.0;81;-51
-172.0;3;-27;11;367.0;61.0;-349.0;-6;-11;604.0;-27;-50
-117.0;1;-7;-28;414.0;100.0;-345.0;5;28;612.0;-7;-50
-10.0;-3;-15;-11;403.0;58.0;-363.0;-2;11;620.0;-15;-50
-5.0;0;-38;4;400.0;53.0;-374.0;-11;-4;619.0;-38;-50
96.0;24;334;-176;554.0;125.0;-443.0;148;176;720.0;334;-73
28.0;-1;-20;20;385.0;79.0;-365.0;-6;-20;611.0;-20;-50
65.0;1;13;-10;389.0;115.0;-372.0;5;10;613.0;13;-50
-235.0;-2;-2;31;176.0;112.0;-274.0;3;-31;503.0;-2;-52
28.0;0;-3;-20;403.0;40.0;-364.0;0;20;606.0;-3;-50
62.0;-18;-63;10;352.0;-605.0;-525.0;-21;-10;543.0;-63;-13
-471.0;23;-27;16;358.0;318.0;-227.0;2;-16;316.0;-27;-44
-352.0;-2;-33;0;307.0;-48.0;-365.0;-7;0;570.0;-33;-50
28.0;-3;9;14;405.0;39.0;-362.0;-3;-14;616.0;9;-50
-117.0;3;-9;-33;341.0;6.0;-361.0;0;33;603.0;-9;-50
