InertialMeasurementUnit RUA accX;Accelerometer RUA_ accY;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit RLA accX;Accelerometer RUA_ accX;Accelerometer RKN^ accX;Accelerometer RKN^ accZ;InertialMeasurementUnit LLA magneticZ;InertialMeasurementUnit LUA accX;InertialMeasurementUnit RUA accY;Accelerometer RWR accX;Accelerometer RUA^ accX
-945.0;921.0;-49.0;-693.0;446.0;220.0;-85.0;-134.0;-884.0;136.0;-38.0;-40.0
-937.0;838.0;194.0;-738.0;540.0;317.0;118.0;-80.0;-922.0;141.0;-173.0;-191.0
-1018.0;1021.0;312.0;-893.0;174.0;228.0;18.0;-100.0;-808.0;120.0;-36.0;127.0
-992.0;935.0;69.0;-731.0;452.0;100.0;466.0;720.0;-890.0;-275.0;145.0;198.0
-916.0;1054.0;292.0;-820.0;186.0;-32.0;37.0;68.0;-1000.0;77.0;-222.0;73.0
-1001.0;937.0;94.0;-867.0;299.0;180.0;-36.0;18.0;-936.0;-64.0;-315.0;33.0
-1051.0;745.0;-446.0;-990.0;254.0;162.0;-180.0;208.0;-1258.0;-64.0;-243.0;31.0
-966.0;966.0;-36.0;-788.0;320.0;136.0;100.0;-77.0;-928.0;172.0;-220.0;28.0
-964.0;969.0;6.0;-784.0;340.0;145.0;154.0;-86.0;-947.0;194.0;-189.0;37.0
-961.0;968.0;142.0;-789.0;328.0;139.0;138.0;-105.0;-960.0;178.0;-161.0;36.0
-970.0;950.0;82.0;-789.0;316.0;120.0;117.0;-108.0;-946.0;175.0;-194.0;43.0
-947.0;966.0;97.0;-777.0;313.0;155.0;141.0;-118.0;-930.0;156.0;-181.0;38.0
-971.0;977.0;67.0;-795.0;323.0;170.0;132.0;-134.0;-933.0;158.0;-195.0;49.0
-1014.0;827.0;116.0;-915.0;89.0;6.0;58.0;-172.0;-794.0;46.0;-154.0;-5.0
-1123.0;957.0;77.0;-1040.0;208.0;-119.0;-42.0;-411.0;-994.0;15.0;-386.0;-289.0
-988.0;960.0;20.0;-827.0;287.0;156.0;132.0;-158.0;-955.0;143.0;-286.0;-85.0
-1073.0;830.0;-149.0;-488.0;684.0;341.0;188.0;-325.0;-868.0;7.0;313.0;268.0
-802.0;908.0;1081.0;-787.0;102.0;341.0;31.0;-156.0;-897.0;23.0;-433.0;-113.0
-844.0;861.0;-363.0;-770.0;190.0;398.0;347.0;69.0;-813.0;-9.0;-384.0;-84.0
-673.0;663.0;44.0;-573.0;153.0;320.0;48.0;-133.0;-758.0;204.0;-401.0;-55.0
-703.0;685.0;-166.0;-604.0;211.0;236.0;374.0;117.0;-718.0;192.0;-395.0;-26.0
-1063.0;1188.0;-260.0;-935.0;237.0;-15.0;-222.0;-321.0;-758.0;106.0;-356.0;-64.0
-886.0;1016.0;241.0;-723.0;306.0;237.0;-13.0;-148.0;-1002.0;131.0;-429.0;-56.0
-905.0;764.0;7.0;-570.0;324.0;325.0;242.0;-30.0;-1015.0;20.0;-252.0;-183.0
-863.0;835.0;-36.0;-547.0;164.0;288.0;245.0;9.0;-961.0;84.0;-418.0;-270.0
-854.0;946.0;-19.0;-536.0;278.0;324.0;181.0;27.0;-935.0;111.0;-365.0;-252.0
-647.0;284.0;50.0;102.0;856.0;257.0;-27.0;325.0;-939.0;589.0;-674.0;-124.0
-810.0;955.0;-863.0;-692.0;215.0;392.0;104.0;328.0;-831.0;219.0;-414.0;-24.0
-848.0;986.0;-28.0;-547.0;192.0;407.0;176.0;38.0;-983.0;102.0;-489.0;-186.0
-688.0;826.0;-681.0;-550.0;249.0;383.0;125.0;188.0;-734.0;257.0;-450.0;47.0
-843.0;870.0;365.0;-694.0;282.0;232.0;-58.0;482.0;-930.0;177.0;-435.0;-16.0
-768.0;1130.0;-11.0;-368.0;440.0;136.0;34.0;59.0;-955.0;313.0;213.0;228.0
-1121.0;1013.0;251.0;-950.0;198.0;-23.0;253.0;217.0;-782.0;43.0;-165.0;290.0
-1037.0;850.0;-345.0;-967.0;340.0;263.0;207.0;514.0;-977.0;-103.0;-414.0;-37.0
-982.0;1003.0;218.0;-842.0;260.0;879.0;344.0;487.0;-934.0;204.0;-376.0;34.0
-938.0;919.0;-242.0;-764.0;364.0;383.0;56.0;270.0;-942.0;336.0;-225.0;154.0
-1025.0;1017.0;-188.0;-642.0;306.0;320.0;154.0;452.0;-794.0;224.0;-117.0;139.0
-1014.0;882.0;-19.0;-621.0;455.0;272.0;130.0;312.0;-839.0;187.0;-74.0;57.0
-1011.0;861.0;647.0;-658.0;669.0;299.0;123.0;472.0;-810.0;141.0;-273.0;-16.0
-1001.0;897.0;223.0;-603.0;502.0;222.0;214.0;314.0;-826.0;160.0;-12.0;113.0
-822.0;858.0;1211.0;-687.0;484.0;300.0;-54.0;-122.0;-1034.0;340.0;-405.0;-66.0
-993.0;895.0;162.0;-590.0;547.0;161.0;152.0;311.0;-826.0;172.0;-89.0;92.0
-1006.0;855.0;129.0;-662.0;571.0;123.0;155.0;308.0;-809.0;244.0;-56.0;168.0
-711.0;838.0;-20.0;-370.0;543.0;341.0;96.0;462.0;-917.0;370.0;-269.0;114.0
-1166.0;868.0;-248.0;-1135.0;300.0;-4.0;-141.0;-55.0;-640.0;-26.0;33.0;159.0
-1079.0;589.0;-241.0;-763.0;772.0;-160.0;1.0;-345.0;-1006.0;50.0;-32.0;-9.0
-995.0;934.0;350.0;-776.0;456.0;217.0;105.0;-261.0;-864.0;287.0;53.0;258.0
-994.0;769.0;-483.0;-537.0;602.0;271.0;71.0;-43.0;-706.0;159.0;-40.0;243.0
-927.0;887.0;-263.0;-713.0;388.0;320.0;84.0;-225.0;-953.0;224.0;-127.0;35.0
-875.0;861.0;-355.0;-571.0;605.0;282.0;86.0;-157.0;-929.0;433.0;-472.0;4.0
-936.0;941.0;-118.0;-750.0;301.0;280.0;149.0;-157.0;-940.0;212.0;-197.0;19.0
-871.0;958.0;-247.0;-763.0;284.0;192.0;-19.0;-274.0;-874.0;84.0;19.0;278.0
-970.0;1018.0;52.0;-841.0;262.0;167.0;142.0;-16.0;-420.0;179.0;-358.0;-38.0
-889.0;903.0;-69.0;-747.0;228.0;340.0;-131.0;-255.0;-1037.0;195.0;-348.0;10.0
-937.0;960.0;-88.0;-771.0;367.0;251.0;40.0;-191.0;-958.0;224.0;-238.0;-7.0
-930.0;950.0;-65.0;-753.0;372.0;259.0;88.0;-201.0;-951.0;272.0;-197.0;17.0
-1008.0;915.0;63.0;-798.0;278.0;134.0;71.0;-229.0;-866.0;341.0;-485.0;132.0
-932.0;936.0;26.0;-756.0;371.0;240.0;244.0;-154.0;-955.0;277.0;-162.0;-30.0
-671.0;923.0;-183.0;-507.0;657.0;364.0;265.0;-173.0;-908.0;248.0;-289.0;-3.0
-956.0;441.0;-148.0;-820.0;595.0;408.0;459.0;88.0;-753.0;-38.0;-505.0;165.0
-946.0;903.0;54.0;-769.0;363.0;227.0;242.0;-152.0;-957.0;284.0;-203.0;-79.0
-758.0;729.0;365.0;-581.0;147.0;824.0;-95.0;8.0;-755.0;284.0;-446.0;308.0
-673.0;613.0;-60.0;-555.0;219.0;364.0;81.0;-117.0;-887.0;253.0;-250.0;204.0
-936.0;959.0;42.0;-755.0;369.0;198.0;262.0;-153.0;-954.0;296.0;-172.0;-23.0
-910.0;870.0;309.0;-704.0;423.0;194.0;268.0;-181.0;-1006.0;417.0;-235.0;3.0
-815.0;1241.0;405.0;-567.0;613.0;482.0;594.0;-40.0;-865.0;455.0;-443.0;-65.0
-825.0;803.0;471.0;-665.0;452.0;373.0;48.0;-31.0;-932.0;352.0;-250.0;145.0
-889.0;889.0;563.0;-695.0;388.0;225.0;279.0;-209.0;-939.0;330.0;20.0;144.0
-948.0;990.0;-108.0;-650.0;410.0;196.0;131.0;-244.0;-802.0;515.0;-179.0;119.0
-819.0;845.0;-74.0;-759.0;559.0;53.0;-26.0;-480.0;-1026.0;-24.0;-636.0;-272.0
-1101.0;956.0;-52.0;-967.0;501.0;342.0;131.0;-324.0;-802.0;76.0;65.0;264.0
-1153.0;1019.0;322.0;-758.0;400.0;-6.0;316.0;208.0;-806.0;145.0;81.0;319.0
-968.0;949.0;7.0;-776.0;385.0;252.0;140.0;-343.0;-914.0;221.0;-139.0;124.0
-996.0;839.0;-274.0;-661.0;561.0;70.0;426.0;382.0;-937.0;166.0;89.0;88.0
-976.0;944.0;-22.0;-780.0;375.0;216.0;186.0;-333.0;-897.0;229.0;-80.0;126.0
-980.0;950.0;-33.0;-792.0;361.0;172.0;153.0;-332.0;-906.0;212.0;-103.0;144.0
-970.0;954.0;55.0;-787.0;368.0;221.0;220.0;-334.0;-908.0;220.0;-74.0;156.0
-991.0;946.0;-23.0;-806.0;328.0;229.0;279.0;-340.0;-883.0;229.0;-105.0;148.0
-974.0;970.0;-44.0;-801.0;350.0;217.0;319.0;-326.0;-896.0;215.0;-191.0;118.0
-1040.0;656.0;178.0;-691.0;636.0;205.0;90.0;189.0;-860.0;19.0;53.0;40.0
-993.0;885.0;24.0;-693.0;495.0;251.0;40.0;244.0;-890.0;53.0;-131.0;50.0
-987.0;890.0;29.0;-692.0;501.0;243.0;47.0;244.0;-895.0;53.0;-171.0;65.0
-979.0;895.0;69.0;-687.0;494.0;241.0;49.0;236.0;-901.0;53.0;-175.0;62.0
-976.0;879.0;65.0;-685.0;503.0;239.0;49.0;234.0;-904.0;51.0;-160.0;49.0
-979.0;887.0;13.0;-686.0;485.0;249.0;41.0;227.0;-901.0;53.0;-185.0;47.0
-980.0;870.0;59.0;-692.0;502.0;242.0;29.0;229.0;-899.0;48.0;-171.0;55.0
-981.0;885.0;38.0;-695.0;476.0;239.0;55.0;228.0;-903.0;49.0;-143.0;60.0
-979.0;886.0;35.0;-695.0;485.0;232.0;39.0;225.0;-899.0;49.0;-187.0;57.0
-873.0;874.0;-491.0;-779.0;225.0;-124.0;903.0;-691.0;-792.0;89.0;-183.0;66.0
-974.0;895.0;48.0;-690.0;502.0;241.0;59.0;227.0;-905.0;52.0;-200.0;66.0
-968.0;952.0;24.0;-804.0;339.0;225.0;322.0;-320.0;-910.0;200.0;-155.0;57.0
-982.0;934.0;39.0;-794.0;361.0;211.0;317.0;-323.0;-903.0;192.0;-129.0;127.0
-934.0;881.0;117.0;-766.0;433.0;247.0;354.0;-331.0;-877.0;186.0;-15.0;136.0
-998.0;960.0;529.0;-856.0;239.0;230.0;403.0;-648.0;-926.0;128.0;-271.0;36.0
-978.0;894.0;9.0;-694.0;483.0;251.0;40.0;225.0;-901.0;47.0;-183.0;50.0
-968.0;980.0;-191.0;-841.0;249.0;177.0;90.0;-573.0;-950.0;199.0;-321.0;18.0
-972.0;983.0;-216.0;-679.0;494.0;272.0;146.0;106.0;-994.0;-159.0;110.0;-12.0
-1137.0;1024.0;291.0;-891.0;430.0;120.0;188.0;-638.0;-695.0;5.0;-263.0;229.0
-1043.0;938.0;28.0;-625.0;504.0;121.0;94.0;431.0;-903.0;174.0;-121.0;110.0
-977.0;914.0;84.0;-794.0;353.0;258.0;391.0;-287.0;-936.0;221.0;10.0;108.0
-968.0;891.0;143.0;-734.0;370.0;244.0;29.0;-230.0;-882.0;286.0;-157.0;226.0
-923.0;955.0;-698.0;-701.0;360.0;255.0;14.0;-195.0;-901.0;277.0;-372.0;84.0
-930.0;961.0;338.0;-798.0;351.0;378.0;-1.0;342.0;-933.0;56.0;-364.0;-27.0
-977.0;992.0;12.0;-841.0;287.0;207.0;132.0;407.0;-965.0;221.0;-266.0;46.0
-957.0;982.0;66.0;-823.0;275.0;214.0;111.0;412.0;-925.0;171.0;-320.0;72.0
-979.0;902.0;12.0;-701.0;478.0;226.0;60.0;226.0;-905.0;39.0;-169.0;57.0
-974.0;895.0;38.0;-702.0;469.0;248.0;69.0;225.0;-909.0;36.0;-165.0;47.0
-969.0;887.0;48.0;-704.0;467.0;252.0;66.0;231.0;-914.0;32.0;-214.0;51.0
-968.0;970.0;42.0;-835.0;270.0;193.0;127.0;390.0;-960.0;242.0;-307.0;33.0
-978.0;918.0;56.0;-724.0;471.0;245.0;75.0;228.0;-914.0;20.0;-186.0;38.0
-972.0;895.0;8.0;-701.0;455.0;271.0;69.0;234.0;-911.0;50.0;-220.0;30.0
-967.0;987.0;-14.0;-837.0;274.0;181.0;145.0;397.0;-948.0;194.0;-293.0;45.0
-869.0;953.0;224.0;-416.0;441.0;436.0;155.0;-285.0;-908.0;292.0;-51.0;80.0
-484.0;-190.0;1338.0;432.0;676.0;126.0;463.0;-345.0;-833.0;766.0;-346.0;-8.0
-960.0;660.0;2101.0;-306.0;692.0;249.0;41.0;271.0;-939.0;269.0;-244.0;52.0
-975.0;901.0;-74.0;-690.0;463.0;252.0;-6.0;230.0;-920.0;74.0;-156.0;21.0
-971.0;889.0;-345.0;-657.0;490.0;256.0;-51.0;250.0;-927.0;99.0;-163.0;36.0
-973.0;995.0;-39.0;-867.0;257.0;310.0;523.0;-342.0;-570.0;-205.0;-12.0;57.0
-986.0;796.0;-140.0;-576.0;690.0;243.0;19.0;523.0;-886.0;207.0;374.0;187.0
-850.0;491.0;-136.0;-97.0;900.0;151.0;148.0;157.0;-958.0;374.0;-129.0;80.0
-937.0;985.0;-999.0;-743.0;233.0;365.0;383.0;-338.0;-976.0;95.0;-323.0;-81.0
-952.0;869.0;-1168.0;-582.0;531.0;251.0;-50.0;282.0;-926.0;136.0;-190.0;34.0
-1009.0;706.0;229.0;-877.0;195.0;265.0;85.0;-79.0;-838.0;56.0;-230.0;314.0
-1024.0;834.0;1340.0;-784.0;538.0;185.0;232.0;161.0;-966.0;63.0;54.0;229.0
-965.0;781.0;-273.0;-455.0;688.0;377.0;232.0;-345.0;-846.0;254.0;-99.0;338.0
-936.0;790.0;290.0;-510.0;632.0;413.0;255.0;-347.0;-851.0;201.0;-102.0;303.0
-710.0;651.0;-92.0;-595.0;254.0;451.0;66.0;-358.0;-829.0;172.0;-364.0;-72.0
-894.0;1202.0;-360.0;-742.0;458.0;524.0;426.0;-278.0;-885.0;260.0;-524.0;-71.0
-920.0;797.0;-428.0;-855.0;145.0;231.0;58.0;-418.0;-1082.0;38.0;-396.0;-51.0
-25.0;-314.0;78.0;553.0;300.0;434.0;885.0;-586.0;-584.0;927.0;-756.0;-197.0
-976.0;971.0;52.0;-830.0;297.0;171.0;98.0;471.0;-953.0;241.0;-261.0;30.0
-951.0;979.0;86.0;-824.0;232.0;168.0;95.0;562.0;-939.0;146.0;-356.0;-58.0
-62.0;11.0;49.0;393.0;686.0;365.0;-29.0;-612.0;-885.0;741.0;-349.0;-143.0
-1003.0;997.0;-240.0;-855.0;275.0;202.0;153.0;555.0;-959.0;209.0;-314.0;-4.0
-975.0;998.0;201.0;-854.0;271.0;219.0;112.0;461.0;-968.0;224.0;-278.0;58.0
-961.0;949.0;400.0;-816.0;272.0;204.0;167.0;577.0;-945.0;207.0;-332.0;36.0
-965.0;976.0;17.0;-831.0;287.0;189.0;134.0;446.0;-971.0;211.0;-297.0;28.0
-955.0;980.0;13.0;-824.0;254.0;184.0;119.0;449.0;-960.0;218.0;-248.0;28.0
-974.0;1002.0;19.0;-842.0;302.0;213.0;110.0;457.0;-956.0;215.0;-207.0;16.0
-964.0;898.0;202.0;-366.0;439.0;311.0;368.0;-332.0;-859.0;268.0;-82.0;294.0
-630.0;743.0;-129.0;-503.0;145.0;414.0;126.0;-86.0;-694.0;240.0;-391.0;-87.0
-1135.0;820.0;-579.0;-1022.0;293.0;-250.0;1463.0;-628.0;-1158.0;109.0;-393.0;-63.0
-976.0;980.0;-70.0;-839.0;277.0;208.0;146.0;524.0;-962.0;223.0;-307.0;42.0
-632.0;185.0;2.0;234.0;907.0;492.0;851.0;-610.0;-736.0;607.0;-412.0;-58.0
-839.0;-151.0;-2.0;538.0;954.0;438.0;866.0;-570.0;-578.0;485.0;-103.0;170.0
-944.0;991.0;274.0;-633.0;548.0;196.0;107.0;164.0;-840.0;-72.0;-40.0;182.0
-989.0;934.0;-134.0;-860.0;77.0;583.0;517.0;-412.0;-832.0;-14.0;-284.0;-204.0
-968.0;991.0;54.0;-838.0;223.0;201.0;94.0;-576.0;-965.0;177.0;-336.0;-12.0
-728.0;978.0;254.0;-660.0;143.0;311.0;71.0;-97.0;-922.0;148.0;-365.0;-182.0
-978.0;1065.0;211.0;-915.0;100.0;36.0;2.0;-303.0;-924.0;-60.0;-328.0;60.0
-825.0;923.0;-286.0;-786.0;75.0;-170.0;26.0;29.0;-1044.0;18.0;-531.0;-307.0
-1011.0;629.0;-39.0;-461.0;747.0;253.0;-21.0;594.0;-932.0;150.0;-220.0;164.0
-880.0;548.0;382.0;-672.0;570.0;499.0;873.0;-55.0;-984.0;308.0;-36.0;390.0
-961.0;903.0;1257.0;-841.0;236.0;217.0;98.0;560.0;-972.0;134.0;-341.0;-58.0
-1307.0;1102.0;169.0;-1235.0;5.0;66.0;-254.0;-300.0;-1181.0;121.0;-242.0;109.0
-1206.0;1266.0;-314.0;-1125.0;208.0;238.0;-755.0;-29.0;-986.0;96.0;-651.0;-188.0
-1023.0;1039.0;427.0;-947.0;52.0;155.0;258.0;-136.0;-928.0;-109.0;-265.0;-66.0
-1053.0;902.0;875.0;-857.0;312.0;-160.0;86.0;169.0;-1011.0;0.0;-191.0;74.0
-943.0;716.0;-22.0;-461.0;620.0;347.0;221.0;305.0;-955.0;-373.0;15.0;40.0
-876.0;804.0;636.0;-761.0;263.0;347.0;-69.0;32.0;-935.0;208.0;-517.0;-94.0
-821.0;855.0;-355.0;-644.0;378.0;632.0;356.0;-342.0;-927.0;318.0;-477.0;32.0
-872.0;596.0;265.0;-506.0;556.0;253.0;-111.0;521.0;-1026.0;261.0;-434.0;-136.0
-866.0;875.0;133.0;-787.0;282.0;597.0;161.0;-567.0;-971.0;15.0;-237.0;-39.0
-972.0;981.0;-5.0;-822.0;316.0;212.0;174.0;519.0;-957.0;252.0;-258.0;47.0
-969.0;973.0;17.0;-831.0;293.0;229.0;152.0;522.0;-949.0;232.0;-308.0;26.0
-738.0;839.0;-592.0;-620.0;271.0;363.0;112.0;-77.0;-798.0;272.0;-463.0;-21.0
-785.0;822.0;224.0;-691.0;291.0;433.0;-54.0;-516.0;-989.0;102.0;-490.0;-62.0
-846.0;897.0;-136.0;-764.0;103.0;395.0;30.0;88.0;-890.0;101.0;-435.0;-76.0
-877.0;1104.0;-145.0;-752.0;281.0;415.0;178.0;145.0;-955.0;186.0;-507.0;-40.0
-699.0;790.0;-367.0;-582.0;183.0;444.0;315.0;-267.0;-755.0;235.0;-406.0;1.0
-932.0;751.0;113.0;-758.0;502.0;351.0;384.0;-35.0;-978.0;-226.0;-200.0;-75.0
-978.0;739.0;119.0;-759.0;481.0;451.0;336.0;-47.0;-996.0;-180.0;-186.0;-88.0
-837.0;860.0;-167.0;-688.0;343.0;322.0;-105.0;355.0;-911.0;314.0;-359.0;-32.0
-992.0;622.0;-1.0;-297.0;791.0;285.0;386.0;80.0;-937.0;-89.0;-67.0;193.0
-705.0;871.0;-500.0;-548.0;363.0;473.0;175.0;379.0;-737.0;277.0;-448.0;-115.0
-966.0;975.0;28.0;-833.0;298.0;200.0;132.0;487.0;-949.0;231.0;-285.0;46.0
-986.0;724.0;-99.0;-266.0;756.0;281.0;406.0;212.0;-938.0;89.0;14.0;111.0
-855.0;918.0;-394.0;-738.0;350.0;316.0;50.0;460.0;-1002.0;183.0;-546.0;-306.0
-815.0;1155.0;-214.0;-704.0;351.0;475.0;170.0;176.0;-828.0;210.0;-409.0;6.0
-874.0;923.0;51.0;-861.0;240.0;752.0;-508.0;419.0;-1006.0;-65.0;-530.0;-68.0
-877.0;1003.0;580.0;-791.0;39.0;249.0;24.0;291.0;-682.0;-1.0;-163.0;116.0
-891.0;1022.0;922.0;-843.0;183.0;9.0;-155.0;31.0;-799.0;133.0;-454.0;-48.0
-945.0;952.0;906.0;-868.0;165.0;186.0;70.0;657.0;-952.0;84.0;-281.0;57.0
-992.0;1119.0;244.0;-897.0;40.0;1338.0;1047.0;-8.0;-874.0;144.0;-460.0;-280.0
-968.0;988.0;-591.0;-833.0;327.0;216.0;162.0;548.0;-953.0;228.0;-411.0;-62.0
-904.0;1088.0;133.0;-811.0;221.0;-86.0;-140.0;245.0;-824.0;159.0;-394.0;51.0
-940.0;950.0;456.0;-766.0;324.0;334.0;53.0;-473.0;-970.0;-15.0;-398.0;-70.0
-906.0;836.0;1272.0;-844.0;212.0;-40.0;-256.0;-304.0;-821.0;86.0;-245.0;92.0
-1006.0;966.0;-513.0;-749.0;370.0;211.0;127.0;339.0;-827.0;165.0;86.0;36.0
-896.0;1092.0;-66.0;-544.0;465.0;339.0;149.0;-421.0;-905.0;213.0;-96.0;155.0
-860.0;300.0;1277.0;-38.0;898.0;232.0;136.0;302.0;-859.0;355.0;-161.0;78.0
-1025.0;851.0;1.0;-753.0;554.0;190.0;99.0;-306.0;-877.0;323.0;37.0;158.0
-875.0;908.0;116.0;-725.0;221.0;279.0;312.0;368.0;-995.0;247.0;-489.0;-133.0
-967.0;972.0;348.0;-844.0;237.0;209.0;124.0;511.0;-968.0;192.0;-357.0;16.0
-977.0;998.0;155.0;-855.0;226.0;170.0;139.0;401.0;-975.0;186.0;-312.0;17.0
-980.0;980.0;94.0;-855.0;252.0;182.0;147.0;400.0;-965.0;181.0;-293.0;27.0
-1054.0;894.0;-1017.0;-998.0;226.0;204.0;-195.0;-119.0;-1108.0;240.0;-351.0;8.0
-993.0;1012.0;-40.0;-850.0;299.0;211.0;122.0;394.0;-957.0;244.0;-324.0;65.0
-744.0;438.0;-703.0;64.0;853.0;213.0;-3.0;-231.0;-1019.0;367.0;-299.0;37.0
-855.0;968.0;25.0;-564.0;408.0;402.0;89.0;-480.0;-936.0;-3.0;-265.0;-76.0
-532.0;598.0;-2090.0;179.0;802.0;141.0;455.0;329.0;-1020.0;653.0;-8.0;130.0
-975.0;998.0;141.0;-842.0;267.0;211.0;111.0;412.0;-954.0;229.0;-326.0;18.0
-1231.0;842.0;111.0;-1140.0;125.0;-4.0;-219.0;532.0;-1031.0;47.0;-202.0;132.0
