InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
108.0;-270.0;211.0;387.0;191.0;-52.0;-151.0
51.0;-251.0;167.0;380.0;189.0;34.0;-193.0
-110.0;-220.0;80.0;577.0;126.0;209.0;-327.0
118.0;-353.0;335.0;205.0;145.0;-106.0;-220.0
115.0;-269.0;195.0;-1.0;244.0;-18.0;-130.0
74.0;-250.0;161.0;37.0;222.0;28.0;-164.0
44.0;-239.0;143.0;70.0;198.0;58.0;-183.0
-39.0;-185.0;72.0;297.0;48.0;135.0;-267.0
-207.0;-102.0;152.0;328.0;321.0;129.0;-403.0
-205.0;-102.0;152.0;319.0;321.0;127.0;-403.0
-219.0;515.0;-537.0;-41.0;-491.0;190.0;-80.0
-140.0;-418.0;413.0;309.0;-510.0;47.0;-8.0
-202.0;-102.0;152.0;315.0;317.0;127.0;-406.0
139.0;-241.0;187.0;260.0;49.0;-92.0;-270.0
-200.0;-102.0;155.0;327.0;313.0;121.0;-408.0
226.0;-476.0;473.0;47.0;434.0;-113.0;38.0
-573.0;356.0;-632.0;318.0;-670.0;676.0;-735.0
96.0;281.0;-200.0;159.0;-337.0;-254.0;233.0
389.0;-250.0;150.0;627.0;163.0;-204.0;-8.0
-213.0;-81.0;135.0;323.0;308.0;151.0;-403.0
-328.0;-59.0;10.0;403.0;315.0;304.0;-431.0
-205.0;-53.0;124.0;284.0;321.0;157.0;-399.0
165.0;-217.0;124.0;423.0;88.0;-3.0;-224.0
-180.0;23.0;110.0;409.0;341.0;203.0;-393.0
40.0;-166.0;60.0;654.0;-46.0;-41.0;-314.0
144.0;216.0;-117.0;550.0;-88.0;-239.0;345.0
-61.0;390.0;-371.0;248.0;-73.0;28.0;211.0
-151.0;-14.0;66.0;-80.0;468.0;266.0;-347.0
-155.0;1.0;41.0;269.0;457.0;428.0;-417.0
-134.0;36.0;146.0;348.0;347.0;183.0;-376.0
-123.0;35.0;154.0;351.0;340.0;169.0;-372.0
-73.0;5.0;199.0;372.0;311.0;119.0;-336.0
-55.0;-26.0;221.0;373.0;307.0;97.0;-319.0
-46.0;-46.0;230.0;367.0;307.0;84.0;-304.0
-35.0;-68.0;238.0;370.0;312.0;73.0;-288.0
-98.0;-63.0;35.0;-7.0;466.0;47.0;-201.0
-124.0;-31.0;-10.0;58.0;262.0;145.0;-413.0
-92.0;-33.0;-154.0;-50.0;375.0;218.0;-329.0
-177.0;-34.0;-68.0;87.0;201.0;294.0;-542.0
11.0;-168.0;254.0;366.0;335.0;19.0;-233.0
18.0;-198.0;255.0;380.0;339.0;15.0;-225.0
13.0;-221.0;256.0;400.0;333.0;20.0;-222.0
-80.0;-261.0;255.0;469.0;425.0;105.0;-206.0
344.0;512.0;-606.0;-164.0;365.0;-285.0;18.0
347.0;382.0;-333.0;129.0;173.0;-296.0;-242.0
-85.0;-34.0;-66.0;-237.0;273.0;172.0;-504.0
-8.0;-41.0;-77.0;-221.0;-53.0;121.0;-667.0
-152.0;-33.0;-63.0;-125.0;133.0;263.0;-575.0
-207.0;-36.0;-70.0;-14.0;437.0;274.0;-451.0
-151.0;-17.0;-24.0;104.0;449.0;293.0;-434.0
-53.0;-299.0;139.0;500.0;96.0;160.0;-336.0
18.0;-251.0;175.0;365.0;208.0;137.0;-290.0
29.0;-254.0;187.0;327.0;210.0;122.0;-287.0
33.0;-254.0;191.0;314.0;207.0;117.0;-288.0
34.0;-256.0;195.0;303.0;203.0;111.0;-292.0
37.0;-260.0;198.0;301.0;201.0;101.0;-297.0
38.0;-260.0;201.0;304.0;202.0;89.0;-299.0
34.0;-253.0;201.0;332.0;204.0;73.0;-294.0
18.0;-252.0;205.0;428.0;199.0;59.0;-288.0
-45.0;-206.0;167.0;614.0;121.0;138.0;-556.0
3.0;-343.0;187.0;527.0;110.0;83.0;-277.0
22.0;-298.0;247.0;537.0;156.0;78.0;-206.0
32.0;-281.0;218.0;467.0;232.0;40.0;-261.0
42.0;-317.0;229.0;342.0;301.0;74.0;-272.0
45.0;-321.0;231.0;321.0;308.0;66.0;-271.0
502.0;249.0;-380.0;435.0;583.0;-638.0;720.0
51.0;-260.0;222.0;328.0;322.0;-57.0;-147.0
57.0;-262.0;216.0;254.0;311.0;-16.0;-161.0
33.0;-256.0;204.0;243.0;299.0;34.0;-171.0
17.0;-253.0;200.0;246.0;289.0;59.0;-185.0
-15.0;-239.0;182.0;262.0;260.0;110.0;-211.0
-30.0;-233.0;174.0;278.0;241.0;134.0;-226.0
-47.0;-228.0;166.0;297.0;214.0;157.0;-243.0
-95.0;-211.0;138.0;417.0;130.0;213.0;-298.0
-124.0;-188.0;71.0;579.0;26.0;283.0;-446.0
52.0;-327.0;233.0;300.0;320.0;53.0;-264.0
23.0;-325.0;217.0;384.0;284.0;62.0;-251.0
25.0;-327.0;220.0;385.0;294.0;59.0;-235.0
37.0;-333.0;229.0;371.0;302.0;39.0;-222.0
54.0;-341.0;245.0;334.0;331.0;10.0;-195.0
9.0;-303.0;251.0;411.0;292.0;70.0;-127.0
-176.0;-131.0;31.0;625.0;-120.0;321.0;-493.0
105.0;-392.0;337.0;551.0;319.0;21.0;-55.0
55.0;-351.0;326.0;698.0;188.0;-26.0;-212.0
-88.0;-320.0;98.0;551.0;442.0;203.0;-84.0
87.0;-361.0;310.0;481.0;149.0;-107.0;-208.0
160.0;-111.0;49.0;639.0;72.0;-278.0;465.0
-6.0;-287.0;236.0;442.0;212.0;87.0;-137.0
18.0;-276.0;278.0;682.0;-39.0;-123.0;316.0
-45.0;-261.0;209.0;472.0;154.0;112.0;-173.0
-6.0;-311.0;221.0;641.0;204.0;112.0;-199.0
-63.0;-250.0;201.0;500.0;133.0;130.0;-196.0
-68.0;-244.0;196.0;510.0;124.0;133.0;-209.0
77.0;-300.0;280.0;353.0;194.0;-4.0;-227.0
0.0;-338.0;182.0;524.0;102.0;97.0;-277.0
-78.0;-233.0;178.0;516.0;125.0;158.0;-232.0
-77.0;-234.0;177.0;514.0;125.0;157.0;-231.0
-75.0;-239.0;179.0;514.0;123.0;154.0;-227.0
-74.0;-239.0;179.0;513.0;123.0;153.0;-227.0
-52.0;-284.0;289.0;310.0;156.0;113.0;-277.0
-73.0;-239.0;178.0;515.0;125.0;153.0;-227.0
-73.0;-237.0;175.0;519.0;148.0;159.0;-231.0
-77.0;-236.0;172.0;523.0;157.0;164.0;-229.0
-313.0;-76.0;-107.0;309.0;159.0;407.0;-529.0
-399.0;13.0;141.0;652.0;-74.0;610.0;-504.0
-219.0;-127.0;75.0;369.0;288.0;256.0;-281.0
-196.0;-150.0;108.0;388.0;289.0;226.0;-195.0
-124.0;-133.0;183.0;335.0;297.0;70.0;-377.0
-144.0;-139.0;182.0;395.0;311.0;78.0;-357.0
-162.0;-140.0;182.0;361.0;300.0;88.0;-351.0
23.0;-336.0;220.0;392.0;257.0;41.0;-247.0
22.0;-335.0;219.0;391.0;242.0;42.0;-251.0
-185.0;-162.0;121.0;399.0;283.0;216.0;-183.0
-177.0;-175.0;132.0;420.0;270.0;211.0;-164.0
-175.0;-179.0;124.0;470.0;281.0;222.0;-136.0
-111.0;-171.0;174.0;578.0;496.0;239.0;-268.0
-137.0;-175.0;109.0;491.0;341.0;175.0;-122.0
19.0;-334.0;219.0;392.0;229.0;42.0;-269.0
20.0;-334.0;221.0;389.0;237.0;41.0;-273.0
-203.0;-135.0;180.0;384.0;315.0;132.0;-345.0
-3.0;297.0;-189.0;424.0;-631.0;-133.0;117.0
-154.0;-221.0;100.0;479.0;575.0;211.0;-222.0
-102.0;-170.0;77.0;540.0;417.0;137.0;-152.0
-206.0;-134.0;179.0;327.0;328.0;136.0;-347.0
-206.0;-134.0;177.0;354.0;323.0;137.0;-349.0
-205.0;-134.0;170.0;386.0;312.0;139.0;-351.0
-206.0;-132.0;167.0;386.0;309.0;140.0;-353.0
-207.0;-132.0;166.0;336.0;311.0;141.0;-355.0
-213.0;-133.0;171.0;321.0;277.0;134.0;-353.0
-216.0;-126.0;167.0;336.0;304.0;143.0;-359.0
-216.0;-123.0;165.0;326.0;305.0;147.0;-363.0
-106.0;-298.0;154.0;314.0;356.0;20.0;-302.0
-216.0;-121.0;163.0;316.0;308.0;148.0;-368.0
-35.0;-317.0;245.0;456.0;100.0;52.0;-208.0
158.0;-411.0;461.0;512.0;100.0;54.0;-216.0
-69.0;-306.0;244.0;-14.0;243.0;80.0;-149.0
-514.0;544.0;-815.0;-321.0;-802.0;604.0;-601.0
-210.0;-100.0;155.0;365.0;314.0;123.0;-406.0
31.0;-271.0;188.0;-200.0;131.0;67.0;-258.0
-209.0;-100.0;154.0;363.0;311.0;120.0;-408.0
91.0;-211.0;151.0;340.0;-19.0;-168.0;385.0
565.0;-606.0;780.0;-174.0;841.0;-721.0;594.0
-47.0;-295.0;315.0;399.0;175.0;130.0;-188.0
15.0;-397.0;252.0;376.0;247.0;82.0;-191.0
37.0;-419.0;355.0;448.0;326.0;134.0;-98.0
26.0;-319.0;286.0;386.0;322.0;96.0;-154.0
3.0;-284.0;184.0;425.0;828.0;8.0;-15.0
-224.0;-88.0;141.0;388.0;295.0;142.0;-411.0
-147.0;-27.0;-25.0;-162.0;437.0;299.0;-453.0
-142.0;-14.0;-30.0;-239.0;417.0;235.0;-445.0
-146.0;17.0;-28.0;-110.0;554.0;338.0;-373.0
-169.0;2.0;-29.0;-52.0;677.0;334.0;-270.0
-219.0;-83.0;29.0;592.0;419.0;253.0;-381.0
-206.0;-101.0;155.0;377.0;315.0;120.0;-405.0
271.0;-286.0;234.0;99.0;187.0;-122.0;-120.0
-216.0;-104.0;153.0;378.0;323.0;142.0;-393.0
-179.0;-83.0;221.0;270.0;350.0;94.0;-445.0
-201.0;-102.0;153.0;382.0;314.0;129.0;-408.0
45.0;-335.0;264.0;96.0;138.0;36.0;-272.0
-81.0;-84.0;42.0;-44.0;540.0;26.0;-115.0
-145.0;-6.0;-43.0;356.0;416.0;461.0;-435.0
-205.0;-102.0;151.0;373.0;320.0;128.0;-404.0
-219.0;-105.0;151.0;347.0;316.0;146.0;-393.0
-220.0;-105.0;151.0;405.0;313.0;147.0;-393.0
-218.0;-114.0;157.0;400.0;298.0;148.0;-380.0
0.0;-278.0;247.0;498.0;1.0;73.0;-375.0
9.0;-422.0;323.0;291.0;172.0;100.0;-221.0
-218.0;-117.0;159.0;421.0;303.0;149.0;-374.0
-78.0;-264.0;286.0;434.0;274.0;188.0;-67.0
-81.0;-258.0;292.0;411.0;224.0;181.0;-108.0
-216.0;-121.0;163.0;386.0;306.0;149.0;-366.0
-107.0;-238.0;118.0;553.0;272.0;196.0;-367.0
-82.0;-317.0;188.0;281.0;399.0;-10.0;-258.0
-86.0;-254.0;292.0;410.0;198.0;184.0;-128.0
-216.0;-122.0;164.0;409.0;312.0;151.0;-365.0
-63.0;-405.0;220.0;343.0;218.0;209.0;-248.0
-216.0;-123.0;166.0;393.0;306.0;147.0;-362.0
-216.0;-124.0;166.0;419.0;315.0;147.0;-360.0
-126.0;-226.0;293.0;447.0;155.0;213.0;-148.0
-215.0;-130.0;169.0;400.0;297.0;140.0;-355.0
-207.0;-102.0;152.0;364.0;322.0;130.0;-404.0
-125.0;-191.0;251.0;506.0;320.0;229.0;-244.0
-208.0;-102.0;152.0;371.0;323.0;131.0;-403.0
-206.0;-375.0;403.0;804.0;-202.0;-72.0;171.0
-164.0;-8.0;-27.0;180.0;439.0;337.0;-487.0
-209.0;-103.0;153.0;381.0;324.0;130.0;-403.0
-210.0;-102.0;153.0;380.0;324.0;130.0;-400.0
21.0;-250.0;208.0;487.0;194.0;29.0;-279.0
29.0;-276.0;220.0;480.0;224.0;38.0;-264.0
69.0;-341.0;275.0;384.0;282.0;-101.0;-120.0
-205.0;-134.0;172.0;414.0;319.0;140.0;-350.0
-69.0;-209.0;76.0;601.0;754.0;200.0;-154.0
524.0;-327.0;541.0;423.0;618.0;-643.0;756.0
-212.0;-102.0;155.0;381.0;321.0;134.0;-397.0
68.0;-343.0;234.0;307.0;335.0;27.0;-284.0
65.0;-332.0;321.0;360.0;327.0;-15.0;-287.0
-213.0;-103.0;154.0;375.0;320.0;137.0;-398.0
59.0;-342.0;252.0;318.0;370.0;1.0;-177.0
67.0;-344.0;260.0;294.0;464.0;5.0;-140.0
64.0;-367.0;279.0;329.0;662.0;20.0;-178.0
63.0;-361.0;301.0;381.0;364.0;-25.0;-24.0
579.0;486.0;-737.0;456.0;810.0;-708.0;698.0
27.0;-335.0;291.0;309.0;95.0;69.0;-241.0
42.0;-312.0;275.0;1060.0;120.0;-11.0;-247.0
-215.0;-103.0;154.0;337.0;324.0;140.0;-394.0
81.0;-385.0;270.0;425.0;900.0;77.0;158.0
123.0;-364.0;350.0;290.0;260.0;-128.0;-192.0
-5.0;-331.0;179.0;511.0;120.0;115.0;-288.0
-75.0;-236.0;186.0;524.0;130.0;147.0;-232.0
-76.0;-234.0;183.0;524.0;127.0;150.0;-235.0
29.0;-339.0;224.0;389.0;302.0;36.0;-242.0
31.0;-341.0;226.0;384.0;316.0;34.0;-241.0
33.0;-342.0;228.0;382.0;329.0;32.0;-241.0
135.0;-366.0;347.0;473.0;348.0;-135.0;-241.0
35.0;-344.0;232.0;374.0;351.0;29.0;-241.0
38.0;-348.0;237.0;362.0;373.0;25.0;-236.0
-78.0;-232.0;180.0;526.0;125.0;154.0;-236.0
-79.0;-231.0;179.0;525.0;127.0;156.0;-234.0
-78.0;-231.0;178.0;521.0;128.0;157.0;-232.0
-78.0;-232.0;177.0;519.0;125.0;158.0;-232.0
45.0;-361.0;239.0;352.0;369.0;25.0;-180.0
47.0;-363.0;234.0;364.0;338.0;24.0;-171.0
46.0;-363.0;232.0;371.0;331.0;24.0;-167.0
27.0;-347.0;216.0;387.0;350.0;39.0;-170.0
279.0;-451.0;501.0;-194.0;428.0;-233.0;11.0
-196.0;-136.0;180.0;418.0;319.0;125.0;-346.0
21.0;-344.0;356.0;223.0;205.0;29.0;-217.0
-3.0;-403.0;310.0;333.0;202.0;124.0;-254.0
-122.0;-278.0;170.0;615.0;228.0;283.0;-231.0
-261.0;-38.0;-108.0;739.0;59.0;390.0;-391.0
-77.0;-236.0;168.0;530.0;149.0;164.0;-237.0
-89.0;-218.0;145.0;548.0;101.0;186.0;-284.0
-233.0;-100.0;69.0;652.0;64.0;349.0;-311.0
-22.0;-272.0;177.0;614.0;-2.0;196.0;-371.0
-42.0;-225.0;172.0;646.0;72.0;116.0;-271.0
-80.0;-174.0;187.0;442.0;307.0;140.0;-562.0
-152.0;-81.0;209.0;333.0;321.0;118.0;-456.0
-162.0;-64.0;174.0;213.0;384.0;166.0;-424.0
-178.0;-83.0;216.0;270.0;353.0;116.0;-445.0
41.0;-406.0;289.0;295.0;260.0;31.0;-185.0
330.0;-52.0;941.0;-430.0;758.0;-687.0;601.0
13.0;-262.0;270.0;382.0;291.0;-26.0;-483.0
583.0;-604.0;773.0;380.0;766.0;-799.0;407.0
404.0;-603.0;667.0;-129.0;585.0;-340.0;255.0
556.0;543.0;-730.0;-124.0;820.0;-654.0;738.0
-81.0;-239.0;287.0;483.0;44.0;-20.0;342.0
-174.0;-71.0;188.0;314.0;365.0;156.0;-444.0
-172.0;-68.0;177.0;320.0;388.0;188.0;-422.0
-342.0;-128.0;107.0;667.0;161.0;434.0;-441.0
147.0;-422.0;403.0;407.0;345.0;-53.0;-26.0
-11.0;-306.0;179.0;479.0;279.0;130.0;-303.0
167.0;-414.0;404.0;666.0;326.0;-104.0;-121.0
59.0;-330.0;219.0;365.0;324.0;20.0;-319.0
49.0;-239.0;279.0;249.0;-51.0;-84.0;-484.0
60.0;-332.0;253.0;174.0;89.0;22.0;-321.0
-538.0;-560.0;821.0;-333.0;-777.0;578.0;-575.0
-298.0;-212.0;947.0;-592.0;-737.0;558.0;-589.0
-158.0;-86.0;222.0;227.0;343.0;43.0;-446.0
-150.0;-86.0;222.0;227.0;342.0;37.0;-446.0
-78.0;-271.0;294.0;467.0;179.0;157.0;-202.0
-241.0;35.0;-221.0;181.0;131.0;374.0;-570.0
-298.0;13.0;-169.0;654.0;-311.0;488.0;-664.0
57.0;-276.0;294.0;236.0;308.0;-30.0;-342.0
-219.0;-104.0;151.0;406.0;316.0;146.0;-394.0
-188.0;-184.0;79.0;647.0;783.0;442.0;-102.0
-488.0;-398.0;714.0;111.0;-786.0;637.0;-752.0
-130.0;-11.0;-52.0;-115.0;417.0;345.0;-493.0
43.0;-358.0;241.0;350.0;392.0;24.0;-193.0
-6.0;-305.0;188.0;518.0;294.0;102.0;-234.0
-161.0;-2.0;-20.0;-54.0;125.0;329.0;-442.0
25.0;-345.0;244.0;377.0;535.0;62.0;-259.0
