InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Nav_Ay;Accelerometer LUA^ accX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Ax
94.0;-100.0;980.0;-6;438.0;18;-23;661;-23;15
-114.0;-61.0;922.0;2;437.0;11;-17;759;-17;3
-29.0;-70.0;927.0;-2;364.0;16;-12;754;-12;3
-157.0;206.0;893.0;6;400.0;12;4;753;4;0
-73.0;-20.0;956.0;7;418.0;19;12;656;12;14
75.0;-73.0;1001.0;-2;510.0;18;-38;667;-38;8
41.0;-81.0;999.0;3;490.0;15;-9;660;-9;5
7.0;-3.0;984.0;0;510.0;18;-24;659;-24;12
23.0;-13.0;994.0;-2;515.0;18;-25;660;-25;13
37.0;-8.0;987.0;-4;496.0;18;-25;660;-25;13
32.0;26.0;967.0;-3;411.0;13;-13;668;-13;40
3.0;22.0;956.0;-1;399.0;10;-6;664;-6;34
48.0;97.0;948.0;1;418.0;12;-5;673;-5;37
32.0;42.0;948.0;2;398.0;17;31;656;31;-23
15.0;-48.0;920.0;6;332.0;19;-20;673;-20;19
103.0;12.0;976.0;-9;523.0;18;-26;659;-26;13
75.0;-5.0;977.0;-6;519.0;18;-25;659;-25;13
19.0;-17.0;1011.0;3;503.0;18;-25;660;-25;13
12.0;-20.0;988.0;-1;493.0;18;-25;659;-25;13
11.0;-23.0;1009.0;-8;508.0;18;-25;659;-25;13
15.0;-13.0;997.0;-2;535.0;18;-25;660;-25;13
-7.0;-49.0;941.0;6;320.0;18;-27;675;-27;19
-22.0;-54.0;942.0;7;325.0;18;-25;675;-25;19
42.0;22.0;920.0;7;301.0;18;-25;675;-25;19
45.0;9.0;927.0;7;317.0;18;-25;675;-25;19
9.0;-16.0;949.0;4;314.0;17;-19;672;-19;14
6.0;-10.0;957.0;1;314.0;17;-12;670;-12;9
-18.0;5.0;923.0;0;303.0;9;-25;676;-25;8
-27.0;-18.0;938.0;0;318.0;17;-6;675;-6;24
18.0;-12.0;918.0;4;301.0;15;-6;669;-6;14
58.0;1.0;956.0;0;312.0;20;-8;666;-8;13
46.0;-17.0;942.0;0;322.0;19;-44;667;-44;15
-35.0;67.0;984.0;-14;495.0;20;3;663;3;15
-14.0;-17.0;913.0;-2;308.0;18;-14;753;-14;28
-41.0;23.0;1005.0;-33;493.0;20;6;663;6;15
38.0;-12.0;987.0;189;560.0;14;-12;674;-12;29
-40.0;251.0;1012.0;2;539.0;15;5;663;5;-7
306.0;-29.0;984.0;-204;492.0;12;-35;661;-35;64
-7.0;26.0;930.0;3;305.0;22;8;664;8;12
-61.0;52.0;919.0;1;343.0;13;-7;753;-7;20
14.0;47.0;971.0;5;436.0;14;9;658;9;4
2.0;46.0;935.0;-2;314.0;26;19;656;19;-3
4.0;32.0;927.0;-4;326.0;19;28;660;28;-3
26.0;22.0;935.0;4;303.0;21;-15;667;-15;11
34.0;87.0;916.0;-3;482.0;13;-3;753;-3;20
-51.0;70.0;903.0;2;459.0;21;-5;656;-5;3
-16.0;102.0;942.0;2;460.0;10;13;759;13;15
-19.0;-128.0;947.0;2;514.0;16;5;660;5;11
-34.0;-194.0;1002.0;-28;369.0;21;-5;652;-5;18
438.0;-168.0;1000.0;4;424.0;18;-16;663;-16;21
7.0;93.0;928.0;2;461.0;8;19;763;19;11
57.0;93.0;922.0;-1;477.0;11;28;758;28;30
-16.0;5.0;954.0;3;430.0;19;11;656;11;12
-83.0;29.0;956.0;7;412.0;23;-24;656;-24;9
139.0;157.0;938.0;-2;571.0;10;7;752;7;5
68.0;57.0;925.0;1;484.0;15;-8;757;-8;22
28.0;52.0;956.0;-6;323.0;22;-1;652;-1;9
104.0;-43.0;900.0;-5;368.0;20;-15;643;-15;0
98.0;-33.0;981.0;-5;418.0;18;0;663;0;21
94.0;20.0;963.0;-4;428.0;14;-13;667;-13;10
11.0;28.0;945.0;-1;466.0;17;0;751;0;25
25.0;0.0;922.0;-2;312.0;25;-41;652;-41;7
13.0;-18.0;916.0;2;370.0;20;-8;660;-8;3
26.0;17.0;945.0;-2;333.0;19;-11;656;-11;3
6.0;5.0;937.0;-3;482.0;15;-34;756;-34;22
-9.0;-17.0;936.0;-2;478.0;13;-13;756;-13;26
4.0;35.0;934.0;3;323.0;19;-24;663;-24;8
11.0;-80.0;964.0;2;439.0;14;9;754;9;30
358.0;-55.0;974.0;6;370.0;6;-4;666;-4;-7
-69.0;-16.0;947.0;2;394.0;18;-33;657;-33;8
12.0;-16.0;952.0;-6;455.0;4;-7;761;-7;21
-14.0;-25.0;945.0;2;409.0;17;4;659;4;2
49.0;-18.0;957.0;-6;456.0;18;-13;750;-13;29
-7.0;14.0;931.0;-1;303.0;15;-26;665;-26;16
3.0;28.0;944.0;0;305.0;19;-19;669;-19;20
-25.0;2.0;954.0;2;322.0;19;24;654;24;8
41.0;1.0;956.0;2;419.0;20;-12;748;-12;31
-22.0;-9.0;948.0;-2;459.0;10;-3;759;-3;26
47.0;25.0;957.0;0;399.0;16;-15;656;-15;7
0.0;-10.0;960.0;2;451.0;8;-12;763;-12;27
32.0;-19.0;957.0;-6;441.0;9;-3;758;-3;21
-12.0;-11.0;963.0;0;451.0;14;-4;754;-4;26
-22.0;47.0;952.0;3;325.0;22;-39;655;-39;8
146.0;-40.0;944.0;-2;360.0;21;29;649;29;-2
15.0;59.0;909.0;4;359.0;23;-32;656;-32;4
136.0;-291.0;908.0;161;346.0;60;-401;626;-401;-164
8.0;-20.0;958.0;4;353.0;17;-7;654;-7;7
-34.0;3.0;918.0;2;335.0;20;29;655;29;5
-179.0;144.0;953.0;-110;508.0;6;19;733;19;30
-21.0;19.0;949.0;2;478.0;12;20;761;20;28
-5.0;-27.0;937.0;-2;329.0;9;2;662;2;2
-136.0;-168.0;997.0;17;259.0;226;159;509;159;-27
-12.0;-23.0;950.0;2;488.0;11;19;761;19;28
32.0;-36.0;956.0;7;322.0;21;-8;652;-8;18
61.0;1.0;958.0;-1;336.0;20;-13;651;-13;13
37.0;-26.0;957.0;4;475.0;9;-7;758;-7;23
-4.0;41.0;966.0;1;343.0;18;-10;658;-10;7
-2.0;83.0;964.0;-2;319.0;17;-2;660;-2;14
-39.0;60.0;966.0;-1;333.0;19;-5;656;-5;14
9.0;-25.0;954.0;5;495.0;12;2;755;2;27
-5.0;-22.0;956.0;4;486.0;14;-19;755;-19;29
9.0;-13.0;928.0;-1;498.0;13;0;760;0;25
3.0;65.0;938.0;4;321.0;20;10;656;10;5
31.0;5.0;960.0;-4;313.0;20;15;649;15;5
24.0;-29.0;945.0;5;312.0;20;-11;652;-11;6
-8.0;39.0;947.0;1;493.0;10;-12;758;-12;27
48.0;-41.0;947.0;-5;345.0;24;-13;649;-13;8
55.0;-24.0;937.0;2;322.0;22;9;648;9;11
31.0;-7.0;946.0;0;300.0;21;8;651;8;14
2.0;20.0;953.0;-1;308.0;18;18;658;18;14
28.0;-6.0;925.0;-4;326.0;16;-3;654;-3;10
35.0;-42.0;920.0;-3;323.0;23;-11;652;-11;13
53.0;-90.0;956.0;0;322.0;12;-7;673;-7;38
26.0;-32.0;944.0;5;332.0;21;9;652;9;9
-27.0;-8.0;934.0;0;332.0;22;30;652;30;9
-15.0;21.0;928.0;-5;331.0;24;-8;649;-8;12
23.0;-7.0;959.0;3;342.0;14;17;657;17;9
1.0;7.0;967.0;1;356.0;17;-11;658;-11;9
26.0;-10.0;950.0;-2;303.0;22;10;654;10;14
11.0;-18.0;932.0;2;303.0;15;-3;658;-3;10
-14.0;14.0;949.0;5;317.0;17;-6;655;-6;11
16.0;10.0;942.0;-2;305.0;20;9;653;9;4
43.0;54.0;959.0;1;500.0;11;-9;759;-9;23
37.0;-23.0;930.0;0;307.0;17;5;656;5;4
9.0;71.0;951.0;0;504.0;14;-26;755;-26;27
-23.0;-17.0;926.0;4;333.0;16;-16;661;-16;6
-18.0;14.0;920.0;-1;317.0;19;-20;655;-20;8
5.0;-2.0;933.0;-3;313.0;20;5;652;5;13
22.0;-25.0;934.0;0;315.0;22;-11;652;-11;15
-1.0;43.0;940.0;2;497.0;16;13;754;13;35
89.0;75.0;956.0;7;399.0;16;12;654;12;10
-29.0;-12.0;948.0;-4;502.0;16;10;754;10;34
0.0;-23.0;939.0;0;488.0;16;5;754;5;33
33.0;-41.0;911.0;4;341.0;15;23;660;23;13
5.0;-28.0;942.0;2;333.0;22;-10;656;-10;8
-34.0;-4.0;916.0;4;323.0;14;4;659;4;2
-33.0;-9.0;931.0;0;323.0;16;-5;656;-5;6
-62.0;17.0;918.0;0;332.0;18;-13;656;-13;9
2.0;-13.0;946.0;1;510.0;15;-31;757;-31;27
9.0;1.0;946.0;1;505.0;15;-16;752;-16;25
21.0;-4.0;948.0;-1;492.0;12;-22;754;-22;23
2.0;-21.0;910.0;-8;307.0;21;20;657;20;14
10.0;-24.0;912.0;1;342.0;13;15;661;15;4
20.0;-5.0;922.0;1;332.0;21;0;652;0;13
-34.0;26.0;889.0;-1;333.0;16;10;659;10;17
-33.0;52.0;919.0;-2;310.0;20;-8;655;-8;18
7.0;4.0;939.0;-3;494.0;13;-22;754;-22;24
20.0;-8.0;959.0;1;321.0;17;9;659;9;20
63.0;-23.0;921.0;9;324.0;20;-24;656;-24;20
-20.0;-17.0;917.0;0;504.0;16;-10;752;-10;28
-53.0;80.0;948.0;-4;374.0;14;-13;679;-13;19
-42.0;50.0;951.0;0;339.0;25;-33;649;-33;16
30.0;23.0;939.0;3;352.0;18;18;656;18;9
24.0;-1.0;926.0;4;497.0;15;-8;753;-8;32
-23.0;152.0;966.0;-1;358.0;15;8;670;8;40
-10.0;4.0;939.0;2;507.0;14;-5;750;-5;24
1.0;13.0;968.0;-3;360.0;32;-2;639;-2;21
14.0;35.0;961.0;-3;333.0;21;-21;656;-21;7
-30.0;59.0;923.0;-5;314.0;18;-4;655;-4;6
-53.0;46.0;926.0;-5;328.0;14;-38;666;-38;14
22.0;-9.0;948.0;-2;503.0;10;9;758;9;26
17.0;22.0;939.0;1;377.0;16;-20;656;-20;16
30.0;17.0;930.0;-4;299.0;21;20;658;20;15
17.0;-7.0;955.0;-4;315.0;22;7;656;7;16
-6.0;27.0;951.0;-4;339.0;14;-8;661;-8;9
-33.0;46.0;943.0;-1;326.0;21;-8;658;-8;12
-18.0;40.0;949.0;8;314.0;22;16;652;16;10
-18.0;44.0;936.0;-5;318.0;19;11;655;11;12
-1.0;59.0;947.0;-2;308.0;23;23;654;23;16
-14.0;56.0;928.0;2;329.0;24;-29;651;-29;8
-11.0;64.0;937.0;3;337.0;25;19;654;19;15
51.0;-13.0;919.0;-5;329.0;17;-7;657;-7;12
47.0;-28.0;937.0;1;351.0;18;-11;653;-11;11
19.0;-26.0;941.0;-2;332.0;19;3;654;3;9
15.0;5.0;925.0;-3;334.0;21;5;653;5;8
-11.0;37.0;938.0;-5;328.0;20;5;657;5;8
32.0;-7.0;927.0;4;324.0;15;-1;656;-1;7
21.0;-1.0;927.0;-1;311.0;24;-20;657;-20;12
37.0;-7.0;928.0;4;303.0;17;11;657;11;7
48.0;-9.0;933.0;-1;311.0;15;32;654;32;8
32.0;1.0;917.0;0;322.0;22;-31;652;-31;13
11.0;-16.0;930.0;-2;333.0;16;8;661;8;13
18.0;16.0;921.0;-1;303.0;21;-7;656;-7;15
63.0;-16.0;937.0;3;330.0;19;8;658;8;7
-14.0;-17.0;917.0;2;331.0;15;5;656;5;9
19.0;-35.0;937.0;0;339.0;20;8;655;8;13
6.0;18.0;927.0;6;324.0;21;-18;653;-18;14
7.0;0.0;934.0;2;352.0;22;10;653;10;16
33.0;25.0;934.0;6;320.0;21;19;655;19;9
70.0;-24.0;921.0;5;337.0;18;-14;657;-14;13
-22.0;28.0;947.0;0;344.0;20;16;656;16;14
-31.0;19.0;928.0;7;336.0;19;0;656;0;11
-6.0;17.0;940.0;2;336.0;19;2;658;2;12
24.0;18.0;943.0;-4;331.0;15;-16;657;-16;10
30.0;19.0;923.0;1;352.0;17;-15;657;-15;12
7.0;-10.0;929.0;-2;341.0;19;19;656;19;9
23.0;10.0;922.0;3;334.0;18;10;658;10;13
18.0;25.0;923.0;-1;329.0;19;1;655;1;11
22.0;-11.0;956.0;2;317.0;21;19;654;19;13
60.0;-8.0;919.0;-1;331.0;20;6;656;6;10
18.0;-61.0;938.0;3;330.0;25;6;649;6;17
56.0;-36.0;954.0;3;351.0;19;-1;656;-1;9
35.0;-29.0;919.0;0;334.0;22;4;650;4;13
46.0;-40.0;926.0;-4;340.0;17;16;655;16;8
-16.0;-13.0;926.0;0;334.0;22;22;652;22;10
28.0;-36.0;942.0;2;340.0;22;31;657;31;13
-12.0;-15.0;956.0;1;322.0;21;-8;654;-8;13
4.0;55.0;935.0;-4;334.0;19;-7;654;-7;11
-10.0;4.0;944.0;-5;333.0;21;-19;654;-19;15
9.0;-4.0;937.0;1;322.0;20;-1;657;-1;10
40.0;-65.0;934.0;3;326.0;17;5;655;5;9
55.0;-70.0;940.0;4;332.0;17;-6;654;-6;7
40.0;-42.0;931.0;-5;327.0;20;-1;653;-1;17
15.0;-13.0;907.0;-1;328.0;14;32;659;32;17
32.0;-18.0;966.0;-3;339.0;14;25;659;25;10
32.0;-24.0;956.0;3;489.0;14;-19;754;-19;31
-37.0;59.0;949.0;-1;332.0;28;8;647;8;17
26.0;18.0;937.0;4;316.0;21;-11;656;-11;28
-22.0;43.0;926.0;0;323.0;18;-14;656;-14;14
34.0;-18.0;932.0;3;495.0;12;-5;754;-5;26
-2.0;2.0;928.0;1;500.0;16;-8;751;-8;16
9.0;8.0;946.0;-2;497.0;16;-15;752;-15;23
-6.0;14.0;947.0;-1;492.0;10;18;757;18;30
-60.0;-148.0;926.0;-2;306.0;93;-146;171;-146;-29
-66.0;43.0;912.0;0;370.0;14;12;658;12;12
-18.0;30.0;926.0;4;358.0;23;-10;652;-10;23
-13.0;29.0;937.0;-2;390.0;25;3;654;3;16
-17.0;52.0;924.0;1;361.0;24;1;654;1;13
-15.0;43.0;930.0;-1;367.0;24;18;655;18;18
20.0;8.0;936.0;4;506.0;17;-4;753;-4;27
-29.0;-30.0;941.0;1;492.0;17;-32;754;-32;24
-41.0;58.0;904.0;0;372.0;13;18;662;18;11
-17.0;20.0;928.0;4;330.0;24;10;654;10;13
27.0;-29.0;918.0;2;328.0;21;-12;652;-12;17
65.0;-16.0;956.0;7;333.0;16;12;656;12;6
62.0;2.0;945.0;4;359.0;21;-12;658;-12;9
26.0;12.0;909.0;-2;357.0;22;-4;657;-4;18
-24.0;-15.0;924.0;7;332.0;20;17;657;17;12
7.0;-50.0;899.0;0;349.0;22;40;657;40;17
32.0;2.0;923.0;-5;346.0;21;20;656;20;13
24.0;-18.0;919.0;-5;352.0;22;-10;653;-10;19
38.0;-41.0;907.0;-4;352.0;23;-12;653;-12;19
38.0;-18.0;918.0;-1;350.0;18;-4;655;-4;16
54.0;-3.0;931.0;0;335.0;24;12;651;12;19
-17.0;14.0;908.0;5;364.0;14;-11;665;-11;11
-26.0;12.0;899.0;-3;344.0;16;-5;659;-5;8
29.0;11.0;903.0;5;331.0;22;11;656;11;19
190.0;-158.0;919.0;5;394.0;26;-10;650;-10;15
2.0;-16.0;956.0;1;492.0;13;-6;755;-6;24
-11.0;-10.0;940.0;-1;513.0;8;14;758;14;23
23.0;-18.0;939.0;5;495.0;16;-14;753;-14;26
35.0;-14.0;941.0;6;495.0;18;-24;749;-24;23
35.0;83.0;920.0;0;345.0;24;-23;649;-23;10
80.0;43.0;915.0;4;325.0;19;-1;656;-1;3
32.0;-12.0;950.0;4;496.0;16;-14;751;-14;24
14.0;-7.0;927.0;-2;482.0;15;9;755;9;26
-26.0;2.0;930.0;7;328.0;18;-11;655;-11;5
-16.0;-25.0;930.0;1;344.0;24;-4;647;-4;15
14.0;-17.0;932.0;4;485.0;12;24;751;24;22
3.0;-30.0;943.0;-3;495.0;13;-41;754;-41;22
0.0;8.0;951.0;-1;515.0;11;-25;755;-25;24
-40.0;-9.0;921.0;-1;514.0;11;0;755;0;28
1.0;0.0;935.0;2;496.0;12;-12;756;-12;23
53.0;97.0;946.0;6;410.0;5;4;665;4;5
26.0;-10.0;948.0;-1;492.0;13;13;753;13;24
16.0;0.0;945.0;-1;507.0;12;12;750;12;25
-63.0;25.0;923.0;3;408.0;23;-18;648;-18;12
8.0;-22.0;947.0;0;508.0;7;-17;761;-17;23
40.0;-9.0;922.0;2;519.0;8;-12;758;-12;24
11.0;35.0;947.0;-2;488.0;14;-2;757;-2;31
32.0;4.0;938.0;-1;495.0;14;-1;757;-1;33
12.0;6.0;938.0;1;493.0;13;-13;758;-13;23
25.0;-15.0;949.0;0;494.0;15;-5;754;-5;24
33.0;19.0;949.0;-1;495.0;8;-1;758;-1;28
27.0;-15.0;938.0;-1;505.0;14;24;756;24;28
16.0;4.0;936.0;5;507.0;14;40;755;40;28
19.0;-1.0;948.0;1;304.0;20;-23;662;-23;11
22.0;33.0;940.0;-2;307.0;20;-21;657;-21;15
-26.0;30.0;940.0;-3;311.0;14;-19;670;-19;9
-3.0;17.0;918.0;-4;318.0;15;-11;669;-11;13
-27.0;31.0;908.0;-2;302.0;15;-4;665;-4;20
-32.0;60.0;934.0;-2;321.0;19;-2;665;-2;18
-37.0;-1.0;978.0;33;466.0;22;-36;658;-36;18
-19.0;62.0;941.0;4;315.0;23;-19;664;-19;20
43.0;19.0;953.0;-14;379.0;13;-12;679;-12;67
0.0;62.0;911.0;7;438.0;12;-12;668;-12;21
27.0;39.0;839.0;3;363.0;18;0;743;0;18
-17.0;29.0;924.0;4;545.0;20;27;650;27;-4
-27.0;26.0;920.0;4;549.0;25;9;655;9;-1
55.0;17.0;840.0;4;361.0;10;14;752;14;23
237.0;-52.0;799.0;3;440.0;11;-5;741;-5;18
57.0;92.0;972.0;7;408.0;21;19;660;19;-5
-38.0;-47.0;964.0;0;423.0;15;-14;701;-14;47
4.0;-36.0;991.0;0;449.0;17;-21;698;-21;42
-195.0;199.0;781.0;-6;486.0;20;14;732;14;15
-41.0;48.0;851.0;-5;386.0;13;-5;750;-5;23
-12.0;74.0;970.0;3;446.0;20;-25;697;-25;46
-56.0;-78.0;963.0;-6;333.0;15;-8;703;-8;48
85.0;6.0;976.0;6;352.0;21;38;696;38;50
96.0;13.0;964.0;1;357.0;19;16;700;16;46
-54.0;-80.0;914.0;5;479.0;12;-22;748;-22;30
-10.0;-89.0;914.0;5;411.0;13;4;751;4;25
-11.0;-97.0;935.0;4;480.0;11;4;752;4;19
20.0;-117.0;946.0;-1;445.0;15;-9;748;-9;26
62.0;-6.0;925.0;1;554.0;16;-15;657;-15;-9
10.0;-27.0;928.0;-1;541.0;19;0;653;0;-10
54.0;-217.0;973.0;-1;462.0;14;-17;753;-17;23
27.0;-165.0;888.0;-2;411.0;8;-13;764;-13;3
103.0;14.0;970.0;4;352.0;18;22;703;22;44
-27.0;-125.0;918.0;4;448.0;15;-21;746;-21;26
32.0;22.0;931.0;0;552.0;20;-3;650;-3;-6
21.0;-66.0;923.0;5;468.0;12;-4;750;-4;22
-4.0;-49.0;930.0;2;445.0;12;27;751;27;22
-11.0;-43.0;917.0;-2;437.0;15;18;750;18;25
5.0;-23.0;922.0;-1;553.0;21;-14;649;-14;-6
-9.0;22.0;923.0;0;547.0;21;-38;650;-38;-10
-4.0;-43.0;934.0;3;439.0;15;-40;746;-40;26
47.0;-18.0;919.0;-1;521.0;17;4;748;4;25
-35.0;-11.0;929.0;4;508.0;16;-9;744;-9;25
7.0;-26.0;907.0;4;441.0;16;1;743;1;26
3.0;4.0;911.0;2;413.0;17;-1;743;-1;25
-70.0;71.0;908.0;0;494.0;12;-22;750;-22;28
43.0;-17.0;941.0;-2;541.0;17;9;748;9;24
36.0;0.0;932.0;-1;521.0;12;-21;752;-21;28
-9.0;-39.0;953.0;-2;501.0;12;20;750;20;26
3.0;-15.0;810.0;-1;468.0;19;-22;739;-22;16
-18.0;1.0;932.0;-2;525.0;15;8;747;8;27
-27.0;12.0;924.0;1;521.0;15;-10;749;-10;31
-6.0;-25.0;935.0;2;523.0;16;-2;748;-2;25
20.0;10.0;923.0;-1;526.0;16;-11;750;-11;23
25.0;-61.0;859.0;-4;361.0;14;-13;675;-13;1
3.0;3.0;928.0;-3;537.0;13;48;749;48;25
-11.0;-9.0;934.0;0;532.0;14;5;751;5;29
25.0;-17.0;937.0;-1;538.0;16;-9;744;-9;27
17.0;36.0;857.0;3;370.0;21;-30;671;-30;7
30.0;-2.0;937.0;-2;638.0;9;-13;756;-13;7
30.0;6.0;867.0;8;365.0;25;-9;662;-9;-6
28.0;-11.0;909.0;0;552.0;14;0;746;0;28
54.0;4.0;860.0;-1;395.0;20;-19;667;-19;0
83.0;-12.0;893.0;4;373.0;21;-7;674;-7;3
30.0;113.0;894.0;6;401.0;20;1;658;1;-7
-60.0;-16.0;926.0;1;552.0;12;3;755;3;27
97.0;-18.0;850.0;1;446.0;10;-13;741;-13;18
32.0;4.0;862.0;6;447.0;13;-31;746;-31;26
-8.0;-7.0;860.0;3;469.0;13;-4;746;-4;23
9.0;11.0;871.0;3;496.0;15;2;743;2;22
33.0;0.0;867.0;5;496.0;14;7;745;7;24
37.0;-1.0;846.0;7;507.0;17;19;740;19;29
18.0;-9.0;849.0;2;530.0;20;1;738;1;29
