InertialMeasurementUnit LUA magneticY;Accelerometer LUA^ accY;Accelerometer LUA_ accY;InertialMeasurementUnit L-SHOE Compass;Accelerometer LWR accY;Accelerometer RWR accY;InertialMeasurementUnit LLA accX;InertialMeasurementUnit R-SHOE Body_Ay
134.0;862.0;931.0;113;866.0;507.0;-956.0;387
141.0;855.0;941.0;113;872.0;538.0;-954.0;386
151.0;845.0;932.0;113;873.0;558.0;-944.0;390
157.0;853.0;922.0;113;844.0;590.0;-945.0;391
109.0;926.0;847.0;-148;614.0;473.0;-617.0;386
162.0;858.0;926.0;113;851.0;617.0;-934.0;391
160.0;845.0;926.0;113;840.0;398.0;-935.0;385
158.0;867.0;900.0;113;823.0;295.0;-934.0;391
532.0;902.0;869.0;141;646.0;197.0;-828.0;379
-82.0;814.0;813.0;137;674.0;579.0;-802.0;554
-310.0;838.0;703.0;-38;496.0;608.0;-674.0;446
186.0;931.0;939.0;16;857.0;678.0;-949.0;362
195.0;958.0;953.0;16;888.0;605.0;-940.0;365
190.0;965.0;943.0;16;868.0;660.0;-927.0;365
183.0;940.0;940.0;16;843.0;625.0;-957.0;364
156.0;913.0;963.0;16;827.0;698.0;-924.0;364
153.0;919.0;953.0;16;842.0;726.0;-927.0;366
126.0;906.0;920.0;16;822.0;742.0;-911.0;365
148.0;868.0;944.0;113;870.0;342.0;-938.0;388
126.0;892.0;974.0;113;890.0;421.0;-939.0;385
126.0;889.0;966.0;113;869.0;481.0;-952.0;385
126.0;911.0;956.0;113;868.0;481.0;-950.0;383
123.0;884.0;931.0;113;858.0;479.0;-947.0;384
123.0;902.0;947.0;113;849.0;437.0;-934.0;386
117.0;860.0;941.0;113;876.0;360.0;-945.0;386
107.0;906.0;944.0;14;828.0;734.0;-946.0;380
114.0;884.0;943.0;113;903.0;395.0;-938.0;388
109.0;890.0;973.0;113;895.0;463.0;-936.0;385
84.0;904.0;965.0;113;864.0;440.0;-936.0;385
80.0;917.0;944.0;113;860.0;409.0;-935.0;388
77.0;897.0;924.0;113;854.0;339.0;-937.0;390
79.0;907.0;960.0;113;859.0;411.0;-940.0;386
79.0;896.0;952.0;113;858.0;496.0;-937.0;385
81.0;872.0;965.0;113;868.0;439.0;-936.0;390
288.0;1009.0;734.0;36;702.0;613.0;-996.0;357
79.0;903.0;921.0;113;835.0;366.0;-949.0;388
74.0;890.0;934.0;113;860.0;476.0;-929.0;386
73.0;897.0;942.0;113;882.0;526.0;-933.0;387
73.0;899.0;933.0;113;869.0;412.0;-960.0;388
76.0;918.0;922.0;113;859.0;350.0;-960.0;386
75.0;874.0;926.0;113;856.0;462.0;-950.0;388
72.0;905.0;924.0;113;838.0;483.0;-936.0;379
72.0;869.0;891.0;113;835.0;381.0;-936.0;394
42.0;866.0;931.0;113;839.0;300.0;-923.0;388
57.0;873.0;908.0;113;859.0;476.0;-912.0;394
52.0;864.0;929.0;113;852.0;426.0;-911.0;387
496.0;873.0;637.0;104;424.0;396.0;-766.0;391
52.0;921.0;978.0;14;820.0;771.0;-878.0;370
308.0;904.0;971.0;16;917.0;800.0;-1041.0;374
209.0;937.0;964.0;17;831.0;714.0;-965.0;367
190.0;917.0;941.0;18;828.0;749.0;-939.0;364
186.0;942.0;943.0;18;859.0;762.0;-924.0;366
197.0;835.0;795.0;-148;705.0;651.0;-950.0;386
531.0;765.0;1038.0;150;990.0;852.0;-825.0;410
295.0;876.0;960.0;114;878.0;566.0;-905.0;384
-68.0;811.0;867.0;-105;856.0;736.0;-872.0;1651
-229.0;892.0;971.0;15;892.0;-123.0;-937.0;451
363.0;875.0;1043.0;147;1112.0;629.0;-872.0;422
369.0;886.0;922.0;101;841.0;-786.0;-930.0;390
-29.0;829.0;1050.0;89;982.0;217.0;-1034.0;393
645.0;898.0;903.0;186;795.0;491.0;-909.0;386
-110.0;719.0;754.0;-17;600.0;815.0;-747.0;477
-25.0;891.0;588.0;6;418.0;613.0;-614.0;403
222.0;673.0;876.0;139;741.0;706.0;-877.0;413
-61.0;770.0;822.0;-17;741.0;779.0;-853.0;379
-106.0;994.0;892.0;-68;816.0;687.0;-1012.0;456
10.0;958.0;937.0;-141;902.0;722.0;-991.0;405
85.0;770.0;627.0;-176;430.0;946.0;-760.0;391
75.0;913.0;939.0;113;857.0;314.0;-960.0;389
-9.0;885.0;1012.0;-153;799.0;525.0;-872.0;395
312.0;1091.0;1043.0;161;1129.0;766.0;-1188.0;444
-54.0;918.0;944.0;-154;807.0;692.0;-910.0;385
100.0;906.0;933.0;113;878.0;311.0;-960.0;391
-20.0;913.0;954.0;-154;830.0;738.0;-914.0;378
257.0;980.0;818.0;-15;896.0;739.0;-990.0;342
532.0;758.0;934.0;116;756.0;665.0;-986.0;-45
164.0;741.0;904.0;51;923.0;551.0;-973.0;364
78.0;878.0;913.0;113;869.0;295.0;-945.0;390
-229.0;1009.0;825.0;-127;758.0;619.0;-985.0;380
-72.0;949.0;913.0;-153;764.0;707.0;-1002.0;384
-25.0;888.0;994.0;-147;831.0;622.0;-891.0;394
375.0;1070.0;911.0;173;1343.0;601.0;-915.0;431
53.0;877.0;1012.0;15;922.0;731.0;-914.0;369
597.0;443.0;-175.0;135;-355.0;19.0;100.0;832
95.0;969.0;956.0;14;842.0;739.0;-921.0;358
157.0;931.0;1009.0;114;923.0;433.0;-959.0;385
121.0;892.0;938.0;113;847.0;317.0;-939.0;386
554.0;881.0;860.0;141;729.0;627.0;-881.0;383
148.0;794.0;932.0;14;852.0;820.0;-1046.0;374
180.0;891.0;931.0;15;838.0;725.0;-972.0;369
158.0;799.0;931.0;147;796.0;757.0;-864.0;339
91.0;908.0;947.0;113;868.0;293.0;-954.0;384
119.0;916.0;960.0;113;863.0;375.0;-941.0;337
-93.0;847.0;1081.0;27;748.0;683.0;-975.0;354
-51.0;1051.0;914.0;-113;933.0;684.0;-827.0;655
-23.0;875.0;918.0;-178;822.0;565.0;-878.0;581
-26.0;877.0;940.0;-177;785.0;509.0;-873.0;580
95.0;867.0;751.0;-88;619.0;540.0;-1041.0;836
188.0;829.0;996.0;16;862.0;723.0;-1114.0;378
-36.0;819.0;748.0;-152;818.0;883.0;-1236.0;382
88.0;901.0;940.0;113;866.0;335.0;-950.0;394
-36.0;1145.0;799.0;-38;975.0;476.0;-936.0;374
-45.0;845.0;929.0;-177;824.0;315.0;-864.0;576
-23.0;874.0;939.0;-177;827.0;411.0;-883.0;597
157.0;1059.0;878.0;137;705.0;939.0;-1063.0;386
107.0;917.0;904.0;16;830.0;796.0;-943.0;372
-26.0;862.0;981.0;-177;784.0;417.0;-829.0;588
142.0;889.0;1003.0;16;856.0;716.0;-916.0;364
149.0;903.0;985.0;16;862.0;716.0;-909.0;367
135.0;732.0;1308.0;-7;1313.0;999.0;-840.0;420
169.0;911.0;969.0;16;874.0;716.0;-977.0;366
166.0;905.0;939.0;16;850.0;747.0;-984.0;363
145.0;925.0;949.0;16;840.0;732.0;-957.0;366
140.0;936.0;956.0;16;858.0;731.0;-961.0;363
149.0;975.0;978.0;15;876.0;727.0;-986.0;368
-40.0;843.0;924.0;-177;778.0;438.0;-891.0;575
138.0;957.0;931.0;16;868.0;761.0;-943.0;366
-45.0;863.0;950.0;-177;815.0;470.0;-891.0;575
-110.0;810.0;865.0;-97;847.0;514.0;-961.0;858
156.0;931.0;958.0;16;871.0;725.0;-940.0;361
153.0;912.0;941.0;16;850.0;762.0;-915.0;367
144.0;896.0;959.0;16;831.0;747.0;-931.0;364
143.0;942.0;971.0;16;878.0;748.0;-947.0;363
144.0;892.0;970.0;16;877.0;726.0;-937.0;368
147.0;927.0;962.0;16;861.0;750.0;-949.0;367
154.0;938.0;946.0;16;848.0;726.0;-952.0;364
160.0;956.0;966.0;16;851.0;719.0;-941.0;365
161.0;933.0;971.0;16;886.0;744.0;-938.0;371
164.0;942.0;1244.0;13;689.0;700.0;-976.0;364
160.0;951.0;885.0;13;892.0;725.0;-963.0;366
-267.0;770.0;976.0;-91;787.0;687.0;-935.0;639
-45.0;847.0;941.0;-177;812.0;454.0;-856.0;563
182.0;931.0;962.0;16;858.0;730.0;-949.0;363
-55.0;825.0;940.0;-177;800.0;425.0;-918.0;563
174.0;942.0;906.0;16;844.0;774.0;-941.0;366
164.0;925.0;933.0;16;820.0;755.0;-951.0;365
-79.0;845.0;863.0;-177;787.0;254.0;-945.0;508
-52.0;844.0;942.0;-177;787.0;491.0;-901.0;560
-46.0;854.0;943.0;-177;792.0;478.0;-871.0;559
433.0;776.0;811.0;102;772.0;700.0;-819.0;1124
91.0;935.0;923.0;16;877.0;724.0;-970.0;367
40.0;937.0;963.0;16;879.0;741.0;-988.0;369
54.0;980.0;893.0;16;860.0;792.0;-989.0;370
95.0;967.0;952.0;16;851.0;735.0;-933.0;366
98.0;924.0;944.0;16;857.0;747.0;-938.0;366
103.0;921.0;914.0;16;869.0;765.0;-940.0;371
102.0;910.0;944.0;16;868.0;761.0;-920.0;369
116.0;910.0;982.0;16;890.0;755.0;-934.0;366
125.0;907.0;957.0;16;887.0;746.0;-931.0;376
127.0;925.0;953.0;16;883.0;752.0;-965.0;374
-46.0;872.0;956.0;-177;810.0;532.0;-822.0;537
131.0;984.0;954.0;15;885.0;728.0;-991.0;366
145.0;919.0;934.0;16;874.0;772.0;-948.0;376
148.0;920.0;948.0;16;870.0;753.0;-951.0;373
153.0;917.0;962.0;16;840.0;769.0;-941.0;374
163.0;901.0;959.0;16;870.0;767.0;-940.0;375
161.0;892.0;923.0;16;875.0;767.0;-940.0;376
164.0;919.0;924.0;16;866.0;754.0;-937.0;378
161.0;930.0;962.0;16;862.0;754.0;-938.0;376
162.0;909.0;944.0;16;855.0;747.0;-931.0;375
161.0;910.0;954.0;16;875.0;759.0;-942.0;372
159.0;900.0;968.0;16;877.0;743.0;-939.0;371
164.0;922.0;962.0;16;896.0;732.0;-955.0;373
174.0;924.0;948.0;16;873.0;744.0;-955.0;370
180.0;918.0;956.0;16;876.0;744.0;-955.0;369
180.0;923.0;934.0;16;837.0;745.0;-961.0;369
181.0;946.0;965.0;16;868.0;745.0;-955.0;366
179.0;932.0;952.0;16;851.0;725.0;-948.0;364
177.0;929.0;962.0;16;896.0;734.0;-946.0;362
218.0;708.0;791.0;36;794.0;692.0;-987.0;409
167.0;920.0;976.0;16;876.0;715.0;-956.0;368
170.0;926.0;920.0;16;868.0;737.0;-944.0;369
170.0;939.0;916.0;16;857.0;762.0;-950.0;368
171.0;921.0;934.0;16;858.0;755.0;-958.0;372
172.0;921.0;948.0;16;843.0;755.0;-958.0;370
167.0;939.0;936.0;16;852.0;726.0;-928.0;363
177.0;929.0;968.0;16;888.0;707.0;-930.0;361
-136.0;977.0;936.0;-117;794.0;727.0;-611.0;544
249.0;766.0;1166.0;10;1143.0;985.0;-794.0;316
182.0;878.0;952.0;16;870.0;732.0;-975.0;361
185.0;878.0;955.0;16;881.0;736.0;-974.0;364
192.0;950.0;953.0;16;875.0;735.0;-948.0;359
188.0;921.0;962.0;16;861.0;732.0;-953.0;365
-210.0;912.0;950.0;4;882.0;241.0;-935.0;391
176.0;920.0;933.0;16;861.0;744.0;-950.0;367
213.0;752.0;941.0;51;937.0;490.0;-1018.0;524
167.0;928.0;952.0;16;864.0;745.0;-937.0;364
176.0;930.0;962.0;16;874.0;751.0;-950.0;362
178.0;921.0;944.0;16;869.0;747.0;-956.0;363
178.0;941.0;963.0;16;875.0;746.0;-944.0;364
-98.0;912.0;1003.0;-126;953.0;561.0;-1032.0;383
182.0;934.0;939.0;16;877.0;761.0;-948.0;369
181.0;907.0;964.0;16;884.0;744.0;-959.0;368
110.0;599.0;897.0;77;970.0;421.0;-836.0;519
179.0;680.0;675.0;-36;577.0;739.0;-750.0;402
183.0;917.0;962.0;16;877.0;744.0;-944.0;366
183.0;919.0;933.0;16;877.0;718.0;-940.0;371
188.0;1131.0;851.0;-143;849.0;588.0;-961.0;335
183.0;923.0;965.0;16;858.0;752.0;-960.0;369
181.0;934.0;939.0;16;872.0;750.0;-954.0;372
179.0;918.0;970.0;16;878.0;735.0;-954.0;369
176.0;937.0;963.0;16;881.0;736.0;-950.0;367
216.0;572.0;810.0;76;862.0;434.0;-1086.0;537
57.0;948.0;1017.0;143;919.0;404.0;-1034.0;416
167.0;939.0;966.0;16;876.0;744.0;-969.0;368
165.0;931.0;969.0;16;858.0;737.0;-959.0;370
73.0;930.0;1012.0;39;909.0;388.0;-963.0;380
63.0;906.0;936.0;39;949.0;452.0;-1015.0;382
57.0;873.0;971.0;39;973.0;491.0;-1005.0;379
187.0;928.0;945.0;16;877.0;755.0;-957.0;370
-84.0;1080.0;1185.0;35;1274.0;585.0;-918.0;328
187.0;923.0;948.0;16;877.0;743.0;-943.0;374
89.0;907.0;940.0;113;852.0;317.0;-946.0;388
188.0;922.0;1029.0;16;905.0;731.0;-949.0;360
-110.0;805.0;874.0;37;837.0;592.0;-1243.0;376
296.0;925.0;960.0;16;867.0;745.0;-954.0;376
51.0;781.0;956.0;39;959.0;492.0;-989.0;466
51.0;781.0;969.0;39;955.0;481.0;-1001.0;490
87.0;921.0;935.0;113;857.0;247.0;-936.0;388
23.0;769.0;951.0;39;953.0;509.0;-983.0;516
527.0;790.0;924.0;7;889.0;326.0;-965.0;633
0.0;753.0;965.0;39;942.0;669.0;-951.0;612
-27.0;650.0;931.0;44;970.0;501.0;-928.0;729
357.0;924.0;942.0;-41;774.0;381.0;-847.0;362
-231.0;905.0;950.0;-124;1140.0;661.0;-966.0;487
148.0;892.0;890.0;-53;863.0;345.0;-1136.0;408
253.0;1234.0;746.0;6;760.0;529.0;-1168.0;328
265.0;1112.0;914.0;33;855.0;847.0;-837.0;491
626.0;851.0;1198.0;175;935.0;603.0;-878.0;398
105.0;829.0;989.0;144;906.0;575.0;-1001.0;426
192.0;1052.0;1132.0;-136;927.0;218.0;-910.0;391
89.0;814.0;1003.0;145;887.0;606.0;-1002.0;412
75.0;774.0;996.0;144;863.0;641.0;-983.0;412
159.0;904.0;972.0;143;926.0;585.0;-987.0;410
155.0;958.0;890.0;148;981.0;717.0;-1004.0;452
115.0;902.0;981.0;142;911.0;688.0;-942.0;391
-282.0;895.0;955.0;15;930.0;714.0;-974.0;393
-531.0;892.0;903.0;12;827.0;386.0;-1018.0;394
344.0;966.0;791.0;159;739.0;660.0;-1367.0;453
230.0;802.0;869.0;172;886.0;570.0;-1007.0;372
121.0;866.0;962.0;38;960.0;910.0;-941.0;722
171.0;930.0;834.0;-43;751.0;220.0;-940.0;429
89.0;899.0;945.0;113;859.0;268.0;-952.0;386
-366.0;974.0;753.0;17;794.0;309.0;-673.0;391
48.0;905.0;1004.0;135;905.0;685.0;-1010.0;406
27.0;757.0;1125.0;-51;1141.0;993.0;-783.0;276
238.0;901.0;952.0;16;846.0;744.0;-940.0;367
44.0;885.0;914.0;142;1025.0;722.0;-994.0;415
-22.0;1014.0;1085.0;173;1003.0;708.0;-980.0;432
553.0;858.0;828.0;141;684.0;615.0;-849.0;380
617.0;825.0;950.0;180;807.0;952.0;-1011.0;497
223.0;921.0;948.0;16;849.0;730.0;-948.0;365
325.0;788.0;1010.0;5;980.0;981.0;-919.0;431
404.0;859.0;820.0;47;1124.0;1078.0;-950.0;315
266.0;872.0;940.0;16;848.0;792.0;-944.0;364
302.0;852.0;865.0;114;829.0;746.0;-1020.0;383
236.0;918.0;933.0;16;850.0;755.0;-938.0;368
365.0;772.0;1258.0;150;1202.0;1093.0;-826.0;-1621
230.0;916.0;956.0;16;851.0;734.0;-933.0;362
227.0;918.0;944.0;16;868.0;733.0;-935.0;364
219.0;918.0;943.0;16;843.0;730.0;-947.0;363
218.0;930.0;933.0;16;846.0;751.0;-939.0;366
212.0;931.0;962.0;16;838.0;748.0;-940.0;367
209.0;923.0;934.0;16;876.0;740.0;-942.0;368
209.0;912.0;931.0;16;861.0;733.0;-943.0;362
50.0;868.0;971.0;113;878.0;257.0;-952.0;383
235.0;920.0;943.0;16;870.0;725.0;-941.0;365
237.0;911.0;943.0;16;875.0;737.0;-937.0;367
-395.0;436.0;1003.0;-162;776.0;793.0;-941.0;642
-9.0;661.0;935.0;34;963.0;656.0;-809.0;501
97.0;1311.0;879.0;15;772.0;871.0;-905.0;372
378.0;900.0;1081.0;148;1102.0;833.0;-834.0;968
-349.0;983.0;899.0;6;831.0;908.0;-910.0;552
208.0;920.0;934.0;16;871.0;743.0;-954.0;363
209.0;940.0;934.0;16;883.0;749.0;-948.0;366
214.0;921.0;935.0;16;887.0;748.0;-946.0;366
-120.0;886.0;1179.0;-27;954.0;656.0;-1087.0;282
221.0;939.0;962.0;16;859.0;739.0;-945.0;362
-108.0;890.0;838.0;-123;685.0;790.0;-905.0;678
325.0;982.0;905.0;-143;821.0;593.0;-1037.0;392
233.0;917.0;942.0;16;873.0;735.0;-949.0;360
405.0;906.0;1262.0;-138;942.0;698.0;-862.0;399
-278.0;909.0;963.0;34;929.0;875.0;-957.0;363
120.0;935.0;943.0;15;833.0;734.0;-980.0;363
-179.0;1145.0;1150.0;20;1080.0;666.0;-877.0;378
167.0;999.0;914.0;-148;826.0;650.0;-779.0;383
-12.0;746.0;891.0;-172;636.0;788.0;-787.0;378
-114.0;585.0;869.0;-174;660.0;642.0;-827.0;413
615.0;499.0;-159.0;135;-376.0;-594.0;104.0;843
30.0;825.0;847.0;-148;643.0;360.0;-846.0;358
-36.0;532.0;849.0;-173;661.0;316.0;-779.0;390
-44.0;635.0;832.0;-174;577.0;443.0;-752.0;388
48.0;852.0;840.0;-165;625.0;622.0;-805.0;343
-265.0;813.0;953.0;19;891.0;844.0;-959.0;936
65.0;872.0;1360.0;-146;967.0;807.0;-994.0;401
440.0;762.0;980.0;155;1020.0;830.0;-836.0;533
233.0;928.0;958.0;16;859.0;735.0;-948.0;369
393.0;872.0;1046.0;109;886.0;701.0;-998.0;1745
53.0;976.0;1059.0;27;869.0;687.0;-876.0;386
585.0;984.0;761.0;56;757.0;670.0;-694.0;441
190.0;928.0;954.0;67;868.0;-165.0;-978.0;380
83.0;920.0;977.0;14;828.0;730.0;-918.0;367
-150.0;1196.0;1291.0;12;990.0;825.0;-871.0;661
140.0;801.0;955.0;16;922.0;687.0;-1355.0;373
290.0;1003.0;937.0;90;958.0;658.0;-966.0;380
239.0;933.0;961.0;106;899.0;544.0;-982.0;369
390.0;835.0;1042.0;127;1018.0;659.0;-1119.0;386
478.0;818.0;765.0;-8;1117.0;627.0;-956.0;235
229.0;913.0;949.0;17;859.0;723.0;-984.0;362
228.0;910.0;971.0;16;861.0;735.0;-956.0;366
288.0;945.0;963.0;107;885.0;495.0;-972.0;380
451.0;927.0;978.0;6;953.0;516.0;-1145.0;391
-274.0;790.0;583.0;-108;345.0;180.0;-439.0;395
548.0;1061.0;1088.0;138;975.0;627.0;-1170.0;349
413.0;987.0;986.0;106;927.0;570.0;-1010.0;385
476.0;947.0;1123.0;155;1165.0;632.0;-947.0;397
365.0;991.0;1017.0;111;894.0;466.0;-935.0;384
292.0;743.0;639.0;158;583.0;665.0;-1012.0;377
371.0;1072.0;917.0;147;984.0;535.0;-1018.0;324
555.0;888.0;1187.0;117;966.0;681.0;-873.0;114
308.0;950.0;963.0;109;885.0;560.0;-948.0;376
307.0;935.0;965.0;109;896.0;537.0;-953.0;371
305.0;941.0;942.0;109;883.0;519.0;-962.0;370
305.0;933.0;946.0;109;865.0;512.0;-962.0;377
115.0;744.0;554.0;61;533.0;606.0;-1086.0;446
485.0;998.0;999.0;66;921.0;318.0;-1054.0;412
177.0;772.0;711.0;-146;505.0;553.0;-770.0;382
302.0;958.0;970.0;109;890.0;498.0;-955.0;381
305.0;950.0;965.0;110;880.0;481.0;-964.0;375
832.0;734.0;-27.0;135;-329.0;-448.0;114.0;841
304.0;933.0;958.0;109;886.0;421.0;-958.0;374
444.0;949.0;782.0;127;770.0;447.0;-1005.0;386
527.0;760.0;989.0;8;918.0;443.0;-998.0;368
331.0;922.0;943.0;109;845.0;584.0;-959.0;383
466.0;1135.0;851.0;78;769.0;639.0;-933.0;380
618.0;1081.0;917.0;142;830.0;710.0;-1003.0;367
107.0;919.0;689.0;-60;654.0;618.0;-1075.0;403
736.0;946.0;964.0;168;886.0;761.0;-959.0;373
-289.0;947.0;958.0;48;875.0;656.0;-963.0;369
252.0;978.0;1001.0;116;971.0;-113.0;-879.0;1485
408.0;609.0;896.0;152;880.0;458.0;-913.0;583
76.0;828.0;896.0;15;932.0;701.0;-1111.0;357
126.0;955.0;974.0;35;882.0;326.0;-942.0;390
224.0;923.0;982.0;115;918.0;464.0;-955.0;381
208.0;915.0;953.0;115;851.0;712.0;-966.0;353
183.0;937.0;930.0;16;888.0;754.0;-941.0;365
133.0;933.0;979.0;14;868.0;754.0;-953.0;376
176.0;949.0;964.0;16;865.0;743.0;-948.0;362
175.0;931.0;962.0;16;881.0;747.0;-954.0;367
-175.0;871.0;867.0;-114;703.0;769.0;-745.0;385
110.0;823.0;935.0;15;842.0;732.0;-948.0;366
60.0;717.0;878.0;131;946.0;175.0;-826.0;446
178.0;932.0;959.0;16;885.0;747.0;-952.0;366
123.0;873.0;951.0;113;880.0;276.0;-938.0;391
212.0;939.0;958.0;16;870.0;760.0;-960.0;361
194.0;940.0;976.0;16;879.0;725.0;-958.0;384
116.0;839.0;929.0;15;867.0;730.0;-943.0;371
111.0;910.0;962.0;15;848.0;775.0;-936.0;379
130.0;950.0;686.0;176;1031.0;969.0;-1098.0;296
67.0;895.0;923.0;14;791.0;752.0;-962.0;371
273.0;1116.0;981.0;174;840.0;512.0;-1183.0;374
167.0;1075.0;1114.0;35;977.0;877.0;-921.0;397
234.0;928.0;951.0;16;869.0;765.0;-949.0;369
4.0;871.0;986.0;89;824.0;890.0;-932.0;404
405.0;868.0;1260.0;77;1345.0;946.0;-753.0;271
189.0;998.0;946.0;-149;856.0;609.0;-779.0;380
238.0;833.0;522.0;-146;277.0;-43.0;-472.0;400
457.0;961.0;857.0;150;1042.0;943.0;-1080.0;-417
236.0;910.0;951.0;16;868.0;767.0;-949.0;373
268.0;858.0;844.0;-169;820.0;885.0;-965.0;201
271.0;912.0;990.0;16;883.0;747.0;-945.0;371
173.0;939.0;953.0;16;887.0;753.0;-950.0;364
211.0;927.0;925.0;16;862.0;766.0;-942.0;362
-332.0;942.0;789.0;-38;560.0;229.0;-770.0;414
229.0;922.0;973.0;16;877.0;766.0;-950.0;368
333.0;943.0;962.0;16;878.0;769.0;-962.0;373
-88.0;879.0;731.0;-80;668.0;780.0;-985.0;13
-339.0;897.0;957.0;-84;992.0;961.0;-945.0;400
113.0;911.0;945.0;81;873.0;-653.0;-948.0;379
244.0;927.0;981.0;71;912.0;246.0;-959.0;380
294.0;934.0;960.0;16;901.0;766.0;-947.0;367
9.0;830.0;916.0;86;953.0;847.0;-967.0;266
