Accelerometer RKN_ accY;InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK magneticZ;Accelerometer RUA^ accZ;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit LUA accY;InertialMeasurementUnit RLA Quaternion3;Accelerometer RUA^ accY;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit RUA magneticY
980.0;-140;556.0;-28.0;283.0;426.0;-351.0;83.0;995.0;-89.0;-790.0;-166.0
970.0;-151;755.0;288.0;291.0;509.0;-179.0;-94.0;1084.0;-264.0;-648.0;-367.0
943.0;-143;560.0;-17.0;237.0;430.0;-341.0;84.0;952.0;-94.0;-800.0;-177.0
1000.0;-151;754.0;287.0;178.0;509.0;-181.0;-131.0;1121.0;-260.0;-657.0;-393.0
975.0;-151;754.0;289.0;289.0;511.0;-201.0;-146.0;1094.0;-259.0;-665.0;-405.0
998.0;81;506.0;-244.0;305.0;303.0;-5.0;222.0;1008.0;1.0;-658.0;69.0
996.0;-17;245.0;-338.0;513.0;368.0;-419.0;-215.0;906.0;-525.0;-439.0;-64.0
980.0;-151;754.0;291.0;345.0;511.0;-169.0;-152.0;1008.0;-261.0;-667.0;-409.0
998.0;-151;755.0;295.0;345.0;512.0;-175.0;-154.0;1018.0;-265.0;-665.0;-414.0
850.0;-143;796.0;548.0;992.0;604.0;-816.0;-151.0;250.0;-516.0;-670.0;-520.0
1017.0;-167;958.0;1.0;211.0;276.0;-190.0;-467.0;1018.0;-491.0;-790.0;-690.0
1082.0;184;583.0;-63.0;273.0;408.0;-260.0;190.0;864.0;-43.0;-736.0;-91.0
1007.0;-162;567.0;-89.0;249.0;398.0;-395.0;179.0;873.0;-55.0;-713.0;-80.0
1005.0;-91;567.0;-98.0;238.0;395.0;-365.0;159.0;861.0;-60.0;-702.0;-76.0
897.0;-10;450.0;-684.0;-74.0;-102.0;290.0;232.0;1048.0;418.0;-291.0;646.0
959.0;-145;752.0;224.0;204.0;462.0;-200.0;-265.0;1091.0;-311.0;-761.0;-435.0
972.0;122;613.0;-125.0;208.0;369.0;-97.0;142.0;959.0;-76.0;-743.0;4.0
979.0;116;-657.0;362.0;1036.0;-588.0;-936.0;-410.0;391.0;-613.0;-604.0;-509.0
932.0;159;708.0;-135.0;206.0;492.0;-181.0;93.0;929.0;-151.0;-756.0;-293.0
986.0;127;651.0;46.0;218.0;459.0;-242.0;-7.0;1130.0;-183.0;-811.0;-197.0
897.0;180;770.0;105.0;209.0;581.0;-266.0;-153.0;1049.0;-414.0;-850.0;-192.0
986.0;-151;750.0;331.0;282.0;538.0;-223.0;-396.0;1056.0;-309.0;-693.0;-501.0
858.0;-143;802.0;544.0;803.0;597.0;-809.0;-189.0;493.0;-373.0;-964.0;-661.0
989.0;-17;275.0;-303.0;671.0;387.0;-416.0;-178.0;873.0;-520.0;-666.0;-377.0
446.0;112;508.0;-52.0;988.0;500.0;-210.0;-34.0;283.0;-236.0;-689.0;-752.0
892.0;-125;664.0;-150.0;196.0;487.0;-242.0;40.0;827.0;-168.0;-797.0;-362.0
973.0;133;538.0;-190.0;223.0;386.0;-273.0;197.0;939.0;-55.0;-734.0;5.0
1077.0;89;736.0;-489.0;101.0;510.0;121.0;78.0;984.0;-201.0;-810.0;-33.0
980.0;-75;803.0;413.0;297.0;594.0;-255.0;241.0;1264.0;504.0;823.0;-659.0
925.0;143;567.0;-112.0;61.0;406.0;-302.0;110.0;1186.0;-100.0;-729.0;-59.0
448.0;-147;622.0;165.0;164.0;485.0;-194.0;37.0;1014.0;-189.0;-843.0;-388.0
427.0;-84;710.0;-27.0;323.0;525.0;-114.0;-48.0;838.0;-264.0;-837.0;-332.0
960.0;82;272.0;-505.0;223.0;116.0;-300.0;214.0;1005.0;225.0;-423.0;398.0
1117.0;144;468.0;-292.0;61.0;387.0;-80.0;109.0;1154.0;-52.0;-787.0;-36.0
977.0;-172;750.0;-86.0;91.0;532.0;209.0;162.0;830.0;244.0;-747.0;-285.0
979.0;152;732.0;70.0;151.0;493.0;-6.0;68.0;926.0;-214.0;-803.0;-619.0
989.0;117;605.0;159.0;741.0;504.0;-225.0;-46.0;665.0;-324.0;-692.0;-367.0
979.0;-151;746.0;253.0;274.0;495.0;-172.0;-13.0;1085.0;-242.0;-624.0;-307.0
988.0;116;578.0;101.0;643.0;485.0;-316.0;-8.0;1126.0;-341.0;-715.0;-318.0
1081.0;156;706.0;16.0;115.0;530.0;-309.0;-22.0;1078.0;-232.0;-805.0;-689.0
976.0;-94;-761.0;212.0;663.0;-644.0;-195.0;196.0;810.0;524.0;952.0;-767.0
989.0;-151;729.0;255.0;286.0;509.0;-193.0;-78.0;1031.0;-245.0;-641.0;-352.0
998.0;-151;716.0;232.0;268.0;501.0;-253.0;-65.0;1051.0;-226.0;-618.0;-330.0
998.0;-151;715.0;228.0;357.0;500.0;-284.0;-60.0;1010.0;-225.0;-616.0;-325.0
996.0;-85;559.0;-106.0;2.0;411.0;-364.0;127.0;1059.0;-96.0;-727.0;-55.0
943.0;-31;297.0;-301.0;821.0;322.0;-137.0;-93.0;746.0;-299.0;-459.0;-34.0
978.0;-151;773.0;250.0;348.0;471.0;-193.0;-274.0;1001.0;-377.0;-768.0;-471.0
1327.0;-164;790.0;432.0;513.0;571.0;-37.0;-171.0;976.0;-459.0;-895.0;-590.0
989.0;-151;742.0;242.0;300.0;491.0;-186.0;-10.0;1040.0;-228.0;-595.0;-280.0
974.0;-83;244.0;-402.0;514.0;236.0;-415.0;-190.0;1000.0;-399.0;-583.0;92.0
1008.0;-83;249.0;-403.0;513.0;236.0;-343.0;-185.0;991.0;-398.0;-575.0;95.0
1059.0;-30;421.0;-76.0;991.0;471.0;-258.0;164.0;273.0;-131.0;-489.0;-775.0
1047.0;125;-240.0;-451.0;251.0;-112.0;-203.0;-279.0;1041.0;-241.0;310.0;183.0
989.0;-17;239.0;-344.0;295.0;370.0;-460.0;-324.0;1029.0;-549.0;-434.0;210.0
1040.0;-151;744.0;466.0;329.0;576.0;-325.0;159.0;959.0;401.0;866.0;-829.0
1021.0;97;580.0;-159.0;608.0;368.0;-215.0;-379.0;829.0;-326.0;-596.0;-542.0
819.0;135;659.0;134.0;44.0;476.0;-143.0;0.0;1059.0;-203.0;-799.0;-377.0
974.0;-151;728.0;254.0;298.0;509.0;-214.0;-73.0;1060.0;-241.0;-637.0;-349.0
1029.0;144;676.0;298.0;154.0;487.0;-193.0;-8.0;1250.0;-202.0;-806.0;-477.0
970.0;97;555.0;-271.0;486.0;306.0;-136.0;-426.0;926.0;-298.0;-553.0;-516.0
973.0;171;712.0;-62.0;633.0;310.0;-456.0;-226.0;867.0;-229.0;-594.0;-232.0
955.0;-160;672.0;229.0;685.0;477.0;-128.0;189.0;945.0;307.0;785.0;-596.0
1003.0;-101;742.0;662.0;862.0;650.0;-203.0;191.0;624.0;635.0;951.0;-813.0
1055.0;171;714.0;-110.0;212.0;282.0;-521.0;-225.0;1012.0;-174.0;-505.0;-155.0
1030.0;98;466.0;-406.0;544.0;254.0;-200.0;-275.0;1027.0;-201.0;-579.0;-313.0
840.0;-143;830.0;494.0;580.0;557.0;-807.0;-418.0;918.0;-592.0;-797.0;-981.0
987.0;-126;746.0;538.0;562.0;660.0;-269.0;-304.0;922.0;-423.0;-824.0;-633.0
982.0;-101;784.0;585.0;188.0;597.0;-243.0;307.0;1069.0;578.0;802.0;-715.0
383.0;171;713.0;-135.0;643.0;265.0;-512.0;-227.0;1034.0;-209.0;-471.0;-154.0
996.0;-151;714.0;226.0;372.0;499.0;-250.0;-53.0;1043.0;-222.0;-613.0;-318.0
936.0;171;657.0;-287.0;541.0;159.0;-416.0;73.0;907.0;-177.0;-575.0;-61.0
1038.0;171;657.0;-285.0;598.0;159.0;-402.0;54.0;931.0;-185.0;-582.0;-72.0
952.0;171;659.0;-278.0;504.0;168.0;-431.0;13.0;968.0;-185.0;-587.0;-65.0
995.0;213;693.0;-73.0;156.0;349.0;-76.0;4.0;1076.0;-108.0;-736.0;-198.0
991.0;167;677.0;-220.0;529.0;217.0;-375.0;-124.0;950.0;-218.0;-665.0;-176.0
988.0;-151;734.0;282.0;261.0;519.0;-232.0;-127.0;1070.0;-266.0;-684.0;-391.0
976.0;-151;712.0;224.0;341.0;497.0;-238.0;-45.0;1046.0;-219.0;-610.0;-308.0
992.0;-101;749.0;635.0;438.0;636.0;-461.0;349.0;1164.0;624.0;828.0;-796.0
997.0;-151;731.0;279.0;238.0;518.0;-240.0;-118.0;1108.0;-264.0;-680.0;-382.0
998.0;-151;724.0;269.0;198.0;517.0;-227.0;-120.0;1118.0;-259.0;-668.0;-374.0
1023.0;155;775.0;126.0;240.0;484.0;-179.0;-339.0;1084.0;-212.0;-844.0;-420.0
996.0;-151;723.0;266.0;196.0;516.0;-218.0;-114.0;1099.0;-257.0;-669.0;-368.0
572.0;-77;760.0;112.0;116.0;589.0;-307.0;109.0;944.0;371.0;850.0;-469.0
891.0;99;378.0;-529.0;-193.0;209.0;-341.0;-168.0;1195.0;-101.0;-616.0;-149.0
968.0;170;855.0;411.0;57.0;484.0;11.0;-331.0;1132.0;-485.0;-816.0;-585.0
981.0;140;846.0;259.0;134.0;429.0;7.0;-143.0;1058.0;-356.0;-783.0;-443.0
1004.0;166;799.0;68.0;119.0;415.0;-149.0;-11.0;1037.0;-226.0;-710.0;-334.0
985.0;-151;722.0;266.0;190.0;516.0;-231.0;-106.0;1114.0;-257.0;-669.0;-364.0
976.0;-151;721.0;264.0;199.0;516.0;-239.0;-105.0;1114.0;-258.0;-667.0;-362.0
984.0;-151;721.0;263.0;253.0;515.0;-230.0;-102.0;1099.0;-257.0;-665.0;-359.0
979.0;121;549.0;-193.0;163.0;398.0;-188.0;-65.0;1146.0;26.0;-659.0;28.0
1001.0;109;551.0;-204.0;198.0;391.0;-151.0;-64.0;1079.0;46.0;-624.0;56.0
1125.0;189;897.0;53.0;-76.0;345.0;16.0;-287.0;1102.0;-258.0;-753.0;-406.0
996.0;137;708.0;-139.0;-53.0;328.0;115.0;-262.0;1034.0;30.0;-585.0;-80.0
989.0;-151;720.0;262.0;248.0;516.0;-221.0;-98.0;993.0;-254.0;-657.0;-356.0
1000.0;-151;732.0;236.0;269.0;492.0;-204.0;-1.0;1074.0;-229.0;-608.0;-293.0
978.0;106;442.0;-335.0;262.0;272.0;-292.0;-131.0;972.0;46.0;-301.0;160.0
1006.0;108;528.0;-194.0;138.0;325.0;-53.0;-152.0;1007.0;-14.0;-582.0;-22.0
991.0;169;849.0;412.0;308.0;490.0;60.0;-361.0;1050.0;-450.0;-811.0;-638.0
1009.0;144;681.0;-8.0;-55.0;385.0;-250.0;-269.0;993.0;-120.0;-691.0;-246.0
979.0;-151;737.0;240.0;263.0;493.0;-169.0;5.0;1025.0;-239.0;-612.0;-290.0
994.0;146;703.0;11.0;70.0;387.0;-132.0;-283.0;937.0;-140.0;-712.0;-286.0
967.0;-38;785.0;208.0;198.0;604.0;-198.0;264.0;1084.0;495.0;833.0;-572.0
973.0;-102;681.0;383.0;265.0;578.0;-166.0;424.0;1075.0;651.0;648.0;-388.0
992.0;-151;720.0;260.0;266.0;515.0;-223.0;-105.0;1070.0;-257.0;-662.0;-357.0
1145.0;-75;805.0;421.0;70.0;555.0;-66.0;133.0;1010.0;416.0;859.0;-684.0
928.0;89;656.0;-558.0;188.0;444.0;-252.0;156.0;982.0;-47.0;-734.0;193.0
1025.0;166;963.0;-6.0;24.0;240.0;-478.0;-349.0;1081.0;-275.0;-731.0;-437.0
982.0;140;621.0;-31.0;135.0;507.0;81.0;17.0;1041.0;-250.0;-872.0;-336.0
416.0;-25;701.0;-44.0;163.0;547.0;-204.0;267.0;819.0;468.0;-659.0;-311.0
989.0;-151;723.0;261.0;365.0;513.0;-204.0;-109.0;1050.0;-256.0;-662.0;-360.0
992.0;-154;751.0;367.0;385.0;572.0;-83.0;-340.0;1002.0;-376.0;-803.0;-490.0
996.0;-149;739.0;278.0;394.0;521.0;-91.0;-261.0;1090.0;-293.0;-740.0;-355.0
978.0;-154;751.0;309.0;411.0;540.0;26.0;-306.0;1012.0;-338.0;-768.0;-417.0
979.0;-144;735.0;280.0;344.0;523.0;-28.0;-244.0;1035.0;-284.0;-737.0;-340.0
897.0;-12;622.0;95.0;145.0;446.0;-321.0;86.0;815.0;-131.0;-771.0;-316.0
978.0;-119;728.0;284.0;298.0;527.0;-66.0;-195.0;1052.0;-275.0;-736.0;-331.0
962.0;-102;670.0;439.0;290.0;604.0;-782.0;408.0;1062.0;639.0;656.0;-430.0
989.0;167;659.0;4.0;152.0;408.0;-268.0;18.0;1004.0;-84.0;-695.0;-184.0
1051.0;-158;757.0;-29.0;232.0;550.0;-185.0;-65.0;1302.0;-333.0;-841.0;-377.0
994.0;-151;728.0;254.0;293.0;509.0;-214.0;-69.0;1056.0;-239.0;-640.0;-346.0
976.0;-151;746.0;250.0;244.0;494.0;-206.0;-22.0;1101.0;-237.0;-610.0;-302.0
971.0;-151;728.0;254.0;298.0;509.0;-211.0;-80.0;1050.0;-243.0;-645.0;-350.0
983.0;-151;727.0;254.0;319.0;509.0;-200.0;-79.0;1047.0;-244.0;-645.0;-351.0
985.0;-151;727.0;252.0;310.0;509.0;-204.0;-90.0;1058.0;-246.0;-650.0;-355.0
971.0;-117;725.0;335.0;296.0;548.0;-277.0;-2.0;1018.0;-291.0;-796.0;-406.0
989.0;-151;724.0;258.0;285.0;512.0;-199.0;-103.0;1036.0;-253.0;-656.0;-360.0
998.0;-151;727.0;253.0;299.0;509.0;-198.0;-92.0;1059.0;-246.0;-649.0;-355.0
999.0;-151;726.0;252.0;306.0;510.0;-195.0;-107.0;1049.0;-249.0;-654.0;-357.0
981.0;160;812.0;-22.0;372.0;338.0;-303.0;-238.0;1104.0;-99.0;-785.0;-240.0
996.0;-134;856.0;-48.0;254.0;289.0;-137.0;-347.0;1036.0;-42.0;-628.0;-159.0
991.0;-151;725.0;255.0;279.0;511.0;-202.0;-112.0;1051.0;-252.0;-661.0;-360.0
966.0;120;331.0;-403.0;203.0;197.0;-59.0;182.0;1057.0;46.0;-729.0;102.0
979.0;-151;741.0;243.0;259.0;491.0;-197.0;-11.0;1080.0;-228.0;-601.0;-289.0
989.0;-151;724.0;258.0;298.0;512.0;-196.0;-109.0;1062.0;-254.0;-660.0;-359.0
993.0;-151;741.0;243.0;246.0;493.0;-158.0;-10.0;1099.0;-237.0;-613.0;-295.0
912.0;145;675.0;319.0;241.0;495.0;-405.0;34.0;974.0;-213.0;-808.0;-495.0
985.0;-151;724.0;259.0;317.0;513.0;-203.0;-109.0;1055.0;-258.0;-663.0;-361.0
1110.0;134;686.0;119.0;98.0;494.0;-122.0;-43.0;1345.0;-261.0;-820.0;-247.0
976.0;168;714.0;80.0;611.0;596.0;-154.0;-122.0;829.0;-400.0;-947.0;-622.0
954.0;-100;826.0;190.0;159.0;434.0;-87.0;-278.0;1148.0;-372.0;-835.0;-489.0
978.0;-151;725.0;259.0;346.0;512.0;-202.0;-116.0;1051.0;-258.0;-663.0;-363.0
950.0;106;589.0;-42.0;797.0;415.0;-155.0;-149.0;794.0;-288.0;-748.0;-543.0
909.0;81;537.0;-268.0;309.0;274.0;-260.0;36.0;618.0;-251.0;-686.0;-162.0
948.0;93;-10.0;-682.0;-42.0;-202.0;566.0;-427.0;1057.0;-561.0;297.0;574.0
981.0;82;128.0;-592.0;16.0;219.0;-258.0;-447.0;1148.0;-518.0;-115.0;426.0
1004.0;55;611.0;13.0;198.0;444.0;-266.0;-359.0;1237.0;-145.0;-633.0;-213.0
997.0;53;635.0;75.0;176.0;468.0;-251.0;-399.0;1086.0;-179.0;-649.0;-283.0
510.0;-109;814.0;325.0;231.0;540.0;-175.0;-176.0;1161.0;-399.0;-806.0;-505.0
989.0;-98;824.0;180.0;34.0;429.0;-56.0;-277.0;1027.0;-368.0;-834.0;-485.0
547.0;167;651.0;278.0;639.0;514.0;-198.0;-293.0;760.0;-341.0;-662.0;-651.0
992.0;-134;812.0;118.0;231.0;398.0;82.0;-295.0;1093.0;-331.0;-819.0;-468.0
1440.0;-40;194.0;-386.0;281.0;290.0;-272.0;479.0;1082.0;562.0;166.0;-34.0
1077.0;55;506.0;42.0;231.0;511.0;-236.0;-456.0;1053.0;-636.0;-572.0;-227.0
989.0;116;-664.0;368.0;1064.0;-599.0;-1083.0;-544.0;262.0;-535.0;-389.0;-436.0
850.0;-40;738.0;298.0;217.0;558.0;-347.0;-59.0;802.0;-310.0;-845.0;-726.0
903.0;-151;750.0;465.0;491.0;628.0;-174.0;-197.0;956.0;-469.0;-885.0;-618.0
835.0;135;-527.0;-85.0;-32.0;-422.0;-268.0;-490.0;1226.0;-668.0;-476.0;-238.0
952.0;99;-736.0;340.0;257.0;-554.0;-150.0;-77.0;1102.0;-350.0;-855.0;-589.0
973.0;16;-500.0;-138.0;114.0;-430.0;-228.0;-490.0;999.0;-655.0;-469.0;-220.0
987.0;-17;234.0;-335.0;551.0;300.0;-253.0;-299.0;895.0;-503.0;-700.0;-53.0
389.0;49;289.0;-449.0;292.0;314.0;-158.0;511.0;879.0;578.0;219.0;-61.0
535.0;163;640.0;-156.0;386.0;459.0;-178.0;84.0;1222.0;-138.0;-787.0;-235.0
963.0;144;664.0;5.0;204.0;462.0;-262.0;132.0;1142.0;-136.0;-757.0;-509.0
991.0;99;-706.0;389.0;275.0;-595.0;-200.0;-188.0;1080.0;-410.0;-856.0;-633.0
932.0;-51;319.0;-396.0;164.0;328.0;-297.0;525.0;1237.0;582.0;260.0;-75.0
971.0;-159;670.0;95.0;266.0;458.0;-533.0;1.0;950.0;-239.0;-859.0;-395.0
1021.0;20;187.0;-539.0;89.0;138.0;-171.0;318.0;1019.0;224.0;-484.0;388.0
976.0;167;650.0;34.0;204.0;421.0;-632.0;23.0;934.0;-89.0;-679.0;-189.0
963.0;-185;604.0;-72.0;205.0;401.0;-515.0;128.0;899.0;-103.0;-772.0;-41.0
989.0;-155;801.0;485.0;149.0;591.0;-289.0;-300.0;1099.0;-476.0;-864.0;-633.0
1006.0;-17;297.0;-282.0;510.0;379.0;-303.0;-339.0;979.0;-538.0;-791.0;-300.0
999.0;165;690.0;23.0;112.0;519.0;-91.0;-73.0;1124.0;-323.0;-862.0;-423.0
922.0;-179;765.0;129.0;179.0;540.0;-300.0;-88.0;1039.0;-355.0;-835.0;-457.0
816.0;-179;754.0;142.0;260.0;588.0;-94.0;-88.0;988.0;-332.0;-851.0;-317.0
978.0;-172;841.0;354.0;242.0;476.0;-5.0;-408.0;1069.0;-481.0;-811.0;-651.0
984.0;-17;292.0;-276.0;497.0;389.0;-360.0;-275.0;930.0;-474.0;-817.0;-334.0
951.0;-62;563.0;-110.0;-91.0;406.0;-321.0;119.0;1062.0;-96.0;-724.0;-52.0
979.0;-202;865.0;-40.0;318.0;289.0;-110.0;-358.0;1126.0;-54.0;-624.0;-174.0
924.0;-167;647.0;34.0;1.0;456.0;-35.0;22.0;1026.0;-194.0;-796.0;-162.0
962.0;-157;764.0;-92.0;70.0;563.0;-406.0;-10.0;1247.0;-250.0;-823.0;-308.0
961.0;99;-529.0;-154.0;81.0;-381.0;-218.0;56.0;1142.0;-104.0;-791.0;-178.0
994.0;-154;741.0;494.0;790.0;629.0;-173.0;-265.0;850.0;-431.0;-680.0;-478.0
971.0;163;688.0;-262.0;150.0;457.0;-314.0;80.0;1299.0;-190.0;-758.0;-125.0
1575.0;-21;658.0;-229.0;59.0;448.0;-301.0;90.0;1190.0;-135.0;-746.0;-320.0
990.0;-168;836.0;307.0;257.0;543.0;-310.0;-381.0;1032.0;-477.0;-880.0;-641.0
995.0;-17;288.0;-284.0;589.0;385.0;-322.0;-183.0;907.0;-472.0;-831.0;-342.0
660.0;-105;917.0;188.0;538.0;369.0;63.0;-334.0;994.0;-421.0;-840.0;-590.0
963.0;26;-174.0;-513.0;164.0;-271.0;-166.0;494.0;1084.0;515.0;15.0;496.0
1006.0;-17;288.0;-283.0;582.0;385.0;-332.0;-163.0;898.0;-473.0;-831.0;-341.0
947.0;32;-248.0;-592.0;-48.0;-238.0;386.0;451.0;1100.0;600.0;-117.0;445.0
1023.0;89;437.0;-292.0;-20.0;279.0;-249.0;223.0;1041.0;49.0;-713.0;50.0
985.0;-23;97.0;-576.0;219.0;111.0;-150.0;468.0;1038.0;462.0;-57.0;281.0
1012.0;-100;402.0;-318.0;88.0;240.0;-279.0;200.0;913.0;50.0;-687.0;96.0
979.0;-165;-753.0;134.0;172.0;-470.0;-291.0;148.0;1140.0;230.0;809.0;-369.0
997.0;-17;287.0;-286.0;590.0;383.0;-332.0;-236.0;915.0;-488.0;-760.0;-332.0
818.0;163;652.0;179.0;291.0;471.0;-80.0;49.0;1427.0;-164.0;-799.0;-386.0
997.0;47;-382.0;-371.0;215.0;-362.0;-173.0;-514.0;1098.0;-571.0;-209.0;158.0
989.0;-68;225.0;-394.0;577.0;243.0;-342.0;-227.0;946.0;-439.0;-642.0;63.0
958.0;154;646.0;255.0;710.0;510.0;-238.0;-219.0;748.0;-334.0;-687.0;-629.0
1008.0;-19;751.0;370.0;557.0;561.0;-170.0;-281.0;944.0;-422.0;-881.0;-576.0
970.0;-37;655.0;-420.0;227.0;236.0;264.0;-415.0;1090.0;-706.0;-670.0;-364.0
979.0;-179;952.0;-40.0;-128.0;244.0;-203.0;-321.0;1110.0;-250.0;-776.0;-366.0
979.0;-24;376.0;-210.0;202.0;447.0;-266.0;-515.0;1023.0;-607.0;-254.0;133.0
981.0;-17;273.0;-308.0;605.0;366.0;-349.0;-165.0;875.0;-447.0;-783.0;-315.0
954.0;-17;290.0;-303.0;702.0;373.0;-292.0;-197.0;871.0;-458.0;-812.0;-339.0
1003.0;156;686.0;-150.0;164.0;476.0;-401.0;48.0;1259.0;-153.0;-758.0;-377.0
561.0;-75;-745.0;861.0;808.0;-666.0;-333.0;20.0;355.0;-409.0;-998.0;-716.0
985.0;-98;644.0;295.0;1022.0;602.0;-222.0;-288.0;93.0;-574.0;-220.0;-299.0
964.0;99;-683.0;300.0;264.0;-568.0;-210.0;-129.0;1077.0;-345.0;-854.0;-554.0
970.0;-154;753.0;406.0;389.0;590.0;-144.0;-415.0;1030.0;-386.0;-787.0;-538.0
899.0;-151;768.0;317.0;365.0;507.0;-182.0;-222.0;1076.0;-424.0;-818.0;-483.0
973.0;-86;271.0;-416.0;487.0;242.0;-452.0;-196.0;962.0;-425.0;-578.0;102.0
983.0;180;953.0;-48.0;191.0;239.0;11.0;-348.0;1077.0;-339.0;-820.0;-491.0
983.0;170;755.0;216.0;213.0;579.0;-201.0;-152.0;1146.0;-408.0;-857.0;-522.0
962.0;94;692.0;266.0;218.0;534.0;79.0;-31.0;1090.0;-310.0;-894.0;-644.0
