Accelerometer RKN_ accY;InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK magneticZ;Accelerometer RUA^ accZ;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit LUA accY;InertialMeasurementUnit RLA Quaternion3;Accelerometer RUA^ accY;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit RUA magneticY
980.0;-140;556.0;-28.0;283.0;426.0;-351.0;83.0;995.0;-89.0;-790.0;-166.0
970.0;-151;755.0;288.0;291.0;509.0;-179.0;-94.0;1084.0;-264.0;-648.0;-367.0
943.0;-143;560.0;-17.0;237.0;430.0;-341.0;84.0;952.0;-94.0;-800.0;-177.0
1000.0;-151;754.0;287.0;178.0;509.0;-181.0;-131.0;1121.0;-260.0;-657.0;-393.0
975.0;-151;754.0;289.0;289.0;511.0;-201.0;-146.0;1094.0;-259.0;-665.0;-405.0
998.0;81;506.0;-244.0;305.0;303.0;-5.0;222.0;1008.0;1.0;-658.0;69.0
996.0;-17;245.0;-338.0;513.0;368.0;-419.0;-215.0;906.0;-525.0;-439.0;-64.0
980.0;-151;754.0;291.0;345.0;511.0;-169.0;-152.0;1008.0;-261.0;-667.0;-409.0
998.0;-151;755.0;295.0;345.0;512.0;-175.0;-154.0;1018.0;-265.0;-665.0;-414.0
838.0;-143;814.0;519.0;781.0;580.0;-846.0;-191.0;439.0;-340.0;-972.0;-680.0
950.0;-180;946.0;-81.0;109.0;227.0;-428.0;-336.0;1050.0;-395.0;-848.0;-474.0
1082.0;184;583.0;-63.0;273.0;408.0;-260.0;190.0;864.0;-43.0;-736.0;-91.0
1007.0;-162;567.0;-89.0;249.0;398.0;-395.0;179.0;873.0;-55.0;-713.0;-80.0
1005.0;-91;567.0;-98.0;238.0;395.0;-365.0;159.0;861.0;-60.0;-702.0;-76.0
948.0;109;632.0;-582.0;258.0;90.0;73.0;225.0;970.0;246.0;-550.0;370.0
990.0;-151;757.0;292.0;277.0;510.0;-177.0;-206.0;1060.0;-277.0;-673.0;-439.0
972.0;122;613.0;-125.0;208.0;369.0;-97.0;142.0;959.0;-76.0;-743.0;4.0
977.0;-17;262.0;-318.0;630.0;378.0;-424.0;-189.0;840.0;-521.0;-590.0;-295.0
932.0;159;708.0;-135.0;206.0;492.0;-181.0;93.0;929.0;-151.0;-756.0;-293.0
986.0;127;651.0;46.0;218.0;459.0;-242.0;-7.0;1130.0;-183.0;-811.0;-197.0
988.0;134;671.0;132.0;227.0;494.0;-181.0;-59.0;1048.0;-237.0;-839.0;-318.0
990.0;-151;763.0;284.0;202.0;501.0;-196.0;-364.0;1041.0;-290.0;-666.0;-466.0
1010.0;-160;657.0;8.0;581.0;382.0;-290.0;-130.0;610.0;-320.0;-617.0;-480.0
991.0;-17;285.0;-294.0;554.0;389.0;-375.0;-200.0;907.0;-505.0;-713.0;-390.0
925.0;-160;634.0;-3.0;722.0;393.0;-252.0;-99.0;659.0;-280.0;-650.0;-373.0
892.0;-125;664.0;-150.0;196.0;487.0;-242.0;40.0;827.0;-168.0;-797.0;-362.0
973.0;133;538.0;-190.0;223.0;386.0;-273.0;197.0;939.0;-55.0;-734.0;5.0
978.0;132;579.0;-159.0;214.0;385.0;-54.0;182.0;990.0;-74.0;-740.0;-27.0
980.0;-75;803.0;413.0;297.0;594.0;-255.0;241.0;1264.0;504.0;823.0;-659.0
925.0;143;567.0;-112.0;61.0;406.0;-302.0;110.0;1186.0;-100.0;-729.0;-59.0
847.0;-153;727.0;-18.0;208.0;521.0;-282.0;-35.0;937.0;-260.0;-831.0;-377.0
427.0;-84;710.0;-27.0;323.0;525.0;-114.0;-48.0;838.0;-264.0;-837.0;-332.0
985.0;27;194.0;-535.0;102.0;148.0;-185.0;321.0;1010.0;216.0;-496.0;378.0
1012.0;142;532.0;-252.0;54.0;330.0;-102.0;136.0;1074.0;-42.0;-726.0;-112.0
964.0;-99;602.0;-129.0;236.0;432.0;-162.0;143.0;738.0;-106.0;-742.0;-417.0
979.0;152;732.0;70.0;151.0;493.0;-6.0;68.0;926.0;-214.0;-803.0;-619.0
991.0;116;585.0;125.0;677.0;493.0;-234.0;-21.0;726.0;-351.0;-709.0;-349.0
979.0;-151;746.0;253.0;274.0;495.0;-172.0;-13.0;1085.0;-242.0;-624.0;-307.0
988.0;116;578.0;101.0;643.0;485.0;-316.0;-8.0;1126.0;-341.0;-715.0;-318.0
963.0;144;664.0;5.0;204.0;462.0;-262.0;132.0;1142.0;-136.0;-757.0;-509.0
996.0;-31;296.0;-302.0;806.0;326.0;-83.0;-47.0;737.0;-262.0;-475.0;-100.0
989.0;-151;729.0;255.0;286.0;509.0;-193.0;-78.0;1031.0;-245.0;-641.0;-352.0
998.0;-151;716.0;232.0;268.0;501.0;-253.0;-65.0;1051.0;-226.0;-618.0;-330.0
998.0;-151;715.0;228.0;357.0;500.0;-284.0;-60.0;1010.0;-225.0;-616.0;-325.0
996.0;-85;559.0;-106.0;2.0;411.0;-364.0;127.0;1059.0;-96.0;-727.0;-55.0
943.0;-31;297.0;-301.0;821.0;322.0;-137.0;-93.0;746.0;-299.0;-459.0;-34.0
978.0;-151;773.0;250.0;348.0;471.0;-193.0;-274.0;1001.0;-377.0;-768.0;-471.0
1011.0;-151;773.0;245.0;402.0;466.0;-177.0;-244.0;1016.0;-380.0;-779.0;-453.0
989.0;-151;742.0;242.0;300.0;491.0;-186.0;-10.0;1040.0;-228.0;-595.0;-280.0
974.0;-83;244.0;-402.0;514.0;236.0;-415.0;-190.0;1000.0;-399.0;-583.0;92.0
1008.0;-83;249.0;-403.0;513.0;236.0;-343.0;-185.0;991.0;-398.0;-575.0;95.0
653.0;182;369.0;-166.0;861.0;406.0;-220.0;-239.0;847.0;-489.0;-574.0;-274.0
995.0;-87;263.0;-416.0;496.0;234.0;-202.0;-187.0;916.0;-413.0;-571.0;102.0
995.0;-86;278.0;-406.0;407.0;263.0;-359.0;-214.0;1043.0;-449.0;-595.0;87.0
978.0;-121;745.0;467.0;339.0;573.0;-217.0;142.0;977.0;385.0;870.0;-820.0
1021.0;97;580.0;-159.0;608.0;368.0;-215.0;-379.0;829.0;-326.0;-596.0;-542.0
966.0;96;720.0;148.0;148.0;502.0;-255.0;51.0;940.0;-217.0;-805.0;-370.0
974.0;-151;728.0;254.0;298.0;509.0;-214.0;-73.0;1060.0;-241.0;-637.0;-349.0
900.0;99;717.0;136.0;218.0;499.0;-303.0;39.0;1059.0;-219.0;-807.0;-366.0
970.0;97;555.0;-271.0;486.0;306.0;-136.0;-426.0;926.0;-298.0;-553.0;-516.0
973.0;171;712.0;-62.0;633.0;310.0;-456.0;-226.0;867.0;-229.0;-594.0;-232.0
1301.0;-159;667.0;13.0;922.0;368.0;-274.0;299.0;947.0;319.0;670.0;-546.0
991.0;-158;669.0;176.0;569.0;447.0;-262.0;279.0;808.0;353.0;750.0;-644.0
1055.0;171;714.0;-110.0;212.0;282.0;-521.0;-225.0;1012.0;-174.0;-505.0;-155.0
1030.0;98;466.0;-406.0;544.0;254.0;-200.0;-275.0;1027.0;-201.0;-579.0;-313.0
971.0;-151;746.0;315.0;336.0;531.0;-253.0;-332.0;991.0;-292.0;-702.0;-470.0
1005.0;-151;744.0;307.0;369.0;528.0;-254.0;-287.0;940.0;-284.0;-706.0;-453.0
982.0;-101;784.0;585.0;188.0;597.0;-243.0;307.0;1069.0;578.0;802.0;-715.0
383.0;171;713.0;-135.0;643.0;265.0;-512.0;-227.0;1034.0;-209.0;-471.0;-154.0
996.0;-151;714.0;226.0;372.0;499.0;-250.0;-53.0;1043.0;-222.0;-613.0;-318.0
936.0;171;657.0;-287.0;541.0;159.0;-416.0;73.0;907.0;-177.0;-575.0;-61.0
1038.0;171;657.0;-285.0;598.0;159.0;-402.0;54.0;931.0;-185.0;-582.0;-72.0
952.0;171;659.0;-278.0;504.0;168.0;-431.0;13.0;968.0;-185.0;-587.0;-65.0
995.0;213;693.0;-73.0;156.0;349.0;-76.0;4.0;1076.0;-108.0;-736.0;-198.0
991.0;167;677.0;-220.0;529.0;217.0;-375.0;-124.0;950.0;-218.0;-665.0;-176.0
988.0;-151;734.0;282.0;261.0;519.0;-232.0;-127.0;1070.0;-266.0;-684.0;-391.0
976.0;-151;712.0;224.0;341.0;497.0;-238.0;-45.0;1046.0;-219.0;-610.0;-308.0
992.0;-101;749.0;635.0;438.0;636.0;-461.0;349.0;1164.0;624.0;828.0;-796.0
997.0;-151;731.0;279.0;238.0;518.0;-240.0;-118.0;1108.0;-264.0;-680.0;-382.0
998.0;-151;724.0;269.0;198.0;517.0;-227.0;-120.0;1118.0;-259.0;-668.0;-374.0
999.0;166;727.0;83.0;190.0;454.0;-336.0;-234.0;1130.0;-221.0;-755.0;-362.0
996.0;-151;723.0;266.0;196.0;516.0;-218.0;-114.0;1099.0;-257.0;-669.0;-368.0
572.0;-77;760.0;112.0;116.0;589.0;-307.0;109.0;944.0;371.0;850.0;-469.0
982.0;130;589.0;-127.0;-156.0;422.0;-289.0;-157.0;1195.0;-40.0;-695.0;-75.0
984.0;166;753.0;98.0;223.0;453.0;-62.0;-74.0;1115.0;-228.0;-734.0;-341.0
976.0;166;788.0;81.0;109.0;425.0;-155.0;-3.0;1050.0;-233.0;-720.0;-337.0
1004.0;166;799.0;68.0;119.0;415.0;-149.0;-11.0;1037.0;-226.0;-710.0;-334.0
985.0;-151;722.0;266.0;190.0;516.0;-231.0;-106.0;1114.0;-257.0;-669.0;-364.0
976.0;-151;721.0;264.0;199.0;516.0;-239.0;-105.0;1114.0;-258.0;-667.0;-362.0
984.0;-151;721.0;263.0;253.0;515.0;-230.0;-102.0;1099.0;-257.0;-665.0;-359.0
979.0;121;549.0;-193.0;163.0;398.0;-188.0;-65.0;1146.0;26.0;-659.0;28.0
1001.0;109;551.0;-204.0;198.0;391.0;-151.0;-64.0;1079.0;46.0;-624.0;56.0
982.0;166;852.0;33.0;78.0;361.0;-129.0;-224.0;1118.0;-216.0;-712.0;-349.0
1000.0;106;654.0;-177.0;141.0;343.0;-25.0;-149.0;1000.0;70.0;-562.0;34.0
989.0;-151;720.0;262.0;248.0;516.0;-221.0;-98.0;993.0;-254.0;-657.0;-356.0
1000.0;-151;732.0;236.0;269.0;492.0;-204.0;-1.0;1074.0;-229.0;-608.0;-293.0
999.0;54;469.0;-349.0;142.0;255.0;-184.0;-175.0;1127.0;46.0;-463.0;204.0
1006.0;108;528.0;-194.0;138.0;325.0;-53.0;-152.0;1007.0;-14.0;-582.0;-22.0
991.0;79;746.0;294.0;340.0;513.0;-45.0;-541.0;977.0;-318.0;-702.0;-535.0
1009.0;144;681.0;-8.0;-55.0;385.0;-250.0;-269.0;993.0;-120.0;-691.0;-246.0
979.0;-151;737.0;240.0;263.0;493.0;-169.0;5.0;1025.0;-239.0;-612.0;-290.0
994.0;146;703.0;11.0;70.0;387.0;-132.0;-283.0;937.0;-140.0;-712.0;-286.0
967.0;-38;785.0;208.0;198.0;604.0;-198.0;264.0;1084.0;495.0;833.0;-572.0
973.0;-102;681.0;383.0;265.0;578.0;-166.0;424.0;1075.0;651.0;648.0;-388.0
992.0;-151;720.0;260.0;266.0;515.0;-223.0;-105.0;1070.0;-257.0;-662.0;-357.0
1145.0;-75;805.0;421.0;70.0;555.0;-66.0;133.0;1010.0;416.0;859.0;-684.0
969.0;92;484.0;-368.0;117.0;275.0;-271.0;179.0;1100.0;9.0;-655.0;55.0
1025.0;166;963.0;-6.0;24.0;240.0;-478.0;-349.0;1081.0;-275.0;-731.0;-437.0
975.0;90;589.0;-4.0;179.0;450.0;9.0;-14.0;979.0;-170.0;-765.0;-315.0
416.0;-25;701.0;-44.0;163.0;547.0;-204.0;267.0;819.0;468.0;-659.0;-311.0
989.0;-151;723.0;261.0;365.0;513.0;-204.0;-109.0;1050.0;-256.0;-662.0;-360.0
992.0;-149;746.0;282.0;337.0;523.0;-100.0;-283.0;984.0;-312.0;-745.0;-383.0
996.0;-149;739.0;278.0;394.0;521.0;-91.0;-261.0;1090.0;-293.0;-740.0;-355.0
979.0;-144;735.0;280.0;344.0;523.0;-28.0;-244.0;1035.0;-284.0;-737.0;-340.0
971.0;-133;732.0;280.0;316.0;525.0;-43.0;-224.0;1028.0;-278.0;-735.0;-335.0
897.0;-12;622.0;95.0;145.0;446.0;-321.0;86.0;815.0;-131.0;-771.0;-316.0
978.0;-119;728.0;284.0;298.0;527.0;-66.0;-195.0;1052.0;-275.0;-736.0;-331.0
962.0;-102;670.0;439.0;290.0;604.0;-782.0;408.0;1062.0;639.0;656.0;-430.0
989.0;167;659.0;4.0;152.0;408.0;-268.0;18.0;1004.0;-84.0;-695.0;-184.0
991.0;-122;723.0;308.0;341.0;541.0;-280.0;-96.0;1210.0;-275.0;-746.0;-334.0
994.0;-151;728.0;254.0;293.0;509.0;-214.0;-69.0;1056.0;-239.0;-640.0;-346.0
976.0;-151;746.0;250.0;244.0;494.0;-206.0;-22.0;1101.0;-237.0;-610.0;-302.0
971.0;-151;728.0;254.0;298.0;509.0;-211.0;-80.0;1050.0;-243.0;-645.0;-350.0
983.0;-151;727.0;254.0;319.0;509.0;-200.0;-79.0;1047.0;-244.0;-645.0;-351.0
985.0;-151;727.0;252.0;310.0;509.0;-204.0;-90.0;1058.0;-246.0;-650.0;-355.0
984.0;-117;723.0;322.0;316.0;544.0;-290.0;-14.0;1034.0;-281.0;-785.0;-378.0
989.0;-151;724.0;258.0;285.0;512.0;-199.0;-103.0;1036.0;-253.0;-656.0;-360.0
998.0;-151;727.0;253.0;299.0;509.0;-198.0;-92.0;1059.0;-246.0;-649.0;-355.0
999.0;-151;726.0;252.0;306.0;510.0;-195.0;-107.0;1049.0;-249.0;-654.0;-357.0
981.0;160;812.0;-22.0;372.0;338.0;-303.0;-238.0;1104.0;-99.0;-785.0;-240.0
996.0;-134;856.0;-48.0;254.0;289.0;-137.0;-347.0;1036.0;-42.0;-628.0;-159.0
991.0;-151;725.0;255.0;279.0;511.0;-202.0;-112.0;1051.0;-252.0;-661.0;-360.0
966.0;120;331.0;-403.0;203.0;197.0;-59.0;182.0;1057.0;46.0;-729.0;102.0
979.0;-151;741.0;243.0;259.0;491.0;-197.0;-11.0;1080.0;-228.0;-601.0;-289.0
989.0;-151;724.0;258.0;298.0;512.0;-196.0;-109.0;1062.0;-254.0;-660.0;-359.0
993.0;-151;741.0;243.0;246.0;493.0;-158.0;-10.0;1099.0;-237.0;-613.0;-295.0
905.0;135;648.0;285.0;247.0;517.0;-267.0;87.0;964.0;-180.0;-800.0;-431.0
985.0;-151;724.0;259.0;317.0;513.0;-203.0;-109.0;1055.0;-258.0;-663.0;-361.0
1007.0;173;652.0;46.0;241.0;468.0;-231.0;24.0;1231.0;-134.0;-774.0;-204.0
885.0;141;746.0;8.0;979.0;494.0;-44.0;-172.0;682.0;-465.0;-885.0;-1073.0
959.0;-145;752.0;224.0;204.0;462.0;-200.0;-265.0;1091.0;-311.0;-761.0;-435.0
978.0;-151;725.0;259.0;346.0;512.0;-202.0;-116.0;1051.0;-258.0;-663.0;-363.0
950.0;106;589.0;-42.0;797.0;415.0;-155.0;-149.0;794.0;-288.0;-748.0;-543.0
909.0;81;537.0;-268.0;309.0;274.0;-260.0;36.0;618.0;-251.0;-686.0;-162.0
856.0;11;376.0;-732.0;-20.0;-84.0;227.0;191.0;1063.0;415.0;-243.0;518.0
979.0;106;426.0;-353.0;303.0;261.0;-333.0;-121.0;933.0;62.0;-284.0;182.0
1004.0;55;611.0;13.0;198.0;444.0;-266.0;-359.0;1237.0;-145.0;-633.0;-213.0
997.0;53;635.0;75.0;176.0;468.0;-251.0;-399.0;1086.0;-179.0;-649.0;-283.0
896.0;-145;738.0;189.0;178.0;455.0;-151.0;-222.0;1034.0;-290.0;-779.0;-401.0
989.0;-98;824.0;180.0;34.0;429.0;-56.0;-277.0;1027.0;-368.0;-834.0;-485.0
786.0;80;585.0;87.0;570.0;409.0;-216.0;0.0;830.0;-190.0;-733.0;-434.0
1064.0;-143;718.0;151.0;231.0;455.0;-56.0;-163.0;1071.0;-261.0;-826.0;-408.0
1761.0;-72;259.0;-414.0;120.0;289.0;-232.0;550.0;1318.0;594.0;178.0;66.0
998.0;-117;727.0;345.0;287.0;552.0;-246.0;26.0;1074.0;-286.0;-794.0;-415.0
939.0;-90;-993.0;-126.0;-68.0;-106.0;342.0;-176.0;1225.0;-173.0;-910.0;-543.0
985.0;-117;726.0;340.0;261.0;550.0;-267.0;10.0;1015.0;-290.0;-796.0;-412.0
971.0;-117;725.0;335.0;296.0;548.0;-277.0;-2.0;1018.0;-291.0;-796.0;-406.0
1708.0;80;573.0;43.0;577.0;388.0;-170.0;-29.0;968.0;-215.0;-725.0;-447.0
930.0;124;701.0;382.0;97.0;529.0;-422.0;44.0;986.0;-259.0;-812.0;-526.0
1006.0;-117;740.0;356.0;267.0;548.0;-228.0;67.0;1108.0;-270.0;-763.0;-440.0
902.0;-139;724.0;534.0;973.0;669.0;-194.0;-434.0;404.0;-509.0;-621.0;-527.0
389.0;49;289.0;-449.0;292.0;314.0;-158.0;511.0;879.0;578.0;219.0;-61.0
622.0;167;656.0;-208.0;259.0;452.0;-138.0;113.0;1457.0;-162.0;-792.0;-135.0
432.0;157;658.0;-27.0;222.0;460.0;-211.0;65.0;1029.0;-185.0;-797.0;-101.0
972.0;169;662.0;-88.0;-45.0;476.0;-230.0;-165.0;1062.0;-171.0;-789.0;-232.0
1042.0;-6;222.0;-498.0;217.0;254.0;-291.0;550.0;1320.0;561.0;109.0;12.0
971.0;-159;670.0;95.0;266.0;458.0;-533.0;1.0;950.0;-239.0;-859.0;-395.0
991.0;89;437.0;-292.0;18.0;245.0;-148.0;225.0;1089.0;94.0;-662.0;62.0
976.0;167;650.0;34.0;204.0;421.0;-632.0;23.0;934.0;-89.0;-679.0;-189.0
963.0;-185;604.0;-72.0;205.0;401.0;-515.0;128.0;899.0;-103.0;-772.0;-41.0
995.0;-122;846.0;400.0;48.0;526.0;-381.0;-260.0;1115.0;-300.0;-878.0;-514.0
858.0;-179;771.0;146.0;213.0;546.0;-170.0;-104.0;1032.0;-367.0;-833.0;-468.0
922.0;-179;765.0;129.0;179.0;540.0;-300.0;-88.0;1039.0;-355.0;-835.0;-457.0
975.0;-179;752.0;99.0;186.0;530.0;-229.0;-48.0;984.0;-333.0;-839.0;-449.0
931.0;-179;745.0;84.0;205.0;526.0;-155.0;-23.0;1015.0;-322.0;-841.0;-441.0
1019.0;-91;635.0;8.0;-87.0;442.0;-169.0;48.0;1058.0;-166.0;-790.0;-132.0
998.0;-154;707.0;443.0;725.0;622.0;-298.0;-134.0;802.0;-337.0;-526.0;-265.0
979.0;-154;710.0;447.0;673.0;622.0;-295.0;-99.0;888.0;-320.0;-515.0;-245.0
979.0;-202;865.0;-40.0;318.0;289.0;-110.0;-358.0;1126.0;-54.0;-624.0;-174.0
924.0;-167;647.0;34.0;1.0;456.0;-35.0;22.0;1026.0;-194.0;-796.0;-162.0
923.0;-40;446.0;-345.0;209.0;422.0;132.0;540.0;986.0;657.0;314.0;40.0
961.0;99;-529.0;-154.0;81.0;-381.0;-218.0;56.0;1142.0;-104.0;-791.0;-178.0
976.0;-154;711.0;440.0;567.0;618.0;-307.0;-135.0;859.0;-339.0;-529.0;-269.0
1148.0;144;634.0;232.0;185.0;500.0;-353.0;84.0;842.0;-175.0;-792.0;-404.0
1003.0;-154;727.0;493.0;778.0;636.0;-252.0;-260.0;779.0;-438.0;-636.0;-439.0
829.0;-143;793.0;557.0;757.0;607.0;-695.0;-281.0;748.0;-555.0;-890.0;-833.0
973.0;98;-505.0;-227.0;131.0;-355.0;-137.0;129.0;1003.0;-21.0;-769.0;-65.0
984.0;90;451.0;-282.0;18.0;270.0;-116.0;243.0;1036.0;57.0;-700.0;47.0
940.0;-71;290.0;-370.0;168.0;342.0;-346.0;511.0;1080.0;596.0;206.0;10.0
947.0;32;-248.0;-592.0;-48.0;-238.0;386.0;451.0;1100.0;600.0;-117.0;445.0
970.0;-12;68.0;-574.0;253.0;93.0;-99.0;463.0;1022.0;451.0;-57.0;292.0
971.0;90;440.0;-289.0;13.0;277.0;-220.0;234.0;1019.0;53.0;-708.0;52.0
997.0;44;88.0;-600.0;482.0;-87.0;-186.0;232.0;1093.0;336.0;-224.0;302.0
1002.0;167;748.0;-144.0;208.0;279.0;-121.0;-397.0;1292.0;-167.0;-656.0;-374.0
965.0;-108;653.0;-168.0;191.0;415.0;-571.0;-30.0;1044.0;152.0;821.0;-256.0
985.0;133;498.0;-334.0;-117.0;316.0;-360.0;113.0;958.0;43.0;-732.0;89.0
1064.0;169;636.0;155.0;288.0;464.0;-148.0;89.0;1238.0;-145.0;-793.0;-350.0
1002.0;116;593.0;142.0;815.0;499.0;-207.0;-40.0;537.0;-350.0;-704.0;-373.0
978.0;90;435.0;-291.0;1.0;282.0;-258.0;209.0;1113.0;42.0;-719.0;41.0
989.0;117;605.0;159.0;741.0;504.0;-225.0;-46.0;665.0;-324.0;-692.0;-367.0
997.0;47;-382.0;-371.0;215.0;-362.0;-173.0;-514.0;1098.0;-571.0;-209.0;158.0
822.0;51;460.0;-66.0;428.0;448.0;-51.0;-479.0;1005.0;-618.0;-467.0;-214.0
964.0;-179;949.0;-47.0;-110.0;226.0;-192.0;-301.0;1090.0;-174.0;-775.0;-330.0
1028.0;83;446.0;-74.0;298.0;448.0;-159.0;-501.0;927.0;-636.0;-424.0;-199.0
981.0;-17;273.0;-308.0;605.0;366.0;-349.0;-165.0;875.0;-447.0;-783.0;-315.0
989.0;-17;276.0;-309.0;631.0;368.0;-272.0;-181.0;891.0;-455.0;-788.0;-317.0
939.0;-17;279.0;-311.0;673.0;368.0;-324.0;-181.0;867.0;-452.0;-799.0;-332.0
921.0;-17;280.0;-309.0;674.0;369.0;-301.0;-185.0;912.0;-448.0;-807.0;-334.0
939.0;-17;284.0;-307.0;665.0;370.0;-274.0;-188.0;832.0;-452.0;-811.0;-334.0
964.0;99;-683.0;300.0;264.0;-568.0;-210.0;-129.0;1077.0;-345.0;-854.0;-554.0
988.0;-17;296.0;-300.0;633.0;374.0;-297.0;-186.0;890.0;-464.0;-817.0;-352.0
693.0;-166;481.0;-292.0;200.0;333.0;-272.0;110.0;962.0;13.0;-769.0;71.0
962.0;-17;299.0;-296.0;648.0;376.0;-339.0;-191.0;895.0;-467.0;-823.0;-358.0
983.0;180;953.0;-48.0;191.0;239.0;11.0;-348.0;1077.0;-339.0;-820.0;-491.0
1001.0;168;746.0;171.0;317.0;563.0;-126.0;-82.0;1017.0;-378.0;-855.0;-489.0
956.0;123;701.0;377.0;191.0;516.0;143.0;46.0;1044.0;-240.0;-814.0;-496.0
1242.0;-160;756.0;-96.0;249.0;545.0;-433.0;216.0;1119.0;472.0;-555.0;-437.0
