InertialMeasurementUnit LUA magneticY;Accelerometer LUA^ accY;Accelerometer LUA_ accY;InertialMeasurementUnit L-SHOE Compass;Accelerometer LWR accY;Accelerometer RWR accY;InertialMeasurementUnit LLA accX;InertialMeasurementUnit R-SHOE Body_Ay
97.0;1311.0;879.0;15;772.0;871.0;-905.0;372
120.0;935.0;943.0;15;833.0;734.0;-980.0;363
105.0;946.0;1023.0;15;858.0;716.0;-926.0;364
97.0;912.0;933.0;15;875.0;780.0;-935.0;365
93.0;929.0;918.0;14;839.0;724.0;-953.0;371
83.0;920.0;977.0;14;828.0;730.0;-918.0;367
105.0;894.0;1141.0;-19;1019.0;1027.0;-894.0;206
117.0;899.0;958.0;13;915.0;741.0;-960.0;364
125.0;901.0;948.0;13;892.0;724.0;-995.0;360
134.0;926.0;927.0;14;880.0;751.0;-991.0;357
137.0;983.0;948.0;14;831.0;784.0;-961.0;381
138.0;962.0;960.0;14;858.0;768.0;-964.0;375
133.0;933.0;979.0;14;868.0;754.0;-953.0;376
75.0;933.0;1042.0;15;737.0;695.0;-722.0;399
-175.0;871.0;867.0;-114;703.0;769.0;-745.0;385
50.0;868.0;971.0;113;878.0;257.0;-952.0;383
86.0;902.0;937.0;113;869.0;350.0;-948.0;387
110.0;823.0;935.0;15;842.0;732.0;-948.0;366
116.0;839.0;929.0;15;867.0;730.0;-943.0;371
111.0;910.0;962.0;15;848.0;775.0;-936.0;379
102.0;904.0;894.0;15;848.0;797.0;-938.0;378
84.0;906.0;908.0;15;821.0;803.0;-933.0;367
67.0;895.0;923.0;14;791.0;752.0;-962.0;371
52.0;921.0;978.0;14;820.0;771.0;-878.0;370
46.0;928.0;999.0;14;825.0;765.0;-886.0;370
44.0;940.0;1010.0;14;847.0;773.0;-899.0;375
50.0;872.0;999.0;15;908.0;760.0;-911.0;364
-3.0;846.0;1022.0;39;962.0;719.0;-978.0;356
67.0;913.0;961.0;15;932.0;710.0;-967.0;363
72.0;918.0;971.0;15;911.0;711.0;-1000.0;364
89.0;943.0;978.0;15;905.0;749.0;-992.0;374
162.0;1138.0;1141.0;36;1023.0;793.0;-932.0;394
131.0;984.0;954.0;15;885.0;728.0;-991.0;366
140.0;972.0;962.0;15;884.0;733.0;-989.0;372
149.0;975.0;978.0;15;876.0;727.0;-986.0;368
160.0;951.0;885.0;13;892.0;725.0;-963.0;366
162.0;922.0;1006.0;13;813.0;694.0;-983.0;366
86.0;910.0;955.0;113;871.0;237.0;-952.0;386
86.0;902.0;961.0;113;896.0;264.0;-945.0;382
89.0;899.0;945.0;113;859.0;268.0;-952.0;386
287.0;854.0;908.0;114;848.0;953.0;-951.0;385
94.0;915.0;951.0;113;878.0;301.0;-948.0;388
7.0;888.0;739.0;-104;608.0;727.0;-669.0;379
180.0;891.0;931.0;15;838.0;725.0;-972.0;369
183.0;820.0;942.0;15;849.0;735.0;-981.0;366
146.0;908.0;923.0;14;882.0;811.0;-925.0;374
136.0;930.0;962.0;15;836.0;781.0;-939.0;370
107.0;906.0;944.0;14;828.0;734.0;-946.0;380
95.0;969.0;956.0;14;842.0;739.0;-921.0;358
93.0;898.0;993.0;15;883.0;713.0;-927.0;366
99.0;928.0;998.0;16;905.0;744.0;-929.0;371
103.0;917.0;1007.0;16;913.0;744.0;-931.0;370
132.0;926.0;1006.0;16;917.0;748.0;-983.0;363
3.0;1174.0;1104.0;-112;1305.0;760.0;-1284.0;460
209.0;1083.0;884.0;67;965.0;709.0;-1172.0;369
284.0;1007.0;827.0;16;846.0;739.0;-936.0;367
191.0;962.0;874.0;16;824.0;632.0;-904.0;346
29.0;992.0;938.0;-54;796.0;721.0;-760.0;369
100.0;906.0;933.0;113;878.0;311.0;-960.0;391
87.0;902.0;933.0;113;853.0;241.0;-959.0;383
81.0;904.0;942.0;113;870.0;237.0;-962.0;382
-36.0;1006.0;1037.0;24;999.0;195.0;-959.0;387
36.0;895.0;1091.0;127;913.0;201.0;-1031.0;398
301.0;1020.0;596.0;38;644.0;631.0;-439.0;498
404.0;859.0;820.0;47;1124.0;1078.0;-950.0;315
413.0;1351.0;841.0;5;777.0;763.0;-1121.0;221
305.0;853.0;863.0;16;781.0;722.0;-994.0;373
348.0;716.0;896.0;-145;766.0;848.0;-897.0;365
246.0;908.0;960.0;16;885.0;752.0;-972.0;360
229.0;913.0;949.0;17;859.0;723.0;-984.0;362
217.0;917.0;957.0;17;839.0;706.0;-971.0;363
209.0;937.0;964.0;17;831.0;714.0;-965.0;367
190.0;917.0;941.0;18;828.0;749.0;-939.0;364
186.0;942.0;943.0;18;859.0;762.0;-924.0;366
191.0;921.0;991.0;18;869.0;768.0;-925.0;381
199.0;914.0;995.0;18;900.0;720.0;-948.0;364
405.0;868.0;1260.0;77;1345.0;946.0;-753.0;271
62.0;762.0;910.0;130;935.0;212.0;-780.0;478
42.0;866.0;931.0;113;839.0;300.0;-923.0;388
255.0;964.0;985.0;18;853.0;747.0;-977.0;360
840.0;706.0;175.0;168;-128.0;791.0;-270.0;381
41.0;865.0;950.0;113;886.0;318.0;-931.0;388
40.0;849.0;906.0;113;857.0;338.0;-926.0;388
52.0;864.0;929.0;113;852.0;426.0;-911.0;387
57.0;873.0;908.0;113;859.0;476.0;-912.0;394
65.0;891.0;896.0;113;848.0;318.0;-932.0;384
72.0;869.0;891.0;113;835.0;381.0;-936.0;394
72.0;905.0;924.0;113;838.0;483.0;-936.0;379
75.0;874.0;926.0;113;856.0;462.0;-950.0;388
76.0;918.0;922.0;113;859.0;350.0;-960.0;386
75.0;913.0;939.0;113;857.0;314.0;-960.0;389
73.0;899.0;933.0;113;869.0;412.0;-960.0;388
133.0;959.0;489.0;32;275.0;217.0;-575.0;395
73.0;897.0;942.0;113;882.0;526.0;-933.0;387
74.0;890.0;934.0;113;860.0;476.0;-929.0;386
79.0;903.0;921.0;113;835.0;366.0;-949.0;388
81.0;872.0;965.0;113;868.0;439.0;-936.0;390
79.0;896.0;952.0;113;858.0;496.0;-937.0;385
79.0;907.0;960.0;113;859.0;411.0;-940.0;386
78.0;878.0;913.0;113;869.0;295.0;-945.0;390
77.0;897.0;924.0;113;854.0;339.0;-937.0;390
71.0;618.0;729.0;-175;481.0;638.0;-708.0;392
80.0;917.0;944.0;113;860.0;409.0;-935.0;388
84.0;904.0;965.0;113;864.0;440.0;-936.0;385
109.0;890.0;973.0;113;895.0;463.0;-936.0;385
141.0;758.0;745.0;-171;619.0;496.0;-794.0;379
114.0;884.0;943.0;113;903.0;395.0;-938.0;388
117.0;860.0;941.0;113;876.0;360.0;-945.0;386
121.0;892.0;938.0;113;847.0;317.0;-939.0;386
123.0;902.0;947.0;113;849.0;437.0;-934.0;386
123.0;884.0;931.0;113;858.0;479.0;-947.0;384
126.0;911.0;956.0;113;868.0;481.0;-950.0;383
126.0;889.0;966.0;113;869.0;481.0;-952.0;385
126.0;892.0;974.0;113;890.0;421.0;-939.0;385
1.0;997.0;648.0;-86;725.0;580.0;-1023.0;406
231.0;940.0;855.0;67;820.0;113.0;-931.0;380
127.0;872.0;943.0;113;886.0;290.0;-971.0;381
128.0;885.0;942.0;113;875.0;256.0;-958.0;390
569.0;835.0;885.0;-79;705.0;654.0;-1263.0;277
132.0;914.0;956.0;113;851.0;229.0;-939.0;386
79.0;950.0;963.0;16;823.0;698.0;-1035.0;370
47.0;921.0;952.0;16;816.0;702.0;-1032.0;369
148.0;868.0;944.0;113;870.0;342.0;-938.0;388
154.0;874.0;960.0;113;875.0;273.0;-938.0;388
-44.0;960.0;815.0;-43;939.0;863.0;-1078.0;273
28.0;865.0;868.0;88;921.0;1043.0;-1070.0;247
107.0;917.0;904.0;16;830.0;796.0;-943.0;372
117.0;924.0;914.0;16;811.0;768.0;-927.0;363
126.0;906.0;920.0;16;822.0;742.0;-911.0;365
142.0;889.0;1003.0;16;856.0;716.0;-916.0;364
149.0;903.0;985.0;16;862.0;716.0;-909.0;367
156.0;874.0;989.0;16;905.0;700.0;-912.0;367
169.0;911.0;969.0;16;874.0;716.0;-977.0;366
166.0;905.0;939.0;16;850.0;747.0;-984.0;363
145.0;925.0;949.0;16;840.0;732.0;-957.0;366
140.0;936.0;956.0;16;858.0;731.0;-961.0;363
138.0;940.0;961.0;16;857.0;726.0;-970.0;366
136.0;930.0;964.0;16;862.0;765.0;-957.0;364
138.0;957.0;931.0;16;868.0;761.0;-943.0;366
153.0;919.0;953.0;16;842.0;726.0;-927.0;366
156.0;913.0;963.0;16;827.0;698.0;-924.0;364
156.0;931.0;958.0;16;871.0;725.0;-940.0;361
153.0;912.0;941.0;16;850.0;762.0;-915.0;367
144.0;896.0;959.0;16;831.0;747.0;-931.0;364
143.0;942.0;971.0;16;878.0;748.0;-947.0;363
144.0;892.0;970.0;16;877.0;726.0;-937.0;368
147.0;927.0;962.0;16;861.0;750.0;-949.0;367
154.0;938.0;946.0;16;848.0;726.0;-952.0;364
160.0;956.0;966.0;16;851.0;719.0;-941.0;365
161.0;933.0;971.0;16;886.0;744.0;-938.0;371
183.0;940.0;940.0;16;843.0;625.0;-957.0;364
190.0;965.0;943.0;16;868.0;660.0;-927.0;365
195.0;958.0;953.0;16;888.0;605.0;-940.0;365
186.0;931.0;939.0;16;857.0;678.0;-949.0;362
182.0;931.0;962.0;16;858.0;730.0;-949.0;363
177.0;935.0;913.0;16;864.0;784.0;-937.0;369
174.0;942.0;906.0;16;844.0;774.0;-941.0;366
164.0;925.0;933.0;16;820.0;755.0;-951.0;365
146.0;937.0;986.0;16;847.0;766.0;-928.0;370
136.0;930.0;1000.0;16;861.0;759.0;-922.0;369
116.0;910.0;982.0;16;890.0;755.0;-934.0;366
106.0;911.0;975.0;16;887.0;753.0;-948.0;363
91.0;935.0;923.0;16;877.0;724.0;-970.0;367
89.0;926.0;948.0;16;895.0;725.0;-969.0;366
54.0;980.0;893.0;16;860.0;792.0;-989.0;370
95.0;967.0;952.0;16;851.0;735.0;-933.0;366
98.0;924.0;944.0;16;857.0;747.0;-938.0;366
103.0;921.0;914.0;16;869.0;765.0;-940.0;371
102.0;910.0;944.0;16;868.0;761.0;-920.0;369
118.0;919.0;970.0;16;869.0;760.0;-937.0;369
125.0;907.0;957.0;16;887.0;746.0;-931.0;376
127.0;925.0;953.0;16;883.0;752.0;-965.0;374
130.0;931.0;960.0;16;871.0;773.0;-956.0;374
132.0;940.0;960.0;16;874.0;752.0;-967.0;374
145.0;919.0;934.0;16;874.0;772.0;-948.0;376
148.0;920.0;948.0;16;870.0;753.0;-951.0;373
153.0;917.0;962.0;16;840.0;769.0;-941.0;374
163.0;901.0;959.0;16;870.0;767.0;-940.0;375
161.0;892.0;923.0;16;875.0;767.0;-940.0;376
164.0;919.0;924.0;16;866.0;754.0;-937.0;378
161.0;930.0;962.0;16;862.0;754.0;-938.0;376
162.0;909.0;944.0;16;855.0;747.0;-931.0;375
161.0;910.0;954.0;16;875.0;759.0;-942.0;372
159.0;900.0;968.0;16;877.0;743.0;-939.0;371
164.0;922.0;962.0;16;896.0;732.0;-955.0;373
174.0;924.0;948.0;16;873.0;744.0;-955.0;370
180.0;918.0;956.0;16;876.0;744.0;-955.0;369
180.0;923.0;934.0;16;837.0;745.0;-961.0;369
181.0;946.0;965.0;16;868.0;745.0;-955.0;366
179.0;932.0;952.0;16;851.0;725.0;-948.0;364
177.0;929.0;962.0;16;896.0;734.0;-946.0;362
173.0;909.0;962.0;16;875.0;779.0;-951.0;368
167.0;920.0;976.0;16;876.0;715.0;-956.0;368
170.0;926.0;920.0;16;868.0;737.0;-944.0;369
170.0;939.0;916.0;16;857.0;762.0;-950.0;368
171.0;921.0;934.0;16;858.0;755.0;-958.0;372
172.0;921.0;948.0;16;843.0;755.0;-958.0;370
167.0;939.0;936.0;16;852.0;726.0;-928.0;363
177.0;929.0;968.0;16;888.0;707.0;-930.0;361
179.0;931.0;960.0;16;898.0;757.0;-918.0;363
180.0;923.0;960.0;16;886.0;749.0;-890.0;363
182.0;878.0;952.0;16;870.0;732.0;-975.0;361
185.0;878.0;955.0;16;881.0;736.0;-974.0;364
192.0;950.0;953.0;16;875.0;735.0;-948.0;359
188.0;921.0;962.0;16;861.0;732.0;-953.0;365
187.0;919.0;954.0;16;872.0;769.0;-937.0;368
176.0;920.0;933.0;16;861.0;744.0;-950.0;367
163.0;936.0;959.0;16;860.0;766.0;-949.0;367
167.0;928.0;952.0;16;864.0;745.0;-937.0;364
176.0;930.0;962.0;16;874.0;751.0;-950.0;362
178.0;921.0;944.0;16;869.0;747.0;-956.0;363
178.0;941.0;963.0;16;875.0;746.0;-944.0;364
180.0;928.0;935.0;16;886.0;766.0;-957.0;368
182.0;934.0;939.0;16;877.0;761.0;-948.0;369
181.0;907.0;964.0;16;884.0;744.0;-959.0;368
182.0;963.0;927.0;16;887.0;765.0;-945.0;366
184.0;945.0;940.0;16;865.0;771.0;-958.0;374
183.0;917.0;962.0;16;877.0;744.0;-944.0;366
183.0;919.0;933.0;16;877.0;718.0;-940.0;371
185.0;929.0;971.0;16;866.0;756.0;-960.0;367
183.0;923.0;965.0;16;858.0;752.0;-960.0;369
181.0;934.0;939.0;16;872.0;750.0;-954.0;372
179.0;918.0;970.0;16;878.0;735.0;-954.0;369
176.0;937.0;963.0;16;881.0;736.0;-950.0;367
169.0;938.0;980.0;16;877.0;767.0;-954.0;364
166.0;921.0;961.0;16;861.0;769.0;-956.0;364
167.0;939.0;966.0;16;876.0;744.0;-969.0;368
165.0;931.0;969.0;16;858.0;737.0;-959.0;370
171.0;945.0;957.0;16;875.0;763.0;-960.0;371
169.0;939.0;957.0;16;865.0;770.0;-956.0;371
172.0;943.0;966.0;16;869.0;782.0;-946.0;371
187.0;928.0;945.0;16;877.0;755.0;-957.0;370
186.0;932.0;962.0;16;877.0;763.0;-957.0;377
187.0;923.0;948.0;16;877.0;743.0;-943.0;374
195.0;915.0;959.0;16;894.0;751.0;-952.0;373
200.0;935.0;982.0;16;879.0;721.0;-943.0;372
228.0;940.0;932.0;16;878.0;753.0;-954.0;374
249.0;907.0;955.0;16;858.0;726.0;-948.0;376
256.0;916.0;975.0;16;868.0;753.0;-949.0;371
259.0;933.0;970.0;16;878.0;744.0;-944.0;372
268.0;924.0;946.0;16;875.0;740.0;-942.0;372
271.0;912.0;990.0;16;883.0;747.0;-945.0;371
274.0;912.0;982.0;16;891.0;727.0;-962.0;374
284.0;950.0;952.0;16;881.0;754.0;-950.0;376
293.0;928.0;944.0;16;880.0;730.0;-968.0;366
296.0;925.0;960.0;16;867.0;745.0;-954.0;376
304.0;929.0;975.0;16;851.0;741.0;-949.0;369
-297.0;816.0;700.0;-39;533.0;666.0;-633.0;520
307.0;927.0;965.0;16;874.0;755.0;-933.0;371
308.0;927.0;935.0;16;885.0;753.0;-970.0;372
-81.0;754.0;856.0;136;701.0;542.0;-800.0;538
305.0;924.0;950.0;16;882.0;744.0;-943.0;372
301.0;949.0;964.0;16;850.0;745.0;-962.0;366
294.0;932.0;961.0;16;882.0;747.0;-962.0;360
282.0;935.0;967.0;16;861.0;758.0;-931.0;366
277.0;912.0;952.0;16;859.0;772.0;-934.0;363
264.0;921.0;945.0;16;883.0;763.0;-957.0;366
265.0;930.0;932.0;16;853.0;746.0;-920.0;366
265.0;898.0;938.0;16;849.0;767.0;-960.0;368
266.0;872.0;940.0;16;848.0;792.0;-944.0;364
264.0;905.0;943.0;16;832.0;775.0;-927.0;362
262.0;927.0;944.0;16;886.0;757.0;-928.0;367
257.0;922.0;953.0;16;882.0;781.0;-941.0;368
256.0;897.0;959.0;16;839.0;759.0;-935.0;367
256.0;894.0;981.0;16;880.0;737.0;-924.0;369
245.0;910.0;943.0;16;870.0;786.0;-959.0;368
243.0;921.0;954.0;16;893.0;748.0;-947.0;369
240.0;933.0;956.0;16;874.0;762.0;-946.0;365
239.0;911.0;958.0;16;856.0;737.0;-953.0;367
236.0;932.0;954.0;16;872.0;755.0;-943.0;366
225.0;921.0;961.0;16;875.0;751.0;-948.0;358
222.0;940.0;944.0;16;850.0;771.0;-941.0;367
224.0;930.0;952.0;16;863.0;766.0;-949.0;372
223.0;921.0;948.0;16;849.0;730.0;-948.0;365
235.0;897.0;940.0;16;877.0;745.0;-946.0;368
238.0;897.0;923.0;16;880.0;745.0;-949.0;367
238.0;901.0;952.0;16;846.0;744.0;-940.0;367
236.0;918.0;933.0;16;850.0;755.0;-938.0;368
235.0;907.0;927.0;16;848.0;746.0;-940.0;362
233.0;903.0;947.0;16;840.0;737.0;-948.0;353
230.0;916.0;956.0;16;851.0;734.0;-933.0;362
227.0;918.0;944.0;16;868.0;733.0;-935.0;364
219.0;918.0;943.0;16;843.0;730.0;-947.0;363
218.0;930.0;933.0;16;846.0;751.0;-939.0;366
212.0;931.0;962.0;16;838.0;748.0;-940.0;367
209.0;923.0;934.0;16;876.0;740.0;-942.0;368
209.0;912.0;931.0;16;861.0;733.0;-943.0;362
211.0;927.0;925.0;16;862.0;766.0;-942.0;362
235.0;920.0;943.0;16;870.0;725.0;-941.0;365
237.0;911.0;943.0;16;875.0;737.0;-937.0;367
238.0;901.0;971.0;16;860.0;747.0;-950.0;366
229.0;922.0;973.0;16;877.0;766.0;-950.0;368
225.0;925.0;959.0;16;877.0;763.0;-963.0;367
213.0;916.0;961.0;16;879.0;762.0;-962.0;361
212.0;939.0;958.0;16;870.0;760.0;-960.0;361
208.0;920.0;934.0;16;871.0;743.0;-954.0;363
209.0;940.0;934.0;16;883.0;749.0;-948.0;366
214.0;921.0;935.0;16;887.0;748.0;-946.0;366
218.0;948.0;941.0;16;858.0;772.0;-950.0;365
221.0;939.0;962.0;16;859.0;739.0;-945.0;362
234.0;928.0;951.0;16;869.0;765.0;-949.0;369
230.0;910.0;956.0;16;885.0;754.0;-955.0;365
233.0;917.0;942.0;16;873.0;735.0;-949.0;360
235.0;938.0;944.0;16;878.0;758.0;-952.0;364
235.0;924.0;940.0;16;874.0;757.0;-957.0;369
234.0;902.0;970.0;16;883.0;736.0;-953.0;363
235.0;931.0;942.0;16;860.0;753.0;-944.0;366
236.0;910.0;951.0;16;868.0;767.0;-949.0;373
234.0;909.0;948.0;16;878.0;769.0;-946.0;371
235.0;916.0;928.0;16;874.0;754.0;-950.0;365
229.0;904.0;961.0;16;858.0;764.0;-946.0;360
230.0;902.0;953.0;16;863.0;750.0;-949.0;365
231.0;911.0;925.0;16;873.0;755.0;-942.0;362
234.0;912.0;942.0;16;872.0;772.0;-936.0;364
234.0;928.0;943.0;16;857.0;770.0;-947.0;369
234.0;911.0;955.0;16;884.0;742.0;-944.0;370
234.0;916.0;932.0;16;880.0;772.0;-946.0;366
234.0;922.0;959.0;16;859.0;745.0;-953.0;364
233.0;928.0;958.0;16;859.0;735.0;-948.0;369
234.0;921.0;968.0;16;871.0;766.0;-941.0;371
236.0;922.0;963.0;16;875.0;751.0;-942.0;366
238.0;929.0;943.0;16;876.0;743.0;-947.0;368
241.0;922.0;951.0;16;895.0;761.0;-949.0;362
245.0;918.0;972.0;16;885.0;761.0;-952.0;368
248.0;902.0;950.0;16;896.0;747.0;-955.0;364
245.0;912.0;929.0;16;882.0;762.0;-964.0;369
234.0;921.0;957.0;16;854.0;781.0;-960.0;370
220.0;919.0;960.0;16;877.0;775.0;-973.0;368
220.0;925.0;939.0;16;856.0;756.0;-969.0;370
224.0;928.0;969.0;16;891.0;704.0;-939.0;376
228.0;927.0;970.0;16;882.0;731.0;-944.0;365
228.0;910.0;971.0;16;861.0;735.0;-956.0;366
235.0;919.0;968.0;16;868.0;765.0;-973.0;368
242.0;930.0;970.0;16;879.0;745.0;-944.0;370
-79.0;728.0;826.0;136;697.0;531.0;-789.0;520
262.0;766.0;867.0;183;498.0;730.0;-837.0;385
267.0;935.0;962.0;16;860.0;770.0;-963.0;371
294.0;833.0;771.0;77;772.0;734.0;-1198.0;542
106.0;858.0;565.0;174;465.0;648.0;-1349.0;347
197.0;807.0;720.0;190;632.0;602.0;-966.0;426
106.0;913.0;930.0;-87;1019.0;518.0;-1042.0;431
178.0;822.0;670.0;-121;562.0;638.0;-750.0;372
158.0;867.0;900.0;113;823.0;295.0;-934.0;391
168.0;912.0;636.0;162;626.0;544.0;-1030.0;398
159.0;862.0;898.0;113;828.0;320.0;-933.0;390
335.0;922.0;948.0;16;867.0;726.0;-940.0;368
167.0;787.0;736.0;152;645.0;592.0;-992.0;422
160.0;845.0;926.0;113;840.0;398.0;-935.0;385
171.0;774.0;793.0;-163;604.0;429.0;-846.0;388
314.0;897.0;963.0;16;867.0;743.0;-949.0;376
319.0;908.0;947.0;16;874.0;752.0;-961.0;371
127.0;786.0;449.0;-34;486.0;414.0;-809.0;200
222.0;847.0;539.0;-147;270.0;-18.0;-484.0;396
315.0;925.0;960.0;16;847.0;746.0;-959.0;369
485.0;998.0;999.0;66;921.0;318.0;-1054.0;412
308.0;930.0;983.0;16;871.0;736.0;-955.0;371
308.0;912.0;971.0;16;881.0;706.0;-948.0;372
-70.0;912.0;582.0;30;571.0;300.0;-379.0;526
162.0;858.0;926.0;113;851.0;617.0;-934.0;391
104.0;1006.0;884.0;-140;643.0;468.0;-636.0;379
92.0;889.0;868.0;-134;711.0;479.0;-725.0;378
410.0;1010.0;585.0;162;630.0;533.0;-1086.0;402
300.0;888.0;982.0;16;856.0;766.0;-939.0;366
292.0;899.0;980.0;16;878.0;757.0;-948.0;366
281.0;892.0;972.0;16;894.0;728.0;-949.0;370
263.0;911.0;989.0;16;887.0;763.0;-942.0;368
254.0;914.0;952.0;16;886.0;774.0;-961.0;367
183.0;937.0;930.0;16;888.0;754.0;-941.0;365
179.0;938.0;966.0;16;888.0;763.0;-943.0;364
176.0;949.0;964.0;16;865.0;743.0;-948.0;362
175.0;931.0;962.0;16;881.0;747.0;-954.0;367
173.0;939.0;953.0;16;887.0;753.0;-950.0;364
172.0;930.0;962.0;16;866.0;769.0;-945.0;370
175.0;931.0;960.0;16;877.0;763.0;-951.0;367
178.0;932.0;959.0;16;885.0;747.0;-952.0;366
193.0;926.0;964.0;16;886.0;743.0;-957.0;359
195.0;930.0;960.0;16;874.0;745.0;-959.0;364
194.0;940.0;976.0;16;879.0;725.0;-958.0;384
203.0;914.0;1050.0;18;907.0;734.0;-941.0;360
178.0;915.0;1078.0;-123;1198.0;645.0;-926.0;412
155.0;929.0;996.0;16;912.0;732.0;-1004.0;379
157.0;853.0;922.0;113;844.0;590.0;-945.0;391
151.0;845.0;932.0;113;873.0;558.0;-944.0;390
141.0;855.0;941.0;113;872.0;538.0;-954.0;386
134.0;862.0;931.0;113;866.0;507.0;-956.0;387
132.0;873.0;931.0;113;877.0;497.0;-956.0;392
125.0;856.0;917.0;113;847.0;455.0;-966.0;391
121.0;877.0;947.0;113;877.0;368.0;-950.0;393
120.0;878.0;926.0;113;866.0;343.0;-947.0;386
123.0;873.0;951.0;113;880.0;276.0;-938.0;391
130.0;860.0;932.0;113;880.0;313.0;-912.0;386
132.0;872.0;934.0;113;865.0;341.0;-899.0;393
133.0;859.0;945.0;113;847.0;333.0;-884.0;393
150.0;835.0;948.0;113;858.0;464.0;-861.0;386
154.0;826.0;937.0;113;858.0;500.0;-872.0;392
132.0;937.0;892.0;32;747.0;674.0;-1038.0;553
159.0;806.0;904.0;114;857.0;506.0;-876.0;392
176.0;796.0;853.0;114;825.0;509.0;-950.0;400
189.0;814.0;846.0;114;776.0;527.0;-978.0;439
208.0;915.0;953.0;115;851.0;712.0;-966.0;353
224.0;923.0;982.0;115;918.0;464.0;-955.0;381
278.0;954.0;1000.0;110;930.0;329.0;-950.0;372
700.0;898.0;943.0;167;841.0;-633.0;-894.0;393
126.0;955.0;974.0;35;882.0;326.0;-942.0;390
130.0;960.0;953.0;36;880.0;563.0;-947.0;390
129.0;911.0;905.0;36;903.0;704.0;-968.0;390
131.0;923.0;954.0;36;912.0;746.0;-982.0;390
408.0;609.0;896.0;152;880.0;458.0;-913.0;583
278.0;779.0;834.0;131;940.0;656.0;-980.0;479
252.0;978.0;1001.0;116;971.0;-113.0;-879.0;1485
410.0;306.0;119.0;135;-58.0;-471.0;-117.0;833
