Accelerometer RKN_ accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit RUA gyroX;Accelerometer HIP accX;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE Nav_Ax;Accelerometer BACK accX;InertialMeasurementUnit BACK accY;InertialMeasurementUnit L-SHOE Body_Az;Accelerometer LH accZ;Accelerometer RWR accZ;Accelerometer BACK accY
145.0;-979.0;-2.0;-65.0;484.0;8;138.0;-111.0;723;90.0;557.0;850.0
121.0;-979.0;10.0;-66.0;481.0;2;124.0;-95.0;723;135.0;573.0;873.0
-353.0;-962.0;126.0;-21.0;820.0;-3;46.0;-23.0;652;-346.0;339.0;739.0
-28.0;-978.0;119.0;13.0;546.0;2;223.0;-199.0;737;139.0;717.0;864.0
116.0;-979.0;-45.0;-62.0;493.0;1;127.0;-87.0;721;110.0;595.0;872.0
-69.0;-856.0;-88.0;-83.0;675.0;45;252.0;-161.0;725;147.0;495.0;818.0
116.0;-976.0;-64.0;-80.0;497.0;0;105.0;-87.0;715;88.0;556.0;873.0
138.0;-867.0;0.0;-10.0;372.0;-1;405.0;-342.0;727;39.0;703.0;658.0
13.0;-246.0;416.0;-285.0;393.0;-383;134.0;-355.0;157;129.0;518.0;679.0
-39.0;-985.0;-110.0;31.0;637.0;-2;197.0;-185.0;721;-32.0;581.0;924.0
-30.0;-977.0;127.0;31.0;455.0;2;173.0;-161.0;690;151.0;684.0;932.0
-191.0;-872.0;54.0;104.0;349.0;23;243.0;-322.0;735;146.0;672.0;904.0
-29.0;-985.0;-51.0;59.0;439.0;-1;221.0;-164.0;687;133.0;686.0;909.0
-193.0;-919.0;41.0;31.0;510.0;1770;71.0;-19.0;-1033;30.0;661.0;930.0
-31.0;-946.0;-164.0;43.0;500.0;-4;184.0;-323.0;725;135.0;762.0;867.0
-20.0;-929.0;-107.0;-75.0;563.0;0;188.0;-272.0;724;135.0;670.0;817.0
60.0;-995.0;-35.0;-10.0;734.0;-8;115.0;-118.0;698;236.0;860.0;894.0
58.0;-980.0;204.0;28.0;410.0;8;211.0;-165.0;715;70.0;723.0;848.0
-18.0;-948.0;-33.0;-23.0;528.0;-6;283.0;-248.0;729;66.0;918.0;812.0
-2.0;-944.0;232.0;10.0;658.0;1;300.0;-216.0;725;94.0;922.0;792.0
-10.0;-943.0;70.0;-4.0;589.0;-4;296.0;-252.0;732;39.0;854.0;809.0
40.0;-966.0;76.0;59.0;469.0;2;230.0;-173.0;717;50.0;705.0;866.0
-345.0;-773.0;705.0;159.0;364.0;-1607;225.0;-26.0;-1514;217.0;637.0;1124.0
104.0;-972.0;35.0;18.0;491.0;1;241.0;-185.0;706;68.0;673.0;858.0
14.0;-936.0;69.0;-59.0;676.0;-4;312.0;-271.0;730;45.0;817.0;769.0
-21.0;-934.0;-42.0;-38.0;699.0;2;316.0;-260.0;730;-18.0;827.0;781.0
40.0;-972.0;-52.0;11.0;460.0;14;234.0;-198.0;711;95.0;625.0;867.0
97.0;-986.0;40.0;5.0;455.0;-264;78.0;-107.0;768;303.0;663.0;931.0
111.0;-983.0;99.0;-53.0;479.0;3;151.0;-143.0;735;82.0;604.0;877.0
135.0;-984.0;-20.0;-57.0;487.0;4;152.0;-145.0;731;63.0;596.0;889.0
139.0;-980.0;-64.0;-58.0;475.0;4;151.0;-135.0;736;77.0;582.0;890.0
-266.0;-1153.0;506.0;18.0;559.0;-1091;262.0;-25.0;601;20.0;855.0;646.0
256.0;-1009.0;-100.0;-81.0;465.0;1028;-18.0;-212.0;910;11.0;709.0;806.0
135.0;-977.0;-126.0;-34.0;452.0;0;168.0;-165.0;731;61.0;602.0;870.0
141.0;-990.0;-54.0;-55.0;465.0;0;163.0;-153.0;729;69.0;538.0;878.0
393.0;-930.0;-61.0;-156.0;375.0;-11;189.0;-163.0;722;73.0;549.0;867.0
111.0;-972.0;34.0;-58.0;454.0;0;161.0;-143.0;732;35.0;614.0;905.0
232.0;-971.0;36.0;9.0;319.0;-1;168.0;-167.0;736;118.0;755.0;861.0
118.0;-989.0;25.0;-57.0;459.0;-1;169.0;-153.0;728;105.0;601.0;883.0
117.0;-929.0;-291.0;10.0;674.0;1;416.0;-276.0;722;16.0;892.0;756.0
115.0;-973.0;104.0;-13.0;464.0;3;151.0;-137.0;725;75.0;603.0;876.0
133.0;-994.0;27.0;-52.0;460.0;-8;153.0;-160.0;733;121.0;574.0;878.0
111.0;-973.0;72.0;-47.0;454.0;-3;215.0;-170.0;726;47.0;573.0;885.0
284.0;-973.0;-63.0;-97.0;471.0;9;186.0;-177.0;725;70.0;590.0;882.0
116.0;-978.0;-121.0;-51.0;447.0;-1;178.0;-154.0;728;21.0;587.0;828.0
130.0;-985.0;-51.0;-48.0;448.0;0;157.0;-151.0;725;58.0;592.0;872.0
135.0;-983.0;-20.0;-50.0;453.0;1;160.0;-148.0;722;81.0;638.0;843.0
141.0;-989.0;-78.0;-40.0;463.0;0;146.0;-133.0;733;54.0;596.0;874.0
90.0;-998.0;9.0;-40.0;439.0;-2;141.0;-157.0;725;83.0;590.0;900.0
105.0;-994.0;34.0;-35.0;439.0;-2;129.0;-150.0;728;57.0;568.0;895.0
127.0;-986.0;50.0;-19.0;447.0;1;168.0;-149.0;724;48.0;619.0;901.0
122.0;-987.0;31.0;-10.0;453.0;-4;161.0;-150.0;732;25.0;600.0;909.0
102.0;-986.0;27.0;-11.0;457.0;-2;172.0;-157.0;732;33.0;606.0;908.0
122.0;-991.0;9.0;-19.0;452.0;-3;182.0;-159.0;730;62.0;620.0;895.0
125.0;-987.0;24.0;-29.0;444.0;6;181.0;-159.0;727;22.0;580.0;905.0
99.0;-992.0;-11.0;-32.0;448.0;1;177.0;-151.0;727;40.0;585.0;908.0
120.0;-988.0;12.0;-23.0;450.0;-9;170.0;-148.0;733;34.0;571.0;903.0
106.0;-993.0;-39.0;-37.0;459.0;6;191.0;-143.0;729;59.0;595.0;883.0
140.0;-992.0;-6.0;-32.0;445.0;-1;161.0;-151.0;727;74.0;604.0;906.0
125.0;-981.0;-3.0;-45.0;441.0;5;160.0;-152.0;728;79.0;574.0;904.0
125.0;-981.0;-59.0;-41.0;454.0;7;183.0;-149.0;724;28.0;581.0;923.0
118.0;-989.0;-102.0;-36.0;464.0;1;155.0;-140.0;729;51.0;590.0;896.0
101.0;-997.0;-34.0;-22.0;454.0;-4;165.0;-147.0;732;102.0;603.0;907.0
108.0;-989.0;-41.0;0.0;454.0;5;159.0;-146.0;722;79.0;612.0;918.0
107.0;-989.0;10.0;-20.0;465.0;-3;176.0;-147.0;730;63.0;613.0;919.0
111.0;-997.0;12.0;-17.0;473.0;-3;160.0;-142.0;728;61.0;620.0;902.0
127.0;-978.0;-17.0;0.0;445.0;2;155.0;-156.0;724;22.0;573.0;898.0
56.0;-986.0;28.0;1.0;453.0;-4;178.0;-148.0;729;29.0;606.0;916.0
124.0;-982.0;-4.0;-21.0;454.0;-4;161.0;-143.0;734;0.0;601.0;890.0
115.0;-965.0;-97.0;-59.0;439.0;-10;163.0;-161.0;731;42.0;612.0;917.0
126.0;-985.0;-60.0;-31.0;440.0;2;166.0;-143.0;729;87.0;630.0;915.0
116.0;-977.0;32.0;-69.0;452.0;0;139.0;-134.0;730;96.0;602.0;902.0
115.0;-964.0;26.0;-80.0;472.0;4;134.0;-161.0;728;61.0;578.0;910.0
106.0;-1022.0;-55.0;-50.0;478.0;3;126.0;-127.0;730;60.0;587.0;886.0
74.0;-884.0;-66.0;-50.0;474.0;-4;361.0;-333.0;732;-33.0;885.0;724.0
112.0;-986.0;93.0;-51.0;443.0;1;182.0;-132.0;731;101.0;610.0;885.0
98.0;-987.0;97.0;-85.0;453.0;1;158.0;-143.0;732;71.0;605.0;901.0
144.0;-979.0;22.0;-47.0;449.0;-6;141.0;-139.0;730;27.0;596.0;897.0
102.0;-991.0;-136.0;-31.0;472.0;5;154.0;-116.0;729;54.0;565.0;904.0
106.0;-988.0;-18.0;-39.0;471.0;6;123.0;-148.0;725;76.0;600.0;920.0
-76.0;-929.0;-489.0;-197.0;432.0;83;117.0;-377.0;786;142.0;499.0;744.0
119.0;-986.0;45.0;-36.0;449.0;-2;157.0;-138.0;728;73.0;585.0;909.0
121.0;-980.0;19.0;-17.0;443.0;-3;163.0;-158.0;732;89.0;567.0;898.0
102.0;-968.0;-76.0;-16.0;478.0;-3;162.0;-121.0;731;32.0;589.0;898.0
112.0;-986.0;-106.0;-14.0;476.0;2;157.0;-147.0;731;27.0;601.0;906.0
67.0;-972.0;-33.0;-15.0;484.0;0;166.0;-113.0;731;37.0;568.0;882.0
76.0;-996.0;-18.0;-62.0;479.0;-2;144.0;-106.0;730;51.0;581.0;863.0
99.0;-987.0;13.0;-48.0;478.0;10;115.0;-114.0;723;68.0;618.0;921.0
88.0;-989.0;34.0;-51.0;462.0;11;129.0;-121.0;719;40.0;581.0;891.0
133.0;-989.0;-28.0;-10.0;455.0;14;154.0;-135.0;727;61.0;612.0;887.0
125.0;-978.0;-13.0;-22.0;465.0;2;192.0;-145.0;728;53.0;574.0;893.0
126.0;-993.0;13.0;-52.0;454.0;-7;201.0;-145.0;733;62.0;577.0;898.0
97.0;-977.0;-91.0;-28.0;474.0;-6;192.0;-142.0;735;80.0;562.0;895.0
-154.0;-943.0;47.0;23.0;347.0;63;174.0;-183.0;717;42.0;668.0;836.0
125.0;-1014.0;36.0;-16.0;462.0;0;201.0;-130.0;724;59.0;598.0;885.0
101.0;-978.0;20.0;-41.0;952.0;-8;197.0;-246.0;722;33.0;672.0;860.0
117.0;-980.0;-190.0;-59.0;514.0;0;183.0;-135.0;735;18.0;566.0;858.0
136.0;-977.0;-64.0;-60.0;496.0;1;151.0;-122.0;730;22.0;566.0;903.0
39.0;-1006.0;50.0;-17.0;547.0;-2;167.0;-66.0;722;-186.0;605.0;941.0
50.0;-992.0;51.0;-9.0;446.0;6;160.0;-134.0;725;60.0;503.0;885.0
116.0;-989.0;62.0;-1.0;462.0;8;193.0;-168.0;730;61.0;640.0;921.0
114.0;-381.0;-382.0;-453.0;450.0;-3;432.0;-347.0;726;-546.0;693.0;-284.0
108.0;-985.0;99.0;-34.0;463.0;-2;164.0;-136.0;730;51.0;590.0;904.0
81.0;-984.0;58.0;-19.0;453.0;7;165.0;-128.0;726;42.0;549.0;920.0
74.0;-998.0;595.0;28.0;651.0;456;112.0;-103.0;696;74.0;1025.0;883.0
166.0;-1000.0;322.0;34.0;589.0;0;188.0;-136.0;739;-131.0;631.0;915.0
-274.0;-923.0;967.0;24.0;407.0;-21;222.0;-113.0;729;-73.0;635.0;901.0
-26.0;-944.0;-116.0;-128.0;448.0;2;138.0;-85.0;716;-636.0;539.0;719.0
-25.0;-896.0;66.0;-131.0;564.0;3;311.0;-236.0;735;266.0;608.0;671.0
130.0;-988.0;17.0;-27.0;495.0;-2;169.0;-122.0;729;79.0;539.0;902.0
2.0;-991.0;221.0;49.0;625.0;5;150.0;-107.0;720;122.0;455.0;918.0
-31.0;-979.0;25.0;16.0;656.0;3;220.0;-203.0;728;142.0;404.0;871.0
-565.0;-977.0;170.0;117.0;337.0;6;308.0;-309.0;755;-17.0;656.0;867.0
92.0;-971.0;-15.0;-50.0;508.0;5;271.0;-167.0;726;-640.0;619.0;881.0
21.0;-1026.0;-9.0;98.0;564.0;-3;146.0;-107.0;735;49.0;592.0;937.0
29.0;-938.0;87.0;-29.0;293.0;7;288.0;-231.0;731;97.0;780.0;791.0
156.0;-972.0;-255.0;36.0;723.0;4;194.0;-180.0;718;84.0;610.0;933.0
642.0;-916.0;-593.0;-49.0;685.0;-36;216.0;-247.0;729;165.0;570.0;787.0
-313.0;-974.0;663.0;-17.0;565.0;-7;211.0;-190.0;721;-17.0;424.0;874.0
123.0;-973.0;-139.0;-49.0;490.0;2;143.0;-124.0;731;63.0;542.0;895.0
102.0;-983.0;580.0;-28.0;233.0;-3;203.0;-112.0;729;70.0;892.0;856.0
-58.0;-1010.0;-123.0;-7.0;391.0;2;170.0;-160.0;736;61.0;984.0;783.0
129.0;-999.0;-32.0;-50.0;458.0;2;118.0;-116.0;730;80.0;630.0;914.0
34.0;-892.0;-889.0;9.0;393.0;51;246.0;-170.0;721;-139.0;468.0;758.0
537.0;-954.0;210.0;-363.0;490.0;23;303.0;-10.0;731;43.0;723.0;770.0
8.0;-982.0;697.0;21.0;919.0;4;247.0;-199.0;733;156.0;959.0;868.0
131.0;-978.0;66.0;-67.0;443.0;4;166.0;-100.0;724;55.0;602.0;891.0
152.0;-988.0;-293.0;-53.0;426.0;-4;160.0;-141.0;732;71.0;520.0;887.0
-1.0;-925.0;-235.0;-27.0;677.0;-3;316.0;-255.0;727;52.0;905.0;762.0
225.0;-967.0;-245.0;-79.0;529.0;-5;222.0;-174.0;727;6.0;541.0;937.0
143.0;-984.0;72.0;-56.0;473.0;0;182.0;-155.0;732;52.0;570.0;892.0
-18.0;-970.0;127.0;3.0;451.0;-3;269.0;-195.0;717;50.0;865.0;867.0
121.0;-991.0;88.0;-66.0;451.0;6;152.0;-145.0;741;41.0;579.0;903.0
155.0;-978.0;131.0;-61.0;459.0;4;166.0;-141.0;727;38.0;592.0;873.0
247.0;-963.0;77.0;-130.0;428.0;21;208.0;-152.0;733;98.0;518.0;881.0
115.0;-967.0;-514.0;-84.0;485.0;2;160.0;-132.0;711;117.0;510.0;865.0
90.0;-994.0;131.0;-38.0;484.0;2;159.0;-157.0;729;32.0;584.0;919.0
305.0;-978.0;-260.0;-76.0;467.0;-18;166.0;-180.0;730;140.0;612.0;959.0
396.0;-861.0;-83.0;-11.0;276.0;263;226.0;-196.0;849;113.0;597.0;916.0
-35.0;-1055.0;-383.0;-172.0;473.0;7;357.0;-136.0;719;-318.0;429.0;712.0
119.0;-1013.0;-87.0;19.0;480.0;-3;159.0;-101.0;732;93.0;595.0;886.0
-113.0;-928.0;277.0;-193.0;439.0;-400;78.0;-244.0;629;257.0;433.0;744.0
17.0;-944.0;-201.0;-14.0;761.0;-2;297.0;-247.0;729;71.0;1008.0;810.0
135.0;-985.0;-75.0;4.0;438.0;1;156.0;-115.0;734;51.0;615.0;901.0
-188.0;-956.0;-35.0;-29.0;497.0;3;204.0;-255.0;716;-10.0;909.0;831.0
-18.0;-913.0;497.0;-39.0;454.0;14;158.0;-214.0;722;-105.0;608.0;828.0
122.0;-978.0;42.0;-44.0;455.0;1;102.0;-143.0;728;45.0;519.0;897.0
150.0;-987.0;-93.0;-39.0;485.0;-3;163.0;-144.0;728;74.0;597.0;915.0
534.0;-849.0;-89.0;78.0;410.0;-29;164.0;-135.0;726;151.0;420.0;799.0
146.0;-984.0;-70.0;-33.0;448.0;3;167.0;-157.0;728;41.0;565.0;906.0
131.0;-999.0;80.0;-27.0;457.0;2;155.0;-155.0;731;43.0;603.0;888.0
132.0;-974.0;133.0;-59.0;461.0;-6;173.0;-149.0;730;77.0;646.0;904.0
248.0;-984.0;-22.0;14.0;495.0;-15;176.0;-141.0;744;49.0;604.0;900.0
114.0;-1016.0;158.0;-41.0;523.0;0;139.0;-116.0;730;1.0;633.0;851.0
131.0;-985.0;80.0;-29.0;476.0;-1;156.0;-136.0;726;19.0;568.0;902.0
-5.0;-942.0;66.0;-15.0;782.0;-1;298.0;-250.0;729;82.0;876.0;819.0
-31.0;-933.0;-291.0;-40.0;787.0;-4;304.0;-242.0;726;17.0;869.0;771.0
99.0;-1000.0;0.0;-22.0;472.0;2;148.0;-123.0;731;62.0;550.0;923.0
75.0;-980.0;-161.0;52.0;435.0;-1;221.0;-184.0;684;135.0;682.0;921.0
146.0;-984.0;-50.0;-20.0;454.0;-4;136.0;-136.0;734;26.0;572.0;896.0
242.0;-958.0;-89.0;-193.0;479.0;-318;63.0;-82.0;440;45.0;521.0;667.0
128.0;-994.0;37.0;-69.0;436.0;-2;165.0;-126.0;732;60.0;608.0;908.0
42.0;-980.0;-166.0;71.0;441.0;-2;227.0;-185.0;683;117.0;682.0;913.0
259.0;-963.0;36.0;-140.0;399.0;2;200.0;-205.0;733;60.0;538.0;848.0
133.0;-987.0;79.0;-64.0;454.0;-3;161.0;-140.0;730;76.0;604.0;899.0
62.0;-978.0;-179.0;68.0;437.0;6;226.0;-183.0;689;126.0;693.0;900.0
590.0;-954.0;75.0;-85.0;730.0;63;192.0;-180.0;716;-41.0;747.0;808.0
207.0;-997.0;18.0;62.0;662.0;-6;149.0;-127.0;722;157.0;376.0;922.0
138.0;-980.0;-62.0;-41.0;487.0;8;133.0;-103.0;719;56.0;542.0;891.0
7.0;-769.0;423.0;-96.0;344.0;54;501.0;-461.0;712;-108.0;707.0;612.0
144.0;-975.0;-66.0;-62.0;491.0;4;122.0;-99.0;720;80.0;565.0;901.0
-25.0;-985.0;53.0;35.0;1029.0;-7;254.0;-180.0;730;0.0;752.0;940.0
72.0;-982.0;-162.0;70.0;428.0;2;225.0;-178.0;685;111.0;702.0;893.0
141.0;-974.0;84.0;-62.0;486.0;-5;113.0;-100.0;723;80.0;580.0;876.0
-418.0;-927.0;-368.0;28.0;676.0;-67;195.0;-247.0;737;85.0;878.0;846.0
61.0;-913.0;-454.0;-58.0;268.0;265;275.0;-232.0;713;502.0;854.0;709.0
154.0;-1013.0;148.0;-73.0;489.0;4;170.0;-147.0;732;38.0;581.0;893.0
132.0;-1002.0;-44.0;-53.0;455.0;-3;149.0;-120.0;729;111.0;556.0;927.0
-20.0;-907.0;-228.0;-87.0;444.0;-103;-126.0;-320.0;736;-287.0;601.0;853.0
132.0;-999.0;-38.0;-57.0;460.0;2;82.0;-133.0;734;43.0;575.0;918.0
132.0;-925.0;-272.0;67.0;405.0;-9;204.0;-226.0;720;-31.0;611.0;858.0
142.0;-993.0;-24.0;-47.0;444.0;3;159.0;-114.0;732;35.0;627.0;909.0
373.0;-992.0;-43.0;-5.0;403.0;498;-164.0;-42.0;413;170.0;766.0;809.0
141.0;-986.0;-135.0;-31.0;459.0;0;155.0;-172.0;734;17.0;578.0;915.0
207.0;-918.0;-42.0;26.0;488.0;80;326.0;-258.0;725;177.0;479.0;889.0
400.0;-888.0;-523.0;21.0;282.0;70;259.0;-317.0;707;-17.0;599.0;981.0
1044.0;-827.0;-50.0;-236.0;677.0;-102;176.0;-129.0;825;366.0;723.0;709.0
133.0;-976.0;-111.0;-90.0;498.0;-5;97.0;-89.0;718;81.0;582.0;877.0
121.0;-973.0;-232.0;-48.0;489.0;10;96.0;-56.0;734;123.0;592.0;881.0
141.0;-989.0;6.0;-54.0;442.0;-2;165.0;-150.0;730;80.0;592.0;904.0
149.0;-986.0;-111.0;-47.0;452.0;-2;172.0;-138.0;727;58.0;562.0;901.0
118.0;-975.0;-39.0;-19.0;446.0;4;142.0;-125.0;725;-1.0;579.0;938.0
85.0;-1001.0;-122.0;-10.0;702.0;2;116.0;-61.0;676;164.0;970.0;891.0
110.0;-994.0;127.0;-33.0;458.0;-2;161.0;-158.0;731;91.0;589.0;876.0
133.0;-911.0;376.0;-98.0;246.0;-223;-36.0;-221.0;900;161.0;656.0;830.0
110.0;-963.0;21.0;-79.0;451.0;4;153.0;-119.0;729;210.0;538.0;865.0
134.0;-989.0;109.0;-26.0;446.0;-3;177.0;-153.0;729;20.0;602.0;912.0
-19.0;-955.0;-88.0;1.0;406.0;-6;317.0;-255.0;738;91.0;867.0;819.0
-213.0;-882.0;170.0;32.0;472.0;-1;75.0;-224.0;712;194.0;686.0;1019.0
46.0;-860.0;-223.0;-10.0;438.0;25;220.0;-184.0;731;109.0;398.0;774.0
134.0;-1057.0;-274.0;83.0;555.0;8;359.0;-198.0;721;193.0;998.0;728.0
115.0;-985.0;62.0;5.0;442.0;0;159.0;-144.0;730;28.0;585.0;920.0
103.0;-1009.0;-97.0;-74.0;443.0;-1;169.0;-138.0;730;96.0;568.0;936.0
111.0;-984.0;63.0;-4.0;503.0;-1;138.0;-131.0;733;130.0;540.0;968.0
12.0;-883.0;-223.0;-185.0;439.0;-663;6.0;-267.0;884;182.0;500.0;755.0
136.0;-976.0;-56.0;-63.0;434.0;10;164.0;-141.0;727;134.0;579.0;916.0
-372.0;-924.0;109.0;-49.0;629.0;0;46.0;-45.0;645;717.0;782.0;677.0
-161.0;-947.0;-673.0;-107.0;495.0;-17;320.0;-247.0;715;86.0;421.0;631.0
120.0;-1002.0;53.0;-30.0;444.0;4;170.0;-151.0;728;74.0;562.0;916.0
28.0;-1008.0;900.0;33.0;763.0;1;102.0;-229.0;741;46.0;710.0;994.0
-4.0;-922.0;-566.0;-138.0;491.0;1;507.0;-147.0;729;42.0;901.0;487.0
83.0;-996.0;94.0;-10.0;476.0;4;154.0;-130.0;727;-40.0;591.0;898.0
114.0;-982.0;86.0;-28.0;446.0;-8;145.0;-151.0;732;32.0;580.0;911.0
92.0;-994.0;75.0;-20.0;438.0;0;161.0;-130.0;730;41.0;592.0;923.0
133.0;-981.0;53.0;-8.0;446.0;-2;155.0;-142.0;733;80.0;598.0;914.0
-467.0;-462.0;157.0;-73.0;611.0;155;12.0;-396.0;772;-7.0;938.0;983.0
132.0;-983.0;136.0;-35.0;463.0;0;122.0;-133.0;724;32.0;538.0;891.0
73.0;-963.0;-728.0;-54.0;604.0;4;182.0;-160.0;726;169.0;947.0;882.0
-383.0;-917.0;-31.0;-43.0;627.0;0;68.0;-75.0;641;255.0;790.0;641.0
-37.0;-899.0;-1136.0;-23.0;502.0;-24;208.0;-220.0;724;195.0;452.0;848.0
100.0;-975.0;427.0;3.0;480.0;2;170.0;-131.0;722;518.0;601.0;829.0
-343.0;-783.0;-39.0;-10.0;656.0;-31;372.0;-285.0;729;78.0;460.0;642.0
-374.0;-918.0;-4.0;-38.0;637.0;-1;76.0;-72.0;649;-543.0;793.0;668.0
-54.0;-831.0;-105.0;106.0;383.0;91;167.0;-245.0;729;86.0;572.0;1143.0
113.0;-991.0;165.0;115.0;370.0;-99;293.0;-282.0;731;101.0;626.0;1083.0
7.0;-932.0;476.0;-89.0;140.0;3;180.0;-234.0;724;253.0;641.0;750.0
-446.0;-931.0;-399.0;61.0;385.0;-53;279.0;-279.0;730;90.0;628.0;924.0
-114.0;-906.0;1846.0;-55.0;307.0;-132;171.0;-97.0;787;160.0;540.0;789.0
-410.0;-870.0;-207.0;-175.0;531.0;-799;155.0;-130.0;1391;139.0;730.0;848.0
113.0;-1002.0;-184.0;-46.0;461.0;6;112.0;-101.0;733;105.0;614.0;913.0
132.0;-982.0;177.0;-17.0;458.0;-1;129.0;-139.0;733;29.0;601.0;922.0
175.0;-957.0;414.0;4.0;735.0;-210;276.0;-195.0;734;154.0;472.0;828.0
131.0;-981.0;147.0;-70.0;450.0;-2;107.0;-138.0;727;306.0;519.0;882.0
137.0;-985.0;114.0;-19.0;460.0;7;128.0;-133.0;742;73.0;585.0;905.0
116.0;-980.0;218.0;-54.0;462.0;0;128.0;-139.0;731;67.0;611.0;903.0
124.0;-996.0;160.0;-37.0;513.0;-5;200.0;-124.0;736;92.0;618.0;905.0
60.0;-973.0;-131.0;38.0;430.0;-17;181.0;-196.0;684;211.0;679.0;930.0
60.0;-178.0;-116.0;-424.0;261.0;-1;471.0;-399.0;719;250.0;531.0;-272.0
-148.0;-575.0;-139.0;-185.0;553.0;-16;567.0;-484.0;725;68.0;990.0;201.0
68.0;-980.0;-231.0;52.0;449.0;2;221.0;-177.0;688;126.0;669.0;903.0
311.0;-950.0;98.0;-84.0;437.0;11;166.0;-150.0;727;99.0;561.0;898.0
37.0;-961.0;-16.0;54.0;430.0;-20;368.0;-223.0;716;96.0;878.0;715.0
62.0;-964.0;101.0;-187.0;471.0;-2;36.0;-33.0;939;39.0;553.0;847.0
-1.0;-973.0;132.0;-51.0;518.0;15;171.0;-135.0;744;-515.0;550.0;890.0
280.0;-988.0;-417.0;-30.0;510.0;-9;217.0;-139.0;728;311.0;619.0;842.0
29.0;-908.0;-39.0;-50.0;294.0;229;315.0;-200.0;734;244.0;641.0;1093.0
-2.0;-968.0;430.0;23.0;750.0;5;261.0;-226.0;736;24.0;988.0;835.0
-353.0;-945.0;-747.0;-32.0;826.0;4;46.0;-15.0;646;-426.0;808.0;764.0
89.0;-843.0;-384.0;22.0;236.0;-332;159.0;-273.0;848;211.0;543.0;781.0
-272.0;-968.0;55.0;-6.0;315.0;-7;203.0;-158.0;736;59.0;861.0;846.0
151.0;-870.0;49.0;28.0;195.0;4;299.0;-265.0;719;708.0;778.0;744.0
191.0;-843.0;-432.0;-2.0;359.0;18;532.0;-390.0;732;-65.0;846.0;639.0
246.0;-815.0;-351.0;82.0;255.0;3;79.0;-250.0;629;68.0;519.0;950.0
-123.0;-1045.0;-245.0;-50.0;482.0;13;201.0;-4.0;720;420.0;490.0;764.0
103.0;-711.0;-89.0;-103.0;528.0;1;504.0;-489.0;719;-101.0;892.0;549.0
-1.0;-979.0;12.0;28.0;696.0;-2;182.0;-193.0;731;-20.0;285.0;895.0
367.0;-960.0;188.0;-118.0;495.0;-52;124.0;-132.0;898;97.0;550.0;843.0
116.0;-870.0;396.0;-125.0;399.0;372;397.0;-47.0;2513;234.0;699.0;766.0
113.0;-987.0;384.0;-48.0;445.0;0;110.0;-115.0;729;89.0;559.0;870.0
278.0;-944.0;972.0;-170.0;314.0;-51;207.0;-181.0;731;84.0;580.0;829.0
