InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit RLA gyroX;Accelerometer HIP accZ;Accelerometer LWR accZ
-644.0;?;-233.0;571.0;-1082.0;2848.0;-838.0;?;375.0;711.0
?;1664.0;-26.0;381.0;?;?;-860.0;705.0;413.0;680.0
-704.0;1255.0;?;203.0;215.0;1093.0;-886.0;344.0;390.0;629.0
-505.0;948.0;-30.0;100.0;480.0;614.0;-909.0;192.0;450.0;608.0
-196.0;697.0;-43.0;41.0;627.0;342.0;-929.0;-79.0;463.0;588.0
143.0;?;-14.0;40.0;699.0;123.0;-946.0;-511.0;499.0;592.0
346.0;180.0;20.0;93.0;?;-136.0;-953.0;-652.0;487.0;530.0
488.0;-183.0;20.0;123.0;742.0;-424.0;?;-585.0;?;460.0
551.0;-513.0;16.0;182.0;739.0;-694.0;-947.0;-403.0;?;441.0
572.0;-644.0;11.0;229.0;?;-948.0;-943.0;-147.0;433.0;412.0
?;-720.0;4.0;254.0;871.0;?;-933.0;20.0;466.0;349.0
525.0;-765.0;4.0;241.0;927.0;-1423.0;-921.0;147.0;489.0;285.0
?;-766.0;-16.0;206.0;?;-1526.0;-905.0;209.0;447.0;259.0
413.0;-796.0;-23.0;179.0;928.0;-1561.0;-893.0;200.0;462.0;258.0
449.0;-738.0;-48.0;150.0;826.0;-1482.0;-884.0;60.0;459.0;222.0
412.0;-690.0;-64.0;171.0;?;-1296.0;-875.0;-173.0;428.0;248.0
375.0;-535.0;-63.0;185.0;601.0;-1092.0;-869.0;-347.0;385.0;304.0
352.0;-388.0;-56.0;191.0;474.0;-884.0;-868.0;-500.0;416.0;296.0
278.0;-296.0;-40.0;179.0;361.0;-534.0;-869.0;-547.0;411.0;?
211.0;-171.0;-36.0;?;242.0;-218.0;-870.0;-482.0;397.0;?
139.0;14.0;-37.0;181.0;88.0;95.0;-874.0;-395.0;401.0;380.0
51.0;176.0;-29.0;190.0;?;431.0;-878.0;-396.0;365.0;471.0
-40.0;389.0;-19.0;191.0;-173.0;690.0;?;-399.0;355.0;479.0
-67.0;507.0;0.0;185.0;-313.0;932.0;-884.0;-365.0;369.0;?
-73.0;497.0;16.0;?;-414.0;1135.0;-887.0;-289.0;375.0;471.0
-95.0;463.0;15.0;162.0;-624.0;?;-889.0;-157.0;375.0;505.0
-147.0;481.0;5.0;188.0;?;1259.0;-891.0;-70.0;?;?
-220.0;525.0;?;226.0;-691.0;1152.0;-892.0;?;421.0;556.0
-283.0;457.0;?;230.0;?;1057.0;-895.0;-66.0;411.0;505.0
-326.0;348.0;21.0;228.0;-584.0;856.0;-896.0;-36.0;398.0;495.0
-392.0;231.0;7.0;207.0;-502.0;629.0;-897.0;63.0;384.0;501.0
-385.0;158.0;-14.0;185.0;-415.0;369.0;-898.0;138.0;413.0;454.0
-349.0;70.0;?;172.0;-356.0;145.0;-899.0;?;387.0;371.0
-287.0;-12.0;-21.0;168.0;-291.0;-49.0;-899.0;40.0;385.0;231.0
-213.0;-105.0;-29.0;?;-165.0;-210.0;-899.0;?;372.0;422.0
?;-186.0;-34.0;?;-92.0;?;-900.0;?;391.0;408.0
-41.0;-257.0;-52.0;180.0;30.0;-264.0;-898.0;-345.0;306.0;396.0
-54.0;-424.0;-80.0;186.0;244.0;-269.0;-900.0;?;286.0;306.0
102.0;-338.0;-17.0;118.0;?;-431.0;-901.0;?;409.0;375.0
248.0;-313.0;-51.0;136.0;311.0;-447.0;-901.0;-472.0;287.0;435.0
234.0;-276.0;?;161.0;?;-586.0;-903.0;-314.0;317.0;?
706.0;-605.0;-81.0;-47.0;373.0;-466.0;-904.0;-77.0;?;301.0
794.0;-396.0;-129.0;?;183.0;-115.0;-905.0;-649.0;281.0;527.0
?;81.0;-170.0;363.0;384.0;-76.0;-903.0;-409.0;197.0;670.0
1007.0;382.0;-30.0;475.0;1084.0;-244.0;?;107.0;282.0;516.0
702.0;516.0;?;429.0;1556.0;-259.0;-892.0;261.0;?;450.0
287.0;?;184.0;155.0;1513.0;-418.0;-888.0;563.0;378.0;512.0
199.0;-5.0;88.0;27.0;1105.0;-689.0;-882.0;647.0;429.0;457.0
?;-116.0;40.0;19.0;730.0;-434.0;?;506.0;361.0;472.0
320.0;?;67.0;99.0;476.0;-103.0;-882.0;?;354.0;483.0
275.0;?;?;152.0;205.0;35.0;-886.0;27.0;?;456.0
99.0;-147.0;93.0;164.0;-22.0;89.0;-889.0;-217.0;385.0;?
-17.0;-209.0;71.0;143.0;-241.0;167.0;-895.0;?;369.0;396.0
?;-127.0;29.0;137.0;-409.0;197.0;-899.0;42.0;355.0;349.0
-214.0;-54.0;-7.0;138.0;-493.0;297.0;-904.0;202.0;365.0;389.0
-285.0;0.0;-24.0;153.0;-571.0;352.0;-909.0;?;361.0;387.0
?;48.0;-28.0;131.0;?;410.0;-915.0;?;346.0;389.0
-364.0;76.0;-36.0;109.0;-561.0;443.0;-919.0;122.0;?;393.0
-338.0;67.0;-64.0;98.0;-613.0;516.0;-921.0;146.0;411.0;409.0
-325.0;170.0;-72.0;99.0;-569.0;?;-922.0;171.0;429.0;437.0
-261.0;177.0;-78.0;103.0;?;605.0;-921.0;134.0;?;417.0
-249.0;212.0;-76.0;109.0;-431.0;?;?;137.0;404.0;421.0
-211.0;245.0;-87.0;113.0;-356.0;?;-915.0;149.0;385.0;432.0
-244.0;292.0;-83.0;141.0;?;?;-915.0;130.0;329.0;452.0
-191.0;322.0;-56.0;?;0.0;430.0;-914.0;138.0;341.0;453.0
-137.0;280.0;-38.0;152.0;109.0;339.0;-910.0;91.0;384.0;463.0
-115.0;217.0;-21.0;134.0;252.0;227.0;-910.0;55.0;384.0;439.0
-90.0;?;-7.0;126.0;238.0;85.0;-909.0;31.0;364.0;?
-28.0;64.0;-5.0;134.0;282.0;?;?;-34.0;362.0;420.0
10.0;38.0;-1.0;153.0;273.0;-85.0;-903.0;-167.0;390.0;399.0
55.0;-32.0;4.0;159.0;301.0;-153.0;-902.0;-296.0;433.0;391.0
?;-57.0;?;163.0;316.0;-238.0;-901.0;-471.0;397.0;379.0
44.0;?;1.0;156.0;261.0;-283.0;-898.0;-543.0;408.0;369.0
58.0;-138.0;?;129.0;234.0;-244.0;-896.0;-433.0;401.0;367.0
121.0;-190.0;-11.0;122.0;?;?;?;?;378.0;383.0
135.0;-179.0;-28.0;153.0;68.0;-125.0;-894.0;-52.0;365.0;375.0
150.0;-109.0;-21.0;198.0;44.0;-114.0;-892.0;-53.0;376.0;386.0
120.0;-79.0;-11.0;220.0;92.0;-138.0;-892.0;-142.0;341.0;?
64.0;-3.0;-1.0;?;143.0;-113.0;-891.0;-162.0;377.0;406.0
-6.0;38.0;7.0;?;187.0;-95.0;-889.0;-125.0;385.0;394.0
-67.0;-1.0;18.0;146.0;?;-30.0;-887.0;-33.0;394.0;424.0
-49.0;31.0;24.0;128.0;?;40.0;-886.0;-14.0;376.0;422.0
-51.0;29.0;5.0;133.0;-102.0;94.0;-883.0;-34.0;405.0;419.0
-80.0;33.0;8.0;141.0;-196.0;159.0;-880.0;24.0;391.0;436.0
-89.0;0.0;8.0;145.0;-266.0;?;-880.0;104.0;353.0;408.0
-112.0;-5.0;3.0;156.0;-324.0;201.0;-878.0;94.0;381.0;463.0
-138.0;-7.0;3.0;?;-344.0;133.0;-879.0;33.0;350.0;413.0
?;-81.0;?;156.0;-420.0;?;-882.0;-37.0;379.0;449.0
-166.0;?;-16.0;?;-365.0;7.0;-881.0;-81.0;233.0;344.0
-160.0;-104.0;-9.0;169.0;-303.0;-65.0;-882.0;-155.0;405.0;?
-151.0;-92.0;-21.0;165.0;-217.0;-104.0;-884.0;-142.0;194.0;497.0
-182.0;-52.0;10.0;179.0;-135.0;-240.0;-884.0;-148.0;111.0;?
-94.0;-172.0;-62.0;34.0;-76.0;-289.0;-887.0;15.0;218.0;356.0
84.0;?;?;96.0;-169.0;192.0;-888.0;-310.0;74.0;560.0
319.0;193.0;-54.0;288.0;-170.0;276.0;-889.0;-225.0;156.0;633.0
518.0;241.0;?;457.0;319.0;70.0;-885.0;55.0;29.0;?
307.0;129.0;126.0;459.0;?;-121.0;-884.0;-158.0;321.0;463.0
87.0;-141.0;205.0;237.0;937.0;-437.0;-877.0;-155.0;369.0;484.0
59.0;?;91.0;194.0;716.0;-642.0;-873.0;-153.0;?;?
113.0;-77.0;35.0;231.0;631.0;-556.0;-868.0;-214.0;233.0;494.0
116.0;96.0;109.0;248.0;562.0;-460.0;-865.0;-71.0;280.0;415.0
104.0;-24.0;175.0;200.0;432.0;-417.0;-863.0;-37.0;306.0;396.0
15.0;-146.0;158.0;156.0;194.0;-288.0;-863.0;?;328.0;414.0
8.0;-209.0;87.0;166.0;-99.0;?;?;-245.0;315.0;458.0
9.0;-153.0;60.0;186.0;-248.0;123.0;-861.0;?;265.0;427.0
13.0;-104.0;55.0;220.0;-331.0;242.0;-866.0;273.0;285.0;429.0
-91.0;-79.0;?;222.0;?;?;-868.0;314.0;324.0;434.0
-120.0;-28.0;42.0;201.0;-427.0;393.0;-873.0;191.0;346.0;426.0
-149.0;14.0;?;194.0;-454.0;403.0;-873.0;-6.0;?;425.0
-180.0;63.0;11.0;190.0;-447.0;423.0;?;-75.0;359.0;391.0
-209.0;118.0;?;173.0;-442.0;405.0;-878.0;-36.0;387.0;431.0
-251.0;142.0;-9.0;171.0;?;420.0;?;1.0;360.0;415.0
-253.0;203.0;-19.0;154.0;-368.0;400.0;-882.0;-46.0;383.0;414.0
-293.0;236.0;-19.0;136.0;-314.0;441.0;-884.0;-97.0;?;404.0
?;314.0;-39.0;135.0;-218.0;502.0;-885.0;-100.0;395.0;427.0
-211.0;362.0;-29.0;146.0;?;532.0;-887.0;-22.0;375.0;432.0
-205.0;387.0;-16.0;150.0;-45.0;?;-887.0;103.0;385.0;439.0
-181.0;358.0;-19.0;132.0;22.0;458.0;-886.0;164.0;370.0;455.0
-143.0;332.0;-22.0;114.0;88.0;437.0;-886.0;92.0;355.0;449.0
-82.0;279.0;-23.0;112.0;119.0;400.0;-886.0;12.0;384.0;?
?;215.0;?;128.0;134.0;368.0;-885.0;92.0;372.0;413.0
128.0;149.0;-29.0;147.0;183.0;259.0;-882.0;119.0;362.0;392.0
184.0;110.0;-38.0;167.0;273.0;94.0;-884.0;106.0;391.0;380.0
203.0;79.0;?;169.0;343.0;?;?;82.0;380.0;393.0
222.0;55.0;-32.0;171.0;400.0;-89.0;-884.0;57.0;389.0;399.0
236.0;15.0;-20.0;169.0;465.0;-141.0;-884.0;59.0;372.0;423.0
208.0;-6.0;-15.0;174.0;487.0;-186.0;-881.0;63.0;409.0;414.0
?;-17.0;-2.0;?;494.0;-186.0;-880.0;85.0;426.0;424.0
116.0;-44.0;6.0;171.0;482.0;?;-880.0;48.0;384.0;404.0
?;-93.0;16.0;170.0;409.0;-175.0;-880.0;80.0;422.0;403.0
?;-100.0;23.0;166.0;309.0;-198.0;-878.0;133.0;415.0;381.0
31.0;-132.0;22.0;?;220.0;-197.0;-880.0;109.0;425.0;359.0
-2.0;-143.0;26.0;187.0;95.0;?;-883.0;99.0;395.0;?
-24.0;-123.0;23.0;?;8.0;-152.0;-881.0;101.0;419.0;373.0
-112.0;-108.0;14.0;190.0;-101.0;-58.0;-882.0;102.0;439.0;?
-114.0;-100.0;0.0;178.0;-113.0;0.0;-882.0;111.0;457.0;417.0
-171.0;-70.0;-1.0;171.0;-203.0;97.0;-884.0;127.0;436.0;420.0
-167.0;-74.0;-4.0;163.0;-288.0;173.0;?;269.0;403.0;428.0
-162.0;-113.0;-6.0;?;-381.0;172.0;-887.0;312.0;384.0;389.0
-171.0;-107.0;-8.0;197.0;-428.0;164.0;-888.0;263.0;305.0;419.0
-203.0;?;?;211.0;-432.0;48.0;-891.0;130.0;372.0;230.0
-228.0;?;-11.0;210.0;-395.0;-46.0;-896.0;-82.0;322.0;374.0
-234.0;-95.0;-1.0;202.0;-333.0;-166.0;-898.0;-281.0;?;348.0
-246.0;-130.0;2.0;162.0;-267.0;-314.0;-901.0;-397.0;?;314.0
-42.0;-303.0;-86.0;125.0;-301.0;-8.0;-903.0;-376.0;231.0;494.0
31.0;108.0;-53.0;264.0;-284.0;166.0;-903.0;-578.0;179.0;?
321.0;281.0;-45.0;403.0;55.0;?;-899.0;-165.0;110.0;496.0
373.0;287.0;86.0;467.0;611.0;151.0;-896.0;90.0;152.0;500.0
149.0;14.0;193.0;339.0;805.0;-2.0;-890.0;293.0;283.0;515.0
129.0;-22.0;134.0;261.0;723.0;-400.0;?;571.0;369.0;500.0
124.0;-134.0;61.0;260.0;708.0;-407.0;-880.0;?;279.0;507.0
?;?;95.0;289.0;639.0;-347.0;?;308.0;240.0;448.0
184.0;-12.0;145.0;311.0;510.0;-412.0;-871.0;155.0;274.0;364.0
45.0;-134.0;170.0;278.0;444.0;-446.0;-866.0;-110.0;354.0;351.0
?;-231.0;129.0;223.0;270.0;-422.0;-863.0;-359.0;361.0;375.0
34.0;-235.0;70.0;215.0;75.0;-272.0;-864.0;?;337.0;384.0
65.0;-172.0;52.0;236.0;-86.0;-79.0;-865.0;-160.0;300.0;399.0
77.0;-120.0;40.0;267.0;-209.0;68.0;-869.0;173.0;327.0;397.0
27.0;?;45.0;275.0;?;147.0;-871.0;235.0;363.0;393.0
-12.0;-17.0;36.0;253.0;-277.0;?;-874.0;77.0;350.0;414.0
-38.0;30.0;21.0;227.0;-262.0;?;-879.0;-112.0;334.0;413.0
-71.0;92.0;12.0;212.0;-285.0;388.0;-885.0;?;349.0;404.0
-58.0;128.0;8.0;200.0;?;418.0;-891.0;-46.0;392.0;400.0
-106.0;?;3.0;205.0;-379.0;458.0;-898.0;49.0;395.0;386.0
-123.0;252.0;-1.0;209.0;-321.0;530.0;-902.0;25.0;395.0;428.0
-171.0;321.0;0.0;209.0;-262.0;523.0;?;-39.0;407.0;455.0
-202.0;346.0;?;186.0;-222.0;510.0;-912.0;?;414.0;432.0
-242.0;352.0;-8.0;160.0;-204.0;?;-916.0;?;420.0;452.0
-198.0;352.0;-13.0;150.0;-172.0;552.0;-917.0;-52.0;416.0;?
-165.0;408.0;-13.0;159.0;-143.0;585.0;-917.0;-50.0;?;448.0
-105.0;383.0;-10.0;172.0;-123.0;569.0;-919.0;8.0;?;456.0
-77.0;324.0;?;166.0;-1.0;528.0;-919.0;75.0;400.0;484.0
-59.0;285.0;-16.0;152.0;?;455.0;-918.0;96.0;377.0;435.0
-13.0;242.0;-15.0;149.0;81.0;327.0;-916.0;35.0;344.0;429.0
62.0;180.0;-13.0;148.0;136.0;?;?;22.0;367.0;443.0
119.0;95.0;-14.0;159.0;199.0;170.0;-909.0;77.0;371.0;424.0
137.0;52.0;?;179.0;?;24.0;-907.0;81.0;415.0;405.0
153.0;?;-12.0;182.0;334.0;-110.0;-902.0;38.0;418.0;411.0
201.0;-56.0;-7.0;173.0;393.0;-197.0;-897.0;-100.0;423.0;411.0
179.0;-124.0;-2.0;180.0;407.0;-231.0;-895.0;-113.0;435.0;423.0
164.0;?;3.0;191.0;404.0;-282.0;-894.0;?;434.0;365.0
152.0;-227.0;1.0;186.0;?;-337.0;?;53.0;416.0;356.0
175.0;-295.0;2.0;183.0;335.0;-396.0;-894.0;254.0;?;334.0
157.0;-288.0;-2.0;196.0;293.0;-424.0;-894.0;263.0;383.0;?
145.0;-262.0;-3.0;213.0;263.0;-433.0;-892.0;113.0;422.0;333.0
96.0;-230.0;?;235.0;263.0;?;-893.0;-84.0;378.0;332.0
?;-201.0;3.0;227.0;203.0;-408.0;-892.0;-227.0;400.0;346.0
-49.0;-146.0;?;223.0;166.0;-396.0;-891.0;-149.0;399.0;325.0
?;-125.0;8.0;187.0;64.0;-292.0;-891.0;-31.0;430.0;364.0
-138.0;-65.0;?;159.0;-65.0;-135.0;-890.0;66.0;461.0;392.0
-154.0;8.0;-1.0;167.0;-187.0;41.0;-890.0;-108.0;?;404.0
-162.0;36.0;12.0;185.0;?;194.0;-888.0;?;431.0;404.0
-179.0;16.0;14.0;182.0;-415.0;292.0;-888.0;14.0;431.0;421.0
?;33.0;14.0;179.0;-483.0;?;-888.0;?;378.0;452.0
-281.0;82.0;22.0;185.0;-565.0;?;?;271.0;?;481.0
-296.0;?;26.0;181.0;-573.0;?;-887.0;?;348.0;354.0
-328.0;11.0;26.0;181.0;-587.0;396.0;-884.0;142.0;354.0;534.0
-309.0;-42.0;?;?;-592.0;315.0;-884.0;21.0;189.0;?
-307.0;?;34.0;?;-515.0;99.0;?;-37.0;247.0;386.0
104.0;?;-47.0;158.0;-588.0;380.0;-880.0;-111.0;250.0;566.0
210.0;-44.0;-60.0;352.0;-464.0;370.0;?;?;146.0;652.0
504.0;?;?;510.0;151.0;71.0;-880.0;113.0;207.0;479.0
386.0;3.0;?;495.0;793.0;-151.0;-879.0;210.0;324.0;485.0
272.0;-222.0;178.0;317.0;1011.0;-574.0;-874.0;358.0;459.0;499.0
251.0;-291.0;?;249.0;1003.0;-881.0;-871.0;448.0;367.0;493.0
302.0;-378.0;44.0;247.0;974.0;-879.0;-870.0;372.0;280.0;458.0
398.0;-315.0;121.0;284.0;905.0;-910.0;-873.0;403.0;295.0;435.0
350.0;?;142.0;302.0;837.0;-1071.0;-874.0;351.0;333.0;373.0
?;-419.0;138.0;254.0;706.0;?;-878.0;52.0;391.0;335.0
266.0;-481.0;102.0;?;518.0;?;-882.0;-311.0;367.0;335.0
253.0;-388.0;67.0;236.0;345.0;-739.0;-882.0;-357.0;284.0;348.0
?;-248.0;65.0;263.0;197.0;-524.0;-881.0;-166.0;296.0;353.0
179.0;-130.0;52.0;250.0;94.0;-316.0;-882.0;-37.0;384.0;344.0
60.0;14.0;44.0;231.0;-17.0;?;-885.0;-49.0;356.0;391.0
-17.0;128.0;31.0;210.0;-110.0;197.0;-887.0;-149.0;413.0;455.0
-35.0;241.0;19.0;185.0;-193.0;478.0;-892.0;-133.0;390.0;488.0
-67.0;300.0;15.0;171.0;-293.0;710.0;-894.0;-60.0;?;520.0
-59.0;352.0;26.0;170.0;?;931.0;-895.0;170.0;?;547.0
-57.0;392.0;29.0;?;-512.0;1086.0;-895.0;253.0;447.0;558.0
-116.0;410.0;33.0;172.0;-555.0;?;-894.0;106.0;499.0;?
-165.0;453.0;45.0;195.0;-560.0;1141.0;-894.0;52.0;444.0;547.0
?;395.0;42.0;203.0;-570.0;1062.0;-896.0;71.0;420.0;516.0
-294.0;372.0;36.0;209.0;-507.0;921.0;-899.0;110.0;473.0;474.0
-376.0;356.0;40.0;186.0;-445.0;687.0;-902.0;102.0;415.0;452.0
-433.0;?;26.0;158.0;-298.0;572.0;-902.0;28.0;399.0;425.0
?;283.0;-2.0;125.0;-281.0;433.0;-905.0;?;389.0;431.0
-406.0;237.0;-13.0;111.0;-244.0;421.0;-904.0;-204.0;432.0;414.0
-298.0;193.0;-19.0;126.0;-221.0;304.0;-905.0;-259.0;391.0;?
-199.0;?;-33.0;150.0;-89.0;221.0;-903.0;-251.0;384.0;399.0
-107.0;123.0;-25.0;173.0;22.0;?;-902.0;-234.0;415.0;403.0
-22.0;134.0;-18.0;193.0;155.0;28.0;-900.0;-205.0;403.0;366.0
?;115.0;-16.0;209.0;311.0;-35.0;-898.0;-132.0;398.0;376.0
43.0;?;?;200.0;438.0;-152.0;-892.0;-40.0;414.0;343.0
?;13.0;-7.0;177.0;454.0;-189.0;-892.0;9.0;404.0;343.0
