InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
-160;?;30;?;-133.0;142.0;?;71;-28;28;30;0
-160;-135.0;11;-6;-134.0;149.0;-93.0;70;?;33;11;-6
-160;?;-14;-57;-68.0;177.0;-8.0;64;-40;40;-14;-57
-160;?;19;-30;-39.0;191.0;-45.0;68;9;?;19;-30
-160;-209.0;-18;-11;-135.0;190.0;-49.0;73;36;-36;-18;-11
-160;-169.0;-49;-23;-81.0;?;41.0;72;10;-10;-49;-23
-160;-216.0;-22;-1;42.0;?;211.0;64;13;?;-22;-1
-160;-262.0;-15;-13;151.0;143.0;311.0;72;43;-43;-15;-13
-160;-326.0;10;3;213.0;111.0;279.0;?;22;-22;?;?
-160;-319.0;50;-1;?;?;301.0;66;10;?;50;-1
?;-306.0;35;-62;176.0;-35.0;333.0;72;46;-46;35;-62
-160;-249.0;6;-7;146.0;-136.0;311.0;59;27;-27;6;-7
-160;-163.0;16;31;104.0;-124.0;241.0;70;-9;?;16;31
-160;-131.0;34;8;72.0;-186.0;190.0;78;20;-20;34;8
?;-89.0;?;12;102.0;-187.0;212.0;66;32;?;?;12
-160;-49.0;-25;-4;125.0;-172.0;202.0;70;-13;?;-25;-4
-160;-52.0;-36;-11;68.0;-184.0;76.0;72;-44;44;-36;-11
-160;-38.0;3;-8;-68.0;-127.0;-37.0;79;-31;31;3;-8
-160;23.0;-9;?;-146.0;-159.0;-41.0;76;1;-1;?;-24
-160;2.0;28;-31;-156.0;-122.0;-23.0;56;30;-30;28;-31
-160;18.0;66;-12;-161.0;-113.0;-89.0;54;35;-35;66;-12
-160;-2.0;19;0;-165.0;-95.0;-116.0;57;?;-38;19;0
-160;94.0;23;0;-182.0;-123.0;-182.0;57;37;-37;23;0
-160;127.0;40;-7;-272.0;-134.0;-205.0;?;24;-24;40;-7
-160;160.0;5;-15;-228.0;-115.0;-268.0;63;38;-38;5;-15
-160;158.0;-31;1;-158.0;-159.0;-227.0;?;23;?;-31;?
-160;142.0;-17;8;-191.0;-150.0;-306.0;58;18;-18;-17;8
-160;170.0;-8;-12;-283.0;-191.0;-350.0;61;-25;25;-8;?
-160;170.0;-17;7;-289.0;?;?;?;-66;66;-17;7
-160;176.0;35;3;-333.0;-249.0;-451.0;47;-25;25;35;3
-160;176.0;30;-82;-413.0;-319.0;-480.0;53;-159;159;30;-82
-160;142.0;-24;-73;-487.0;-331.0;-509.0;74;-203;203;-24;-73
-160;148.0;-2;-70;-498.0;-341.0;-544.0;65;-131;131;-2;-70
-160;17.0;-10;-26;-403.0;-321.0;-559.0;77;-44;44;-10;-26
-160;182.0;-40;134;-281.0;177.0;-51.0;73;189;-189;-40;134
-160;-142.0;23;83;-74.0;-346.0;90.0;62;178;-178;23;83
-160;?;41;1;46.0;-356.0;160.0;67;?;?;41;1
-160;1.0;-26;13;339.0;-337.0;549.0;68;28;-28;-26;13
-160;-66.0;5;-19;618.0;-276.0;385.0;68;3;-3;5;-19
?;-154.0;55;-9;510.0;?;-52.0;68;27;?;55;-9
-160;-135.0;28;-16;-57.0;-342.0;10.0;66;13;?;28;-16
-160;-75.0;40;-31;-371.0;?;-62.0;68;-26;26;40;-31
-160;66.0;30;5;-160.0;-408.0;-47.0;?;-6;6;?;5
-160;175.0;-4;-1;89.0;-233.0;-77.0;64;8;-8;?;-1
-160;97.0;24;-2;36.0;-144.0;-45.0;71;7;-7;24;-2
?;115.0;22;64;25.0;-76.0;9.0;74;6;-6;?;64
-160;138.0;?;60;99.0;-43.0;?;64;-3;3;?;60
-160;109.0;-35;23;131.0;?;72.0;66;-7;7;-35;23
-160;?;16;60;16.0;?;-115.0;67;-19;19;16;?
-160;90.0;-10;63;-170.0;-18.0;-274.0;66;44;-44;-10;63
-160;37.0;-48;39;-297.0;?;-338.0;68;?;-65;-48;39
-160;22.0;-26;30;-340.0;-20.0;?;?;-24;24;?;30
-160;-2.0;?;-6;-367.0;-11.0;-362.0;66;-13;13;-19;-6
-160;-35.0;16;-6;-336.0;20.0;-344.0;66;6;-6;16;-6
-160;-50.0;3;?;-343.0;133.0;-304.0;61;-10;10;?;2
-159;-48.0;-71;26;-318.0;192.0;-237.0;68;17;-17;-71;26
-159;-132.0;-58;66;-249.0;189.0;?;71;-2;2;-58;66
-159;?;-37;82;-111.0;?;-12.0;66;-33;33;-37;82
-159;-157.0;-58;112;53.0;337.0;156.0;66;-16;16;-58;112
-159;-159.0;-25;84;162.0;394.0;?;60;-23;23;-25;84
-159;-163.0;-1;44;203.0;441.0;344.0;66;-43;43;-1;44
?;-173.0;-22;18;?;419.0;448.0;73;-44;44;-22;18
-159;-192.0;2;-12;359.0;399.0;?;66;-43;43;2;-12
-159;-236.0;?;-1;282.0;?;386.0;68;-25;25;35;-1
-159;-222.0;35;1;171.0;372.0;305.0;69;-23;23;35;1
-159;-244.0;51;-12;130.0;365.0;322.0;66;-11;11;51;-12
-159;-215.0;79;-67;181.0;301.0;399.0;62;?;-62;79;?
-159;-224.0;63;-87;232.0;373.0;466.0;63;110;-110;63;-87
-159;-193.0;20;-35;262.0;330.0;486.0;68;68;?;?;-35
-159;-152.0;23;-20;257.0;342.0;467.0;69;55;-55;?;-20
-159;-138.0;54;-41;?;?;476.0;72;74;-74;54;-41
-159;-70.0;?;-75;365.0;192.0;421.0;66;22;-22;?;?
-159;-84.0;-1;-45;263.0;130.0;339.0;62;20;-20;-1;?
?;-20.0;-5;-5;86.0;?;169.0;69;66;-66;?;?
-160;39.0;-7;-10;5.0;68.0;12.0;66;?;-53;-7;-10
-160;27.0;-7;0;?;32.0;-57.0;64;?;-11;-7;0
-160;49.0;12;-18;-74.0;41.0;-145.0;73;-47;47;?;-18
-160;39.0;8;-10;?;90.0;-59.0;70;-37;37;8;-10
-160;30.0;-22;-3;23.0;100.0;13.0;60;-5;5;-22;-3
-160;11.0;-36;-7;26.0;4.0;-86.0;64;-16;16;-36;-7
-160;86.0;-14;22;-126.0;-106.0;-231.0;71;21;-21;-14;22
-160;114.0;-12;22;-312.0;-315.0;-407.0;71;?;-24;-12;?
-160;?;-89;26;-439.0;-411.0;-569.0;70;-95;95;-89;26
-159;177.0;?;27;-571.0;-479.0;-715.0;70;-159;159;-135;27
-159;162.0;-64;-8;?;-608.0;-717.0;74;-78;78;-64;?
-159;465.0;-9;-16;-564.0;-289.0;-690.0;82;-28;28;-9;-16
-159;394.0;17;34;-442.0;-351.0;-370.0;76;33;-33;17;?
-159;136.0;53;64;-408.0;-57.0;-224.0;63;108;-108;53;64
?;176.0;18;6;-74.0;-13.0;302.0;68;12;-12;18;6
-159;10.0;?;-45;558.0;91.0;551.0;69;-27;27;7;-45
-159;-129.0;36;-8;?;54.0;242.0;65;?;-43;36;?
?;?;46;5;508.0;?;379.0;?;41;?;46;5
-159;-115.0;33;-21;?;194.0;478.0;66;?;-36;33;-21
-159;-223.0;-4;-12;248.0;?;355.0;67;13;-13;-4;-12
-159;-55.0;12;?;?;26.0;?;65;-5;5;12;-13
-159;?;-9;1;141.0;-19.0;189.0;?;26;-26;-9;1
-159;81.0;-41;-15;-54.0;-23.0;28.0;67;-6;6;-41;-15
-159;?;-21;-25;-110.0;3.0;?;?;-15;15;-21;-25
-159;75.0;4;20;-119.0;49.0;14.0;?;57;-57;4;20
-159;66.0;26;5;-13.0;11.0;-23.0;72;23;-23;26;5
-159;96.0;-2;7;-32.0;-35.0;?;?;?;17;-2;7
-159;93.0;?;29;-158.0;-46.0;-221.0;62;47;-47;?;29
-159;78.0;38;17;-264.0;?;-262.0;67;5;-5;38;17
-159;42.0;-41;36;-236.0;-95.0;-241.0;68;-12;12;-41;?
-159;23.0;-58;51;-278.0;-101.0;-272.0;60;47;-47;-58;51
-159;-9.0;-26;35;-384.0;-85.0;?;58;-35;35;-26;35
?;?;-43;17;?;?;?;56;-44;44;-43;17
-159;-71.0;-40;0;-364.0;0.0;-266.0;63;7;-7;-40;0
-159;-136.0;-42;?;-260.0;15.0;?;65;-14;?;-42;-16
-159;-119.0;-54;-34;-149.0;88.0;-103.0;56;-27;?;-54;-34
-159;-97.0;-27;-51;-131.0;133.0;-48.0;51;-54;54;-27;-51
-159;-142.0;-9;-81;?;122.0;?;56;-30;30;?;?
-159;?;12;-102;-5.0;236.0;129.0;87;11;-11;?;-102
-159;-159.0;-5;?;143.0;275.0;214.0;91;-19;?;-5;-6
-159;-39.0;?;51;178.0;289.0;201.0;72;-45;45;-60;51
?;?;-41;8;161.0;270.0;252.0;?;-6;6;-41;8
-159;-95.0;-26;47;203.0;?;326.0;69;?;-44;-26;47
-159;-138.0;-36;57;?;?;333.0;74;53;-53;-36;57
?;-171.0;17;?;228.0;255.0;366.0;64;25;-25;17;-1
-159;-203.0;27;?;273.0;225.0;402.0;54;17;-17;27;-5
-159;-141.0;4;-5;332.0;?;551.0;69;27;-27;4;-5
-159;-127.0;39;?;381.0;325.0;551.0;77;?;-2;39;-32
-159;-73.0;47;-14;420.0;371.0;?;71;-6;6;47;-14
-159;-35.0;?;1;421.0;315.0;?;61;11;-11;24;1
-159;-67.0;1;-41;?;?;336.0;63;-18;18;?;-41
-159;-84.0;19;-23;?;54.0;153.0;67;-10;?;19;-23
-159;-79.0;17;-19;-82.0;-87.0;50.0;?;19;-19;17;-19
-159;?;-4;-39;-109.0;-75.0;?;68;6;-6;?;-39
-159;17.0;23;15;-97.0;-79.0;-52.0;67;15;-15;?;15
-159;25.0;-3;16;-93.0;?;-136.0;66;10;-10;-3;16
-159;79.0;-22;12;-190.0;-148.0;-182.0;66;6;-6;-22;?
-159;115.0;-19;-7;-275.0;-155.0;-295.0;66;?;-5;-19;-7
-159;150.0;-40;-29;-225.0;-169.0;?;66;23;-23;-40;?
-159;230.0;-36;0;-119.0;-128.0;-215.0;65;14;-14;?;0
?;260.0;-43;-1;-123.0;-110.0;?;?;0;0;-43;-1
-159;254.0;-68;?;-281.0;-122.0;-449.0;70;46;-46;-68;18
-159;?;-100;5;-360.0;-114.0;?;73;-76;76;-100;?
?;211.0;-151;21;-270.0;-158.0;-444.0;?;-157;157;-151;21
-159;170.0;?;?;-172.0;-173.0;-441.0;62;-98;98;-189;?
-159;142.0;-91;-3;-191.0;-223.0;-409.0;69;-144;144;-91;-3
-158;528.0;79;-40;?;-40.0;-208.0;84;-6;6;79;-40
-158;344.0;76;31;?;-50.0;160.0;67;225;-225;?;31
-159;221.0;1;12;60.0;125.0;109.0;?;123;-123;1;12
-159;272.0;?;-45;427.0;222.0;539.0;?;-9;9;-21;-45
-159;159.0;-9;-24;733.0;232.0;552.0;64;?;-22;-9;-24
?;164.0;35;-11;?;243.0;317.0;67;6;-6;35;-11
-159;?;38;-4;284.0;397.0;519.0;69;-20;20;?;-4
-159;170.0;?;7;200.0;?;592.0;66;-35;35;35;7
-159;52.0;26;-12;383.0;68.0;571.0;72;?;-15;26;-12
-159;?;-11;?;372.0;51.0;412.0;71;46;-46;-11;?
-159;?;-39;38;106.0;-37.0;195.0;69;42;?;-39;38
-159;191.0;-18;20;-161.0;?;-34.0;69;76;-76;-18;20
-159;155.0;3;49;-234.0;-227.0;-173.0;63;35;-35;3;49
-159;72.0;-48;35;-200.0;-221.0;-226.0;63;38;-38;?;?
-159;16.0;-3;44;-211.0;-217.0;-221.0;62;30;?;-3;44
-159;105.0;43;?;-293.0;-252.0;-283.0;65;?;8;43;38
-159;13.0;-23;-1;-278.0;?;-287.0;71;32;-32;-23;-1
-159;31.0;0;1;-232.0;-77.0;-257.0;66;28;-28;0;1
-159;11.0;42;-54;-177.0;35.0;-158.0;68;10;-10;42;?
-159;34.0;7;-32;-57.0;79.0;-157.0;?;28;-28;7;?
-159;2.0;16;9;-67.0;?;-188.0;?;-17;?;16;9
-159;?;-2;?;-130.0;?;-116.0;67;-42;42;-2;?
-159;?;-73;39;-126.0;113.0;-112.0;67;-11;11;?;39
-159;-87.0;-88;54;-95.0;?;-172.0;?;?;-5;-88;54
-159;-133.0;-68;17;-172.0;42.0;?;66;22;-22;-68;?
?;-178.0;-22;?;-330.0;-33.0;-300.0;64;-18;18;-22;47
-159;-266.0;-2;22;-363.0;-26.0;-291.0;58;-25;25;?;22
-159;-262.0;15;-61;-288.0;-12.0;-168.0;61;-6;6;15;-61
-159;-267.0;47;-70;-75.0;35.0;?;62;-36;36;47;-70
-159;-333.0;36;-53;?;51.0;198.0;?;?;?;36;-53
-159;-353.0;52;-41;108.0;87.0;213.0;66;-2;2;52;-41
-159;-355.0;47;-48;47.0;109.0;185.0;53;-37;37;47;-48
-159;-377.0;39;?;-28.0;188.0;199.0;50;-13;13;39;-54
-159;-339.0;57;-87;61.0;197.0;?;70;50;-50;57;-87
-159;-313.0;23;?;156.0;251.0;371.0;82;40;-40;23;-123
?;-337.0;12;-88;184.0;196.0;364.0;86;-21;21;12;?
-159;-337.0;40;-61;70.0;162.0;329.0;83;-2;2;40;-61
-159;-380.0;5;?;60.0;135.0;357.0;76;35;-35;5;-26
-159;-444.0;-14;-12;216.0;107.0;402.0;63;?;-31;-14;-12
-159;-284.0;23;-20;281.0;11.0;470.0;61;12;-12;23;-20
-159;-206.0;24;-22;?;-6.0;437.0;72;28;-28;24;-22
-159;?;14;-42;157.0;-5.0;289.0;75;42;-42;14;-42
-159;?;13;-6;-112.0;-23.0;19.0;81;-16;16;13;-6
-159;-5.0;-16;19;-211.0;?;-84.0;78;?;9;-16;19
-159;23.0;?;25;-199.0;37.0;-60.0;60;-43;43;-24;25
-159;12.0;-15;12;-36.0;10.0;-60.0;58;-77;77;-15;12
-159;27.0;-26;-21;-44.0;5.0;-64.0;73;-14;14;?;-21
-159;48.0;-19;30;-59.0;13.0;-100.0;74;-14;14;-19;?
-159;27.0;-23;44;-57.0;12.0;-115.0;63;19;-19;-23;44
?;56.0;?;26;-44.0;-27.0;-147.0;?;7;?;-51;26
-159;44.0;-17;68;-140.0;-126.0;-190.0;67;20;-20;-17;68
-159;76.0;-16;?;?;?;-283.0;67;77;-77;-16;54
-159;45.0;-67;71;?;-140.0;-315.0;79;28;?;-67;71
-159;44.0;-48;131;-256.0;-143.0;-309.0;73;-1;1;-48;131
-159;-15.0;-106;41;-171.0;?;?;67;-104;104;?;41
-159;68.0;-187;19;-48.0;-248.0;-133.0;55;-169;169;-187;19
-158;178.0;-57;7;2.0;-242.0;-162.0;49;-93;93;-57;7
-158;485.0;90;-88;-62.0;-249.0;-286.0;?;-50;50;90;-88
-159;675.0;117;-35;-172.0;-124.0;?;71;?;-12;117;-35
-159;578.0;115;21;-93.0;?;130.0;66;69;-69;115;21
-159;546.0;?;-1;114.0;-21.0;243.0;71;22;-22;57;-1
-159;465.0;39;-40;?;39.0;565.0;67;-14;14;?;-40
-159;320.0;51;9;?;20.0;?;63;4;-4;51;9
-159;131.0;-15;44;1097.0;?;544.0;66;31;-31;-15;44
-159;?;?;-37;567.0;?;408.0;60;46;-46;-28;?
-159;43.0;17;-24;108.0;-441.0;159.0;62;15;?;17;-24
-159;25.0;37;-4;-76.0;-463.0;?;69;-8;8;37;-4
-159;65.0;53;?;-49.0;-537.0;-333.0;65;-20;20;53;-11
-159;138.0;34;-17;-276.0;-517.0;-799.0;72;-4;4;34;-17
-159;?;6;-28;-916.0;-475.0;-1251.0;81;1;?;6;-28
?;134.0;33;?;-1037.0;-408.0;-1260.0;72;-51;51;33;-1
-159;246.0;29;-28;-707.0;-421.0;?;?;?;17;29;-28
-159;93.0;-25;-4;-450.0;-582.0;-865.0;65;27;-27;-25;-4
-159;-188.0;-44;19;-586.0;-721.0;-745.0;70;-26;26;?;19
-159;-201.0;?;-21;-674.0;-662.0;-853.0;74;-36;36;33;?
-159;-74.0;50;-19;?;?;-1066.0;70;8;-8;50;-19
-159;30.0;-14;6;-487.0;-578.0;-1405.0;70;9;-9;-14;6
