InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit RLA gyroX;Accelerometer HIP accZ;Accelerometer LWR accZ
-15.0;37.0;44.0;238.0;18.0;40.0;-349.0;2.0;384.0;429.0
2.0;8.0;44.0;238.0;15.0;65.0;-349.0;31.0;399.0;473.0
-4.0;53.0;44.0;241.0;16.0;36.0;-352.0;65.0;405.0;442.0
-23.0;28.0;45.0;242.0;26.0;66.0;-352.0;112.0;415.0;469.0
-15.0;12.0;-185.0;231.0;-23.0;83.0;-373.0;333.0;402.0;598.0
-8.0;49.0;24.0;220.0;19.0;71.0;-452.0;-188.0;472.0;394.0
44.0;60.0;24.0;217.0;12.0;37.0;-448.0;-248.0;473.0;404.0
4.0;29.0;13.0;222.0;4.0;40.0;-445.0;-107.0;447.0;420.0
-2.0;33.0;19.0;223.0;47.0;74.0;-441.0;-122.0;446.0;422.0
29.0;-12.0;34.0;230.0;40.0;33.0;-436.0;-162.0;458.0;402.0
20.0;-2.0;33.0;228.0;21.0;25.0;-435.0;-141.0;470.0;417.0
-17.0;-9.0;21.0;223.0;-16.0;20.0;-425.0;-124.0;446.0;432.0
4.0;28.0;25.0;234.0;28.0;77.0;-422.0;-128.0;451.0;452.0
-10.0;23.0;27.0;220.0;9.0;51.0;-419.0;-137.0;462.0;420.0
4.0;1.0;26.0;225.0;-7.0;30.0;-417.0;-67.0;475.0;408.0
-10.0;8.0;23.0;233.0;31.0;41.0;-414.0;-116.0;485.0;390.0
4.0;10.0;25.0;229.0;46.0;33.0;-412.0;-133.0;450.0;432.0
-35.0;20.0;-21.0;161.0;-21.0;13.0;-501.0;38.0;400.0;359.0
-30.0;9.0;-12.0;164.0;-22.0;35.0;-501.0;6.0;402.0;331.0
-17.0;3.0;-10.0;157.0;-17.0;37.0;-501.0;11.0;423.0;359.0
26.0;10.0;-11.0;170.0;74.0;62.0;-506.0;-80.0;421.0;389.0
11.0;31.0;-7.0;167.0;16.0;-7.0;-508.0;-49.0;405.0;381.0
5.0;61.0;-13.0;164.0;-7.0;15.0;-509.0;-45.0;417.0;385.0
6.0;28.0;-12.0;155.0;15.0;19.0;-509.0;-9.0;410.0;393.0
-9.0;-1.0;-35.0;162.0;50.0;66.0;-510.0;-62.0;411.0;434.0
-31.0;16.0;-8.0;167.0;22.0;50.0;-512.0;-64.0;440.0;372.0
-6.0;34.0;11.0;186.0;-20.0;53.0;-514.0;-76.0;424.0;370.0
18.0;52.0;-4.0;170.0;15.0;81.0;-514.0;-60.0;438.0;382.0
-7.0;15.0;-29.0;170.0;-1.0;9.0;-518.0;-66.0;430.0;417.0
-20.0;-24.0;-15.0;164.0;-13.0;64.0;-520.0;-98.0;412.0;413.0
-32.0;-32.0;-18.0;158.0;-39.0;55.0;-522.0;-104.0;414.0;386.0
5.0;0.0;32.0;232.0;-20.0;45.0;-404.0;-48.0;465.0;404.0
-73.0;9.0;-22.0;153.0;-125.0;163.0;-448.0;-184.0;391.0;394.0
-96.0;27.0;79.0;275.0;-229.0;257.0;-400.0;85.0;374.0;461.0
315.0;-55.0;11.0;234.0;225.0;167.0;-448.0;-399.0;417.0;424.0
186.0;-91.0;-111.0;116.0;-264.0;667.0;-213.0;-290.0;469.0;326.0
148.0;-76.0;-94.0;330.0;-68.0;330.0;-585.0;275.0;403.0;537.0
-44.0;120.0;-524.0;85.0;27.0;641.0;-483.0;525.0;148.0;169.0
207.0;511.0;138.0;356.0;505.0;538.0;-693.0;-264.0;318.0;431.0
-1151.0;435.0;77.0;389.0;-319.0;90.0;-33.0;690.0;14.0;338.0
-201.0;110.0;41.0;309.0;-58.0;-35.0;-116.0;39.0;294.0;352.0
85.0;-49.0;20.0;397.0;415.0;-297.0;-27.0;226.0;285.0;417.0
104.0;-501.0;-89.0;59.0;-322.0;-22.0;-257.0;237.0;48.0;433.0
0.0;-103.0;-26.0;188.0;14.0;-89.0;-150.0;37.0;390.0;340.0
500.0;-728.0;-97.0;199.0;505.0;-792.0;326.0;517.0;310.0;366.0
-92.0;62.0;83.0;289.0;-53.0;-123.0;-597.0;-1084.0;308.0;433.0
96.0;-18.0;104.0;241.0;689.0;-463.0;-23.0;175.0;358.0;431.0
-610.0;-42.0;10.0;185.0;-534.0;-5.0;-174.0;-503.0;410.0;453.0
12.0;20.0;56.0;179.0;50.0;62.0;304.0;459.0;512.0;787.0
15.0;28.0;4.0;123.0;-79.0;-35.0;155.0;12.0;408.0;563.0
-206.0;615.0;27.0;287.0;-159.0;388.0;78.0;-592.0;142.0;477.0
154.0;207.0;-14.0;233.0;-25.0;652.0;-165.0;96.0;377.0;423.0
11.0;-67.0;415.0;402.0;-12.0;-24.0;147.0;-192.0;323.0;657.0
-138.0;92.0;175.0;877.0;-28.0;279.0;531.0;54.0;-444.0;680.0
14.0;32.0;-110.0;582.0;-27.0;56.0;10.0;-185.0;-346.0;9.0
216.0;114.0;235.0;578.0;189.0;-564.0;-393.0;1103.0;58.0;461.0
135.0;-179.0;-28.0;153.0;68.0;-125.0;-894.0;-52.0;365.0;375.0
9.0;24.0;7.0;177.0;55.0;96.0;-849.0;89.0;456.0;383.0
208.0;142.0;38.0;229.0;362.0;-15.0;-775.0;329.0;284.0;394.0
147.0;-34.0;-57.0;437.0;339.0;83.0;-520.0;38.0;123.0;207.0
231.0;-195.0;-34.0;143.0;472.0;-402.0;-991.0;151.0;298.0;452.0
53.0;-21.0;6.0;167.0;66.0;32.0;-529.0;-129.0;426.0;349.0
-17.0;128.0;31.0;210.0;-110.0;197.0;-887.0;-149.0;413.0;455.0
100.0;-223.0;-404.0;262.0;-118.0;51.0;-630.0;-20.0;18.0;300.0
214.0;-42.0;-97.0;136.0;116.0;207.0;-637.0;-503.0;483.0;299.0
1.0;-38.0;27.0;165.0;31.0;14.0;-871.0;114.0;426.0;398.0
-9.0;15.0;20.0;178.0;43.0;73.0;-872.0;-15.0;434.0;393.0
36.0;34.0;-273.0;155.0;38.0;139.0;-222.0;-57.0;567.0;560.0
-7.0;9.0;-119.0;200.0;84.0;-19.0;-656.0;-3.0;273.0;589.0
94.0;84.0;-134.0;291.0;191.0;-72.0;-561.0;-264.0;358.0;499.0
164.0;71.0;-150.0;261.0;260.0;-112.0;-547.0;-203.0;371.0;495.0
241.0;0.0;191.0;593.0;166.0;-150.0;-602.0;-306.0;166.0;286.0
110.0;-190.0;14.0;417.0;240.0;18.0;-551.0;-276.0;174.0;313.0
361.0;16.0;230.0;486.0;497.0;-687.0;-618.0;-8.0;329.0;898.0
132.0;57.0;133.0;377.0;-109.0;445.0;-536.0;-346.0;375.0;433.0
123.0;-55.0;53.0;295.0;66.0;-118.0;-571.0;-212.0;453.0;365.0
228.0;-149.0;-13.0;138.0;549.0;-543.0;-503.0;-228.0;435.0;438.0
-42.0;99.0;77.0;305.0;29.0;73.0;-280.0;213.0;389.0;437.0
-423.0;1107.0;62.0;589.0;-794.0;2615.0;-311.0;-112.0;151.0;349.0
45.0;17.0;66.0;72.0;29.0;50.0;-115.0;-641.0;657.0;787.0
37.0;164.0;271.0;363.0;-154.0;49.0;-53.0;908.0;375.0;933.0
-200.0;9.0;18.0;267.0;-35.0;-270.0;-107.0;-375.0;512.0;533.0
10.0;31.0;36.0;287.0;52.0;-22.0;-364.0;-592.0;380.0;442.0
387.0;-889.0;-56.0;71.0;1163.0;-1974.0;-149.0;-98.0;386.0;290.0
-53.0;77.0;90.0;293.0;-56.0;365.0;-239.0;393.0;389.0;422.0
14.0;-2.0;55.0;229.0;54.0;41.0;-514.0;-276.0;447.0;386.0
79.0;154.0;-410.0;504.0;46.0;-152.0;-24.0;1409.0;-214.0;29.0
262.0;120.0;107.0;276.0;469.0;-185.0;-419.0;-314.0;443.0;448.0
-387.0;-19.0;-323.0;331.0;-441.0;-616.0;-565.0;-25.0;-21.0;414.0
11.0;29.0;31.0;248.0;35.0;94.0;-457.0;766.0;432.0;384.0
6.0;25.0;114.0;473.0;-43.0;49.0;-424.0;-9.0;472.0;599.0
18.0;65.0;118.0;481.0;-35.0;16.0;-431.0;-9.0;442.0;603.0
12.0;-2.0;113.0;471.0;9.0;10.0;-394.0;-132.0;426.0;620.0
18.0;22.0;122.0;474.0;34.0;36.0;-381.0;-69.0;446.0;639.0
-582.0;506.0;18.0;473.0;-1173.0;1038.0;-657.0;-1417.0;216.0;266.0
-42.0;58.0;-13.0;164.0;-108.0;230.0;-381.0;-86.0;469.0;276.0
-40.0;71.0;-395.0;-27.0;-49.0;36.0;-272.0;9.0;562.0;114.0
0.0;5.0;124.0;471.0;5.0;38.0;-381.0;-94.0;441.0;613.0
0.0;0.0;123.0;473.0;15.0;29.0;-376.0;-52.0;447.0;629.0
-17.0;-8.0;116.0;462.0;34.0;42.0;-371.0;-75.0;450.0;639.0
-312.0;-90.0;-40.0;203.0;83.0;-248.0;-652.0;-134.0;187.0;482.0
8.0;15.0;114.0;463.0;55.0;69.0;-367.0;-48.0;455.0;619.0
33.0;-50.0;454.0;383.0;-30.0;17.0;82.0;-129.0;445.0;1139.0
-21.0;-70.0;-8.0;171.0;109.0;-74.0;-446.0;-23.0;517.0;352.0
130.0;-290.0;-42.0;174.0;256.0;-99.0;-577.0;-26.0;447.0;328.0
10.0;20.0;116.0;462.0;19.0;40.0;-362.0;-18.0;442.0;619.0
208.0;-797.0;-136.0;112.0;172.0;-1125.0;-766.0;55.0;431.0;161.0
-167.0;98.0;57.0;283.0;-266.0;333.0;-535.0;-233.0;321.0;413.0
14.0;18.0;110.0;470.0;25.0;28.0;-363.0;16.0;438.0;609.0
32.0;-137.0;227.0;-289.0;237.0;223.0;-838.0;90.0;438.0;464.0
-11.0;25.0;107.0;465.0;61.0;53.0;-364.0;-35.0;426.0;611.0
114.0;-245.0;30.0;408.0;631.0;265.0;137.0;246.0;335.0;619.0
-82.0;-35.0;-200.0;193.0;-314.0;-82.0;-342.0;234.0;415.0;633.0
-90.0;33.0;-48.0;164.0;61.0;-153.0;-318.0;484.0;456.0;332.0
17.0;5.0;-125.0;352.0;25.0;39.0;-493.0;7.0;425.0;679.0
16.0;-10.0;-101.0;358.0;24.0;1.0;-482.0;-42.0;397.0;694.0
85.0;19.0;-139.0;264.0;189.0;-134.0;-438.0;-266.0;418.0;819.0
-18.0;-3.0;-91.0;355.0;5.0;61.0;-488.0;-18.0;425.0;661.0
3.0;38.0;-88.0;363.0;22.0;71.0;-488.0;-4.0;407.0;641.0
-25.0;75.0;-94.0;358.0;-6.0;95.0;-490.0;-18.0;406.0;656.0
220.0;172.0;-135.0;324.0;121.0;185.0;-536.0;-203.0;456.0;699.0
17.0;2.0;88.0;159.0;25.0;32.0;-420.0;1.0;667.0;797.0
-63.0;-90.0;-115.0;373.0;-54.0;-43.0;-504.0;45.0;404.0;696.0
-32.0;-9.0;11.0;672.0;99.0;24.0;48.0;396.0;-180.0;147.0
-356.0;219.0;170.0;520.0;-197.0;117.0;-568.0;385.0;144.0;361.0
268.0;-737.0;84.0;82.0;871.0;-946.0;-301.0;111.0;526.0;370.0
-364.0;361.0;61.0;275.0;-453.0;591.0;-319.0;1349.0;106.0;525.0
-619.0;771.0;6.0;156.0;-487.0;380.0;-715.0;-1114.0;198.0;458.0
2.0;30.0;119.0;473.0;-14.0;74.0;-427.0;-78.0;454.0;620.0
-697.0;1007.0;36.0;332.0;-838.0;1104.0;-417.0;-596.0;240.0;426.0
6.0;13.0;-1.0;598.0;17.0;41.0;-29.0;35.0;-58.0;199.0
-57.0;102.0;-252.0;225.0;12.0;244.0;-340.0;-154.0;404.0;617.0
3.0;22.0;116.0;480.0;-13.0;39.0;-426.0;-88.0;473.0;606.0
10.0;62.0;112.0;480.0;-95.0;46.0;-437.0;-221.0;440.0;647.0
-34.0;161.0;205.0;368.0;-173.0;166.0;-68.0;377.0;371.0;947.0
194.0;-121.0;-7.0;255.0;302.0;-52.0;-600.0;213.0;424.0;903.0
4.0;39.0;1.0;1.0;39.0;37.0;-207.0;-142.0;598.0;761.0
-31.0;-383.0;-74.0;124.0;142.0;-386.0;-467.0;839.0;460.0;340.0
427.0;-439.0;-91.0;145.0;183.0;251.0;-190.0;144.0;437.0;323.0
-19.0;81.0;120.0;474.0;-61.0;38.0;-429.0;27.0;442.0;619.0
-703.0;689.0;61.0;347.0;-1164.0;1448.0;-566.0;116.0;233.0;461.0
-37.0;-39.0;74.0;85.0;81.0;124.0;-260.0;7.0;509.0;868.0
20.0;12.0;122.0;473.0;21.0;42.0;-414.0;-185.0;432.0;613.0
-21.0;191.0;27.0;188.0;92.0;170.0;-877.0;-57.0;457.0;439.0
140.0;98.0;121.0;479.0;-52.0;250.0;-477.0;-133.0;488.0;588.0
-170.0;-193.0;62.0;380.0;-310.0;42.0;-745.0;-351.0;432.0;397.0
-72.0;1086.0;81.0;269.0;-100.0;846.0;-622.0;-1015.0;470.0;243.0
-79.0;-151.0;-137.0;364.0;-59.0;-59.0;-517.0;169.0;413.0;682.0
16.0;9.0;118.0;478.0;42.0;42.0;-387.0;-117.0;455.0;641.0
27.0;137.0;-103.0;358.0;43.0;108.0;-496.0;-108.0;468.0;683.0
261.0;-3.0;-152.0;499.0;403.0;116.0;-446.0;2550.0;291.0;378.0
734.0;-1133.0;18.0;290.0;817.0;-1563.0;-365.0;1169.0;262.0;147.0
338.0;12.0;38.0;202.0;567.0;104.0;-427.0;633.0;350.0;426.0
107.0;-286.0;-496.0;487.0;149.0;-203.0;997.0;-631.0;101.0;177.0
-392.0;231.0;7.0;207.0;-502.0;629.0;-897.0;63.0;384.0;501.0
32.0;-37.0;108.0;353.0;92.0;-81.0;-428.0;-2589.0;426.0;452.0
-27.0;150.0;6.0;156.0;62.0;17.0;-874.0;-357.0;414.0;413.0
144.0;66.0;-99.0;548.0;135.0;72.0;38.0;-950.0;-358.0;53.0
-10.0;35.0;112.0;434.0;87.0;26.0;-42.0;-91.0;270.0;376.0
232.0;-501.0;14.0;319.0;386.0;-373.0;-547.0;-848.0;345.0;525.0
252.0;96.0;8.0;434.0;411.0;6.0;-11.0;-789.0;300.0;404.0
149.0;34.0;6.0;167.0;463.0;-208.0;-886.0;-127.0;366.0;364.0
-400.0;1053.0;-104.0;363.0;-69.0;418.0;-849.0;-298.0;254.0;378.0
-188.0;33.0;-612.0;227.0;-147.0;-211.0;36.0;-47.0;278.0;332.0
17.0;18.0;192.0;179.0;37.0;48.0;-217.0;-3.0;586.0;871.0
