Accelerometer RKN_ accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit RUA gyroX;Accelerometer HIP accX;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE Nav_Ax;Accelerometer BACK accX;InertialMeasurementUnit BACK accY;InertialMeasurementUnit L-SHOE Body_Az;Accelerometer LH accZ;Accelerometer RWR accZ;Accelerometer BACK accY
-27.0;-950.0;-63.0;8.0;566.0;4;271.0;-280.0;733;21.0;998.0;853.0
87.0;-961.0;-48.0;118.0;698.0;5;198.0;-205.0;720;85.0;809.0;942.0
-50.0;-958.0;-64.0;50.0;749.0;0;165.0;-246.0;720;-8.0;714.0;877.0
-181.0;-947.0;-260.0;7.0;588.0;7;207.0;-270.0;721;-30.0;878.0;851.0
-188.0;-956.0;-35.0;-29.0;497.0;3;204.0;-255.0;716;-10.0;909.0;831.0
97.0;-954.0;39.0;6.0;472.0;10;221.0;-244.0;720;-38.0;926.0;838.0
-28.0;-978.0;119.0;13.0;546.0;2;223.0;-199.0;737;139.0;717.0;864.0
20.0;-887.0;-202.0;78.0;452.0;49;248.0;-229.0;719;170.0;399.0;789.0
-69.0;-856.0;-88.0;-83.0;675.0;45;252.0;-161.0;725;147.0;495.0;818.0
50.0;-861.0;-22.0;41.0;197.0;327;-70.0;-329.0;896;211.0;773.0;804.0
46.0;-860.0;-223.0;-10.0;438.0;25;220.0;-184.0;731;109.0;398.0;774.0
-23.0;-958.0;19.0;-148.0;548.0;43;-26.0;-30.0;693;88.0;518.0;870.0
-29.0;-978.0;-335.0;5.0;483.0;3;225.0;-215.0;732;193.0;603.0;897.0
-26.0;-989.0;60.0;54.0;624.0;-2;163.0;-160.0;733;-141.0;435.0;911.0
-29.0;-954.0;205.0;20.0;645.0;-2;357.0;-273.0;732;51.0;868.0;784.0
-19.0;-955.0;-88.0;1.0;406.0;-6;317.0;-255.0;738;91.0;867.0;819.0
1.0;-947.0;110.0;-1.0;708.0;-7;297.0;-251.0;731;42.0;889.0;827.0
10.0;-953.0;49.0;12.0;629.0;4;270.0;-245.0;727;71.0;956.0;829.0
-27.0;-955.0;-50.0;-10.0;429.0;-6;274.0;-241.0;735;68.0;926.0;814.0
-1.0;-945.0;184.0;3.0;641.0;2;279.0;-246.0;729;64.0;913.0;819.0
-5.0;-942.0;66.0;-15.0;782.0;-1;298.0;-250.0;729;82.0;876.0;819.0
-18.0;-948.0;-33.0;-23.0;528.0;-6;283.0;-248.0;729;66.0;918.0;812.0
-59.0;-947.0;83.0;-25.0;675.0;-5;279.0;-251.0;732;64.0;846.0;802.0
-10.0;-943.0;70.0;-4.0;589.0;-4;296.0;-252.0;732;39.0;854.0;809.0
0.0;-943.0;-206.0;-17.0;722.0;1;351.0;-294.0;731;77.0;867.0;798.0
-5.0;-928.0;-291.0;-16.0;738.0;-4;365.0;-274.0;732;41.0;792.0;798.0
-37.0;-931.0;-226.0;9.0;721.0;3;308.0;-277.0;728;41.0;916.0;773.0
14.0;-936.0;69.0;-59.0;676.0;-4;312.0;-271.0;730;45.0;817.0;769.0
-21.0;-934.0;-42.0;-38.0;699.0;2;316.0;-260.0;730;-18.0;827.0;781.0
-20.0;-931.0;73.0;-40.0;701.0;-1;305.0;-261.0;729;2.0;931.0;760.0
-91.0;-980.0;-54.0;-171.0;541.0;-49;83.0;-72.0;922;73.0;541.0;847.0
131.0;-964.0;-45.0;-129.0;491.0;11;84.0;-55.0;929;50.0;540.0;846.0
-18.0;-936.0;151.0;-31.0;732.0;-4;302.0;-244.0;728;42.0;790.0;765.0
-5.0;-922.0;-101.0;-10.0;759.0;0;313.0;-264.0;730;58.0;888.0;782.0
-17.0;-919.0;-97.0;10.0;607.0;-1;315.0;-277.0;728;52.0;908.0;774.0
-12.0;-921.0;-66.0;-12.0;653.0;-8;312.0;-276.0;732;72.0;893.0;782.0
-10.0;-930.0;16.0;-38.0;744.0;-2;316.0;-262.0;729;37.0;860.0;773.0
-11.0;-941.0;-40.0;-44.0;722.0;-4;297.0;-262.0;730;-5.0;861.0;754.0
-20.0;-941.0;170.0;-22.0;727.0;-5;298.0;-250.0;728;39.0;907.0;762.0
-1.0;-925.0;-235.0;-27.0;677.0;-3;316.0;-255.0;727;52.0;905.0;762.0
14.0;-936.0;62.0;-39.0;739.0;-2;297.0;-277.0;727;21.0;909.0;784.0
34.0;-932.0;-146.0;-15.0;627.0;-4;291.0;-258.0;728;20.0;962.0;787.0
28.0;-930.0;-87.0;-26.0;599.0;-2;310.0;-264.0;722;20.0;861.0;759.0
-32.0;-904.0;97.0;-39.0;403.0;-5;352.0;-303.0;731;1.0;811.0;698.0
152.0;-906.0;181.0;-39.0;466.0;-6;355.0;-290.0;732;39.0;830.0;707.0
60.0;-888.0;-40.0;-43.0;582.0;4;323.0;-315.0;724;-23.0;988.0;730.0
111.0;-953.0;104.0;-154.0;526.0;-15;34.0;-49.0;819;52.0;592.0;797.0
103.0;-711.0;-89.0;-103.0;528.0;1;504.0;-489.0;719;-101.0;892.0;549.0
-80.0;-668.0;-95.0;-80.0;558.0;11;606.0;-522.0;715;-26.0;795.0;419.0
46.0;-976.0;-112.0;-25.0;687.0;1;112.0;-181.0;723;-41.0;804.0;902.0
81.0;-938.0;1.0;-88.0;495.0;-1;242.0;-200.0;723;385.0;766.0;780.0
-1.0;-935.0;-6.0;-89.0;499.0;-2;230.0;-184.0;723;363.0;758.0;782.0
28.0;-936.0;-21.0;-88.0;496.0;1;212.0;-186.0;721;359.0;774.0;771.0
-37.0;-939.0;0.0;-87.0;506.0;1;211.0;-172.0;719;352.0;723.0;769.0
-3.0;-943.0;67.0;-87.0;510.0;-1;221.0;-160.0;726;337.0;750.0;782.0
-16.0;-946.0;128.0;-71.0;512.0;-8;220.0;-156.0;731;366.0;738.0;772.0
-5.0;-977.0;184.0;22.0;529.0;-6;168.0;-158.0;719;45.0;440.0;903.0
146.0;-973.0;-157.0;40.0;701.0;3;201.0;-161.0;718;43.0;591.0;929.0
-14.0;-978.0;-157.0;18.0;766.0;2;193.0;-144.0;724;-20.0;758.0;906.0
36.0;-929.0;58.0;-14.0;304.0;-14;353.0;-278.0;721;-107.0;523.0;799.0
124.0;-978.0;52.0;-180.0;503.0;9;96.0;-105.0;895;103.0;529.0;867.0
-359.0;-902.0;-14.0;-22.0;685.0;-8;137.0;-105.0;646;-24.0;819.0;617.0
20.0;-907.0;-123.0;-148.0;506.0;-1;283.0;-238.0;736;364.0;625.0;668.0
98.0;-955.0;-167.0;-170.0;516.0;-48;69.0;-28.0;917;77.0;571.0;828.0
52.0;-972.0;57.0;-199.0;524.0;25;77.0;-9.0;897;57.0;544.0;800.0
13.0;-947.0;-94.0;-173.0;517.0;-159;93.0;-53.0;805;52.0;547.0;831.0
52.0;-945.0;-103.0;-146.0;502.0;78;59.0;-46.0;891;16.0;512.0;809.0
242.0;-958.0;-89.0;-193.0;479.0;-318;63.0;-82.0;440;45.0;521.0;667.0
91.0;-970.0;74.0;-38.0;300.0;2;185.0;-169.0;789;133.0;816.0;826.0
112.0;-965.0;121.0;-26.0;349.0;11;222.0;-175.0;734;85.0;831.0;842.0
284.0;-973.0;-63.0;-97.0;471.0;9;186.0;-177.0;725;70.0;590.0;882.0
223.0;-1001.0;68.0;40.0;343.0;29;163.0;-71.0;780;223.0;973.0;796.0
254.0;-989.0;-178.0;-12.0;514.0;4;202.0;-165.0;740;42.0;558.0;883.0
248.0;-984.0;-22.0;14.0;495.0;-15;176.0;-141.0;744;49.0;604.0;900.0
150.0;-976.0;24.0;-20.0;317.0;-5;191.0;-171.0;733;103.0;790.0;840.0
-272.0;-968.0;55.0;-6.0;315.0;-7;203.0;-158.0;736;59.0;861.0;846.0
-162.0;-965.0;53.0;-1.0;313.0;-4;218.0;-150.0;734;72.0;866.0;831.0
-15.0;-983.0;205.0;7.0;307.0;-19;163.0;-130.0;736;125.0;811.0;819.0
12.0;-948.0;169.0;3.0;96.0;1;113.0;-144.0;742;289.0;557.0;813.0
25.0;-953.0;-55.0;-157.0;482.0;-2;76.0;-91.0;894;82.0;443.0;841.0
-80.0;-1014.0;257.0;125.0;566.0;-614;327.0;-73.0;280;-89.0;848.0;747.0
126.0;-958.0;-1.0;-132.0;504.0;-214;83.0;-51.0;632;-4.0;533.0;827.0
37.0;-961.0;-16.0;54.0;430.0;-20;368.0;-223.0;716;96.0;878.0;715.0
-38.0;-947.0;-222.0;-175.0;513.0;-28;175.0;-303.0;782;63.0;725.0;795.0
-354.0;-918.0;-46.0;-99.0;586.0;-8;57.0;-51.0;647;-38.0;828.0;604.0
-352.0;-920.0;14.0;-90.0;588.0;7;58.0;-43.0;645;-152.0;782.0;612.0
-641.0;-948.0;196.0;-62.0;574.0;-28;54.0;-32.0;690;-98.0;841.0;840.0
-382.0;-906.0;28.0;-21.0;673.0;-4;109.0;-102.0;648;-23.0;814.0;620.0
-372.0;-927.0;20.0;-30.0;671.0;-2;107.0;-132.0;642;48.0;815.0;603.0
-365.0;-921.0;29.0;-22.0;663.0;3;115.0;-160.0;642;103.0;803.0;584.0
205.0;-968.0;46.0;-75.0;303.0;46;253.0;-120.0;743;63.0;659.0;675.0
-378.0;-891.0;139.0;-27.0;693.0;3;136.0;-142.0;642;-62.0;741.0;646.0
-382.0;-943.0;-12.0;-38.0;851.0;3;-75.0;41.0;641;-159.0;732.0;724.0
2.0;-994.0;-75.0;-70.0;805.0;6;257.0;-201.0;722;50.0;901.0;836.0
-18.0;-970.0;127.0;3.0;451.0;-3;269.0;-195.0;717;50.0;865.0;867.0
-59.0;-952.0;110.0;-29.0;488.0;0;237.0;-200.0;720;15.0;947.0;876.0
-154.0;-943.0;47.0;23.0;347.0;63;174.0;-183.0;717;42.0;668.0;836.0
-60.0;-941.0;-215.0;-49.0;484.0;71;65.0;-62.0;864;152.0;523.0;894.0
138.0;-867.0;0.0;-10.0;372.0;-1;405.0;-342.0;727;39.0;703.0;658.0
54.0;-742.0;-138.0;-73.0;339.0;-5;499.0;-464.0;722;49.0;768.0;500.0
150.0;-879.0;45.0;-2.0;375.0;-1;421.0;-336.0;728;38.0;661.0;652.0
111.0;-989.0;239.0;-11.0;494.0;6;172.0;-47.0;735;-1.0;637.0;874.0
97.0;-980.0;-372.0;-1.0;505.0;-1;227.0;-109.0;728;107.0;634.0;875.0
51.0;-979.0;-347.0;-99.0;531.0;-1;184.0;-198.0;726;188.0;611.0;884.0
52.0;-993.0;-30.0;-31.0;462.0;4;170.0;-144.0;727;103.0;557.0;889.0
50.0;-992.0;51.0;-9.0;446.0;6;160.0;-134.0;725;60.0;503.0;885.0
81.0;-984.0;58.0;-19.0;453.0;7;165.0;-128.0;726;42.0;549.0;920.0
83.0;-996.0;94.0;-10.0;476.0;4;154.0;-130.0;727;-40.0;591.0;898.0
114.0;-1016.0;158.0;-41.0;523.0;0;139.0;-116.0;730;1.0;633.0;851.0
122.0;-1047.0;222.0;-35.0;494.0;-1;131.0;-117.0;729;32.0;661.0;851.0
111.0;-984.0;63.0;-4.0;503.0;-1;138.0;-131.0;733;130.0;540.0;968.0
136.0;-977.0;-64.0;-60.0;496.0;1;151.0;-122.0;730;22.0;566.0;903.0
130.0;-988.0;17.0;-27.0;495.0;-2;169.0;-122.0;729;79.0;539.0;902.0
120.0;-998.0;102.0;-67.0;604.0;-4;130.0;-139.0;734;44.0;540.0;895.0
121.0;-869.0;6.0;-42.0;293.0;4;413.0;-329.0;721;41.0;653.0;650.0
96.0;-870.0;-150.0;-19.0;387.0;4;414.0;-310.0;721;50.0;681.0;660.0
97.0;-989.0;-198.0;-28.0;384.0;2;118.0;-140.0;731;111.0;638.0;919.0
118.0;-975.0;-194.0;-52.0;333.0;-2;110.0;-91.0;732;77.0;722.0;897.0
4.0;-962.0;404.0;185.0;436.0;53;286.0;-242.0;706;101.0;757.0;783.0
141.0;-982.0;-184.0;-41.0;564.0;2;198.0;-142.0;727;86.0;621.0;879.0
138.0;-977.0;-238.0;-46.0;555.0;1;206.0;-151.0;728;74.0;653.0;860.0
117.0;-980.0;-190.0;-59.0;514.0;0;183.0;-135.0;735;18.0;566.0;858.0
123.0;-973.0;-139.0;-49.0;490.0;2;143.0;-124.0;731;63.0;542.0;895.0
128.0;-1000.0;-218.0;-35.0;449.0;3;234.0;-119.0;731;-47.0;529.0;880.0
154.0;-1013.0;148.0;-73.0;489.0;4;170.0;-147.0;732;38.0;581.0;893.0
124.0;-996.0;160.0;-37.0;513.0;-5;200.0;-124.0;736;92.0;618.0;905.0
49.0;-948.0;10.0;37.0;720.0;-3;206.0;-249.0;725;20.0;732.0;855.0
155.0;-978.0;131.0;-61.0;459.0;4;166.0;-141.0;727;38.0;592.0;873.0
133.0;-1004.0;137.0;-52.0;455.0;-1;219.0;-99.0;734;61.0;624.0;909.0
131.0;-978.0;66.0;-67.0;443.0;4;166.0;-100.0;724;55.0;602.0;891.0
125.0;-1014.0;36.0;-16.0;462.0;0;201.0;-130.0;724;59.0;598.0;885.0
97.0;-977.0;-91.0;-28.0;474.0;-6;192.0;-142.0;735;80.0;562.0;895.0
133.0;-994.0;-210.0;-69.0;482.0;-1;182.0;-131.0;729;52.0;577.0;894.0
143.0;-984.0;72.0;-56.0;473.0;0;182.0;-155.0;732;52.0;570.0;892.0
126.0;-993.0;13.0;-52.0;454.0;-7;201.0;-145.0;733;62.0;577.0;898.0
121.0;-991.0;88.0;-66.0;451.0;6;152.0;-145.0;741;41.0;579.0;903.0
137.0;-971.0;129.0;-50.0;450.0;4;156.0;-143.0;726;51.0;570.0;898.0
142.0;-984.0;80.0;-53.0;449.0;-1;183.0;-134.0;725;63.0;582.0;894.0
125.0;-978.0;-13.0;-22.0;465.0;2;192.0;-145.0;728;53.0;574.0;893.0
90.0;-994.0;131.0;-38.0;484.0;2;159.0;-157.0;729;32.0;584.0;919.0
133.0;-989.0;-28.0;-10.0;455.0;14;154.0;-135.0;727;61.0;612.0;887.0
88.0;-989.0;34.0;-51.0;462.0;11;129.0;-121.0;719;40.0;581.0;891.0
99.0;-987.0;13.0;-48.0;478.0;10;115.0;-114.0;723;68.0;618.0;921.0
119.0;-1013.0;-87.0;19.0;480.0;-3;159.0;-101.0;732;93.0;595.0;886.0
76.0;-996.0;-18.0;-62.0;479.0;-2;144.0;-106.0;730;51.0;581.0;863.0
67.0;-972.0;-33.0;-15.0;484.0;0;166.0;-113.0;731;37.0;568.0;882.0
112.0;-986.0;-106.0;-14.0;476.0;2;157.0;-147.0;731;27.0;601.0;906.0
102.0;-968.0;-76.0;-16.0;478.0;-3;162.0;-121.0;731;32.0;589.0;898.0
81.0;-982.0;144.0;-2.0;475.0;-5;111.0;-159.0;735;-13.0;616.0;902.0
152.0;-992.0;94.0;10.0;464.0;4;126.0;-147.0;732;39.0;575.0;939.0
150.0;-987.0;-93.0;-39.0;485.0;-3;163.0;-144.0;728;74.0;597.0;915.0
156.0;-994.0;-95.0;-10.0;460.0;-3;186.0;-155.0;734;65.0;563.0;891.0
146.0;-984.0;-70.0;-33.0;448.0;3;167.0;-157.0;728;41.0;565.0;906.0
121.0;-980.0;19.0;-17.0;443.0;-3;163.0;-158.0;732;89.0;567.0;898.0
166.0;-988.0;88.0;-38.0;450.0;2;141.0;-138.0;730;49.0;591.0;900.0
172.0;-990.0;56.0;-35.0;456.0;1;157.0;-140.0;728;57.0;610.0;891.0
119.0;-1006.0;114.0;-29.0;477.0;-3;147.0;-146.0;726;28.0;621.0;891.0
131.0;-985.0;80.0;-29.0;476.0;-1;156.0;-136.0;726;19.0;568.0;902.0
119.0;-986.0;45.0;-36.0;449.0;-2;157.0;-138.0;728;73.0;585.0;909.0
106.0;-988.0;-18.0;-39.0;471.0;6;123.0;-148.0;725;76.0;600.0;920.0
99.0;-1000.0;0.0;-22.0;472.0;2;148.0;-123.0;731;62.0;550.0;923.0
102.0;-991.0;-136.0;-31.0;472.0;5;154.0;-116.0;729;54.0;565.0;904.0
146.0;-984.0;-50.0;-20.0;454.0;-4;136.0;-136.0;734;26.0;572.0;896.0
144.0;-979.0;22.0;-47.0;449.0;-6;141.0;-139.0;730;27.0;596.0;897.0
128.0;-994.0;37.0;-69.0;436.0;-2;165.0;-126.0;732;60.0;608.0;908.0
98.0;-987.0;97.0;-85.0;453.0;1;158.0;-143.0;732;71.0;605.0;901.0
142.0;-978.0;2.0;-75.0;455.0;-4;168.0;-169.0;729;14.0;570.0;906.0
133.0;-987.0;79.0;-64.0;454.0;-3;161.0;-140.0;730;76.0;604.0;899.0
112.0;-986.0;93.0;-51.0;443.0;1;182.0;-132.0;731;101.0;610.0;885.0
24.0;-943.0;-12.0;-25.0;474.0;2;236.0;-245.0;723;34.0;875.0;810.0
105.0;-980.0;211.0;-46.0;448.0;0;144.0;-108.0;734;73.0;591.0;908.0
116.0;-980.0;218.0;-54.0;462.0;0;128.0;-139.0;731;67.0;611.0;903.0
114.0;-984.0;190.0;-35.0;463.0;-3;133.0;-130.0;730;96.0;611.0;904.0
125.0;-993.0;260.0;-57.0;484.0;-8;144.0;-151.0;733;64.0;607.0;900.0
148.0;-995.0;214.0;-66.0;484.0;2;144.0;-155.0;727;71.0;626.0;875.0
132.0;-982.0;177.0;-17.0;458.0;-1;129.0;-139.0;733;29.0;601.0;922.0
108.0;-979.0;217.0;-21.0;460.0;3;112.0;-132.0;731;55.0;621.0;919.0
48.0;-982.0;355.0;-5.0;518.0;2;33.0;-173.0;730;-127.0;577.0;926.0
106.0;-1022.0;-55.0;-50.0;478.0;3;126.0;-127.0;730;60.0;587.0;886.0
115.0;-964.0;26.0;-80.0;472.0;4;134.0;-161.0;728;61.0;578.0;910.0
132.0;-1002.0;-44.0;-53.0;455.0;-3;149.0;-120.0;729;111.0;556.0;927.0
101.0;-1011.0;-159.0;-72.0;452.0;-2;75.0;-142.0;732;7.0;588.0;904.0
132.0;-999.0;-38.0;-57.0;460.0;2;82.0;-133.0;734;43.0;575.0;918.0
116.0;-977.0;32.0;-69.0;452.0;0;139.0;-134.0;730;96.0;602.0;902.0
142.0;-993.0;-24.0;-47.0;444.0;3;159.0;-114.0;732;35.0;627.0;909.0
126.0;-985.0;-60.0;-31.0;440.0;2;166.0;-143.0;729;87.0;630.0;915.0
141.0;-986.0;-135.0;-31.0;459.0;0;155.0;-172.0;734;17.0;578.0;915.0
151.0;-994.0;-28.0;-5.0;416.0;-2;204.0;-150.0;730;75.0;575.0;914.0
130.0;-977.0;-211.0;-21.0;451.0;22;197.0;-181.0;728;69.0;607.0;894.0
154.0;-979.0;-86.0;-29.0;462.0;18;200.0;-161.0;726;78.0;616.0;907.0
115.0;-965.0;-97.0;-59.0;439.0;-10;163.0;-161.0;731;42.0;612.0;917.0
110.0;-999.0;190.0;-14.0;426.0;3;173.0;-167.0;726;34.0;570.0;902.0
141.0;-989.0;6.0;-54.0;442.0;-2;165.0;-150.0;730;80.0;592.0;904.0
149.0;-986.0;-111.0;-47.0;452.0;-2;172.0;-138.0;727;58.0;562.0;901.0
118.0;-975.0;-39.0;-19.0;446.0;4;142.0;-125.0;725;-1.0;579.0;938.0
124.0;-982.0;-4.0;-21.0;454.0;-4;161.0;-143.0;734;0.0;601.0;890.0
108.0;-985.0;99.0;-34.0;463.0;-2;164.0;-136.0;730;51.0;590.0;904.0
56.0;-986.0;28.0;1.0;453.0;-4;178.0;-148.0;729;29.0;606.0;916.0
127.0;-978.0;-17.0;0.0;445.0;2;155.0;-156.0;724;22.0;573.0;898.0
134.0;-989.0;109.0;-26.0;446.0;-3;177.0;-153.0;729;20.0;602.0;912.0
135.0;-988.0;130.0;-12.0;447.0;-1;177.0;-138.0;731;32.0;611.0;928.0
111.0;-997.0;12.0;-17.0;473.0;-3;160.0;-142.0;728;61.0;620.0;902.0
107.0;-989.0;10.0;-20.0;465.0;-3;176.0;-147.0;730;63.0;613.0;919.0
108.0;-989.0;-41.0;0.0;454.0;5;159.0;-146.0;722;79.0;612.0;918.0
115.0;-985.0;62.0;5.0;442.0;0;159.0;-144.0;730;28.0;585.0;920.0
116.0;-989.0;62.0;-1.0;462.0;8;193.0;-168.0;730;61.0;640.0;921.0
114.0;-994.0;91.0;-16.0;469.0;-1;174.0;-161.0;730;89.0;599.0;931.0
101.0;-997.0;-34.0;-22.0;454.0;-4;165.0;-147.0;732;102.0;603.0;907.0
118.0;-989.0;-102.0;-36.0;464.0;1;155.0;-140.0;729;51.0;590.0;896.0
125.0;-981.0;-59.0;-41.0;454.0;7;183.0;-149.0;724;28.0;581.0;923.0
125.0;-981.0;-3.0;-45.0;441.0;5;160.0;-152.0;728;79.0;574.0;904.0
120.0;-1002.0;53.0;-30.0;444.0;4;170.0;-151.0;728;74.0;562.0;916.0
140.0;-992.0;-6.0;-32.0;445.0;-1;161.0;-151.0;727;74.0;604.0;906.0
106.0;-993.0;-39.0;-37.0;459.0;6;191.0;-143.0;729;59.0;595.0;883.0
117.0;-984.0;128.0;-29.0;450.0;-2;156.0;-151.0;726;11.0;577.0;893.0
114.0;-982.0;86.0;-28.0;446.0;-8;145.0;-151.0;732;32.0;580.0;911.0
92.0;-994.0;75.0;-20.0;438.0;0;161.0;-130.0;730;41.0;592.0;923.0
133.0;-981.0;53.0;-8.0;446.0;-2;155.0;-142.0;733;80.0;598.0;914.0
120.0;-988.0;12.0;-23.0;450.0;-9;170.0;-148.0;733;34.0;571.0;903.0
99.0;-992.0;-11.0;-32.0;448.0;1;177.0;-151.0;727;40.0;585.0;908.0
125.0;-987.0;24.0;-29.0;444.0;6;181.0;-159.0;727;22.0;580.0;905.0
122.0;-991.0;9.0;-19.0;452.0;-3;182.0;-159.0;730;62.0;620.0;895.0
102.0;-986.0;27.0;-11.0;457.0;-2;172.0;-157.0;732;33.0;606.0;908.0
122.0;-987.0;31.0;-10.0;453.0;-4;161.0;-150.0;732;25.0;600.0;909.0
127.0;-986.0;50.0;-19.0;447.0;1;168.0;-149.0;724;48.0;619.0;901.0
105.0;-994.0;34.0;-35.0;439.0;-2;129.0;-150.0;728;57.0;568.0;895.0
90.0;-998.0;9.0;-40.0;439.0;-2;141.0;-157.0;725;83.0;590.0;900.0
141.0;-989.0;-78.0;-40.0;463.0;0;146.0;-133.0;733;54.0;596.0;874.0
136.0;-976.0;-56.0;-63.0;434.0;10;164.0;-141.0;727;134.0;579.0;916.0
103.0;-1009.0;-97.0;-74.0;443.0;-1;169.0;-138.0;730;96.0;568.0;936.0
105.0;-997.0;-40.0;-82.0;468.0;1;128.0;-160.0;734;224.0;530.0;893.0
43.0;-942.0;-65.0;0.0;484.0;-2;323.0;-237.0;727;70.0;894.0;799.0
24.0;-949.0;-180.0;-28.0;586.0;0;281.0;-255.0;714;76.0;1000.0;802.0
-353.0;-940.0;-16.0;-19.0;639.0;0;145.0;-54.0;647;127.0;805.0;705.0
131.0;-957.0;36.0;-11.0;448.0;483;284.0;-159.0;1416;186.0;755.0;728.0
106.0;-970.0;80.0;-69.0;444.0;-2;158.0;-136.0;727;206.0;540.0;874.0
110.0;-963.0;21.0;-79.0;451.0;4;153.0;-119.0;729;210.0;538.0;865.0
143.0;-967.0;165.0;-45.0;446.0;1;168.0;-156.0;725;50.0;599.0;888.0
97.0;-978.0;193.0;-49.0;459.0;-2;143.0;-158.0;728;84.0;627.0;890.0
106.0;-995.0;197.0;-68.0;461.0;-2;151.0;-153.0;728;70.0;587.0;895.0
110.0;-994.0;127.0;-33.0;458.0;-2;161.0;-158.0;731;91.0;589.0;876.0
135.0;-983.0;-20.0;-50.0;453.0;1;160.0;-148.0;722;81.0;638.0;843.0
130.0;-985.0;-51.0;-48.0;448.0;0;157.0;-151.0;725;58.0;592.0;872.0
116.0;-978.0;-121.0;-51.0;447.0;-1;178.0;-154.0;728;21.0;587.0;828.0
151.0;-957.0;-173.0;-62.0;445.0;4;174.0;-150.0;726;-13.0;591.0;855.0
151.0;-965.0;-57.0;-54.0;468.0;5;165.0;-185.0;724;57.0;584.0;879.0
121.0;-1012.0;114.0;-69.0;465.0;3;182.0;-151.0;723;30.0;589.0;885.0
111.0;-973.0;72.0;-47.0;454.0;-3;215.0;-170.0;726;47.0;573.0;885.0
133.0;-994.0;27.0;-52.0;460.0;-8;153.0;-160.0;733;121.0;574.0;878.0
123.0;-998.0;197.0;-10.0;455.0;3;162.0;-178.0;732;90.0;617.0;875.0
115.0;-973.0;104.0;-13.0;464.0;3;151.0;-137.0;725;75.0;603.0;876.0
118.0;-989.0;25.0;-57.0;459.0;-1;169.0;-153.0;728;105.0;601.0;883.0
131.0;-974.0;71.0;-30.0;453.0;-4;164.0;-160.0;729;89.0;641.0;895.0
111.0;-972.0;34.0;-58.0;454.0;0;161.0;-143.0;732;35.0;614.0;905.0
154.0;-986.0;-85.0;-62.0;464.0;0;162.0;-169.0;725;42.0;582.0;892.0
141.0;-990.0;-54.0;-55.0;465.0;0;163.0;-153.0;729;69.0;538.0;878.0
135.0;-977.0;-126.0;-34.0;452.0;0;168.0;-165.0;731;61.0;602.0;870.0
132.0;-974.0;133.0;-59.0;461.0;-6;173.0;-149.0;730;77.0;646.0;904.0
131.0;-999.0;80.0;-27.0;457.0;2;155.0;-155.0;731;43.0;603.0;888.0
122.0;-978.0;42.0;-44.0;455.0;1;102.0;-143.0;728;45.0;519.0;897.0
135.0;-985.0;-75.0;4.0;438.0;1;156.0;-115.0;734;51.0;615.0;901.0
87.0;-958.0;-135.0;17.0;493.0;119;197.0;-136.0;801;-20.0;731.0;818.0
130.0;-970.0;-206.0;-69.0;478.0;0;162.0;-158.0;733;100.0;599.0;887.0
