InertialMeasurementUnit RUA accX;Accelerometer RUA_ accY;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit RLA accX;Accelerometer RUA_ accX;Accelerometer RKN^ accX;Accelerometer RKN^ accZ;InertialMeasurementUnit LLA magneticZ;InertialMeasurementUnit LUA accX;InertialMeasurementUnit RUA accY;Accelerometer RWR accX;Accelerometer RUA^ accX
-936.0;790.0;290.0;-510.0;632.0;413.0;255.0;-347.0;-851.0;201.0;-102.0;303.0
-977.0;555.0;49.0;-195.0;834.0;230.0;-22.0;-399.0;-809.0;161.0;27.0;234.0
-972.0;699.0;51.0;-500.0;660.0;331.0;168.0;-363.0;-809.0;336.0;-415.0;327.0
-972.0;765.0;-106.0;-581.0;543.0;432.0;237.0;-356.0;-823.0;161.0;-47.0;397.0
-964.0;898.0;202.0;-366.0;439.0;311.0;368.0;-332.0;-859.0;268.0;-82.0;294.0
-986.0;918.0;-12.0;-394.0;424.0;149.0;529.0;-327.0;-852.0;300.0;-153.0;240.0
-1013.0;717.0;-100.0;-408.0;647.0;290.0;516.0;-317.0;-834.0;309.0;-181.0;158.0
-632.0;185.0;2.0;234.0;907.0;492.0;851.0;-610.0;-736.0;607.0;-412.0;-58.0
-1038.0;898.0;-316.0;-767.0;558.0;241.0;-13.0;429.0;-878.0;33.0;192.0;190.0
-833.0;853.0;46.0;-688.0;209.0;412.0;238.0;193.0;-949.0;227.0;-463.0;68.0
-852.0;925.0;170.0;-727.0;183.0;258.0;103.0;189.0;-990.0;191.0;-400.0;80.0
-1253.0;1001.0;-176.0;-1106.0;-55.0;1088.0;286.0;-219.0;-1305.0;231.0;-146.0;99.0
-966.0;841.0;-103.0;-693.0;521.0;167.0;284.0;380.0;-843.0;333.0;-199.0;-158.0
-984.0;773.0;198.0;-677.0;516.0;218.0;390.0;383.0;-805.0;337.0;-47.0;84.0
-971.0;869.0;235.0;-641.0;469.0;192.0;360.0;385.0;-786.0;378.0;73.0;111.0
-1036.0;795.0;-20.0;-747.0;593.0;301.0;118.0;408.0;-786.0;219.0;-175.0;166.0
-1050.0;754.0;-45.0;-735.0;652.0;306.0;94.0;413.0;-769.0;196.0;-46.0;121.0
-606.0;1232.0;348.0;-516.0;76.0;329.0;137.0;-78.0;-947.0;277.0;-303.0;97.0
-790.0;918.0;-237.0;-683.0;268.0;139.0;72.0;-52.0;-983.0;190.0;-554.0;-168.0
-815.0;1058.0;-319.0;-668.0;175.0;458.0;89.0;-136.0;-877.0;279.0;-288.0;29.0
-1025.0;1017.0;-188.0;-642.0;306.0;320.0;154.0;452.0;-794.0;224.0;-117.0;139.0
-1046.0;947.0;93.0;-620.0;407.0;283.0;128.0;444.0;-768.0;108.0;-137.0;112.0
-1029.0;984.0;-81.0;-855.0;253.0;7.0;429.0;707.0;-857.0;-44.0;84.0;159.0
-1038.0;848.0;26.0;-633.0;560.0;199.0;90.0;446.0;-788.0;80.0;-91.0;158.0
-1092.0;748.0;886.0;-904.0;450.0;667.0;897.0;56.0;-1020.0;194.0;-264.0;46.0
-873.0;1209.0;-204.0;-721.0;324.0;209.0;133.0;64.0;-1097.0;213.0;-301.0;-100.0
-889.0;867.0;384.0;-819.0;151.0;241.0;69.0;84.0;-904.0;51.0;-364.0;-93.0
-947.0;860.0;393.0;-864.0;194.0;262.0;46.0;-12.0;-1029.0;-13.0;-393.0;-63.0
-926.0;931.0;39.0;-774.0;175.0;219.0;-7.0;-136.0;-1058.0;131.0;-379.0;-271.0
-1034.0;858.0;148.0;-936.0;193.0;151.0;-33.0;-41.0;-947.0;80.0;-272.0;118.0
-1038.0;815.0;125.0;-943.0;293.0;259.0;-540.0;136.0;-941.0;193.0;-273.0;-88.0
-885.0;1099.0;295.0;-693.0;135.0;185.0;156.0;82.0;-1009.0;292.0;-49.0;193.0
-1009.0;768.0;-226.0;-403.0;625.0;185.0;427.0;253.0;-1053.0;56.0;23.0;5.0
-958.0;949.0;186.0;-871.0;110.0;339.0;168.0;24.0;-941.0;12.0;-411.0;-97.0
-993.0;662.0;20.0;-277.0;729.0;240.0;372.0;69.0;-934.0;-92.0;-110.0;189.0
-992.0;622.0;-1.0;-297.0;791.0;285.0;386.0;80.0;-937.0;-89.0;-67.0;193.0
-1002.0;599.0;107.0;-388.0;785.0;277.0;397.0;62.0;-934.0;-116.0;-89.0;201.0
-998.0;603.0;-13.0;-276.0;793.0;268.0;410.0;54.0;-921.0;-27.0;-102.0;170.0
-996.0;668.0;9.0;-266.0;792.0;265.0;430.0;165.0;-926.0;-22.0;-191.0;228.0
-895.0;990.0;-83.0;-741.0;278.0;209.0;29.0;-127.0;-939.0;110.0;-427.0;-20.0
-886.0;1016.0;241.0;-723.0;306.0;237.0;-13.0;-148.0;-1002.0;131.0;-429.0;-56.0
-979.0;581.0;16.0;-302.0;754.0;262.0;407.0;79.0;-926.0;3.0;-146.0;238.0
-999.0;592.0;-124.0;-258.0;810.0;253.0;394.0;46.0;-923.0;75.0;-311.0;154.0
-777.0;30.0;-279.0;324.0;1010.0;467.0;894.0;-635.0;-821.0;413.0;75.0;265.0
-993.0;698.0;-123.0;-279.0;824.0;269.0;406.0;65.0;-940.0;68.0;-11.0;40.0
-986.0;724.0;-99.0;-266.0;756.0;281.0;406.0;212.0;-938.0;89.0;14.0;111.0
-985.0;770.0;-111.0;-264.0;680.0;261.0;386.0;84.0;-942.0;86.0;42.0;71.0
-992.0;566.0;-127.0;-257.0;834.0;264.0;382.0;63.0;-943.0;46.0;-171.0;103.0
-962.0;906.0;173.0;-753.0;323.0;270.0;89.0;503.0;-1030.0;344.0;-366.0;-42.0
-936.0;951.0;42.0;-810.0;208.0;238.0;267.0;510.0;-949.0;161.0;-312.0;-107.0
-935.0;946.0;-91.0;-704.0;385.0;232.0;108.0;496.0;-946.0;364.0;-455.0;-62.0
-981.0;793.0;-173.0;-824.0;462.0;212.0;57.0;544.0;-913.0;83.0;-537.0;-140.0
-1041.0;1013.0;-364.0;-728.0;303.0;246.0;155.0;324.0;-849.0;174.0;-225.0;72.0
-1006.0;966.0;-513.0;-749.0;370.0;211.0;127.0;339.0;-827.0;165.0;86.0;36.0
-1014.0;952.0;-109.0;-656.0;392.0;231.0;119.0;312.0;-847.0;163.0;-61.0;22.0
-1014.0;882.0;-19.0;-621.0;455.0;272.0;130.0;312.0;-839.0;187.0;-74.0;57.0
-1019.0;907.0;284.0;-618.0;482.0;198.0;104.0;314.0;-822.0;176.0;-195.0;123.0
-1001.0;897.0;223.0;-603.0;502.0;222.0;214.0;314.0;-826.0;160.0;-12.0;113.0
-927.0;1057.0;30.0;-694.0;402.0;164.0;715.0;566.0;-1079.0;155.0;-446.0;-371.0
-993.0;895.0;162.0;-590.0;547.0;161.0;152.0;311.0;-826.0;172.0;-89.0;92.0
-1071.0;858.0;204.0;-558.0;647.0;-271.0;68.0;308.0;-584.0;116.0;24.0;257.0
-1041.0;884.0;121.0;-613.0;565.0;266.0;268.0;304.0;-816.0;232.0;-186.0;132.0
-1073.0;929.0;-75.0;-738.0;476.0;221.0;59.0;127.0;-682.0;27.0;-221.0;144.0
-1090.0;880.0;-551.0;-701.0;477.0;246.0;91.0;85.0;-671.0;158.0;-138.0;192.0
-966.0;1003.0;169.0;-858.0;223.0;240.0;141.0;372.0;-739.0;94.0;-328.0;-74.0
-1023.0;982.0;-277.0;-695.0;548.0;244.0;71.0;91.0;-736.0;75.0;-193.0;161.0
-994.0;769.0;-483.0;-537.0;602.0;271.0;71.0;-43.0;-706.0;159.0;-40.0;243.0
-911.0;808.0;-287.0;-634.0;565.0;306.0;54.0;-156.0;-936.0;399.0;-448.0;16.0
-863.0;833.0;-565.0;-440.0;612.0;344.0;59.0;-134.0;-906.0;510.0;-323.0;7.0
-962.0;972.0;54.0;-838.0;262.0;158.0;126.0;-9.0;-438.0;175.0;-353.0;-75.0
-968.0;973.0;16.0;-840.0;269.0;204.0;157.0;112.0;-587.0;197.0;-271.0;-32.0
-855.0;968.0;25.0;-564.0;408.0;402.0;89.0;-480.0;-936.0;-3.0;-265.0;-76.0
-861.0;933.0;7.0;-498.0;495.0;375.0;204.0;-402.0;-1136.0;35.0;-166.0;4.0
-800.0;899.0;112.0;-534.0;527.0;168.0;17.0;-379.0;-1042.0;-40.0;-89.0;11.0
-910.0;736.0;-883.0;-410.0;702.0;-204.0;316.0;-77.0;-961.0;71.0;-225.0;-47.0
-836.0;699.0;121.0;-555.0;802.0;370.0;317.0;-207.0;-1076.0;453.0;-178.0;93.0
-671.0;923.0;-183.0;-507.0;657.0;364.0;265.0;-173.0;-908.0;248.0;-289.0;-3.0
-950.0;690.0;-106.0;-833.0;347.0;381.0;277.0;-104.0;-897.0;-24.0;-407.0;-35.0
-1027.0;997.0;104.0;-893.0;189.0;303.0;482.0;-144.0;-680.0;27.0;-151.0;84.0
-758.0;729.0;365.0;-581.0;147.0;824.0;-95.0;8.0;-755.0;284.0;-446.0;308.0
-673.0;613.0;-60.0;-555.0;219.0;364.0;81.0;-117.0;-887.0;253.0;-250.0;204.0
-1017.0;960.0;-309.0;-877.0;200.0;702.0;-176.0;-240.0;-1198.0;157.0;-328.0;-39.0
-839.0;848.0;83.0;-667.0;281.0;345.0;-95.0;-416.0;-929.0;278.0;-471.0;31.0
-770.0;838.0;0.0;-634.0;280.0;493.0;80.0;-421.0;-868.0;208.0;-516.0;-60.0
-846.0;995.0;190.0;-681.0;362.0;402.0;98.0;411.0;-850.0;220.0;-495.0;122.0
-1015.0;946.0;-70.0;-718.0;423.0;172.0;43.0;522.0;-807.0;181.0;-133.0;168.0
-853.0;1066.0;357.0;-723.0;172.0;124.0;42.0;-211.0;-1028.0;131.0;-276.0;18.0
-872.0;1181.0;69.0;-777.0;26.0;-41.0;-146.0;-262.0;-1055.0;3.0;-359.0;-25.0
-996.0;1098.0;-11.0;-774.0;518.0;154.0;295.0;106.0;-861.0;113.0;107.0;152.0
-1018.0;1048.0;196.0;-774.0;448.0;158.0;268.0;234.0;-923.0;111.0;33.0;66.0
-970.0;855.0;-45.0;-712.0;529.0;191.0;163.0;535.0;-952.0;258.0;-93.0;40.0
-999.0;1014.0;-157.0;-749.0;454.0;181.0;240.0;287.0;-990.0;151.0;-71.0;-80.0
-988.0;850.0;27.0;-663.0;623.0;207.0;126.0;432.0;-867.0;35.0;88.0;137.0
-859.0;669.0;3.0;-199.0;756.0;135.0;231.0;140.0;-954.0;347.0;-121.0;103.0
-850.0;491.0;-136.0;-97.0;900.0;151.0;148.0;157.0;-958.0;374.0;-129.0;80.0
-988.0;856.0;287.0;-735.0;459.0;143.0;152.0;6.0;-852.0;-278.0;-133.0;-2.0
-989.0;815.0;334.0;-694.0;616.0;255.0;30.0;263.0;-909.0;44.0;-49.0;97.0
-992.0;886.0;49.0;-697.0;506.0;235.0;39.0;245.0;-897.0;53.0;-109.0;38.0
-993.0;885.0;24.0;-693.0;495.0;251.0;40.0;244.0;-890.0;53.0;-131.0;50.0
-987.0;890.0;29.0;-692.0;501.0;243.0;47.0;244.0;-895.0;53.0;-171.0;65.0
-979.0;895.0;69.0;-687.0;494.0;241.0;49.0;236.0;-901.0;53.0;-175.0;62.0
-976.0;879.0;65.0;-685.0;503.0;239.0;49.0;234.0;-904.0;51.0;-160.0;49.0
-979.0;887.0;13.0;-686.0;485.0;249.0;41.0;227.0;-901.0;53.0;-185.0;47.0
-980.0;870.0;59.0;-692.0;502.0;242.0;29.0;229.0;-899.0;48.0;-171.0;55.0
-981.0;885.0;38.0;-695.0;476.0;239.0;55.0;228.0;-903.0;49.0;-143.0;60.0
-979.0;886.0;35.0;-695.0;485.0;232.0;39.0;225.0;-899.0;49.0;-187.0;57.0
-970.0;966.0;-83.0;-830.0;294.0;179.0;134.0;529.0;-949.0;208.0;-303.0;19.0
-974.0;895.0;48.0;-690.0;502.0;241.0;59.0;227.0;-905.0;52.0;-200.0;66.0
-965.0;962.0;26.0;-827.0;267.0;188.0;118.0;527.0;-961.0;236.0;-319.0;16.0
-959.0;961.0;46.0;-823.0;282.0;159.0;112.0;524.0;-964.0;217.0;-288.0;21.0
-969.0;952.0;55.0;-829.0;295.0;175.0;131.0;523.0;-970.0;197.0;-290.0;11.0
-966.0;977.0;0.0;-823.0;291.0;182.0;96.0;524.0;-959.0;221.0;-331.0;9.0
-978.0;894.0;9.0;-694.0;483.0;251.0;40.0;225.0;-901.0;47.0;-183.0;50.0
-958.0;950.0;94.0;-820.0;274.0;192.0;159.0;526.0;-958.0;217.0;-310.0;7.0
-982.0;891.0;3.0;-701.0;488.0;247.0;66.0;225.0;-902.0;36.0;-138.0;55.0
-974.0;973.0;63.0;-838.0;280.0;207.0;164.0;531.0;-951.0;199.0;-281.0;34.0
-968.0;979.0;-13.0;-822.0;292.0;196.0;141.0;529.0;-960.0;245.0;-306.0;38.0
-944.0;935.0;-8.0;-799.0;323.0;207.0;168.0;524.0;-927.0;259.0;-275.0;33.0
-937.0;939.0;-49.0;-790.0;294.0;211.0;188.0;524.0;-931.0;236.0;-205.0;65.0
-956.0;951.0;51.0;-807.0;307.0;215.0;185.0;519.0;-957.0;270.0;-300.0;55.0
-972.0;981.0;-5.0;-822.0;316.0;212.0;174.0;519.0;-957.0;252.0;-258.0;47.0
-970.0;988.0;-30.0;-824.0;310.0;204.0;151.0;523.0;-945.0;250.0;-341.0;46.0
-965.0;978.0;-11.0;-819.0;309.0;201.0;128.0;522.0;-956.0;244.0;-303.0;28.0
-979.0;902.0;12.0;-701.0;478.0;226.0;60.0;226.0;-905.0;39.0;-169.0;57.0
-974.0;895.0;38.0;-702.0;469.0;248.0;69.0;225.0;-909.0;36.0;-165.0;47.0
-969.0;887.0;48.0;-704.0;467.0;252.0;66.0;231.0;-914.0;32.0;-214.0;51.0
-977.0;971.0;51.0;-841.0;281.0;213.0;167.0;524.0;-948.0;215.0;-323.0;41.0
-978.0;918.0;56.0;-724.0;471.0;245.0;75.0;228.0;-914.0;20.0;-186.0;38.0
-972.0;895.0;8.0;-701.0;455.0;271.0;69.0;234.0;-911.0;50.0;-220.0;30.0
-967.0;961.0;74.0;-834.0;300.0;203.0;141.0;523.0;-954.0;223.0;-294.0;63.0
-984.0;983.0;92.0;-842.0;296.0;187.0;141.0;520.0;-944.0;206.0;-342.0;57.0
-969.0;973.0;17.0;-831.0;293.0;229.0;152.0;522.0;-949.0;232.0;-308.0;26.0
-967.0;974.0;25.0;-830.0;274.0;231.0;148.0;524.0;-956.0;202.0;-319.0;30.0
-975.0;901.0;-74.0;-690.0;463.0;252.0;-6.0;230.0;-920.0;74.0;-156.0;21.0
-967.0;972.0;18.0;-823.0;300.0;218.0;166.0;528.0;-961.0;227.0;-334.0;22.0
-965.0;989.0;26.0;-825.0;299.0;194.0;172.0;530.0;-956.0;231.0;-310.0;9.0
-970.0;979.0;-20.0;-836.0;292.0;201.0;145.0;535.0;-971.0;227.0;-237.0;37.0
-965.0;895.0;-99.0;-669.0;488.0;250.0;35.0;235.0;-917.0;89.0;-176.0;47.0
-965.0;883.0;-225.0;-660.0;482.0;261.0;7.0;245.0;-929.0;99.0;-166.0;57.0
-971.0;889.0;-345.0;-657.0;490.0;256.0;-51.0;250.0;-927.0;99.0;-163.0;36.0
-772.0;685.0;1405.0;-324.0;642.0;412.0;760.0;-174.0;-1150.0;-187.0;150.0;135.0
-1015.0;666.0;464.0;-663.0;577.0;366.0;248.0;-74.0;-935.0;-23.0;-112.0;164.0
-962.0;955.0;43.0;-821.0;258.0;171.0;100.0;517.0;-953.0;216.0;-281.0;60.0
-956.0;962.0;-87.0;-814.0;301.0;182.0;100.0;502.0;-960.0;262.0;-304.0;43.0
-917.0;734.0;490.0;-535.0;558.0;405.0;256.0;-115.0;-921.0;117.0;-103.0;104.0
-978.0;982.0;-164.0;-837.0;295.0;169.0;125.0;484.0;-961.0;224.0;-288.0;47.0
-977.0;989.0;-111.0;-834.0;309.0;177.0;150.0;481.0;-959.0;233.0;-292.0;47.0
-980.0;990.0;-66.0;-836.0;300.0;175.0;96.0;479.0;-959.0;241.0;-316.0;45.0
-976.0;971.0;52.0;-830.0;297.0;171.0;98.0;471.0;-953.0;241.0;-261.0;30.0
-971.0;958.0;67.0;-833.0;289.0;171.0;108.0;466.0;-944.0;214.0;-334.0;27.0
-974.0;989.0;57.0;-834.0;274.0;141.0;119.0;461.0;-950.0;229.0;-359.0;25.0
-964.0;980.0;-62.0;-827.0;282.0;191.0;128.0;459.0;-973.0;219.0;-322.0;14.0
-959.0;971.0;93.0;-819.0;313.0;200.0;125.0;437.0;-970.0;238.0;-228.0;49.0
-963.0;961.0;175.0;-824.0;323.0;191.0;139.0;438.0;-943.0;244.0;-293.0;49.0
-965.0;976.0;17.0;-831.0;287.0;189.0;134.0;446.0;-971.0;211.0;-297.0;28.0
-955.0;980.0;13.0;-824.0;254.0;184.0;119.0;449.0;-960.0;218.0;-248.0;28.0
-974.0;1002.0;19.0;-842.0;302.0;213.0;110.0;457.0;-956.0;215.0;-207.0;16.0
-972.0;980.0;173.0;-843.0;281.0;221.0;142.0;462.0;-967.0;195.0;-230.0;58.0
-975.0;998.0;201.0;-854.0;271.0;219.0;112.0;461.0;-968.0;224.0;-278.0;58.0
-972.0;968.0;206.0;-841.0;294.0;200.0;114.0;458.0;-929.0;233.0;-285.0;84.0
-970.0;987.0;-52.0;-836.0;294.0;216.0;141.0;462.0;-940.0;209.0;-277.0;26.0
-996.0;1000.0;143.0;-865.0;242.0;201.0;137.0;466.0;-975.0;166.0;-311.0;72.0
-997.0;1011.0;33.0;-869.0;293.0;199.0;107.0;472.0;-948.0;256.0;-304.0;23.0
-982.0;999.0;105.0;-851.0;271.0;205.0;153.0;482.0;-954.0;214.0;-272.0;32.0
-967.0;963.0;83.0;-838.0;271.0;241.0;129.0;490.0;-949.0;198.0;-315.0;32.0
-967.0;991.0;36.0;-835.0;276.0;210.0;139.0;492.0;-954.0;207.0;-264.0;34.0
-970.0;968.0;-27.0;-833.0;298.0;190.0;116.0;497.0;-952.0;239.0;-259.0;38.0
-974.0;960.0;-30.0;-836.0;309.0;202.0;99.0;498.0;-959.0;248.0;-298.0;57.0
-973.0;979.0;-22.0;-836.0;313.0;209.0;86.0;496.0;-968.0;246.0;-271.0;38.0
-971.0;981.0;-4.0;-833.0;302.0;204.0;116.0;495.0;-962.0;233.0;-268.0;45.0
-971.0;990.0;23.0;-837.0;306.0;213.0;131.0;495.0;-957.0;240.0;-299.0;47.0
-960.0;973.0;123.0;-832.0;274.0;212.0;112.0;492.0;-946.0;223.0;-279.0;43.0
-971.0;984.0;27.0;-835.0;303.0;210.0;143.0;489.0;-946.0;260.0;-289.0;61.0
-969.0;960.0;10.0;-827.0;316.0;200.0;119.0;491.0;-953.0;264.0;-343.0;45.0
-963.0;974.0;74.0;-824.0;289.0;207.0;111.0;503.0;-963.0;241.0;-292.0;56.0
-967.0;966.0;103.0;-835.0;287.0;196.0;133.0;505.0;-957.0;224.0;-316.0;37.0
-963.0;969.0;51.0;-831.0;290.0;203.0;146.0;505.0;-956.0;242.0;-272.0;60.0
-960.0;969.0;-50.0;-823.0;287.0;218.0;136.0;503.0;-954.0;251.0;-290.0;57.0
-976.0;990.0;-33.0;-832.0;310.0;181.0;149.0;496.0;-949.0;251.0;-272.0;67.0
-975.0;990.0;-18.0;-834.0;310.0;193.0;136.0;491.0;-945.0;255.0;-292.0;66.0
-978.0;989.0;-13.0;-838.0;312.0;204.0;143.0;487.0;-949.0;258.0;-324.0;60.0
-976.0;978.0;10.0;-834.0;301.0;228.0;150.0;482.0;-944.0;255.0;-258.0;56.0
-977.0;970.0;19.0;-836.0;310.0;222.0;161.0;484.0;-953.0;259.0;-322.0;48.0
-971.0;994.0;15.0;-836.0;269.0;213.0;143.0;487.0;-954.0;219.0;-248.0;37.0
-974.0;987.0;0.0;-841.0;274.0;210.0;150.0;492.0;-955.0;224.0;-319.0;26.0
-969.0;991.0;-6.0;-838.0;286.0;212.0;147.0;493.0;-959.0;221.0;-235.0;28.0
-974.0;969.0;29.0;-844.0;289.0;201.0;119.0;503.0;-962.0;213.0;-304.0;35.0
-975.0;980.0;29.0;-843.0;282.0;201.0;131.0;505.0;-965.0;206.0;-311.0;30.0
-970.0;980.0;16.0;-842.0;280.0;199.0;132.0;506.0;-959.0;213.0;-317.0;35.0
-977.0;991.0;-5.0;-846.0;269.0;208.0;127.0;502.0;-951.0;217.0;-272.0;39.0
-974.0;978.0;51.0;-842.0;287.0;214.0;137.0;494.0;-950.0;219.0;-328.0;39.0
-977.0;995.0;61.0;-847.0;275.0;217.0;169.0;493.0;-956.0;215.0;-329.0;23.0
-972.0;983.0;10.0;-843.0;278.0;211.0;118.0;491.0;-951.0;218.0;-294.0;42.0
-966.0;975.0;28.0;-833.0;298.0;200.0;132.0;487.0;-949.0;231.0;-285.0;46.0
-978.0;980.0;2.0;-846.0;281.0;201.0;99.0;488.0;-953.0;229.0;-248.0;47.0
-976.0;982.0;-65.0;-841.0;289.0;210.0;139.0;484.0;-946.0;240.0;-276.0;27.0
-977.0;998.0;-74.0;-842.0;271.0;210.0;139.0;486.0;-943.0;232.0;-270.0;29.0
-973.0;976.0;2.0;-839.0;282.0;199.0;120.0;484.0;-952.0;221.0;-304.0;35.0
-974.0;986.0;-12.0;-842.0;289.0;202.0;133.0;483.0;-951.0;229.0;-311.0;39.0
-973.0;982.0;-7.0;-839.0;292.0;202.0;126.0;484.0;-960.0;229.0;-295.0;33.0
-977.0;981.0;76.0;-845.0;290.0;206.0;134.0;482.0;-950.0;220.0;-318.0;42.0
-971.0;977.0;13.0;-841.0;271.0;210.0;126.0;477.0;-953.0;225.0;-312.0;38.0
-978.0;1004.0;-26.0;-847.0;269.0;218.0;143.0;482.0;-958.0;205.0;-309.0;10.0
-971.0;973.0;22.0;-843.0;263.0;241.0;148.0;492.0;-964.0;195.0;-293.0;36.0
-978.0;979.0;25.0;-853.0;252.0;231.0;108.0;491.0;-954.0;185.0;-290.0;51.0
-857.0;788.0;480.0;-459.0;544.0;453.0;340.0;-148.0;-917.0;178.0;-162.0;58.0
-869.0;953.0;224.0;-416.0;441.0;436.0;155.0;-285.0;-908.0;292.0;-51.0;80.0
-839.0;1271.0;44.0;-696.0;309.0;423.0;182.0;-567.0;-810.0;192.0;-252.0;222.0
-981.0;998.0;-173.0;-849.0;281.0;190.0;113.0;444.0;-953.0;186.0;-201.0;19.0
-989.0;1000.0;-53.0;-861.0;258.0;181.0;88.0;439.0;-966.0;193.0;-261.0;47.0
-982.0;985.0;-70.0;-854.0;293.0;174.0;76.0;436.0;-958.0;211.0;-271.0;23.0
-974.0;984.0;158.0;-848.0;259.0;196.0;115.0;418.0;-957.0;193.0;-337.0;9.0
-977.0;998.0;155.0;-855.0;226.0;170.0;139.0;401.0;-975.0;186.0;-312.0;17.0
-980.0;980.0;94.0;-855.0;252.0;182.0;147.0;400.0;-965.0;181.0;-293.0;27.0
-967.0;987.0;-14.0;-837.0;274.0;181.0;145.0;397.0;-948.0;194.0;-293.0;45.0
-993.0;1012.0;-40.0;-850.0;299.0;211.0;122.0;394.0;-957.0;244.0;-324.0;65.0
-968.0;970.0;42.0;-835.0;270.0;193.0;127.0;390.0;-960.0;242.0;-307.0;33.0
-957.0;982.0;66.0;-823.0;275.0;214.0;111.0;412.0;-925.0;171.0;-320.0;72.0
-977.0;992.0;12.0;-841.0;287.0;207.0;132.0;407.0;-965.0;221.0;-266.0;46.0
-975.0;998.0;141.0;-842.0;267.0;211.0;111.0;412.0;-954.0;229.0;-326.0;18.0
-972.0;968.0;120.0;-843.0;277.0;168.0;108.0;413.0;-959.0;210.0;-354.0;18.0
-978.0;991.0;51.0;-848.0;241.0;206.0;138.0;415.0;-958.0;197.0;-319.0;9.0
-970.0;995.0;34.0;-835.0;284.0;202.0;93.0;424.0;-952.0;211.0;-317.0;39.0
-996.0;989.0;39.0;-855.0;299.0;194.0;136.0;411.0;-970.0;251.0;-287.0;62.0
