InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit R-SHOE Compass;Accelerometer RKN^ accY;Accelerometer BACK accZ
-381.0;-349.0;100;266.0;-20;983.0;-511.0
-418.0;-234.0;100;322.0;-20;995.0;-450.0
-439.0;-176.0;100;360.0;-20;1036.0;-546.0
-637.0;523.0;75;691.0;-7;1018.0;-452.0
-613.0;443.0;73;660.0;-1;1011.0;-441.0
-533.0;330.0;63;650.0;-4;997.0;-483.0
-478.0;124.0;92;505.0;-5;937.0;-499.0
-481.0;155.0;92;522.0;-5;931.0;-451.0
-476.0;114.0;92;500.0;-6;952.0;-479.0
-433.0;90.0;91;528.0;-6;1039.0;-462.0
-476.0;108.0;91;496.0;-6;942.0;-423.0
-477.0;107.0;91;495.0;-6;934.0;-421.0
-477.0;107.0;91;495.0;-6;951.0;-416.0
-476.0;103.0;91;494.0;-6;943.0;-423.0
-549.0;106.0;100;484.0;-20;1033.0;-417.0
-476.0;103.0;91;493.0;-6;956.0;-438.0
-477.0;103.0;91;492.0;-6;939.0;-439.0
-568.0;16.0;78;656.0;-29;943.0;-437.0
-478.0;108.0;91;492.0;-6;949.0;-408.0
-478.0;105.0;91;492.0;-6;933.0;-424.0
-478.0;104.0;91;493.0;-6;942.0;-430.0
-478.0;104.0;91;492.0;-6;940.0;-419.0
-477.0;104.0;91;492.0;-6;936.0;-417.0
-477.0;105.0;91;492.0;-6;951.0;-432.0
-475.0;108.0;91;492.0;-6;961.0;-410.0
-478.0;109.0;91;493.0;-6;951.0;-419.0
-592.0;272.0;54;575.0;-11;1020.0;-310.0
-475.0;106.0;91;492.0;-6;954.0;-429.0
-475.0;107.0;91;492.0;-6;942.0;-408.0
-478.0;109.0;91;494.0;-6;940.0;-394.0
-473.0;102.0;91;490.0;-6;946.0;-420.0
-473.0;104.0;91;491.0;-6;950.0;-430.0
-477.0;104.0;91;492.0;-6;918.0;-390.0
-470.0;93.0;91;488.0;-6;956.0;-411.0
-460.0;69.0;91;483.0;-6;1029.0;-378.0
-467.0;85.0;91;486.0;-6;964.0;-422.0
-463.0;72.0;91;481.0;-6;929.0;-408.0
-464.0;73.0;91;484.0;-6;916.0;-399.0
-464.0;73.0;91;481.0;-6;952.0;-412.0
-466.0;97.0;91;506.0;-6;954.0;-248.0
-561.0;110.0;71;653.0;2;1340.0;-363.0
-506.0;-25.0;93;544.0;23;1094.0;-490.0
-455.0;-292.0;-122;343.0;102;993.0;-354.0
-363.0;20.0;148;570.0;-11;923.0;-534.0
-538.0;-66.0;105;648.0;-31;549.0;-406.0
-197.0;-209.0;153;495.0;-13;955.0;-712.0
-182.0;-149.0;157;502.0;-15;1017.0;-706.0
-254.0;67.0;93;491.0;-127;1006.0;-348.0
-132.0;33.0;139;420.0;10;1191.0;-534.0
-230.0;36.0;160;489.0;-5;800.0;-460.0
-130.0;-80.0;95;471.0;10;826.0;-344.0
-119.0;4.0;17;438.0;8;979.0;-418.0
552.0;-31.0;11;-664.0;-6;1010.0;-563.0
94.0;-636.0;122;-14.0;-40;1009.0;-477.0
-76.0;-615.0;27;263.0;-59;1041.0;-415.0
-108.0;-557.0;-2;427.0;-1;855.0;-376.0
-48.0;-568.0;-10;171.0;0;2015.0;-525.0
-109.0;-196.0;160;438.0;-6;1174.0;-338.0
338.0;-262.0;3;-421.0;-17;638.0;-620.0
187.0;-546.0;-26;-360.0;-80;975.0;-617.0
-433.0;-229.0;-107;482.0;-18;832.0;-532.0
149.0;-704.0;147;-23.0;-12;283.0;-693.0
-276.0;-209.0;76;295.0;-4;948.0;-828.0
-260.0;-232.0;77;321.0;-3;951.0;-636.0
-253.0;-232.0;77;327.0;-3;874.0;-605.0
-219.0;-221.0;72;379.0;-8;839.0;-1093.0
-168.0;-562.0;-26;145.0;-161;513.0;-867.0
-279.0;-89.0;76;361.0;4;1062.0;-538.0
-283.0;-80.0;86;370.0;1;955.0;-575.0
-292.0;-80.0;91;376.0;-1;977.0;-660.0
-246.0;268.0;74;222.0;-7;1049.0;-410.0
-477.0;105.0;91;491.0;-6;954.0;-398.0
-223.0;-462.0;52;399.0;-45;1008.0;-473.0
-439.0;-325.0;129;409.0;105;908.0;-430.0
