Accelerometer RKN_ accY;InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK magneticZ;Accelerometer RUA^ accZ;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit LUA accY;InertialMeasurementUnit RLA Quaternion3;Accelerometer RUA^ accY;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit RUA magneticY
1012.0;-101;759.0;617.0;820.0;621.0;-163.0;523.0;650.0;684.0;845.0;-794.0
572.0;-77;760.0;112.0;116.0;589.0;-307.0;109.0;944.0;371.0;850.0;-469.0
978.0;-151;725.0;259.0;346.0;512.0;-202.0;-116.0;1051.0;-258.0;-663.0;-363.0
982.0;-151;731.0;256.0;289.0;509.0;-161.0;-84.0;1035.0;-245.0;-635.0;-351.0
987.0;-151;730.0;255.0;296.0;509.0;-182.0;-70.0;1051.0;-243.0;-639.0;-348.0
994.0;-151;728.0;254.0;341.0;508.0;-184.0;-85.0;1035.0;-243.0;-629.0;-354.0
998.0;-154;707.0;443.0;725.0;622.0;-298.0;-134.0;802.0;-337.0;-526.0;-265.0
979.0;-151;723.0;245.0;281.0;505.0;-235.0;-81.0;1065.0;-236.0;-627.0;-345.0
989.0;-151;724.0;258.0;285.0;512.0;-199.0;-103.0;1036.0;-253.0;-656.0;-360.0
998.0;-151;727.0;253.0;299.0;509.0;-198.0;-92.0;1059.0;-246.0;-649.0;-355.0
983.0;-151;727.0;254.0;319.0;509.0;-200.0;-79.0;1047.0;-244.0;-645.0;-351.0
998.0;-151;716.0;232.0;268.0;501.0;-253.0;-65.0;1051.0;-226.0;-618.0;-330.0
971.0;-151;728.0;254.0;298.0;509.0;-211.0;-80.0;1050.0;-243.0;-645.0;-350.0
1138.0;-172;705.0;-90.0;52.0;517.0;-360.0;134.0;1265.0;205.0;-721.0;-304.0
989.0;-151;729.0;255.0;286.0;509.0;-193.0;-78.0;1031.0;-245.0;-641.0;-352.0
943.0;-143;560.0;-17.0;237.0;430.0;-341.0;84.0;952.0;-94.0;-800.0;-177.0
976.0;-151;746.0;250.0;244.0;494.0;-206.0;-22.0;1101.0;-237.0;-610.0;-302.0
998.0;-151;724.0;269.0;198.0;517.0;-227.0;-120.0;1118.0;-259.0;-668.0;-374.0
994.0;-151;728.0;254.0;293.0;509.0;-214.0;-69.0;1056.0;-239.0;-640.0;-346.0
979.0;-151;746.0;253.0;274.0;495.0;-172.0;-13.0;1085.0;-242.0;-624.0;-307.0
952.0;41;218.0;-521.0;146.0;78.0;-63.0;366.0;1146.0;280.0;-487.0;367.0
931.0;-179;745.0;84.0;205.0;526.0;-155.0;-23.0;1015.0;-322.0;-841.0;-441.0
1000.0;-151;732.0;236.0;269.0;492.0;-204.0;-1.0;1074.0;-229.0;-608.0;-293.0
989.0;167;659.0;4.0;152.0;408.0;-268.0;18.0;1004.0;-84.0;-695.0;-184.0
957.0;35;-40.0;-575.0;112.0;-116.0;-101.0;479.0;990.0;538.0;-139.0;346.0
978.0;-121;745.0;467.0;339.0;573.0;-217.0;142.0;977.0;385.0;870.0;-820.0
971.0;90;440.0;-289.0;13.0;277.0;-220.0;234.0;1019.0;53.0;-708.0;52.0
987.0;-126;746.0;538.0;562.0;660.0;-269.0;-304.0;922.0;-423.0;-824.0;-633.0
979.0;66;390.0;-409.0;17.0;334.0;-5.0;-489.0;1144.0;-591.0;-380.0;248.0
967.0;-38;785.0;208.0;198.0;604.0;-198.0;264.0;1084.0;495.0;833.0;-572.0
979.0;-151;737.0;240.0;263.0;493.0;-169.0;5.0;1025.0;-239.0;-612.0;-290.0
982.0;140;621.0;-31.0;135.0;507.0;81.0;17.0;1041.0;-250.0;-872.0;-336.0
921.0;-47;194.0;-393.0;242.0;288.0;-172.0;483.0;1108.0;564.0;173.0;-32.0
1382.0;18;503.0;-240.0;219.0;470.0;-315.0;449.0;1259.0;642.0;573.0;-166.0
997.0;-151;739.0;239.0;302.0;492.0;-175.0;-1.0;1070.0;-230.0;-596.0;-280.0
383.0;171;713.0;-135.0;643.0;265.0;-512.0;-227.0;1034.0;-209.0;-471.0;-154.0
620.0;-161;784.0;158.0;151.0;603.0;-273.0;-152.0;1283.0;-429.0;-813.0;-469.0
852.0;-96;831.0;435.0;-462.0;525.0;-654.0;-379.0;1029.0;-423.0;-911.0;-667.0
847.0;-153;727.0;-18.0;208.0;521.0;-282.0;-35.0;937.0;-260.0;-831.0;-377.0
968.0;-127;728.0;446.0;1000.0;641.0;-274.0;-347.0;289.0;-617.0;-475.0;-444.0
936.0;171;657.0;-287.0;541.0;159.0;-416.0;73.0;907.0;-177.0;-575.0;-61.0
876.0;-169;748.0;256.0;121.0;573.0;-296.0;-163.0;962.0;-363.0;-842.0;-472.0
985.0;-117;726.0;340.0;261.0;550.0;-267.0;10.0;1015.0;-290.0;-796.0;-412.0
427.0;-84;710.0;-27.0;323.0;525.0;-114.0;-48.0;838.0;-264.0;-837.0;-332.0
1218.0;-145;728.0;174.0;121.0;458.0;-78.0;-179.0;1128.0;-271.0;-806.0;-397.0
850.0;-143;830.0;491.0;603.0;556.0;-801.0;-416.0;900.0;-582.0;-798.0;-970.0
1007.0;173;652.0;46.0;241.0;468.0;-231.0;24.0;1231.0;-134.0;-774.0;-204.0
1513.0;0;696.0;-47.0;32.0;511.0;-277.0;-55.0;1181.0;-256.0;-844.0;-406.0
944.0;-150;722.0;517.0;772.0;657.0;-159.0;-465.0;740.0;-526.0;-561.0;-468.0
950.0;124;575.0;-106.0;69.0;409.0;-262.0;132.0;1299.0;-97.0;-738.0;-55.0
877.0;145;684.0;326.0;149.0;488.0;-34.0;52.0;1009.0;-211.0;-813.0;-505.0
990.0;-151;757.0;292.0;277.0;510.0;-177.0;-206.0;1060.0;-277.0;-673.0;-439.0
1007.0;-162;567.0;-89.0;249.0;398.0;-395.0;179.0;873.0;-55.0;-713.0;-80.0
978.0;132;579.0;-159.0;214.0;385.0;-54.0;182.0;990.0;-74.0;-740.0;-27.0
510.0;-109;814.0;325.0;231.0;540.0;-175.0;-176.0;1161.0;-399.0;-806.0;-505.0
953.0;37;133.0;-590.0;126.0;222.0;-320.0;-441.0;1075.0;-515.0;-125.0;414.0
948.0;93;-10.0;-682.0;-42.0;-202.0;566.0;-427.0;1057.0;-561.0;297.0;574.0
996.0;137;708.0;-139.0;-53.0;328.0;115.0;-262.0;1034.0;30.0;-585.0;-80.0
1002.0;180;949.0;-26.0;104.0;257.0;-21.0;-361.0;1080.0;-317.0;-804.0;-472.0
980.0;99;-679.0;321.0;265.0;-575.0;-212.0;-139.0;1078.0;-355.0;-853.0;-569.0
850.0;-143;796.0;548.0;992.0;604.0;-816.0;-151.0;250.0;-516.0;-670.0;-520.0
970.0;-37;655.0;-420.0;227.0;236.0;264.0;-415.0;1090.0;-706.0;-670.0;-364.0
1108.0;-157;736.0;-31.0;133.0;519.0;-303.0;-35.0;1324.0;-265.0;-830.0;-441.0
983.0;-155;804.0;479.0;155.0;588.0;-252.0;-287.0;1099.0;-477.0;-865.0;-630.0
510.0;143;719.0;-127.0;359.0;518.0;-71.0;-11.0;1165.0;-228.0;-823.0;-322.0
912.0;109;477.0;-16.0;924.0;500.0;-268.0;140.0;160.0;-145.0;-529.0;-772.0
986.0;113;647.0;125.0;802.0;484.0;-147.0;-198.0;810.0;-329.0;-841.0;-678.0
961.0;-154;756.0;398.0;414.0;585.0;-125.0;-377.0;1023.0;-387.0;-803.0;-534.0
981.0;-17;273.0;-308.0;605.0;366.0;-349.0;-165.0;875.0;-447.0;-783.0;-315.0
983.0;170;755.0;216.0;213.0;579.0;-201.0;-152.0;1146.0;-408.0;-857.0;-522.0
961.0;99;-529.0;-154.0;81.0;-381.0;-218.0;56.0;1142.0;-104.0;-791.0;-178.0
