InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit BACK gyroZ
44.0;-248.0;-263.0;-204.0;727.0;?;-107.0;39.0
-325.0;92.0;-88.0;-137.0;148.0;?;159.0;20.0
-530.0;297.0;57.0;-128.0;-326.0;?;161.0;80.0
-613.0;?;206.0;-45.0;-304.0;-178;-167.0;44.0
-771.0;340.0;271.0;140.0;-182.0;-178;-257.0;-24.0
-752.0;277.0;363.0;293.0;-186.0;-178;-138.0;-89.0
-479.0;212.0;368.0;207.0;-246.0;-178;-47.0;-100.0
-751.0;250.0;314.0;131.0;-339.0;-178;21.0;-119.0
8.0;-114.0;21.0;-75.0;-377.0;-178;-160.0;63.0
-28.0;-19.0;9.0;-89.0;-147.0;-178;-163.0;47.0
-56.0;-16.0;-95.0;-103.0;-74.0;-178;-142.0;28.0
299.0;42.0;-117.0;-97.0;-56.0;-179;-203.0;23.0
628.0;112.0;-109.0;-19.0;25.0;-178;-276.0;-26.0
1158.0;173.0;-144.0;6.0;173.0;-178;-278.0;-18.0
1385.0;28.0;-313.0;13.0;164.0;-178;-133.0;-43.0
1326.0;-99.0;-554.0;62.0;-125.0;-178;245.0;-37.0
1810.0;-188.0;-845.0;94.0;-315.0;-178;544.0;-56.0
2365.0;-272.0;-1200.0;138.0;-396.0;-179;691.0;-97.0
3085.0;-416.0;-1557.0;117.0;-356.0;-178;721.0;-103.0
3163.0;-564.0;-1962.0;81.0;-206.0;-178;713.0;-86.0
3145.0;-669.0;-2228.0;-17.0;-67.0;-178;825.0;-58.0
3122.0;-777.0;-2355.0;-147.0;-40.0;-178;900.0;-41.0
3244.0;-951.0;-2461.0;-405.0;47.0;-178;1017.0;22.0
3175.0;-1121.0;-2551.0;-458.0;-27.0;-178;980.0;78.0
2773.0;-1143.0;-2628.0;-435.0;-284.0;-178;1023.0;78.0
2435.0;-1242.0;-2609.0;-330.0;-294.0;-178;998.0;98.0
1975.0;-1329.0;-2535.0;-62.0;-455.0;-178;813.0;41.0
1402.0;-1506.0;-2355.0;12.0;-728.0;-178;745.0;8.0
1362.0;-1618.0;-2176.0;252.0;-820.0;-178;529.0;15.0
945.0;-1633.0;-1903.0;299.0;-615.0;-178;169.0;38.0
-154.0;-1417.0;-1520.0;183.0;294.0;-178;-222.0;146.0
-292.0;-1044.0;-1035.0;-34.0;769.0;-178;-612.0;67.0
515.0;-519.0;-599.0;-248.0;591.0;-178;-559.0;29.0
343.0;-67.0;-219.0;-198.0;166.0;-178;-161.0;20.0
14.0;153.0;102.0;-164.0;-179.0;-178;134.0;16.0
-474.0;295.0;275.0;-140.0;-166.0;-178;70.0;37.0
-407.0;375.0;529.0;-94.0;-131.0;-178;-2.0;59.0
-363.0;440.0;621.0;-10.0;-285.0;-178;-10.0;-10.0
-834.0;562.0;648.0;50.0;-495.0;-178;2.0;-66.0
300.0;-125.0;-286.0;-19.0;-21.0;-178;-249.0;31.0
443.0;-240.0;-530.0;87.0;202.0;-178;-455.0;38.0
688.0;-606.0;-884.0;30.0;443.0;-178;-482.0;27.0
546.0;-1081.0;-1433.0;115.0;568.0;-179;-163.0;44.0
215.0;-1448.0;-2068.0;59.0;501.0;-178;379.0;42.0
-224.0;-1725.0;-2772.0;8.0;403.0;-178;728.0;-87.0
-648.0;-1953.0;-3779.0;-102.0;431.0;-178;939.0;-25.0
-1365.0;-2209.0;-4684.0;-36.0;330.0;-178;473.0;13.0
-1888.0;-2437.0;-5414.0;-138.0;507.0;-179;274.0;49.0
-1863.0;-2185.0;-5993.0;-148.0;2.0;-179;279.0;92.0
-1870.0;-2014.0;-5894.0;15.0;-689.0;-178;9.0;146.0
-2399.0;-2246.0;-5501.0;-24.0;-1479.0;-181;-352.0;218.0
-2812.0;-2260.0;-5130.0;-159.0;-1389.0;-175;-63.0;156.0
-2567.0;-2045.0;-4745.0;-150.0;-1169.0;-183;-98.0;157.0
-2241.0;-1969.0;-4472.0;-104.0;-1317.0;-176;91.0;128.0
-2055.0;-1951.0;-4020.0;-88.0;-1060.0;-176;620.0;139.0
-1409.0;-1871.0;-3568.0;-129.0;-1205.0;-190;737.0;144.0
-779.0;-1608.0;-2965.0;-160.0;-962.0;-156;446.0;113.0
-355.0;-1404.0;-2324.0;-185.0;-628.0;-218;461.0;98.0
?;-1106.0;-1841.0;-257.0;-368.0;-104;261.0;96.0
?;-736.0;-1351.0;-230.0;-152.0;192;49.0;98.0
?;-431.0;-843.0;-82.0;-39.0;188;-230.0;92.0
?;-102.0;-359.0;41.0;375.0;152;-360.0;132.0
?;129.0;71.0;147.0;777.0;204;-478.0;112.0
?;289.0;474.0;201.0;1103.0;148;-446.0;119.0
?;315.0;843.0;239.0;1212.0;208;-320.0;120.0
?;320.0;1102.0;342.0;1088.0;162;-162.0;103.0
?;321.0;1232.0;334.0;1007.0;-144;19.0;132.0
?;336.0;1213.0;368.0;675.0;-209;30.0;108.0
?;322.0;1076.0;290.0;439.0;-157;40.0;125.0
?;288.0;892.0;282.0;230.0;-192;6.0;112.0
?;253.0;674.0;151.0;99.0;-173;-190.0;104.0
?;199.0;430.0;46.0;46.0;-180;-370.0;103.0
-6.0;157.0;274.0;-13.0;55.0;-181;-459.0;52.0
41.0;68.0;69.0;-78.0;108.0;-177;-315.0;16.0
62.0;-19.0;-105.0;-119.0;100.0;-182;-178.0;-19.0
20.0;-91.0;-348.0;-128.0;60.0;-179;-162.0;-32.0
-99.0;-119.0;-576.0;-79.0;-16.0;-180;-284.0;-62.0
-136.0;-142.0;-677.0;-3.0;23.0;-180;-265.0;-85.0
-160.0;-185.0;-628.0;41.0;59.0;-179;-94.0;-97.0
-82.0;-167.0;-653.0;10.0;11.0;-179;54.0;-81.0
76.0;-149.0;-578.0;0.0;-86.0;-179;151.0;-87.0
98.0;-124.0;-487.0;-23.0;-269.0;-179;202.0;-100.0
-25.0;-145.0;-399.0;-8.0;-322.0;-179;137.0;-102.0
-167.0;-81.0;-258.0;9.0;-175.0;-179;47.0;-108.0
-120.0;-47.0;-69.0;-50.0;-145.0;-179;35.0;-74.0
-53.0;-17.0;81.0;-61.0;-208.0;-179;138.0;-100.0
-210.0;33.0;183.0;-116.0;-396.0;-179;143.0;-57.0
-420.0;84.0;192.0;-163.0;-506.0;-179;127.0;-50.0
-504.0;85.0;248.0;-197.0;-532.0;-179;51.0;-34.0
-527.0;121.0;234.0;-268.0;-539.0;-179;-77.0;-26.0
-436.0;168.0;309.0;-345.0;-469.0;-179;-190.0;-16.0
-105.0;211.0;295.0;-336.0;-324.0;-179;-303.0;-20.0
295.0;230.0;435.0;-329.0;166.0;-178;-505.0;-27.0
422.0;223.0;509.0;-306.0;300.0;-177;-575.0;-8.0
245.0;299.0;600.0;-300.0;128.0;-178;-545.0;75.0
66.0;228.0;783.0;-298.0;56.0;-178;-210.0;141.0
-119.0;532.0;662.0;-374.0;-119.0;-178;-186.0;126.0
-27.0;608.0;71.0;-346.0;119.0;-178;-900.0;148.0
-141.0;389.0;244.0;-18.0;-161.0;-178;-40.0;-64.0
-437.0;376.0;373.0;58.0;-284.0;-178;163.0;-40.0
-298.0;365.0;312.0;165.0;311.0;-178;451.0;-27.0
495.0;237.0;369.0;270.0;768.0;-178;617.0;-18.0
1213.0;248.0;177.0;252.0;434.0;-178;660.0;15.0
911.0;127.0;-34.0;213.0;343.0;-178;393.0;9.0
119.0;-58.0;-109.0;137.0;362.0;-178;157.0;9.0
3.0;-95.0;-76.0;72.0;390.0;-178;-18.0;25.0
315.0;-72.0;-20.0;54.0;420.0;-178;-10.0;14.0
466.0;-107.0;-183.0;86.0;231.0;-178;159.0;-6.0
139.0;-171.0;-311.0;85.0;-9.0;-178;251.0;-46.0
-218.0;-217.0;-437.0;38.0;-216.0;-178;224.0;-27.0
-367.0;-208.0;-452.0;83.0;-260.0;-178;200.0;-43.0
-257.0;-155.0;-393.0;119.0;-208.0;-178;209.0;-42.0
-188.0;-140.0;-360.0;175.0;-245.0;-178;288.0;-78.0
-137.0;-132.0;-282.0;142.0;-183.0;-177;283.0;-72.0
-133.0;-117.0;-230.0;142.0;-126.0;-177;272.0;-76.0
-134.0;-117.0;-169.0;149.0;-93.0;-177;181.0;-79.0
-68.0;-116.0;-142.0;177.0;-8.0;-177;158.0;-89.0
-39.0;-126.0;-179.0;191.0;-45.0;-177;183.0;-79.0
-135.0;-158.0;-188.0;190.0;-49.0;-177;129.0;-46.0
-81.0;-202.0;-130.0;164.0;41.0;-177;126.0;-89.0
42.0;-212.0;-44.0;165.0;211.0;-177;47.0;-79.0
151.0;-206.0;4.0;143.0;311.0;-177;10.0;-38.0
213.0;-277.0;-18.0;111.0;279.0;-177;-50.0;-22.0
205.0;-255.0;-52.0;29.0;301.0;-177;-123.0;9.0
176.0;-279.0;-68.0;-35.0;333.0;-177;-304.0;39.0
146.0;-276.0;35.0;-136.0;311.0;-177;-416.0;124.0
104.0;-281.0;104.0;-124.0;241.0;?;-528.0;153.0
72.0;-220.0;177.0;-186.0;190.0;?;-496.0;176.0
102.0;-175.0;234.0;?;212.0;?;-406.0;135.0
125.0;-104.0;191.0;?;202.0;?;-174.0;107.0
68.0;-98.0;75.0;?;76.0;?;-54.0;86.0
-68.0;-88.0;35.0;?;-37.0;?;?;45.0
-146.0;-34.0;-9.0;?;-41.0;?;?;14.0
-156.0;40.0;-90.0;?;-23.0;?;-150.0;1.0
-161.0;52.0;-83.0;?;-89.0;-176;-84.0;-26.0
-165.0;73.0;-66.0;?;-116.0;-178;-50.0;-9.0
-182.0;109.0;-21.0;?;-182.0;-177;-45.0;-35.0
-272.0;139.0;52.0;?;-205.0;-174;-21.0;-35.0
-228.0;134.0;92.0;?;-268.0;-182;85.0;-43.0
-158.0;113.0;175.0;?;-227.0;-168;109.0;-24.0
-191.0;114.0;160.0;?;-306.0;-187;95.0;-67.0
-283.0;118.0;144.0;?;-350.0;-170;24.0;-44.0
-289.0;95.0;188.0;?;-385.0;-171;-62.0;-98.0
-333.0;76.0;206.0;-249.0;-451.0;-218;-116.0;-79.0
-413.0;124.0;210.0;-319.0;-480.0;38;-131.0;-64.0
-487.0;128.0;197.0;-331.0;-509.0;225;-174.0;-78.0
-498.0;109.0;327.0;-341.0;-544.0;159;-116.0;-54.0
-403.0;133.0;381.0;-321.0;-559.0;183;40.0;5.0
-281.0;485.0;-117.0;177.0;-51.0;183;-607.0;5.0
-74.0;68.0;-8.0;-346.0;90.0;173;60.0;-145.0
46.0;-168.0;150.0;-356.0;160.0;?;-20.0;-112.0
339.0;-2.0;245.0;-337.0;549.0;?;-172.0;-76.0
618.0;83.0;144.0;-276.0;385.0;?;-6.0;-91.0
510.0;206.0;-141.0;-150.0;-52.0;?;-122.0;-81.0
-57.0;198.0;-380.0;-342.0;10.0;?;-226.0;-68.0
-371.0;18.0;-265.0;-435.0;-62.0;?;-224.0;-5.0
-160.0;-7.0;71.0;-408.0;-47.0;?;-377.0;37.0
89.0;40.0;425.0;-233.0;-77.0;?;-408.0;59.0
36.0;-32.0;624.0;-144.0;-45.0;?;-143.0;65.0
25.0;-74.0;579.0;-76.0;9.0;?;36.0;70.0
99.0;-99.0;426.0;-43.0;94.0;175;83.0;35.0
131.0;-67.0;290.0;-9.0;72.0;192;162.0;44.0
16.0;-59.0;191.0;-13.0;-115.0;155;77.0;21.0
-170.0;-72.0;114.0;-18.0;-274.0;216;-21.0;59.0
?;-102.0;7.0;-41.0;-338.0;122;-55.0;33.0
-340.0;-112.0;-58.0;-20.0;-376.0;-182;-2.0;11.0
-367.0;-159.0;-146.0;-11.0;-362.0;-197;-7.0;29.0
-336.0;-146.0;-204.0;20.0;-344.0;-161;-4.0;10.0
-343.0;-146.0;-268.0;133.0;-304.0;-194;9.0;26.0
-318.0;-114.0;-284.0;192.0;-237.0;-171;39.0;35.0
-249.0;-125.0;-355.0;189.0;-128.0;-182;128.0;16.0
-111.0;-179.0;-281.0;213.0;-12.0;-179;211.0;50.0
53.0;-148.0;-268.0;337.0;156.0;-177;211.0;97.0
162.0;-122.0;-233.0;394.0;263.0;-181;188.0;69.0
203.0;?;-219.0;441.0;344.0;-178;132.0;91.0
269.0;?;-193.0;419.0;448.0;-179;190.0;120.0
359.0;-18.0;-184.0;399.0;482.0;-179;183.0;99.0
282.0;-41.0;-155.0;364.0;386.0;-179;159.0;144.0
171.0;-64.0;-46.0;372.0;305.0;-179;114.0;140.0
130.0;-84.0;-31.0;365.0;322.0;-179;107.0;91.0
181.0;-98.0;-22.0;301.0;399.0;-179;143.0;44.0
232.0;-153.0;-11.0;373.0;466.0;-179;115.0;-14.0
262.0;-135.0;-84.0;330.0;486.0;-179;158.0;-23.0
257.0;-96.0;-167.0;342.0;467.0;-179;101.0;-61.0
322.0;-80.0;-177.0;268.0;476.0;-178;165.0;-84.0
365.0;-109.0;-181.0;192.0;421.0;-178;172.0;-91.0
263.0;-99.0;-162.0;130.0;339.0;-178;149.0;-72.0
86.0;-118.0;-137.0;98.0;169.0;-178;141.0;-78.0
5.0;-75.0;-129.0;68.0;12.0;-178;126.0;-82.0
-71.0;-71.0;-75.0;32.0;-57.0;-178;143.0;-107.0
-74.0;-41.0;-43.0;41.0;-145.0;-178;104.0;-130.0
-40.0;-109.0;2.0;90.0;-59.0;-178;227.0;-131.0
23.0;-82.0;62.0;100.0;13.0;-177;298.0;-163.0
26.0;-51.0;96.0;4.0;-86.0;-177;371.0;-157.0
-126.0;-55.0;121.0;-106.0;-231.0;?;345.0;-168.0
-312.0;-29.0;99.0;-315.0;-407.0;?;91.0;-149.0
-439.0;-43.0;145.0;-411.0;-569.0;?;-118.0;-125.0
-571.0;33.0;165.0;-479.0;-715.0;?;-348.0;-85.0
-575.0;47.0;303.0;-608.0;-717.0;?;-294.0;-75.0
-564.0;371.0;87.0;-289.0;-690.0;?;-598.0;-119.0
-442.0;375.0;-21.0;-351.0;-370.0;?;-705.0;-135.0
-408.0;240.0;234.0;-57.0;-224.0;?;44.0;-255.0
-74.0;325.0;307.0;-13.0;302.0;-178;-20.0;-172.0
558.0;334.0;406.0;91.0;551.0;-178;324.0;-157.0
740.0;279.0;384.0;54.0;242.0;-178;492.0;-117.0
508.0;357.0;155.0;312.0;379.0;-178;280.0;-144.0
210.0;323.0;19.0;194.0;478.0;-178;145.0;-48.0
248.0;152.0;60.0;62.0;355.0;-178;-6.0;-29.0
287.0;99.0;276.0;26.0;324.0;-178;-333.0;45.0
141.0;92.0;443.0;-19.0;189.0;-178;-413.0;78.0
-54.0;56.0;457.0;-23.0;28.0;-178;-198.0;66.0
-110.0;-12.0;326.0;3.0;-67.0;-178;12.0;?
-119.0;-27.0;73.0;49.0;14.0;-178;186.0;?
-13.0;-99.0;-110.0;11.0;-23.0;-178;241.0;?
-32.0;-95.0;-230.0;-35.0;-128.0;-178;98.0;?
-158.0;-110.0;-298.0;-46.0;-221.0;-178;15.0;?
-264.0;-91.0;-346.0;-46.0;-262.0;-178;68.0;74.0
-236.0;-141.0;-401.0;?;-241.0;-178;106.0;73.0
-278.0;-153.0;-431.0;?;-272.0;-178;135.0;57.0
-384.0;-197.0;-371.0;?;-320.0;-178;139.0;40.0
-405.0;-194.0;-311.0;?;-366.0;-178;86.0;32.0
-364.0;-167.0;-240.0;0.0;-266.0;-178;22.0;46.0
-260.0;-125.0;-219.0;15.0;-177.0;-178;-4.0;54.0
-149.0;-77.0;-160.0;88.0;-103.0;-178;-40.0;42.0
-131.0;-109.0;-68.0;133.0;-48.0;-178;-50.0;46.0
-96.0;-84.0;35.0;122.0;-7.0;-177;46.0;59.0
-5.0;-67.0;59.0;236.0;129.0;-177;86.0;59.0
143.0;-41.0;25.0;275.0;214.0;-177;94.0;61.0
178.0;-38.0;75.0;289.0;201.0;-176;52.0;100.0
161.0;-16.0;92.0;270.0;252.0;-176;69.0;77.0
203.0;-23.0;86.0;276.0;326.0;-176;148.0;63.0
211.0;-60.0;66.0;266.0;333.0;-177;134.0;63.0
228.0;-80.0;-49.0;255.0;366.0;-177;17.0;39.0
273.0;-85.0;?;225.0;402.0;-177;-97.0;-14.0
332.0;-58.0;?;263.0;551.0;-177;-106.0;-12.0
381.0;-49.0;?;325.0;551.0;-177;-17.0;30.0
420.0;-45.0;?;371.0;613.0;-177;174.0;-7.0
421.0;-74.0;?;315.0;548.0;-177;314.0;-3.0
280.0;-115.0;?;185.0;336.0;-177;282.0;30.0
101.0;-166.0;?;54.0;153.0;-177;192.0;11.0
-82.0;-164.0;?;-87.0;50.0;-177;-53.0;-23.0
-109.0;-76.0;?;-75.0;-8.0;-177;-167.0;-18.0
-97.0;-4.0;-191.0;-79.0;-52.0;-177;-86.0;-77.0
-93.0;2.0;-198.0;-71.0;-136.0;-177;57.0;-95.0
-190.0;25.0;-74.0;-148.0;-182.0;-177;70.0;-103.0
-275.0;32.0;78.0;-155.0;-295.0;-176;-94.0;-170.0
-225.0;70.0;221.0;-169.0;-278.0;-176;-103.0;-210.0
-119.0;139.0;189.0;-128.0;-215.0;-176;-1.0;-210.0
-123.0;136.0;211.0;-110.0;-315.0;-176;126.0;-208.0
-281.0;146.0;237.0;-122.0;-449.0;-176;173.0;-226.0
-360.0;186.0;378.0;-114.0;-472.0;-176;164.0;-191.0
-270.0;147.0;458.0;-158.0;-444.0;-177;29.0;-204.0
-172.0;169.0;476.0;-173.0;-441.0;-180;-130.0;-156.0
-191.0;121.0;647.0;-223.0;-409.0;-180;-14.0;-116.0
-158.0;436.0;251.0;-40.0;-208.0;-179;-369.0;-146.0
60.0;293.0;50.0;-50.0;160.0;-180;-269.0;-206.0
60.0;194.0;149.0;125.0;109.0;-179;302.0;-238.0
427.0;230.0;85.0;222.0;539.0;-179;319.0;-156.0
733.0;238.0;-21.0;232.0;552.0;-179;545.0;-122.0
646.0;365.0;-221.0;243.0;317.0;-179;539.0;-150.0
284.0;347.0;-428.0;397.0;519.0;-179;475.0;-59.0
200.0;225.0;-452.0;203.0;592.0;-179;522.0;21.0
383.0;-12.0;-256.0;68.0;571.0;-179;254.0;94.0
372.0;-71.0;85.0;51.0;412.0;-179;-61.0;130.0
106.0;-48.0;255.0;-37.0;195.0;-179;-138.0;164.0
-161.0;-47.0;224.0;-198.0;-34.0;-179;-190.0;168.0
-234.0;-47.0;71.0;-227.0;-173.0;-180;-104.0;207.0
-200.0;-89.0;-28.0;-221.0;-226.0;-178;-63.0;164.0
-211.0;-24.0;-56.0;-217.0;-221.0;-181;-7.0;119.0
-293.0;28.0;4.0;-252.0;-283.0;-177;-178.0;132.0
-278.0;42.0;139.0;-12.0;-287.0;-181;-149.0;74.0
-232.0;22.0;136.0;-77.0;-257.0;-180;-22.0;46.0
-177.0;5.0;69.0;35.0;-158.0;-173;153.0;48.0
-57.0;12.0;-4.0;79.0;-157.0;-192;211.0;12.0
-67.0;25.0;-44.0;107.0;-188.0;-156;169.0;17.0
-130.0;-3.0;-125.0;115.0;-116.0;-207;95.0;10.0
-126.0;-45.0;-143.0;113.0;-112.0;-146;122.0;8.0
-95.0;-92.0;-258.0;99.0;-172.0;157;156.0;59.0
-172.0;-170.0;-261.0;42.0;-271.0;203;112.0;67.0
-330.0;-249.0;-195.0;-33.0;-300.0;155;34.0;73.0
-363.0;-307.0;-148.0;-26.0;-291.0;190;-81.0;73.0
-288.0;-318.0;-143.0;-12.0;-168.0;168;-206.0;83.0
-75.0;-285.0;-143.0;35.0;24.0;177;-250.0;75.0
62.0;-262.0;-195.0;51.0;198.0;177;?;56.0
108.0;-230.0;-141.0;87.0;213.0;173;?;58.0
47.0;-204.0;-78.0;109.0;185.0;178;?;57.0
-28.0;-148.0;-56.0;188.0;199.0;175;?;28.0
61.0;-156.0;-39.0;197.0;296.0;176;?;65.0
156.0;-162.0;16.0;251.0;371.0;176;?;79.0
184.0;-126.0;56.0;196.0;364.0;176;?;48.0
70.0;-132.0;70.0;162.0;329.0;176;?;90.0
60.0;?;42.0;135.0;357.0;176;?;73.0
216.0;?;-48.0;107.0;402.0;176;?;20.0
281.0;?;-30.0;11.0;470.0;176;?;-5.0
272.0;?;-67.0;-6.0;437.0;176;?;-29.0
157.0;?;-128.0;-5.0;289.0;176;?;-58.0
-112.0;?;-185.0;-23.0;19.0;175;?;-31.0
-211.0;?;-172.0;-20.0;-84.0;178;72.0;-69.0
-199.0;?;-95.0;37.0;-60.0;173;136.0;-74.0
-36.0;?;?;10.0;-60.0;179;131.0;-48.0
-44.0;?;?;5.0;-64.0;176;179.0;-91.0
-59.0;?;?;13.0;-100.0;172;118.0;-106.0
-57.0;?;?;12.0;-115.0;190;38.0;-89.0
-44.0;?;103.0;-27.0;-147.0;153;0.0;-70.0
-140.0;?;160.0;-126.0;-190.0;213;-51.0;-120.0
-231.0;?;195.0;-151.0;-283.0;130;?;-105.0
-268.0;-44.0;223.0;-140.0;-315.0;-175;?;-113.0
-256.0;5.0;169.0;-143.0;-309.0;-197;?;-128.0
-171.0;30.0;149.0;-176.0;-217.0;-157;?;-120.0
-48.0;140.0;318.0;-248.0;-133.0;-191;?;-103.0
2.0;257.0;418.0;-242.0;-162.0;-169;?;-110.0
-62.0;313.0;536.0;-249.0;-286.0;-179;?;-165.0
-172.0;542.0;201.0;-124.0;-151.0;-177;?;-188.0
-93.0;491.0;81.0;?;130.0;-175;?;-270.0
114.0;466.0;98.0;?;243.0;-179;?;-336.0
547.0;478.0;63.0;?;565.0;-176;?;-227.0
1020.0;399.0;27.0;?;601.0;-177;972.0;-166.0
1097.0;243.0;-44.0;?;544.0;-177;862.0;-42.0
567.0;115.0;-225.0;?;408.0;-177;471.0;-7.0
108.0;35.0;-274.0;?;159.0;-177;3.0;91.0
-76.0;-3.0;-171.0;-463.0;-62.0;-177;-406.0;120.0
-49.0;4.0;-1.0;-537.0;-333.0;-177;-581.0;144.0
-276.0;-67.0;167.0;-517.0;-799.0;-177;-450.0;186.0
-916.0;-112.0;224.0;-475.0;-1251.0;-177;-260.0;203.0
-1037.0;-182.0;244.0;-408.0;-1260.0;-177;-155.0;232.0
-707.0;-211.0;218.0;-421.0;-1072.0;-177;-30.0;222.0
-450.0;-220.0;143.0;-582.0;-865.0;-177;-96.0;208.0
-586.0;-209.0;79.0;-721.0;-745.0;-177;-417.0;213.0
-674.0;-222.0;73.0;-662.0;-853.0;-177;-579.0;184.0
-804.0;-180.0;94.0;-621.0;-1066.0;-177;-683.0;135.0
-487.0;-63.0;98.0;-578.0;-1405.0;-177;-662.0;128.0
-234.0;10.0;128.0;-503.0;-1281.0;-177;-519.0;104.0
114.0;128.0;172.0;-382.0;-1312.0;-177;-415.0;92.0
467.0;199.0;169.0;-268.0;-1384.0;-177;-245.0;83.0
583.0;216.0;190.0;-164.0;-1322.0;-177;-153.0;91.0
753.0;236.0;207.0;-139.0;-1140.0;-177;4.0;80.0
691.0;209.0;163.0;?;-1292.0;-177;52.0;51.0
522.0;179.0;129.0;?;-1733.0;-177;31.0;46.0
1003.0;154.0;118.0;?;-2014.0;-177;-12.0;-27.0
813.0;188.0;152.0;?;-1886.0;-177;-185.0;11.0
477.0;179.0;110.0;?;-1448.0;-177;-193.0;-26.0
420.0;128.0;153.0;?;-981.0;-177;-137.0;-80.0
557.0;92.0;126.0;?;-556.0;-177;35.0;-110.0
239.0;75.0;54.0;?;-191.0;-177;111.0;-82.0
92.0;21.0;71.0;?;-9.0;-177;124.0;-95.0
-15.0;-22.0;15.0;?;104.0;-177;48.0;-62.0
-107.0;-38.0;-45.0;?;198.0;-177;101.0;-68.0
-90.0;-73.0;-127.0;?;144.0;-177;79.0;-48.0
-70.0;-59.0;-144.0;?;101.0;-177;65.0;-8.0
-189.0;-51.0;-96.0;?;136.0;-177;30.0;-21.0
-139.0;-47.0;-71.0;-15.0;153.0;-177;-15.0;-12.0
-177.0;-39.0;-48.0;92.0;172.0;-177;-35.0;-19.0
-153.0;7.0;-51.0;126.0;229.0;-177;27.0;6.0
-224.0;46.0;-96.0;79.0;224.0;-177;75.0;6.0
-185.0;32.0;-29.0;75.0;133.0;-177;-23.0;61.0
-94.0;9.0;121.0;-15.0;83.0;-177;-80.0;33.0
-85.0;-2.0;217.0;-32.0;49.0;-177;-103.0;104.0
-119.0;41.0;192.0;33.0;-16.0;?;-82.0;110.0
-107.0;50.0;120.0;4.0;-59.0;?;-82.0;74.0
-125.0;126.0;149.0;-3.0;-72.0;?;-79.0;113.0
-130.0;89.0;78.0;-5.0;-32.0;?;-99.0;93.0
-290.0;106.0;52.0;-27.0;40.0;?;-60.0;106.0
-301.0;107.0;54.0;13.0;56.0;?;-33.0;97.0
-158.0;71.0;53.0;71.0;74.0;?;-41.0;53.0
-124.0;120.0;37.0;130.0;247.0;?;42.0;10.0
-218.0;109.0;56.0;193.0;619.0;?;170.0;-17.0
-43.0;102.0;16.0;212.0;1052.0;?;260.0;-38.0
516.0;90.0;-69.0;321.0;1157.0;-177;186.0;-73.0
