InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accX;Accelerometer RKN^ accZ;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
-7;185;794;282.0;86.0;92;-11;404;11;-7
115;-147;765;207.0;14.0;111;4;360;-4;115
40;-144;809;242.0;10.0;84;-26;389;26;40
9;4;799;228.0;133.0;71;-12;363;12;9
283;-144;797;201.0;54.0;107;463;375;-463;283
-8;-68;805;310.0;102.0;72;9;380;-9;-8
71;-2;797;250.0;42.0;71;-16;386;16;71
478;1955;3003;226.0;-254.0;-454;-736;1837;736;478
7;5;770;334.0;166.0;80;-32;439;32;7
-39;-60;806;263.0;164.0;75;56;381;-56;-39
-10;-66;802;220.0;192.0;78;25;383;-25;-10
-108;-66;804;248.0;166.0;63;49;385;-49;-108
10;55;805;434.0;140.0;71;33;394;-33;10
21;-7;806;224.0;82.0;73;-10;384;10;21
-31;-5;804;213.0;191.0;75;-21;378;21;-31
14;-13;808;221.0;220.0;67;16;379;-16;14
4;2;801;240.0;100.0;66;-39;368;39;4
18;2;800;241.0;148.0;66;-49;364;49;18
-27;1;810;233.0;294.0;73;-37;372;37;-27
-6;-1;806;151.0;445.0;69;8;378;-8;-6
6;-9;557;307.0;209.0;99;11;632;-11;6
-17;6;770;343.0;154.0;79;-59;440;59;-17
-5;7;793;215.0;253.0;79;-36;363;36;-5
11;-6;811;280.0;190.0;70;-16;368;16;11
-24;-7;805;271.0;311.0;71;-17;366;17;-24
35;-80;809;869.0;-623.0;91;-182;339;182;35
203;74;798;387.0;220.0;73;66;385;-66;203
86;-6;785;496.0;295.0;57;-345;444;345;86
3;1;803;202.0;133.0;71;1;369;-1;3
16;5;797;184.0;200.0;70;-9;360;9;16
13;-3;800;210.0;136.0;68;1;370;-1;13
35;-2;793;213.0;208.0;72;46;368;-46;35
22;-36;819;242.0;107.0;76;-25;375;25;22
3;-4;799;221.0;129.0;67;0;369;0;3
32;1;808;179.0;101.0;66;-1;379;1;32
6;0;809;204.0;136.0;68;-32;374;32;6
36;-60;794;255.0;100.0;71;13;399;-13;36
-30;-2;804;199.0;153.0;68;-33;376;33;-30
3;2;802;196.0;122.0;72;-3;373;3;3
2;-5;805;328.0;347.0;70;-14;386;14;2
42;-1;803;233.0;144.0;64;-41;370;41;42
66;38;810;256.0;226.0;62;45;371;-45;66
41;25;816;409.0;366.0;69;-1;369;1;41
-2028;-144;612;321.0;190.0;188;1441;528;-1441;-2028
-18;33;797;300.0;138.0;69;26;394;-26;-18
9;-1;802;209.0;89.0;66;-26;371;26;9
-4;-3;801;218.0;132.0;66;-12;368;12;-4
16;4;806;182.0;50.0;77;-35;380;35;16
-40;4;802;213.0;148.0;67;-41;365;41;-40
-22;8;807;180.0;43.0;69;24;393;-24;-22
3;2;803;210.0;136.0;67;0;361;0;3
7;-4;803;220.0;114.0;65;-2;370;2;7
0;2;802;210.0;139.0;66;13;362;-13;0
-8;94;748;270.0;339.0;39;21;529;-21;-8
6;-4;814;202.0;157.0;64;5;377;-5;6
-22;0;786;210.0;165.0;73;-44;364;44;-22
2;-4;788;196.0;146.0;66;-43;369;43;2
28;80;816;332.0;128.0;114;31;372;-31;28
-19;1;801;184.0;78.0;74;-27;386;27;-19
7;3;801;212.0;124.0;69;-4;360;4;7
21;0;798;193.0;127.0;68;-20;371;20;21
11;3;800;221.0;138.0;69;12;360;-12;11
35;2;805;202.0;134.0;65;-4;364;4;35
7;0;800;218.0;148.0;70;-16;363;16;7
297;-66;814;282.0;363.0;76;-106;407;106;297
-29;6;810;262.0;415.0;73;-5;383;5;-29
6;-6;800;171.0;208.0;59;27;372;-27;6
9;7;803;191.0;129.0;67;-13;366;13;9
-49;6;802;313.0;338.0;70;-30;390;30;-49
9;-3;806;198.0;119.0;62;0;371;0;9
12;6;799;221.0;228.0;73;-47;358;47;12
8;1;800;192.0;209.0;70;-37;366;37;8
-15;1;806;242.0;262.0;69;-4;378;4;-15
0;-7;802;195.0;116.0;63;-17;373;17;0
1;-4;802;199.0;120.0;65;23;369;-23;1
-16;-4;802;338.0;209.0;75;42;379;-42;-16
-456;-102;642;217.0;105.0;110;902;457;-902;-456
-25;-121;798;57.0;125.0;103;43;401;-43;-25
11;-3;786;121.0;99.0;72;18;405;-18;11
-1;-8;810;191.0;167.0;68;2;374;-2;-1
2001;-1967;-2351;145.0;-264.0;3613;1450;1883;-1450;2001
-15;-1;805;212.0;107.0;69;-32;376;32;-15
26;0;802;200.0;133.0;65;5;366;-5;26
-27;1;799;208.0;142.0;70;-9;363;9;-27
12;4;805;207.0;116.0;63;2;371;-2;12
3;2;801;211.0;158.0;68;-4;365;4;3
-32;1;802;151.0;205.0;77;-31;376;31;-32
-4;0;799;216.0;135.0;67;13;371;-13;-4
12;-2;799;285.0;208.0;65;-5;373;5;12
-8;-1;803;241.0;129.0;72;1;389;-1;-8
-27;14;794;172.0;141.0;81;29;386;-29;-27
29;-2;797;214.0;111.0;68;-12;373;12;29
30;5;801;241.0;-9.0;69;-16;384;16;30
10;-2;795;238.0;36.0;69;-13;385;13;10
-1;0;804;218.0;132.0;64;-11;369;11;-1
14;7;804;182.0;147.0;72;-50;380;50;14
9;7;805;192.0;108.0;71;-41;380;41;9
8;6;804;166.0;141.0;72;-49;381;49;8
21;0;798;200.0;134.0;69;-34;365;34;21
109;40;830;-25.0;184.0;40;-26;366;26;109
11;3;800;202.0;139.0;71;3;364;-3;11
13;1;803;217.0;169.0;65;8;368;-8;13
-61;19;799;334.0;195.0;76;19;377;-19;-61
-32;-82;799;67.0;326.0;77;7;386;-7;-32
19;-8;805;161.0;198.0;69;5;388;-5;19
-36;8;811;286.0;149.0;75;-14;391;14;-36
27;0;809;212.0;193.0;54;17;373;-17;27
-2;4;802;201.0;149.0;69;-13;362;13;-2
33;-11;807;171.0;178.0;68;-13;392;13;33
15;-1;809;170.0;189.0;69;6;381;-6;15
1;-3;805;158.0;201.0;71;-23;382;23;1
-7;0;799;210.0;148.0;67;-39;367;39;-7
2574;-14;665;39.0;-12.0;263;-331;374;331;2574
13;-2;807;280.0;187.0;64;32;389;-32;13
-1;-1;801;212.0;147.0;65;-1;368;1;-1
60;10;802;214.0;108.0;77;7;386;-7;60
-55;3;812;176.0;251.0;69;-25;382;25;-55
-26;168;807;294.0;382.0;96;-6;378;6;-26
38;-2;794;291.0;183.0;69;-20;374;20;38
116;12;827;333.0;235.0;59;-102;396;102;116
-430;79;808;362.0;257.0;71;-67;375;67;-430
-148;41;788;266.0;185.0;106;-210;380;210;-148
24;-1;799;213.0;143.0;68;-7;368;7;24
16;2;804;211.0;141.0;64;-3;374;3;16
16;0;801;222.0;161.0;64;18;369;-18;16
31;-4;806;180.0;199.0;69;1;385;-1;31
-16;-1;813;123.0;142.0;62;-2;389;2;-16
-12;-5;806;162.0;197.0;70;3;385;-3;-12
11;-5;805;154.0;196.0;71;20;383;-20;11
-12;2;801;228.0;150.0;67;-34;367;34;-12
1;4;805;201.0;119.0;65;-12;373;12;1
8;-7;805;152.0;179.0;69;-1;387;1;8
13;-7;805;172.0;199.0;70;6;387;-6;13
-20;-3;796;211.0;129.0;67;-10;375;10;-20
-23;-5;795;211.0;128.0;68;-22;376;22;-23
17;3;801;211.0;129.0;68;-2;362;2;17
13;4;807;156.0;181.0;73;-25;377;25;13
-12;-5;805;163.0;200.0;70;-15;385;15;-12
4;-1;799;201.0;149.0;67;-9;364;9;4
39;-4;809;233.0;189.0;50;-13;381;13;39
3;-8;802;160.0;185.0;71;-15;390;15;3
-2;1;806;212.0;142.0;63;41;368;-41;-2
-6;-2;797;268.0;336.0;72;-64;397;64;-6
10;-1;805;163.0;181.0;71;3;384;-3;10
16;0;808;151.0;196.0;67;-31;385;31;16
-41;2;806;243.0;353.0;72;22;385;-22;-41
3;3;802;218.0;136.0;67;3;362;-3;3
27;1;797;199.0;143.0;71;-15;362;15;27
2;0;807;140.0;202.0;70;-13;384;13;2
3;-5;797;207.0;132.0;67;4;378;-4;3
-37;6;812;115.0;186.0;63;-2;388;2;-37
20;-1;805;159.0;183.0;71;6;385;-6;20
-3;13;806;93.0;186.0;75;-15;388;15;-3
-18;-5;816;247.0;184.0;61;-34;388;34;-18
4;-1;803;212.0;146.0;66;-7;367;7;4
5;-2;803;211.0;130.0;66;-24;368;24;5
-16;-6;807;244.0;132.0;66;-41;388;41;-16
11;6;808;177.0;204.0;70;-6;379;6;11
11;-4;788;273.0;99.0;75;10;414;-10;11
-9;0;797;229.0;121.0;72;7;367;-7;-9
43;252;762;-287.0;-102.0;114;53;426;-53;43
-7;5;806;191.0;122.0;64;-15;368;15;-7
-23;4;786;279.0;42.0;71;-58;401;58;-23
-16;5;803;263.0;48.0;65;23;379;-23;-16
11;1;804;240.0;141.0;65;-9;374;9;11
50;1;798;200.0;181.0;71;-32;371;32;50
33;0;804;264.0;382.0;73;10;387;-10;33
-55;4;805;193.0;265.0;76;-64;379;64;-55
21;212;765;215.0;38.0;84;65;392;-65;21
47;-128;791;-398.0;96.0;71;-80;384;80;47
21;6;805;248.0;229.0;67;14;375;-14;21
-12;1;798;233.0;272.0;71;24;364;-24;-12
15;-8;806;182.0;268.0;75;-57;370;57;15
8;-3;782;160.0;124.0;66;-14;387;14;8
2;5;801;184.0;178.0;69;7;374;-7;2
47;2;804;173.0;132.0;68;-12;368;12;47
-28;198;789;344.0;59.0;100;-10;406;10;-28
-24;0;796;220.0;236.0;71;-15;375;15;-24
-29;-6;797;83.0;99.0;71;6;389;-6;-29
31;2;800;200.0;142.0;69;4;375;-4;31
-8;2;799;187.0;175.0;72;-3;377;3;-8
-16;-1;798;185.0;154.0;69;-26;380;26;-16
54;-73;810;253.0;108.0;83;-71;390;71;54
1;1;802;193.0;115.0;68;10;369;-10;1
25;-2;795;211.0;139.0;69;-44;382;44;25
-12;-4;797;170.0;150.0;66;-30;386;30;-12
-16;-5;797;201.0;137.0;69;3;369;-3;-16
-8;-13;777;321.0;30.0;70;12;399;-12;-8
-374;11;606;212.0;147.0;104;189;575;-189;-374
25;-19;702;278.0;105.0;90;119;478;-119;25
20;-3;801;211.0;140.0;67;27;367;-27;20
360;338;756;-66.0;-147.0;725;2258;168;-2258;360
37;5;801;197.0;136.0;71;-14;364;14;37
-4;2;813;173.0;146.0;65;2;385;-2;-4
-9;8;810;188.0;163.0;72;3;379;-3;-9
36;4;805;231.0;146.0;65;-4;364;4;36
28;0;798;211.0;149.0;72;16;366;-16;28
225;-8;680;265.0;85.0;39;-692;642;692;225
-6;7;807;195.0;184.0;66;-32;364;32;-6
26;-2;797;207.0;128.0;69;-20;368;20;26
-26;-4;800;211.0;149.0;66;-18;372;18;-26
47;3;801;208.0;111.0;62;-36;366;36;47
26;1;798;190.0;354.0;72;54;398;-54;26
-26;3;803;215.0;167.0;68;-9;365;9;-26
15;-3;801;127.0;330.0;71;-21;380;21;15
17;0;803;221.0;142.0;63;-1;366;1;17
-6;0;802;204.0;167.0;67;-16;367;16;-6
86;8;788;139.0;111.0;70;-8;378;8;86
633;-22;588;305.0;83.0;99;-242;594;242;633
-27;-3;804;213.0;167.0;62;-21;371;21;-27
-17;3;805;192.0;160.0;65;-13;366;13;-17
-7;2;800;191.0;167.0;70;-10;363;10;-7
125;-165;806;-90.0;176.0;86;21;389;-21;125
-3;9;806;308.0;121.0;79;-18;385;18;-3
1399;-187;649;273.0;73.0;177;510;295;-510;1399
6;2;801;191.0;120.0;66;-24;370;24;6
16;41;798;290.0;71.0;71;-26;399;26;16
23;22;812;427.0;20.0;71;-25;389;25;23
10;2;802;206.0;138.0;66;-19;370;19;10
14;3;799;174.0;186.0;75;42;370;-42;14
7;-4;797;218.0;179.0;71;19;365;-19;7
-15;3;810;151.0;99.0;72;-2;383;2;-15
33;-1;798;250.0;207.0;72;-6;362;6;33
-2;2;803;222.0;136.0;66;7;367;-7;-2
-12;0;807;233.0;203.0;64;6;367;-6;-12
-4;1;805;217.0;191.0;66;-4;364;4;-4
24;1;805;203.0;162.0;69;3;364;-3;24
4;5;807;221.0;145.0;65;14;362;-14;4
32;-3;804;373.0;294.0;68;32;385;-32;32
15;-1;805;200.0;166.0;66;23;366;-23;15
2;-1;803;201.0;188.0;67;-8;365;8;2
-6;1;807;222.0;190.0;64;-13;366;13;-6
-22;-7;802;219.0;227.0;64;11;371;-11;-22
31;7;804;266.0;244.0;91;-2;384;2;31
5;-3;801;201.0;169.0;67;0;365;0;5
-8;-5;802;186.0;137.0;65;-27;368;27;-8
-23;0;801;203.0;151.0;67;-10;364;10;-23
-6;5;805;218.0;150.0;66;-3;362;3;-6
-31;1;802;194.0;159.0;68;-26;365;26;-31
-54;-1;797;218.0;150.0;70;-73;374;73;-54
32;11;810;268.0;218.0;86;7;385;-7;32
328;89;748;328.0;129.0;153;-2200;343;2200;328
4;5;807;220.0;163.0;64;10;362;-10;4
-8;2;797;180.0;159.0;67;21;363;-21;-8
97;-10;764;191.0;23.0;63;-189;460;189;97
-4;4;799;202.0;168.0;72;-16;358;16;-4
-11;4;805;191.0;168.0;64;1;362;-1;-11
28;-13;787;170.0;132.0;51;-14;398;14;28
-10;1;798;228.0;170.0;72;10;363;-10;-10
-7;1;803;201.0;201.0;67;18;365;-18;-7
60;-116;792;-165.0;-495.0;96;-74;418;74;60
-23;-4;799;194.0;176.0;67;2;369;-2;-23
-1;4;807;216.0;162.0;64;19;366;-19;-1
17;1;803;204.0;167.0;68;-34;366;34;17
2;2;803;203.0;197.0;66;16;365;-16;2
-17;3;806;223.0;128.0;68;-10;400;10;-17
7;-5;798;209.0;194.0;69;17;370;-17;7
16;1;801;204.0;148.0;67;-23;368;23;16
-26;9;802;194.0;172.0;72;-33;389;33;-26
-37;-21;802;216.0;186.0;74;11;378;-11;-37
4;1;801;216.0;168.0;66;26;363;-26;4
-5;5;803;201.0;186.0;68;-8;361;8;-5
17;1;802;192.0;170.0;66;-15;365;15;17
13;1;803;193.0;135.0;65;10;369;-10;13
-1;1;806;202.0;169.0;64;0;367;0;-1
7;0;802;212.0;168.0;66;-41;366;41;7
-16;-12;833;-15.0;-52.0;72;-110;358;110;-16
5;3;807;201.0;177.0;64;-14;366;14;5
198;37;800;242.0;-34.0;74;19;396;-19;198
15;4;806;209.0;124.0;63;-2;366;2;15
50;6;803;223.0;171.0;68;-34;361;34;50
-23;2;796;212.0;184.0;72;-54;398;54;-23
33;3;803;213.0;148.0;69;-4;366;4;33
20;4;807;223.0;140.0;64;-2;365;2;20
3;0;801;208.0;140.0;69;-54;371;54;3
18;4;804;215.0;147.0;68;2;368;-2;18
-26;-3;803;216.0;165.0;68;-9;374;9;-26
-15;17;785;218.0;115.0;60;12;416;-12;-15
4;-2;801;232.0;148.0;67;27;372;-27;4
-8;-4;798;211.0;139.0;69;9;372;-9;-8
5;4;812;224.0;139.0;60;-70;392;70;5
-49;29;773;215.0;75.0;70;-137;406;137;-49
-17;-3;797;190.0;149.0;71;-16;374;16;-17
25;1;803;190.0;147.0;66;-26;374;26;25
17;-1;799;195.0;148.0;68;-43;376;43;17
47;59;792;152.0;160.0;77;-27;379;27;47
-9;3;802;216.0;164.0;67;-44;374;44;-9
25;4;799;177.0;150.0;69;13;370;-13;25
-34;-1;800;215.0;166.0;69;-47;366;47;-34
-15;8;805;213.0;161.0;65;-31;371;31;-15
-25;5;797;193.0;158.0;70;-33;372;33;-25
-7;-16;798;143.0;113.0;67;-63;412;63;-7
25;2;807;103.0;124.0;66;-8;397;8;25
7;0;800;148.0;180.0;73;-31;400;31;7
-13;6;805;210.0;147.0;75;-12;380;12;-13
-37;3;800;249.0;159.0;71;11;365;-11;-37
25;-1;797;201.0;157.0;70;17;378;-17;25
42;119;795;207.0;111.0;74;85;404;-85;42
-13;3;797;186.0;148.0;71;-13;373;13;-13
22;-30;803;283.0;25.0;69;-27;392;27;22
117;-60;831;375.0;250.0;52;-54;397;54;117
-27;6;803;248.0;91.0;74;-2;379;2;-27
8;-66;803;215.0;111.0;74;9;382;-9;8
76;4;780;330.0;-198.0;85;-122;418;122;76
-18;29;802;197.0;132.0;76;-39;390;39;-18
18;4;803;189.0;115.0;65;-21;374;21;18
35;4;801;200.0;130.0;69;-23;370;23;35
-20;0;792;214.0;143.0;75;-2;369;2;-20
-3;-1;799;211.0;127.0;69;-20;374;20;-3
23;-3;798;196.0;117.0;68;-22;376;22;23
11;6;801;244.0;127.0;71;-49;371;49;11
-4;-1;803;156.0;58.0;71;-9;376;9;-4
1;-2;790;194.0;149.0;74;-4;362;4;1
-25;-2;799;189.0;162.0;64;-13;367;13;-25
-3;3;799;196.0;141.0;67;-11;363;11;-3
-29;-6;801;191.0;129.0;65;-40;376;40;-29
34;76;803;210.0;-60.0;67;8;394;-8;34
296;327;826;248.0;89.0;117;-14;379;14;296
-19;0;795;207.0;168.0;72;20;363;-20;-19
-9;0;795;202.0;177.0;71;-24;363;24;-9
-1;1;803;202.0;148.0;65;-7;371;7;-1
5;1;792;222.0;198.0;74;28;361;-28;5
-46;-45;770;245.0;47.0;76;-494;432;494;-46
17;-4;805;221.0;158.0;57;26;374;-26;17
-13;5;800;218.0;184.0;69;-4;363;4;-13
44;-1;803;204.0;151.0;65;5;368;-5;44
17;1;805;201.0;128.0;64;-7;366;7;17
-21;-96;794;453.0;176.0;78;-14;405;14;-21
1;2;801;225.0;128.0;67;57;367;-57;1
-23;0;801;213.0;166.0;68;-4;366;4;-23
25;1;800;220.0;159.0;68;18;363;-18;25
24;2;801;230.0;168.0;68;7;364;-7;24
12;0;803;250.0;158.0;67;9;367;-9;12
-12;18;817;382.0;257.0;61;-9;385;9;-12
-1;-4;799;209.0;143.0;67;12;368;-12;-1
-7;-3;797;191.0;139.0;69;-5;371;5;-7
-8;1;802;234.0;156.0;69;24;365;-24;-8
4;3;805;213.0;167.0;64;17;364;-17;4
-13;12;785;-75.0;-13.0;67;3;393;-3;-13
9;-3;802;208.0;158.0;64;24;370;-24;9
11;6;805;218.0;173.0;66;10;362;-10;11
-12;0;802;192.0;149.0;66;-18;370;18;-12
-6;0;797;201.0;145.0;71;-4;368;4;-6
1294;-133;649;261.0;59.0;100;-1210;572;1210;1294
1;-2;801;201.0;137.0;65;-8;369;8;1
5;-4;795;192.0;152.0;70;20;368;-20;5
2;-2;800;208.0;146.0;66;21;368;-21;2
-5;-3;49;442.0;891.0;129;3;841;-3;-5
1;0;800;211.0;148.0;69;-20;365;20;1
25;0;807;230.0;158.0;60;-13;367;13;25
1;-5;814;247.0;193.0;67;-3;366;3;1
-10;0;802;213.0;161.0;67;19;367;-19;-10
35;7;800;191.0;136.0;70;25;369;-25;35
7;-3;799;199.0;135.0;67;24;368;-24;7
-9;1;803;213.0;110.0;67;9;366;-9;-9
-11;-7;812;194.0;125.0;68;-61;378;61;-11
66;-45;798;187.0;163.0;67;12;402;-12;66
-25;-3;802;198.0;153.0;65;19;372;-19;-25
15;-117;812;212.0;1242.0;68;-60;404;60;15
-153;349;1047;476.0;127.0;-775;-7324;1449;7324;-153
-1102;-33;920;101.0;382.0;9;-1724;427;1724;-1102
-88;4;801;199.0;421.0;57;-73;388;73;-88
-1;6;805;350.0;515.0;68;1;395;-1;-1
19;42;795;95.0;-29.0;66;-109;418;109;19
39;-17;805;127.0;117.0;72;-105;395;105;39
-5;0;797;172.0;-10.0;68;-30;376;30;-5
-174;249;791;372.0;74.0;91;65;371;-65;-174
-40;-10;803;189.0;166.0;76;26;378;-26;-40
119;266;801;128.0;246.0;105;-6;394;6;119
-36;-2;799;185.0;120.0;68;-13;371;13;-36
0;-1;805;182.0;88.0;67;14;378;-14;0
8;3;810;72.0;427.0;68;-22;374;22;8
-32;2;809;222.0;122.0;66;-14;386;14;-32
219;23;842;411.0;-50.0;61;1;368;-1;219
-222;-16;817;427.0;438.0;61;-268;386;268;-222
-17;2;806;152.0;183.0;71;26;380;-26;-17
-42;11;794;102.0;335.0;70;-16;376;16;-42
-66;-130;799;267.0;47.0;93;-91;389;91;-66
-1;1;807;163.0;198.0;71;21;380;-21;-1
-27;-3;797;200.0;88.0;68;-37;376;37;-27
-194;-17;814;230.0;-46.0;62;-230;387;230;-194
8;0;801;212.0;109.0;67;6;366;-6;8
-32;0;799;54.0;201.0;75;10;391;-10;-32
1;4;809;213.0;131.0;62;11;364;-11;1
-18;-2;803;222.0;136.0;65;18;370;-18;-18
-22;1;786;241.0;-40.0;70;-16;404;16;-22
-324;103;745;-80.0;-24.0;58;124;537;-124;-324
10;2;799;205.0;274.0;78;31;386;-31;10
23;-1;800;191.0;109.0;68;5;366;-5;23
22;8;803;190.0;128.0;71;0;360;0;22
18;0;805;199.0;143.0;62;19;367;-19;18
-33;1;807;201.0;148.0;63;3;365;-3;-33
24;0;798;202.0;101.0;70;-8;367;8;24
-86;-18;703;393.0;213.0;84;-1141;399;1141;-86
-206;-50;767;276.0;47.0;95;33;405;-33;-206
-11;33;803;-175.0;-280.0;74;-88;408;88;-11
19;-2;805;191.0;139.0;63;18;370;-18;19
1227;-173;992;-63.0;-332.0;-543;6191;1260;-6191;1227
-28;-5;798;217.0;112.0;67;38;373;-38;-28
7;6;806;202.0;96.0;70;14;369;-14;7
43;7;806;197.0;77.0;73;35;379;-35;43
-28;2;807;193.0;136.0;61;26;368;-26;-28
-27;-28;804;350.0;147.0;74;-2;393;2;-27
-13;-1;805;182.0;107.0;69;-27;372;27;-13
26;-2;801;-100.0;633.0;72;-21;383;21;26
-8;7;804;181.0;149.0;66;3;361;-3;-8
5;0;800;187.0;123.0;66;36;370;-36;5
65;-11;812;181.0;14.0;73;-50;390;50;65
-58;11;807;206.0;37.0;68;7;388;-7;-58
2;-7;803;139.0;205.0;78;-36;385;36;2
25;-2;797;205.0;123.0;69;49;364;-49;25
-18;0;802;170.0;126.0;67;10;370;-10;-18
-13;2;788;228.0;-28.0;72;34;401;-34;-13
3;2;799;239.0;-48.0;66;-52;388;52;3
-3696;30;700;73.0;593.0;-176;-2440;732;2440;-3696
-9;0;802;175.0;131.0;67;-35;369;35;-9
-51;10;805;171.0;139.0;74;-30;396;30;-51
6;55;740;182.0;-302.0;590;4154;341;-4154;6
-32;-4;799;221.0;122.0;66;-22;369;22;-32
31;1;805;171.0;110.0;67;-36;369;36;31
-162;6;789;-26.0;484.0;71;-543;413;543;-162
15;3;801;157.0;131.0;61;-6;364;6;15
9;-2;794;253.0;-38.0;69;6;385;-6;9
-15;5;806;190.0;106.0;70;0;368;0;-15
-40;5;785;-70.0;198.0;72;-5;412;5;-40
-27;2;800;199.0;132.0;69;-18;363;18;-27
2334;-374;479;-108.0;-151.0;69;3819;1173;-3819;2334
10;6;803;150.0;207.0;71;41;381;-41;10
23;-1;799;175.0;114.0;68;19;376;-19;23
-18;-16;818;428.0;406.0;63;-4;386;4;-18
0;4;796;216.0;123.0;71;21;360;-21;0
-7;3;802;201.0;121.0;67;38;361;-38;-7
-19;2;795;417.0;400.0;73;76;391;-76;-19
-45;-2;803;181.0;136.0;68;44;391;-44;-45
-4;-1;807;-650.0;247.0;72;-12;375;12;-4
21;-2;795;185.0;-30.0;67;2;377;-2;21
-59;-2;790;110.0;127.0;79;-74;385;74;-59
-12;-4;798;59.0;144.0;71;-6;392;6;-12
12;4;806;208.0;138.0;66;28;360;-28;12
103;-54;788;1211.0;713.0;79;0;400;0;103
-13;-76;779;345.0;-10.0;110;-299;417;299;-13
-82;61;797;145.0;280.0;80;-14;375;14;-82
19;-4;806;49.0;95.0;60;29;394;-29;19
-901;353;679;169.0;347.0;494;2199;265;-2199;-901
-32;0;800;191.0;163.0;67;3;365;-3;-32
