InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;Accelerometer RUA_ accX;Accelerometer RWR accZ;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
-159;-14;300.0;603.0;11.0;-14
-132;-37;602.0;730.0;67.0;-37
-159;-5;273.0;599.0;3.0;-5
-135;-10;393.0;877.0;-42.0;-10
-175;25;434.0;577.0;-116.0;25
-179;-24;441.0;692.0;-174.0;-24
-156;19;899.0;986.0;-53.0;19
-159;23;303.0;577.0;-47.0;23
-175;-15;455.0;745.0;0.0;-15
-156;27;461.0;713.0;-323.0;27
-158;-4;471.0;733.0;-31.0;-4
-175;9;492.0;682.0;2.0;9
-158;22;464.0;743.0;-15.0;22
-169;-12;628.0;1088.0;276.0;-12
-175;-12;472.0;710.0;9.0;-12
-140;-23;894.0;894.0;738.0;-23
-175;20;419.0;724.0;-10.0;20
-175;18;411.0;730.0;-201.0;18
-175;6;364.0;712.0;-142.0;6
-165;-845;243.0;659.0;264.0;-845
-159;-2;291.0;552.0;33.0;-2
-159;12;301.0;623.0;-76.0;12
-159;-13;283.0;619.0;-47.0;-13
-165;-408;366.0;754.0;-142.0;-408
-175;7;355.0;666.0;-85.0;7
-159;27;282.0;631.0;-75.0;27
-155;-351;758.0;857.0;-46.0;-351
-134;27;780.0;886.0;1283.0;27
-175;8;376.0;649.0;-71.0;8
-164;393;829.0;962.0;265.0;393
-130;643;127.0;509.0;-582.0;643
-175;-1;354.0;684.0;-118.0;-1
-157;-33;540.0;718.0;-229.0;-33
-158;26;459.0;755.0;32.0;26
-130;-127;567.0;812.0;-123.0;-127
-164;-6;492.0;782.0;-57.0;-6
175;25;571.0;723.0;-232.0;25
-157;-18;550.0;442.0;-269.0;-18
-175;-20;321.0;685.0;-78.0;-20
-163;-5;630.0;801.0;18.0;-5
-172;1;526.0;764.0;401.0;1
-156;11;874.0;559.0;-391.0;11
-132;-4;603.0;672.0;141.0;-4
-163;14;533.0;795.0;-26.0;14
-156;-12;860.0;984.0;176.0;-12
-156;-46;469.0;824.0;-169.0;-46
-156;-46;449.0;784.0;109.0;-46
-162;9;592.0;399.0;-79.0;9
-156;1315;214.0;580.0;468.0;1315
-72;2033;463.0;644.0;246.0;2033
-163;-30;471.0;634.0;-253.0;-30
-161;99;531.0;646.0;-168.0;99
-156;26;491.0;637.0;-150.0;26
-102;377;118.0;490.0;-198.0;377
-156;-12;485.0;639.0;-168.0;-12
-154;-12;535.0;394.0;-160.0;-12
-175;-1;356.0;716.0;84.0;-1
-167;-22;361.0;688.0;109.0;-22
-158;-22;489.0;785.0;1.0;-22
-163;-10;565.0;812.0;103.0;-10
-175;-2;411.0;628.0;39.0;-2
-175;-3;387.0;692.0;35.0;-3
-152;-3614;135.0;449.0;333.0;-3614
-175;-2;436.0;674.0;50.0;-2
-158;4;496.0;780.0;-14.0;4
-134;-9;520.0;603.0;119.0;-9
-175;-16;339.0;672.0;-91.0;-16
-159;4;300.0;591.0;16.0;4
-158;-32;486.0;778.0;-6.0;-32
-166;8;326.0;612.0;-86.0;8
-159;-17;286.0;578.0;18.0;-17
-159;-5;305.0;593.0;-15.0;-5
-159;-6;302.0;633.0;-10.0;-6
-135;16;524.0;762.0;105.0;16
-162;9;407.0;694.0;-33.0;9
-159;-10;341.0;596.0;-45.0;-10
-158;-16;484.0;791.0;7.0;-16
-158;6;475.0;737.0;48.0;6
-158;6;502.0;788.0;5.0;6
-172;39;551.0;767.0;-13.0;39
-156;-19;408.0;744.0;17.0;-19
-175;7;466.0;700.0;33.0;7
-171;-135;429.0;734.0;66.0;-135
-156;-46;449.0;731.0;-136.0;-46
-165;61;349.0;597.0;-29.0;61
-168;-124;224.0;492.0;-4.0;-124
-157;6;442.0;513.0;107.0;6
-156;32;528.0;866.0;-173.0;32
-170;4;454.0;642.0;98.0;4
-156;30;421.0;782.0;-47.0;30
-172;36;477.0;733.0;-73.0;36
-134;-2;629.0;540.0;561.0;-2
-163;13;546.0;511.0;254.0;13
-164;-1612;259.0;573.0;-695.0;-1612
-171;-23;320.0;656.0;7.0;-23
-171;16;481.0;664.0;86.0;16
-163;-70;425.0;709.0;52.0;-70
-158;17;494.0;770.0;-9.0;17
-175;-1;394.0;642.0;141.0;-1
-170;-25;452.0;744.0;42.0;-25
-175;18;471.0;704.0;64.0;18
-162;-42;458.0;793.0;-207.0;-42
-156;-15;316.0;615.0;-23.0;-15
-159;-20;314.0;579.0;-147.0;-20
-159;15;436.0;638.0;-120.0;15
-176;0;396.0;758.0;-3.0;0
-163;140;344.0;837.0;143.0;140
-152;-56;379.0;815.0;123.0;-56
-175;-9;394.0;797.0;-78.0;-9
-177;-8;389.0;723.0;213.0;-8
-159;-21;478.0;693.0;41.0;-21
-175;17;388.0;765.0;-37.0;17
-156;31;630.0;1039.0;-216.0;31
-177;58;405.0;701.0;178.0;58
-161;-11;509.0;847.0;-60.0;-11
-166;-34;341.0;745.0;-34.0;-34
-175;-1;386.0;732.0;55.0;-1
-163;-13;455.0;688.0;-177.0;-13
180;-33;371.0;637.0;-1.0;-33
-158;37;481.0;802.0;-43.0;37
-169;-15;541.0;793.0;-81.0;-15
-158;35;503.0;805.0;-20.0;35
-170;10;640.0;836.0;-292.0;10
-159;23;300.0;568.0;-45.0;23
-158;-11;494.0;785.0;-3.0;-11
-156;179;398.0;763.0;-340.0;179
-155;-17;661.0;912.0;9.0;-17
-154;1550;159.0;545.0;-642.0;1550
-159;3;310.0;591.0;-65.0;3
-154;-12;888.0;663.0;311.0;-12
-158;-10;485.0;773.0;-43.0;-10
-134;3;592.0;642.0;-4.0;3
-132;6;590.0;599.0;-97.0;6
-157;22;329.0;705.0;-172.0;22
-158;7;504.0;789.0;-20.0;7
-158;-6;504.0;793.0;-48.0;-6
-175;-28;339.0;687.0;-56.0;-28
-152;-16;252.0;970.0;237.0;-16
-134;-17;534.0;866.0;-16.0;-17
-143;-324;168.0;547.0;-466.0;-324
-159;-30;292.0;556.0;-101.0;-30
-175;-27;328.0;687.0;-24.0;-27
-165;-41;352.0;665.0;-40.0;-41
-166;-51;371.0;723.0;-50.0;-51
-159;-10;283.0;613.0;42.0;-10
-166;-20;504.0;612.0;-11.0;-20
-158;-31;503.0;788.0;-48.0;-31
-158;1;491.0;751.0;-35.0;1
-159;-5;302.0;607.0;-69.0;-5
-159;25;299.0;600.0;39.0;25
-168;18;526.0;721.0;-116.0;18
-159;-34;278.0;590.0;-17.0;-34
-159;-5;310.0;618.0;19.0;-5
-164;-60;443.0;695.0;-23.0;-60
-159;0;293.0;570.0;39.0;0
-159;35;273.0;570.0;8.0;35
-175;-28;328.0;672.0;-130.0;-28
-159;15;281.0;601.0;77.0;15
-155;-247;245.0;722.0;477.0;-247
-156;15;291.0;605.0;-5.0;15
-167;18;339.0;622.0;-158.0;18
-159;13;295.0;624.0;39.0;13
-175;5;348.0;672.0;-104.0;5
-159;30;299.0;617.0;23.0;30
-168;510;241.0;569.0;262.0;510
-159;14;291.0;607.0;22.0;14
-132;2;941.0;870.0;449.0;2
-159;9;296.0;621.0;51.0;9
-101;1221;683.0;755.0;-223.0;1221
-159;-7;287.0;610.0;-3.0;-7
-158;-14;485.0;783.0;-19.0;-14
-152;-27;446.0;687.0;38.0;-27
-159;2;683.0;654.0;44.0;2
-159;18;292.0;609.0;-5.0;18
-159;17;291.0;621.0;-28.0;17
-166;-3;449.0;687.0;-134.0;-3
-167;-13;492.0;771.0;-34.0;-13
-159;-22;295.0;612.0;-51.0;-22
-149;-11;948.0;859.0;-226.0;-11
-155;-17;863.0;860.0;-812.0;-17
-158;34;483.0;774.0;48.0;34
-160;8;299.0;587.0;-6.0;8
-159;18;272.0;542.0;-71.0;18
-159;-2;290.0;602.0;-15.0;-2
-159;-1;297.0;626.0;11.0;-1
-160;0;309.0;612.0;-19.0;0
-159;53;265.0;592.0;-68.0;53
-159;-13;288.0;562.0;-34.0;-13
-159;-4;309.0;608.0;-94.0;-4
-159;29;296.0;593.0;-112.0;29
-159;-29;316.0;629.0;-107.0;-29
-158;4;483.0;760.0;-18.0;4
-159;-38;339.0;622.0;-45.0;-38
-160;11;268.0;554.0;139.0;11
-156;0;310.0;597.0;42.0;0
-160;16;577.0;414.0;-557.0;16
-159;-11;311.0;630.0;-6.0;-11
-159;-26;320.0;621.0;-4.0;-26
-158;45;496.0;774.0;-6.0;45
-158;14;502.0;785.0;-39.0;14
-158;11;476.0;766.0;-29.0;11
-164;-14;766.0;758.0;253.0;-14
-159;-7;333.0;603.0;40.0;-7
-159;20;323.0;625.0;42.0;20
-159;29;281.0;601.0;-15.0;29
-102;-1761;326.0;692.0;459.0;-1761
-159;11;279.0;606.0;5.0;11
-166;-67;702.0;833.0;2562.0;-67
-156;41;270.0;611.0;83.0;41
-159;0;275.0;619.0;-6.0;0
-159;-3;231.0;547.0;-4.0;-3
-159;-22;269.0;565.0;-16.0;-22
-156;11;688.0;992.0;-38.0;11
-159;-10;258.0;591.0;-29.0;-10
-159;6;278.0;590.0;245.0;6
-135;-24;455.0;777.0;-731.0;-24
-157;-42;211.0;544.0;1470.0;-42
-159;-40;289.0;635.0;33.0;-40
-159;-17;252.0;570.0;51.0;-17
-159;-5;253.0;567.0;99.0;-5
-159;-34;291.0;618.0;-29.0;-34
-156;-1085;336.0;745.0;1053.0;-1085
-159;2;272.0;574.0;5.0;2
-166;-370;253.0;675.0;971.0;-370
-159;-12;930.0;828.0;232.0;-12
-159;30;276.0;563.0;-110.0;30
-160;-32;261.0;570.0;95.0;-32
-159;-14;271.0;586.0;-88.0;-14
-135;6;939.0;844.0;-5.0;6
-158;-32;287.0;728.0;-29.0;-32
-159;32;291.0;554.0;10.0;32
-156;23;237.0;537.0;-5.0;23
-151;-11;593.0;907.0;-516.0;-11
-158;-191;456.0;831.0;-312.0;-191
-159;-23;291.0;630.0;-78.0;-23
-151;-6;453.0;793.0;-365.0;-6
-168;-82;687.0;931.0;-132.0;-82
-159;-4;233.0;497.0;69.0;-4
-175;49;245.0;830.0;-97.0;49
-159;11;283.0;614.0;29.0;11
-160;13;250.0;915.0;-350.0;13
-159;33;272.0;583.0;41.0;33
-177;-17;328.0;733.0;-110.0;-17
-169;308;50.0;379.0;122.0;308
-159;0;262.0;593.0;-106.0;0
-179;-287;129.0;390.0;-161.0;-287
-165;36;88.0;483.0;-476.0;36
-135;-4;942.0;783.0;106.0;-4
-160;-1;106.0;640.0;232.0;-1
-170;5;187.0;468.0;485.0;5
-165;-10;97.0;459.0;68.0;-10
-161;1;231.0;573.0;811.0;1
-135;-8;939.0;777.0;-5.0;-8
-156;-24;794.0;1009.0;-29.0;-24
-156;-8;237.0;549.0;42.0;-8
-159;-36;281.0;598.0;18.0;-36
-163;286;154.0;493.0;-760.0;286
-157;-361;851.0;832.0;-634.0;-361
-168;0;124.0;743.0;3.0;0
-155;-35;6.0;407.0;130.0;-35
-176;-416;165.0;528.0;-1010.0;-416
-163;3083;483.0;584.0;-406.0;3083
-160;58;166.0;497.0;-215.0;58
-152;52;154.0;492.0;-1219.0;52
-159;-20;218.0;512.0;-112.0;-20
-161;-30;188.0;547.0;-191.0;-30
-158;53;114.0;496.0;-16.0;53
-159;20;738.0;664.0;-3182.0;20
-157;4;458.0;311.0;-55.0;4
-158;-19;-45.0;511.0;65.0;-19
-158;-16;133.0;518.0;-35.0;-16
-160;41;711.0;1242.0;-28.0;41
-161;-904;686.0;745.0;-728.0;-904
-155;110;145.0;476.0;198.0;110
-85;897;136.0;487.0;-1374.0;897
-156;3;247.0;561.0;-43.0;3
-174;-31;137.0;520.0;90.0;-31
-162;12;190.0;606.0;-37.0;12
-166;-82;-53.0;462.0;-16.0;-82
-164;565;247.0;586.0;944.0;565
-161;-27;190.0;521.0;-795.0;-27
-161;-361;182.0;511.0;150.0;-361
-145;-866;249.0;531.0;-438.0;-866
-132;-7;884.0;754.0;-472.0;-7
-134;-112;31.0;447.0;-231.0;-112
-162;11;775.0;939.0;-412.0;11
-168;40;125.0;408.0;-116.0;40
-158;-33;362.0;885.0;24.0;-33
-134;-4;237.0;105.0;-99.0;-4
-162;44;139.0;565.0;80.0;44
182;-49;111.0;486.0;-67.0;-49
-165;-112;62.0;437.0;361.0;-112
-154;1;81.0;483.0;-117.0;1
