InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit R-SHOE EuY
-52;423.0;455.0;-63;514.0;-26
-54;426.0;454.0;-63;514.0;-26
-55;428.0;454.0;-63;512.0;-26
-55;430.0;453.0;-63;510.0;-26
-57;433.0;452.0;-63;507.0;-27
-57;436.0;452.0;-62;505.0;-29
-54;440.0;452.0;-61;503.0;-31
-53;443.0;453.0;-56;501.0;-35
-52;446.0;455.0;-49;502.0;-41
-52;458.0;469.0;42;490.0;-82
-98;650.0;601.0;-5;481.0;-31
-52;478.0;499.0;130;467.0;-84
-88;711.0;570.0;147;495.0;-76
39;206.0;300.0;-146;214.0;-20
-30;402.0;449.0;-124;569.0;-38
-30;387.0;431.0;-123;559.0;-34
-127;835.0;477.0;-1;515.0;-35
-157;763.0;637.0;18;502.0;-69
-160;655.0;395.0;-10;601.0;-31
-159;680.0;483.0;-8;539.0;-30
-186;541.0;434.0;-11;477.0;-28
-172;887.0;361.0;7;609.0;-46
80;542.0;432.0;-162;379.0;-11
129;417.0;266.0;-8;417.0;-20
-30;381.0;423.0;-123;554.0;-31
-30;374.0;415.0;-124;553.0;-30
-30;369.0;409.0;-125;549.0;-28
-30;364.0;404.0;-127;547.0;-25
-30;360.0;399.0;-128;548.0;-24
85;365.0;190.0;-8;396.0;-18
82;375.0;182.0;-11;407.0;-11
82;375.0;171.0;-8;397.0;-38
-30;356.0;396.0;-129;547.0;-23
-30;354.0;394.0;-131;547.0;-22
-30;352.0;392.0;-131;549.0;-23
-30;350.0;392.0;-133;550.0;-26
-32;350.0;392.0;-134;551.0;-30
-36;348.0;394.0;-135;552.0;-33
-38;347.0;396.0;-137;551.0;-34
-38;347.0;399.0;-137;549.0;-34
-37;347.0;402.0;-137;551.0;-34
-33;351.0;403.0;-138;546.0;-34
-22;361.0;404.0;-137;538.0;-34
82;350.0;167.0;-9;390.0;-78
121;360.0;143.0;-62;328.0;-17
81;349.0;192.0;-10;389.0;-48
77;366.0;218.0;-12;413.0;-28
76;372.0;226.0;-12;422.0;-30
73;378.0;236.0;-12;429.0;-28
72;387.0;246.0;-13;437.0;-25
73;396.0;255.0;-13;445.0;-24
69;431.0;276.0;-13;463.0;-24
68;440.0;278.0;-13;467.0;-24
70;449.0;281.0;-13;472.0;-24
69;459.0;284.0;-13;479.0;-24
73;473.0;288.0;-13;482.0;-24
81;488.0;295.0;-13;485.0;-24
81;506.0;303.0;-13;491.0;-24
111;614.0;357.0;-15;488.0;-25
171;715.0;305.0;-4;500.0;-38
36;367.0;406.0;-140;521.0;-22
-16;383.0;414.0;-138;530.0;-34
-30;398.0;447.0;-151;517.0;-39
-77;670.0;570.0;-157;346.0;-34
-19;478.0;405.0;-138;527.0;-34
-20;474.0;396.0;-138;525.0;-34
-29;471.0;385.0;-138;523.0;-34
-32;466.0;372.0;-137;523.0;-34
43;98.0;-73.0;-31;511.0;-25
134;317.0;143.0;-34;565.0;-28
102;65.0;120.0;-23;426.0;-28
99;343.0;188.0;-30;547.0;-27
-31;462.0;358.0;-137;520.0;-34
-145;761.0;553.0;-6;465.0;-26
-32;458.0;344.0;-137;514.0;-34
-12;660.0;453.0;-97;444.0;-37
-109;618.0;416.0;-29;383.0;-32
-5;744.0;402.0;3;340.0;-34
-179;953.0;241.0;0;591.0;-27
-31;453.0;331.0;-137;512.0;-34
-31;450.0;318.0;-137;511.0;-34
-32;446.0;304.0;-137;507.0;-34
-31;441.0;290.0;-137;507.0;-34
-32;435.0;277.0;-137;503.0;-34
-85;448.0;449.0;-163;527.0;-32
-178;363.0;406.0;-140;524.0;-21
-85;381.0;373.0;-157;526.0;-30
-85;350.0;338.0;-151;532.0;-28
-85;334.0;323.0;-148;540.0;-28
-85;319.0;310.0;-144;547.0;-28
-85;306.0;298.0;-143;553.0;-30
-85;296.0;286.0;-143;563.0;-30
-32;427.0;264.0;-138;499.0;-34
-32;418.0;250.0;-138;499.0;-33
-32;407.0;238.0;-138;495.0;-30
-32;395.0;226.0;-138;491.0;-28
-32;381.0;216.0;-139;489.0;-28
-32;366.0;206.0;-137;486.0;-27
-32;353.0;195.0;-137;482.0;-26
-32;344.0;186.0;-137;480.0;-26
-32;336.0;179.0;-133;477.0;-23
-32;329.0;173.0;-133;472.0;-23
-32;327.0;171.0;-134;469.0;-25
-32;329.0;171.0;-134;464.0;-25
-32;331.0;171.0;-134;457.0;-25
-32;333.0;171.0;-135;455.0;-25
-32;328.0;164.0;-136;454.0;-27
-32;324.0;161.0;-137;451.0;-28
-32;323.0;159.0;-138;451.0;-28
-32;323.0;159.0;-138;451.0;-28
-32;320.0;158.0;-139;450.0;-28
-31;318.0;158.0;-144;450.0;-29
67;224.0;178.0;-164;425.0;-40
-31;320.0;174.0;-147;445.0;-30
67;223.0;239.0;-164;410.0;-39
-31;322.0;200.0;-150;437.0;-27
65;223.0;227.0;-111;354.0;-22
-31;328.0;222.0;-155;428.0;-27
74;357.0;299.0;-163;363.0;-13
-31;340.0;243.0;-159;420.0;-28
-31;346.0;253.0;-159;417.0;-27
111;290.0;262.0;-164;226.0;-11
-31;358.0;269.0;-160;407.0;-26
-31;367.0;279.0;-160;396.0;-25
-6;451.0;264.0;-163;281.0;-25
-10;545.0;200.0;-162;-132.0;-25
92;72.0;240.0;-90;283.0;-25
-17;172.0;196.0;-140;515.0;-30
-18;207.0;239.0;-143;520.0;-31
-18;235.0;258.0;-143;515.0;-31
-17;242.0;269.0;-143;518.0;-31
-17;243.0;274.0;-143;518.0;-31
-17;244.0;280.0;-143;516.0;-31
-25;226.0;274.0;-141;581.0;-28
-17;248.0;290.0;-144;520.0;-31
-17;250.0;296.0;-144;520.0;-33
-17;252.0;302.0;-145;523.0;-36
-17;254.0;307.0;-146;525.0;-39
-17;256.0;313.0;-146;528.0;-44
-16;238.0;308.0;-141;588.0;-28
-17;260.0;324.0;-147;536.0;-51
-17;262.0;329.0;-147;537.0;-52
-17;264.0;334.0;-145;542.0;-50
-17;267.0;339.0;-145;542.0;-45
-17;270.0;344.0;-147;544.0;-42
-17;271.0;348.0;-146;549.0;-37
-17;237.0;367.0;-143;523.0;-26
-17;273.0;355.0;-143;549.0;-30
-17;274.0;358.0;-142;551.0;-28
-17;274.0;359.0;-142;551.0;-28
-17;286.0;371.0;-142;553.0;-27
-17;287.0;372.0;-141;556.0;-27
-17;291.0;372.0;-142;556.0;-27
-17;292.0;372.0;-142;554.0;-27
-17;293.0;372.0;-142;559.0;-27
-17;299.0;376.0;-142;558.0;-26
-17;300.0;376.0;-142;563.0;-26
-17;301.0;378.0;-142;561.0;-26
-17;302.0;379.0;-142;560.0;-26
-17;303.0;379.0;-142;563.0;-26
-17;303.0;379.0;-142;562.0;-26
-17;303.0;380.0;-142;562.0;-26
-17;288.0;373.0;-142;554.0;-27
142;385.0;465.0;-89;539.0;-27
-20;158.0;273.0;-110;500.0;-27
-33;445.0;412.0;-109;180.0;-19
67;276.0;272.0;-164;393.0;-28
-24;446.0;461.0;-170;455.0;-24
-159;539.0;348.0;-15;494.0;-11
-17;274.0;360.0;-142;551.0;-28
-166;481.0;333.0;-13;435.0;-52
-17;274.0;361.0;-142;554.0;-27
-17;275.0;363.0;-142;552.0;-27
-17;277.0;368.0;-142;552.0;-27
-17;277.0;368.0;-141;552.0;-27
-17;279.0;368.0;-142;553.0;-27
-17;280.0;369.0;-142;551.0;-27
-174;372.0;241.0;-12;438.0;-42
-17;282.0;369.0;-142;553.0;-27
-17;284.0;370.0;-142;553.0;-27
42;88.0;18.0;-50;388.0;-41
-20;71.0;130.0;-43;811.0;-29
-24;138.0;237.0;-58;824.0;-23
141;471.0;296.0;-3;821.0;-26
-42;221.0;260.0;-19;945.0;-21
43;346.0;261.0;-28;678.0;-12
-30;438.0;483.0;-141;580.0;-44
-17;286.0;372.0;-142;557.0;-27
-17;290.0;373.0;-142;558.0;-27
-176;394.0;242.0;-28;541.0;-20
180;948.0;259.0;0;614.0;-25
145;664.0;482.0;-11;560.0;-26
55;346.0;125.0;-70;312.0;-22
-10;441.0;-183.0;-16;-336.0;-10
123;699.0;524.0;0;524.0;-41
-17;303.0;381.0;-142;565.0;-26
-17;303.0;382.0;-142;564.0;-26
-5;151.0;-18.0;-82;180.0;-32
106;386.0;223.0;-10;385.0;-55
106;426.0;261.0;-9;405.0;-76
130;523.0;165.0;-4;414.0;-32
-37;524.0;227.0;-162;-33.0;-23
-17;302.0;383.0;-142;564.0;-26
106;501.0;305.0;-7;441.0;-63
119;135.0;66.0;-66;478.0;-26
-17;302.0;384.0;-142;563.0;-26
-17;301.0;384.0;-142;564.0;-26
-17;300.0;384.0;-142;564.0;-26
-3;138.0;144.0;-137;484.0;-30
-68;225.0;243.0;-141;581.0;-28
-68;725.0;544.0;-10;812.0;-41
-37;658.0;252.0;-165;139.0;-36
112;486.0;506.0;-155;589.0;-35
106;418.0;452.0;-85;540.0;-27
162;614.0;436.0;-24;341.0;-49
-30;368.0;419.0;-155;477.0;-41
10;115.0;232.0;-53;155.0;-43
-31;336.0;389.0;-162;433.0;-43
-9;106.0;59.0;-136;448.0;-30
-23;318.0;324.0;-152;393.0;-30
142;422.0;250.0;-38;527.0;-18
171;661.0;174.0;-2;435.0;-36
86;502.0;521.0;-4;317.0;-27
-45;551.0;513.0;-38;567.0;-21
-4;373.0;327.0;-161;322.0;-25
-17;298.0;385.0;-143;585.0;-27
-122;749.0;552.0;-16;962.0;-26
-35;374.0;373.0;-170;417.0;-26
-166;526.0;332.0;-16;484.0;-3
-166;467.0;328.0;0;426.0;-73
-17;273.0;375.0;-142;549.0;-26
-17;283.0;379.0;-142;553.0;-26
-17;287.0;386.0;-143;559.0;-26
-17;287.0;384.0;-143;568.0;-27
-17;293.0;384.0;-142;558.0;-26
-17;295.0;385.0;-142;559.0;-26
-17;296.0;385.0;-142;564.0;-26
-17;298.0;386.0;-142;565.0;-26
-17;296.0;390.0;-143;577.0;-27
121;250.0;128.0;-31;510.0;-47
-17;299.0;386.0;-142;562.0;-26
-17;299.0;385.0;-142;562.0;-26
-17;274.0;365.0;-142;553.0;-27
-17;273.0;366.0;-141;555.0;-27
-17;273.0;367.0;-142;554.0;-27
106;471.0;290.0;-6;425.0;-83
138;385.0;232.0;-8;413.0;-20
-17;245.0;368.0;-142;533.0;-26
134;415.0;241.0;-24;553.0;-12
167;728.0;542.0;-4;740.0;-31
-52;493.0;507.0;-168;481.0;-21
-17;276.0;368.0;-142;554.0;-27
99;-512.0;-357.0;-9;418.0;-25
-17;277.0;368.0;-142;554.0;-27
-180;337.0;120.0;-69;307.0;-22
99;-691.0;-572.0;-7;517.0;-24
-177;399.0;241.0;-28;546.0;-20
-162;752.0;564.0;-7;1145.0;-22
-143;-764.0;-526.0;6;600.0;-48
2;235.0;250.0;-71;1088.0;-29
110;350.0;423.0;-112;518.0;-25
-17;262.0;378.0;-142;540.0;-26
-93;774.0;559.0;-28;710.0;-26
61;-2.0;183.0;-111;378.0;-22
141;723.0;516.0;-12;1092.0;-27
82;402.0;449.0;-41;530.0;-10
125;-285.0;-142.0;-37;420.0;-28
-21;94.0;205.0;-112;519.0;-32
140;284.0;173.0;18;670.0;-73
134;671.0;494.0;-106;424.0;-33
