Accelerometer RKN_ accY;Accelerometer LUA_ accX;InertialMeasurementUnit LLA accZ;Accelerometer RKN_ accZ;InertialMeasurementUnit L-SHOE Nav_Az;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit L-SHOE Nav_Ax
1007.0;-76.0;-233.0;-9.0;25;-173.0;631;4;742;-42;-16
994.0;-53.0;-26.0;9.0;-23;-149.0;670;30;774;-42;49
983.0;2.0;11.0;5.0;40;-116.0;591;28;757;-42;-54
994.0;84.0;-30.0;29.0;-33;-107.0;652;112;805;-42;123
996.0;117.0;-43.0;28.0;-188;-110.0;694;342;992;-42;343
977.0;107.0;-14.0;62.0;11;-90.0;348;440;1020;-42;-38
967.0;97.0;20.0;11.0;99;-111.0;255;335;946;-39;-216
990.0;44.0;20.0;20.0;-19;-138.0;453;143;924;-36;-120
974.0;-28.0;16.0;10.0;14;-142.0;525;-24;831;-32;-31
987.0;-80.0;11.0;21.0;105;-133.0;667;-246;663;-28;138
981.0;-73.0;4.0;-7.0;48;-138.0;732;-361;708;-25;84
996.0;-68.0;4.0;-23.0;71;-135.0;762;-463;693;-22;43
1000.0;-68.0;-16.0;-14.0;270;-130.0;833;-637;484;-19;80
980.0;-66.0;-23.0;32.0;133;-146.0;385;-177;787;-18;-141
989.0;-46.0;-48.0;33.0;-3;-128.0;94;156;1023;-17;-192
961.0;-42.0;-64.0;10.0;85;-127.0;262;-38;875;-15;-33
979.0;-50.0;-63.0;19.0;-1;-127.0;249;-13;971;-15;-45
972.0;-46.0;-56.0;24.0;-8;-127.0;241;5;980;-14;9
998.0;-50.0;-40.0;58.0;56;-129.0;183;34;924;-13;40
987.0;-26.0;-36.0;11.0;16;-148.0;161;29;973;-12;-39
984.0;23.0;-37.0;16.0;105;-138.0;136;19;884;-11;-68
970.0;67.0;-29.0;19.0;144;-130.0;68;75;859;-11;-72
974.0;58.0;-19.0;45.0;18;-134.0;186;-38;966;-11;-121
959.0;59.0;0.0;58.0;26;-124.0;186;?;957;-11;-140
978.0;70.0;16.0;51.0;68;-110.0;97;?;929;-11;18
976.0;76.0;15.0;66.0;54;-121.0;117;?;937;-10;119
986.0;50.0;5.0;43.0;73;-126.0;119;?;922;-11;81
988.0;22.0;6.0;47.0;?;-136.0;140;?;938;-11;52
989.0;5.0;16.0;56.0;?;-121.0;139;?;905;-11;-4
973.0;-5.0;21.0;87.0;?;-126.0;123;?;888;-11;-38
968.0;-40.0;7.0;108.0;?;-110.0;299;?;984;-12;-25
979.0;-56.0;-14.0;178.0;?;-126.0;-38;?;815;-12;-53
952.0;-9.0;-26.0;243.0;?;-89.0;341;-41;1007;-13;32
971.0;14.0;-21.0;262.0;?;-46.0;-49;166;803;-13;-37
973.0;64.0;-29.0;273.0;?;-89.0;-113;227;634;-14;-123
1074.0;-90.0;-34.0;200.0;?;-110.0;82;198;560;-16;-137
1135.0;-213.0;-52.0;38.0;?;?;-2890;2048;-923;-17;-447
1051.0;94.0;-80.0;-109.0;?;?;1070;195;854;-31;127
1033.0;310.0;-17.0;-265.0;?;-256.0;4699;-2067;2303;-43;599
949.0;224.0;-51.0;-193.0;?;-484.0;436;-114;288;-40;58
923.0;75.0;-44.0;-107.0;162;-372.0;530;?;639;-41;43
912.0;-42.0;-81.0;-59.0;-316;-203.0;1049;?;853;-42;71
912.0;-29.0;-129.0;-30.0;345;-217.0;440;?;462;-41;-2
941.0;-32.0;-170.0;15.0;-206;-179.0;914;?;817;-42;29
904.0;6.0;-30.0;13.0;131;-140.0;522;?;691;-41;-56
863.0;3.0;171.0;69.0;-3;-220.0;675;?;745;-41;-27
921.0;28.0;184.0;-5.0;4;-270.0;667;?;742;-41;-35
923.0;29.0;88.0;250.0;58;-291.0;619;-9;709;-41;-38
989.0;14.0;40.0;251.0;8;-152.0;672;-33;732;-41;-23
963.0;-13.0;67.0;222.0;25;-107.0;646;-11;731;-41;-23
1030.0;-6.0;94.0;231.0;30;-170.0;641;-6;728;-41;-16
968.0;-35.0;93.0;292.0;14;-121.0;655;-9;737;-41;-18
927.0;-46.0;71.0;260.0;11;-138.0;666;-16;732;-41;-10
942.0;-58.0;29.0;264.0;41;-203.0;642;-12;712;-41;-13
942.0;-39.0;-7.0;240.0;-19;-172.0;688;-19;752;-41;-16
931.0;-46.0;-24.0;331.0;55;?;623;6;709;-41;0
911.0;-19.0;-28.0;376.0;-145;-129.0;826;-91;800;-41;9
936.0;-27.0;-36.0;351.0;-435;-93.0;1072;-189;973;-40;16
914.0;8.0;-64.0;344.0;-103;-27.0;734;-74;826;-37;37
935.0;2.0;-72.0;284.0;24;-48.0;599;-58;774;?;60
935.0;-10.0;-78.0;280.0;-52;-96.0;588;-60;870;?;74
939.0;8.0;-76.0;254.0;161;-92.0;309;69;781;-26;26
919.0;3.0;-87.0;290.0;170;-120.0;264;56;791;-23;-61
938.0;13.0;-83.0;253.0;108;-137.0;213;76;875;-20;-90
952.0;41.0;-56.0;262.0;172;-127.0;127;108;829;-17;-71
904.0;25.0;-38.0;326.0;118;-86.0;219;7;857;-16;-66
886.0;5.0;-21.0;331.0;163;-101.0;-25;233;870;-14;-68
850.0;-16.0;-7.0;394.0;157;-10.0;-36;258;872;-14;26
815.0;-20.0;-5.0;97.0;17;-293.0;294;-34;935;-14;91
652.0;-1.0;-1.0;987.0;46;-171.0;218;21;928;-14;12
1852.0;29.0;4.0;777.0;13;794.0;211;27;965;-14;-19
811.0;39.0;7.0;-705.0;-25;-412.0;276;-28;986;-14;4
865.0;41.0;1.0;153.0;25;-849.0;222;3;950;-14;-34
1394.0;31.0;-7.0;-346.0;9;-223.0;243;-29;963;-14;-82
619.0;-19.0;-11.0;-46.0;13;-113.0;237;-28;961;?;-85
979.0;-27.0;-28.0;-91.0;61;-111.0;190;12;922;?;-49
1002.0;-14.0;-21.0;247.0;65;-117.0;158;53;922;?;9
1082.0;-12.0;-11.0;179.0;63;-213.0;146;64;927;?;42
965.0;4.0;-1.0;89.0;8;-173.0;197;47;963;?;47
976.0;23.0;7.0;98.0;113;-144.0;127;47;886;?;19
952.0;13.0;18.0;131.0;12;-145.0;206;32;957;?;22
969.0;1.0;24.0;131.0;51;-137.0;172;47;929;?;11
973.0;7.0;5.0;131.0;254;-143.0;38;60;779;-14;-32
998.0;24.0;8.0;118.0;-255;-141.0;416;12;1143;-15;21
970.0;23.0;8.0;110.0;640;-164.0;-284;151;510;-14;-87
949.0;35.0;3.0;95.0;-431;-174.0;595;7;1248;-17;8
976.0;0.0;3.0;101.0;1341;-218.0;-918;657;-32;-16;-284
1006.0;-226.0;-6.0;145.0;2292;-196.0;-2059;1568;-646;-18;-366
959.0;23.0;-16.0;164.0;-6144;-141.0;4561;335;5292;-37;837
993.0;184.0;-9.0;244.0;-3905;-126.0;3662;-512;3399;-43;576
971.0;281.0;-21.0;158.0;1644;-304.0;-371;-130;-579;-39;-264
1098.0;192.0;10.0;11.0;-735;-256.0;1212;-118;1272;-42;11
1035.0;104.0;-62.0;-16.0;157;-77.0;572;-29;616;-41;-3
989.0;73.0;-89.0;102.0;147;-136.0;563;-10;636;-41;-2
956.0;104.0;-54.0;204.0;-228;-167.0;827;-32;917;-41;34
929.0;83.0;-13.0;232.0;226;-153.0;509;-9;575;-41;-13
970.0;34.0;126.0;222.0;-106;-190.0;740;-21;827;-41;23
923.0;24.0;205.0;294.0;82;-162.0;604;-5;689;-41;3
904.0;10.0;91.0;317.0;14;-116.0;658;-17;735;-41;?
886.0;18.0;35.0;438.0;8;-104.0;663;-15;739;-41;?
899.0;34.0;109.0;470.0;29;-23.0;649;-11;723;-41;?
907.0;85.0;175.0;304.0;17;-6.0;654;-10;734;-41;?
921.0;68.0;158.0;279.0;18;-69.0;656;-8;730;-41;?
954.0;47.0;?;273.0;18;-116.0;653;-3;734;-41;?
950.0;28.0;?;259.0;14;-145.0;661;-10;733;-41;?
950.0;31.0;?;241.0;15;-172.0;667;-16;726;-41;?
955.0;25.0;?;257.0;-8;?;670;-8;753;-41;?
928.0;4.0;?;247.0;-22;?;714;-40;733;-41;?
949.0;-17.0;?;256.0;-107;-163.0;777;-99;791;-40;?
950.0;-9.0;?;249.0;-362;-115.0;1009;-269;932;-39;?
960.0;20.0;?;232.0;-384;-151.0;1074;-315;910;-39;?
952.0;5.0;?;232.0;-37;-122.0;644;-46;811;-34;?
952.0;-31.0;?;261.0;68;?;440;31;827;-29;?
925.0;-37.0;?;291.0;-33;?;487;-49;907;-26;-80
928.0;-12.0;?;286.0;44;?;358;11;890;-23;-18
938.0;-4.0;?;257.0;165;?;207;88;812;-20;-11
887.0;27.0;?;323.0;165;?;150;112;831;-18;-52
970.0;11.0;?;256.0;93;?;171;80;898;-17;-67
749.0;10.0;-22.0;367.0;93;?;154;80;898;-15;-52
1102.0;1.0;-23.0;11.0;115;?;132;89;880;-14;-20
288.0;20.0;-19.0;911.0;76;?;152;77;912;-14;20
1804.0;17.0;-29.0;-1180.0;65;936.0;155;72;924;-13;20
1278.0;6.0;-38.0;-978.0;75;302.0;161;56;912;-13;5
812.0;4.0;-36.0;711.0;47;-987.0;174;51;936;-13;39
1316.0;22.0;-32.0;-271.0;42;139.0;177;41;941;-13;26
765.0;21.0;-20.0;11.0;55;-64.0;163;36;932;-13;-29
1085.0;32.0;-15.0;65.0;55;-225.0;148;48;936;-13;-39
979.0;22.0;-2.0;23.0;52;-116.0;164;35;935;-13;-25
985.0;19.0;6.0;62.0;42;-147.0;192;16;939;-13;-2
971.0;15.0;16.0;151.0;?;-70.0;187;33;936;-13;32
968.0;-10.0;23.0;157.0;?;-36.0;153;66;913;-13;?
969.0;-39.0;22.0;71.0;?;-122.0;200;31;929;?;?
974.0;-15.0;26.0;40.0;?;-142.0;120;86;888;?;?
984.0;26.0;23.0;57.0;?;-176.0;185;40;919;?;?
952.0;?;14.0;107.0;66;-156.0;223;19;903;?;?
972.0;?;0.0;111.0;195;-140.0;91;115;819;-15;?
971.0;?;-1.0;58.0;-73;-145.0;390;-112;987;-15;?
978.0;?;-4.0;32.0;625;-198.0;-345;430;528;-18;?
975.0;-88.0;-6.0;36.0;824;-208.0;-531;572;353;-19;?
1015.0;-115.0;-8.0;97.0;1044;-205.0;-783;756;236;-19;?
965.0;182.0;-7.0;167.0;2151;-170.0;-1987;1668;-407;-23;?
1016.0;173.0;-11.0;113.0;571;-268.0;-113;339;512;-25;?
968.0;170.0;-1.0;78.0;-379;-238.0;1059;-543;1036;-25;?
1073.0;168.0;2.0;15.0;261;-83.0;435;-129;607;-26;?
951.0;83.0;-86.0;102.0;-22;-105.0;792;-389;756;-26;?
979.0;86.0;-53.0;232.0;88;-182.0;643;-274;703;-26;18
966.0;155.0;-45.0;176.0;81;-161.0;632;-249;712;-26;25
955.0;132.0;86.0;144.0;5;-160.0;707;-268;753;-26;27
945.0;100.0;193.0;208.0;71;-189.0;625;-178;708;-26;26
934.0;61.0;134.0;264.0;17;-157.0;682;-183;733;-26;21
928.0;10.0;61.0;245.0;44;-156.0;647;-138;717;-26;-1
926.0;41.0;95.0;228.0;36;-153.0;657;-145;721;-26;4
932.0;71.0;145.0;262.0;25;-148.0;661;-115;726;-26;13
937.0;86.0;170.0;257.0;15;-110.0;662;-86;733;-26;6
937.0;44.0;129.0;282.0;20;-117.0;660;-72;?;-26;16
935.0;18.0;70.0;283.0;12;-82.0;675;-75;?;-26;-3
951.0;15.0;52.0;250.0;26;-119.0;663;-60;?;-26;11
945.0;16.0;40.0;245.0;22;-99.0;664;-52;?;-26;18
939.0;35.0;45.0;270.0;?;-124.0;676;-56;?;-26;-18
959.0;38.0;36.0;311.0;?;-147.0;635;-22;?;-26;11
953.0;7.0;21.0;285.0;?;-137.0;703;-66;?;-26;-48
942.0;2.0;12.0;262.0;?;-100.0;623;-7;?;-26;77
942.0;-12.0;8.0;293.0;?;-90.0;762;-86;?;-28;20
930.0;23.0;3.0;290.0;?;-73.0;1043;-292;?;-28;-233
928.0;13.0;-1.0;297.0;?;-81.0;677;-34;?;-26;225
953.0;18.0;0.0;321.0;?;-59.0;526;108;?;-26;488
919.0;0.0;3.0;235.0;?;-97.0;578;-35;775;-25;129
966.0;1.0;-8.0;144.0;?;-164.0;343;37;784;-21;-17
859.0;-2.0;-13.0;175.0;?;-126.0;328;51;890;-19;-49
941.0;5.0;-13.0;266.0;?;-137.0;368;-40;891;-18;-118
781.0;32.0;-10.0;270.0;?;-200.0;262;28;893;-16;-74
1059.0;25.0;-10.0;279.0;?;-318.0;179;89;893;-15;-65
402.0;19.0;-16.0;432.0;112;-213.0;160;72;879;-14;-64
1918.0;18.0;-15.0;124.0;92;444.0;154;84;895;-13;9
367.0;20.0;-13.0;93.0;88;-991.0;139;97;900;-12;36
1295.0;14.0;-14.0;56.0;76;-605.0;104;123;919;-12;36
929.0;9.0;-20.0;-298.0;71;66.0;124;94;920;-11;34
902.0;14.0;-12.0;-155.0;55;-242.0;196;24;919;-11;52
979.0;35.0;-7.0;-50.0;71;-195.0;133;85;916;-11;57
1070.0;40.0;-2.0;-12.0;88;-124.0;104;99;907;-11;15
963.0;31.0;3.0;57.0;51;-159.0;183;18;931;-11;-7
1002.0;19.0;1.0;99.0;29;-32.0;182;28;953;-11;-4
933.0;10.0;2.0;102.0;39;-97.0;178;27;944;-12;-27
978.0;-28.0;-2.0;40.0;53;-119.0;159;38;937;-12;-62
993.0;-1.0;-3.0;63.0;18;-110.0;213;-5;962;-12;-51
989.0;-34.0;-7.0;93.0;31;-108.0;222;-32;944;-12;-106
976.0;-23.0;3.0;98.0;84;-167.0;116;87;917;-12;-48
978.0;-3.0;6.0;85.0;87;-179.0;133;111;905;-13;88
976.0;42.0;8.0;52.0;57;-164.0;213;9;897;-13;25
946.0;14.0;2.0;7.0;-18;-170.0;204;120;1020;-13;243
960.0;54.0;-1.0;13.0;125;-179.0;211;-60;805;-13;-159
988.0;13.0;12.0;52.0;169;-211.0;55;228;891;-16;78
1004.0;106.0;14.0;126.0;410;-245.0;-74;204;632;-16;-214
990.0;-225.0;14.0;131.0;1285;-167.0;-990;807;-12;?;-575
972.0;41.0;22.0;183.0;1290;-100.0;-1008;1245;216;?;554
990.0;273.0;26.0;201.0;359;-109.0;2722;-3944;-942;-38;-3346
981.0;226.0;26.0;243.0;0;-134.0;3047;-4222;-820;-38;-3927
1081.0;208.0;40.0;184.0;52;-76.0;254;609;963;-40;549
955.0;145.0;34.0;145.0;-2;-38.0;722;-105;706;-40;0
994.0;66.0;-47.0;267.0;8;-185.0;784;-249;655;-40;-207
945.0;107.0;-60.0;158.0;26;-252.0;505;?;826;-40;223
957.0;139.0;-42.0;136.0;6;-244.0;793;?;650;-40;-200
969.0;102.0;108.0;94.0;18;-199.0;587;?;778;-40;119
968.0;91.0;178.0;172.0;11;-217.0;691;?;716;-40;-41
938.0;40.0;81.0;237.0;17;-163.0;658;-36;731;-40;-14
939.0;36.0;44.0;284.0;19;-72.0;644;-6;738;-40;14
929.0;48.0;121.0;347.0;10;-38.0;674;-41;727;-40;-5
909.0;26.0;142.0;359.0;18;-40.0;652;-10;732;-40;10
895.0;14.0;?;393.0;21;-35.0;661;-24;722;-40;-11
932.0;2.0;?;297.0;19;-71.0;661;-15;726;-40;-3
934.0;-12.0;?;273.0;20;-108.0;658;-8;727;-40;-3
960.0;-32.0;?;291.0;13;-85.0;665;-10;729;-40;-2
940.0;6.0;52.0;284.0;19;-125.0;660;-5;725;-40;9
943.0;10.0;44.0;289.0;19;-90.0;662;-15;725;-40;-27
957.0;48.0;31.0;254.0;13;-129.0;652;8;740;-40;4
949.0;57.0;19.0;273.0;17;-152.0;656;-7;733;-40;-18
943.0;61.0;15.0;248.0;-9;-160.0;683;-24;744;-40;-15
969.0;89.0;26.0;211.0;-70;-161.0;725;-8;787;-39;85
938.0;64.0;29.0;252.0;-104;-171.0;806;-151;766;-39;-113
926.0;6.0;33.0;265.0;-40;-156.0;722;-111;755;-36;3
950.0;-14.0;45.0;218.0;36;-74.0;581;48;760;-35;250
920.0;-20.0;42.0;253.0;17;-62.0;613;13;768;-35;215
956.0;-13.0;36.0;256.0;15;-44.0;553;15;823;-31;185
837.0;19.0;40.0;369.0;65;-101.0;395;-17;836;-27;-152
915.0;35.0;26.0;319.0;56;-45.0;368;-40;856;-24;-166
790.0;49.0;-2.0;411.0;79;-52.0;312;31;863;-21;14
864.0;33.0;-13.0;368.0;126;-284.0;232;45;840;-19;-60
745.0;29.0;-19.0;177.0;126;63.0;193;66;854;-17;-11
2184.0;19.0;-33.0;-2133.0;103;1425.0;173;101;887;-16;46
296.0;20.0;-25.0;531.0;89;-1326.0;192;93;899;-16;71
1587.0;0.0;-18.0;-530.0;153;-235.0;73;146;854;-14;-25
723.0;-13.0;-16.0;-106.0;79;-76.0;94;120;923;-14;-46
1128.0;-29.0;-5.0;-210.0;10;-225.0;238;17;961;-14;39
955.0;65.0;-7.0;25.0;94;-290.0;156;66;894;-14;-2
1033.0;59.0;-6.0;-28.0;21;-46.0;128;95;973;-14;-53
958.0;96.0;?;114.0;-28;-57.0;193;12;1001;-13;-105
963.0;72.0;?;129.0;36;-53.0;191;9;939;-13;-57
968.0;11.0;?;96.0;30;-137.0;165;75;959;-13;42
984.0;-21.0;5.0;73.0;25;-109.0;169;69;963;-13;42
1001.0;-2.0;14.0;54.0;57;-97.0;186;37;926;-13;24
962.0;5.0;20.0;17.0;64;-137.0;172;35;919;-13;-18
996.0;16.0;25.0;41.0;51;-198.0;152;43;937;-13;-64
970.0;28.0;50.0;0.0;9;-182.0;185;50;965;-14;-3
988.0;28.0;56.0;30.0;85;-181.0;128;109;926;-14;34
951.0;45.0;48.0;-3.0;32;-152.0;230;40;931;-14;85
984.0;48.0;42.0;18.0;43;-155.0;208;52;939;-15;48
975.0;39.0;41.0;77.0;107;-157.0;147;68;905;-15;-64
998.0;18.0;23.0;143.0;-85;-174.0;400;-119;953;-15;-2
986.0;-13.0;22.0;137.0;342;-137.0;-144;272;825;-16;-182
985.0;27.0;8.0;183.0;19;-122.0;323;13;808;-17;136
971.0;36.0;-1.0;242.0;993;-162.0;-988;971;440;-18;-318
950.0;-42.0;3.0;186.0;1853;-116.0;-1578;1309;-216;-25;-313
986.0;61.0;2.0;267.0;-1069;-11.0;2785;-1668;342;-36;1388
1031.0;328.0;1.0;81.0;-1027;134.0;1972;-874;1095;-41;127
980.0;371.0;3.0;94.0;355;-148.0;-146;632;958;-41;-779
984.0;194.0;-4.0;179.0;-238;?;1074;-319;723;-41;274
966.0;156.0;-33.0;159.0;90;?;562;31;711;-41;-77
976.0;70.0;-77.0;153.0;40;?;636;-22;721;-41;-56
971.0;113.0;-37.0;190.0;-41;?;762;-108;723;-41;27
944.0;105.0;47.0;252.0;65;?;581;28;729;-41;-81
968.0;134.0;208.0;253.0;-18;?;724;-76;723;-41;17
952.0;135.0;215.0;278.0;34;?;631;-6;731;-41;-51
926.0;78.0;94.0;321.0;15;?;665;-33;730;-41;-39
893.0;-149.0;56.0;327.0;27;?;658;-33;719;-41;-37
935.0;-157.0;113.0;291.0;23;-106.0;657;-24;724;-41;-18
896.0;-181.0;148.0;252.0;22;-133.0;653;-13;728;-41;-14
933.0;-180.0;155.0;214.0;26;-130.0;652;-12;724;-41;-12
913.0;-282.0;78.0;273.0;19;-180.0;662;-19;724;-41;-9
922.0;-298.0;57.0;305.0;17;-159.0;659;-12;730;-41;-18
971.0;-298.0;-48.0;271.0;17;-180.0;656;-3;733;-41;-15
971.0;-271.0;-82.0;288.0;13;-166.0;664;-10;731;-41;-19
928.0;-259.0;-133.0;285.0;17;-110.0;662;-9;727;-41;-15
931.0;-147.0;-245.0;280.0;21;-111.0;655;0;728;-41;-9
925.0;-128.0;-363.0;309.0;19;?;657;-2;728;-41;-7
932.0;-149.0;-418.0;333.0;20;?;658;-2;728;-41;-1
932.0;-35.0;-383.0;289.0;18;-125.0;656;0;731;-41;-7
947.0;143.0;-388.0;229.0;15;-113.0;659;-2;731;-41;-6
977.0;52.0;-441.0;212.0;18;-110.0;656;0;730;-41;-1
948.0;202.0;-434.0;225.0;22;-112.0;653;0;727;-41;-5
965.0;229.0;-421.0;234.0;20;-115.0;659;-6;725;-41;-4
912.0;229.0;-413.0;258.0;17;-174.0;662;-5;727;-41;-2
832.0;262.0;-294.0;388.0;20;-131.0;658;-2;727;-41;-4
822.0;276.0;-133.0;423.0;18;-207.0;657;3;729;-41;2
808.0;296.0;140.0;431.0;19;-17.0;657;3;727;-41;6
721.0;316.0;132.0;278.0;19;-407.0;657;2;728;-41;2
1395.0;322.0;197.0;649.0;19;858.0;658;0;728;-41;-5
1455.0;366.0;208.0;-12.0;22;834.0;660;-6;723;-41;-8
441.0;384.0;253.0;-10.0;21;-1022.0;660;-5;723;-41;0
1346.0;386.0;241.0;-108.0;25;-693.0;655;0;723;-41;4
951.0;401.0;233.0;-248.0;24;61.0;654;1;724;-41;0
1001.0;394.0;227.0;-12.0;23;-168.0;655;-1;725;-41;-2
