InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit BACK gyroZ
-40.0;-15.0;23.0;-10.0;-37.0;-175;23.0;6.0
-46.0;1.0;29.0;1.0;-7.0;-176;22.0;2.0
-63.0;-16.0;-5.0;20.0;-32.0;-176;-4.0;-4.0
-51.0;10.0;5.0;-20.0;-54.0;-176;-6.0;-4.0
-56.0;2.0;44.0;-42.0;-61.0;-174;21.0;-21.0
-76.0;13.0;50.0;-15.0;-51.0;-174;13.0;-49.0
-55.0;-23.0;42.0;-16.0;-32.0;-176;44.0;-7.0
-23.0;10.0;37.0;-10.0;-33.0;-176;1.0;3.0
-102.0;187.0;104.0;-377.0;-38.0;178;110.0;-221.0
301.0;-35.0;-462.0;-614.0;174.0;-174;-319.0;-77.0
-46.0;-1.0;25.0;26.0;-47.0;-175;-14.0;8.0
-56.0;8.0;27.0;-37.0;-41.0;-175;17.0;4.0
-27.0;10.0;49.0;-11.0;25.0;-177;22.0;-25.0
66.0;14.0;93.0;51.0;127.0;-177;79.0;-25.0
-64.0;-64.0;77.0;-41.0;-25.0;-177;70.0;-1.0
-59.0;-17.0;-1.0;-9.0;-49.0;-176;55.0;-13.0
-68.0;5.0;-16.0;16.0;-30.0;-171;-2.0;4.0
-54.0;22.0;29.0;-15.0;-2.0;-175;30.0;-11.0
-21.0;38.0;-15.0;26.0;-24.0;-174;-21.0;4.0
-72.0;8.0;33.0;-37.0;-42.0;-174;16.0;-10.0
-41.0;19.0;11.0;3.0;-47.0;-175;25.0;9.0
-84.0;8.0;15.0;-16.0;-49.0;-175;3.0;0.0
-40.0;0.0;5.0;23.0;-43.0;-175;4.0;-15.0
-63.0;-9.0;23.0;-35.0;-41.0;-171;-7.0;-9.0
-62.0;-9.0;16.0;29.0;-30.0;-174;-5.0;-2.0
-78.0;-28.0;-12.0;-12.0;-34.0;-171;22.0;17.0
-15.0;-28.0;-28.0;8.0;-40.0;-176;-18.0;-24.0
59.0;38.0;-317.0;-118.0;136.0;-178;-445.0;6.0
-76.0;-207.0;-113.0;-18.0;-47.0;-171;-27.0;-45.0
-60.0;-13.0;12.0;3.0;-47.0;-174;18.0;-26.0
-132.0;0.0;21.0;27.0;-47.0;-174;-1.0;-2.0
-40.0;-1.0;14.0;-11.0;-35.0;-171;-18.0;15.0
-86.0;-7.0;5.0;-60.0;-39.0;-171;13.0;-18.0
-52.0;4.0;57.0;11.0;-47.0;-176;9.0;11.0
-54.0;-19.0;12.0;-22.0;-42.0;-174;7.0;-13.0
-28.0;4.0;3.0;-31.0;-30.0;-174;1.0;-25.0
-98.0;15.0;8.0;-16.0;-42.0;-174;39.0;-15.0
-91.0;15.0;9.0;10.0;-55.0;-174;9.0;-15.0
-71.0;38.0;34.0;-4.0;-80.0;-176;-8.0;21.0
-71.0;-13.0;45.0;-5.0;-43.0;-174;10.0;-7.0
-90.0;8.0;14.0;13.0;-37.0;-174;3.0;-19.0
-128.0;-37.0;-157.0;-33.0;-163.0;-176;8.0;27.0
-54.0;-34.0;20.0;-10.0;-51.0;-174;-4.0;0.0
-50.0;23.0;14.0;-22.0;-37.0;-176;-7.0;8.0
-41.0;2.0;-22.0;6.0;-53.0;-176;12.0;17.0
-81.0;-4.0;7.0;-28.0;-30.0;-176;-8.0;-22.0
-75.0;18.0;-18.0;-13.0;-42.0;-176;53.0;2.0
-102.0;6.0;-3.0;-16.0;-22.0;-176;20.0;17.0
-55.0;6.0;20.0;4.0;-66.0;-171;3.0;-17.0
-71.0;-2.0;-16.0;-9.0;-43.0;-176;28.0;11.0
-32.0;14.0;-1.0;-4.0;-15.0;-176;-8.0;26.0
-41.0;2.0;-24.0;4.0;-37.0;-176;20.0;20.0
-84.0;-46.0;-29.0;-31.0;-56.0;-176;86.0;0.0
-82.0;-5.0;-23.0;-11.0;-32.0;-176;-2.0;-26.0
-60.0;-15.0;31.0;23.0;-35.0;-171;33.0;-30.0
-38.0;37.0;46.0;-59.0;-41.0;-176;-36.0;-12.0
-84.0;-7.0;8.0;-12.0;-40.0;-171;22.0;0.0
-73.0;-9.0;-103.0;-103.0;256.0;-173;16.0;-362.0
14.0;19.0;166.0;2.0;54.0;-178;-21.0;9.0
-104.0;28.0;34.0;-20.0;-51.0;-174;5.0;5.0
-186.0;30.0;27.0;-60.0;-75.0;-177;-69.0;32.0
-68.0;2.0;38.0;-27.0;-57.0;-174;0.0;17.0
-71.0;-21.0;-35.0;20.0;-47.0;-171;36.0;17.0
-36.0;14.0;6.0;-29.0;-57.0;-171;-10.0;21.0
-73.0;-43.0;-18.0;8.0;-56.0;-174;-16.0;-10.0
-73.0;-7.0;-5.0;-18.0;-35.0;-171;-14.0;-15.0
-43.0;57.0;259.0;-5.0;-16.0;179;-15.0;-20.0
-100.0;-12.0;8.0;5.0;-25.0;-176;0.0;-8.0
-65.0;-12.0;20.0;2.0;-48.0;-176;18.0;-26.0
-63.0;-15.0;-9.0;-24.0;-28.0;-171;23.0;-2.0
-82.0;8.0;18.0;-12.0;-52.0;-174;-8.0;-13.0
-74.0;-7.0;31.0;-34.0;-28.0;-174;10.0;6.0
-38.0;-54.0;-91.0;26.0;34.0;-177;91.0;-7.0
-55.0;0.0;27.0;33.0;-26.0;-174;7.0;-13.0
-41.0;16.0;33.0;15.0;-48.0;-174;16.0;-28.0
-71.0;35.0;-3.0;-34.0;-52.0;-176;-1.0;-30.0
-92.0;-7.0;19.0;0.0;-27.0;-174;13.0;-28.0
-69.0;48.0;31.0;-3.0;-32.0;-176;20.0;-11.0
-84.0;-56.0;23.0;-23.0;-72.0;-176;10.0;-9.0
-55.0;31.0;22.0;14.0;-45.0;164;62.0;-15.0
-76.0;-10.0;13.0;-44.0;-40.0;178;13.0;14.0
-137.0;-2.0;76.0;-37.0;-9.0;-174;-32.0;-13.0
-86.0;-19.0;31.0;12.0;-34.0;-174;1.0;8.0
-90.0;18.0;18.0;16.0;-37.0;-174;-1.0;-14.0
-95.0;-16.0;50.0;-44.0;-87.0;-176;74.0;-39.0
-59.0;-7.0;45.0;-9.0;-17.0;-176;19.0;6.0
-177.0;139.0;149.0;-140.0;-156.0;178;37.0;23.0
-76.0;10.0;33.0;-35.0;-62.0;-176;14.0;12.0
-55.0;-7.0;-3.0;-26.0;-39.0;-176;22.0;-9.0
-52.0;14.0;25.0;-9.0;-50.0;-177;0.0;-11.0
-80.0;-12.0;1.0;10.0;-49.0;-176;1.0;-11.0
-67.0;7.0;20.0;-15.0;-2.0;-174;20.0;-2.0
-38.0;10.0;3.0;-54.0;-24.0;-174;25.0;-13.0
-41.0;-23.0;35.0;-23.0;-51.0;-174;-10.0;-13.0
-56.0;-23.0;48.0;-25.0;-27.0;-174;34.0;6.0
-99.0;1.0;47.0;-8.0;-54.0;-177;8.0;-1.0
-75.0;-13.0;16.0;-15.0;-15.0;-171;-46.0;2.0
-71.0;-28.0;52.0;-18.0;-56.0;-171;9.0;-14.0
-98.0;-31.0;94.0;-14.0;-47.0;-176;32.0;-26.0
-74.0;27.0;-3.0;-20.0;-26.0;-174;-14.0;19.0
-63.0;21.0;41.0;-5.0;-44.0;-174;-23.0;-22.0
-80.0;37.0;27.0;-23.0;-81.0;-174;-13.0;-9.0
-79.0;12.0;7.0;-28.0;-30.0;-174;59.0;-13.0
-71.0;12.0;19.0;-3.0;-25.0;-174;25.0;-7.0
-66.0;21.0;28.0;-31.0;-47.0;-174;27.0;3.0
-50.0;21.0;31.0;-15.0;-44.0;-179;41.0;-24.0
-45.0;5.0;23.0;-5.0;-38.0;-174;7.0;-45.0
-32.0;-6.0;12.0;-22.0;-30.0;-174;4.0;-11.0
-81.0;0.0;19.0;5.0;-53.0;-179;42.0;-13.0
-35.0;-4.0;16.0;-22.0;-19.0;-179;33.0;25.0
-46.0;20.0;132.0;7.0;-18.0;-177;-70.0;6.0
-39.0;-27.0;25.0;-12.0;-25.0;-179;-14.0;-8.0
-57.0;2.0;41.0;-19.0;-53.0;-179;21.0;-11.0
-65.0;-7.0;21.0;-22.0;-17.0;-179;14.0;-3.0
-58.0;8.0;29.0;-36.0;-75.0;-174;20.0;-4.0
-92.0;0.0;38.0;-33.0;-60.0;-174;11.0;0.0
-69.0;17.0;49.0;-6.0;-21.0;-179;4.0;36.0
-64.0;22.0;45.0;-5.0;-23.0;-179;34.0;-8.0
-49.0;-4.0;49.0;-1.0;-28.0;-177;-7.0;-33.0
-73.0;-2.0;36.0;-21.0;-52.0;-179;9.0;15.0
-58.0;208.0;-13.0;-124.0;-121.0;-174;55.0;27.0
-80.0;-8.0;43.0;-42.0;-25.0;-179;-9.0;26.0
-58.0;-17.0;62.0;8.0;-34.0;-176;40.0;-26.0
-67.0;27.0;74.0;-69.0;-43.0;-174;-50.0;-8.0
-76.0;2.0;32.0;-5.0;-59.0;-179;20.0;4.0
-59.0;9.0;51.0;-17.0;-32.0;-179;26.0;-10.0
-67.0;-23.0;29.0;16.0;-58.0;-176;10.0;6.0
-63.0;-4.0;48.0;-8.0;-51.0;-179;-34.0;4.0
-105.0;-29.0;21.0;-41.0;-49.0;-179;-9.0;17.0
-39.0;83.0;28.0;123.0;-78.0;-166;-152.0;84.0
-102.0;-37.0;35.0;4.0;-42.0;-178;6.0;12.0
-394.0;-288.0;143.0;-228.0;-570.0;-174;303.0;404.0
-55.0;-36.0;-22.0;-25.0;-46.0;-179;-25.0;19.0
-97.0;27.0;-57.0;-40.0;-45.0;-176;-46.0;-7.0
-49.0;-24.0;-6.0;-33.0;-20.0;-176;-20.0;17.0
-84.0;-12.0;-8.0;-14.0;-26.0;-178;13.0;-23.0
-58.0;-80.0;-16.0;-45.0;-30.0;-176;-59.0;-30.0
-64.0;-21.0;-6.0;12.0;-35.0;-176;14.0;-17.0
-66.0;1.0;42.0;-24.0;-35.0;-176;22.0;-4.0
-64.0;0.0;22.0;18.0;-32.0;-173;16.0;13.0
-70.0;12.0;15.0;-19.0;-77.0;-173;-12.0;13.0
-107.0;-21.0;25.0;14.0;-73.0;-176;24.0;-5.0
-62.0;0.0;-8.0;13.0;-32.0;-171;3.0;11.0
-98.0;34.0;70.0;-29.0;-66.0;-179;18.0;7.0
-102.0;2.0;48.0;-12.0;-69.0;178;20.0;-13.0
-74.0;9.0;5.0;-10.0;-35.0;-171;7.0;0.0
-85.0;-23.0;49.0;-15.0;-58.0;-171;-7.0;15.0
-40.0;2.0;-1.0;-19.0;-41.0;-171;-8.0;17.0
-50.0;83.0;66.0;-26.0;-56.0;164;50.0;0.0
2.0;0.0;27.0;-53.0;-24.0;-176;-7.0;6.0
-119.0;26.0;4.0;-20.0;138.0;173;98.0;-45.0
-11.0;-12.0;45.0;-26.0;-1.0;-177;-45.0;-31.0
-81.0;-5.0;30.0;-21.0;-59.0;-171;5.0;12.0
56.0;-11.0;3.0;-10.0;-33.0;-176;8.0;3.0
-34.0;-3.0;46.0;26.0;15.0;-178;25.0;-11.0
-37.0;21.0;44.0;-14.0;-20.0;-172;8.0;-4.0
-66.0;2.0;14.0;-11.0;-36.0;-172;-5.0;-2.0
-96.0;-9.0;16.0;-15.0;-26.0;-172;-16.0;-16.0
-82.0;-6.0;9.0;-40.0;-45.0;-178;-23.0;18.0
-424.0;0.0;-5.0;-24.0;-68.0;-176;-1.0;-9.0
-44.0;19.0;-7.0;-12.0;-61.0;-176;52.0;-21.0
-30.0;21.0;-5.0;-12.0;-31.0;-172;7.0;6.0
-215.0;-1.0;37.0;-22.0;-60.0;-176;31.0;-11.0
-29.0;2.0;92.0;-16.0;-22.0;-176;9.0;6.0
-66.0;-5.0;48.0;-16.0;-30.0;-176;7.0;16.0
-80.0;-9.0;8.0;-23.0;-33.0;-176;-3.0;6.0
-93.0;-24.0;42.0;-29.0;-40.0;-176;12.0;21.0
-85.0;-53.0;-67.0;-28.0;-13.0;-176;6.0;-4.0
-40.0;-22.0;17.0;-27.0;-49.0;-176;-7.0;13.0
383.0;-141.0;-231.0;-11.0;86.0;-176;28.0;-36.0
-91.0;-26.0;-20.0;2.0;-37.0;-171;22.0;26.0
-69.0;-1.0;6.0;-15.0;-33.0;-176;2.0;1.0
-75.0;-5.0;1.0;-27.0;-47.0;-176;-18.0;-18.0
-65.0;-22.0;-8.0;-35.0;-47.0;-176;35.0;15.0
-52.0;-13.0;59.0;-4.0;-41.0;-177;19.0;23.0
-65.0;-25.0;-4.0;-23.0;-24.0;-176;4.0;23.0
-42.0;0.0;38.0;-33.0;-41.0;178;36.0;-1.0
-45.0;14.0;-6.0;3.0;-28.0;-171;5.0;-25.0
-106.0;-35.0;-12.0;-6.0;-30.0;-179;-4.0;4.0
-77.0;-63.0;11.0;-81.0;-42.0;-178;-25.0;15.0
-61.0;-6.0;21.0;-28.0;-11.0;-180;-2.0;11.0
-32.0;-3.0;10.0;-23.0;-21.0;-180;33.0;-23.0
-80.0;-12.0;42.0;-38.0;-42.0;-179;-28.0;0.0
-93.0;20.0;21.0;-9.0;-38.0;-179;-18.0;7.0
-68.0;5.0;13.0;-33.0;-22.0;-179;-2.0;-1.0
-69.0;13.0;26.0;-36.0;-34.0;-180;3.0;-23.0
-74.0;15.0;38.0;-23.0;-42.0;-180;34.0;3.0
-72.0;5.0;22.0;28.0;-31.0;-179;11.0;3.0
-58.0;-30.0;37.0;-3.0;-47.0;-176;4.0;-11.0
-101.0;22.0;4.0;-46.0;-61.0;-179;-13.0;8.0
-160.0;20.0;-52.0;4.0;-58.0;-171;-23.0;33.0
-124.0;-18.0;-33.0;-45.0;-15.0;-176;-5.0;-7.0
-77.0;-78.0;-52.0;-42.0;-56.0;-176;-80.0;-26.0
-58.0;8.0;-14.0;-1.0;-10.0;-171;-8.0;0.0
-62.0;25.0;53.0;8.0;-47.0;-171;16.0;-17.0
-801.0;-681.0;-493.0;-112.0;-365.0;-177;944.0;-47.0
-59.0;0.0;49.0;8.0;-23.0;-179;0.0;-5.0
-325.0;-392.0;52.0;-164.0;-301.0;-176;69.0;72.0
-83.0;11.0;61.0;-29.0;-30.0;-176;6.0;23.0
-45.0;2.0;5.0;0.0;-47.0;-171;-12.0;17.0
-62.0;-22.0;44.0;-70.0;-47.0;-171;31.0;-26.0
-56.0;14.0;8.0;-55.0;-52.0;-171;-21.0;21.0
-144.0;28.0;60.0;18.0;-111.0;-176;45.0;0.0
-61.0;28.0;-9.0;6.0;-58.0;-176;17.0;11.0
-69.0;-33.0;57.0;-18.0;-47.0;-171;21.0;-19.0
-114.0;-34.0;42.0;-30.0;-53.0;-176;-22.0;17.0
-91.0;-26.0;-17.0;-92.0;-112.0;-176;13.0;34.0
-65.0;-5.0;20.0;-4.0;-32.0;-179;31.0;15.0
-58.0;17.0;-4.0;-12.0;-16.0;-176;20.0;27.0
-77.0;13.0;8.0;11.0;-54.0;-176;-16.0;-2.0
-196.0;-43.0;22.0;-89.0;-144.0;-176;-24.0;27.0
-78.0;-17.0;-12.0;10.0;-35.0;-176;14.0;26.0
-93.0;-4.0;-23.0;31.0;-8.0;-176;29.0;-10.0
-28.0;1.0;-16.0;-29.0;-20.0;-171;-9.0;20.0
-107.0;-14.0;-10.0;-8.0;-14.0;-173;-85.0;15.0
-149.0;-218.0;165.0;-33.0;-72.0;-178;-83.0;65.0
-83.0;-13.0;45.0;-12.0;-40.0;-176;-7.0;-12.0
-92.0;4.0;32.0;-31.0;-23.0;-176;3.0;-25.0
-75.0;42.0;39.0;-26.0;-21.0;-179;-31.0;-20.0
-67.0;10.0;28.0;-29.0;-58.0;-176;-30.0;-15.0
-50.0;-10.0;-1.0;-37.0;-52.0;-176;40.0;3.0
-108.0;-17.0;-182.0;-33.0;-64.0;-176;116.0;8.0
-30.0;25.0;11.0;-29.0;-49.0;-176;-88.0;-9.0
-139.0;-66.0;-35.0;-90.0;-77.0;-176;-108.0;-5.0
-95.0;-7.0;10.0;-48.0;-52.0;-176;-28.0;33.0
-69.0;-22.0;9.0;-41.0;-26.0;-176;-22.0;13.0
-232.0;43.0;64.0;-119.0;-189.0;-176;-97.0;21.0
-54.0;-14.0;18.0;-11.0;-35.0;-176;-13.0;-7.0
-61.0;-21.0;17.0;-28.0;-47.0;-176;4.0;13.0
-49.0;-5.0;-1.0;-10.0;-52.0;-176;0.0;-15.0
-128.0;16.0;44.0;-31.0;-84.0;-176;-45.0;30.0
-494.0;-129.0;-75.0;41.0;-311.0;-176;42.0;77.0
-103.0;-9.0;58.0;-30.0;-55.0;178;60.0;-2.0
-57.0;14.0;-18.0;-40.0;-74.0;-176;4.0;-17.0
-57.0;37.0;3.0;-24.0;-56.0;-176;-3.0;-15.0
-119.0;5.0;1.0;-19.0;-52.0;-176;10.0;-26.0
-60.0;-36.0;-17.0;17.0;-41.0;-176;50.0;13.0
-62.0;8.0;-25.0;-39.0;-63.0;-176;12.0;-32.0
-340.0;-112.0;-58.0;-20.0;-376.0;-182;-2.0;11.0
-51.0;-28.0;-11.0;-16.0;-9.0;-176;15.0;-19.0
-109.0;-37.0;-75.0;-32.0;-81.0;-178;21.0;10.0
-74.0;-11.0;0.0;-65.0;-27.0;-177;19.0;-19.0
-31.0;-365.0;-319.0;14.0;52.0;164;-116.0;-36.0
3.0;-172.0;-235.0;8.0;-41.0;-174;156.0;-188.0
-63.0;-30.0;2.0;-6.0;-11.0;-176;24.0;13.0
-81.0;11.0;62.0;-48.0;-36.0;-179;20.0;-4.0
-68.0;-17.0;25.0;6.0;-54.0;-176;49.0;-17.0
-116.0;19.0;-44.0;-6.0;-89.0;-176;59.0;28.0
-84.0;4.0;23.0;-6.0;-40.0;-171;-3.0;3.0
-54.0;12.0;5.0;5.0;-26.0;-176;30.0;4.0
-82.0;29.0;40.0;-42.0;-58.0;-171;-98.0;-34.0
-135.0;13.0;43.0;-117.0;-128.0;-177;-113.0;8.0
-55.0;-11.0;41.0;-4.0;-26.0;-171;77.0;-26.0
-77.0;-6.0;41.0;-9.0;-43.0;-177;-38.0;25.0
-144.0;46.0;-1.0;-12.0;-93.0;-176;61.0;-16.0
-107.0;-5.0;27.0;-29.0;-62.0;-171;8.0;0.0
-47.0;-21.0;-17.0;-46.0;-43.0;-177;14.0;-13.0
-25.0;-16.0;-10.0;-15.0;-31.0;-177;32.0;8.0
-46.0;6.0;-3.0;-11.0;-13.0;-176;5.0;-16.0
-69.0;6.0;-23.0;-3.0;-40.0;-171;-8.0;10.0
-66.0;-26.0;17.0;31.0;-39.0;-171;-7.0;-17.0
-39.0;59.0;40.0;-21.0;-29.0;-179;30.0;40.0
-49.0;11.0;16.0;-40.0;-20.0;-176;13.0;21.0
-56.0;-4.0;-6.0;-37.0;-36.0;-176;29.0;-7.0
-71.0;2.0;9.0;-1.0;-61.0;-176;21.0;-12.0
-301.0;-150.0;-42.0;252.0;-230.0;-191;67.0;102.0
-37.0;-15.0;70.0;-43.0;-4.0;-171;27.0;-13.0
-79.0;-110.0;-360.0;455.0;-128.0;73;296.0;197.0
-294.0;157.0;157.0;52.0;205.0;-177;180.0;-62.0
176.0;14.0;9.0;6.0;-31.0;-176;11.0;-27.0
-35.0;200.0;38.0;-59.0;-1.0;-174;-84.0;-16.0
49.0;445.0;-586.0;154.0;172.0;-177;-235.0;43.0
14.0;30.0;25.0;-7.0;-73.0;-176;8.0;-15.0
-41.0;42.0;-129.0;-33.0;-32.0;-176;-90.0;-11.0
-129.0;14.0;59.0;-11.0;-50.0;-174;0.0;-18.0
492.0;-20.0;-163.0;-26.0;338.0;-176;299.0;29.0
-16.0;10.0;35.0;15.0;29.0;-176;-4.0;17.0
26.0;264.0;-212.0;-206.0;-46.0;-178;-22.0;-53.0
216.0;294.0;882.0;172.0;238.0;-177;206.0;-24.0
-27.0;0.0;28.0;-22.0;-88.0;-176;-8.0;-14.0
-76.0;47.0;43.0;18.0;-32.0;-176;102.0;-13.0
-382.0;5.0;-143.0;691.0;-43.0;-180;449.0;-101.0
-2.0;77.0;130.0;-52.0;-68.0;-176;45.0;-13.0
-7.0;13.0;75.0;2.0;36.0;-179;18.0;-1.0
-64.0;17.0;18.0;-50.0;-3.0;-176;33.0;23.0
64.0;16.0;-202.0;132.0;128.0;-174;-109.0;122.0
-124.0;0.0;39.0;-14.0;-27.0;-176;27.0;-19.0
262.0;-135.0;-84.0;330.0;486.0;-179;158.0;-23.0
-46.0;8.0;22.0;24.0;-22.0;-176;27.0;13.0
-71.0;37.0;56.0;-15.0;-19.0;-179;64.0;5.0
-171.0;-197.0;45.0;-229.0;-119.0;-176;-52.0;67.0
15.0;-67.0;307.0;43.0;-118.0;-173;164.0;179.0
668.0;102.0;59.0;-80.0;-392.0;-176;33.0;42.0
-59.0;-8.0;14.0;-37.0;-33.0;-177;92.0;16.0
-23.0;14.0;46.0;-28.0;-17.0;-175;37.0;20.0
-42.0;-89.0;173.0;37.0;4.0;-176;54.0;9.0
-48.0;-4.0;-5.0;-7.0;-123.0;-177;-14.0;-43.0
-11.0;26.0;-396.0;-51.0;-150.0;-176;-305.0;244.0
-15.0;336.0;100.0;-89.0;14.0;-177;-355.0;12.0
540.0;-635.0;-556.0;-31.0;721.0;108;83.0;173.0
-123.0;980.0;-426.0;-263.0;-81.0;-171;-1051.0;16.0
-44.0;-438.0;65.0;-306.0;-125.0;178;253.0;-28.0
-46.0;17.0;20.0;11.0;-64.0;-176;38.0;20.0
163.0;39.0;28.0;136.0;189.0;-177;131.0;-21.0
-248.0;29.0;97.0;-233.0;-270.0;-175;-182.0;-17.0
-47.0;-7.0;-10.0;-27.0;-11.0;-176;-53.0;2.0
-245.0;-567.0;-245.0;33.0;-156.0;-173;335.0;79.0
12.0;694.0;571.0;-41.0;4.0;178;221.0;-62.0
-42.0;9.0;15.0;7.0;-39.0;-176;57.0;11.0
-71.0;-71.0;-75.0;32.0;-57.0;-178;143.0;-107.0
-154.0;25.0;-282.0;66.0;1.0;156;-287.0;214.0
-47.0;228.0;137.0;5.0;-70.0;-171;160.0;34.0
-34.0;33.0;54.0;18.0;-59.0;-176;11.0;2.0
-58.0;88.0;-11.0;-168.0;84.0;-169;136.0;-258.0
57.0;-275.0;-210.0;-14.0;286.0;-177;-109.0;-89.0
-47.0;-37.0;51.0;-9.0;-23.0;-174;27.0;-26.0
163.0;-13.0;10.0;-13.0;-3.0;-176;16.0;4.0
-190.0;443.0;667.0;-163.0;-169.0;178;166.0;37.0
-242.0;-14.0;-174.0;135.0;178.0;-177;-2.0;69.0
-45.0;23.0;20.0;31.0;-56.0;-171;-6.0;10.0
-209.0;-69.0;547.0;134.0;321.0;-177;219.0;-236.0
-9.0;-217.0;-1029.0;81.0;212.0;176;148.0;-336.0
-141.0;-98.0;39.0;-39.0;-115.0;174;24.0;49.0
-96.0;-29.0;29.0;89.0;7.0;-176;8.0;-24.0
-84.0;-17.0;125.0;-94.0;-60.0;-176;-96.0;-2.0
-51.0;5.0;-23.0;24.0;-26.0;-174;-33.0;0.0
68.0;244.0;353.0;-75.0;-3.0;-176;-769.0;-1.0
-194.0;-56.0;-14.0;19.0;-56.0;-176;179.0;-11.0
-5.0;-26.0;48.0;22.0;-26.0;-176;47.0;-13.0
-29.0;4.0;21.0;9.0;-22.0;-176;31.0;-3.0
3122.0;-777.0;-2355.0;-147.0;-40.0;-178;900.0;-41.0
-669.0;-69.0;320.0;475.0;-140.0;174;482.0;-36.0
-109.0;-26.0;-75.0;-49.0;235.0;-176;-50.0;4.0
-1117.0;-6.0;123.0;-1124.0;-1254.0;-166;-898.0;80.0
0.0;0.0;70.0;-8.0;-10.0;-176;24.0;-51.0
-62.0;55.0;24.0;3.0;-48.0;-176;7.0;4.0
26.0;2.0;-56.0;57.0;67.0;-176;113.0;-20.0
-618.0;-137.0;-98.0;-91.0;-295.0;-176;181.0;-19.0
-171.0;-533.0;-348.0;230.0;16.0;-178;692.0;80.0
1361.0;-180.0;-1106.0;1247.0;1367.0;-176;1691.0;-634.0
-381.0;-152.0;113.0;265.0;-164.0;-172;47.0;107.0
630.0;-51.0;41.0;3.0;305.0;-176;6.0;12.0
-614.0;-59.0;-174.0;-51.0;29.0;-176;104.0;-27.0
-86.0;-30.0;182.0;-63.0;-53.0;-171;-77.0;-39.0
-103.0;48.0;212.0;-15.0;34.0;-176;-66.0;15.0
-104.0;25.0;21.0;-67.0;-91.0;-176;-3.0;-17.0
