InertialMeasurementUnit BACK accY;InertialMeasurementUnit RUA accZ;Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA^ accY;InertialMeasurementUnit LUA accZ;Accelerometer RUA_ accY;InertialMeasurementUnit RLA accX;Accelerometer RWR accY;InertialMeasurementUnit RLA accZ;Accelerometer RUA_ accZ;InertialMeasurementUnit RUA accY
-117.0;371.0;494.0;-941.0;1040.0;137.0;776.0;-445.0;351.0;872.0;266.0;346.0
-88.0;222.0;308.0;-900.0;1062.0;114.0;932.0;-688.0;650.0;696.0;21.0;198.0
-70.0;229.0;278.0;-803.0;949.0;150.0;841.0;-661.0;556.0;477.0;227.0;28.0
4.0;489.0;153.0;-874.0;971.0;196.0;885.0;-699.0;679.0;609.0;301.0;149.0
-2.0;204.0;361.0;-773.0;1240.0;64.0;856.0;-659.0;923.0;417.0;145.0;234.0
-67.0;263.0;349.0;-893.0;951.0;22.0;861.0;-767.0;631.0;463.0;162.0;155.0
-56.0;268.0;369.0;-890.0;991.0;79.0;877.0;-778.0;584.0;451.0;158.0;150.0
-60.0;278.0;337.0;-877.0;980.0;83.0;884.0;-797.0;603.0;460.0;170.0;97.0
-84.0;259.0;306.0;-862.0;975.0;74.0;913.0;-796.0;604.0;491.0;200.0;52.0
-79.0;333.0;271.0;-815.0;985.0;147.0;917.0;-721.0;603.0;458.0;169.0;117.0
-396.0;172.0;-64.0;-1001.0;1118.0;647.0;990.0;-856.0;815.0;453.0;200.0;-41.0
-341.0;30.0;282.0;-981.0;1076.0;418.0;940.0;-813.0;696.0;412.0;52.0;160.0
-505.0;-33.0;60.0;-1026.0;1098.0;553.0;1016.0;-904.0;859.0;403.0;-70.0;62.0
-340.0;9.0;267.0;-976.0;1080.0;435.0;960.0;-795.0;754.0;343.0;-4.0;222.0
-111.0;349.0;231.0;-911.0;1006.0;-4.0;835.0;-742.0;517.0;630.0;98.0;2.0
-127.0;277.0;268.0;-897.0;1045.0;41.0;860.0;-631.0;548.0;589.0;108.0;124.0
74.0;291.0;222.0;-932.0;1073.0;-171.0;749.0;-236.0;350.0;545.0;32.0;83.0
-254.0;166.0;225.0;-1110.0;1070.0;318.0;1046.0;-940.0;736.0;564.0;-131.0;279.0
-504.0;1.0;275.0;-1027.0;1126.0;443.0;1077.0;-889.0;435.0;501.0;-228.0;310.0
-319.0;181.0;468.0;-1004.0;960.0;232.0;903.0;-568.0;358.0;648.0;252.0;257.0
-122.0;123.0;410.0;-895.0;990.0;259.0;851.0;-626.0;576.0;247.0;6.0;363.0
-159.0;128.0;409.0;-900.0;1001.0;203.0;848.0;-630.0;547.0;248.0;30.0;345.0
-57.0;290.0;271.0;-971.0;1022.0;254.0;1059.0;-875.0;699.0;611.0;169.0;69.0
-11.0;246.0;296.0;-933.0;1031.0;206.0;976.0;-815.0;626.0;514.0;141.0;154.0
10.0;241.0;351.0;-926.0;1039.0;179.0;934.0;-781.0;625.0;492.0;117.0;199.0
17.0;242.0;330.0;-930.0;1012.0;150.0;911.0;-747.0;639.0;473.0;108.0;241.0
21.0;269.0;283.0;-909.0;1001.0;185.0;868.0;-708.0;664.0;460.0;108.0;232.0
-6.0;390.0;332.0;-868.0;1083.0;334.0;806.0;-506.0;716.0;569.0;66.0;338.0
39.0;209.0;174.0;-871.0;1233.0;44.0;959.0;-717.0;917.0;507.0;163.0;241.0
-79.0;222.0;220.0;-961.0;1094.0;190.0;924.0;-795.0;739.0;501.0;79.0;167.0
-59.0;220.0;176.0;-946.0;1028.0;180.0;942.0;-795.0;754.0;471.0;79.0;223.0
-72.0;211.0;238.0;-933.0;1068.0;186.0;967.0;-813.0;629.0;515.0;59.0;169.0
-112.0;145.0;378.0;-972.0;1012.0;159.0;834.0;-694.0;544.0;267.0;44.0;384.0
-89.0;155.0;306.0;-958.0;1010.0;157.0;1010.0;-810.0;727.0;501.0;79.0;248.0
-74.0;148.0;286.0;-910.0;1030.0;152.0;933.0;-767.0;706.0;491.0;76.0;228.0
-60.0;129.0;299.0;-925.0;1033.0;134.0;895.0;-785.0;735.0;482.0;50.0;233.0
-62.0;135.0;301.0;-942.0;1075.0;126.0;933.0;-797.0;732.0;478.0;50.0;245.0
-63.0;145.0;271.0;-970.0;1075.0;134.0;944.0;-821.0;730.0;473.0;50.0;254.0
-1.0;295.0;172.0;-933.0;1068.0;1.0;1106.0;-874.0;695.0;462.0;37.0;-61.0
-42.0;215.0;223.0;-962.0;1065.0;141.0;999.0;-845.0;712.0;484.0;90.0;127.0
-45.0;214.0;266.0;-954.0;1046.0;145.0;978.0;-829.0;717.0;484.0;70.0;148.0
-36.0;199.0;287.0;-942.0;1040.0;156.0;960.0;-813.0;715.0;479.0;81.0;186.0
-34.0;188.0;268.0;-937.0;1038.0;154.0;948.0;-800.0;716.0;486.0;65.0;204.0
-44.0;203.0;253.0;-926.0;1057.0;156.0;945.0;-791.0;767.0;483.0;51.0;193.0
-63.0;194.0;237.0;-940.0;1052.0;165.0;939.0;-806.0;658.0;496.0;80.0;181.0
-50.0;181.0;162.0;-930.0;1069.0;121.0;1107.0;-810.0;732.0;518.0;102.0;196.0
-115.0;158.0;476.0;-965.0;1051.0;190.0;842.0;-701.0;547.0;283.0;54.0;354.0
-150.0;135.0;425.0;-936.0;1018.0;242.0;827.0;-668.0;565.0;375.0;68.0;299.0
-212.0;90.0;359.0;-1079.0;998.0;417.0;884.0;-952.0;487.0;465.0;100.0;252.0
-165.0;130.0;287.0;-994.0;958.0;442.0;868.0;-851.0;522.0;482.0;148.0;394.0
-201.0;56.0;245.0;-921.0;999.0;363.0;948.0;-785.0;604.0;463.0;120.0;290.0
-146.0;117.0;385.0;-912.0;1002.0;291.0;852.0;-630.0;564.0;367.0;10.0;306.0
-126.0;136.0;375.0;-920.0;988.0;294.0;819.0;-645.0;488.0;369.0;-23.0;310.0
-122.0;159.0;414.0;-920.0;1018.0;262.0;770.0;-642.0;439.0;316.0;-18.0;323.0
-221.0;-5.0;55.0;-948.0;1028.0;409.0;1260.0;-818.0;800.0;411.0;31.0;296.0
-130.0;162.0;491.0;-949.0;1017.0;193.0;818.0;-661.0;513.0;307.0;-51.0;322.0
-141.0;147.0;399.0;-954.0;998.0;220.0;838.0;-608.0;538.0;287.0;51.0;354.0
-148.0;120.0;404.0;-935.0;1023.0;239.0;762.0;-604.0;546.0;293.0;41.0;366.0
-139.0;100.0;404.0;-905.0;1031.0;242.0;788.0;-606.0;521.0;251.0;-41.0;305.0
-146.0;98.0;415.0;-927.0;1020.0;234.0;799.0;-604.0;534.0;295.0;1.0;310.0
-95.0;258.0;513.0;-697.0;965.0;229.0;322.0;174.0;379.0;865.0;122.0;619.0
-207.0;138.0;168.0;-1013.0;1099.0;166.0;1068.0;-940.0;745.0;409.0;12.0;-3.0
-189.0;133.0;220.0;-968.0;1054.0;220.0;999.0;-853.0;730.0;424.0;-2.0;103.0
-199.0;142.0;54.0;-909.0;1066.0;56.0;1041.0;-802.0;855.0;393.0;-71.0;81.0
-152.0;148.0;216.0;-954.0;1076.0;201.0;961.0;-822.0;775.0;428.0;11.0;163.0
-141.0;176.0;224.0;-998.0;1128.0;171.0;1006.0;-855.0;812.0;507.0;61.0;162.0
-250.0;216.0;55.0;-1245.0;1251.0;328.0;1198.0;-1126.0;1016.0;412.0;113.0;120.0
-150.0;140.0;406.0;-984.0;1010.0;235.0;797.0;-551.0;544.0;312.0;-15.0;404.0
-165.0;27.0;887.0;-690.0;671.0;276.0;90.0;186.0;-190.0;425.0;164.0;702.0
-125.0;126.0;404.0;-922.0;1037.0;217.0;833.0;-593.0;484.0;294.0;18.0;326.0
-59.0;198.0;218.0;-971.0;1079.0;147.0;990.0;-851.0;731.0;496.0;58.0;132.0
-66.0;209.0;214.0;-967.0;1062.0;167.0;981.0;-847.0;724.0;490.0;80.0;141.0
-66.0;224.0;222.0;-961.0;1048.0;169.0;988.0;-840.0;710.0;494.0;52.0;141.0
-63.0;227.0;193.0;-938.0;1035.0;171.0;967.0;-820.0;711.0;489.0;105.0;136.0
-41.0;219.0;214.0;-945.0;1042.0;169.0;953.0;-821.0;736.0;479.0;110.0;149.0
-41.0;217.0;240.0;-921.0;1045.0;174.0;951.0;-799.0;749.0;473.0;92.0;145.0
81.0;345.0;162.0;-944.0;1139.0;121.0;965.0;-860.0;755.0;561.0;29.0;267.0
29.0;407.0;71.0;-901.0;1137.0;-4.0;996.0;-795.0;862.0;578.0;172.0;58.0
-103.0;278.0;111.0;-984.0;1052.0;169.0;1271.0;-857.0;780.0;625.0;76.0;51.0
92.0;390.0;201.0;-762.0;1094.0;68.0;968.0;-738.0;721.0;569.0;218.0;-73.0
-22.0;250.0;252.0;-941.0;1058.0;163.0;990.0;-825.0;676.0;508.0;122.0;106.0
13.0;225.0;245.0;-939.0;1008.0;197.0;968.0;-799.0;700.0;484.0;76.0;193.0
11.0;215.0;295.0;-915.0;1048.0;211.0;935.0;-770.0;654.0;474.0;75.0;209.0
-139.0;124.0;410.0;-942.0;1017.0;227.0;822.0;-598.0;498.0;291.0;-40.0;303.0
-148.0;124.0;441.0;-944.0;1021.0;236.0;820.0;-598.0;537.0;310.0;11.0;301.0
-194.0;129.0;207.0;-915.0;944.0;335.0;1132.0;-779.0;630.0;469.0;129.0;287.0
-209.0;207.0;-50.0;-1244.0;1288.0;287.0;953.0;-1101.0;792.0;440.0;233.0;207.0
-149.0;127.0;422.0;-936.0;1019.0;241.0;813.0;-590.0;564.0;335.0;14.0;308.0
-372.0;60.0;321.0;-954.0;1077.0;417.0;918.0;-655.0;635.0;300.0;-44.0;426.0
-472.0;-127.0;189.0;-969.0;1073.0;482.0;868.0;-764.0;713.0;39.0;-220.0;164.0
-350.0;7.0;506.0;-978.0;1047.0;492.0;897.0;-692.0;525.0;347.0;-84.0;328.0
-305.0;186.0;417.0;-993.0;1060.0;296.0;932.0;-799.0;664.0;467.0;-14.0;293.0
-174.0;177.0;352.0;-876.0;1031.0;214.0;868.0;-727.0;572.0;498.0;21.0;410.0
-54.0;181.0;283.0;-830.0;1052.0;209.0;918.0;-782.0;609.0;217.0;157.0;-23.0
-154.0;221.0;353.0;-889.0;1009.0;183.0;889.0;-695.0;661.0;481.0;112.0;330.0
16.0;231.0;172.0;-935.0;921.0;31.0;1269.0;-825.0;628.0;514.0;329.0;335.0
-154.0;209.0;366.0;-879.0;964.0;194.0;836.0;-691.0;690.0;420.0;111.0;369.0
-159.0;215.0;387.0;-897.0;1080.0;245.0;828.0;-723.0;644.0;448.0;161.0;381.0
-138.0;168.0;171.0;-1158.0;1277.0;278.0;1355.0;-1033.0;1110.0;535.0;80.0;331.0
-108.0;186.0;488.0;-816.0;968.0;276.0;961.0;-473.0;453.0;733.0;139.0;476.0
-63.0;389.0;417.0;-711.0;1130.0;174.0;995.0;-214.0;793.0;236.0;660.0;554.0
-95.0;186.0;254.0;-951.0;1065.0;159.0;979.0;-824.0;744.0;500.0;82.0;146.0
-73.0;196.0;240.0;-938.0;1053.0;179.0;946.0;-811.0;744.0;484.0;80.0;175.0
-86.0;208.0;208.0;-941.0;1049.0;182.0;957.0;-811.0;744.0;480.0;72.0;179.0
-103.0;298.0;-62.0;-953.0;1140.0;182.0;1104.0;-851.0;848.0;536.0;-35.0;55.0
-68.0;230.0;182.0;-934.0;1063.0;180.0;961.0;-822.0;748.0;474.0;80.0;101.0
-86.0;300.0;90.0;-918.0;1051.0;148.0;934.0;-828.0;713.0;455.0;41.0;-65.0
-37.0;227.0;282.0;-979.0;1038.0;177.0;988.0;-905.0;688.0;496.0;108.0;46.0
-200.0;2.0;247.0;-921.0;1090.0;318.0;963.0;-860.0;736.0;137.0;198.0;-35.0
-224.0;228.0;267.0;-948.0;1014.0;339.0;961.0;-861.0;641.0;208.0;210.0;-14.0
-176.0;185.0;627.0;-955.0;1076.0;376.0;948.0;-744.0;307.0;327.0;351.0;218.0
-136.0;219.0;504.0;-892.0;1031.0;249.0;924.0;-717.0;641.0;493.0;210.0;268.0
-309.0;155.0;573.0;-997.0;1031.0;367.0;1050.0;-801.0;419.0;751.0;177.0;190.0
-213.0;183.0;496.0;-920.0;1000.0;243.0;908.0;-738.0;616.0;502.0;138.0;365.0
-381.0;334.0;475.0;-924.0;946.0;382.0;701.0;-371.0;216.0;762.0;230.0;403.0
-201.0;221.0;351.0;-936.0;987.0;248.0;959.0;-755.0;601.0;482.0;170.0;296.0
-204.0;199.0;388.0;-946.0;1000.0;238.0;903.0;-769.0;661.0;511.0;143.0;284.0
-200.0;198.0;394.0;-932.0;1010.0;234.0;936.0;-756.0;701.0;509.0;166.0;277.0
-207.0;214.0;97.0;-1018.0;1090.0;311.0;1072.0;-919.0;809.0;321.0;-56.0;98.0
-221.0;183.0;80.0;-1079.0;1082.0;240.0;1140.0;-1001.0;833.0;383.0;-17.0;154.0
-240.0;-88.0;7.0;-794.0;1126.0;67.0;1180.0;-972.0;980.0;623.0;-26.0;231.0
-176.0;92.0;239.0;-968.0;1085.0;263.0;971.0;-835.0;740.0;458.0;10.0;184.0
-302.0;108.0;205.0;-973.0;1051.0;193.0;1024.0;-906.0;741.0;358.0;-43.0;206.0
-272.0;140.0;82.0;-913.0;1130.0;392.0;1103.0;-841.0;802.0;578.0;92.0;270.0
-165.0;189.0;220.0;-943.0;1080.0;210.0;963.0;-810.0;734.0;514.0;96.0;144.0
-243.0;140.0;228.0;-1021.0;1108.0;239.0;1042.0;-963.0;754.0;602.0;57.0;-20.0
-160.0;160.0;198.0;-1018.0;1150.0;136.0;1034.0;-876.0;748.0;530.0;37.0;159.0
-165.0;128.0;259.0;-970.0;1077.0;170.0;992.0;-835.0;725.0;496.0;59.0;173.0
-156.0;111.0;284.0;-969.0;1059.0;163.0;977.0;-829.0;759.0;479.0;35.0;221.0
-146.0;113.0;286.0;-965.0;1075.0;172.0;973.0;-818.0;765.0;468.0;23.0;240.0
-150.0;122.0;289.0;-962.0;1097.0;195.0;954.0;-816.0;752.0;477.0;28.0;236.0
-124.0;130.0;306.0;-988.0;1101.0;203.0;979.0;-840.0;726.0;485.0;49.0;241.0
-115.0;133.0;309.0;-1003.0;1084.0;209.0;998.0;-854.0;723.0;493.0;55.0;256.0
-114.0;157.0;505.0;-1176.0;1033.0;238.0;1097.0;-930.0;611.0;610.0;195.0;248.0
-93.0;170.0;291.0;-972.0;1071.0;158.0;993.0;-821.0;714.0;515.0;69.0;274.0
-110.0;165.0;295.0;-961.0;1079.0;125.0;964.0;-809.0;721.0;516.0;79.0;287.0
-121.0;93.0;221.0;-946.0;1114.0;35.0;951.0;-810.0;824.0;513.0;45.0;267.0
-238.0;108.0;357.0;-1056.0;1125.0;115.0;1215.0;-1083.0;809.0;895.0;263.0;324.0
-134.0;142.0;223.0;-964.0;1069.0;150.0;980.0;-832.0;781.0;531.0;40.0;191.0
-215.0;239.0;68.0;-1074.0;953.0;175.0;1123.0;-932.0;756.0;612.0;70.0;244.0
-110.0;248.0;22.0;-942.0;1230.0;105.0;1058.0;-832.0;839.0;551.0;164.0;169.0
-176.0;202.0;99.0;-1081.0;1099.0;234.0;1030.0;-976.0;763.0;424.0;115.0;69.0
-84.0;209.0;137.0;-993.0;1128.0;274.0;1030.0;-885.0;770.0;497.0;63.0;79.0
-122.0;257.0;179.0;-1035.0;1089.0;234.0;1099.0;-932.0;708.0;522.0;114.0;121.0
-92.0;250.0;46.0;-942.0;931.0;101.0;1336.0;-808.0;814.0;611.0;101.0;178.0
-31.0;205.0;222.0;-928.0;1041.0;167.0;975.0;-818.0;728.0;455.0;63.0;143.0
-48.0;234.0;199.0;-936.0;1048.0;175.0;951.0;-810.0;778.0;441.0;98.0;161.0
-202.0;190.0;378.0;-957.0;1045.0;238.0;942.0;-790.0;649.0;474.0;173.0;242.0
-201.0;200.0;463.0;-944.0;1018.0;251.0;961.0;-777.0;656.0;476.0;183.0;246.0
-198.0;176.0;384.0;-944.0;1044.0;260.0;956.0;-777.0;661.0;460.0;168.0;256.0
-195.0;171.0;399.0;-947.0;1040.0;258.0;976.0;-781.0;680.0;463.0;152.0;259.0
-189.0;174.0;373.0;-945.0;1058.0;257.0;969.0;-778.0;684.0;451.0;154.0;266.0
-180.0;177.0;405.0;-950.0;1032.0;253.0;938.0;-783.0;653.0;455.0;165.0;269.0
-185.0;186.0;338.0;-957.0;1049.0;246.0;952.0;-776.0;693.0;459.0;126.0;273.0
-185.0;183.0;347.0;-946.0;1040.0;241.0;959.0;-769.0;699.0;491.0;110.0;284.0
-187.0;188.0;355.0;-938.0;1050.0;235.0;961.0;-754.0;705.0;487.0;119.0;276.0
-173.0;194.0;342.0;-951.0;1059.0;232.0;970.0;-768.0;706.0;469.0;129.0;262.0
-171.0;193.0;354.0;-930.0;1048.0;237.0;950.0;-753.0;693.0;438.0;145.0;272.0
-161.0;181.0;379.0;-946.0;1047.0;254.0;954.0;-766.0;706.0;404.0;155.0;281.0
-157.0;173.0;371.0;-951.0;1037.0;256.0;958.0;-793.0;699.0;406.0;128.0;256.0
-177.0;218.0;360.0;-966.0;1032.0;259.0;946.0;-795.0;681.0;482.0;100.0;248.0
-165.0;209.0;363.0;-924.0;1058.0;245.0;930.0;-733.0;679.0;446.0;97.0;270.0
-161.0;205.0;330.0;-949.0;1037.0;228.0;939.0;-755.0;689.0;408.0;109.0;281.0
-184.0;202.0;349.0;-921.0;1019.0;232.0;991.0;-720.0;705.0;437.0;112.0;243.0
-205.0;234.0;367.0;-938.0;1020.0;240.0;942.0;-754.0;677.0;403.0;141.0;147.0
-89.0;283.0;293.0;-1216.0;926.0;340.0;1062.0;-1100.0;544.0;460.0;144.0;255.0
-219.0;107.0;356.0;-915.0;1069.0;277.0;904.0;-710.0;684.0;415.0;90.0;255.0
-214.0;153.0;368.0;-936.0;1040.0;311.0;941.0;-750.0;692.0;440.0;99.0;212.0
-290.0;31.0;99.0;-855.0;1215.0;274.0;1436.0;-741.0;824.0;239.0;83.0;180.0
-227.0;34.0;311.0;-900.0;1011.0;431.0;797.0;-807.0;767.0;296.0;39.0;140.0
-186.0;146.0;176.0;-901.0;1115.0;441.0;1046.0;-697.0;751.0;256.0;151.0;405.0
-110.0;99.0;291.0;-963.0;1088.0;151.0;973.0;-833.0;725.0;445.0;44.0;306.0
-145.0;105.0;283.0;-959.0;1065.0;134.0;959.0;-819.0;757.0;470.0;35.0;245.0
-133.0;85.0;243.0;-961.0;1075.0;169.0;958.0;-819.0;771.0;478.0;29.0;248.0
-122.0;109.0;219.0;-969.0;1081.0;183.0;971.0;-826.0;762.0;496.0;36.0;215.0
-123.0;128.0;258.0;-977.0;1103.0;182.0;978.0;-846.0;762.0;505.0;40.0;214.0
-144.0;167.0;244.0;-991.0;1143.0;186.0;992.0;-853.0;781.0;533.0;75.0;197.0
-260.0;202.0;55.0;-1293.0;1091.0;293.0;975.0;-1146.0;705.0;475.0;229.0;183.0
-133.0;124.0;269.0;-991.0;1072.0;189.0;1006.0;-853.0;747.0;511.0;65.0;197.0
-115.0;143.0;295.0;-1025.0;1043.0;141.0;1048.0;-872.0;691.0;526.0;30.0;253.0
-272.0;-21.0;222.0;-915.0;1335.0;316.0;1089.0;-806.0;904.0;230.0;-42.0;155.0
-228.0;34.0;367.0;-911.0;1093.0;389.0;926.0;-704.0;679.0;98.0;-27.0;187.0
-351.0;-38.0;336.0;-919.0;1050.0;362.0;909.0;-797.0;688.0;256.0;-79.0;160.0
-303.0;-19.0;318.0;-968.0;1049.0;428.0;858.0;-685.0;655.0;269.0;-70.0;333.0
-147.0;133.0;404.0;-945.0;1038.0;231.0;804.0;-609.0;536.0;325.0;3.0;296.0
-150.0;118.0;395.0;-948.0;1025.0;224.0;798.0;-608.0;560.0;313.0;-2.0;307.0
-92.0;115.0;354.0;-944.0;1028.0;143.0;854.0;-707.0;678.0;413.0;75.0;292.0
-96.0;121.0;360.0;-938.0;1023.0;134.0;867.0;-715.0;689.0;430.0;76.0;296.0
-77.0;126.0;348.0;-933.0;1026.0;144.0;892.0;-735.0;730.0;446.0;71.0;276.0
-67.0;242.0;339.0;-871.0;1051.0;126.0;898.0;-711.0;789.0;464.0;155.0;227.0
-96.0;159.0;185.0;-907.0;1201.0;230.0;852.0;-747.0;887.0;434.0;182.0;267.0
96.0;190.0;380.0;-975.0;1318.0;50.0;1018.0;-828.0;1014.0;563.0;209.0;380.0
-6.0;193.0;375.0;-916.0;1448.0;59.0;1172.0;-775.0;950.0;540.0;154.0;295.0
-156.0;131.0;390.0;-944.0;1005.0;219.0;817.0;-604.0;537.0;300.0;10.0;309.0
-158.0;127.0;416.0;-943.0;1015.0;221.0;820.0;-589.0;550.0;315.0;9.0;315.0
-158.0;130.0;410.0;-941.0;1027.0;221.0;829.0;-581.0;554.0;306.0;11.0;343.0
-159.0;117.0;432.0;-938.0;1029.0;233.0;820.0;-582.0;519.0;295.0;-20.0;331.0
-151.0;133.0;285.0;-990.0;1080.0;156.0;1033.0;-844.0;766.0;555.0;113.0;158.0
-126.0;106.0;243.0;-959.0;1101.0;140.0;997.0;-834.0;746.0;521.0;118.0;199.0
-135.0;115.0;264.0;-965.0;1067.0;139.0;976.0;-829.0;755.0;514.0;118.0;175.0
-124.0;119.0;229.0;-963.0;1041.0;158.0;999.0;-845.0;753.0;490.0;111.0;185.0
-110.0;131.0;232.0;-950.0;1064.0;174.0;988.0;-828.0;754.0;482.0;100.0;174.0
-115.0;140.0;233.0;-958.0;1052.0;169.0;981.0;-838.0;751.0;469.0;99.0;148.0
-99.0;128.0;228.0;-959.0;1054.0;164.0;967.0;-851.0;733.0;441.0;102.0;167.0
-81.0;135.0;253.0;-954.0;1056.0;151.0;966.0;-834.0;724.0;437.0;84.0;181.0
-119.0;129.0;273.0;-964.0;1045.0;155.0;964.0;-838.0;725.0;438.0;63.0;171.0
-87.0;114.0;250.0;-955.0;1058.0;164.0;960.0;-831.0;737.0;423.0;86.0;216.0
-117.0;203.0;247.0;-901.0;1189.0;85.0;1013.0;-760.0;804.0;427.0;259.0;203.0
-119.0;112.0;250.0;-951.0;1068.0;147.0;959.0;-815.0;726.0;449.0;45.0;191.0
-34.0;77.0;154.0;-1022.0;999.0;40.0;976.0;-721.0;743.0;356.0;-47.0;72.0
-122.0;120.0;227.0;-969.0;1085.0;182.0;971.0;-830.0;735.0;458.0;99.0;162.0
-144.0;130.0;246.0;-966.0;1119.0;172.0;952.0;-818.0;735.0;475.0;109.0;149.0
-147.0;109.0;257.0;-998.0;1089.0;168.0;975.0;-841.0;747.0;489.0;89.0;156.0
-157.0;115.0;420.0;-936.0;1038.0;231.0;820.0;-597.0;512.0;298.0;11.0;307.0
-226.0;70.0;346.0;-1020.0;1074.0;41.0;1097.0;-927.0;796.0;769.0;86.0;280.0
-133.0;134.0;267.0;-978.0;1091.0;161.0;977.0;-833.0;737.0;499.0;106.0;197.0
-117.0;132.0;281.0;-989.0;1099.0;169.0;989.0;-840.0;745.0;494.0;93.0;188.0
-131.0;138.0;263.0;-1011.0;1119.0;181.0;1014.0;-868.0;765.0;539.0;160.0;187.0
-124.0;96.0;245.0;-986.0;1080.0;157.0;1007.0;-843.0;742.0;513.0;92.0;222.0
-124.0;101.0;245.0;-971.0;1074.0;154.0;991.0;-825.0;763.0;514.0;90.0;200.0
-130.0;120.0;267.0;-983.0;1082.0;139.0;974.0;-831.0;761.0;495.0;89.0;221.0
-145.0;112.0;276.0;-967.0;1087.0;158.0;971.0;-827.0;773.0;498.0;86.0;176.0
-112.0;93.0;261.0;-983.0;1084.0;163.0;982.0;-850.0;752.0;486.0;101.0;199.0
-114.0;96.0;278.0;-987.0;1060.0;170.0;1000.0;-850.0;742.0;480.0;75.0;226.0
-141.0;107.0;268.0;-981.0;1036.0;177.0;981.0;-841.0;746.0;459.0;78.0;214.0
-99.0;94.0;275.0;-963.0;1065.0;148.0;980.0;-827.0;752.0;455.0;71.0;224.0
-114.0;92.0;268.0;-957.0;1078.0;168.0;961.0;-819.0;773.0;458.0;70.0;214.0
-100.0;93.0;284.0;-955.0;1099.0;177.0;971.0;-824.0;754.0;443.0;70.0;231.0
-123.0;95.0;296.0;-966.0;1080.0;174.0;961.0;-826.0;752.0;454.0;81.0;213.0
-130.0;78.0;256.0;-989.0;1089.0;197.0;996.0;-850.0;735.0;462.0;65.0;225.0
-105.0;107.0;246.0;-987.0;1057.0;187.0;990.0;-847.0;762.0;463.0;53.0;220.0
-142.0;102.0;235.0;-977.0;1063.0;170.0;985.0;-840.0;784.0;474.0;75.0;218.0
-131.0;103.0;225.0;-957.0;1087.0;175.0;977.0;-822.0;777.0;482.0;82.0;179.0
-306.0;-2.0;305.0;-871.0;1409.0;242.0;1135.0;-785.0;792.0;286.0;43.0;150.0
