InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA Quaternion1;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LLA Quaternion1
-478.0;-677.0;493.0;-756.0;-454.0;-186.0;79.0;19.0;-193.0;238.0
-478.0;-677.0;493.0;-756.0;-453.0;-186.0;79.0;20.0;-192.0;238.0
-478.0;-677.0;493.0;-756.0;-453.0;-187.0;79.0;20.0;-191.0;239.0
-469.0;-576.0;445.0;-402.0;-743.0;22.0;-178.0;285.0;420.0;310.0
-487.0;-562.0;454.0;-396.0;-737.0;28.0;-179.0;279.0;427.0;298.0
-498.0;-553.0;470.0;-391.0;-738.0;30.0;-173.0;283.0;433.0;268.0
-433.0;-491.0;498.0;-334.0;-694.0;89.0;-270.0;202.0;347.0;109.0
-438.0;-476.0;507.0;-311.0;-679.0;94.0;-276.0;192.0;350.0;74.0
-447.0;-457.0;512.0;-298.0;-669.0;106.0;-280.0;184.0;353.0;38.0
-452.0;-439.0;515.0;-286.0;-667.0;114.0;-280.0;180.0;349.0;3.0
-300.0;-482.0;259.0;-127.0;-535.0;166.0;-412.0;105.0;237.0;146.0
-253.0;-399.0;194.0;-112.0;-514.0;181.0;-457.0;109.0;243.0;43.0
-243.0;-366.0;181.0;-107.0;-502.0;185.0;-474.0;108.0;242.0;-1.0
-235.0;-332.0;175.0;-99.0;-487.0;192.0;-492.0;105.0;236.0;-47.0
-225.0;-258.0;180.0;-78.0;-464.0;194.0;-528.0;98.0;219.0;-130.0
-257.0;-95.0;224.0;0.0;-461.0;155.0;-637.0;121.0;187.0;-337.0
-165.0;38.0;188.0;125.0;-231.0;30.0;-773.0;8.0;92.0;-502.0
-502.0;-549.0;489.0;-394.0;-742.0;30.0;-161.0;294.0;438.0;226.0
-502.0;-546.0;508.0;-397.0;-745.0;26.0;-150.0;301.0;439.0;192.0
-504.0;-546.0;527.0;-399.0;-747.0;23.0;-142.0;300.0;435.0;170.0
-493.0;-587.0;729.0;-361.0;-684.0;25.0;-166.0;263.0;77.0;121.0
-490.0;-596.0;723.0;-362.0;-685.0;26.0;-170.0;262.0;73.0;142.0
-486.0;-602.0;720.0;-363.0;-689.0;27.0;-176.0;260.0;68.0;162.0
-481.0;-603.0;719.0;-368.0;-694.0;30.0;-184.0;257.0;62.0;181.0
-475.0;-603.0;718.0;-373.0;-698.0;37.0;-195.0;256.0;54.0;192.0
-466.0;-603.0;716.0;-377.0;-700.0;45.0;-208.0;253.0;46.0;195.0
-459.0;-601.0;714.0;-377.0;-700.0;53.0;-223.0;251.0;37.0;192.0
-453.0;-594.0;708.0;-372.0;-698.0;59.0;-236.0;246.0;27.0;185.0
-445.0;-582.0;697.0;-360.0;-694.0;67.0;-252.0;237.0;17.0;176.0
-368.0;-487.0;599.0;-246.0;-638.0;109.0;-359.0;168.0;-55.0;112.0
-346.0;-466.0;571.0;-216.0;-621.0;116.0;-383.0;152.0;-74.0;97.0
-506.0;-547.0;544.0;-402.0;-751.0;23.0;-137.0;303.0;429.0;157.0
-478.0;-678.0;493.0;-756.0;-453.0;-187.0;79.0;20.0;-190.0;239.0
-478.0;-678.0;493.0;-756.0;-453.0;-187.0;79.0;20.0;-189.0;239.0
-478.0;-678.0;493.0;-756.0;-452.0;-187.0;79.0;19.0;-190.0;239.0
-477.0;-678.0;493.0;-755.0;-452.0;-187.0;79.0;19.0;-191.0;239.0
-477.0;-678.0;493.0;-755.0;-452.0;-188.0;79.0;18.0;-190.0;239.0
-490.0;-340.0;665.0;-331.0;-676.0;202.0;-353.0;270.0;234.0;184.0
-496.0;-344.0;663.0;-352.0;-674.0;183.0;-341.0;271.0;219.0;160.0
-497.0;-344.0;663.0;-365.0;-667.0;162.0;-327.0;269.0;198.0;134.0
-501.0;-349.0;663.0;-376.0;-657.0;143.0;-312.0;271.0;177.0;109.0
-504.0;-365.0;666.0;-391.0;-652.0;125.0;-298.0;275.0;165.0;85.0
-630.0;-497.0;580.0;-712.0;-451.0;372.0;-273.0;471.0;-118.0;-197.0
-402.0;-689.0;417.0;-371.0;-589.0;-42.0;-163.0;491.0;184.0;436.0
-538.0;-617.0;668.0;-563.0;-752.0;-43.0;-89.0;355.0;259.0;254.0
-545.0;-627.0;668.0;-562.0;-762.0;-45.0;-80.0;359.0;271.0;280.0
-549.0;-637.0;664.0;-559.0;-776.0;-48.0;-70.0;365.0;293.0;313.0
-550.0;-652.0;654.0;-560.0;-801.0;-50.0;-60.0;375.0;324.0;349.0
-477.0;-679.0;493.0;-756.0;-452.0;-187.0;78.0;18.0;-189.0;239.0
-477.0;-679.0;493.0;-756.0;-452.0;-187.0;78.0;18.0;-187.0;239.0
-618.0;-726.0;653.0;-755.0;-502.0;-209.0;71.0;15.0;-183.0;567.0
-322.0;-443.0;542.0;-185.0;-604.0;121.0;-408.0;135.0;-93.0;81.0
-295.0;-419.0;509.0;-154.0;-588.0;126.0;-434.0;118.0;-113.0;65.0
-477.0;-679.0;493.0;-756.0;-451.0;-187.0;78.0;20.0;-184.0;239.0
-477.0;-679.0;493.0;-756.0;-450.0;-187.0;77.0;20.0;-182.0;239.0
-477.0;-679.0;492.0;-756.0;-450.0;-186.0;77.0;21.0;-181.0;239.0
-476.0;-679.0;493.0;-756.0;-449.0;-186.0;77.0;22.0;-179.0;240.0
-616.0;-779.0;693.0;-787.0;-223.0;-385.0;271.0;150.0;-233.0;648.0
-475.0;-681.0;492.0;-761.0;-444.0;-184.0;75.0;40.0;-143.0;240.0
-475.0;-681.0;492.0;-762.0;-443.0;-184.0;74.0;41.0;-140.0;240.0
-505.0;-549.0;554.0;-409.0;-758.0;25.0;-135.0;308.0;424.0;149.0
-504.0;-549.0;559.0;-418.0;-764.0;28.0;-135.0;310.0;418.0;148.0
-358.0;-360.0;253.0;-200.0;-504.0;277.0;-417.0;118.0;414.0;145.0
-334.0;-330.0;232.0;-156.0;-472.0;298.0;-443.0;94.0;398.0;124.0
-301.0;-289.0;189.0;-114.0;-437.0;319.0;-470.0;61.0;373.0;88.0
-502.0;-548.0;560.0;-426.0;-770.0;34.0;-138.0;308.0;411.0;149.0
-500.0;-546.0;556.0;-432.0;-774.0;42.0;-142.0;305.0;400.0;153.0
-496.0;-542.0;545.0;-434.0;-774.0;49.0;-147.0;298.0;387.0;159.0
-491.0;-534.0;526.0;-434.0;-771.0;58.0;-153.0;291.0;372.0;161.0
-482.0;-523.0;500.0;-430.0;-765.0;70.0;-160.0;283.0;356.0;159.0
-353.0;-157.0;329.0;-121.0;-513.0;306.0;-468.0;-13.0;235.0;-154.0
-353.0;-188.0;320.0;-136.0;-525.0;297.0;-463.0;-6.0;242.0;-104.0
-416.0;-583.0;375.0;-411.0;-743.0;109.0;-308.0;187.0;319.0;383.0
-432.0;-608.0;398.0;-442.0;-762.0;85.0;-285.0;207.0;333.0;413.0
-472.0;-509.0;474.0;-425.0;-761.0;84.0;-170.0;275.0;345.0;155.0
-463.0;-498.0;457.0;-419.0;-762.0;98.0;-181.0;263.0;343.0;151.0
-458.0;-494.0;447.0;-413.0;-767.0;112.0;-194.0;257.0;350.0;152.0
-316.0;-448.0;216.0;-235.0;-567.0;254.0;-460.0;53.0;185.0;212.0
-474.0;-681.0;492.0;-763.0;-442.0;-184.0;74.0;42.0;-138.0;240.0
-67.0;-235.0;258.0;-369.0;-3.0;576.0;-771.0;396.0;115.0;420.0
-455.0;-493.0;442.0;-410.0;-770.0;127.0;-208.0;259.0;363.0;158.0
-614.0;-781.0;689.0;-797.0;-226.0;-380.0;269.0;182.0;-167.0;650.0
-474.0;-681.0;491.0;-764.0;-441.0;-184.0;74.0;44.0;-132.0;239.0
-474.0;-681.0;491.0;-765.0;-441.0;-183.0;74.0;44.0;-130.0;239.0
-451.0;-494.0;441.0;-405.0;-766.0;141.0;-223.0;263.0;375.0;165.0
-448.0;-492.0;441.0;-394.0;-756.0;153.0;-238.0;259.0;386.0;172.0
-446.0;-488.0;440.0;-378.0;-744.0;165.0;-254.0;248.0;392.0;173.0
-447.0;-487.0;444.0;-364.0;-734.0;177.0;-271.0;233.0;396.0;168.0
-448.0;-487.0;452.0;-351.0;-724.0;189.0;-293.0;219.0;395.0;160.0
-318.0;-354.0;299.0;-205.0;-644.0;206.0;-474.0;102.0;287.0;9.0
-311.0;-346.0;291.0;-191.0;-635.0;205.0;-481.0;95.0;278.0;6.0
-308.0;-339.0;285.0;-178.0;-624.0;203.0;-486.0;91.0;272.0;3.0
-311.0;-336.0;288.0;-167.0;-609.0;200.0;-489.0;89.0;271.0;1.0
-314.0;-338.0;303.0;-159.0;-594.0;196.0;-491.0;90.0;277.0;-1.0
-318.0;-343.0;320.0;-153.0;-580.0;190.0;-491.0;93.0;290.0;1.0
-324.0;-351.0;338.0;-151.0;-568.0;183.0;-488.0;99.0;309.0;4.0
-401.0;-496.0;402.0;-207.0;-550.0;116.0;-382.0;182.0;445.0;178.0
-409.0;-511.0;392.0;-235.0;-570.0;116.0;-368.0;195.0;457.0;214.0
-467.0;-613.0;434.0;-393.0;-691.0;72.0;-249.0;237.0;370.0;395.0
-471.0;-621.0;439.0;-413.0;-717.0;68.0;-225.0;245.0;347.0;405.0
-477.0;-628.0;445.0;-438.0;-746.0;64.0;-201.0;259.0;332.0;417.0
-473.0;-680.0;490.0;-766.0;-440.0;-183.0;74.0;45.0;-127.0;238.0
-473.0;-680.0;490.0;-766.0;-440.0;-182.0;73.0;44.0;-125.0;237.0
-473.0;-679.0;491.0;-767.0;-441.0;-181.0;73.0;45.0;-122.0;237.0
-473.0;-679.0;491.0;-767.0;-440.0;-180.0;73.0;44.0;-121.0;236.0
-488.0;-635.0;457.0;-464.0;-773.0;55.0;-178.0;278.0;326.0;434.0
-505.0;-643.0;476.0;-492.0;-797.0;43.0;-154.0;302.0;328.0;455.0
-525.0;-650.0;498.0;-520.0;-815.0;28.0;-128.0;328.0;336.0;476.0
-107.0;-376.0;261.0;-477.0;-159.0;639.0;-760.0;490.0;196.0;521.0
-160.0;-411.0;458.0;-523.0;-221.0;637.0;-751.0;537.0;246.0;627.0
-367.0;-424.0;269.0;-287.0;-624.0;248.0;-381.0;118.0;224.0;154.0
-366.0;-350.0;255.0;-291.0;-625.0;240.0;-368.0;139.0;230.0;69.0
-473.0;-679.0;491.0;-768.0;-440.0;-179.0;73.0;44.0;-119.0;236.0
-474.0;-678.0;490.0;-768.0;-441.0;-179.0;73.0;43.0;-118.0;235.0
-473.0;-678.0;490.0;-769.0;-441.0;-179.0;73.0;42.0;-116.0;235.0
-472.0;-677.0;489.0;-770.0;-443.0;-178.0;73.0;42.0;-116.0;234.0
-471.0;-676.0;488.0;-770.0;-443.0;-177.0;73.0;41.0;-114.0;233.0
370.0;275.0;-452.0;447.0;330.0;-49.0;970.0;-444.0;-442.0;-395.0
-470.0;-676.0;488.0;-771.0;-443.0;-177.0;73.0;41.0;-112.0;232.0
-464.0;-668.0;481.0;-798.0;-501.0;-161.0;59.0;68.0;-21.0;215.0
-464.0;-669.0;482.0;-802.0;-510.0;-159.0;58.0;72.0;-11.0;213.0
-464.0;-670.0;484.0;-805.0;-520.0;-158.0;58.0;75.0;-1.0;212.0
-464.0;-670.0;485.0;-808.0;-530.0;-157.0;59.0;79.0;9.0;210.0
-462.0;-670.0;485.0;-810.0;-541.0;-156.0;60.0;83.0;20.0;206.0
-185.0;-504.0;333.0;-760.0;-970.0;-47.0;202.0;-133.0;-48.0;165.0
-621.0;-685.0;786.0;-810.0;-650.0;-218.0;112.0;353.0;96.0;180.0
-365.0;-307.0;241.0;-299.0;-637.0;236.0;-363.0;147.0;241.0;17.0
-364.0;-271.0;234.0;-296.0;-642.0;230.0;-356.0;146.0;249.0;-29.0
-399.0;-454.0;301.0;-457.0;-778.0;119.0;-299.0;230.0;288.0;190.0
-382.0;-489.0;294.0;-483.0;-796.0;99.0;-289.0;255.0;306.0;217.0
-367.0;-513.0;285.0;-516.0;-810.0;80.0;-273.0;287.0;327.0;237.0
-624.0;-656.0;779.0;-831.0;-764.0;-214.0;100.0;342.0;132.0;200.0
-459.0;-725.0;541.0;-775.0;-738.0;-167.0;99.0;289.0;223.0;200.0
-439.0;-742.0;551.0;-757.0;-760.0;-170.0;98.0;328.0;261.0;214.0
-432.0;-745.0;550.0;-745.0;-773.0;-175.0;99.0;351.0;279.0;228.0
349.0;353.0;-255.0;149.0;495.0;243.0;-446.0;-59.0;-260.0;-93.0
-445.0;-629.0;416.0;-469.0;-780.0;62.0;-262.0;227.0;344.0;439.0
-483.0;-544.0;585.0;-389.0;-910.0;51.0;-214.0;247.0;164.0;-75.0
-430.0;-745.0;545.0;-708.0;-803.0;-187.0;101.0;420.0;340.0;265.0
-477.0;-534.0;579.0;-376.0;-908.0;63.0;-229.0;240.0;149.0;-89.0
-307.0;-739.0;290.0;-554.0;-879.0;38.0;77.0;461.0;390.0;568.0
-493.0;-587.0;610.0;-452.0;-921.0;15.0;-154.0;287.0;201.0;-25.0
-497.0;-595.0;618.0;-464.0;-923.0;12.0;-145.0;294.0;202.0;-16.0
-501.0;-602.0;625.0;-473.0;-923.0;8.0;-136.0;298.0;204.0;-8.0
-505.0;-609.0;630.0;-480.0;-924.0;2.0;-127.0;303.0;205.0;-2.0
-509.0;-614.0;635.0;-490.0;-923.0;-5.0;-117.0;311.0;206.0;3.0
-513.0;-619.0;638.0;-499.0;-924.0;-14.0;-108.0;319.0;208.0;7.0
-604.0;-756.0;768.0;-781.0;-674.0;-275.0;175.0;419.0;171.0;348.0
-517.0;-624.0;641.0;-509.0;-925.0;-24.0;-98.0;327.0;211.0;11.0
-471.0;-525.0;573.0;-364.0;-908.0;79.0;-247.0;234.0;132.0;-103.0
-465.0;-514.0;566.0;-355.0;-910.0;95.0;-266.0;225.0;114.0;-115.0
-277.0;-312.0;164.0;-97.0;-448.0;390.0;-553.0;-53.0;99.0;88.0
-478.0;-674.0;493.0;-757.0;-463.0;-185.0;81.0;13.0;-204.0;235.0
-478.0;-674.0;492.0;-757.0;-462.0;-185.0;81.0;12.0;-205.0;235.0
-477.0;-674.0;492.0;-757.0;-462.0;-185.0;80.0;13.0;-204.0;235.0
-506.0;-580.0;609.0;-583.0;-847.0;-64.0;-58.0;456.0;240.0;-92.0
-505.0;-573.0;603.0;-582.0;-844.0;-66.0;-63.0;460.0;242.0;-95.0
-593.0;-549.0;528.0;-719.0;-842.0;405.0;-337.0;577.0;511.0;-299.0
-505.0;-561.0;593.0;-583.0;-843.0;-72.0;-73.0;467.0;242.0;-95.0
-507.0;-556.0;591.0;-581.0;-845.0;-74.0;-77.0;466.0;235.0;-95.0
-509.0;-550.0;587.0;-577.0;-847.0;-77.0;-82.0;464.0;227.0;-98.0
-508.0;-543.0;582.0;-574.0;-849.0;-79.0;-87.0;458.0;219.0;-101.0
-501.0;-529.0;563.0;-568.0;-865.0;-77.0;-103.0;448.0;193.0;-113.0
-499.0;-525.0;558.0;-565.0;-871.0;-76.0;-107.0;445.0;184.0;-116.0
-493.0;-510.0;541.0;-558.0;-874.0;-76.0;-118.0;444.0;183.0;-133.0
-488.0;-497.0;527.0;-554.0;-868.0;-96.0;-122.0;472.0;210.0;-136.0
-491.0;-500.0;529.0;-555.0;-863.0;-111.0;-114.0;476.0;204.0;-135.0
-490.0;-509.0;535.0;-554.0;-864.0;-115.0;-110.0;471.0;200.0;-130.0
-477.0;-674.0;492.0;-756.0;-462.0;-184.0;80.0;13.0;-205.0;235.0
-477.0;-674.0;492.0;-756.0;-461.0;-184.0;80.0;13.0;-206.0;235.0
-477.0;-674.0;491.0;-757.0;-461.0;-184.0;80.0;13.0;-205.0;235.0
-477.0;-674.0;491.0;-757.0;-461.0;-184.0;80.0;13.0;-204.0;234.0
-477.0;-674.0;492.0;-757.0;-461.0;-185.0;80.0;14.0;-203.0;235.0
-477.0;-675.0;492.0;-757.0;-461.0;-184.0;80.0;14.0;-201.0;235.0
-455.0;-647.0;432.0;-493.0;-795.0;39.0;-238.0;246.0;353.0;459.0
-478.0;-675.0;492.0;-757.0;-461.0;-184.0;79.0;15.0;-200.0;235.0
-478.0;-675.0;492.0;-757.0;-460.0;-184.0;80.0;15.0;-200.0;236.0
-520.0;-687.0;798.0;-563.0;-780.0;-38.0;-73.0;344.0;224.0;208.0
-512.0;-680.0;787.0;-554.0;-780.0;-29.0;-88.0;330.0;210.0;211.0
-235.0;-140.0;217.0;-305.0;141.0;4.0;925.0;199.0;126.0;388.0
-230.0;-211.0;133.0;-21.0;-347.0;350.0;-556.0;-54.0;159.0;-30.0
-218.0;-232.0;114.0;-40.0;-369.0;342.0;-551.0;-43.0;158.0;-11.0
-478.0;-676.0;493.0;-757.0;-460.0;-185.0;79.0;15.0;-200.0;236.0
-478.0;-676.0;493.0;-756.0;-458.0;-185.0;80.0;15.0;-200.0;236.0
-478.0;-676.0;493.0;-756.0;-457.0;-185.0;79.0;15.0;-199.0;236.0
-478.0;-676.0;493.0;-756.0;-456.0;-185.0;79.0;16.0;-199.0;237.0
-479.0;-676.0;493.0;-756.0;-455.0;-186.0;79.0;16.0;-198.0;237.0
-479.0;-676.0;493.0;-756.0;-455.0;-186.0;79.0;16.0;-197.0;237.0
-479.0;-676.0;493.0;-756.0;-454.0;-186.0;79.0;17.0;-196.0;237.0
-60.0;-205.0;152.0;-30.0;-296.0;-60.0;-797.0;49.0;59.0;-536.0
-548.0;-669.0;638.0;-562.0;-823.0;-53.0;-51.0;390.0;356.0;387.0
-351.0;-133.0;334.0;-105.0;-501.0;313.0;-475.0;-20.0;229.0;-196.0
-636.0;-764.0;694.0;-723.0;-847.0;329.0;-342.0;565.0;508.0;675.0
-265.0;-245.0;132.0;-74.0;-401.0;338.0;-496.0;22.0;339.0;42.0
-429.0;-746.0;552.0;-733.0;-786.0;-178.0;100.0;374.0;297.0;239.0
-427.0;-747.0;551.0;-720.0;-796.0;-182.0;100.0;398.0;317.0;253.0
-497.0;-744.0;596.0;-784.0;-771.0;497.0;-606.0;620.0;502.0;736.0
-527.0;-711.0;534.0;-588.0;-853.0;-50.0;-83.0;345.0;399.0;501.0
-154.0;-197.0;128.0;-15.0;-328.0;257.0;-649.0;-115.0;-22.0;-115.0
-432.0;-744.0;541.0;-695.0;-807.0;-192.0;102.0;438.0;364.0;272.0
-547.0;-815.0;734.0;-753.0;-737.0;-428.0;377.0;579.0;395.0;437.0
-483.0;-689.0;474.0;-551.0;-835.0;-16.0;-173.0;293.0;370.0;491.0
-494.0;-700.0;490.0;-563.0;-843.0;-29.0;-151.0;303.0;372.0;495.0
-398.0;-750.0;726.0;-526.0;-899.0;-86.0;-157.0;164.0;268.0;475.0
-635.0;-313.0;582.0;-598.0;-754.0;-8.0;-53.0;301.0;-46.0;-413.0
-635.0;-313.0;582.0;-599.0;-754.0;-7.0;-53.0;301.0;-45.0;-413.0
-124.0;-169.0;92.0;9.0;-252.0;271.0;-668.0;-148.0;-11.0;-170.0
45.0;175.0;17.0;319.0;-376.0;506.0;-775.0;-169.0;-115.0;-144.0
216.0;393.0;-378.0;521.0;311.0;613.0;-783.0;-515.0;-396.0;-531.0
-554.0;-659.0;713.0;-540.0;-895.0;-55.0;-55.0;241.0;256.0;323.0
-569.0;-644.0;727.0;-546.0;-893.0;-52.0;-48.0;266.0;278.0;294.0
-579.0;-631.0;736.0;-548.0;-890.0;-46.0;-43.0;286.0;293.0;275.0
596.0;663.0;-618.0;629.0;868.0;-111.0;49.0;-443.0;-453.0;-481.0
-199.0;-167.0;40.0;-10.0;-340.0;376.0;-543.0;-50.0;270.0;-45.0
-433.0;-740.0;528.0;-677.0;-812.0;-200.0;100.0;476.0;409.0;297.0
-585.0;-623.0;738.0;-551.0;-887.0;-41.0;-39.0;306.0;305.0;264.0
-589.0;-618.0;739.0;-553.0;-884.0;-37.0;-39.0;322.0;315.0;262.0
-590.0;-618.0;740.0;-554.0;-881.0;-32.0;-40.0;335.0;322.0;271.0
-520.0;-628.0;643.0;-519.0;-926.0;-35.0;-87.0;334.0;213.0;14.0
-635.0;-313.0;583.0;-600.0;-754.0;-6.0;-53.0;300.0;-43.0;-413.0
-300.0;-256.0;204.0;-58.0;-503.0;372.0;-570.0;-73.0;107.0;17.0
-522.0;-632.0;645.0;-529.0;-927.0;-46.0;-77.0;342.0;214.0;16.0
-524.0;-636.0;646.0;-539.0;-927.0;-56.0;-67.0;349.0;216.0;19.0
-526.0;-641.0;646.0;-550.0;-927.0;-65.0;-60.0;354.0;219.0;25.0
-527.0;-647.0;646.0;-560.0;-925.0;-72.0;-55.0;359.0;223.0;33.0
-529.0;-655.0;646.0;-570.0;-922.0;-79.0;-51.0;365.0;227.0;46.0
-531.0;-664.0;647.0;-582.0;-917.0;-89.0;-50.0;373.0;238.0;64.0
-532.0;-674.0;647.0;-596.0;-912.0;-99.0;-47.0;385.0;248.0;85.0
-528.0;-685.0;649.0;-612.0;-909.0;-105.0;-43.0;399.0;255.0;103.0
118.0;277.0;-262.0;376.0;89.0;490.0;-825.0;-450.0;-282.0;-457.0
-105.0;-348.0;417.0;-454.0;-616.0;-256.0;109.0;473.0;468.0;618.0
-132.0;-488.0;420.0;-634.0;-760.0;-315.0;239.0;591.0;546.0;697.0
-588.0;-624.0;740.0;-553.0;-878.0;-29.0;-41.0;346.0;327.0;292.0
-576.0;-733.0;745.0;-661.0;-830.0;-191.0;95.0;448.0;340.0;396.0
-11.0;237.0;-80.0;311.0;-81.0;577.0;-711.0;-359.0;-61.0;-454.0
-459.0;-503.0;560.0;-348.0;-910.0;116.0;-289.0;217.0;95.0;-127.0
