Accelerometer LUA^ accZ;Accelerometer LUA^ accY;Accelerometer LUA_ accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LUA accY;Accelerometer LWR accY;Accelerometer LH accY;Accelerometer RKN^ accY;InertialMeasurementUnit LLA accX;InertialMeasurementUnit LLA accY;InertialMeasurementUnit LUA accX
45.0;900.0;463.0;935.0;-140.0;774.0;898.0;999.0;-922.0;-259.0;-814.0
267.0;994.0;394.0;912.0;-246.0;746.0;915.0;962.0;-1023.0;-346.0;-1006.0
204.0;854.0;473.0;848.0;-143.0;741.0;796.0;1048.0;-1011.0;-365.0;-977.0
204.0;902.0;405.0;956.0;-190.0;772.0;893.0;1130.0;-964.0;-434.0;-910.0
236.0;956.0;592.0;916.0;-212.0;766.0;827.0;1042.0;-797.0;-320.0;-883.0
216.0;921.0;437.0;930.0;-195.0;802.0;864.0;1041.0;-909.0;-429.0;-928.0
205.0;915.0;426.0;924.0;-208.0;830.0;871.0;1023.0;-913.0;-433.0;-940.0
235.0;938.0;394.0;948.0;-224.0;837.0;890.0;1017.0;-921.0;-398.0;-947.0
229.0;940.0;386.0;951.0;-221.0;820.0;896.0;1044.0;-927.0;-358.0;-954.0
181.0;901.0;449.0;870.0;-197.0;761.0;995.0;987.0;-954.0;-350.0;-945.0
169.0;942.0;379.0;905.0;-194.0;851.0;957.0;982.0;-958.0;-323.0;-969.0
262.0;903.0;438.0;920.0;-256.0;831.0;990.0;996.0;-930.0;-374.0;-942.0
241.0;913.0;366.0;933.0;-225.0;885.0;993.0;1031.0;-935.0;-340.0;-941.0
203.0;931.0;413.0;929.0;-205.0;822.0;860.0;1041.0;-935.0;-349.0;-955.0
60.0;986.0;339.0;1121.0;-330.0;770.0;828.0;1270.0;-1053.0;-261.0;-1137.0
220.0;932.0;406.0;937.0;-201.0;812.0;845.0;1030.0;-923.0;-395.0;-939.0
236.0;939.0;515.0;825.0;-211.0;780.0;838.0;1396.0;-819.0;-410.0;-999.0
240.0;936.0;439.0;874.0;-191.0;785.0;990.0;1015.0;-843.0;-288.0;-826.0
191.0;1041.0;539.0;840.0;-112.0;876.0;928.0;1252.0;-919.0;-460.0;-953.0
224.0;940.0;392.0;940.0;-211.0;818.0;891.0;1022.0;-901.0;-436.0;-928.0
224.0;929.0;389.0;943.0;-231.0;839.0;891.0;1035.0;-910.0;-402.0;-939.0
254.0;902.0;409.0;905.0;-186.0;815.0;1002.0;1029.0;-923.0;-331.0;-919.0
311.0;885.0;442.0;823.0;-146.0;812.0;1108.0;1028.0;-929.0;-243.0;-952.0
153.0;954.0;228.0;901.0;-251.0;743.0;884.0;1009.0;-1023.0;-504.0;-989.0
194.0;901.0;445.0;875.0;-232.0;794.0;1007.0;1028.0;-1020.0;-345.0;-978.0
277.0;852.0;575.0;840.0;-477.0;625.0;380.0;962.0;-805.0;-550.0;-925.0
266.0;905.0;395.0;943.0;-231.0;832.0;971.0;1003.0;-927.0;-311.0;-940.0
253.0;883.0;436.0;921.0;-258.0;867.0;989.0;1011.0;-928.0;-360.0;-941.0
256.0;904.0;446.0;927.0;-255.0;845.0;982.0;1001.0;-936.0;-382.0;-942.0
238.0;898.0;364.0;938.0;-225.0;849.0;998.0;1020.0;-960.0;-332.0;-961.0
121.0;846.0;318.0;964.0;-286.0;896.0;987.0;1290.0;-882.0;-464.0;-843.0
-16.0;804.0;379.0;886.0;-390.0;807.0;982.0;1050.0;-892.0;-505.0;-854.0
-156.0;723.0;481.0;830.0;-258.0;691.0;786.0;1090.0;-843.0;-407.0;-901.0
261.0;899.0;408.0;918.0;-251.0;844.0;1014.0;993.0;-934.0;-373.0;-941.0
160.0;904.0;362.0;966.0;-158.0;868.0;988.0;917.0;-971.0;-319.0;-957.0
24.0;835.0;245.0;885.0;-296.0;705.0;830.0;1313.0;-1263.0;-153.0;-1350.0
229.0;939.0;361.0;933.0;-165.0;837.0;967.0;961.0;-963.0;-295.0;-964.0
224.0;930.0;349.0;933.0;-200.0;870.0;985.0;1015.0;-948.0;-318.0;-960.0
74.0;886.0;356.0;939.0;-137.0;866.0;991.0;1031.0;-964.0;-266.0;-922.0
268.0;732.0;505.0;1006.0;-306.0;842.0;1173.0;882.0;-817.0;-325.0;-798.0
100.0;848.0;333.0;911.0;-229.0;855.0;940.0;1449.0;-977.0;-342.0;-863.0
92.0;816.0;384.0;905.0;-250.0;810.0;947.0;1246.0;-895.0;-281.0;-853.0
113.0;875.0;367.0;924.0;-162.0;862.0;993.0;1026.0;-937.0;-311.0;-895.0
-92.0;887.0;238.0;984.0;-178.0;934.0;1026.0;1019.0;-942.0;-307.0;-935.0
-204.0;842.0;191.0;998.0;-186.0;950.0;1016.0;984.0;-976.0;-313.0;-946.0
60.0;912.0;324.0;937.0;-111.0;903.0;949.0;1040.0;-946.0;-344.0;-896.0
239.0;958.0;376.0;918.0;-196.0;802.0;880.0;1005.0;-922.0;-414.0;-946.0
184.0;909.0;196.0;1015.0;-199.0;888.0;863.0;971.0;-859.0;-423.0;-814.0
124.0;984.0;288.0;1073.0;-323.0;762.0;865.0;1032.0;-935.0;-386.0;-902.0
-61.0;857.0;360.0;942.0;-40.0;904.0;1053.0;1020.0;-1033.0;-270.0;-936.0
-187.0;787.0;267.0;949.0;15.0;904.0;1038.0;989.0;-972.0;-142.0;-778.0
165.0;876.0;415.0;960.0;-227.0;878.0;1011.0;1022.0;-905.0;-302.0;-870.0
252.0;919.0;372.0;933.0;-220.0;877.0;988.0;1016.0;-940.0;-343.0;-947.0
193.0;914.0;381.0;956.0;-198.0;851.0;1007.0;1031.0;-939.0;-351.0;-915.0
170.0;890.0;404.0;927.0;-196.0;840.0;987.0;1031.0;-943.0;-364.0;-916.0
163.0;880.0;406.0;938.0;-191.0;854.0;1016.0;1031.0;-948.0;-363.0;-924.0
210.0;895.0;368.0;942.0;-161.0;867.0;997.0;1023.0;-967.0;-348.0;-925.0
163.0;801.0;343.0;960.0;-183.0;853.0;940.0;936.0;-1059.0;-395.0;-1012.0
743.0;484.0;990.0;-162.0;-782.0;-373.0;-384.0;319.0;91.0;-996.0;-611.0
155.0;1045.0;439.0;782.0;-156.0;772.0;915.0;1031.0;-908.0;-383.0;-976.0
255.0;933.0;373.0;936.0;-242.0;857.0;973.0;1011.0;-940.0;-359.0;-952.0
384.0;875.0;521.0;913.0;-322.0;737.0;893.0;882.0;-740.0;-353.0;-828.0
75.0;1059.0;319.0;695.0;33.0;759.0;804.0;834.0;-1322.0;-347.0;-1246.0
265.0;852.0;260.0;862.0;-217.0;714.0;807.0;1065.0;-1168.0;-405.0;-1128.0
301.0;892.0;350.0;900.0;-247.0;839.0;910.0;1023.0;-1014.0;-282.0;-946.0
259.0;876.0;384.0;908.0;-236.0;860.0;963.0;1020.0;-954.0;-366.0;-964.0
268.0;948.0;437.0;903.0;-201.0;817.0;992.0;1005.0;-891.0;-375.0;-951.0
250.0;920.0;373.0;933.0;-233.0;861.0;987.0;1008.0;-950.0;-337.0;-963.0
161.0;921.0;396.0;945.0;-333.0;858.0;980.0;1017.0;-936.0;-406.0;-969.0
-72.0;872.0;230.0;812.0;-254.0;756.0;801.0;1168.0;-1203.0;-453.0;-1081.0
146.0;1223.0;196.0;786.0;-362.0;907.0;1066.0;1217.0;-1147.0;-494.0;-1073.0
176.0;855.0;363.0;933.0;-2.0;837.0;1067.0;1068.0;-1039.0;-456.0;-913.0
239.0;919.0;380.0;895.0;-270.0;809.0;984.0;999.0;-944.0;-366.0;-958.0
-32.0;1010.0;408.0;921.0;-187.0;990.0;1050.0;887.0;-962.0;-655.0;-927.0
185.0;964.0;349.0;1006.0;-117.0;970.0;1023.0;1019.0;-930.0;-480.0;-918.0
171.0;872.0;359.0;943.0;-198.0;886.0;1006.0;1008.0;-971.0;-380.0;-944.0
152.0;903.0;394.0;956.0;-186.0;851.0;993.0;1003.0;-947.0;-353.0;-924.0
153.0;886.0;391.0;914.0;-200.0;852.0;987.0;1015.0;-937.0;-355.0;-914.0
156.0;887.0;386.0;903.0;-195.0;833.0;1004.0;1027.0;-945.0;-349.0;-922.0
159.0;883.0;405.0;905.0;-177.0;863.0;999.0;1026.0;-948.0;-333.0;-922.0
157.0;861.0;427.0;931.0;-175.0;858.0;1001.0;1013.0;-948.0;-317.0;-923.0
108.0;871.0;402.0;951.0;-212.0;893.0;983.0;1028.0;-951.0;-325.0;-912.0
164.0;884.0;369.0;942.0;-183.0;865.0;1017.0;1039.0;-942.0;-313.0;-924.0
254.0;909.0;398.0;944.0;-224.0;855.0;1003.0;1028.0;-931.0;-345.0;-940.0
263.0;910.0;410.0;942.0;-197.0;854.0;969.0;1025.0;-948.0;-328.0;-951.0
243.0;912.0;372.0;943.0;-205.0;865.0;958.0;1013.0;-941.0;-317.0;-944.0
257.0;919.0;393.0;924.0;-216.0;866.0;996.0;1020.0;-937.0;-343.0;-940.0
158.0;904.0;382.0;930.0;-180.0;868.0;1006.0;1024.0;-938.0;-318.0;-916.0
273.0;911.0;359.0;945.0;-207.0;858.0;982.0;1010.0;-938.0;-334.0;-940.0
126.0;839.0;388.0;935.0;-169.0;818.0;947.0;1046.0;-955.0;-340.0;-926.0
120.0;902.0;376.0;929.0;-179.0;829.0;970.0;1015.0;-951.0;-362.0;-926.0
130.0;875.0;394.0;893.0;-159.0;843.0;964.0;1005.0;-960.0;-362.0;-928.0
183.0;869.0;397.0;892.0;-158.0;831.0;981.0;1002.0;-953.0;-342.0;-924.0
126.0;983.0;399.0;845.0;-251.0;976.0;1187.0;910.0;-1130.0;-442.0;-1102.0
190.0;879.0;407.0;903.0;-161.0;828.0;1008.0;1018.0;-952.0;-344.0;-924.0
207.0;815.0;457.0;912.0;-167.0;951.0;1134.0;1027.0;-923.0;-357.0;-890.0
153.0;946.0;304.0;1052.0;-267.0;980.0;1025.0;1018.0;-908.0;-317.0;-932.0
186.0;897.0;300.0;1012.0;-241.0;871.0;979.0;988.0;-941.0;-289.0;-916.0
130.0;904.0;383.0;957.0;-212.0;828.0;1034.0;1020.0;-916.0;-319.0;-914.0
137.0;900.0;374.0;937.0;-188.0;853.0;967.0;1001.0;-929.0;-328.0;-918.0
168.0;910.0;366.0;935.0;-202.0;851.0;961.0;1023.0;-950.0;-346.0;-934.0
144.0;861.0;305.0;908.0;-229.0;854.0;980.0;1021.0;-958.0;-384.0;-915.0
256.0;928.0;398.0;953.0;-200.0;829.0;1000.0;1000.0;-936.0;-335.0;-952.0
165.0;852.0;358.0;693.0;-85.0;698.0;820.0;957.0;-1019.0;-188.0;-903.0
215.0;893.0;416.0;869.0;-211.0;867.0;939.0;1014.0;-922.0;-317.0;-927.0
245.0;938.0;364.0;790.0;-199.0;1271.0;930.0;1039.0;-872.0;-346.0;-892.0
213.0;925.0;436.0;933.0;-206.0;820.0;987.0;1024.0;-951.0;-299.0;-968.0
231.0;865.0;420.0;978.0;-170.0;825.0;983.0;1013.0;-1010.0;-311.0;-1038.0
246.0;930.0;404.0;916.0;-199.0;839.0;959.0;1009.0;-947.0;-326.0;-959.0
260.0;942.0;419.0;906.0;-174.0;844.0;968.0;995.0;-941.0;-314.0;-953.0
256.0;904.0;409.0;901.0;-87.0;867.0;991.0;999.0;-981.0;-240.0;-940.0
162.0;883.0;387.0;919.0;-166.0;858.0;995.0;1013.0;-977.0;-367.0;-947.0
232.0;914.0;363.0;930.0;-209.0;861.0;994.0;1010.0;-943.0;-332.0;-962.0
247.0;910.0;369.0;948.0;-206.0;864.0;991.0;1014.0;-941.0;-357.0;-951.0
239.0;926.0;393.0;961.0;-208.0;864.0;957.0;1028.0;-951.0;-353.0;-957.0
132.0;1216.0;240.0;712.0;-237.0;863.0;960.0;1194.0;-1304.0;-425.0;-1269.0
-34.0;918.0;439.0;763.0;-115.0;717.0;903.0;1370.0;-1349.0;-342.0;-1151.0
191.0;875.0;466.0;953.0;-183.0;820.0;956.0;976.0;-938.0;-338.0;-868.0
188.0;857.0;395.0;968.0;-198.0;852.0;979.0;976.0;-946.0;-342.0;-892.0
81.0;835.0;341.0;892.0;-205.0;782.0;900.0;1057.0;-955.0;-210.0;-931.0
156.0;749.0;375.0;879.0;-188.0;884.0;1065.0;997.0;-1010.0;-388.0;-947.0
172.0;871.0;368.0;939.0;-167.0;866.0;1012.0;1005.0;-946.0;-343.0;-921.0
163.0;923.0;385.0;974.0;-169.0;883.0;1052.0;1028.0;-940.0;-311.0;-899.0
172.0;896.0;397.0;950.0;-184.0;860.0;1042.0;1016.0;-941.0;-326.0;-923.0
97.0;990.0;336.0;948.0;-199.0;942.0;1207.0;1222.0;-844.0;-213.0;-778.0
59.0;840.0;246.0;848.0;-182.0;800.0;949.0;625.0;-1276.0;-253.0;-1328.0
224.0;910.0;307.0;932.0;-231.0;826.0;1036.0;1152.0;-941.0;-356.0;-816.0
172.0;892.0;388.0;923.0;-218.0;821.0;984.0;1003.0;-942.0;-372.0;-893.0
211.0;895.0;400.0;924.0;-288.0;856.0;977.0;1037.0;-864.0;-403.0;-869.0
120.0;811.0;368.0;941.0;-266.0;856.0;949.0;991.0;-906.0;-255.0;-792.0
145.0;831.0;430.0;934.0;-158.0;1063.0;1296.0;1050.0;-963.0;-464.0;-829.0
191.0;899.0;383.0;933.0;-189.0;869.0;1025.0;1031.0;-960.0;-366.0;-937.0
164.0;902.0;416.0;933.0;-192.0;858.0;1012.0;1010.0;-943.0;-328.0;-930.0
153.0;911.0;420.0;945.0;-177.0;830.0;1024.0;1031.0;-941.0;-334.0;-922.0
215.0;892.0;390.0;936.0;-221.0;873.0;1016.0;997.0;-946.0;-338.0;-965.0
240.0;908.0;397.0;923.0;-247.0;882.0;985.0;1022.0;-925.0;-350.0;-947.0
185.0;919.0;483.0;964.0;-204.0;863.0;1018.0;1011.0;-935.0;-356.0;-929.0
196.0;895.0;400.0;931.0;-240.0;888.0;1002.0;1024.0;-938.0;-348.0;-936.0
224.0;882.0;362.0;921.0;-227.0;884.0;1001.0;1010.0;-939.0;-333.0;-939.0
189.0;913.0;395.0;939.0;-178.0;857.0;1019.0;1010.0;-960.0;-343.0;-940.0
258.0;925.0;398.0;971.0;-220.0;885.0;1085.0;1017.0;-933.0;-349.0;-917.0
254.0;902.0;407.0;954.0;-231.0;849.0;1008.0;1011.0;-940.0;-348.0;-937.0
225.0;918.0;393.0;922.0;-169.0;859.0;991.0;1024.0;-960.0;-350.0;-934.0
222.0;910.0;389.0;942.0;-230.0;858.0;1018.0;1021.0;-943.0;-341.0;-940.0
217.0;901.0;378.0;940.0;-214.0;866.0;999.0;1001.0;-950.0;-344.0;-944.0
219.0;915.0;378.0;952.0;-221.0;840.0;996.0;1014.0;-945.0;-341.0;-941.0
224.0;900.0;380.0;929.0;-229.0;860.0;988.0;1031.0;-943.0;-350.0;-937.0
234.0;905.0;382.0;944.0;-230.0;858.0;988.0;1015.0;-945.0;-344.0;-936.0
208.0;897.0;413.0;941.0;-174.0;872.0;991.0;1014.0;-951.0;-346.0;-932.0
189.0;874.0;419.0;926.0;-196.0;856.0;998.0;1009.0;-950.0;-359.0;-935.0
202.0;887.0;389.0;923.0;-204.0;855.0;995.0;1015.0;-943.0;-374.0;-924.0
211.0;905.0;398.0;924.0;-235.0;838.0;998.0;1023.0;-936.0;-378.0;-923.0
13.0;1150.0;320.0;807.0;-11.0;819.0;890.0;958.0;-1102.0;-147.0;-1020.0
234.0;916.0;362.0;940.0;-237.0;875.0;987.0;1017.0;-954.0;-341.0;-949.0
206.0;866.0;408.0;922.0;-201.0;827.0;987.0;1006.0;-938.0;-379.0;-923.0
217.0;869.0;408.0;891.0;-187.0;835.0;995.0;997.0;-936.0;-344.0;-923.0
179.0;917.0;369.0;943.0;-197.0;865.0;990.0;1015.0;-960.0;-361.0;-950.0
183.0;904.0;349.0;942.0;-176.0;870.0;990.0;1022.0;-962.0;-349.0;-948.0
273.0;890.0;424.0;927.0;-266.0;832.0;976.0;1011.0;-924.0;-389.0;-926.0
269.0;887.0;439.0;927.0;-262.0;821.0;972.0;1001.0;-931.0;-364.0;-931.0
204.0;926.0;416.0;916.0;-224.0;868.0;1016.0;1012.0;-940.0;-335.0;-936.0
231.0;907.0;389.0;940.0;-223.0;852.0;1003.0;1007.0;-946.0;-340.0;-940.0
255.0;892.0;458.0;907.0;-264.0;840.0;972.0;1012.0;-936.0;-374.0;-933.0
215.0;908.0;399.0;940.0;-206.0;872.0;1021.0;1025.0;-940.0;-325.0;-935.0
268.0;887.0;447.0;905.0;-267.0;818.0;988.0;992.0;-932.0;-380.0;-933.0
210.0;921.0;389.0;935.0;-202.0;857.0;1022.0;1020.0;-936.0;-321.0;-930.0
264.0;894.0;441.0;917.0;-259.0;826.0;1004.0;998.0;-929.0;-372.0;-934.0
236.0;901.0;361.0;914.0;-201.0;905.0;1054.0;991.0;-935.0;-261.0;-948.0
247.0;894.0;405.0;911.0;-258.0;856.0;992.0;998.0;-928.0;-358.0;-929.0
246.0;905.0;386.0;948.0;-213.0;858.0;986.0;1024.0;-951.0;-311.0;-949.0
161.0;902.0;359.0;933.0;-184.0;853.0;994.0;1019.0;-959.0;-342.0;-944.0
234.0;906.0;359.0;951.0;-217.0;869.0;987.0;1021.0;-953.0;-319.0;-949.0
174.0;890.0;279.0;910.0;-159.0;866.0;1035.0;1016.0;-1008.0;-336.0;-989.0
239.0;905.0;373.0;944.0;-217.0;860.0;987.0;1040.0;-955.0;-326.0;-952.0
161.0;895.0;377.0;925.0;-180.0;884.0;997.0;1011.0;-965.0;-329.0;-949.0
170.0;910.0;372.0;929.0;-140.0;877.0;996.0;1013.0;-977.0;-292.0;-952.0
254.0;910.0;377.0;941.0;-226.0;869.0;1000.0;1017.0;-946.0;-332.0;-942.0
205.0;873.0;361.0;924.0;-149.0;856.0;1041.0;1015.0;-932.0;-274.0;-938.0
262.0;903.0;370.0;941.0;-229.0;853.0;992.0;1017.0;-946.0;-342.0;-948.0
247.0;909.0;378.0;952.0;-239.0;864.0;992.0;1017.0;-946.0;-341.0;-943.0
51.0;883.0;309.0;969.0;-89.0;922.0;1062.0;994.0;-972.0;-251.0;-899.0
202.0;921.0;401.0;953.0;-200.0;877.0;1017.0;1022.0;-948.0;-319.0;-939.0
245.0;899.0;379.0;942.0;-224.0;868.0;997.0;1011.0;-952.0;-320.0;-952.0
207.0;906.0;389.0;943.0;-199.0;875.0;981.0;1022.0;-948.0;-316.0;-938.0
215.0;915.0;379.0;951.0;-214.0;878.0;1003.0;1034.0;-948.0;-331.0;-938.0
213.0;919.0;379.0;952.0;-214.0;874.0;1004.0;1017.0;-950.0;-347.0;-941.0
198.0;899.0;375.0;945.0;-209.0;859.0;999.0;1018.0;-952.0;-346.0;-942.0
222.0;921.0;394.0;962.0;-205.0;872.0;1005.0;1021.0;-954.0;-349.0;-942.0
255.0;914.0;368.0;938.0;-232.0;870.0;990.0;1021.0;-943.0;-341.0;-944.0
245.0;904.0;371.0;942.0;-231.0;884.0;987.0;1020.0;-943.0;-340.0;-942.0
203.0;913.0;379.0;948.0;-200.0;876.0;997.0;1013.0;-954.0;-343.0;-944.0
190.0;910.0;388.0;955.0;-200.0;871.0;988.0;1010.0;-952.0;-341.0;-942.0
202.0;911.0;376.0;941.0;-204.0;840.0;1010.0;1021.0;-949.0;-338.0;-939.0
208.0;929.0;410.0;912.0;-183.0;857.0;1027.0;1032.0;-988.0;-316.0;-965.0
212.0;920.0;397.0;951.0;-213.0;871.0;1021.0;1020.0;-937.0;-331.0;-929.0
187.0;901.0;365.0;959.0;-204.0;875.0;1031.0;1013.0;-947.0;-323.0;-939.0
214.0;902.0;400.0;937.0;-198.0;869.0;1002.0;1021.0;-948.0;-326.0;-940.0
258.0;915.0;358.0;969.0;-231.0;858.0;980.0;1031.0;-949.0;-342.0;-975.0
134.0;833.0;423.0;930.0;-219.0;778.0;980.0;1023.0;-965.0;-406.0;-954.0
12.0;806.0;456.0;1231.0;-259.0;979.0;1027.0;1111.0;-914.0;-452.0;-878.0
244.0;890.0;365.0;963.0;-231.0;875.0;987.0;1015.0;-949.0;-338.0;-946.0
253.0;894.0;351.0;957.0;-226.0;842.0;1006.0;1022.0;-955.0;-328.0;-951.0
162.0;957.0;369.0;912.0;-117.0;855.0;1017.0;1034.0;-987.0;-239.0;-1007.0
131.0;916.0;326.0;961.0;-133.0;903.0;1033.0;1021.0;-983.0;-295.0;-960.0
389.0;929.0;469.0;973.0;-441.0;765.0;1135.0;1022.0;-991.0;-888.0;-998.0
269.0;886.0;424.0;922.0;-264.0;841.0;1027.0;1001.0;-930.0;-397.0;-939.0
203.0;931.0;339.0;1009.0;-254.0;923.0;1063.0;1013.0;-959.0;-347.0;-953.0
237.0;919.0;372.0;968.0;-220.0;861.0;999.0;1021.0;-948.0;-336.0;-941.0
243.0;916.0;370.0;952.0;-233.0;885.0;1015.0;1039.0;-960.0;-317.0;-970.0
272.0;901.0;381.0;971.0;-210.0;860.0;1001.0;1023.0;-950.0;-293.0;-955.0
249.0;911.0;375.0;957.0;-224.0;876.0;987.0;1012.0;-946.0;-322.0;-944.0
254.0;920.0;437.0;936.0;-154.0;890.0;1060.0;1017.0;-958.0;-318.0;-965.0
193.0;940.0;418.0;974.0;-212.0;868.0;975.0;1011.0;-936.0;-301.0;-962.0
207.0;909.0;386.0;955.0;-182.0;858.0;1015.0;1025.0;-951.0;-284.0;-939.0
180.0;882.0;414.0;1089.0;-119.0;906.0;1266.0;1093.0;-844.0;-196.0;-920.0
173.0;918.0;334.0;958.0;-191.0;884.0;995.0;1022.0;-976.0;-290.0;-963.0
206.0;1009.0;514.0;1043.0;-218.0;871.0;1243.0;1011.0;-975.0;-425.0;-1009.0
115.0;950.0;362.0;938.0;-105.0;868.0;1039.0;1038.0;-943.0;-230.0;-891.0
267.0;921.0;361.0;955.0;-237.0;877.0;1011.0;1011.0;-946.0;-329.0;-952.0
245.0;894.0;371.0;943.0;-227.0;876.0;995.0;1033.0;-945.0;-330.0;-940.0
262.0;917.0;362.0;962.0;-254.0;877.0;1021.0;1016.0;-944.0;-329.0;-956.0
261.0;922.0;381.0;949.0;-224.0;853.0;1004.0;1016.0;-952.0;-335.0;-947.0
247.0;901.0;361.0;965.0;-209.0;886.0;969.0;1045.0;-956.0;-311.0;-955.0
247.0;921.0;391.0;951.0;-217.0;877.0;979.0;1032.0;-948.0;-318.0;-949.0
295.0;905.0;424.0;909.0;-259.0;834.0;964.0;1012.0;-929.0;-355.0;-927.0
14.0;724.0;383.0;933.0;-216.0;924.0;1095.0;893.0;-740.0;-388.0;-690.0
280.0;880.0;464.0;898.0;-286.0;837.0;1002.0;1019.0;-918.0;-405.0;-928.0
321.0;841.0;463.0;890.0;-283.0;795.0;997.0;1009.0;-950.0;-363.0;-947.0
274.0;893.0;461.0;924.0;-260.0;829.0;977.0;1023.0;-922.0;-373.0;-928.0
285.0;909.0;474.0;920.0;-267.0;767.0;987.0;998.0;-935.0;-378.0;-949.0
230.0;923.0;350.0;960.0;-209.0;891.0;978.0;1024.0;-951.0;-321.0;-950.0
294.0;882.0;441.0;924.0;-281.0;830.0;978.0;998.0;-926.0;-391.0;-928.0
354.0;742.0;482.0;807.0;-406.0;789.0;900.0;996.0;-832.0;-390.0;-816.0
276.0;876.0;432.0;916.0;-264.0;829.0;979.0;1020.0;-925.0;-371.0;-931.0
286.0;894.0;429.0;921.0;-260.0;842.0;990.0;1020.0;-930.0;-376.0;-931.0
262.0;895.0;417.0;924.0;-259.0;839.0;1013.0;1002.0;-938.0;-362.0;-946.0
273.0;888.0;439.0;911.0;-262.0;826.0;987.0;1021.0;-930.0;-376.0;-932.0
-6.0;987.0;354.0;1037.0;26.0;750.0;846.0;1091.0;-877.0;-335.0;-967.0
109.0;819.0;470.0;1217.0;-142.0;840.0;849.0;996.0;-818.0;-205.0;-899.0
280.0;909.0;445.0;923.0;-262.0;857.0;1025.0;1004.0;-933.0;-368.0;-941.0
275.0;883.0;455.0;915.0;-258.0;822.0;994.0;1016.0;-934.0;-372.0;-932.0
275.0;873.0;444.0;933.0;-259.0;834.0;990.0;1011.0;-932.0;-371.0;-932.0
286.0;918.0;386.0;958.0;-306.0;808.0;950.0;998.0;-935.0;-405.0;-965.0
273.0;882.0;440.0;925.0;-263.0;832.0;968.0;1013.0;-936.0;-363.0;-936.0
277.0;885.0;435.0;921.0;-254.0;835.0;969.0;1023.0;-940.0;-355.0;-941.0
268.0;891.0;458.0;923.0;-256.0;827.0;988.0;1013.0;-935.0;-364.0;-934.0
248.0;918.0;397.0;952.0;-193.0;878.0;1000.0;1011.0;-956.0;-333.0;-947.0
265.0;902.0;438.0;926.0;-243.0;841.0;1017.0;1010.0;-933.0;-349.0;-944.0
