InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit LLA magneticZ
221.0;-424.0;58.0;74;243.0;?;405.0
237.0;-425.0;86.0;74;241.0;?;414.0
416.0;-432.0;597.0;74;-555.0;?;-122.0
419.0;-431.0;599.0;74;-555.0;?;-110.0
425.0;-431.0;597.0;74;-554.0;-533.0;-95.0
429.0;-433.0;588.0;74;-553.0;-540.0;-82.0
423.0;-433.0;584.0;74;-553.0;-533.0;-59.0
408.0;-430.0;581.0;74;-557.0;-515.0;-30.0
377.0;-432.0;567.0;74;-570.0;-496.0;15.0
327.0;-433.0;547.0;74;-591.0;-480.0;72.0
255.0;-434.0;514.0;74;-620.0;-474.0;159.0
174.0;-436.0;488.0;74;-650.0;-467.0;257.0
99.0;-438.0;477.0;74;-678.0;-467.0;344.0
48.0;-439.0;470.0;74;-708.0;-473.0;425.0
22.0;-443.0;471.0;?;-733.0;-480.0;492.0
-12.0;-450.0;475.0;?;-761.0;-487.0;544.0
-51.0;-451.0;478.0;74;-788.0;-487.0;551.0
-77.0;-457.0;472.0;74;-809.0;-482.0;546.0
-113.0;-457.0;459.0;74;-838.0;-466.0;537.0
-148.0;-458.0;439.0;74;-860.0;-455.0;538.0
-173.0;-464.0;418.0;74;-886.0;-445.0;528.0
-180.0;-465.0;402.0;74;-909.0;-439.0;537.0
-181.0;-471.0;391.0;74;-929.0;-440.0;559.0
-166.0;-470.0;390.0;74;-946.0;-443.0;573.0
-144.0;-471.0;398.0;74;-953.0;-451.0;587.0
-126.0;-472.0;412.0;74;-951.0;-456.0;597.0
-114.0;-473.0;428.0;74;-947.0;-465.0;605.0
-111.0;-471.0;444.0;74;-943.0;-469.0;612.0
-115.0;-472.0;458.0;74;-933.0;-475.0;613.0
-122.0;-471.0;471.0;74;-921.0;-476.0;619.0
-135.0;-466.0;487.0;74;-905.0;-477.0;624.0
-143.0;-468.0;494.0;74;-893.0;-476.0;633.0
-146.0;-468.0;504.0;74;-884.0;-476.0;643.0
-142.0;-468.0;514.0;74;-875.0;-478.0;653.0
-135.0;-467.0;521.0;73;-869.0;-481.0;658.0
-119.0;-470.0;526.0;73;-868.0;-491.0;660.0
-103.0;-470.0;532.0;73;-869.0;-496.0;662.0
-88.0;-470.0;537.0;73;-870.0;-500.0;663.0
?;-469.0;540.0;73;-874.0;-501.0;661.0
?;-472.0;541.0;73;-878.0;-506.0;660.0
?;-470.0;540.0;73;-883.0;-509.0;661.0
?;-471.0;539.0;73;-884.0;-512.0;658.0
?;-467.0;538.0;73;-887.0;-511.0;662.0
?;-463.0;535.0;73;-889.0;-508.0;656.0
?;-463.0;535.0;73;-891.0;-505.0;646.0
?;-460.0;531.0;74;-892.0;-500.0;631.0
?;-457.0;524.0;74;-895.0;-497.0;624.0
-12.0;-456.0;520.0;74;-896.0;-499.0;615.0
-15.0;-455.0;514.0;74;-897.0;-496.0;609.0
-18.0;-457.0;506.0;74;-898.0;-494.0;602.0
-21.0;-455.0;499.0;74;-899.0;-491.0;597.0
-22.0;-459.0;492.0;74;-899.0;-487.0;597.0
-26.0;-456.0;487.0;74;-899.0;-486.0;596.0
-20.0;-460.0;485.0;74;-900.0;-489.0;598.0
-13.0;?;485.0;74;-898.0;?;599.0
-4.0;-464.0;482.0;74;-900.0;?;601.0
16.0;-470.0;482.0;74;-901.0;?;604.0
27.0;-473.0;489.0;74;-901.0;?;601.0
40.0;-479.0;492.0;75;-903.0;?;604.0
41.0;-483.0;504.0;75;-904.0;?;612.0
56.0;-491.0;522.0;75;-905.0;?;620.0
75.0;-493.0;537.0;75;-903.0;?;625.0
76.0;-492.0;553.0;75;-899.0;?;634.0
67.0;-488.0;569.0;75;-892.0;?;658.0
55.0;-486.0;575.0;75;-888.0;?;669.0
33.0;-484.0;578.0;75;-882.0;?;669.0
19.0;-482.0;583.0;75;-880.0;?;660.0
9.0;-485.0;584.0;75;-882.0;?;655.0
6.0;-481.0;589.0;75;-886.0;-502.0;657.0
7.0;-482.0;591.0;75;-889.0;-502.0;653.0
14.0;-479.0;589.0;75;?;-500.0;641.0
17.0;-479.0;588.0;75;?;-496.0;634.0
13.0;-476.0;585.0;75;?;-490.0;632.0
6.0;-474.0;583.0;74;?;-486.0;629.0
1.0;-473.0;577.0;74;?;-483.0;626.0
-7.0;-470.0;569.0;74;-919.0;-476.0;632.0
-7.0;-469.0;563.0;74;-921.0;-472.0;624.0
-7.0;-464.0;556.0;74;-922.0;-468.0;614.0
-15.0;-463.0;552.0;74;-921.0;-466.0;611.0
-16.0;-458.0;545.0;74;-920.0;-464.0;602.0
-20.0;-459.0;541.0;74;-915.0;-461.0;596.0
-25.0;-451.0;538.0;74;-915.0;-457.0;595.0
-31.0;-449.0;532.0;74;-914.0;-455.0;592.0
-33.0;-450.0;529.0;74;-910.0;-455.0;593.0
-38.0;-444.0;525.0;75;-910.0;-456.0;593.0
-41.0;-442.0;522.0;75;-909.0;-456.0;592.0
-43.0;-441.0;521.0;75;-907.0;-458.0;590.0
-40.0;-441.0;519.0;75;-903.0;-462.0;590.0
-35.0;-442.0;520.0;75;-902.0;-470.0;590.0
-22.0;-444.0;522.0;75;-901.0;-477.0;590.0
-8.0;-448.0;521.0;75;-898.0;-489.0;593.0
5.0;-453.0;522.0;75;-896.0;-494.0;592.0
16.0;-456.0;524.0;75;-895.0;-502.0;592.0
17.0;-459.0;528.0;75;-894.0;-503.0;591.0
18.0;-463.0;528.0;75;-892.0;-506.0;589.0
21.0;-462.0;531.0;75;-892.0;-507.0;590.0
28.0;-465.0;532.0;75;-891.0;-510.0;592.0
33.0;-464.0;533.0;75;-889.0;-512.0;596.0
38.0;-465.0;531.0;75;-887.0;-512.0;597.0
36.0;-465.0;534.0;75;-886.0;-513.0;602.0
37.0;-465.0;533.0;75;-883.0;-514.0;598.0
39.0;-467.0;533.0;75;-880.0;-514.0;600.0
36.0;-467.0;534.0;75;-880.0;-511.0;601.0
33.0;-466.0;532.0;75;-878.0;-507.0;597.0
30.0;-469.0;533.0;75;-879.0;-505.0;595.0
29.0;-470.0;530.0;75;-882.0;-504.0;593.0
30.0;-471.0;527.0;75;-881.0;-504.0;590.0
34.0;-470.0;526.0;75;-882.0;-503.0;591.0
39.0;-473.0;524.0;75;-884.0;-507.0;594.0
42.0;-473.0;524.0;75;-884.0;-507.0;598.0
47.0;-477.0;522.0;75;-887.0;-507.0;601.0
50.0;-480.0;526.0;74;-888.0;-512.0;605.0
63.0;-478.0;528.0;74;-889.0;-516.0;604.0
63.0;-477.0;535.0;75;-885.0;-513.0;602.0
64.0;-481.0;543.0;75;-884.0;-520.0;608.0
70.0;-477.0;544.0;75;-877.0;-525.0;606.0
77.0;-478.0;546.0;75;-873.0;-527.0;606.0
80.0;-480.0;546.0;75;-868.0;-531.0;612.0
83.0;-480.0;548.0;75;-865.0;-532.0;619.0
84.0;-484.0;550.0;75;-863.0;-537.0;626.0
89.0;-487.0;550.0;75;-863.0;-543.0;625.0
94.0;-488.0;549.0;75;-861.0;-548.0;622.0
95.0;-490.0;549.0;75;-861.0;-547.0;620.0
86.0;-491.0;550.0;75;-866.0;-548.0;614.0
75.0;-491.0;544.0;75;-868.0;-543.0;607.0
66.0;-491.0;546.0;75;-873.0;-541.0;601.0
65.0;-490.0;543.0;75;-873.0;-540.0;597.0
63.0;-493.0;541.0;74;-874.0;-540.0;595.0
66.0;-491.0;537.0;74;-878.0;-540.0;593.0
65.0;-493.0;533.0;74;-879.0;-539.0;592.0
67.0;-494.0;526.0;74;-882.0;-540.0;592.0
71.0;-494.0;522.0;74;-884.0;-542.0;589.0
74.0;-497.0;519.0;74;-885.0;-541.0;589.0
77.0;-493.0;512.0;74;-887.0;-542.0;589.0
77.0;-492.0;510.0;74;-887.0;-542.0;590.0
72.0;-491.0;506.0;74;-886.0;-540.0;591.0
69.0;-488.0;504.0;74;-886.0;-539.0;587.0
69.0;-486.0;500.0;74;-886.0;-538.0;588.0
65.0;-486.0;500.0;74;-885.0;-536.0;587.0
62.0;-483.0;501.0;74;-882.0;-535.0;583.0
64.0;-486.0;504.0;74;-884.0;-535.0;582.0
63.0;-485.0;508.0;74;-883.0;-535.0;586.0
60.0;-482.0;511.0;73;-884.0;-535.0;588.0
58.0;-481.0;516.0;73;-884.0;-535.0;592.0
57.0;-481.0;520.0;74;-881.0;-535.0;595.0
56.0;?;523.0;74;-880.0;-536.0;594.0
58.0;?;522.0;74;-880.0;-533.0;597.0
57.0;?;524.0;74;-880.0;-533.0;594.0
54.0;?;525.0;74;-878.0;-529.0;594.0
53.0;?;524.0;74;-880.0;-527.0;592.0
49.0;?;524.0;74;-883.0;-524.0;588.0
48.0;?;522.0;74;-881.0;-520.0;585.0
46.0;?;522.0;75;-882.0;-518.0;583.0
43.0;?;521.0;75;-882.0;-516.0;581.0
40.0;?;518.0;75;-884.0;-511.0;578.0
34.0;?;516.0;75;-885.0;-506.0;574.0
23.0;?;513.0;75;-887.0;-498.0;566.0
15.0;?;512.0;75;-888.0;-490.0;561.0
9.0;?;512.0;75;-891.0;-487.0;559.0
9.0;?;510.0;75;-896.0;-484.0;558.0
14.0;-448.0;507.0;74;-898.0;-487.0;560.0
25.0;-455.0;507.0;74;-901.0;-490.0;564.0
36.0;-457.0;508.0;74;-903.0;-495.0;571.0
54.0;-457.0;511.0;74;-903.0;-507.0;572.0
67.0;-456.0;513.0;75;-899.0;-507.0;576.0
67.0;-450.0;524.0;75;-896.0;-509.0;587.0
61.0;-446.0;525.0;75;-890.0;-508.0;589.0
47.0;-445.0;527.0;75;-884.0;-505.0;592.0
29.0;-437.0;529.0;75;-880.0;-499.0;588.0
19.0;-434.0;529.0;75;-874.0;-498.0;589.0
9.0;-433.0;526.0;75;-871.0;-495.0;583.0
8.0;-436.0;527.0;75;-866.0;-498.0;581.0
15.0;-433.0;526.0;75;-863.0;-504.0;577.0
26.0;-437.0;527.0;75;-864.0;-509.0;576.0
34.0;-437.0;530.0;75;-865.0;-510.0;575.0
33.0;-440.0;526.0;75;-869.0;-513.0;575.0
27.0;-439.0;524.0;75;-871.0;-508.0;572.0
20.0;-438.0;529.0;75;-874.0;-504.0;570.0
21.0;-439.0;527.0;75;-879.0;-504.0;566.0
26.0;-442.0;525.0;75;-885.0;-502.0;565.0
31.0;-443.0;526.0;75;-891.0;-502.0;567.0
31.0;-442.0;523.0;75;-898.0;-500.0;564.0
33.0;-447.0;521.0;75;-902.0;-498.0;566.0
36.0;-447.0;519.0;74;-909.0;-498.0;565.0
40.0;-447.0;515.0;74;-912.0;-498.0;568.0
44.0;-449.0;509.0;74;-916.0;-502.0;567.0
47.0;-446.0;508.0;74;-917.0;-502.0;566.0
50.0;-447.0;502.0;74;-917.0;-505.0;565.0
51.0;-447.0;499.0;74;-919.0;-506.0;566.0
50.0;-448.0;497.0;74;-919.0;-506.0;568.0
44.0;-447.0;494.0;75;-918.0;-503.0;563.0
43.0;-442.0;493.0;75;-916.0;-503.0;562.0
40.0;-446.0;493.0;75;-914.0;-502.0;562.0
37.0;-439.0;492.0;75;-909.0;-501.0;562.0
34.0;-442.0;496.0;75;-907.0;-499.0;560.0
31.0;-439.0;499.0;74;-902.0;-500.0;560.0
33.0;-438.0;500.0;74;-897.0;-502.0;561.0
35.0;-437.0;502.0;74;-895.0;-504.0;558.0
40.0;-433.0;504.0;74;-894.0;-506.0;558.0
38.0;-430.0;505.0;74;-890.0;-506.0;554.0
35.0;-429.0;504.0;74;-894.0;-503.0;547.0
29.0;-430.0;506.0;74;-894.0;-499.0;545.0
21.0;-425.0;509.0;74;-892.0;-493.0;544.0
24.0;-426.0;512.0;74;-893.0;-492.0;544.0
27.0;-424.0;512.0;74;-892.0;-494.0;546.0
35.0;-428.0;512.0;74;-891.0;-496.0;543.0
40.0;-423.0;512.0;74;-891.0;-495.0;542.0
39.0;-425.0;509.0;74;-890.0;-492.0;546.0
38.0;-421.0;509.0;74;-890.0;-493.0;548.0
46.0;-421.0;509.0;74;-888.0;-493.0;547.0
45.0;-419.0;505.0;74;-888.0;-492.0;549.0
38.0;-419.0;502.0;74;-888.0;-486.0;544.0
32.0;-414.0;502.0;74;-887.0;-483.0;542.0
24.0;-414.0;501.0;74;-887.0;-478.0;539.0
17.0;-412.0;499.0;74;-884.0;-473.0;536.0
12.0;-412.0;496.0;74;-884.0;-471.0;532.0
14.0;-411.0;493.0;74;-882.0;-471.0;527.0
19.0;-413.0;493.0;74;-880.0;-472.0;521.0
28.0;-407.0;494.0;74;-880.0;-480.0;511.0
31.0;-404.0;502.0;74;-880.0;-477.0;510.0
24.0;-399.0;509.0;74;-879.0;-473.0;510.0
18.0;-392.0;511.0;74;-874.0;-467.0;510.0
7.0;-391.0;514.0;74;-871.0;-458.0;509.0
-4.0;-384.0;516.0;74;-870.0;-451.0;510.0
-12.0;-378.0;518.0;74;-873.0;-442.0;513.0
-25.0;-377.0;519.0;74;-874.0;-434.0;509.0
-32.0;-376.0;520.0;74;-878.0;-434.0;502.0
-28.0;-379.0;523.0;74;-882.0;-436.0;501.0
-22.0;-382.0;529.0;74;-882.0;-438.0;502.0
-20.0;-386.0;532.0;74;-881.0;-440.0;505.0
-16.0;-396.0;537.0;74;-882.0;-443.0;513.0
-13.0;-401.0;540.0;74;-885.0;-444.0;516.0
-11.0;-402.0;542.0;74;-887.0;-444.0;520.0
-4.0;-408.0;542.0;74;-892.0;-448.0;524.0
-1.0;-406.0;543.0;74;-894.0;-449.0;527.0
0.0;-408.0;541.0;74;-895.0;-449.0;528.0
-7.0;-408.0;541.0;74;-895.0;-447.0;525.0
-9.0;-408.0;541.0;74;-894.0;-445.0;525.0
-13.0;-405.0;539.0;74;-894.0;-440.0;521.0
-14.0;-405.0;535.0;74;-896.0;-439.0;518.0
-16.0;-404.0;531.0;74;-899.0;-439.0;513.0
-16.0;-401.0;524.0;74;-902.0;-436.0;507.0
-22.0;-403.0;518.0;74;-902.0;-434.0;513.0
-19.0;-402.0;510.0;74;?;-436.0;515.0
-15.0;-404.0;504.0;74;?;-440.0;515.0
-11.0;-407.0;498.0;74;?;-445.0;510.0
-5.0;-407.0;?;74;?;-450.0;508.0
1.0;-404.0;?;74;-902.0;-455.0;504.0
7.0;-402.0;?;74;-900.0;-461.0;503.0
11.0;-404.0;?;74;-898.0;-466.0;505.0
12.0;-400.0;?;75;-892.0;-469.0;506.0
13.0;-400.0;?;75;-892.0;-470.0;507.0
12.0;-399.0;?;75;-890.0;-472.0;505.0
13.0;-396.0;?;75;-886.0;-475.0;506.0
19.0;-397.0;?;75;-884.0;-478.0;510.0
17.0;-396.0;?;75;-882.0;-481.0;510.0
20.0;-394.0;?;75;-879.0;-484.0;506.0
27.0;-395.0;?;75;-878.0;-489.0;502.0
31.0;-397.0;?;75;-876.0;-492.0;501.0
34.0;-393.0;?;75;-875.0;-493.0;503.0
32.0;-394.0;?;75;-877.0;-493.0;509.0
31.0;-389.0;487.0;75;-874.0;-488.0;515.0
27.0;-388.0;486.0;75;-874.0;-486.0;518.0
22.0;-387.0;485.0;76;-872.0;-483.0;518.0
19.0;-389.0;485.0;75;-874.0;-482.0;515.0
14.0;-386.0;483.0;75;-874.0;-480.0;509.0
14.0;-388.0;?;75;-875.0;-476.0;505.0
13.0;-384.0;?;75;-872.0;-475.0;500.0
11.0;-382.0;?;75;-869.0;-474.0;498.0
11.0;-383.0;?;75;-868.0;-475.0;497.0
7.0;-380.0;?;75;-866.0;-474.0;496.0
6.0;-384.0;?;75;-865.0;-476.0;492.0
8.0;-384.0;?;75;-863.0;-475.0;490.0
17.0;-382.0;467.0;75;-861.0;-479.0;483.0
26.0;-386.0;466.0;75;-860.0;-482.0;478.0
31.0;-385.0;475.0;75;-857.0;-482.0;474.0
33.0;-384.0;484.0;75;-858.0;-481.0;470.0
26.0;-375.0;499.0;75;-856.0;-474.0;474.0
14.0;-372.0;507.0;75;-857.0;-465.0;478.0
-6.0;-368.0;509.0;75;-856.0;-450.0;471.0
-34.0;-362.0;506.0;75;-854.0;-433.0;459.0
-53.0;-365.0;503.0;75;-853.0;-424.0;448.0
-63.0;-370.0;506.0;75;-852.0;-420.0;446.0
-59.0;-374.0;505.0;75;-854.0;-423.0;447.0
-42.0;-385.0;507.0;75;-860.0;-432.0;447.0
-21.0;-395.0;507.0;75;-864.0;-440.0;445.0
-8.0;-404.0;510.0;75;-866.0;-443.0;458.0
-5.0;-412.0;511.0;75;-869.0;-441.0;476.0
-9.0;-421.0;511.0;75;-874.0;-441.0;487.0
-12.0;-429.0;510.0;75;-878.0;-440.0;492.0
-14.0;-445.0;510.0;75;-880.0;-443.0;504.0
-3.0;-454.0;511.0;75;-882.0;-453.0;503.0
10.0;-460.0;512.0;75;-879.0;-461.0;493.0
27.0;-469.0;519.0;75;-875.0;-471.0;480.0
43.0;-478.0;533.0;75;-870.0;-481.0;450.0
58.0;-480.0;546.0;75;-862.0;-490.0;417.0
67.0;-485.0;559.0;75;-857.0;-495.0;372.0
70.0;-491.0;573.0;75;-851.0;-497.0;323.0
72.0;-490.0;586.0;75;-850.0;-501.0;267.0
71.0;?;603.0;75;-847.0;-500.0;209.0
69.0;?;626.0;75;-843.0;-500.0;149.0
67.0;?;651.0;75;-840.0;-500.0;100.0
73.0;?;672.0;75;-837.0;-502.0;66.0
78.0;?;688.0;75;-838.0;-506.0;39.0
81.0;?;700.0;75;-837.0;-508.0;19.0
87.0;?;707.0;75;-838.0;-510.0;12.0
86.0;?;708.0;75;-837.0;-510.0;8.0
79.0;?;708.0;75;-837.0;-505.0;-2.0
78.0;?;706.0;75;-838.0;-503.0;-6.0
76.0;-497.0;706.0;75;-839.0;-501.0;-10.0
70.0;-494.0;705.0;75;-841.0;-496.0;-15.0
70.0;-495.0;704.0;75;-844.0;-494.0;-20.0
73.0;-493.0;706.0;75;-848.0;-494.0;-25.0
74.0;-495.0;704.0;75;-850.0;-491.0;-28.0
76.0;-496.0;703.0;75;?;-494.0;-31.0
77.0;-493.0;701.0;75;?;-493.0;-31.0
75.0;-491.0;699.0;75;?;-493.0;-32.0
72.0;-489.0;698.0;75;?;-491.0;-34.0
72.0;-493.0;698.0;75;?;-493.0;-35.0
73.0;-491.0;695.0;75;?;-495.0;-33.0
74.0;-497.0;694.0;75;?;-496.0;-26.0
74.0;-495.0;695.0;75;?;-499.0;-25.0
77.0;-495.0;694.0;75;?;-500.0;-24.0
82.0;-496.0;696.0;75;-855.0;-503.0;-19.0
83.0;-500.0;695.0;75;-859.0;-507.0;-16.0
87.0;-499.0;693.0;75;-861.0;-511.0;-9.0
91.0;-502.0;690.0;75;-862.0;-512.0;1.0
93.0;-501.0;683.0;75;-862.0;-513.0;21.0
89.0;-498.0;671.0;75;-861.0;-511.0;57.0
87.0;-498.0;649.0;75;-862.0;-506.0;112.0
81.0;-494.0;621.0;75;-860.0;-505.0;185.0
74.0;-486.0;589.0;75;-859.0;-502.0;265.0
72.0;-485.0;555.0;75;-860.0;-499.0;333.0
68.0;-475.0;526.0;75;-863.0;-497.0;405.0
?;-470.0;497.0;75;-864.0;-490.0;470.0
?;-465.0;474.0;75;-868.0;-484.0;520.0
?;-459.0;469.0;75;-869.0;-478.0;535.0
?;-453.0;467.0;75;-869.0;-472.0;536.0
?;-449.0;477.0;75;-871.0;-466.0;532.0
?;-442.0;494.0;75;-873.0;-461.0;523.0
?;-437.0;514.0;75;-873.0;-453.0;499.0
?;-428.0;526.0;75;-875.0;-445.0;487.0
?;-424.0;534.0;75;-880.0;-436.0;489.0
?;-422.0;529.0;75;-881.0;-427.0;499.0
?;-421.0;?;75;-882.0;-424.0;525.0
?;-428.0;504.0;75;-886.0;-426.0;551.0
-2.0;-431.0;493.0;75;-886.0;-433.0;574.0
13.0;-434.0;489.0;75;-885.0;-439.0;588.0
31.0;-442.0;487.0;75;-885.0;-448.0;590.0
42.0;-443.0;489.0;75;-883.0;-454.0;585.0
54.0;-447.0;493.0;75;-882.0;-463.0;571.0
56.0;-448.0;496.0;75;-878.0;-468.0;564.0
55.0;-448.0;495.0;75;-875.0;-468.0;565.0
51.0;-451.0;497.0;75;-873.0;-468.0;565.0
47.0;-453.0;502.0;75;-869.0;-471.0;570.0
38.0;-451.0;505.0;75;-867.0;-473.0;571.0
35.0;-452.0;508.0;75;-864.0;-473.0;577.0
31.0;-452.0;511.0;75;-864.0;-473.0;583.0
25.0;-450.0;515.0;75;-864.0;-470.0;581.0
21.0;-448.0;518.0;75;-865.0;-471.0;577.0
18.0;-449.0;523.0;75;-865.0;-468.0;571.0
16.0;-446.0;527.0;75;-866.0;-467.0;565.0
17.0;-446.0;530.0;75;-869.0;-466.0;564.0
16.0;-447.0;537.0;75;-869.0;-462.0;565.0
15.0;-449.0;542.0;75;-873.0;-461.0;566.0
17.0;-445.0;546.0;75;-876.0;-459.0;568.0
20.0;-448.0;552.0;75;-877.0;-459.0;576.0
20.0;-449.0;551.0;75;-878.0;-455.0;580.0
20.0;-447.0;553.0;75;-881.0;-454.0;582.0
17.0;-449.0;550.0;75;-883.0;-449.0;586.0
20.0;-451.0;545.0;75;-888.0;-451.0;585.0
27.0;-451.0;540.0;75;-889.0;-453.0;582.0
35.0;-451.0;539.0;75;-891.0;-458.0;578.0
40.0;-450.0;538.0;75;-889.0;-461.0;572.0
41.0;-452.0;535.0;75;-888.0;-460.0;566.0
42.0;-449.0;532.0;75;-888.0;-460.0;567.0
36.0;-446.0;528.0;75;-888.0;-459.0;558.0
30.0;-448.0;527.0;75;-888.0;-458.0;556.0
20.0;-444.0;527.0;75;-887.0;-455.0;553.0
12.0;-447.0;523.0;75;-886.0;-454.0;553.0
9.0;-445.0;522.0;75;-886.0;-457.0;553.0
13.0;-449.0;524.0;75;-884.0;-459.0;555.0
13.0;-445.0;524.0;75;-885.0;-458.0;558.0
12.0;-446.0;528.0;75;-885.0;-459.0;558.0
15.0;-449.0;532.0;75;-884.0;-462.0;562.0
19.0;-450.0;534.0;75;-886.0;-466.0;567.0
23.0;-452.0;533.0;75;-884.0;-467.0;571.0
20.0;-453.0;538.0;75;-884.0;-468.0;570.0
23.0;-451.0;537.0;75;-882.0;-469.0;573.0
27.0;-456.0;538.0;75;-881.0;-471.0;575.0
25.0;-458.0;539.0;75;-880.0;-470.0;577.0
26.0;-454.0;540.0;75;-879.0;-471.0;574.0
25.0;-454.0;538.0;75;-877.0;-472.0;576.0
10.0;-455.0;540.0;75;-877.0;-471.0;576.0
-44.0;-452.0;539.0;75;-879.0;-464.0;573.0
-157.0;-452.0;537.0;75;-871.0;-457.0;564.0
-336.0;-454.0;536.0;75;-825.0;-445.0;561.0
-487.0;-452.0;536.0;75;-759.0;-432.0;560.0
-550.0;-453.0;536.0;75;-710.0;-423.0;560.0
-548.0;-451.0;536.0;75;-703.0;-420.0;560.0
-550.0;-448.0;534.0;75;-683.0;-423.0;557.0
-549.0;-444.0;537.0;75;-676.0;-424.0;555.0
-538.0;-440.0;535.0;75;-678.0;-425.0;551.0
-542.0;-435.0;533.0;75;-669.0;-419.0;544.0
-541.0;-436.0;532.0;75;-662.0;-417.0;542.0
-549.0;-435.0;532.0;75;-646.0;-413.0;539.0
-549.0;-432.0;530.0;75;-640.0;-413.0;539.0
-536.0;-429.0;530.0;75;-648.0;-413.0;542.0
-524.0;-428.0;527.0;75;-655.0;-415.0;534.0
-515.0;-426.0;528.0;75;-665.0;-419.0;535.0
-504.0;-430.0;527.0;75;-673.0;-421.0;536.0
