Accelerometer LUA^ accZ;Accelerometer LUA^ accY;Accelerometer LUA_ accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LUA accY;Accelerometer LWR accY;Accelerometer LH accY;Accelerometer RKN^ accY;InertialMeasurementUnit LLA accX;InertialMeasurementUnit LLA accY;InertialMeasurementUnit LUA accX
215.0;956.0;524.0;907.0;-203.0;747.0;775.0;1065.0;-927.0;-382.0;-936.0
225.0;909.0;409.0;943.0;-210.0;777.0;854.0;1041.0;-922.0;-408.0;-942.0
215.0;918.0;440.0;944.0;-212.0;807.0;856.0;1029.0;-910.0;-433.0;-933.0
203.0;922.0;433.0;947.0;-201.0;808.0;883.0;1033.0;-910.0;-444.0;-932.0
205.0;915.0;426.0;924.0;-208.0;830.0;871.0;1023.0;-913.0;-433.0;-940.0
235.0;938.0;394.0;948.0;-224.0;837.0;890.0;1017.0;-921.0;-398.0;-947.0
229.0;940.0;386.0;951.0;-221.0;820.0;896.0;1044.0;-927.0;-358.0;-954.0
273.0;883.0;436.0;924.0;-257.0;860.0;1006.0;1016.0;-926.0;-385.0;-936.0
293.0;893.0;436.0;907.0;-255.0;841.0;979.0;1018.0;-929.0;-379.0;-939.0
262.0;903.0;438.0;920.0;-256.0;831.0;990.0;996.0;-930.0;-374.0;-942.0
260.0;905.0;427.0;925.0;-258.0;849.0;1020.0;995.0;-930.0;-379.0;-940.0
203.0;931.0;413.0;929.0;-205.0;822.0;860.0;1041.0;-935.0;-349.0;-955.0
188.0;937.0;399.0;939.0;-199.0;812.0;856.0;1049.0;-932.0;-372.0;-947.0
220.0;932.0;406.0;937.0;-201.0;812.0;845.0;1030.0;-923.0;-395.0;-939.0
216.0;921.0;437.0;930.0;-195.0;802.0;864.0;1041.0;-909.0;-429.0;-928.0
275.0;875.0;408.0;922.0;-254.0;849.0;1021.0;1010.0;-931.0;-362.0;-938.0
205.0;920.0;506.0;923.0;-162.0;830.0;960.0;954.0;-830.0;-482.0;-933.0
224.0;940.0;392.0;940.0;-211.0;818.0;891.0;1022.0;-901.0;-436.0;-928.0
224.0;929.0;389.0;943.0;-231.0;839.0;891.0;1035.0;-910.0;-402.0;-939.0
249.0;932.0;370.0;950.0;-235.0;851.0;900.0;1049.0;-931.0;-377.0;-955.0
243.0;940.0;387.0;962.0;-226.0;812.0;894.0;1042.0;-941.0;-384.0;-965.0
191.0;939.0;345.0;987.0;-202.0;849.0;807.0;1023.0;-934.0;-423.0;-955.0
245.0;937.0;417.0;924.0;-222.0;793.0;845.0;1041.0;-922.0;-433.0;-948.0
414.0;993.0;383.0;1092.0;-280.0;885.0;675.0;1038.0;-782.0;-419.0;-961.0
285.0;892.0;410.0;910.0;-259.0;858.0;985.0;1020.0;-932.0;-361.0;-939.0
253.0;883.0;436.0;921.0;-258.0;867.0;989.0;1011.0;-928.0;-360.0;-941.0
256.0;904.0;446.0;927.0;-255.0;845.0;982.0;1001.0;-936.0;-382.0;-942.0
248.0;910.0;452.0;916.0;-284.0;842.0;1000.0;1001.0;-937.0;-398.0;-941.0
268.0;918.0;428.0;917.0;-267.0;845.0;993.0;1013.0;-921.0;-377.0;-937.0
265.0;910.0;467.0;921.0;-258.0;854.0;986.0;1018.0;-927.0;-382.0;-940.0
261.0;912.0;456.0;909.0;-264.0;836.0;1007.0;990.0;-929.0;-383.0;-937.0
261.0;899.0;408.0;918.0;-251.0;844.0;1014.0;993.0;-934.0;-373.0;-941.0
269.0;891.0;432.0;912.0;-267.0;858.0;997.0;1012.0;-932.0;-378.0;-941.0
264.0;911.0;427.0;924.0;-262.0;858.0;991.0;999.0;-933.0;-372.0;-943.0
286.0;901.0;466.0;915.0;-259.0;849.0;988.0;1000.0;-919.0;-363.0;-935.0
265.0;911.0;446.0;922.0;-261.0;848.0;1019.0;1010.0;-928.0;-375.0;-936.0
248.0;1034.0;489.0;944.0;-166.0;917.0;1194.0;903.0;-824.0;-286.0;-776.0
236.0;879.0;437.0;914.0;-180.0;850.0;1082.0;971.0;-898.0;-293.0;-892.0
239.0;889.0;437.0;927.0;-266.0;848.0;1008.0;1012.0;-935.0;-395.0;-943.0
242.0;884.0;449.0;942.0;-271.0;824.0;973.0;1019.0;-933.0;-386.0;-947.0
240.0;936.0;439.0;874.0;-191.0;785.0;990.0;1015.0;-843.0;-288.0;-826.0
197.0;932.0;273.0;847.0;-75.0;878.0;1107.0;984.0;-963.0;-176.0;-921.0
44.0;803.0;621.0;714.0;-79.0;551.0;579.0;1031.0;-619.0;-285.0;-943.0
280.0;915.0;366.0;897.0;-274.0;784.0;946.0;1007.0;-902.0;-376.0;-917.0
239.0;958.0;376.0;918.0;-196.0;802.0;880.0;1005.0;-922.0;-414.0;-946.0
235.0;939.0;350.0;941.0;-204.0;846.0;918.0;978.0;-914.0;-399.0;-931.0
51.0;772.0;229.0;1181.0;-210.0;695.0;884.0;1029.0;-867.0;-383.0;-740.0
193.0;912.0;382.0;923.0;-239.0;855.0;1050.0;1024.0;-925.0;-326.0;-911.0
280.0;891.0;373.0;924.0;-92.0;829.0;983.0;972.0;-881.0;-294.0;-924.0
193.0;884.0;385.0;931.0;-197.0;842.0;1017.0;1017.0;-924.0;-332.0;-904.0
393.0;835.0;487.0;745.0;-196.0;637.0;889.0;1222.0;-964.0;-313.0;-1091.0
245.0;851.0;317.0;1021.0;-277.0;930.0;1040.0;923.0;-906.0;-358.0;-910.0
193.0;902.0;378.0;952.0;-191.0;890.0;1024.0;1040.0;-925.0;-340.0;-905.0
221.0;874.0;358.0;958.0;-163.0;899.0;1033.0;965.0;-941.0;-347.0;-915.0
210.0;895.0;368.0;942.0;-161.0;867.0;997.0;1023.0;-967.0;-348.0;-925.0
184.0;886.0;361.0;951.0;-166.0;856.0;978.0;975.0;-989.0;-347.0;-934.0
431.0;886.0;491.0;606.0;-371.0;633.0;776.0;1001.0;-860.0;-570.0;-911.0
155.0;1045.0;439.0;782.0;-156.0;772.0;915.0;1031.0;-908.0;-383.0;-976.0
456.0;684.0;644.0;724.0;-512.0;601.0;661.0;996.0;-731.0;-527.0;-776.0
276.0;892.0;410.0;905.0;-246.0;802.0;923.0;1048.0;-908.0;-312.0;-918.0
173.0;1088.0;273.0;799.0;-195.0;730.0;906.0;1000.0;-1151.0;-492.0;-1125.0
285.0;982.0;389.0;905.0;-116.0;821.0;874.0;1017.0;-1037.0;-319.0;-1020.0
275.0;894.0;370.0;924.0;-202.0;836.0;941.0;1011.0;-962.0;-349.0;-966.0
259.0;876.0;384.0;908.0;-236.0;860.0;963.0;1020.0;-954.0;-366.0;-964.0
268.0;948.0;437.0;903.0;-201.0;817.0;992.0;1005.0;-891.0;-375.0;-951.0
283.0;957.0;509.0;808.0;-198.0;738.0;1010.0;1002.0;-941.0;-375.0;-982.0
215.0;904.0;412.0;894.0;-256.0;837.0;1001.0;998.0;-949.0;-383.0;-961.0
99.0;899.0;363.0;934.0;-173.0;815.0;924.0;1035.0;-960.0;-386.0;-918.0
40.0;1073.0;228.0;777.0;-207.0;881.0;996.0;1346.0;-1023.0;-587.0;-988.0
162.0;927.0;362.0;881.0;-107.0;812.0;975.0;1020.0;-962.0;-400.0;-910.0
239.0;919.0;380.0;895.0;-270.0;809.0;984.0;999.0;-944.0;-366.0;-958.0
283.0;873.0;408.0;909.0;-256.0;843.0;1001.0;1015.0;-950.0;-367.0;-959.0
205.0;947.0;340.0;943.0;-166.0;877.0;991.0;1042.0;-953.0;-313.0;-965.0
205.0;935.0;355.0;949.0;-163.0;877.0;986.0;1032.0;-951.0;-309.0;-965.0
301.0;952.0;370.0;948.0;-197.0;848.0;955.0;987.0;-908.0;-405.0;-919.0
286.0;920.0;378.0;977.0;-211.0;828.0;983.0;1000.0;-918.0;-376.0;-929.0
217.0;950.0;351.0;960.0;-166.0;874.0;1006.0;1023.0;-950.0;-319.0;-965.0
223.0;954.0;349.0;952.0;-175.0;872.0;1015.0;1010.0;-953.0;-317.0;-972.0
211.0;948.0;369.0;953.0;-173.0;873.0;1006.0;1021.0;-953.0;-330.0;-968.0
203.0;940.0;345.0;970.0;-180.0;877.0;1001.0;1022.0;-952.0;-331.0;-968.0
214.0;968.0;344.0;954.0;-190.0;876.0;994.0;1007.0;-955.0;-341.0;-971.0
234.0;958.0;361.0;968.0;-192.0;877.0;996.0;1009.0;-955.0;-342.0;-967.0
235.0;950.0;395.0;964.0;-188.0;878.0;1008.0;1022.0;-953.0;-330.0;-969.0
213.0;941.0;377.0;953.0;-172.0;869.0;1007.0;1031.0;-953.0;-294.0;-969.0
220.0;946.0;359.0;943.0;-172.0;872.0;1015.0;1012.0;-954.0;-289.0;-969.0
199.0;958.0;388.0;950.0;-173.0;878.0;1011.0;1040.0;-948.0;-296.0;-963.0
204.0;931.0;347.0;951.0;-170.0;877.0;1000.0;1041.0;-953.0;-295.0;-965.0
183.0;939.0;313.0;981.0;-241.0;943.0;1034.0;1171.0;-951.0;-432.0;-954.0
221.0;933.0;379.0;979.0;-188.0;868.0;1008.0;1007.0;-953.0;-313.0;-978.0
232.0;928.0;386.0;956.0;-185.0;868.0;1009.0;971.0;-949.0;-331.0;-975.0
225.0;937.0;388.0;963.0;-161.0;879.0;1016.0;940.0;-988.0;-457.0;-975.0
233.0;948.0;395.0;883.0;-194.0;870.0;988.0;958.0;-953.0;-360.0;-976.0
10.0;769.0;321.0;895.0;-89.0;887.0;1073.0;986.0;-954.0;-185.0;-812.0
95.0;834.0;387.0;901.0;-255.0;809.0;973.0;1216.0;-893.0;-348.0;-821.0
171.0;837.0;415.0;866.0;-164.0;837.0;829.0;950.0;-903.0;-488.0;-928.0
120.0;960.0;469.0;898.0;-88.0;823.0;949.0;982.0;-960.0;-717.0;-994.0
225.0;899.0;519.0;855.0;-215.0;714.0;806.0;1002.0;-875.0;-491.0;-927.0
-7.0;770.0;337.0;895.0;-192.0;812.0;934.0;1002.0;-960.0;-242.0;-890.0
265.0;921.0;416.0;884.0;-321.0;752.0;808.0;914.0;-860.0;-336.0;-958.0
285.0;886.0;322.0;822.0;-231.0;766.0;912.0;1035.0;-896.0;-346.0;-924.0
228.0;918.0;427.0;893.0;-199.0;766.0;967.0;1025.0;-963.0;-270.0;-970.0
90.0;877.0;427.0;829.0;-114.0;697.0;886.0;1004.0;-980.0;-212.0;-954.0
215.0;893.0;416.0;869.0;-211.0;867.0;939.0;1014.0;-922.0;-317.0;-927.0
204.0;907.0;421.0;903.0;-214.0;894.0;977.0;1040.0;-913.0;-325.0;-909.0
213.0;991.0;325.0;996.0;-128.0;933.0;1033.0;960.0;-1066.0;-375.0;-1076.0
266.0;906.0;369.0;950.0;-240.0;838.0;968.0;1017.0;-965.0;-401.0;-955.0
261.0;891.0;357.0;904.0;-254.0;881.0;964.0;994.0;-940.0;-386.0;-933.0
215.0;921.0;357.0;902.0;-148.0;816.0;944.0;952.0;-965.0;-272.0;-982.0
399.0;966.0;440.0;834.0;-51.0;1011.0;1027.0;938.0;-911.0;-117.0;-1051.0
259.0;923.0;378.0;979.0;-207.0;876.0;1017.0;1015.0;-924.0;-344.0;-944.0
237.0;923.0;360.0;981.0;-227.0;841.0;980.0;1002.0;-922.0;-313.0;-945.0
166.0;973.0;370.0;943.0;-94.0;863.0;996.0;1007.0;-1032.0;-237.0;-1033.0
206.0;953.0;368.0;953.0;-150.0;832.0;992.0;1003.0;-966.0;-329.0;-978.0
182.0;942.0;387.0;926.0;-180.0;828.0;957.0;1024.0;-963.0;-335.0;-973.0
134.0;923.0;374.0;921.0;-159.0;829.0;969.0;1031.0;-1004.0;-352.0;-923.0
234.0;921.0;349.0;914.0;-193.0;894.0;1002.0;1007.0;-907.0;-346.0;-997.0
170.0;897.0;302.0;944.0;-181.0;861.0;983.0;949.0;-934.0;-299.0;-949.0
81.0;835.0;341.0;892.0;-205.0;782.0;900.0;1057.0;-955.0;-210.0;-931.0
147.0;767.0;468.0;827.0;-218.0;741.0;916.0;677.0;-803.0;-324.0;-764.0
153.0;828.0;320.0;930.0;-222.0;871.0;992.0;1021.0;-959.0;-383.0;-912.0
-26.0;951.0;189.0;919.0;-200.0;928.0;1037.0;970.0;-892.0;-700.0;-864.0
260.0;889.0;345.0;1082.0;-219.0;1014.0;959.0;682.0;-808.0;-372.0;-778.0
139.0;714.0;-5.0;955.0;-327.0;682.0;843.0;1094.0;-781.0;-537.0;-1026.0
168.0;891.0;355.0;931.0;-167.0;838.0;964.0;928.0;-972.0;-283.0;-969.0
157.0;880.0;357.0;912.0;-221.0;835.0;975.0;1042.0;-949.0;-364.0;-902.0
172.0;892.0;388.0;923.0;-218.0;821.0;984.0;1003.0;-942.0;-372.0;-893.0
182.0;882.0;379.0;951.0;-231.0;837.0;973.0;1020.0;-924.0;-356.0;-881.0
117.0;846.0;394.0;952.0;-229.0;865.0;1043.0;1016.0;-864.0;-336.0;-826.0
171.0;865.0;417.0;954.0;-236.0;906.0;1041.0;1029.0;-891.0;-278.0;-871.0
258.0;925.0;398.0;971.0;-220.0;885.0;1085.0;1017.0;-933.0;-349.0;-917.0
210.0;889.0;399.0;943.0;-240.0;876.0;1032.0;1010.0;-945.0;-351.0;-941.0
187.0;900.0;410.0;941.0;-247.0;867.0;1036.0;1015.0;-940.0;-347.0;-937.0
215.0;892.0;390.0;936.0;-221.0;873.0;1016.0;997.0;-946.0;-338.0;-965.0
240.0;908.0;397.0;923.0;-247.0;882.0;985.0;1022.0;-925.0;-350.0;-947.0
265.0;930.0;417.0;962.0;-265.0;836.0;968.0;1014.0;-939.0;-369.0;-961.0
196.0;895.0;400.0;931.0;-240.0;888.0;1002.0;1024.0;-938.0;-348.0;-936.0
224.0;882.0;362.0;921.0;-227.0;884.0;1001.0;1010.0;-939.0;-333.0;-939.0
289.0;906.0;384.0;944.0;-258.0;828.0;986.0;999.0;-946.0;-391.0;-961.0
223.0;900.0;380.0;947.0;-218.0;860.0;1033.0;1020.0;-939.0;-337.0;-934.0
254.0;902.0;407.0;954.0;-231.0;849.0;1008.0;1011.0;-940.0;-348.0;-937.0
243.0;902.0;417.0;946.0;-239.0;857.0;1012.0;1030.0;-937.0;-341.0;-934.0
222.0;910.0;389.0;942.0;-230.0;858.0;1018.0;1021.0;-943.0;-341.0;-940.0
217.0;901.0;378.0;940.0;-214.0;866.0;999.0;1001.0;-950.0;-344.0;-944.0
219.0;915.0;378.0;952.0;-221.0;840.0;996.0;1014.0;-945.0;-341.0;-941.0
224.0;900.0;380.0;929.0;-229.0;860.0;988.0;1031.0;-943.0;-350.0;-937.0
234.0;905.0;382.0;944.0;-230.0;858.0;988.0;1015.0;-945.0;-344.0;-936.0
199.0;863.0;350.0;921.0;-88.0;849.0;993.0;1044.0;-951.0;-267.0;-944.0
216.0;894.0;323.0;956.0;-160.0;867.0;995.0;998.0;-959.0;-306.0;-945.0
242.0;914.0;377.0;974.0;-237.0;889.0;998.0;1004.0;-957.0;-342.0;-949.0
217.0;916.0;382.0;950.0;-237.0;891.0;992.0;1022.0;-955.0;-340.0;-949.0
164.0;959.0;401.0;874.0;-189.0;849.0;949.0;969.0;-949.0;-287.0;-976.0
234.0;916.0;362.0;940.0;-237.0;875.0;987.0;1017.0;-954.0;-341.0;-949.0
240.0;908.0;360.0;951.0;-233.0;870.0;982.0;1013.0;-959.0;-343.0;-951.0
246.0;909.0;340.0;962.0;-221.0;883.0;988.0;1021.0;-958.0;-337.0;-955.0
225.0;939.0;340.0;952.0;-236.0;861.0;989.0;1028.0;-956.0;-335.0;-954.0
224.0;911.0;388.0;971.0;-213.0;868.0;1012.0;1022.0;-959.0;-337.0;-949.0
244.0;912.0;368.0;961.0;-204.0;881.0;1016.0;1028.0;-954.0;-316.0;-949.0
243.0;920.0;366.0;975.0;-213.0;866.0;1002.0;1022.0;-959.0;-318.0;-954.0
204.0;926.0;416.0;916.0;-224.0;868.0;1016.0;1012.0;-940.0;-335.0;-936.0
231.0;907.0;389.0;940.0;-223.0;852.0;1003.0;1007.0;-946.0;-340.0;-940.0
248.0;918.0;397.0;952.0;-193.0;878.0;1000.0;1011.0;-956.0;-333.0;-947.0
215.0;908.0;399.0;940.0;-206.0;872.0;1021.0;1025.0;-940.0;-325.0;-935.0
120.0;811.0;368.0;941.0;-266.0;856.0;949.0;991.0;-906.0;-255.0;-792.0
210.0;921.0;389.0;935.0;-202.0;857.0;1022.0;1020.0;-936.0;-321.0;-930.0
230.0;923.0;350.0;960.0;-209.0;891.0;978.0;1024.0;-951.0;-321.0;-950.0
214.0;914.0;374.0;931.0;-205.0;881.0;1005.0;994.0;-950.0;-304.0;-948.0
128.0;810.0;285.0;847.0;-212.0;906.0;1024.0;973.0;-922.0;-373.0;-871.0
246.0;905.0;386.0;948.0;-213.0;858.0;986.0;1024.0;-951.0;-311.0;-949.0
247.0;921.0;391.0;951.0;-217.0;877.0;979.0;1032.0;-948.0;-318.0;-949.0
234.0;906.0;359.0;951.0;-217.0;869.0;987.0;1021.0;-953.0;-319.0;-949.0
248.0;914.0;386.0;953.0;-209.0;886.0;987.0;1031.0;-954.0;-319.0;-951.0
239.0;905.0;373.0;944.0;-217.0;860.0;987.0;1040.0;-955.0;-326.0;-952.0
261.0;922.0;381.0;949.0;-224.0;853.0;1004.0;1016.0;-952.0;-335.0;-947.0
257.0;904.0;383.0;946.0;-232.0;869.0;1014.0;1015.0;-947.0;-334.0;-946.0
254.0;910.0;377.0;941.0;-226.0;869.0;1000.0;1017.0;-946.0;-332.0;-942.0
245.0;894.0;371.0;943.0;-227.0;876.0;995.0;1033.0;-945.0;-330.0;-940.0
262.0;903.0;370.0;941.0;-229.0;853.0;992.0;1017.0;-946.0;-342.0;-948.0
247.0;909.0;378.0;952.0;-239.0;864.0;992.0;1017.0;-946.0;-341.0;-943.0
265.0;904.0;371.0;951.0;-231.0;861.0;1000.0;1017.0;-949.0;-330.0;-946.0
249.0;911.0;375.0;957.0;-224.0;876.0;987.0;1012.0;-946.0;-322.0;-944.0
245.0;899.0;379.0;942.0;-224.0;868.0;997.0;1011.0;-952.0;-320.0;-952.0
260.0;921.0;378.0;954.0;-212.0;868.0;997.0;1010.0;-947.0;-314.0;-946.0
236.0;926.0;380.0;952.0;-239.0;866.0;996.0;1030.0;-945.0;-325.0;-947.0
237.0;919.0;372.0;968.0;-220.0;861.0;999.0;1021.0;-948.0;-336.0;-941.0
257.0;922.0;369.0;939.0;-218.0;875.0;1019.0;1021.0;-946.0;-319.0;-943.0
122.0;902.0;359.0;941.0;-101.0;878.0;1025.0;1038.0;-992.0;-223.0;-954.0
255.0;914.0;368.0;938.0;-232.0;870.0;990.0;1021.0;-943.0;-341.0;-944.0
245.0;904.0;371.0;942.0;-231.0;884.0;987.0;1020.0;-943.0;-340.0;-942.0
156.0;904.0;373.0;933.0;-132.0;885.0;1004.0;1009.0;-982.0;-294.0;-957.0
173.0;902.0;376.0;925.0;-152.0;857.0;1010.0;1025.0;-978.0;-286.0;-958.0
253.0;894.0;351.0;957.0;-226.0;842.0;1006.0;1022.0;-955.0;-328.0;-951.0
244.0;890.0;365.0;963.0;-231.0;875.0;987.0;1015.0;-949.0;-338.0;-946.0
212.0;920.0;397.0;951.0;-213.0;871.0;1021.0;1020.0;-937.0;-331.0;-929.0
188.0;914.0;387.0;944.0;-206.0;869.0;1012.0;1020.0;-945.0;-318.0;-937.0
232.0;893.0;384.0;965.0;-195.0;888.0;1026.0;1021.0;-945.0;-324.0;-938.0
161.0;928.0;343.0;989.0;-220.0;924.0;1040.0;1019.0;-969.0;-319.0;-944.0
204.0;921.0;327.0;987.0;-269.0;904.0;1053.0;960.0;-967.0;-336.0;-984.0
214.0;902.0;400.0;937.0;-198.0;869.0;1002.0;1021.0;-948.0;-326.0;-940.0
214.0;911.0;401.0;918.0;-198.0;877.0;1022.0;1011.0;-949.0;-333.0;-939.0
202.0;911.0;376.0;941.0;-204.0;840.0;1010.0;1021.0;-949.0;-338.0;-939.0
190.0;910.0;388.0;955.0;-200.0;871.0;988.0;1010.0;-952.0;-341.0;-942.0
203.0;913.0;379.0;948.0;-200.0;876.0;997.0;1013.0;-954.0;-343.0;-944.0
222.0;921.0;394.0;962.0;-205.0;872.0;1005.0;1021.0;-954.0;-349.0;-942.0
198.0;899.0;375.0;945.0;-209.0;859.0;999.0;1018.0;-952.0;-346.0;-942.0
211.0;898.0;348.0;951.0;-211.0;881.0;1015.0;1007.0;-953.0;-340.0;-940.0
213.0;919.0;379.0;952.0;-214.0;874.0;1004.0;1017.0;-950.0;-347.0;-941.0
215.0;915.0;379.0;951.0;-214.0;878.0;1003.0;1034.0;-948.0;-331.0;-938.0
207.0;906.0;389.0;943.0;-199.0;875.0;981.0;1022.0;-948.0;-316.0;-938.0
202.0;921.0;401.0;953.0;-200.0;877.0;1017.0;1022.0;-948.0;-319.0;-939.0
212.0;905.0;404.0;950.0;-193.0;871.0;1028.0;1010.0;-953.0;-308.0;-938.0
193.0;940.0;418.0;974.0;-212.0;868.0;975.0;1011.0;-936.0;-301.0;-962.0
207.0;909.0;386.0;955.0;-182.0;858.0;1015.0;1025.0;-951.0;-284.0;-939.0
193.0;911.0;403.0;960.0;-178.0;872.0;1030.0;1025.0;-945.0;-292.0;-931.0
204.0;911.0;387.0;945.0;-193.0;886.0;1007.0;1012.0;-945.0;-278.0;-933.0
254.0;955.0;507.0;962.0;-187.0;865.0;1094.0;1021.0;-921.0;-358.0;-990.0
193.0;911.0;383.0;943.0;-171.0;868.0;1019.0;1001.0;-936.0;-269.0;-927.0
191.0;908.0;384.0;940.0;-161.0;877.0;1026.0;1010.0;-936.0;-290.0;-924.0
185.0;883.0;376.0;951.0;-174.0;876.0;1017.0;1021.0;-955.0;-299.0;-934.0
187.0;906.0;386.0;933.0;-180.0;878.0;998.0;1020.0;-960.0;-309.0;-944.0
161.0;895.0;377.0;925.0;-180.0;884.0;997.0;1011.0;-965.0;-329.0;-949.0
174.0;895.0;349.0;944.0;-184.0;859.0;1006.0;1022.0;-963.0;-344.0;-945.0
161.0;902.0;359.0;933.0;-184.0;853.0;994.0;1019.0;-959.0;-342.0;-944.0
295.0;905.0;424.0;909.0;-259.0;834.0;964.0;1012.0;-929.0;-355.0;-927.0
247.0;894.0;405.0;911.0;-258.0;856.0;992.0;998.0;-928.0;-358.0;-929.0
275.0;874.0;463.0;904.0;-269.0;824.0;987.0;1003.0;-929.0;-386.0;-930.0
285.0;884.0;445.0;904.0;-259.0;810.0;987.0;1014.0;-935.0;-372.0;-935.0
274.0;893.0;461.0;924.0;-260.0;829.0;977.0;1023.0;-922.0;-373.0;-928.0
274.0;904.0;445.0;924.0;-271.0;805.0;982.0;1008.0;-928.0;-378.0;-931.0
264.0;894.0;441.0;917.0;-259.0;826.0;1004.0;998.0;-929.0;-372.0;-934.0
285.0;883.0;443.0;918.0;-267.0;830.0;980.0;1001.0;-927.0;-377.0;-931.0
293.0;891.0;435.0;920.0;-261.0;849.0;978.0;1006.0;-931.0;-374.0;-931.0
276.0;876.0;432.0;916.0;-264.0;829.0;979.0;1020.0;-925.0;-371.0;-931.0
286.0;894.0;429.0;921.0;-260.0;842.0;990.0;1020.0;-930.0;-376.0;-931.0
293.0;874.0;456.0;909.0;-261.0;837.0;979.0;1021.0;-931.0;-382.0;-932.0
273.0;888.0;439.0;911.0;-262.0;826.0;987.0;1021.0;-930.0;-376.0;-932.0
285.0;877.0;446.0;907.0;-264.0;820.0;1000.0;1019.0;-932.0;-380.0;-934.0
268.0;887.0;447.0;905.0;-267.0;818.0;988.0;992.0;-932.0;-380.0;-933.0
273.0;893.0;466.0;923.0;-264.0;827.0;986.0;1024.0;-933.0;-376.0;-934.0
275.0;883.0;455.0;915.0;-258.0;822.0;994.0;1016.0;-934.0;-372.0;-932.0
275.0;873.0;444.0;933.0;-259.0;834.0;990.0;1011.0;-932.0;-371.0;-932.0
285.0;884.0;426.0;921.0;-263.0;827.0;949.0;1009.0;-938.0;-374.0;-938.0
273.0;882.0;440.0;925.0;-263.0;832.0;968.0;1013.0;-936.0;-363.0;-936.0
277.0;885.0;435.0;921.0;-254.0;835.0;969.0;1023.0;-940.0;-355.0;-941.0
268.0;891.0;458.0;923.0;-256.0;827.0;988.0;1013.0;-935.0;-364.0;-934.0
255.0;892.0;458.0;907.0;-264.0;840.0;972.0;1012.0;-936.0;-374.0;-933.0
269.0;887.0;439.0;927.0;-262.0;821.0;972.0;1001.0;-931.0;-364.0;-931.0
281.0;882.0;440.0;895.0;-263.0;830.0;989.0;1014.0;-923.0;-363.0;-925.0
