Accelerometer RKN_ accY;Accelerometer LUA_ accX;InertialMeasurementUnit LLA accZ;Accelerometer RKN_ accZ;InertialMeasurementUnit L-SHOE Nav_Az;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit L-SHOE Nav_Ax
986.0;24.0;25.0;5.0;18;-15.0;671;0;717;-49;24
1152.0;45.0;10.0;-13.0;19;-37.0;685;-1;702;-49;2
1006.0;37.0;75.0;-18.0;17;-105.0;685;16;705;-45;11
969.0;-65.0;100.0;56.0;19;-97.0;702;-2;685;-46;-1
930.0;38.0;112.0;-32.0;16;-223.0;656;12;733;-41;5
977.0;18.0;19.0;116.0;16;-116.0;659;-2;731;-41;-7
918.0;59.0;29.0;-134.0;28;-206.0;662;-9;711;-45;-1
979.0;68.0;22.0;30.0;8;-153.0;674;3;728;-48;8
984.0;1.0;14.0;120.0;24;-114.0;652;3;727;-41;5
1005.0;33.0;41.0;-33.0;17;-100.0;668;-5;720;-43;1
1019.0;139.0;-85.0;-5.0;80;-95.0;825;176;598;-34;607
1016.0;-10.0;-97.0;-112.0;-39;-88.0;693;-455;807;-36;129
980.0;200.0;-32.0;-7.0;100;45.0;686;-356;697;-14;145
423.0;-154.0;-47.0;-531.0;-631;-511.0;1365;-32;961;-54;-66
1041.0;10.0;80.0;-88.0;23;-208.0;660;6;721;-42;-6
983.0;35.0;5.0;15.0;20;-137.0;669;4;715;-43;0
931.0;58.0;-18.0;12.0;17;-243.0;654;1;732;-40;4
886.0;-5.0;-157.0;-40.0;20;-225.0;660;-3;726;-38;1
972.0;83.0;-43.0;10.0;17;-166.0;647;1;740;-40;7
978.0;175.0;-46.0;-57.0;12;-290.0;629;13;746;-41;-37
1008.0;-40.0;-33.0;-6.0;10;28.0;677;1;722;-38;-24
970.0;44.0;7.0;29.0;20;-154.0;663;6;721;-43;-4
998.0;34.0;26.0;-22.0;19;-80.0;666;-4;720;-43;-2
986.0;124.0;24.0;37.0;18;-137.0;671;1;716;-43;-20
990.0;363.0;444.0;-8.0;15;-2.0;669;-4;723;-40;-1
1003.0;106.0;-27.0;-182.0;61;-361.0;619;13;706;-42;-34
1000.0;-23.0;58.0;-78.0;-384;-26.0;1005;384;1049;-34;421
990.0;-87.0;-75.0;66.0;116;15.0;336;504;1023;-46;-426
999.0;36.0;7.0;0.0;18;-158.0;671;0;716;-43;2
959.0;135.0;160.0;-45.0;24;-61.0;672;-96;718;-55;-71
1010.0;41.0;79.0;-26.0;21;-95.0;668;5;716;-39;0
987.0;36.0;27.0;113.0;18;-112.0;658;1;730;-41;4
1011.0;118.0;100.0;21.0;17;-304.0;681;47;710;-8;-25
541.0;26.0;66.0;-662.0;717;-404.0;409;214;536;-71;-734
1258.0;34.0;69.0;-206.0;23;-250.0;659;0;721;-55;-1
941.0;155.0;102.0;49.0;15;-184.0;661;-2;729;-42;-1
979.0;175.0;-115.0;-52.0;8;-20.0;669;3;741;-44;-51
975.0;79.0;-43.0;-69.0;19;-35.0;680;5;706;-45;-11
962.0;76.0;-113.0;40.0;22;-36.0;700;-11;682;-46;-8
993.0;68.0;-155.0;-56.0;18;30.0;684;-18;706;-29;7
974.0;19.0;-74.0;42.0;20;62.0;662;25;724;-38;-57
998.0;-66.0;89.0;-127.0;34;-93.0;671;108;706;-37;-10
976.0;40.0;-55.0;1.0;18;-14.0;681;4;706;-45;-11
1100.0;32.0;175.0;-165.0;29;-150.0;674;75;703;-38;-66
989.0;30.0;-39.0;-32.0;17;-58.0;684;4;704;-45;-6
966.0;-49.0;-79.0;72.0;19;-92.0;665;16;720;-44;-3
963.0;9.0;-81.0;215.0;17;-14.0;664;-3;725;-50;13
996.0;28.0;-22.0;16.0;16;-26.0;689;49;717;-37;-89
1004.0;-19.0;-20.0;-3.0;20;21.0;714;-5;671;-50;-11
989.0;44.0;103.0;-23.0;5;-60.0;688;154;734;-36;-104
858.0;46.0;-51.0;-299.0;120;-252.0;781;10;431;-65;-153
994.0;53.0;43.0;-106.0;215;-80.0;448;47;795;-61;-565
999.0;91.0;11.0;-60.0;21;19.0;771;2;603;-51;25
1013.0;257.0;7.0;-41.0;15;184.0;675;6;717;-43;3
970.0;-28.0;-152.0;-70.0;18;-132.0;667;-6;721;-38;-1
1007.0;-35.0;-149.0;-212.0;12;-164.0;673;-3;723;-39;-3
996.0;73.0;-263.0;-63.0;13;54.0;654;-3;739;-40;10
1002.0;-38.0;-165.0;4.0;21;-118.0;657;2;726;-38;8
980.0;-131.0;-190.0;23.0;22;-109.0;679;-45;704;-43;-20
978.0;48.0;4.0;83.0;15;-133.0;671;0;721;-43;-2
985.0;-446.0;-414.0;175.0;16;-45.0;665;-1;724;-44;0
969.0;-47.0;-157.0;64.0;16;-157.0;667;-3;724;-38;0
983.0;-258.0;-285.0;44.0;15;-151.0;656;2;734;-39;-2
963.0;-26.0;-112.0;57.0;23;-119.0;669;2;711;-39;-2
986.0;-118.0;-107.0;117.0;17;-74.0;661;-4;726;-43;-6
1238.0;-350.0;-318.0;595.0;13;-264.0;686;-5;708;-46;8
987.0;-33.0;-121.0;42.0;20;-100.0;670;-2;716;-39;0
985.0;-17.0;-115.0;89.0;13;-79.0;671;7;725;-38;1
980.0;8.0;2.0;118.0;20;-120.0;657;1;728;-41;-1
977.0;8.0;-1.0;115.0;24;-132.0;653;3;725;-41;3
970.0;125.0;96.0;155.0;18;47.0;659;5;727;-43;-1
481.0;49.0;1.0;-509.0;806;-478.0;400;-614;482;-70;327
987.0;97.0;9.0;3.0;26;-41.0;639;-47;735;-45;57
987.0;68.0;-168.0;180.0;20;47.0;671;-6;713;-33;8
964.0;152.0;17.0;53.0;40;65.0;653;-38;718;-44;22
845.0;-24.0;94.0;-378.0;16;-351.0;744;2;644;-50;-3
985.0;10.0;41.0;108.0;1343;80.0;1290;906;-633;-21;-1599
991.0;37.0;20.0;-8.0;16;-62.0;672;4;719;-43;0
978.0;54.0;11.0;58.0;23;49.0;665;-1;715;-42;8
978.0;125.0;142.0;20.0;14;-78.0;661;-8;730;-42;2
960.0;67.0;13.0;-21.0;13;-129.0;677;15;716;-44;14
999.0;105.0;132.0;-39.0;19;-64.0;666;78;725;-39;37
950.0;74.0;-42.0;-113.0;875;-60.0;563;684;768;39;686
981.0;52.0;0.0;40.0;19;-57.0;668;-1;719;-43;0
995.0;93.0;83.0;-69.0;-34;-1.0;712;93;769;-45;6
1013.0;-27.0;28.0;-111.0;4;-98.0;702;-42;708;-41;36
998.0;62.0;31.0;-15.0;18;-105.0;672;1;716;-44;0
1004.0;308.0;219.0;-15.0;15;18.0;675;-1;717;-39;0
997.0;85.0;76.0;-50.0;16;-30.0;668;-3;720;-45;0
984.0;-14.0;11.0;131.0;13;-139.0;661;0;733;-41;-5
983.0;61.0;41.0;-59.0;16;-129.0;675;5;716;-44;3
993.0;99.0;2.0;-40.0;21;-85.0;669;2;715;-44;-4
976.0;11.0;1.0;105.0;21;-118.0;652;8;731;-41;1
980.0;93.0;-78.0;49.0;12;-109.0;671;25;727;-43;-57
961.0;11.0;16.0;-39.0;44;-30.0;651;-36;710;-44;8
991.0;-49.0;58.0;-67.0;-443;-65.0;1105;-199;964;-38;158
1006.0;68.0;-90.0;-56.0;-182;-83.0;574;-105;1052;-38;-180
975.0;56.0;0.0;34.0;18;-70.0;668;-1;720;-43;-2
981.0;31.0;18.0;110.0;13;-123.0;662;0;731;-41;-2
990.0;-129.0;-119.0;28.0;134;-64.0;702;160;501;-50;-142
960.0;39.0;31.0;133.0;-1659;150.0;2748;422;1057;-84;1078
997.0;-115.0;-91.0;-35.0;-212;-165.0;925;-124;806;-41;-145
969.0;-49.0;-35.0;71.0;23;-118.0;699;-2;680;-46;-10
988.0;-17.0;-75.0;60.0;-93;-94.0;802;72;747;-43;50
1208.0;13.0;-74.0;516.0;-21;-337.0;1005;569;461;-42;253
985.0;-6.0;-45.0;79.0;15;-153.0;701;-2;691;-46;6
981.0;-44.0;-41.0;76.0;14;-128.0;708;2;683;-46;-9
980.0;-33.0;-42.0;42.0;23;-151.0;697;-2;683;-46;-2
990.0;-28.0;-47.0;62.0;17;-157.0;700;-1;689;-46;6
933.0;-223.0;-107.0;181.0;37;-327.0;854;-63;613;-31;425
959.0;-36.0;-46.0;72.0;18;-143.0;703;3;685;-46;2
967.0;-29.0;-46.0;68.0;18;-115.0;699;-1;688;-46;2
993.0;24.0;28.0;106.0;17;-128.0;660;-2;728;-41;-2
977.0;15.0;23.0;97.0;18;-119.0;660;-1;728;-41;-2
983.0;167.0;-16.0;27.0;12;-108.0;647;9;747;-40;8
974.0;-151.0;185.0;23.0;12;-114.0;655;-18;739;-39;-9
971.0;-44.0;145.0;-36.0;-144;-54.0;1034;307;580;-45;194
975.0;-77.0;-134.0;75.0;15;2.0;664;-3;727;-45;5
993.0;92.0;18.0;35.0;14;-112.0;651;2;740;-40;4
991.0;29.0;-3.0;5.0;17;-66.0;676;5;714;-43;6
988.0;116.0;0.0;29.0;14;-112.0;651;2;742;-40;7
971.0;114.0;50.0;43.0;16;-109.0;648;4;740;-40;-3
1025.0;-223.0;-341.0;-41.0;61;11.0;686;-275;702;-30;89
988.0;33.0;7.0;95.0;16;-125.0;660;-1;730;-41;-2
987.0;-10.0;-17.0;108.0;28;-101.0;651;0;721;-41;4
1224.0;62.0;48.0;-7.0;20;181.0;669;-6;715;-37;6
963.0;15.0;-45.0;110.0;27;-33.0;673;-71;716;-30;142
981.0;11.0;16.0;126.0;18;-97.0;654;5;732;-41;4
984.0;8.0;11.0;-55.0;19;-55.0;677;1;709;-48;7
984.0;-34.0;58.0;25.0;20;52.0;663;-10;722;-41;16
1025.0;-29.0;63.0;-91.0;-5;-28.0;664;42;746;-56;-5
989.0;77.0;12.0;-62.0;-1647;-18.0;2415;370;1336;-45;-944
965.0;20.0;-1.0;109.0;18;-97.0;658;0;729;-41;0
943.0;-16.0;165.0;-64.0;34;-50.0;653;31;707;-39;-57
1051.0;10.0;138.0;-65.0;30;-97.0;709;-69;695;-47;11
997.0;-24.0;11.0;103.0;18;-109.0;656;2;730;-41;-1
985.0;59.0;57.0;-30.0;17;-54.0;666;2;723;-42;-11
1012.0;69.0;51.0;3.0;23;-58.0;661;2;720;-42;-3
914.0;90.0;-41.0;-360.0;48;65.0;599;-23;752;-43;-73
1133.0;-33.0;-155.0;-807.0;22;882.0;640;-58;739;-37;32
970.0;24.0;-20.0;-92.0;10;-56.0;697;20;701;-48;17
1201.0;183.0;41.0;423.0;583;-43.0;246;607;550;-57;374
999.0;19.0;17.0;98.0;23;-120.0;652;4;728;-41;2
989.0;38.0;28.0;90.0;20;-101.0;659;-5;725;-41;-2
989.0;10.0;24.0;105.0;20;-109.0;657;-1;728;-41;-2
997.0;24.0;41.0;111.0;21;-108.0;657;0;726;-41;-3
974.0;119.0;56.0;183.0;29;-22.0;850;-286;542;-43;-106
1003.0;48.0;24.0;28.0;32;-149.0;645;3;723;-41;2
942.0;-193.0;-484.0;-236.0;1077;-208.0;1656;1582;-834;-31;1849
973.0;24.0;28.0;113.0;19;-97.0;654;2;731;-41;-3
989.0;60.0;17.0;-10.0;20;-8.0;654;4;730;-41;-3
989.0;89.0;32.0;82.0;21;36.0;663;-1;720;-43;3
780.0;-99.0;0.0;90.0;-1396;-427.0;2042;-418;1453;-47;213
847.0;-23.0;-263.0;-378.0;13;-353.0;746;4;646;-50;-2
902.0;107.0;19.0;43.0;16;-344.0;673;-2;717;-43;2
977.0;53.0;-33.0;-24.0;17;-178.0;676;17;710;-29;1
983.0;159.0;-11.0;-156.0;47;-13.0;664;28;687;-39;-78
1001.0;158.0;-69.0;-40.0;17;-88.0;677;1;713;-44;1
995.0;1.0;-46.0;9.0;62;-93.0;546;-905;1069;-66;-678
970.0;66.0;-21.0;-30.0;17;-100.0;678;11;709;-29;2
997.0;112.0;-45.0;47.0;23;-34.0;662;-12;716;-41;14
1118.0;288.0;13.0;-250.0;-58;-353.0;606;45;777;-36;-18
993.0;-67.0;-73.0;-14.0;193;-17.0;537;120;598;-37;-10
1106.0;6.0;67.0;246.0;-46;9.0;653;-467;963;-49;-73
963.0;17.0;-21.0;78.0;21;12.0;660;-88;725;-38;-21
959.0;68.0;114.0;-191.0;10;-71.0;678;12;719;-36;7
982.0;39.0;97.0;-129.0;22;-115.0;654;1;727;-40;0
984.0;54.0;19.0;10.0;17;51.0;684;-3;706;-49;11
989.0;136.0;68.0;-121.0;25;-73.0;655;-1;723;-55;-3
987.0;6.0;37.0;81.0;21;-131.0;653;2;729;-41;3
971.0;206.0;43.0;47.0;14;14.0;671;-23;723;-43;-2
1004.0;46.0;-6.0;29.0;20;-77.0;675;4;710;-43;7
996.0;138.0;-193.0;60.0;34;-11.0;626;70;726;-40;21
984.0;22.0;5.0;118.0;20;-131.0;656;0;729;-41;1
999.0;18.0;12.0;93.0;24;-123.0;652;0;727;-41;0
996.0;20.0;-40.0;16.0;21;-22.0;670;2;713;-29;-3
1032.0;-36.0;-36.0;39.0;18;13.0;687;98;709;-45;26
981.0;29.0;32.0;132.0;18;-124.0;662;-5;724;-41;-1
981.0;46.0;-3.0;31.0;15;-29.0;676;-1;716;-29;2
997.0;-4.0;24.0;29.0;20;-50.0;666;2;719;-29;-6
985.0;24.0;27.0;99.0;21;-116.0;659;-3;724;-41;3
983.0;7.0;39.0;114.0;20;-122.0;652;2;732;-41;-8
989.0;23.0;14.0;13.0;16;-46.0;675;-10;715;-29;3
991.0;-42.0;-11.0;107.0;22;1.0;673;-4;709;-43;4
984.0;-78.0;-35.0;39.0;27;39.0;658;4;724;-37;-51
1022.0;104.0;59.0;-47.0;18;-88.0;665;7;722;-55;0
1033.0;176.0;101.0;-77.0;14;-152.0;683;-38;713;-46;30
989.0;4.0;22.0;101.0;21;-108.0;656;2;727;-41;6
988.0;-335.0;-156.0;30.0;13;-125.0;684;-54;713;-43;-19
979.0;27.0;31.0;81.0;21;-118.0;656;1;727;-41;6
935.0;-25.0;66.0;-41.0;12;-55.0;674;-27;723;-37;4
968.0;62.0;104.0;-151.0;16;11.0;676;-74;719;-37;38
914.0;23.0;29.0;138.0;24;177.0;644;44;736;-39;52
984.0;66.0;46.0;-70.0;23;26.0;657;2;723;-43;-1
989.0;-152.0;389.0;39.0;16;-90.0;645;1;744;-42;-3
1002.0;61.0;38.0;-104.0;18;-40.0;674;-6;713;-48;-1
975.0;-166.0;-51.0;-9.0;22;-131.0;645;0;736;-42;3
1006.0;-167.0;-92.0;23.0;72;25.0;637;-61;709;-29;204
987.0;-5.0;-108.0;-46.0;-103;-109.0;694;-37;865;-45;123
976.0;20.0;77.0;101.0;18;-125.0;657;1;728;-41;1
981.0;-59.0;-122.0;-117.0;1444;-164.0;1522;-1705;-993;-21;824
1301.0;39.0;105.0;-728.0;20;-345.0;683;-7;703;-48;-48
557.0;-159.0;-55.0;-656.0;-260;-179.0;1763;-1284;1126;-10;957
997.0;151.0;80.0;-151.0;18;-97.0;662;-7;724;-40;12
991.0;-10.0;48.0;-48.0;18;-38.0;687;-25;701;-41;28
997.0;47.0;22.0;100.0;20;-111.0;676;-10;709;-40;4
970.0;-83.0;38.0;115.0;-7;-236.0;692;44;733;-40;38
1308.0;-83.0;-6.0;168.0;19;-177.0;669;24;720;-39;-44
975.0;34.0;-47.0;118.0;17;-138.0;667;-1;721;-40;-1
970.0;46.0;-61.0;202.0;21;-118.0;663;10;721;-39;6
1014.0;-29.0;-22.0;86.0;198;-101.0;422;-219;747;-46;-225
1025.0;31.0;-32.0;13.0;23;-73.0;644;-37;736;-32;-15
981.0;48.0;51.0;-82.0;20;-101.0;658;2;728;-41;2
979.0;40.0;-52.0;150.0;16;-111.0;668;0;721;-40;-1
996.0;40.0;-2.0;14.0;22;-68.0;673;5;710;-43;2
979.0;94.0;45.0;110.0;18;-109.0;656;-8;731;-40;-3
971.0;-34.0;-114.0;20.0;-85;-102.0;651;147;913;-46;-394
993.0;-30.0;-88.0;80.0;-643;44.0;1025;-83;1257;-32;-625
990.0;39.0;8.0;4.0;21;-96.0;673;3;712;-43;3
1004.0;30.0;10.0;-3.0;13;-107.0;671;-7;724;-43;-2
999.0;43.0;-104.0;33.0;27;-17.0;654;44;721;-39;39
998.0;-342.0;-211.0;-30.0;18;18.0;654;-3;733;-39;-3
991.0;-310.0;-340.0;-151.0;2;-119.0;684;-5;726;-50;-5
971.0;213.0;-40.0;-158.0;30;-199.0;670;-164;734;-55;-136
1002.0;-5.0;-27.0;4.0;18;-15.0;654;6;733;-32;-1
860.0;42.0;60.0;-59.0;236;-416.0;619;244;555;-69;-195
1011.0;-5.0;-24.0;127.0;8;-230.0;677;171;715;-46;-66
1007.0;151.0;-124.0;85.0;17;-158.0;675;-3;714;-43;1
915.0;-61.0;-325.0;221.0;12;-327.0;676;-2;719;-45;11
974.0;-98.0;-23.0;138.0;23;-137.0;663;-1;716;-40;2
980.0;46.0;133.0;74.0;19;-158.0;651;7;734;-41;-6
967.0;6.0;41.0;-188.0;-489;-168.0;1464;967;923;-42;-510
1007.0;57.0;21.0;-22.0;10;-135.0;674;-6;725;-43;-3
831.0;134.0;-13.0;-383.0;11;-346.0;750;6;645;-50;2
583.0;-261.0;-378.0;-681.0;16;-422.0;662;-4;728;-41;1
998.0;24.0;24.0;10.0;20;-101.0;673;4;713;-43;0
998.0;-15.0;-38.0;-27.0;19;-10.0;670;4;717;-38;-27
753.0;-47.0;36.0;-579.0;293;-455.0;669;336;725;39;601
952.0;9.0;116.0;131.0;15;-227.0;655;-2;735;-41;1
950.0;-129.0;81.0;65.0;24;-344.0;663;6;715;-33;24
914.0;-247.0;-127.0;109.0;17;-344.0;656;-26;733;-45;-16
968.0;-50.0;-25.0;59.0;18;-161.0;657;2;730;-41;2
956.0;-47.0;-32.0;69.0;22;-144.0;655;0;725;-41;3
965.0;4.0;-40.0;72.0;24;-146.0;655;-2;723;-41;0
988.0;57.0;-48.0;52.0;20;-144.0;656;1;727;-41;4
989.0;57.0;-54.0;50.0;21;-154.0;658;-1;725;-41;6
970.0;66.0;-116.0;93.0;72;-107.0;604;-24;703;-43;-27
985.0;157.0;-112.0;133.0;16;-139.0;678;-7;711;-43;4
963.0;48.0;-35.0;85.0;17;-139.0;657;3;730;-41;4
966.0;198.0;6.0;179.0;25;-206.0;661;18;715;-43;9
977.0;100.0;2.0;129.0;12;-89.0;657;24;735;-43;7
943.0;-10.0;-31.0;108.0;0;-267.0;665;-163;719;-42;106
993.0;32.0;32.0;101.0;14;-129.0;661;0;732;-41;11
997.0;-1.0;-52.0;7.0;15;-49.0;658;3;732;-32;1
984.0;9.0;-42.0;21.0;14;-12.0;656;1;735;-32;-3
998.0;19.0;-50.0;-22.0;16;-21.0;662;3;728;-32;6
1001.0;19.0;-47.0;14.0;16;-44.0;665;1;725;-32;9
971.0;20.0;-39.0;1.0;16;-40.0;664;-5;727;-32;6
987.0;30.0;-34.0;-6.0;16;-43.0;664;-4;727;-32;6
1001.0;11.0;-25.0;2.0;16;-75.0;657;-1;733;-32;-2
846.0;-131.0;26.0;-374.0;12;-352.0;750;-1;641;-50;1
983.0;-20.0;15.0;102.0;18;-136.0;657;2;730;-41;0
983.0;-29.0;18.0;102.0;15;-140.0;661;-2;729;-41;-3
989.0;-11.0;-9.0;-13.0;14;-55.0;665;-1;728;-32;4
983.0;3.0;10.0;104.0;17;-128.0;656;5;732;-41;0
989.0;5.0;-23.0;100.0;19;-117.0;653;-13;732;-40;2
979.0;-50.0;87.0;38.0;22;-194.0;659;-5;722;-41;3
989.0;10.0;15.0;98.0;17;-136.0;658;4;731;-41;-5
980.0;63.0;7.0;128.0;16;-127.0;656;3;733;-41;-9
988.0;-12.0;-14.0;-26.0;18;-93.0;667;3;719;-32;10
989.0;-3.0;-5.0;28.0;22;-86.0;659;-2;723;-32;-3
997.0;-13.0;-4.0;1.0;20;-72.0;660;-4;725;-32;-6
979.0;10.0;12.0;101.0;16;-136.0;657;3;732;-41;-2
976.0;13.0;-5.0;110.0;22;-129.0;650;11;731;-41;5
968.0;-2.0;1.0;98.0;21;-134.0;651;6;731;-41;-3
970.0;-10.0;-10.0;95.0;18;-129.0;655;4;732;-41;-3
987.0;20.0;9.0;104.0;21;-126.0;655;3;727;-41;4
979.0;5.0;-9.0;111.0;21;-119.0;654;0;729;-41;-2
984.0;0.0;-13.0;115.0;22;-111.0;662;-4;719;-40;-5
972.0;-11.0;-3.0;111.0;20;-125.0;664;-3;719;-40;0
973.0;-18.0;1.0;106.0;23;-118.0;665;0;715;-40;0
964.0;-7.0;-2.0;108.0;17;-118.0;656;4;732;-41;-4
971.0;11.0;7.0;140.0;18;-134.0;658;-3;730;-41;-5
969.0;40.0;-7.0;31.0;16;-36.0;675;-9;714;-43;1
998.0;26.0;-13.0;9.0;19;-27.0;675;-7;711;-43;-5
988.0;2.0;-10.0;5.0;19;-25.0;677;-2;709;-43;4
991.0;26.0;-4.0;72.0;21;-73.0;674;-3;709;-43;-9
970.0;95.0;-28.0;169.0;-41;-79.0;767;144;706;-39;30
975.0;47.0;-48.0;61.0;19;-83.0;676;-2;709;-43;-10
978.0;0.0;-51.0;34.0;16;-88.0;666;-17;723;-43;-19
979.0;-11.0;1.0;99.0;21;-105.0;663;-3;719;-40;-4
961.0;10.0;18.0;110.0;20;-128.0;652;5;732;-41;2
958.0;-29.0;-69.0;87.0;9;-329.0;663;12;730;-43;-11
966.0;-5.0;10.0;117.0;17;-122.0;653;6;735;-41;2
985.0;-22.0;3.0;100.0;18;-140.0;656;5;731;-41;6
992.0;35.0;33.0;-40.0;22;-29.0;651;-62;732;-45;-26
1128.0;42.0;15.0;375.0;-635;-85.0;1372;256;859;-58;26
979.0;10.0;9.0;109.0;23;-102.0;653;4;726;-41;2
987.0;0.0;-15.0;103.0;27;-110.0;651;-12;724;-40;-1
944.0;20.0;-44.0;304.0;16;-48.0;662;3;727;-39;9
1007.0;-29.0;4.0;40.0;17;-81.0;665;7;724;-32;2
983.0;-21.0;10.0;100.0;17;-123.0;666;-2;721;-40;-3
969.0;-24.0;27.0;3.0;20;-15.0;671;5;714;-48;0
988.0;-24.0;9.0;21.0;16;-61.0;668;-3;722;-32;-1
970.0;2.0;18.0;99.0;19;-119.0;650;11;736;-41;-6
993.0;-4.0;8.0;5.0;20;-107.0;662;3;723;-32;-3
991.0;28.0;12.0;82.0;18;-146.0;657;4;730;-41;1
986.0;12.0;7.0;98.0;22;-136.0;649;4;732;-41;-5
997.0;-6.0;2.0;76.0;16;-154.0;659;-3;730;-41;-2
979.0;-1.0;-7.0;67.0;20;-142.0;651;4;731;-41;0
966.0;26.0;-53.0;132.0;29;-234.0;653;59;721;-40;-1
964.0;25.0;5.0;102.0;19;-127.0;655;1;731;-41;-3
1004.0;1.0;-5.0;2.0;16;-100.0;669;6;720;-32;5
982.0;13.0;18.0;109.0;17;-136.0;660;-3;729;-41;3
969.0;5.0;21.0;109.0;19;-136.0;656;1;730;-41;2
978.0;43.0;27.0;85.0;22;-136.0;653;0;728;-41;-4
979.0;17.0;29.0;90.0;18;-144.0;656;1;731;-41;-3
989.0;-1.0;21.0;81.0;17;-154.0;653;6;735;-41;-5
979.0;10.0;25.0;105.0;24;-124.0;650;5;728;-41;2
984.0;-6.0;7.0;108.0;19;-120.0;654;7;731;-41;3
983.0;12.0;-4.0;112.0;20;-93.0;654;6;730;-41;0
985.0;-8.0;-13.0;-4.0;18;-82.0;666;5;722;-32;1
973.0;33.0;16.0;111.0;25;-139.0;654;0;723;-41;2
978.0;39.0;24.0;117.0;24;-124.0;652;0;726;-41;-2
984.0;-17.0;-3.0;100.0;16;-118.0;658;3;732;-41;-4
989.0;-11.0;-18.0;-11.0;20;-70.0;660;-4;725;-32;-8
976.0;20.0;-3.0;106.0;19;-116.0;654;1;731;-41;-4
979.0;6.0;10.0;112.0;28;-115.0;647;5;726;-41;-4
992.0;10.0;-25.0;-9.0;15;-43.0;668;-3;724;-32;0
994.0;-19.0;-37.0;-11.0;13;-86.0;672;0;723;-32;4
987.0;-19.0;-36.0;-3.0;14;-76.0;670;-2;723;-32;2
972.0;17.0;21.0;124.0;16;-135.0;654;4;736;-41;-5
977.0;65.0;57.0;114.0;23;-112.0;650;9;731;-41;0
989.0;-55.0;-5.0;29.0;17;-36.0;674;-7;714;-29;5
959.0;5.0;6.0;100.0;19;-111.0;656;2;730;-41;-7
951.0;32.0;-98.0;236.0;21;-92.0;663;1;720;-39;4
759.0;99.0;31.0;159.0;9;-812.0;694;1;706;-47;-2
982.0;-407.0;-388.0;34.0;15;-2.0;674;2;718;-50;-6
980.0;-32.0;-2.0;122.0;14;-119.0;669;-3;724;-40;6
979.0;-24.0;-4.0;108.0;18;-108.0;669;0;718;-40;2
951.0;9.0;59.0;-188.0;23;-363.0;654;8;727;-40;-1
984.0;30.0;13.0;103.0;17;-117.0;654;4;734;-41;-5
964.0;37.0;16.0;110.0;20;-108.0;654;2;731;-41;-5
990.0;17.0;16.0;100.0;21;-112.0;652;3;732;-41;-4
974.0;7.0;12.0;119.0;22;-115.0;655;-3;726;-41;-3
964.0;45.0;-26.0;-59.0;15;-306.0;653;0;737;-40;0
961.0;20.0;10.0;95.0;17;-126.0;666;6;723;-32;3
