InertialMeasurementUnit BACK accZ;InertialMeasurementUnit BACK accX;Accelerometer BACK accZ;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
243.0;-932.0;-538.0;393.0;20.0;831.0
248.0;-949.0;-552.0;366.0;3.0;820.0
207.0;-962.0;-517.0;383.0;-8.0;830.0
209.0;-962.0;-533.0;402.0;-2.0;826.0
203.0;-945.0;-517.0;412.0;8.0;821.0
209.0;-932.0;-553.0;305.0;-42.0;837.0
230.0;-955.0;-545.0;318.0;-22.0;837.0
197.0;-943.0;-522.0;407.0;12.0;827.0
196.0;-932.0;-541.0;425.0;-10.0;813.0
212.0;-928.0;-538.0;414.0;-10.0;805.0
238.0;-953.0;-555.0;382.0;-36.0;783.0
189.0;-953.0;-534.0;415.0;-11.0;835.0
306.0;-959.0;-560.0;435.0;40.0;875.0
253.0;-952.0;-577.0;377.0;-105.0;797.0
260.0;-953.0;-574.0;409.0;-68.0;850.0
191.0;-940.0;-522.0;349.0;-34.0;835.0
186.0;-943.0;-501.0;383.0;-33.0;828.0
263.0;-953.0;-546.0;371.0;-67.0;823.0
185.0;-950.0;-530.0;429.0;-33.0;819.0
267.0;-943.0;-551.0;371.0;-22.0;808.0
268.0;-947.0;-579.0;424.0;-66.0;810.0
183.0;-952.0;-520.0;414.0;-26.0;816.0
185.0;-953.0;-530.0;409.0;-12.0;787.0
263.0;-863.0;-514.0;360.0;-60.0;843.0
268.0;-858.0;-558.0;379.0;-81.0;785.0
278.0;-907.0;-555.0;405.0;-86.0;800.0
183.0;-942.0;-516.0;385.0;10.0;812.0
268.0;-943.0;-578.0;379.0;-76.0;809.0
179.0;-936.0;-532.0;345.0;19.0;810.0
275.0;-945.0;-587.0;358.0;-55.0;809.0
219.0;-929.0;-586.0;405.0;-49.0;762.0
184.0;-937.0;-529.0;389.0;-2.0;784.0
183.0;-940.0;-525.0;391.0;-12.0;800.0
192.0;-943.0;-550.0;449.0;-24.0;815.0
182.0;-943.0;-512.0;370.0;-17.0;798.0
189.0;-947.0;-508.0;368.0;3.0;790.0
189.0;-947.0;-518.0;387.0;-19.0;775.0
285.0;-955.0;-601.0;376.0;-129.0;800.0
188.0;-949.0;-512.0;360.0;-13.0;793.0
254.0;-909.0;-600.0;311.0;-16.0;724.0
253.0;-944.0;-550.0;357.0;5.0;827.0
272.0;-943.0;-584.0;395.0;-18.0;810.0
240.0;-907.0;-535.0;359.0;-10.0;810.0
219.0;-858.0;-550.0;333.0;0.0;791.0
277.0;-944.0;-576.0;393.0;-58.0;809.0
179.0;-798.0;-445.0;304.0;-46.0;769.0
189.0;-949.0;-517.0;336.0;-18.0;819.0
254.0;-892.0;-596.0;307.0;-27.0;709.0
253.0;-893.0;-594.0;321.0;-19.0;724.0
279.0;-938.0;-606.0;413.0;-58.0;810.0
280.0;-932.0;-611.0;397.0;-69.0;809.0
260.0;-899.0;-591.0;297.0;-23.0;715.0
192.0;-945.0;-540.0;342.0;-35.0;810.0
269.0;-900.0;-571.0;343.0;-36.0;713.0
208.0;-942.0;-509.0;364.0;-42.0;801.0
280.0;-933.0;-610.0;395.0;-59.0;810.0
271.0;-903.0;-596.0;326.0;-34.0;707.0
276.0;-896.0;-604.0;319.0;-24.0;719.0
284.0;-895.0;-605.0;366.0;-7.0;712.0
245.0;-902.0;-549.0;369.0;18.0;808.0
251.0;-972.0;-550.0;359.0;-5.0;802.0
253.0;-1040.0;-502.0;386.0;-64.0;766.0
287.0;-891.0;-603.0;367.0;9.0;731.0
287.0;-884.0;-608.0;395.0;10.0;753.0
190.0;-956.0;-569.0;355.0;-72.0;791.0
284.0;-881.0;-588.0;377.0;3.0;746.0
285.0;-889.0;-607.0;393.0;-10.0;737.0
283.0;-891.0;-587.0;376.0;10.0;725.0
325.0;-956.0;-620.0;552.0;-44.0;813.0
204.0;-852.0;-612.0;281.0;-91.0;773.0
282.0;-935.0;-579.0;398.0;-56.0;780.0
213.0;-938.0;-512.0;366.0;-29.0;790.0
251.0;-889.0;-572.0;339.0;-74.0;764.0
277.0;-890.0;-568.0;334.0;-12.0;742.0
238.0;-883.0;-596.0;461.0;-185.0;755.0
211.0;-923.0;-547.0;397.0;-81.0;861.0
217.0;-937.0;-515.0;395.0;-39.0;781.0
284.0;-885.0;-590.0;335.0;-42.0;753.0
341.0;-863.0;-541.0;339.0;-104.0;719.0
279.0;-889.0;-568.0;357.0;-72.0;794.0
318.0;-898.0;-560.0;309.0;-9.0;885.0
220.0;-928.0;-490.0;377.0;-16.0;798.0
232.0;-926.0;-518.0;384.0;-8.0;801.0
254.0;-904.0;-507.0;408.0;6.0;809.0
168.0;-958.0;-624.0;388.0;-70.0;782.0
236.0;-927.0;-512.0;375.0;-11.0;786.0
197.0;-937.0;-505.0;375.0;-37.0;747.0
226.0;-965.0;-509.0;352.0;-66.0;743.0
284.0;-935.0;-595.0;377.0;-42.0;774.0
241.0;-899.0;-577.0;387.0;-7.0;770.0
185.0;-953.0;-612.0;406.0;-85.0;786.0
252.0;-889.0;-585.0;376.0;26.0;757.0
236.0;-927.0;-498.0;385.0;9.0;816.0
304.0;-943.0;-474.0;342.0;-13.0;849.0
282.0;-933.0;-607.0;400.0;-60.0;792.0
225.0;-938.0;-524.0;407.0;-38.0;800.0
226.0;-937.0;-551.0;392.0;-20.0;802.0
183.0;-979.0;-564.0;390.0;-66.0;851.0
230.0;-937.0;-534.0;395.0;-43.0;789.0
238.0;-943.0;-535.0;367.0;-35.0;773.0
239.0;-939.0;-548.0;389.0;-23.0;765.0
243.0;-936.0;-558.0;404.0;-7.0;761.0
290.0;-927.0;-602.0;445.0;94.0;707.0
217.0;-959.0;-608.0;440.0;-14.0;781.0
280.0;-934.0;-584.0;399.0;-62.0;792.0
270.0;-949.0;-600.0;351.0;-3.0;772.0
256.0;-938.0;-570.0;318.0;-9.0;784.0
285.0;-937.0;-600.0;405.0;-66.0;800.0
250.0;-929.0;-569.0;409.0;-11.0;772.0
249.0;-965.0;-647.0;328.0;-50.0;784.0
229.0;-930.0;-571.0;329.0;-45.0;809.0
259.0;-976.0;-610.0;309.0;-34.0;773.0
222.0;-925.0;-583.0;363.0;-31.0;785.0
265.0;-986.0;-584.0;321.0;20.0;791.0
267.0;-978.0;-576.0;337.0;14.0;806.0
259.0;-967.0;-598.0;323.0;-12.0;815.0
276.0;-989.0;-676.0;276.0;9.0;840.0
262.0;-952.0;-595.0;337.0;-35.0;812.0
281.0;-936.0;-602.0;424.0;-59.0;784.0
244.0;-959.0;-668.0;319.0;-56.0;834.0
276.0;-967.0;-605.0;333.0;-49.0;804.0
268.0;-964.0;-590.0;314.0;-39.0;817.0
268.0;-953.0;-580.0;337.0;-37.0;811.0
272.0;-941.0;-600.0;341.0;-22.0;791.0
277.0;-942.0;-600.0;339.0;-39.0;813.0
285.0;-964.0;-621.0;364.0;-24.0;781.0
277.0;-964.0;-628.0;367.0;-63.0;773.0
272.0;-963.0;-607.0;386.0;-53.0;780.0
264.0;-964.0;-616.0;367.0;-35.0;790.0
266.0;-960.0;-627.0;350.0;-28.0;821.0
267.0;-968.0;-604.0;366.0;-28.0;803.0
259.0;-985.0;-618.0;387.0;-12.0;802.0
356.0;-962.0;-609.0;384.0;39.0;846.0
276.0;-961.0;-615.0;370.0;-36.0;805.0
278.0;-927.0;-614.0;348.0;-36.0;812.0
347.0;-1052.0;-488.0;453.0;-175.0;742.0
276.0;-911.0;-608.0;389.0;-5.0;817.0
285.0;-926.0;-610.0;357.0;-6.0;829.0
304.0;-974.0;-618.0;340.0;-34.0;797.0
233.0;-929.0;-589.0;344.0;10.0;756.0
305.0;-1011.0;-531.0;331.0;-140.0;738.0
264.0;-922.0;-598.0;311.0;-142.0;786.0
284.0;-938.0;-591.0;409.0;-52.0;782.0
268.0;-961.0;-600.0;340.0;-7.0;823.0
263.0;-977.0;-614.0;334.0;-19.0;781.0
259.0;-957.0;-588.0;379.0;-12.0;737.0
258.0;-939.0;-588.0;372.0;47.0;713.0
269.0;-953.0;-603.0;431.0;-20.0;751.0
265.0;-947.0;-601.0;377.0;-16.0;680.0
284.0;-953.0;-665.0;464.0;-35.0;755.0
283.0;-971.0;-626.0;377.0;-44.0;803.0
244.0;-900.0;-593.0;394.0;-127.0;844.0
258.0;-921.0;-553.0;361.0;-107.0;810.0
274.0;-953.0;-558.0;337.0;-115.0;810.0
199.0;-960.0;-619.0;415.0;-49.0;787.0
252.0;-928.0;-570.0;389.0;-13.0;772.0
252.0;-930.0;-570.0;408.0;-20.0;781.0
279.0;-916.0;-571.0;538.0;-81.0;721.0
219.0;-956.0;-634.0;417.0;-43.0;779.0
283.0;-937.0;-606.0;396.0;-61.0;780.0
256.0;-931.0;-569.0;419.0;9.0;773.0
288.0;-946.0;-631.0;408.0;-70.0;773.0
252.0;-929.0;-588.0;393.0;-22.0;782.0
281.0;-936.0;-616.0;408.0;-59.0;787.0
282.0;-938.0;-609.0;409.0;-56.0;787.0
149.0;-917.0;-450.0;303.0;-12.0;810.0
254.0;-933.0;-590.0;379.0;-35.0;791.0
300.0;-952.0;-703.0;424.0;-89.0;768.0
294.0;-944.0;-640.0;433.0;-69.0;780.0
297.0;-946.0;-640.0;384.0;-71.0;772.0
253.0;-935.0;-570.0;368.0;-40.0;772.0
300.0;-943.0;-640.0;382.0;-87.0;782.0
254.0;-934.0;-583.0;368.0;-38.0;781.0
231.0;-981.0;-624.0;378.0;-28.0;768.0
257.0;-931.0;-586.0;384.0;-40.0;760.0
258.0;-936.0;-569.0;384.0;-31.0;765.0
239.0;-964.0;-592.0;423.0;-72.0;808.0
302.0;-942.0;-648.0;366.0;-80.0;762.0
220.0;-924.0;-615.0;404.0;-82.0;759.0
302.0;-938.0;-631.0;402.0;-90.0;773.0
298.0;-925.0;-633.0;406.0;-87.0;791.0
277.0;-914.0;-630.0;391.0;-103.0;760.0
269.0;-934.0;-609.0;402.0;-83.0;759.0
259.0;-932.0;-623.0;400.0;-89.0;750.0
298.0;-939.0;-636.0;386.0;-87.0;769.0
308.0;-942.0;-622.0;394.0;-86.0;761.0
224.0;-952.0;-683.0;312.0;-77.0;725.0
283.0;-939.0;-588.0;411.0;-82.0;771.0
264.0;-939.0;-633.0;335.0;-31.0;717.0
263.0;-943.0;-619.0;328.0;-13.0;712.0
267.0;-944.0;-620.0;315.0;0.0;733.0
274.0;-941.0;-612.0;325.0;-17.0;738.0
282.0;-940.0;-622.0;324.0;-32.0;752.0
283.0;-937.0;-599.0;408.0;-62.0;780.0
288.0;-934.0;-626.0;315.0;-23.0;752.0
283.0;-939.0;-599.0;412.0;-59.0;782.0
281.0;-940.0;-610.0;408.0;-59.0;782.0
293.0;-930.0;-631.0;296.0;-16.0;762.0
289.0;-927.0;-629.0;296.0;-4.0;754.0
302.0;-932.0;-641.0;400.0;-79.0;766.0
305.0;-929.0;-623.0;374.0;-98.0;770.0
262.0;-929.0;-583.0;393.0;-22.0;775.0
261.0;-936.0;-595.0;377.0;-49.0;787.0
257.0;-936.0;-614.0;364.0;-39.0;784.0
305.0;-927.0;-614.0;387.0;-85.0;777.0
249.0;-931.0;-596.0;374.0;-57.0;789.0
252.0;-934.0;-570.0;375.0;-69.0;773.0
280.0;-939.0;-590.0;385.0;-69.0;772.0
247.0;-992.0;-593.0;157.0;-50.0;716.0
256.0;-934.0;-580.0;386.0;-78.0;777.0
285.0;-939.0;-590.0;405.0;-58.0;782.0
281.0;-941.0;-589.0;417.0;-49.0;782.0
283.0;-943.0;-605.0;421.0;-63.0;781.0
308.0;-932.0;-616.0;401.0;-88.0;776.0
226.0;-947.0;-630.0;285.0;-27.0;752.0
231.0;-945.0;-599.0;278.0;-33.0;777.0
241.0;-947.0;-613.0;267.0;-57.0;781.0
481.0;-955.0;-495.0;413.0;-31.0;867.0
247.0;-943.0;-577.0;300.0;-36.0;795.0
281.0;-931.0;-602.0;324.0;-33.0;797.0
292.0;-928.0;-632.0;386.0;-109.0;774.0
306.0;-884.0;-602.0;420.0;-118.0;791.0
278.0;-934.0;-599.0;338.0;-40.0;770.0
283.0;-935.0;-624.0;341.0;-35.0;770.0
231.0;-962.0;-650.0;357.0;19.0;763.0
260.0;-937.0;-594.0;406.0;-25.0;783.0
244.0;-946.0;-524.0;290.0;-56.0;758.0
310.0;-940.0;-632.0;388.0;-87.0;777.0
239.0;-943.0;-528.0;304.0;-59.0;783.0
287.0;-938.0;-618.0;309.0;-27.0;784.0
231.0;-964.0;-646.0;427.0;-20.0;768.0
308.0;-938.0;-629.0;385.0;-90.0;769.0
306.0;-932.0;-630.0;376.0;-70.0;773.0
171.0;-913.0;-556.0;363.0;-36.0;820.0
296.0;-924.0;-615.0;342.0;-30.0;773.0
214.0;-949.0;-647.0;428.0;-25.0;755.0
239.0;-962.0;-646.0;414.0;-17.0;773.0
302.0;-925.0;-618.0;332.0;-27.0;745.0
297.0;-939.0;-635.0;315.0;-37.0;759.0
292.0;-959.0;-626.0;319.0;-39.0;749.0
292.0;-949.0;-625.0;341.0;-40.0;742.0
219.0;-988.0;-632.0;375.0;-29.0;787.0
264.0;-936.0;-579.0;415.0;-12.0;775.0
264.0;-931.0;-582.0;400.0;-3.0;764.0
268.0;-927.0;-561.0;400.0;20.0;762.0
266.0;-924.0;-578.0;398.0;-12.0;771.0
305.0;-930.0;-622.0;375.0;-96.0;763.0
268.0;-925.0;-580.0;390.0;-16.0;790.0
265.0;-930.0;-590.0;408.0;-9.0;791.0
199.0;-993.0;-580.0;418.0;-3.0;803.0
216.0;-975.0;-642.0;390.0;-18.0;799.0
264.0;-933.0;-566.0;403.0;-9.0;792.0
305.0;-957.0;-649.0;353.0;-30.0;744.0
261.0;-932.0;-554.0;405.0;-15.0;787.0
259.0;-986.0;-504.0;233.0;-71.0;846.0
297.0;-950.0;-669.0;337.0;-38.0;744.0
305.0;-936.0;-610.0;385.0;-88.0;771.0
193.0;-970.0;-540.0;442.0;-55.0;809.0
305.0;-935.0;-620.0;415.0;-89.0;782.0
264.0;-951.0;-641.0;326.0;-21.0;738.0
175.0;-984.0;-612.0;404.0;-29.0;788.0
286.0;-934.0;-660.0;330.0;-39.0;751.0
110.0;-964.0;-580.0;374.0;-186.0;649.0
233.0;-901.0;-526.0;350.0;-46.0;808.0
218.0;-985.0;-529.0;330.0;-40.0;836.0
259.0;-930.0;-582.0;406.0;-26.0;759.0
257.0;-928.0;-596.0;396.0;-31.0;766.0
197.0;-915.0;-550.0;390.0;-33.0;779.0
253.0;-933.0;-607.0;403.0;-20.0;756.0
257.0;-944.0;-541.0;304.0;59.0;733.0
297.0;-894.0;-638.0;383.0;-50.0;696.0
128.0;-964.0;-572.0;284.0;-79.0;744.0
258.0;-939.0;-582.0;397.0;-28.0;757.0
300.0;-887.0;-630.0;354.0;-49.0;690.0
252.0;-933.0;-580.0;403.0;-29.0;761.0
302.0;-934.0;-610.0;404.0;-97.0;771.0
300.0;-932.0;-611.0;406.0;-88.0;764.0
259.0;-932.0;-580.0;405.0;-39.0;774.0
298.0;-950.0;-599.0;404.0;-116.0;783.0
234.0;-970.0;-666.0;345.0;-71.0;788.0
263.0;-932.0;-578.0;405.0;-20.0;776.0
258.0;-932.0;-593.0;392.0;-20.0;780.0
259.0;-935.0;-602.0;381.0;-19.0;796.0
281.0;-939.0;-582.0;315.0;-22.0;775.0
241.0;-928.0;-573.0;295.0;-49.0;774.0
163.0;-859.0;-461.0;109.0;-163.0;755.0
262.0;-934.0;-592.0;426.0;-8.0;772.0
221.0;-871.0;-581.0;335.0;9.0;774.0
261.0;-938.0;-573.0;399.0;-15.0;781.0
259.0;-942.0;-569.0;410.0;-14.0;772.0
174.0;-977.0;-626.0;408.0;-36.0;788.0
263.0;-942.0;-580.0;397.0;0.0;782.0
270.0;-938.0;-561.0;400.0;-13.0;772.0
229.0;-940.0;-573.0;326.0;-93.0;833.0
276.0;-929.0;-580.0;403.0;-12.0;793.0
171.0;-961.0;-520.0;402.0;-33.0;836.0
212.0;-921.0;-571.0;348.0;-38.0;779.0
231.0;-918.0;-572.0;346.0;-47.0;776.0
241.0;-929.0;-552.0;375.0;-41.0;788.0
243.0;-926.0;-566.0;390.0;-40.0;814.0
277.0;-922.0;-556.0;420.0;-21.0;785.0
303.0;-935.0;-619.0;403.0;-87.0;783.0
303.0;-935.0;-622.0;388.0;-75.0;780.0
299.0;-938.0;-629.0;375.0;-70.0;783.0
300.0;-937.0;-614.0;388.0;-86.0;778.0
248.0;-911.0;-561.0;352.0;-30.0;805.0
300.0;-936.0;-610.0;385.0;-82.0;769.0
238.0;-891.0;-588.0;325.0;-46.0;790.0
240.0;-875.0;-558.0;332.0;-49.0;800.0
239.0;-957.0;-551.0;334.0;-21.0;827.0
177.0;-1083.0;-515.0;258.0;-53.0;736.0
229.0;-849.0;-459.0;364.0;-63.0;753.0
251.0;-897.0;-572.0;323.0;-59.0;743.0
211.0;-937.0;-567.0;284.0;2.0;825.0
373.0;-851.0;-576.0;350.0;-65.0;804.0
315.0;-896.0;-610.0;375.0;-33.0;744.0
416.0;-850.0;-675.0;397.0;135.0;663.0
320.0;-896.0;-600.0;388.0;-29.0;749.0
138.0;-939.0;-486.0;346.0;-49.0;789.0
301.0;-936.0;-605.0;406.0;-85.0;777.0
321.0;-894.0;-613.0;367.0;-47.0;713.0
323.0;-892.0;-619.0;356.0;-48.0;715.0
321.0;-894.0;-604.0;362.0;-51.0;703.0
320.0;-897.0;-621.0;344.0;-34.0;706.0
321.0;-899.0;-623.0;336.0;-28.0;706.0
297.0;-936.0;-601.0;393.0;-78.0;782.0
299.0;-940.0;-620.0;413.0;-64.0;781.0
180.0;-944.0;-562.0;429.0;-69.0;822.0
184.0;-946.0;-551.0;399.0;-74.0;810.0
314.0;-903.0;-629.0;334.0;-38.0;697.0
314.0;-905.0;-623.0;363.0;-49.0;689.0
294.0;-936.0;-605.0;391.0;-79.0;781.0
390.0;-902.0;-709.0;352.0;-36.0;682.0
202.0;-951.0;-519.0;316.0;-28.0;768.0
181.0;-1049.0;-564.0;334.0;-4.0;773.0
159.0;-961.0;-531.0;376.0;-45.0;839.0
199.0;-974.0;-570.0;334.0;22.0;820.0
177.0;-927.0;-590.0;375.0;-134.0;806.0
214.0;-941.0;-567.0;330.0;-28.0;820.0
176.0;-977.0;-624.0;350.0;-48.0;748.0
270.0;-942.0;-529.0;331.0;-79.0;838.0
254.0;-993.0;-568.0;438.0;-27.0;785.0
227.0;-943.0;-507.0;415.0;-30.0;778.0
227.0;-964.0;-641.0;351.0;-20.0;799.0
208.0;-950.0;-558.0;301.0;-25.0;828.0
205.0;-944.0;-548.0;311.0;-35.0;778.0
208.0;-948.0;-559.0;290.0;-30.0;776.0
207.0;-949.0;-558.0;289.0;-4.0;789.0
213.0;-942.0;-570.0;321.0;0.0;799.0
211.0;-942.0;-560.0;334.0;28.0;801.0
203.0;-945.0;-570.0;314.0;-1.0;801.0
198.0;-938.0;-560.0;304.0;-7.0;801.0
203.0;-957.0;-559.0;316.0;7.0;802.0
294.0;-933.0;-599.0;399.0;-71.0;783.0
232.0;-974.0;-640.0;360.0;-9.0;769.0
190.0;-946.0;-546.0;341.0;19.0;802.0
145.0;-949.0;-555.0;317.0;26.0;773.0
189.0;-955.0;-538.0;288.0;-14.0;787.0
192.0;-965.0;-537.0;308.0;-15.0;801.0
190.0;-970.0;-559.0;300.0;-21.0;817.0
186.0;-967.0;-559.0;312.0;-20.0;814.0
186.0;-977.0;-554.0;320.0;-14.0;801.0
197.0;-973.0;-540.0;327.0;6.0;807.0
238.0;-962.0;-649.0;359.0;4.0;764.0
236.0;-953.0;-624.0;353.0;21.0;759.0
270.0;-964.0;-597.0;285.0;0.0;806.0
281.0;-929.0;-605.0;269.0;-32.0;757.0
196.0;-959.0;-561.0;323.0;28.0;809.0
234.0;-955.0;-661.0;325.0;-15.0;758.0
182.0;-965.0;-538.0;341.0;-49.0;829.0
266.0;-907.0;-566.0;397.0;-136.0;743.0
231.0;-941.0;-703.0;428.0;-135.0;635.0
221.0;-950.0;-551.0;334.0;29.0;831.0
231.0;-950.0;-556.0;294.0;2.0;828.0
238.0;-945.0;-583.0;311.0;-24.0;823.0
225.0;-934.0;-593.0;259.0;-25.0;827.0
175.0;-979.0;-497.0;339.0;-49.0;817.0
240.0;-962.0;-546.0;257.0;6.0;801.0
256.0;-920.0;-576.0;281.0;-36.0;817.0
265.0;-906.0;-555.0;286.0;-33.0;804.0
199.0;-948.0;-579.0;276.0;-94.0;650.0
258.0;-871.0;-521.0;375.0;-108.0;763.0
293.0;-937.0;-599.0;398.0;-77.0;773.0
295.0;-938.0;-600.0;403.0;-88.0;780.0
297.0;-937.0;-599.0;415.0;-79.0;791.0
183.0;-972.0;-555.0;362.0;-31.0;839.0
237.0;-953.0;-641.0;348.0;9.0;752.0
229.0;-959.0;-518.0;405.0;-49.0;850.0
291.0;-935.0;-620.0;415.0;-69.0;791.0
292.0;-938.0;-610.0;414.0;-71.0;791.0
289.0;-937.0;-619.0;391.0;-78.0;790.0
289.0;-937.0;-597.0;404.0;-69.0;779.0
289.0;-938.0;-602.0;422.0;-68.0;774.0
285.0;-936.0;-597.0;402.0;-74.0;795.0
287.0;-939.0;-605.0;404.0;-72.0;781.0
283.0;-939.0;-605.0;414.0;-56.0;772.0
284.0;-940.0;-599.0;420.0;-60.0;769.0
284.0;-941.0;-598.0;382.0;-63.0;784.0
324.0;-888.0;-632.0;343.0;-43.0;730.0
328.0;-825.0;-670.0;338.0;-51.0;774.0
279.0;-945.0;-666.0;404.0;-58.0;724.0
211.0;-1072.0;-593.0;368.0;-100.0;718.0
188.0;-1003.0;-597.0;375.0;0.0;783.0
220.0;-986.0;-595.0;345.0;-82.0;796.0
269.0;-924.0;-647.0;334.0;-67.0;677.0
212.0;-997.0;-612.0;360.0;-22.0;771.0
253.0;-942.0;-516.0;348.0;-72.0;843.0
229.0;-940.0;-555.0;392.0;-109.0;820.0
282.0;-939.0;-606.0;387.0;-72.0;785.0
212.0;-986.0;-630.0;395.0;4.0;798.0
284.0;-939.0;-609.0;435.0;-66.0;787.0
153.0;-800.0;-620.0;427.0;103.0;1081.0
231.0;-948.0;-602.0;406.0;18.0;796.0
282.0;-940.0;-618.0;409.0;-79.0;785.0
226.0;-928.0;-622.0;394.0;24.0;896.0
248.0;-927.0;-617.0;415.0;-37.0;843.0
133.0;-860.0;-591.0;443.0;31.0;664.0
241.0;-981.0;-612.0;406.0;-39.0;835.0
257.0;-937.0;-640.0;442.0;-81.0;772.0
237.0;-940.0;-498.0;373.0;-33.0;824.0
191.0;-971.0;-550.0;417.0;-20.0;819.0
283.0;-934.0;-549.0;318.0;-14.0;818.0
197.0;-973.0;-566.0;406.0;-58.0;855.0
286.0;-935.0;-540.0;328.0;-96.0;848.0
97.0;-959.0;-642.0;468.0;-35.0;728.0
365.0;-866.0;-843.0;-22.0;-276.0;-249.0
145.0;-948.0;-526.0;406.0;21.0;816.0
392.0;-882.0;-481.0;200.0;-49.0;677.0
77.0;-902.0;-563.0;337.0;-246.0;670.0
195.0;-978.0;-453.0;463.0;-173.0;810.0
210.0;-913.0;-529.0;484.0;32.0;975.0
206.0;-968.0;-496.0;418.0;-45.0;866.0
222.0;-1000.0;-554.0;458.0;28.0;833.0
249.0;-959.0;-530.0;461.0;-183.0;819.0
242.0;-927.0;-639.0;476.0;40.0;1112.0
165.0;-973.0;-542.0;397.0;-27.0;856.0
377.0;-931.0;-516.0;267.0;56.0;993.0
116.0;-802.0;-886.0;307.0;35.0;960.0
392.0;-902.0;-749.0;258.0;-179.0;620.0
330.0;-942.0;-658.0;355.0;-84.0;748.0
337.0;-940.0;-698.0;354.0;-108.0;719.0
179.0;-988.0;-550.0;413.0;-1.0;825.0
205.0;-993.0;-496.0;367.0;-53.0;841.0
379.0;-1098.0;-559.0;454.0;-27.0;934.0
224.0;-944.0;-398.0;359.0;-21.0;824.0
150.0;-976.0;-537.0;432.0;-9.0;843.0
86.0;-976.0;-630.0;418.0;64.0;960.0
328.0;-940.0;-661.0;360.0;-97.0;754.0
325.0;-943.0;-818.0;391.0;-128.0;816.0
90.0;-1008.0;-419.0;99.0;35.0;729.0
293.0;-941.0;-453.0;400.0;-70.0;938.0
415.0;-902.0;-758.0;457.0;4.0;658.0
358.0;-996.0;-659.0;385.0;-49.0;703.0
337.0;-948.0;-659.0;332.0;-50.0;753.0
340.0;-945.0;-671.0;376.0;-57.0;753.0
293.0;-924.0;-740.0;371.0;-40.0;801.0
467.0;-790.0;-686.0;184.0;-92.0;887.0
350.0;-915.0;-676.0;314.0;-51.0;789.0
364.0;-890.0;-699.0;322.0;-131.0;719.0
512.0;-757.0;-752.0;137.0;-98.0;534.0
186.0;-974.0;-540.0;457.0;-5.0;856.0
542.0;-874.0;-453.0;227.0;7.0;628.0
259.0;-827.0;-765.0;251.0;-122.0;741.0
178.0;-938.0;-474.0;417.0;24.0;887.0
301.0;-1079.0;-488.0;381.0;-50.0;923.0
278.0;-928.0;-539.0;595.0;49.0;901.0
156.0;-979.0;-560.0;388.0;16.0;904.0
