InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;Accelerometer RUA_ accX;Accelerometer RWR accZ;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
-167;-32;361.0;662.0;73.0;-32
-152;4;418.0;630.0;-30.0;4
-167;-11;388.0;661.0;-70.0;-11
-135;16;452.0;781.0;-92.0;16
-156;-10;313.0;612.0;-188.0;-10
-163;10;609.0;795.0;74.0;10
-134;16;460.0;789.0;-106.0;16
-167;23;375.0;684.0;-127.0;23
-167;-22;379.0;659.0;-144.0;-22
-159;9;323.0;582.0;106.0;9
-159;-14;300.0;610.0;52.0;-14
-159;39;302.0;605.0;71.0;39
-186;-20;391.0;590.0;61.0;-20
-159;17;305.0;621.0;102.0;17
-159;47;319.0;606.0;28.0;47
-159;22;336.0;601.0;-93.0;22
-167;-24;361.0;681.0;-125.0;-24
-135;6;468.0;782.0;-114.0;6
-182;5;355.0;551.0;-116.0;5
-152;5;465.0;732.0;5.0;5
-135;-4;456.0;784.0;-34.0;-4
-174;41;525.0;766.0;-104.0;41
180;-40;315.0;801.0;-45.0;-40
-174;-46;582.0;644.0;-70.0;-46
-135;2;582.0;783.0;21.0;2
-135;-1;457.0;817.0;44.0;-1
-157;36;514.0;736.0;-307.0;36
-135;4;609.0;681.0;128.0;4
-175;-23;490.0;743.0;-138.0;-23
-158;-11;436.0;751.0;-86.0;-11
-175;39;536.0;708.0;-39.0;39
-158;-1;452.0;776.0;-70.0;-1
-166;72;580.0;915.0;28.0;72
178;-13;411.0;671.0;2.0;-13
-152;-3;353.0;642.0;-60.0;-3
-163;-16;650.0;759.0;-18.0;-16
-158;0;465.0;755.0;-28.0;0
-213;36;362.0;698.0;31.0;36
-158;2;469.0;744.0;-39.0;2
-156;11;359.0;723.0;36.0;11
-180;-22;408.0;702.0;45.0;-22
-152;-13;355.0;644.0;-125.0;-13
-155;-21;442.0;844.0;-60.0;-21
-153;-24;517.0;724.0;32.0;-24
-179;-28;301.0;709.0;-34.0;-28
-155;1;435.0;813.0;-75.0;1
-175;25;434.0;577.0;-116.0;25
-179;-24;441.0;692.0;-174.0;-24
-151;19;603.0;814.0;-51.0;19
-175;-35;402.0;805.0;-91.0;-35
-175;-15;455.0;745.0;0.0;-15
-175;11;456.0;716.0;-172.0;11
-158;-4;471.0;733.0;-31.0;-4
-175;9;492.0;682.0;2.0;9
-158;22;464.0;743.0;-15.0;22
-156;-25;491.0;793.0;84.0;-25
-175;-12;472.0;710.0;9.0;-12
-161;4;584.0;775.0;191.0;4
-133;-11;640.0;625.0;62.0;-11
-171;-135;429.0;734.0;66.0;-135
-159;18;281.0;592.0;42.0;18
-171;-141;441.0;769.0;-79.0;-141
-159;1;299.0;571.0;8.0;1
-159;12;301.0;623.0;-76.0;12
-159;-13;283.0;619.0;-47.0;-13
-160;-50;390.0;755.0;-118.0;-50
-159;-13;281.0;601.0;14.0;-13
-164;17;700.0;564.0;65.0;17
-161;-60;484.0;770.0;35.0;-60
-164;-10;417.0;807.0;250.0;-10
-135;-1;473.0;787.0;-174.0;-1
-168;228;540.0;803.0;331.0;228
-159;-11;281.0;567.0;-61.0;-11
-163;-24;384.0;768.0;-144.0;-24
-164;-33;495.0;748.0;-149.0;-33
-158;26;459.0;755.0;32.0;26
-164;-60;502.0;721.0;-78.0;-60
-164;-6;492.0;782.0;-57.0;-6
-134;-31;543.0;797.0;-51.0;-31
-165;-15;519.0;592.0;-141.0;-15
-165;-7;433.0;757.0;-191.0;-7
176;-13;660.0;835.0;-108.0;-13
-154;20;464.0;667.0;117.0;20
-130;-127;567.0;812.0;-123.0;-127
-134;5;541.0;701.0;82.0;5
-163;14;533.0;795.0;-26.0;14
-156;-22;445.0;755.0;-205.0;-22
-156;-24;468.0;802.0;-107.0;-24
-158;-37;455.0;774.0;58.0;-37
-133;-4;520.0;476.0;-52.0;-4
-62;1567;256.0;500.0;474.0;1567
-163;-52;607.0;844.0;-177.0;-52
-159;-10;416.0;650.0;-168.0;-10
-156;34;488.0;668.0;-139.0;34
-156;26;491.0;637.0;-150.0;26
-147;-34;550.0;575.0;178.0;-34
-156;-12;485.0;639.0;-168.0;-12
-134;-20;542.0;585.0;-12.0;-20
-175;-1;356.0;716.0;84.0;-1
-175;-4;383.0;678.0;85.0;-4
-158;223;262.0;605.0;-158.0;223
-158;-34;478.0;767.0;55.0;-34
-175;-2;411.0;628.0;39.0;-2
-175;-3;387.0;692.0;35.0;-3
-179;-72;413.0;747.0;62.0;-72
-175;-2;436.0;674.0;50.0;-2
-168;-236;308.0;637.0;-162.0;-236
-170;4;454.0;642.0;98.0;4
-159;14;299.0;574.0;34.0;14
-159;4;300.0;591.0;16.0;4
-159;11;283.0;614.0;29.0;11
-159;-40;289.0;635.0;33.0;-40
-159;-5;301.0;582.0;1.0;-5
-159;-5;305.0;593.0;-15.0;-5
-159;-6;302.0;633.0;-10.0;-6
-158;5;488.0;766.0;77.0;5
-162;9;407.0;694.0;-33.0;9
-159;-10;341.0;596.0;-45.0;-10
-175;22;520.0;913.0;-185.0;22
-158;6;475.0;737.0;48.0;6
-158;6;502.0;788.0;5.0;6
-172;39;551.0;767.0;-13.0;39
-156;-19;408.0;744.0;17.0;-19
-175;7;466.0;700.0;33.0;7
-156;-61;468.0;710.0;15.0;-61
-156;-46;449.0;731.0;-136.0;-46
-165;61;349.0;597.0;-29.0;61
-159;-10;319.0;555.0;-61.0;-10
-159;25;305.0;588.0;-140.0;25
-156;13;546.0;806.0;-90.0;13
-159;33;280.0;567.0;-33.0;33
-156;30;421.0;782.0;-47.0;30
-172;36;477.0;733.0;-73.0;36
-134;-9;520.0;603.0;119.0;-9
-134;19;544.0;639.0;78.0;19
-172;-66;464.0;672.0;-87.0;-66
-171;-23;320.0;656.0;7.0;-23
-163;-56;408.0;740.0;-199.0;-56
-163;-49;438.0;729.0;20.0;-49
-158;17;494.0;770.0;-9.0;17
-165;8;396.0;671.0;110.0;8
-134;15;526.0;621.0;-14.0;15
-175;18;471.0;704.0;64.0;18
-175;11;413.0;764.0;-176.0;11
-156;-15;316.0;615.0;-23.0;-15
-156;-11;323.0;601.0;-101.0;-11
-159;15;436.0;638.0;-120.0;15
-176;0;396.0;758.0;-3.0;0
-158;-22;506.0;835.0;-103.0;-22
-180;2;398.0;767.0;71.0;2
-175;-9;394.0;797.0;-78.0;-9
-178;11;393.0;715.0;108.0;11
-159;-21;478.0;693.0;41.0;-21
-175;17;388.0;765.0;-37.0;17
-158;1;495.0;836.0;-78.0;1
-166;35;421.0;682.0;125.0;35
-158;-18;492.0;812.0;-82.0;-18
-167;-10;791.0;730.0;198.0;-10
-175;-1;386.0;732.0;55.0;-1
-163;-13;455.0;688.0;-177.0;-13
-163;-32;464.0;649.0;-222.0;-32
-158;37;481.0;802.0;-43.0;37
-169;-15;541.0;793.0;-81.0;-15
-158;35;503.0;805.0;-20.0;35
-169;-29;527.0;790.0;-132.0;-29
-177;-17;328.0;733.0;-110.0;-17
-158;-11;494.0;785.0;-3.0;-11
-166;38;416.0;723.0;-143.0;38
-166;17;556.0;822.0;-19.0;17
-167;88;442.0;711.0;-111.0;88
-168;-424;274.0;816.0;-90.0;-424
-134;4;629.0;650.0;70.0;4
-158;-10;485.0;773.0;-43.0;-10
-134;3;592.0;642.0;-4.0;3
-134;6;569.0;635.0;-93.0;6
-175;-77;363.0;700.0;6.0;-77
-158;7;504.0;789.0;-20.0;7
-158;-6;504.0;793.0;-48.0;-6
-175;-28;339.0;687.0;-56.0;-28
-175;27;331.0;735.0;56.0;27
-134;14;519.0;833.0;-13.0;14
-162;-40;333.0;703.0;-116.0;-40
-156;-8;310.0;580.0;-90.0;-8
-175;-27;328.0;687.0;-24.0;-27
-159;16;263.0;590.0;-25.0;16
-166;-51;371.0;723.0;-50.0;-51
-159;-4;293.0;609.0;37.0;-4
-166;-20;504.0;612.0;-11.0;-20
-158;-31;503.0;788.0;-48.0;-31
-158;1;491.0;751.0;-35.0;1
-163;-22;623.0;820.0;-46.0;-22
-159;25;299.0;600.0;39.0;25
-160;-11;278.0;598.0;23.0;-11
-160;0;285.0;563.0;24.0;0
-159;-13;288.0;562.0;-34.0;-13
-164;-60;443.0;695.0;-23.0;-60
-156;-18;301.0;570.0;21.0;-18
-156;33;292.0;581.0;-5.0;33
-175;-28;328.0;672.0;-130.0;-28
-156;9;305.0;606.0;58.0;9
-156;-31;312.0;643.0;60.0;-31
-156;15;291.0;605.0;-5.0;15
-152;11;269.0;621.0;-18.0;11
-151;25;280.0;709.0;-71.0;25
-175;5;348.0;672.0;-104.0;5
-152;26;312.0;741.0;-86.0;26
-152;34;311.0;670.0;-6.0;34
-159;14;291.0;607.0;22.0;14
-159;7;280.0;574.0;-39.0;7
-159;-26;279.0;625.0;-52.0;-26
-173;114;667.0;587.0;-100.0;114
-160;-21;294.0;581.0;51.0;-21
-158;-14;485.0;783.0;-19.0;-14
-152;-27;446.0;687.0;38.0;-27
-134;-20;639.0;679.0;32.0;-20
-159;-10;300.0;588.0;77.0;-10
-160;-10;298.0;582.0;67.0;-10
-160;8;267.0;587.0;-15.0;8
-159;0;282.0;598.0;-68.0;0
-159;-22;295.0;612.0;-51.0;-22
-157;-33;540.0;718.0;-229.0;-33
-160;-9;291.0;601.0;56.0;-9
-173;-61;426.0;706.0;106.0;-61
-160;8;299.0;587.0;-6.0;8
-159;-34;291.0;618.0;-29.0;-34
-159;-2;290.0;602.0;-15.0;-2
-159;-1;297.0;626.0;11.0;-1
-160;0;309.0;612.0;-19.0;0
-160;51;315.0;595.0;-59.0;51
-157;19;714.0;548.0;-133.0;19
-159;31;280.0;581.0;-51.0;31
-159;27;281.0;568.0;15.0;27
-159;20;274.0;601.0;-70.0;20
-158;4;483.0;760.0;-18.0;4
-159;-18;281.0;610.0;-31.0;-18
-156;-2;315.0;604.0;76.0;-2
-156;0;310.0;597.0;42.0;0
-133;-10;554.0;432.0;-270.0;-10
-159;10;300.0;622.0;98.0;10
-134;17;456.0;774.0;-206.0;17
-164;-14;599.0;824.0;17.0;-14
-134;6;411.0;838.0;12.0;6
-167;22;307.0;508.0;57.0;22
-134;-31;614.0;681.0;78.0;-31
-159;-7;333.0;603.0;40.0;-7
-159;20;323.0;625.0;42.0;20
-159;-7;318.0;612.0;69.0;-7
-156;-12;321.0;561.0;-106.0;-12
-158;11;476.0;766.0;-29.0;11
-158;14;502.0;785.0;-39.0;14
-159;-54;303.0;595.0;2.0;-54
-134;-17;829.0;798.0;97.0;-17
-158;45;496.0;774.0;-6.0;45
-159;-26;320.0;621.0;-4.0;-26
-159;-11;311.0;630.0;-6.0;-11
-159;-38;339.0;622.0;-45.0;-38
-159;-29;316.0;629.0;-107.0;-29
-159;21;310.0;608.0;-90.0;21
-159;-4;309.0;608.0;-94.0;-4
-160;-24;300.0;562.0;-142.0;-24
-159;-19;311.0;597.0;-133.0;-19
-159;-14;304.0;575.0;-53.0;-14
-159;19;297.0;579.0;-66.0;19
-158;34;483.0;774.0;48.0;34
-159;-3;278.0;575.0;-46.0;-3
-166;-33;426.0;623.0;135.0;-33
-145;-65;669.0;807.0;41.0;-65
-162;-31;765.0;869.0;-331.0;-31
-142;183;882.0;998.0;-129.0;183
-167;-13;492.0;771.0;-34.0;-13
-166;-3;449.0;687.0;-134.0;-3
-159;17;291.0;621.0;-28.0;17
-159;18;292.0;609.0;-5.0;18
-159;-7;287.0;610.0;-3.0;-7
-159;-31;282.0;619.0;-39.0;-31
-159;9;296.0;621.0;51.0;9
-168;-8;613.0;724.0;80.0;-8
-159;40;277.0;595.0;7.0;40
-159;-27;280.0;613.0;40.0;-27
-159;-31;300.0;610.0;38.0;-31
-159;30;299.0;617.0;23.0;30
-159;13;295.0;624.0;39.0;13
-159;58;361.0;618.0;-210.0;58
-159;24;289.0;600.0;35.0;24
-159;5;300.0;579.0;29.0;5
-159;42;310.0;585.0;58.0;42
-159;-5;310.0;618.0;19.0;-5
-159;-35;296.0;603.0;-36.0;-35
-159;-20;283.0;620.0;14.0;-20
-159;-20;304.0;595.0;-15.0;-20
-159;-3;293.0;602.0;-110.0;-3
-159;11;274.0;583.0;-61.0;11
-159;2;275.0;600.0;-4.0;2
-168;18;526.0;721.0;-116.0;18
-159;-2;303.0;545.0;-41.0;-2
-159;-5;302.0;607.0;-69.0;-5
-165;-41;352.0;665.0;-40.0;-41
-165;35;332.0;707.0;-125.0;35
-165;-87;368.0;654.0;-207.0;-87
-159;3;310.0;591.0;-65.0;3
-159;9;291.0;591.0;-84.0;9
-159;23;300.0;568.0;-45.0;23
-159;39;299.0;572.0;-103.0;39
168;-1;305.0;594.0;113.0;-1
-166;-34;341.0;745.0;-34.0;-34
-168;101;418.0;854.0;142.0;101
-159;-17;288.0;586.0;36.0;-17
-159;9;286.0;605.0;53.0;9
-162;-44;366.0;420.0;23.0;-44
-170;-13;443.0;713.0;-213.0;-13
-169;-26;436.0;734.0;-270.0;-26
-170;-16;483.0;747.0;-157.0;-16
-170;-25;452.0;744.0;42.0;-25
-162;11;508.0;717.0;358.0;11
-171;16;481.0;664.0;86.0;16
-159;32;272.0;610.0;42.0;32
-159;9;282.0;596.0;48.0;9
-171;-4;455.0;643.0;78.0;-4
-159;15;279.0;570.0;-16.0;15
-157;6;442.0;513.0;107.0;6
-158;-16;484.0;791.0;7.0;-16
-166;8;326.0;612.0;-86.0;8
-158;-32;486.0;778.0;-6.0;-32
-175;-16;339.0;672.0;-91.0;-16
-158;4;496.0;780.0;-14.0;4
-158;-22;489.0;785.0;1.0;-22
-159;189;470.0;525.0;-128.0;189
-116;211;484.0;838.0;-20.0;211
-163;11;603.0;790.0;46.0;11
-161;99;531.0;646.0;-168.0;99
-163;10;613.0;755.0;13.0;10
-175;-20;321.0;685.0;-78.0;-20
-168;76;699.0;791.0;156.0;76
-159;-23;291.0;630.0;-78.0;-23
-175;-1;354.0;684.0;-118.0;-1
-159;23;319.0;585.0;105.0;23
-159;46;297.0;572.0;35.0;46
-159;-5;273.0;599.0;3.0;-5
-159;12;307.0;631.0;-148.0;12
-159;52;299.0;630.0;-84.0;52
-175;8;376.0;649.0;-71.0;8
-159;27;282.0;631.0;-75.0;27
-159;15;270.0;615.0;-29.0;15
-175;7;355.0;666.0;-85.0;7
-175;6;364.0;712.0;-142.0;6
-175;18;419.0;720.0;-168.0;18
-175;20;419.0;724.0;-10.0;20
-159;26;265.0;599.0;-15.0;26
-159;17;274.0;566.0;-19.0;17
-159;23;303.0;577.0;-47.0;23
-159;-25;350.0;622.0;126.0;-25
-159;21;285.0;583.0;-8.0;21
-159;-17;287.0;574.0;-8.0;-17
-159;35;300.0;564.0;6.0;35
-159;4;284.0;606.0;8.0;4
-159;-14;300.0;603.0;11.0;-14
-159;-11;286.0;630.0;5.0;-11
-159;-11;309.0;642.0;-33.0;-11
-159;-8;310.0;670.0;-16.0;-8
-159;-15;310.0;642.0;-57.0;-15
-159;-2;310.0;593.0;-89.0;-2
-159;-21;310.0;600.0;-106.0;-21
-159;0;300.0;604.0;38.0;0
-175;-2;379.0;703.0;146.0;-2
-160;13;397.0;251.0;-62.0;13
-159;37;285.0;572.0;-22.0;37
-159;49;282.0;575.0;-54.0;49
-168;9;721.0;812.0;39.0;9
-159;32;274.0;610.0;15.0;32
-159;26;290.0;586.0;-85.0;26
-159;6;270.0;601.0;-68.0;6
-159;0;293.0;570.0;39.0;0
-159;33;276.0;576.0;-49.0;33
-159;24;285.0;592.0;-85.0;24
-159;10;300.0;592.0;-58.0;10
-159;-1;276.0;601.0;33.0;-1
-159;11;282.0;594.0;6.0;11
-159;-3;271.0;618.0;19.0;-3
-159;-2;302.0;638.0;-80.0;-2
-159;-4;314.0;588.0;-28.0;-4
-159;-3;298.0;590.0;46.0;-3
-159;-9;309.0;602.0;15.0;-9
-159;7;313.0;604.0;42.0;7
-159;65;313.0;577.0;-6.0;65
-159;-7;321.0;613.0;-51.0;-7
-159;-36;297.0;626.0;-23.0;-36
-159;11;301.0;599.0;-23.0;11
-159;20;304.0;646.0;-43.0;20
-159;32;303.0;630.0;-23.0;32
-159;-20;294.0;564.0;-43.0;-20
-175;-26;432.0;767.0;-73.0;-26
-159;-7;290.0;600.0;32.0;-7
-159;-10;283.0;613.0;42.0;-10
-175;0;345.0;739.0;1.0;0
-159;-10;291.0;618.0;22.0;-10
-159;-29;298.0;640.0;39.0;-29
-159;5;281.0;609.0;35.0;5
-131;-17;786.0;657.0;-3.0;-17
-134;-28;663.0;705.0;-9.0;-28
-159;9;301.0;603.0;-53.0;9
-159;-3;310.0;601.0;-32.0;-3
-159;2;315.0;601.0;-69.0;2
-158;-34;485.0;774.0;11.0;-34
-158;-47;349.0;708.0;-42.0;-47
-175;-1;394.0;642.0;141.0;-1
-159;9;274.0;572.0;-65.0;9
-159;-11;297.0;642.0;65.0;-11
-175;-7;382.0;716.0;-25.0;-7
-159;10;279.0;568.0;-64.0;10
-159;10;270.0;580.0;-63.0;10
-159;9;289.0;581.0;-33.0;9
-159;20;282.0;598.0;-45.0;20
-159;-9;274.0;576.0;-43.0;-9
-159;-10;280.0;574.0;-30.0;-10
-159;-4;280.0;579.0;-79.0;-4
-159;0;276.0;596.0;-92.0;0
-159;-3;265.0;604.0;10.0;-3
-159;-29;287.0;586.0;-28.0;-29
-159;-38;291.0;586.0;-26.0;-38
-159;3;287.0;595.0;-45.0;3
-159;42;275.0;595.0;-47.0;42
-159;-18;290.0;568.0;12.0;-18
-159;32;291.0;554.0;10.0;32
-159;-6;281.0;572.0;16.0;-6
-175;12;367.0;729.0;91.0;12
-159;-29;281.0;601.0;14.0;-29
-159;10;282.0;601.0;-11.0;10
-159;-4;292.0;610.0;-4.0;-4
-159;-20;289.0;593.0;-4.0;-20
-159;-7;295.0;609.0;-26.0;-7
-159;-25;279.0;595.0;23.0;-25
-159;-17;286.0;578.0;18.0;-17
-159;0;298.0;572.0;-15.0;0
-159;12;295.0;590.0;19.0;12
-159;-2;289.0;571.0;-42.0;-2
-159;-8;283.0;579.0;29.0;-8
-159;0;292.0;603.0;23.0;0
-159;19;291.0;585.0;-45.0;19
-159;-9;277.0;578.0;-45.0;-9
-159;11;283.0;581.0;-15.0;11
-159;0;275.0;619.0;-6.0;0
-159;-8;295.0;597.0;14.0;-8
-159;11;289.0;600.0;-12.0;11
-159;22;281.0;587.0;32.0;22
-159;21;291.0;620.0;53.0;21
-159;9;289.0;611.0;31.0;9
-159;33;271.0;604.0;11.0;33
-159;58;282.0;592.0;-15.0;58
-159;29;281.0;601.0;-15.0;29
-135;0;405.0;835.0;-99.0;0
-159;-22;269.0;565.0;-16.0;-22
-134;24;638.0;733.0;225.0;24
-159;35;273.0;570.0;8.0;35
-159;-9;275.0;562.0;-15.0;-9
-159;-48;291.0;594.0;11.0;-48
-159;-36;281.0;598.0;18.0;-36
-159;15;281.0;601.0;77.0;15
-157;7;338.0;683.0;199.0;7
-158;-350;500.0;777.0;-127.0;-350
-162;4;600.0;417.0;-83.0;4
-157;36;341.0;697.0;165.0;36
-159;-2;291.0;552.0;33.0;-2
-134;-16;662.0;621.0;296.0;-16
-159;-34;278.0;590.0;-17.0;-34
-159;5;271.0;560.0;-45.0;5
-159;52;270.0;585.0;-46.0;52
-159;21;271.0;582.0;-101.0;21
-132;-4;609.0;652.0;134.0;-4
-159;0;277.0;596.0;-105.0;0
-149;-1763;183.0;538.0;-875.0;-1763
-144;2169;438.0;670.0;-316.0;2169
-159;-7;408.0;642.0;274.0;-7
165;27;160.0;523.0;-534.0;27
-159;-10;258.0;591.0;-29.0;-10
-159;-21;263.0;576.0;-19.0;-21
-160;46;395.0;443.0;31.0;46
-163;-24;316.0;762.0;27.0;-24
-159;2;281.0;586.0;54.0;2
-159;12;271.0;562.0;-12.0;12
-159;-30;269.0;580.0;-64.0;-30
-159;9;271.0;557.0;-19.0;9
-159;-8;269.0;571.0;-58.0;-8
-159;-13;264.0;592.0;-67.0;-13
-159;22;269.0;584.0;-99.0;22
-134;21;392.0;388.0;267.0;21
-120;731;94.0;508.0;-451.0;731
-177;-8;389.0;723.0;213.0;-8
-175;-6;477.0;674.0;-462.0;-6
-154;5;888.0;670.0;198.0;5
-161;-44;407.0;735.0;135.0;-44
-156;7;267.0;592.0;-200.0;7
-145;4;262.0;688.0;41.0;4
-159;-34;310.0;599.0;95.0;-34
-159;-15;309.0;630.0;114.0;-15
-159;-6;297.0;518.0;-176.0;-6
-163;-42;345.0;706.0;171.0;-42
-157;219;350.0;738.0;-316.0;219
-85;408;175.0;546.0;164.0;408
-159;-2;266.0;646.0;129.0;-2
-159;23;258.0;589.0;28.0;23
-163;-10;528.0;831.0;151.0;-10
