InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
-146.0;-323.0;134.0;-55.0;-76.0;10.0;28.0;-330.0
-135.0;-317.0;136.0;-49.0;-88.0;0.0;17.0;-337.0
-123.0;-311.0;139.0;-45.0;-96.0;0.0;4.0;-338.0
-112.0;-307.0;140.0;-49.0;-95.0;8.0;-8.0;-335.0
-106.0;-304.0;137.0;-64.0;-83.0;19.0;-13.0;-329.0
-105.0;-302.0;131.0;-87.0;-64.0;33.0;-15.0;-322.0
-111.0;-301.0;122.0;-114.0;-42.0;47.0;-15.0;-316.0
-121.0;-301.0;115.0;-142.0;-20.0;63.0;-19.0;-312.0
-134.0;-304.0;109.0;-169.0;2.0;78.0;-26.0;-310.0
-147.0;-307.0;105.0;-191.0;20.0;91.0;-36.0;-306.0
-158.0;-311.0;104.0;-210.0;36.0;101.0;-50.0;-302.0
?;-315.0;105.0;-226.0;50.0;110.0;-63.0;-298.0
?;-316.0;107.0;-240.0;61.0;119.0;-74.0;-292.0
?;-314.0;109.0;-251.0;69.0;125.0;-81.0;-285.0
?;-310.0;110.0;-262.0;76.0;130.0;-84.0;-279.0
?;-307.0;109.0;-270.0;81.0;133.0;-83.0;-275.0
?;-305.0;107.0;-274.0;85.0;133.0;-78.0;-274.0
?;-303.0;103.0;-275.0;86.0;129.0;-70.0;-273.0
?;-299.0;100.0;-270.0;85.0;123.0;-61.0;-271.0
?;-294.0;94.0;-263.0;80.0;117.0;-50.0;-271.0
?;-291.0;88.0;-253.0;75.0;111.0;-38.0;-273.0
?;-291.0;82.0;-241.0;69.0;104.0;-25.0;-276.0
?;-292.0;77.0;?;62.0;98.0;-11.0;-280.0
?;-294.0;75.0;?;53.0;93.0;2.0;-283.0
?;-295.0;74.0;?;43.0;89.0;12.0;-286.0
-59.0;-295.0;72.0;?;36.0;87.0;19.0;-287.0
-58.0;-295.0;71.0;?;30.0;88.0;22.0;-289.0
-60.0;-297.0;71.0;?;24.0;89.0;23.0;-290.0
-64.0;-300.0;75.0;-177.0;18.0;92.0;20.0;-290.0
-68.0;-304.0;81.0;-172.0;12.0;94.0;13.0;-289.0
-71.0;-307.0;88.0;-168.0;6.0;98.0;2.0;-287.0
-71.0;-308.0;98.0;-167.0;2.0;103.0;-11.0;-283.0
-71.0;-309.0;107.0;-167.0;0.0;110.0;-23.0;-277.0
-69.0;-309.0;116.0;-170.0;1.0;119.0;-28.0;-270.0
-65.0;-305.0;120.0;-178.0;8.0;130.0;-29.0;-261.0
-60.0;-301.0;119.0;-190.0;17.0;143.0;-31.0;-253.0
-58.0;-298.0;120.0;-200.0;23.0;155.0;-33.0;-244.0
-60.0;-296.0;122.0;-210.0;28.0;168.0;-41.0;-243.0
-64.0;-301.0;131.0;-215.0;36.0;176.0;-43.0;-230.0
-56.0;-295.0;131.0;-217.0;45.0;181.0;-41.0;-214.0
-52.0;-298.0;129.0;-218.0;45.0;186.0;-39.0;-212.0
-57.0;-301.0;129.0;-218.0;40.0;187.0;-41.0;-212.0
-64.0;-308.0;122.0;-220.0;41.0;187.0;-42.0;-216.0
-77.0;-317.0;110.0;-234.0;49.0;185.0;-40.0;-221.0
-89.0;-327.0;103.0;-260.0;54.0;179.0;-33.0;-225.0
-96.0;-333.0;100.0;-277.0;60.0;172.0;-23.0;-226.0
-99.0;-335.0;97.0;-281.0;67.0;167.0;-18.0;-227.0
-98.0;-335.0;92.0;-283.0;74.0;165.0;-16.0;-228.0
-93.0;-334.0;88.0;-288.0;81.0;166.0;-11.0;-229.0
-87.0;-335.0;86.0;-293.0;87.0;163.0;-4.0;-231.0
-83.0;-337.0;86.0;-294.0;89.0;157.0;0.0;-235.0
-81.0;-338.0;88.0;-289.0;87.0;149.0;2.0;-239.0
-79.0;-339.0;91.0;-282.0;84.0;141.0;2.0;-243.0
-78.0;-340.0;93.0;-276.0;81.0;134.0;2.0;-246.0
-76.0;-342.0;95.0;-270.0;78.0;128.0;4.0;-251.0
-76.0;-345.0;97.0;-264.0;75.0;123.0;6.0;-255.0
-76.0;-347.0;97.0;-257.0;71.0;119.0;10.0;-258.0
-77.0;-348.0;97.0;-250.0;68.0;116.0;13.0;-261.0
-78.0;-348.0;95.0;-244.0;65.0;114.0;17.0;-263.0
-79.0;-350.0;93.0;-239.0;62.0;110.0;21.0;-265.0
-79.0;-350.0;90.0;-233.0;57.0;107.0;23.0;-268.0
-80.0;-349.0;88.0;-229.0;54.0;105.0;25.0;-271.0
-81.0;-348.0;83.0;-227.0;53.0;104.0;27.0;-273.0
-82.0;-346.0;78.0;-227.0;54.0;105.0;29.0;-275.0
-83.0;-343.0;74.0;-230.0;56.0;105.0;31.0;-277.0
-82.0;-339.0;70.0;-234.0;59.0;105.0;33.0;-278.0
-78.0;-333.0;65.0;-239.0;62.0;106.0;33.0;-278.0
-74.0;-325.0;62.0;-243.0;67.0;109.0;33.0;-277.0
-68.0;-316.0;59.0;-249.0;71.0;115.0;32.0;-276.0
-61.0;-308.0;58.0;-254.0;75.0;123.0;30.0;-274.0
-56.0;-301.0;56.0;-259.0;79.0;129.0;30.0;-274.0
-53.0;-298.0;54.0;-264.0;85.0;133.0;30.0;-274.0
-52.0;-296.0;54.0;-268.0;88.0;134.0;31.0;-275.0
-51.0;-295.0;54.0;-269.0;90.0;134.0;31.0;-274.0
-49.0;-293.0;54.0;-270.0;91.0;135.0;29.0;-273.0
-45.0;-291.0;54.0;-271.0;92.0;135.0;28.0;-271.0
-43.0;-291.0;54.0;-271.0;91.0;135.0;27.0;-270.0
-42.0;-291.0;55.0;-271.0;90.0;134.0;26.0;-269.0
-42.0;-292.0;57.0;-270.0;88.0;134.0;26.0;-267.0
-42.0;-293.0;59.0;-267.0;86.0;135.0;24.0;-265.0
-44.0;-296.0;62.0;-264.0;83.0;136.0;23.0;-264.0
-47.0;-299.0;65.0;-262.0;81.0;138.0;22.0;-264.0
-49.0;-302.0;68.0;-259.0;78.0;139.0;21.0;-262.0
-51.0;-304.0;72.0;-256.0;75.0;141.0;18.0;-259.0
-52.0;-306.0;78.0;-253.0;72.0;144.0;13.0;-256.0
-52.0;-306.0;84.0;-250.0;69.0;147.0;8.0;-253.0
-52.0;-306.0;?;-248.0;65.0;151.0;1.0;-249.0
-51.0;-306.0;?;-245.0;61.0;155.0;-7.0;-246.0
-51.0;-305.0;?;-243.0;57.0;160.0;-18.0;-245.0
-55.0;-308.0;?;-243.0;53.0;164.0;-26.0;-243.0
-49.0;-306.0;?;-239.0;56.0;164.0;-24.0;-229.0
-45.0;-306.0;?;-236.0;56.0;165.0;-22.0;-232.0
-47.0;-304.0;?;-237.0;57.0;165.0;-22.0;-235.0
-48.0;-300.0;106.0;-245.0;63.0;170.0;-17.0;-236.0
-48.0;-299.0;99.0;-259.0;70.0;173.0;-14.0;-236.0
-45.0;-299.0;99.0;-274.0;72.0;172.0;-11.0;-231.0
-39.0;-298.0;99.0;-281.0;74.0;167.0;-12.0;-226.0
-36.0;-295.0;99.0;-283.0;73.0;164.0;-18.0;-226.0
-37.0;-290.0;100.0;-287.0;74.0;166.0;-23.0;-225.0
-37.0;-285.0;103.0;-293.0;76.0;174.0;-24.0;-223.0
-38.0;-282.0;106.0;-295.0;78.0;184.0;-23.0;-224.0
-42.0;-281.0;107.0;-295.0;81.0;189.0;-20.0;-226.0
-49.0;-282.0;107.0;-295.0;84.0;191.0;-15.0;-228.0
-55.0;-284.0;105.0;-294.0;86.0;191.0;-9.0;-230.0
-58.0;-285.0;105.0;-291.0;86.0;191.0;-4.0;-230.0
-58.0;-285.0;107.0;-285.0;83.0;191.0;-2.0;-230.0
-56.0;-284.0;110.0;-278.0;79.0;190.0;-1.0;-230.0
-53.0;-283.0;113.0;-271.0;73.0;188.0;-2.0;-231.0
-50.0;-282.0;116.0;-263.0;67.0;185.0;-2.0;-232.0
-47.0;-280.0;119.0;-256.0;61.0;182.0;-3.0;-234.0
-42.0;-279.0;121.0;-248.0;55.0;178.0;-4.0;-235.0
-37.0;-278.0;122.0;-239.0;48.0;175.0;-3.0;-237.0
-33.0;-278.0;121.0;-232.0;42.0;169.0;-2.0;-240.0
-32.0;-278.0;119.0;-225.0;37.0;164.0;1.0;-246.0
-32.0;-278.0;115.0;-222.0;34.0;159.0;4.0;-250.0
-32.0;-278.0;110.0;-220.0;32.0;156.0;9.0;-254.0
-31.0;-279.0;104.0;-219.0;32.0;152.0;14.0;-256.0
-31.0;-280.0;96.0;-219.0;35.0;149.0;19.0;-260.0
-31.0;-281.0;88.0;-221.0;38.0;145.0;24.0;-262.0
-32.0;-282.0;81.0;-225.0;42.0;142.0;28.0;-265.0
-33.0;-282.0;76.0;-228.0;45.0;141.0;30.0;-267.0
-34.0;-282.0;71.0;-232.0;48.0;140.0;31.0;-270.0
-35.0;-282.0;66.0;-237.0;53.0;139.0;32.0;-273.0
-36.0;-281.0;60.0;-243.0;59.0;138.0;34.0;-276.0
-36.0;-281.0;53.0;-249.0;66.0;135.0;37.0;-279.0
-35.0;-282.0;48.0;-255.0;72.0;132.0;39.0;-281.0
-35.0;-283.0;42.0;-262.0;79.0;129.0;43.0;-283.0
-35.0;-284.0;36.0;-270.0;86.0;125.0;46.0;-286.0
-35.0;-285.0;32.0;-276.0;92.0;123.0;48.0;-288.0
-35.0;-286.0;30.0;-281.0;96.0;120.0;49.0;-290.0
-35.0;-288.0;30.0;-283.0;98.0;118.0;49.0;-291.0
-36.0;-290.0;31.0;-285.0;100.0;117.0;48.0;-292.0
-37.0;-291.0;34.0;-285.0;100.0;116.0;48.0;-292.0
-39.0;-294.0;36.0;-285.0;101.0;115.0;49.0;-295.0
-43.0;-297.0;36.0;-285.0;102.0;114.0;51.0;-298.0
-48.0;-302.0;37.0;-285.0;103.0;113.0;52.0;-301.0
-53.0;-307.0;39.0;-284.0;103.0;113.0;52.0;-303.0
-56.0;-309.0;44.0;-281.0;100.0;114.0;48.0;-302.0
-56.0;-309.0;51.0;?;96.0;118.0;41.0;-298.0
-53.0;-307.0;61.0;?;90.0;124.0;31.0;-292.0
-50.0;-305.0;72.0;?;85.0;133.0;19.0;-288.0
-44.0;-303.0;84.0;?;82.0;137.0;14.0;-273.0
-36.0;-297.0;87.0;?;78.0;142.0;11.0;-263.0
-35.0;-300.0;89.0;?;73.0;145.0;9.0;-262.0
-40.0;-300.0;86.0;?;75.0;148.0;10.0;-262.0
-49.0;-305.0;78.0;?;81.0;151.0;16.0;-264.0
-62.0;-312.0;74.0;?;?;150.0;20.0;-266.0
-72.0;-318.0;71.0;?;?;146.0;26.0;-264.0
-78.0;-322.0;64.0;?;?;142.0;29.0;-262.0
-81.0;-323.0;59.0;-307.0;?;140.0;29.0;-261.0
-82.0;-320.0;56.0;-317.0;?;144.0;30.0;-258.0
-80.0;-315.0;54.0;-324.0;?;152.0;29.0;-256.0
-76.0;-311.0;55.0;-327.0;?;160.0;28.0;-255.0
-75.0;-311.0;56.0;-328.0;?;163.0;29.0;-257.0
-77.0;-312.0;56.0;-327.0;?;160.0;30.0;-259.0
-78.0;-314.0;55.0;-326.0;?;155.0;32.0;-262.0
-76.0;-315.0;56.0;-324.0;?;151.0;36.0;-263.0
-71.0;-314.0;57.0;-320.0;123.0;147.0;39.0;-264.0
-65.0;-314.0;58.0;-314.0;119.0;143.0;41.0;-265.0
-60.0;-314.0;60.0;-308.0;115.0;137.0;43.0;-267.0
-56.0;-315.0;60.0;-301.0;110.0;131.0;44.0;-269.0
-52.0;-314.0;62.0;?;104.0;126.0;45.0;-273.0
-49.0;-314.0;64.0;-283.0;96.0;123.0;45.0;-275.0
-46.0;-312.0;65.0;-275.0;89.0;122.0;45.0;-276.0
-43.0;-310.0;65.0;-267.0;83.0;121.0;46.0;-277.0
-41.0;-309.0;64.0;-261.0;77.0;120.0;49.0;-277.0
-40.0;-307.0;62.0;-254.0;72.0;121.0;51.0;-278.0
-40.0;-305.0;61.0;-248.0;67.0;122.0;53.0;-279.0
-42.0;-305.0;57.0;-243.0;64.0;123.0;56.0;-281.0
-44.0;-305.0;53.0;-240.0;63.0;123.0;60.0;-282.0
-45.0;-305.0;50.0;-240.0;62.0;124.0;63.0;-282.0
-46.0;-305.0;46.0;-240.0;63.0;125.0;65.0;-283.0
-48.0;-306.0;41.0;-241.0;66.0;125.0;67.0;-285.0
-50.0;-306.0;37.0;-245.0;69.0;125.0;68.0;-287.0
-50.0;-305.0;33.0;-250.0;74.0;124.0;68.0;-288.0
-48.0;-302.0;29.0;-256.0;80.0;124.0;69.0;-289.0
-46.0;-299.0;?;-263.0;88.0;124.0;70.0;-289.0
-45.0;-297.0;?;-272.0;97.0;124.0;72.0;-292.0
-45.0;-298.0;?;-282.0;107.0;123.0;75.0;-294.0
-47.0;-301.0;6.0;-292.0;118.0;118.0;77.0;-298.0
-49.0;-304.0;3.0;-301.0;126.0;113.0;78.0;-301.0
-49.0;-305.0;1.0;-307.0;131.0;109.0;77.0;-304.0
-46.0;-304.0;1.0;-312.0;135.0;109.0;75.0;-304.0
-41.0;-301.0;1.0;-316.0;138.0;109.0;72.0;-302.0
-36.0;-301.0;2.0;-320.0;140.0;108.0;70.0;-301.0
-34.0;-302.0;4.0;-323.0;141.0;106.0;68.0;-301.0
-34.0;-304.0;5.0;-324.0;140.0;106.0;67.0;-300.0
-34.0;-304.0;8.0;-321.0;137.0;109.0;66.0;-298.0
-33.0;-304.0;12.0;-318.0;135.0;115.0;67.0;-295.0
-35.0;-307.0;14.0;-315.0;133.0;118.0;68.0;-292.0
-40.0;-311.0;17.0;-312.0;130.0;119.0;69.0;-290.0
-46.0;-316.0;22.0;-306.0;124.0;121.0;69.0;-288.0
-53.0;-321.0;28.0;-299.0;119.0;124.0;67.0;-286.0
-58.0;-324.0;35.0;-294.0;115.0;129.0;64.0;-283.0
-63.0;-325.0;43.0;-291.0;111.0;135.0;60.0;-279.0
-67.0;-327.0;52.0;-290.0;109.0;143.0;52.0;-278.0
-67.0;-328.0;61.0;-286.0;114.0;146.0;53.0;-265.0
-63.0;-327.0;58.0;-284.0;117.0;148.0;55.0;-261.0
-66.0;-331.0;56.0;-285.0;119.0;146.0;55.0;-264.0
-70.0;-335.0;52.0;-293.0;126.0;144.0;59.0;-267.0
-76.0;-341.0;44.0;-309.0;136.0;139.0;62.0;-271.0
-81.0;-350.0;42.0;-327.0;144.0;130.0;64.0;-272.0
-84.0;-358.0;38.0;-340.0;155.0;120.0;65.0;-272.0
-87.0;-366.0;31.0;-352.0;167.0;109.0;63.0;-276.0
-90.0;-368.0;25.0;-369.0;178.0;103.0;60.0;-280.0
-92.0;-366.0;22.0;-384.0;188.0;105.0;58.0;-282.0
-90.0;-363.0;21.0;-395.0;197.0;112.0;56.0;-281.0
-86.0;-361.0;22.0;-400.0;202.0;117.0;52.0;-280.0
-83.0;-359.0;24.0;-403.0;204.0;119.0;49.0;-279.0
-82.0;-358.0;25.0;-404.0;204.0;119.0;48.0;-278.0
-80.0;-358.0;26.0;-403.0;202.0;118.0;49.0;-277.0
-78.0;-356.0;27.0;-399.0;197.0;120.0;52.0;-276.0
-76.0;-354.0;28.0;-391.0;192.0;123.0;57.0;-275.0
-76.0;-353.0;28.0;-383.0;186.0;125.0;64.0;-275.0
-79.0;-355.0;27.0;-373.0;180.0;123.0;72.0;-276.0
-82.0;-357.0;25.0;-363.0;174.0;120.0;82.0;-278.0
-83.0;-360.0;23.0;-352.0;167.0;119.0;91.0;-278.0
-82.0;-361.0;21.0;-341.0;161.0;116.0;99.0;-278.0
-82.0;-361.0;20.0;-330.0;155.0;114.0;104.0;-279.0
-81.0;-363.0;19.0;-322.0;149.0;109.0;108.0;-281.0
-80.0;-362.0;20.0;-314.0;142.0;105.0;109.0;-283.0
-78.0;-360.0;23.0;-306.0;135.0;103.0;107.0;-285.0
-75.0;-357.0;26.0;-299.0;128.0;103.0;104.0;-287.0
-70.0;-351.0;29.0;-293.0;124.0;104.0;100.0;-288.0
-65.0;-345.0;29.0;-291.0;122.0;105.0;99.0;-289.0
-59.0;-339.0;27.0;-291.0;122.0;105.0;99.0;-289.0
-54.0;-334.0;23.0;-292.0;123.0;106.0;100.0;-291.0
-50.0;-329.0;20.0;-293.0;124.0;107.0;?;-292.0
-48.0;-324.0;17.0;-294.0;125.0;108.0;?;-294.0
-47.0;-321.0;12.0;-297.0;127.0;107.0;?;-296.0
-48.0;-319.0;6.0;-302.0;131.0;108.0;101.0;-298.0
-48.0;-316.0;1.0;-307.0;135.0;109.0;103.0;-300.0
-46.0;-314.0;-4.0;-311.0;139.0;110.0;104.0;-301.0
-44.0;-311.0;-9.0;-314.0;143.0;111.0;105.0;-301.0
-42.0;-308.0;-15.0;-319.0;149.0;110.0;108.0;-302.0
-40.0;-303.0;-22.0;-325.0;155.0;110.0;112.0;-302.0
-35.0;-299.0;-28.0;-330.0;161.0;110.0;116.0;-302.0
-31.0;-297.0;-34.0;-335.0;166.0;110.0;119.0;-302.0
-29.0;-296.0;-36.0;-336.0;166.0;107.0;120.0;-303.0
-28.0;-296.0;-36.0;-336.0;164.0;104.0;118.0;-305.0
-29.0;-298.0;-35.0;-335.0;163.0;102.0;117.0;-307.0
-30.0;-299.0;-35.0;-335.0;162.0;101.0;118.0;-309.0
-33.0;-301.0;-34.0;-335.0;161.0;100.0;119.0;-310.0
-36.0;-303.0;-33.0;-333.0;161.0;101.0;120.0;-310.0
-37.0;-305.0;-31.0;-331.0;160.0;102.0;121.0;-309.0
-39.0;-306.0;-29.0;-329.0;159.0;104.0;122.0;-308.0
-40.0;-306.0;-27.0;-326.0;157.0;107.0;123.0;-306.0
-41.0;-306.0;-24.0;-323.0;154.0;110.0;122.0;-305.0
-43.0;-306.0;-20.0;-319.0;150.0;113.0;119.0;-305.0
-45.0;-307.0;-16.0;-316.0;147.0;114.0;116.0;-303.0
-46.0;-308.0;-12.0;-315.0;145.0;116.0;114.0;-301.0
-46.0;-306.0;-9.0;-315.0;146.0;123.0;111.0;-296.0
-43.0;-304.0;-6.0;-318.0;148.0;132.0;108.0;-290.0
-44.0;-306.0;1.0;-321.0;150.0;140.0;104.0;-287.0
?;-310.0;7.0;-320.0;154.0;142.0;105.0;-277.0
?;-315.0;4.0;-320.0;158.0;141.0;104.0;-275.0
?;-324.0;2.0;-324.0;163.0;138.0;103.0;-276.0
?;-336.0;-1.0;-337.0;174.0;132.0;104.0;-280.0
?;-350.0;-5.0;-361.0;188.0;124.0;106.0;-286.0
?;-361.0;-6.0;-388.0;203.0;114.0;109.0;-291.0
?;-368.0;-9.0;-409.0;216.0;105.0;107.0;-292.0
?;-369.0;-9.0;-424.0;224.0;101.0;100.0;-290.0
?;-365.0;-7.0;-437.0;230.0;103.0;88.0;-285.0
?;-359.0;-1.0;-453.0;?;109.0;72.0;-279.0
?;-353.0;11.0;-467.0;?;117.0;52.0;-277.0
?;-348.0;30.0;-476.0;?;123.0;21.0;-276.0
?;-345.0;56.0;-484.0;?;126.0;-14.0;-276.0
?;-343.0;81.0;-497.0;?;129.0;-49.0;-277.0
-72.0;-341.0;104.0;-514.0;206.0;131.0;-83.0;-276.0
-69.0;-335.0;127.0;-528.0;211.0;135.0;-119.0;-273.0
-62.0;-327.0;151.0;-541.0;216.0;140.0;-155.0;-268.0
-53.0;-318.0;180.0;-552.0;222.0;147.0;-189.0;-263.0
-44.0;-310.0;214.0;-566.0;225.0;154.0;-220.0;-257.0
-36.0;-304.0;248.0;-580.0;232.0;161.0;-248.0;-252.0
-33.0;-300.0;282.0;-596.0;238.0;166.0;-268.0;-248.0
-31.0;-298.0;315.0;-613.0;245.0;170.0;-284.0;-244.0
-31.0;-298.0;347.0;-630.0;251.0;173.0;-296.0;-242.0
-32.0;-300.0;375.0;-646.0;260.0;175.0;-304.0;-240.0
-35.0;-302.0;401.0;-660.0;267.0;176.0;-310.0;-239.0
-38.0;-304.0;430.0;-672.0;268.0;176.0;-313.0;-237.0
-39.0;-305.0;459.0;?;266.0;177.0;-318.0;-235.0
-39.0;-305.0;484.0;?;263.0;180.0;-324.0;-231.0
-37.0;-305.0;504.0;?;263.0;182.0;-328.0;-228.0
-36.0;-304.0;516.0;?;263.0;184.0;-328.0;-226.0
-37.0;-305.0;523.0;?;265.0;185.0;-331.0;-226.0
-39.0;-307.0;527.0;?;267.0;183.0;-332.0;-226.0
-41.0;-309.0;529.0;?;269.0;182.0;-331.0;-227.0
-42.0;-310.0;529.0;?;272.0;181.0;-328.0;-227.0
-42.0;-311.0;528.0;?;276.0;179.0;-323.0;-228.0
-42.0;-312.0;527.0;?;279.0;176.0;-319.0;-229.0
