InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit LLA magneticZ
-194.0;-274.0;-132.0;23;-283.0;-534.0;255.0
-360.0;152.0;-187.0;-193;-260.0;-106.0;0.0
-488.0;79.0;-231.0;-16;-330.0;-178.0;135.0
-350.0;145.0;-164.0;-191;-287.0;-102.0;-2.0
-56.0;129.0;-460.0;28;-332.0;-156.0;91.0
-111.0;-71.0;176.0;100;-609.0;-253.0;100.0
-92.0;-68.0;172.0;99;-613.0;-256.0;94.0
-62.0;141.0;-459.0;58;-144.0;-77.0;-166.0
-113.0;153.0;-422.0;52;-176.0;-91.0;-107.0
-258.0;149.0;-605.0;1;-2.0;-157.0;-362.0
-128.0;166.0;-418.0;52;-165.0;-72.0;-96.0
-90.0;216.0;-455.0;52;-136.0;-57.0;-92.0
-269.0;166.0;-379.0;-10;-26.0;-94.0;232.0
-176.0;189.0;-600.0;-8;-209.0;-22.0;-109.0
-238.0;281.0;-470.0;72;-189.0;42.0;-163.0
-55.0;303.0;-547.0;52;-87.0;0.0;-162.0
-127.0;340.0;-620.0;-15;-76.0;43.0;-228.0
-279.0;-207.0;189.0;132;-179.0;-237.0;453.0
-155.0;-118.0;106.0;19;-555.0;-291.0;88.0
-57.0;-66.0;157.0;93;-620.0;-245.0;116.0
-273.0;148.0;-142.0;-164;-537.0;-112.0;-152.0
-146.0;-143.0;196.0;-147;-937.0;-339.0;388.0
-332.0;-48.0;170.0;-150;-789.0;-257.0;276.0
-262.0;-56.0;50.0;4;-645.0;-308.0;125.0
-622.0;24.0;-30.0;22;-1004.0;-304.0;125.0
-336.0;237.0;-238.0;-173;-588.0;-107.0;-183.0
-532.0;322.0;-282.0;-107;-556.0;-49.0;-406.0
-535.0;276.0;-284.0;-177;-534.0;-28.0;-228.0
329.0;-267.0;439.0;62;-238.0;-220.0;510.0
-181.0;-118.0;27.0;-18;-666.0;-408.0;134.0
205.0;-274.0;449.0;-177;-314.0;-196.0;503.0
-481.0;35.0;231.0;147;-651.0;-49.0;91.0
-483.0;48.0;222.0;165;-588.0;-30.0;226.0
-401.0;88.0;51.0;118;-531.0;-105.0;40.0
-352.0;95.0;72.0;119;-503.0;-104.0;56.0
-357.0;96.0;76.0;119;-487.0;-93.0;56.0
-364.0;95.0;91.0;119;-461.0;-76.0;59.0
-147.0;-192.0;181.0;-42;-554.0;-332.0;178.0
-37.0;-64.0;155.0;94;-626.0;-251.0;92.0
-31.0;-63.0;154.0;95;-630.0;-255.0;83.0
-34.0;-64.0;159.0;96;-630.0;-258.0;90.0
-256.0;-148.0;369.0;89;-921.0;-291.0;196.0
-67.0;46.0;233.0;77;-671.0;-302.0;95.0
-478.0;5.0;242.0;113;-521.0;-91.0;193.0
-541.0;141.0;176.0;155;-472.0;79.0;159.0
-340.0;107.0;103.0;119;-470.0;-71.0;51.0
-320.0;113.0;101.0;119;-484.0;-71.0;45.0
-299.0;120.0;98.0;119;-498.0;-65.0;35.0
-283.0;132.0;88.0;121;-504.0;-52.0;13.0
-345.0;67.0;6.0;117;-871.0;-323.0;26.0
-69.0;-65.0;168.0;99;-619.0;-258.0;98.0
-286.0;0.0;7.0;136;-818.0;-289.0;175.0
-255.0;67.0;-19.0;124;-648.0;-236.0;2.0
-233.0;91.0;-10.0;124;-590.0;-201.0;2.0
-221.0;105.0;-14.0;122;-565.0;-179.0;-5.0
-205.0;116.0;-21.0;119;-546.0;-157.0;-15.0
-184.0;130.0;-33.0;122;-530.0;-135.0;-28.0
-168.0;144.0;-45.0;127;-514.0;-114.0;-46.0
-156.0;165.0;-61.0;129;-503.0;-88.0;-59.0
-43.0;-67.0;168.0;98;-622.0;-261.0;100.0
-149.0;180.0;-73.0;128;-495.0;-66.0;-66.0
-155.0;196.0;-74.0;124;-486.0;-42.0;-51.0
-165.0;199.0;-64.0;118;-483.0;-21.0;-37.0
-176.0;198.0;-54.0;115;-480.0;-4.0;-29.0
-185.0;188.0;-37.0;111;-477.0;3.0;-28.0
-196.0;175.0;-24.0;91;-479.0;0.0;-29.0
-209.0;162.0;-9.0;62;-484.0;-4.0;-31.0
-227.0;155.0;5.0;47;-489.0;-4.0;-31.0
-244.0;146.0;18.0;45;-497.0;-2.0;-30.0
-253.0;141.0;28.0;40;-504.0;-2.0;-29.0
-263.0;135.0;43.0;73;-514.0;0.0;-26.0
-274.0;128.0;59.0;139;-523.0;-1.0;-24.0
-281.0;115.0;78.0;153;-529.0;-3.0;-19.0
-287.0;101.0;92.0;145;-537.0;-6.0;-18.0
-275.0;89.0;106.0;151;-550.0;-19.0;-20.0
60.0;152.0;37.0;-113;-247.0;6.0;-208.0
-160.0;92.0;179.0;76;-666.0;-221.0;-20.0
95.0;20.0;150.0;83;-196.0;-58.0;-592.0
339.0;69.0;359.0;78;-71.0;219.0;-656.0
692.0;47.0;141.0;82;1.0;272.0;-590.0
557.0;20.0;216.0;82;-119.0;-29.0;-686.0
489.0;-62.0;200.0;80;-106.0;-140.0;-586.0
80.0;164.0;110.0;-111;-241.0;10.0;-228.0
105.0;149.0;101.0;-111;-256.0;-16.0;-196.0
93.0;150.0;81.0;-111;-254.0;-14.0;-196.0
86.0;149.0;69.0;-111;-250.0;-10.0;-198.0
74.0;154.0;52.0;-110;-251.0;-3.0;-203.0
-189.0;118.0;158.0;72;-655.0;-198.0;-62.0
40.0;158.0;25.0;-114;-239.0;17.0;-221.0
-12.0;165.0;6.0;-119;-216.0;50.0;-226.0
-37.0;233.0;80.0;-111;-164.0;105.0;-304.0
258.0;256.0;-161.0;86;-107.0;167.0;-646.0
-90.0;178.0;-52.0;-112;-181.0;89.0;-275.0
255.0;338.0;-277.0;86;161.0;289.0;-595.0
-318.0;361.0;-65.0;-111;-48.0;256.0;-429.0
-317.0;243.0;-44.0;87;-540.0;-106.0;141.0
-680.0;561.0;-289.0;-103;127.0;400.0;-302.0
-258.0;73.0;124.0;148;-563.0;-36.0;-12.0
-220.0;49.0;163.0;150;-583.0;-83.0;31.0
-220.0;35.0;293.0;153;-592.0;-135.0;156.0
-265.0;1.0;309.0;178;-754.0;-120.0;56.0
-350.0;-90.0;298.0;153;-689.0;-153.0;165.0
-335.0;237.0;-38.0;86;-522.0;-80.0;141.0
-376.0;208.0;-2.0;91;-447.0;-23.0;172.0
-63.0;-256.0;150.0;51;-517.0;-354.0;228.0
-279.0;141.0;78.0;126;-508.0;-37.0;-3.0
-274.0;155.0;64.0;131;-515.0;-21.0;-26.0
-273.0;168.0;49.0;132;-517.0;-10.0;-52.0
-402.0;114.0;149.0;82;-360.0;-66.0;311.0
-189.0;131.0;149.0;71;-648.0;-188.0;-58.0
-196.0;142.0;146.0;71;-641.0;-174.0;-55.0
-210.0;152.0;142.0;71;-636.0;-153.0;-54.0
-213.0;160.0;128.0;70;-635.0;-131.0;-72.0
-278.0;185.0;32.0;134;-520.0;3.0;-71.0
-289.0;200.0;23.0;133;-520.0;26.0;-71.0
-303.0;201.0;27.0;127;-522.0;46.0;-75.0
-315.0;205.0;24.0;116;-523.0;65.0;-78.0
-210.0;162.0;111.0;69;-633.0;-110.0;-113.0
-144.0;22.0;15.0;41;-765.0;-274.0;166.0
-10.0;10.0;-15.0;32;-697.0;-371.0;34.0
-190.0;130.0;-12.0;53;-811.0;-196.0;43.0
-111.0;68.0;-14.0;176;-703.0;-208.0;87.0
-77.0;120.0;-80.0;64;-864.0;-349.0;133.0
-198.0;166.0;93.0;69;-636.0;-93.0;-166.0
-145.0;-307.0;517.0;147;-788.0;-410.0;304.0
-354.0;321.0;-236.0;71;-507.0;-81.0;-372.0
-171.0;245.0;-260.0;118;-555.0;-134.0;-87.0
-142.0;216.0;-237.0;114;-568.0;-138.0;-58.0
-150.0;198.0;-210.0;120;-593.0;-158.0;-42.0
-176.0;173.0;-176.0;104;-615.0;-184.0;-31.0
-201.0;151.0;-158.0;166;-645.0;-215.0;2.0
-151.0;161.0;-169.0;68;-789.0;-295.0;-51.0
-78.0;10.0;330.0;72;-68.0;169.0;199.0
-111.0;179.0;-200.0;129;-557.0;-144.0;-50.0
-118.0;164.0;-197.0;60;-569.0;-154.0;-58.0
-137.0;146.0;-180.0;135;-575.0;-168.0;-68.0
-166.0;134.0;-168.0;89;-591.0;-189.0;-76.0
-218.0;69.0;-294.0;-155;-653.0;-251.0;-123.0
292.0;-187.0;57.0;21;-234.0;-261.0;707.0
237.0;99.0;233.0;81;148.0;413.0;-555.0
-217.0;102.0;-134.0;-171;-620.0;-222.0;-56.0
93.0;-224.0;55.0;21;-134.0;-305.0;736.0
-403.0;83.0;73.0;90;-209.0;65.0;86.0
6.0;-143.0;308.0;120;-485.0;-287.0;75.0
-80.0;1.0;-135.0;-174;-275.0;-223.0;296.0
327.0;130.0;-372.0;13;-87.0;10.0;96.0
345.0;-144.0;69.0;91;-476.0;-56.0;-331.0
-568.0;142.0;204.0;36;-617.0;44.0;-13.0
433.0;-112.0;281.0;83;-180.0;-271.0;68.0
129.0;252.0;108.0;150;-371.0;56.0;-202.0
174.0;-73.0;312.0;154;-466.0;-274.0;264.0
27.0;-151.0;307.0;120;-560.0;-289.0;114.0
-567.0;69.0;48.0;-168;-737.0;-34.0;-210.0
-495.0;415.0;-508.0;141;-483.0;76.0;-276.0
-271.0;218.0;-193.0;69;-603.0;-64.0;213.0
80.0;-136.0;291.0;120;-151.0;-261.0;50.0
53.0;-162.0;331.0;120;-381.0;-267.0;211.0
-435.0;-267.0;531.0;45;-193.0;206.0;374.0
-55.0;-139.0;368.0;156;-376.0;-223.0;480.0
-258.0;-140.0;363.0;156;-294.0;-126.0;431.0
-82.0;120.0;306.0;54;-305.0;181.0;4.0
-426.0;-29.0;9.0;51;-906.0;-323.0;89.0
98.0;-180.0;43.0;-2;-1007.0;-477.0;264.0
436.0;-159.0;-207.0;92;-150.0;-382.0;181.0
468.0;-505.0;306.0;83;-55.0;-378.0;930.0
-42.0;160.0;-592.0;10;-559.0;-536.0;-340.0
158.0;-60.0;300.0;89;-581.0;-268.0;127.0
-663.0;551.0;-427.0;-59;-262.0;305.0;145.0
230.0;221.0;168.0;56;-341.0;80.0;-155.0
245.0;180.0;186.0;150;-410.0;-40.0;-106.0
1.0;467.0;-603.0;7;73.0;277.0;-213.0
404.0;187.0;-533.0;-34;-51.0;-260.0;-152.0
70.0;161.0;-514.0;-26;-210.0;-192.0;-193.0
-495.0;44.0;132.0;-152;-670.0;-108.0;140.0
-74.0;154.0;-487.0;28;-323.0;-131.0;37.0
-264.0;-272.0;447.0;158;-559.0;-393.0;429.0
-525.0;502.0;-266.0;-59;-158.0;203.0;-107.0
288.0;-179.0;365.0;78;-547.0;-473.0;397.0
-233.0;-84.0;26.0;-141;-808.0;-335.0;155.0
-826.0;153.0;-66.0;118;-406.0;-138.0;-35.0
406.0;74.0;138.0;82;-98.0;145.0;-589.0
746.0;-584.0;508.0;44;-497.0;-738.0;634.0
-192.0;392.0;-627.0;83;-162.0;92.0;-327.0
-100.0;-328.0;373.0;79;-563.0;-478.0;577.0
-317.0;-521.0;623.0;30;-316.0;-84.0;500.0
-1205.0;502.0;-674.0;-58;-505.0;87.0;-394.0
509.0;-298.0;-117.0;76;-415.0;-568.0;361.0
32.0;-232.0;420.0;114;-526.0;-399.0;346.0
18.0;-198.0;343.0;114;-525.0;-373.0;211.0
-112.0;334.0;-503.0;-14;75.0;212.0;84.0
-419.0;120.0;-18.0;106;-665.0;-167.0;-28.0
-180.0;11.0;-86.0;-140;-718.0;-321.0;110.0
-111.0;60.0;-70.0;-164;-697.0;-250.0;68.0
-94.0;-149.0;-155.0;150;-842.0;-475.0;140.0
-407.0;535.0;-767.0;-59;330.0;416.0;-579.0
-68.0;-183.0;182.0;-1;-1036.0;-582.0;230.0
-151.0;444.0;-676.0;-13;128.0;190.0;-377.0
-619.0;581.0;-626.0;-91;2.0;425.0;-588.0
210.0;-513.0;630.0;38;-759.0;-615.0;8.0
-709.0;232.0;-23.0;74;-443.0;220.0;-278.0
475.0;-146.0;447.0;92;-382.0;26.0;346.0
183.0;295.0;-503.0;7;-6.0;138.0;-127.0
-219.0;-71.0;-60.0;79;-939.0;-459.0;218.0
-754.0;485.0;-650.0;-58;-720.0;-57.0;-147.0
-201.0;62.0;-182.0;-156;-694.0;-243.0;-62.0
-411.0;63.0;109.0;106;-240.0;49.0;90.0
-756.0;282.0;-79.0;-95;40.0;160.0;10.0
-391.0;-26.0;274.0;177;-675.0;-142.0;299.0
60.0;-170.0;312.0;120;-723.0;-297.0;160.0
335.0;-539.0;189.0;58;-704.0;-690.0;495.0
453.0;-314.0;500.0;81;-340.0;-466.0;329.0
-392.0;-276.0;368.0;-178;-540.0;-395.0;599.0
-585.0;187.0;133.0;156;-402.0;148.0;128.0
559.0;52.0;175.0;83;-216.0;91.0;-614.0
379.0;119.0;228.0;118;-436.0;-113.0;-60.0
160.0;-72.0;325.0;171;-458.0;-231.0;-76.0
58.0;-449.0;537.0;28;-804.0;-509.0;370.0
452.0;99.0;239.0;79;-334.0;-15.0;-632.0
-315.0;-11.0;273.0;86;-506.0;-195.0;-2.0
-488.0;131.0;-153.0;-162;-732.0;-211.0;-63.0
18.0;-463.0;528.0;75;-892.0;-506.0;589.0
-175.0;167.0;-37.0;105;-462.0;-37.0;-514.0
267.0;-354.0;-64.0;106;-576.0;-584.0;451.0
