InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit R-SHOE EuY
106;-712.0;-543.0;-8;517.0;-24
106;-713.0;-542.0;-8;518.0;-24
105;-713.0;-543.0;-8;518.0;-24
104;-712.0;-543.0;-7;519.0;-24
103;-711.0;-545.0;-7;518.0;-24
103;-709.0;-546.0;-7;517.0;-24
103;-706.0;-547.0;-7;517.0;-24
103;-704.0;-547.0;-7;517.0;-24
102;-701.0;-548.0;-7;515.0;-24
103;-698.0;-547.0;-7;516.0;-24
100;-696.0;-547.0;-7;514.0;-24
98;-694.0;-545.0;-7;513.0;-24
99;-693.0;-543.0;-7;512.0;-24
100;-693.0;-541.0;-7;512.0;-24
100;-690.0;-539.0;-7;510.0;-24
100;-681.0;-543.0;-7;502.0;-24
100;-678.0;-547.0;-7;499.0;-24
100;-675.0;-551.0;-7;496.0;-24
100;-675.0;-553.0;-7;497.0;-24
100;-678.0;-554.0;-7;498.0;-24
100;-682.0;-552.0;-7;497.0;-24
100;-685.0;-553.0;-7;500.0;-24
100;-685.0;-555.0;-7;499.0;-24
100;-684.0;-557.0;-7;499.0;-24
100;-683.0;-558.0;-7;495.0;-24
100;-684.0;-558.0;-7;500.0;-24
100;-685.0;-559.0;-7;498.0;-24
100;-686.0;-559.0;-7;500.0;-24
100;-686.0;-559.0;-7;500.0;-24
100;-687.0;-560.0;-7;504.0;-24
101;-689.0;-560.0;-8;503.0;-24
101;-691.0;-559.0;-7;505.0;-24
101;-693.0;-559.0;-8;508.0;-24
102;-695.0;-558.0;-7;510.0;-24
102;-697.0;-557.0;-7;513.0;-24
102;-701.0;-555.0;-7;516.0;-24
102;-703.0;-554.0;-7;520.0;-24
103;-706.0;-553.0;-7;521.0;-24
103;-709.0;-551.0;-7;524.0;-24
103;-712.0;-549.0;-7;526.0;-24
104;-715.0;-546.0;-7;529.0;-24
104;-718.0;-543.0;-7;531.0;-24
103;-720.0;-540.0;-7;533.0;-24
103;-721.0;-537.0;-7;535.0;-24
103;-721.0;-536.0;-7;533.0;-24
103;-720.0;-534.0;-7;531.0;-24
103;-719.0;-533.0;-7;531.0;-24
103;-718.0;-533.0;-7;528.0;-24
104;-717.0;-532.0;-7;527.0;-24
104;-716.0;-531.0;-7;527.0;-24
104;-715.0;-531.0;-7;527.0;-24
104;-714.0;-531.0;-7;526.0;-24
104;-713.0;-531.0;-7;529.0;-24
104;-713.0;-531.0;-7;528.0;-24
104;-711.0;-531.0;-7;528.0;-24
103;-709.0;-532.0;-7;527.0;-24
103;?;-534.0;-7;528.0;-24
103;?;-536.0;-7;527.0;-24
103;?;-537.0;-7;526.0;-24
103;?;-538.0;-7;525.0;-24
103;?;-539.0;-7;524.0;-24
103;?;-540.0;-7;523.0;-24
106;?;-540.0;-7;523.0;-24
107;?;-539.0;-7;?;-25
107;?;-538.0;-7;?;-25
107;?;-537.0;-7;?;-25
107;?;-538.0;-7;?;-25
107;?;-532.0;-7;?;-24
107;?;-528.0;-7;528.0;-24
107;-686.0;-524.0;-7;530.0;-24
107;-687.0;-520.0;-7;529.0;-24
107;-689.0;-516.0;-7;533.0;-24
107;-689.0;-511.0;-7;535.0;-24
107;-688.0;-507.0;-7;536.0;-24
107;-685.0;-505.0;-7;536.0;-24
107;-683.0;-506.0;-7;534.0;-24
107;-681.0;-506.0;-7;532.0;-24
107;-680.0;-506.0;-7;533.0;-24
107;-679.0;-508.0;-7;531.0;-24
107;-678.0;-509.0;-7;531.0;-24
107;-677.0;-510.0;-7;528.0;-24
107;-676.0;-512.0;-7;528.0;-24
106;-675.0;-512.0;-7;530.0;-24
106;-675.0;-513.0;-7;529.0;-24
105;-674.0;-514.0;-8;529.0;-24
105;-674.0;-514.0;-8;529.0;?
105;-675.0;-514.0;-8;529.0;?
105;-676.0;-515.0;-8;526.0;?
105;-678.0;-516.0;-8;527.0;?
105;-679.0;-516.0;-8;527.0;?
105;-682.0;-518.0;-8;528.0;?
105;-685.0;-519.0;-8;527.0;?
106;-689.0;-520.0;-8;526.0;?
106;-692.0;-522.0;-8;527.0;?
107;-695.0;-523.0;-8;525.0;?
107;-699.0;-524.0;-8;525.0;?
107;-701.0;-525.0;-8;525.0;?
107;-705.0;-525.0;-8;524.0;?
107;-708.0;-526.0;-8;525.0;?
107;-711.0;-526.0;-8;526.0;?
107;-714.0;-526.0;-8;528.0;-24
107;-718.0;-526.0;-8;529.0;-24
107;-720.0;-527.0;-8;533.0;-24
107;-722.0;-527.0;-8;535.0;-24
106;-724.0;-528.0;-7;536.0;-24
106;-724.0;-528.0;-7;537.0;-24
106;-725.0;-529.0;-7;538.0;-24
105;-725.0;-530.0;-8;538.0;-24
104;-725.0;-531.0;-7;539.0;-23
103;-726.0;-532.0;-7;543.0;-24
103;-727.0;-532.0;-7;541.0;-24
102;-727.0;-533.0;-7;545.0;-24
102;-727.0;-534.0;-7;547.0;-24
103;-724.0;-534.0;-7;550.0;-24
98;-721.0;-533.0;-7;551.0;-24
96;-718.0;-532.0;-7;549.0;-24
97;-715.0;-530.0;-7;549.0;-24
97;-710.0;-533.0;-7;547.0;-24
97;-707.0;-531.0;-7;545.0;-24
97;-708.0;-529.0;-7;546.0;-24
97;-708.0;-529.0;-7;550.0;-23
97;-711.0;-527.0;-7;551.0;-23
97;-714.0;-524.0;-7;553.0;-23
97;-718.0;-523.0;-7;556.0;-23
97;-722.0;-522.0;-7;558.0;-23
97;?;-519.0;-7;560.0;-23
97;?;-518.0;-7;559.0;-23
97;?;-519.0;-7;560.0;-23
97;?;-520.0;-7;557.0;-23
97;?;-521.0;-7;559.0;-23
97;?;-522.0;-7;555.0;-23
97;?;-523.0;-7;553.0;-23
97;?;-524.0;-7;553.0;-23
97;?;-526.0;-7;552.0;-23
97;?;-527.0;-7;549.0;-23
97;?;-528.0;-7;550.0;-23
98;?;-529.0;-8;548.0;-23
99;?;-529.0;-8;548.0;-23
?;-714.0;-529.0;-8;548.0;-23
?;-714.0;-528.0;-8;549.0;-23
?;-715.0;-528.0;-7;548.0;-23
?;-715.0;-527.0;-7;548.0;-23
?;-716.0;-528.0;-7;547.0;-23
?;-717.0;-527.0;-7;548.0;-23
?;-719.0;-528.0;-7;547.0;-23
?;-721.0;-529.0;-7;548.0;-23
?;-721.0;-531.0;-7;547.0;-23
?;-722.0;-533.0;-7;548.0;-23
106;?;-534.0;-7;550.0;-23
107;?;-535.0;-7;547.0;-23
107;?;-534.0;-7;547.0;-23
107;?;-533.0;-7;548.0;-23
107;?;-533.0;-7;551.0;-23
107;?;-534.0;-7;552.0;-23
106;?;-536.0;-7;553.0;-23
106;?;-538.0;-7;549.0;-23
106;?;-538.0;-7;551.0;-23
106;?;-538.0;-7;552.0;-23
106;?;-538.0;-7;552.0;-23
106;?;-538.0;-7;552.0;?
106;-741.0;-537.0;-7;554.0;?
106;-741.0;-538.0;-7;554.0;?
106;-740.0;-538.0;-7;556.0;?
105;-739.0;-538.0;-7;558.0;-23
103;-737.0;-539.0;-7;557.0;-23
103;-735.0;-541.0;-7;557.0;-23
103;-733.0;-543.0;-7;557.0;-23
103;-731.0;-545.0;-7;557.0;-23
104;?;-547.0;-7;560.0;-23
105;?;-548.0;-7;559.0;-23
?;?;-548.0;-7;560.0;-24
?;?;-547.0;-7;561.0;-24
?;?;-551.0;-7;562.0;-24
?;?;-550.0;-7;559.0;-24
?;?;-551.0;-7;559.0;-23
?;?;-553.0;-7;559.0;-23
?;?;-554.0;-7;558.0;-23
?;?;-555.0;-7;556.0;-23
?;?;-558.0;-7;558.0;-23
?;?;-561.0;-7;556.0;-23
?;?;-562.0;-7;556.0;-23
?;-728.0;-564.0;-7;556.0;-23
?;-726.0;-567.0;-7;551.0;-23
?;-722.0;-569.0;-7;547.0;-23
104;-720.0;-570.0;-7;544.0;-23
104;-717.0;-571.0;-7;539.0;-23
103;-716.0;-571.0;-7;540.0;-23
103;-713.0;-572.0;-7;538.0;-23
103;-712.0;-572.0;-7;537.0;-23
103;-711.0;-572.0;-7;538.0;-23
103;-711.0;-573.0;-7;536.0;-23
103;-711.0;-574.0;-7;534.0;-23
104;-711.0;-575.0;-7;536.0;-23
104;-712.0;-575.0;-7;537.0;-23
104;-712.0;-576.0;-7;537.0;-23
108;-712.0;-576.0;-7;536.0;-23
109;-712.0;-576.0;-8;538.0;-23
110;-713.0;-575.0;-8;538.0;-23
111;-714.0;-573.0;-8;539.0;-23
112;-716.0;-571.0;-8;540.0;-23
112;-718.0;-568.0;-8;543.0;-23
112;-721.0;-565.0;-7;545.0;-23
112;-724.0;-561.0;-7;545.0;-23
112;-728.0;-558.0;-7;547.0;-23
112;-732.0;-555.0;-7;552.0;-23
112;-736.0;-552.0;-7;555.0;-23
112;-739.0;-550.0;-7;556.0;-23
112;-743.0;-547.0;-7;560.0;-23
111;-746.0;-545.0;-7;562.0;-23
111;-750.0;-542.0;-7;564.0;-23
112;-754.0;-537.0;-7;567.0;-24
112;-757.0;-535.0;-7;569.0;-24
112;-758.0;-532.0;-7;570.0;-24
112;-760.0;-531.0;-7;574.0;-24
112;-760.0;-531.0;-7;574.0;-24
112;-760.0;-531.0;-7;574.0;-24
112;-760.0;-531.0;-7;574.0;-24
112;-760.0;-532.0;-7;576.0;-24
111;-760.0;-532.0;-7;575.0;-24
109;-760.0;-533.0;-7;576.0;-24
109;-759.0;-534.0;-7;577.0;-24
108;-759.0;-535.0;-7;578.0;-24
106;-758.0;-535.0;-7;577.0;-24
104;-756.0;-536.0;-7;579.0;-24
102;-756.0;-536.0;-7;579.0;-24
101;-755.0;-536.0;-7;580.0;-23
98;-756.0;-534.0;-7;580.0;-24
97;-756.0;-533.0;?;582.0;-24
99;-755.0;-532.0;?;583.0;-24
99;-750.0;-537.0;?;584.0;-24
99;-746.0;-541.0;?;581.0;-24
99;-743.0;-544.0;?;579.0;-24
99;-740.0;-548.0;?;577.0;-24
99;-737.0;-552.0;?;576.0;-24
99;-736.0;-554.0;?;575.0;-24
99;-736.0;-555.0;?;575.0;-24
99;-734.0;-555.0;?;575.0;-24
99;-732.0;-554.0;?;573.0;-24
99;-729.0;-553.0;?;573.0;-24
99;-724.0;-553.0;?;570.0;-24
99;-719.0;-554.0;?;567.0;-24
99;-714.0;-555.0;-7;563.0;-24
99;-709.0;-556.0;?;560.0;-24
99;-703.0;-559.0;?;554.0;-24
99;-698.0;-559.0;?;550.0;-24
99;-695.0;-554.0;?;548.0;-24
99;-691.0;-550.0;?;546.0;?
99;-686.0;-547.0;?;548.0;?
99;-682.0;-546.0;?;543.0;?
99;-677.0;-544.0;?;540.0;?
99;-673.0;-544.0;?;537.0;?
99;-670.0;-545.0;?;533.0;?
99;-667.0;-545.0;?;530.0;?
99;-665.0;-546.0;?;529.0;?
99;-663.0;-547.0;?;527.0;?
99;-661.0;-548.0;-7;525.0;?
99;-658.0;-548.0;-7;525.0;-24
99;-656.0;-547.0;-7;526.0;-24
99;-654.0;-546.0;-7;527.0;-24
99;-653.0;-545.0;-7;527.0;-24
99;-653.0;-544.0;-7;526.0;-24
99;-652.0;-544.0;-7;528.0;-24
99;-652.0;-544.0;-7;531.0;-24
99;-652.0;-544.0;-7;531.0;-24
99;-651.0;-544.0;-7;531.0;-24
99;-650.0;-544.0;-7;533.0;-24
99;-649.0;-544.0;-7;532.0;-24
99;-648.0;-544.0;-7;531.0;-24
99;-648.0;?;-7;530.0;-24
99;-649.0;?;-7;530.0;-24
99;-651.0;?;-7;531.0;-24
99;-652.0;-544.0;-7;?;-24
99;-653.0;-544.0;-7;?;-24
99;-653.0;-545.0;-7;?;-24
99;-652.0;-545.0;-7;?;-24
99;-653.0;-546.0;-7;?;-24
99;-653.0;-546.0;-7;?;-24
99;-653.0;-546.0;-7;?;-24
99;-653.0;-547.0;-7;525.0;-24
99;-652.0;-547.0;-7;521.0;-24
99;-652.0;-548.0;-7;517.0;-24
99;-652.0;-549.0;-7;517.0;-24
99;-653.0;-550.0;-7;516.0;-24
99;-654.0;-551.0;-7;515.0;-24
99;-655.0;-553.0;-7;516.0;-24
99;-658.0;-554.0;-7;517.0;-24
99;-660.0;-556.0;-7;519.0;-24
99;-664.0;-557.0;-7;519.0;-24
99;-668.0;-557.0;-7;522.0;-24
99;-672.0;-557.0;-7;525.0;-24
99;-676.0;-559.0;-7;527.0;-24
99;-678.0;-561.0;-7;528.0;-24
99;-682.0;-562.0;-7;532.0;-24
99;-686.0;-564.0;-7;534.0;-24
99;-689.0;?;-7;538.0;-24
99;-693.0;?;-7;538.0;-24
99;-698.0;?;-7;538.0;-24
99;-700.0;?;-7;540.0;-24
99;-702.0;?;-7;540.0;-24
99;-702.0;?;-7;543.0;-24
99;-701.0;?;-7;544.0;-24
99;-699.0;?;-7;544.0;-24
99;-697.0;?;-7;544.0;-24
99;-694.0;?;-7;541.0;-24
99;-692.0;?;-7;540.0;-24
99;-690.0;?;-7;537.0;-24
99;-690.0;?;-7;539.0;-24
99;-689.0;?;-7;538.0;-24
99;-689.0;-561.0;-7;538.0;-24
99;-688.0;-562.0;-7;538.0;-24
99;-687.0;-563.0;-7;534.0;-24
99;-687.0;-565.0;-7;532.0;-24
99;-687.0;-567.0;-7;532.0;-24
99;-687.0;-568.0;-7;531.0;-24
99;-687.0;-570.0;-7;530.0;-24
99;-687.0;-572.0;-7;528.0;-24
99;-686.0;-574.0;-7;527.0;-24
99;-686.0;-576.0;-7;526.0;-24
99;-685.0;-577.0;-7;523.0;-24
99;-685.0;-577.0;-7;524.0;-24
99;-684.0;-578.0;-7;523.0;-24
99;-684.0;-578.0;-7;521.0;-24
99;-684.0;-578.0;-7;519.0;-24
99;-685.0;-577.0;-7;523.0;-24
99;-685.0;-576.0;-7;523.0;-24
99;-686.0;-574.0;-7;524.0;-24
99;-686.0;-572.0;-7;526.0;-24
99;-686.0;-572.0;-7;526.0;-24
99;-686.0;-571.0;-7;527.0;-24
99;-686.0;-571.0;-7;525.0;-24
99;-686.0;-571.0;-7;527.0;-24
99;-686.0;-572.0;-7;524.0;-24
99;-686.0;-573.0;-7;524.0;-24
99;-686.0;-573.0;-7;526.0;-24
99;-686.0;-572.0;-7;527.0;-24
99;-686.0;-572.0;-7;526.0;-24
99;-686.0;-572.0;-7;526.0;-24
99;-686.0;-572.0;-7;528.0;-24
99;-685.0;-572.0;-7;526.0;-24
99;-684.0;-571.0;-7;525.0;-24
99;-684.0;-570.0;-7;526.0;-24
99;-684.0;-569.0;-7;525.0;-24
99;-684.0;-569.0;-7;528.0;-24
99;-684.0;-569.0;-7;529.0;-24
99;-683.0;-569.0;-7;527.0;-24
99;-682.0;-570.0;-7;524.0;-24
99;-683.0;-570.0;-7;525.0;-24
99;-683.0;-570.0;-7;524.0;-24
99;-685.0;-570.0;-7;524.0;-24
99;-686.0;-570.0;-7;524.0;-24
99;-687.0;-570.0;-7;526.0;-24
99;-689.0;-569.0;-7;524.0;-24
99;-689.0;-568.0;-7;525.0;-24
99;-690.0;-568.0;-7;524.0;-24
99;-692.0;-569.0;-7;523.0;-24
99;-693.0;-570.0;-7;524.0;-24
99;-696.0;-571.0;-7;525.0;-24
99;-698.0;-571.0;-7;528.0;-24
99;-700.0;-570.0;-7;530.0;-24
99;-702.0;-569.0;-7;531.0;-24
99;-703.0;-569.0;-7;531.0;-24
99;-704.0;-569.0;-7;533.0;-24
99;-704.0;-569.0;-7;533.0;-24
99;-705.0;-570.0;-7;534.0;-24
99;-705.0;-570.0;-7;534.0;-24
99;-704.0;-571.0;?;534.0;-24
99;-703.0;-571.0;?;533.0;-24
99;-702.0;-572.0;?;533.0;-24
99;-700.0;-573.0;?;530.0;-24
99;-698.0;-573.0;?;529.0;-24
99;-696.0;-574.0;?;529.0;-24
99;-694.0;-574.0;-7;526.0;-24
99;-692.0;-573.0;-7;522.0;-24
99;-688.0;-572.0;-7;522.0;-24
99;-684.0;-570.0;-7;520.0;-24
99;-680.0;-569.0;-7;516.0;-24
?;-676.0;-566.0;-7;514.0;-24
?;-672.0;-564.0;-7;510.0;-24
?;-669.0;-561.0;-7;508.0;-24
?;-667.0;-560.0;-7;506.0;-24
?;-665.0;-558.0;-7;504.0;-24
?;-663.0;-557.0;-7;502.0;-24
?;-662.0;-557.0;-7;501.0;-24
?;-661.0;-556.0;-7;501.0;-24
?;-660.0;-555.0;-7;501.0;-24
?;-660.0;-555.0;-7;499.0;-24
?;-660.0;-555.0;-7;500.0;-24
?;-660.0;-555.0;-7;502.0;-24
?;-660.0;-554.0;-7;501.0;-24
?;-660.0;-553.0;-7;501.0;-24
?;-660.0;-551.0;-7;501.0;-24
99;-660.0;-550.0;-7;502.0;-24
99;-661.0;-549.0;-7;504.0;-24
99;-661.0;-548.0;-7;505.0;-24
99;-662.0;-548.0;-7;510.0;-24
99;-661.0;-549.0;-7;509.0;-24
99;-661.0;-550.0;-7;511.0;?
99;-661.0;-551.0;-7;508.0;?
99;-661.0;-551.0;-7;509.0;?
99;-660.0;-552.0;-7;510.0;?
99;-660.0;-553.0;-7;509.0;?
99;-660.0;-554.0;-7;511.0;?
99;-659.0;-555.0;-7;509.0;-24
99;-659.0;-556.0;-7;511.0;-24
99;-660.0;-557.0;-7;511.0;-24
99;-660.0;-559.0;-7;510.0;-24
99;-660.0;-560.0;-7;511.0;-24
99;-662.0;-560.0;-7;512.0;-24
99;-662.0;-561.0;-7;513.0;-24
99;-662.0;-562.0;-7;512.0;-24
99;-663.0;-562.0;-7;515.0;-24
99;-664.0;-561.0;-7;513.0;-24
99;-664.0;-562.0;-7;516.0;-24
99;-664.0;-561.0;-7;516.0;-24
99;-664.0;-561.0;-7;518.0;-24
99;-666.0;-559.0;-7;516.0;-24
99;-667.0;-559.0;-7;517.0;-24
99;-668.0;-559.0;-7;520.0;-24
99;-669.0;-559.0;-7;519.0;-24
99;-670.0;-559.0;-7;520.0;-24
99;-671.0;-559.0;-7;520.0;-24
99;-672.0;-559.0;-7;521.0;-24
99;-673.0;-559.0;-7;522.0;-24
99;-673.0;-560.0;-7;524.0;-24
99;-674.0;-560.0;-7;524.0;-24
99;-675.0;-561.0;-7;522.0;-24
99;-675.0;-562.0;-7;520.0;-24
99;-674.0;-563.0;-7;518.0;-24
99;-674.0;-563.0;-7;519.0;-24
99;-674.0;-564.0;-7;516.0;-24
99;-674.0;-565.0;-7;518.0;-24
99;-674.0;-566.0;-7;515.0;-24
99;-675.0;-567.0;-7;515.0;-24
99;-676.0;-567.0;-7;516.0;-24
99;-677.0;-568.0;-7;517.0;-24
99;-678.0;-568.0;-7;516.0;-24
99;-679.0;-568.0;-7;516.0;-24
99;-679.0;-568.0;-7;515.0;-24
99;-680.0;-568.0;-7;516.0;-24
99;-680.0;-569.0;-7;516.0;-24
99;-680.0;-569.0;-7;515.0;-24
99;-681.0;-569.0;-7;515.0;-24
99;-682.0;-570.0;-7;516.0;-24
99;-682.0;-570.0;-7;516.0;-24
99;-682.0;-571.0;-7;513.0;-24
99;-682.0;-570.0;-7;512.0;-24
99;-682.0;-570.0;-7;511.0;-24
99;-682.0;-570.0;-7;507.0;-24
99;-682.0;-569.0;-7;506.0;-24
99;-683.0;-569.0;-7;508.0;-24
99;-683.0;-569.0;-7;507.0;-24
99;-683.0;-568.0;-7;510.0;-24
99;-683.0;-568.0;-7;510.0;-24
99;-683.0;-568.0;-7;511.0;-24
99;-682.0;-569.0;-8;512.0;-24
99;-682.0;-570.0;-8;510.0;-24
99;-681.0;-572.0;-8;509.0;-24
99;-681.0;-573.0;-8;509.0;-24
99;-681.0;-575.0;-8;509.0;-24
99;-681.0;-577.0;-8;507.0;-24
99;-681.0;-578.0;-8;507.0;-24
99;-680.0;-581.0;-8;507.0;-24
99;-679.0;-582.0;-8;508.0;-24
99;-679.0;-583.0;-8;508.0;-24
99;-678.0;-584.0;-8;506.0;-24
99;-676.0;-585.0;-8;505.0;-24
99;-675.0;-586.0;-8;504.0;-24
99;-674.0;-586.0;-8;502.0;-24
99;-674.0;-587.0;-8;502.0;-24
99;-674.0;-587.0;-8;502.0;-24
99;-674.0;-587.0;-8;501.0;-24
99;-674.0;-587.0;-8;503.0;-24
99;-674.0;-587.0;-8;504.0;-24
99;-674.0;-586.0;-8;505.0;-24
99;-674.0;-585.0;-7;507.0;-24
99;-673.0;-584.0;-7;506.0;-24
99;-673.0;-584.0;-7;505.0;-24
99;-672.0;-583.0;-7;508.0;-24
99;-672.0;-581.0;-7;508.0;-24
99;-672.0;-580.0;-7;507.0;-24
99;-672.0;-579.0;-7;509.0;-24
99;-672.0;-578.0;-7;508.0;-24
99;-672.0;-577.0;-7;510.0;-24
99;-672.0;-576.0;-7;509.0;-24
99;-673.0;-576.0;-7;511.0;-24
99;-674.0;-575.0;-7;510.0;-24
99;-676.0;-574.0;-7;512.0;-24
99;-676.0;?;-7;513.0;-24
99;-677.0;?;-7;513.0;-24
99;-678.0;?;-7;512.0;-24
99;-678.0;?;-7;513.0;-24
99;-679.0;?;-7;513.0;-24
99;-679.0;?;-7;512.0;-24
99;-678.0;?;-7;514.0;-24
99;-678.0;?;?;512.0;-24
99;-679.0;?;?;513.0;-24
99;-679.0;?;?;512.0;-24
99;-679.0;?;?;513.0;-24
99;-679.0;?;?;512.0;-24
99;-679.0;?;?;513.0;-24
99;-680.0;?;?;511.0;-24
99;-680.0;-576.0;-7;512.0;-24
99;-680.0;-576.0;-7;510.0;-24
99;-679.0;-577.0;-7;508.0;-24
99;-680.0;-577.0;-8;512.0;-24
99;-680.0;-577.0;-8;513.0;-24
99;-679.0;-577.0;-8;511.0;-24
99;-680.0;-577.0;-7;513.0;-24
99;-680.0;-577.0;-7;513.0;-24
99;-679.0;-577.0;-7;513.0;-24
99;-679.0;-577.0;-7;510.0;-24
99;-678.0;-577.0;-7;510.0;-24
99;-678.0;-577.0;-7;506.0;-24
99;-679.0;-577.0;-7;508.0;-24
99;-678.0;-576.0;-7;508.0;-24
99;-677.0;-577.0;-7;509.0;?
99;-677.0;-577.0;-7;508.0;?
99;-677.0;-577.0;-7;508.0;?
99;-677.0;-577.0;-7;509.0;?
99;-677.0;-577.0;-7;508.0;-24
99;-677.0;-577.0;-7;506.0;-24
99;-676.0;-576.0;-7;507.0;-24
99;-676.0;-576.0;-7;508.0;-24
99;-675.0;-575.0;-7;506.0;-24
99;-675.0;-574.0;-7;505.0;-24
99;-676.0;-573.0;-7;506.0;-24
99;-676.0;-573.0;-7;506.0;-24
99;-677.0;-572.0;-7;507.0;-24
