InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit LLA magneticZ
66.0;-142.0;293.0;120;-452.0;-292.0;78.0
-259.0;185.0;-170.0;68;-554.0;-77.0;-6.0
55.0;-141.0;292.0;120;-395.0;-281.0;65.0
32.0;-136.0;291.0;120;-350.0;-275.0;54.0
47.0;-134.0;292.0;120;-337.0;-271.0;55.0
25.0;-131.0;290.0;120;-286.0;-265.0;43.0
-235.0;176.0;-149.0;68;-547.0;-87.0;-12.0
101.0;-146.0;288.0;120;-435.0;-274.0;97.0
65.0;-135.0;289.0;120;-338.0;-266.0;70.0
-225.0;171.0;-129.0;66;-536.0;-91.0;6.0
95.0;-139.0;289.0;120;-342.0;-269.0;82.0
55.0;-135.0;290.0;120;-241.0;-264.0;55.0
-224.0;174.0;-117.0;64;-521.0;-99.0;57.0
113.0;-145.0;292.0;120;-354.0;-274.0;91.0
89.0;-137.0;292.0;120;-310.0;-274.0;79.0
-221.0;177.0;-117.0;62;-499.0;-97.0;102.0
83.0;-138.0;292.0;120;-205.0;-271.0;58.0
53.0;-132.0;293.0;120;-160.0;-264.0;46.0
-233.0;181.0;-133.0;52;-482.0;-97.0;108.0
131.0;-148.0;295.0;120;-340.0;-271.0;98.0
92.0;-143.0;294.0;120;-222.0;-262.0;65.0
-243.0;180.0;-146.0;33;-456.0;-89.0;88.0
119.0;-146.0;296.0;120;-273.0;-269.0;84.0
110.0;-150.0;305.0;120;-314.0;-266.0;104.0
115.0;-144.0;305.0;120;-272.0;-259.0;90.0
65.0;-136.0;300.0;120;-238.0;-269.0;83.0
-251.0;181.0;-171.0;17;-437.0;-82.0;57.0
119.0;-147.0;304.0;120;-375.0;-286.0;127.0
434.0;-316.0;499.0;81;-356.0;-473.0;327.0
-245.0;178.0;-174.0;20;-421.0;-74.0;34.0
107.0;-152.0;303.0;120;-254.0;-283.0;112.0
-237.0;176.0;-164.0;38;-411.0;-69.0;27.0
102.0;-162.0;295.0;120;-405.0;-285.0;166.0
75.0;-158.0;308.0;120;-367.0;-267.0;206.0
-225.0;174.0;-158.0;51;-400.0;-66.0;31.0
-210.0;173.0;-143.0;56;-387.0;-68.0;43.0
-176.0;177.0;-137.0;64;-384.0;-73.0;50.0
79.0;-82.0;303.0;153;-448.0;-251.0;273.0
-50.0;-122.0;342.0;113;-510.0;-269.0;357.0
-11.0;-89.0;303.0;154;-418.0;-211.0;246.0
205.0;-274.0;449.0;-177;-314.0;-196.0;503.0
-64.0;-205.0;381.0;109;-367.0;-159.0;320.0
-136.0;173.0;-127.0;71;-377.0;-68.0;46.0
-120.0;171.0;-128.0;74;-374.0;-65.0;36.0
12.0;124.0;-128.0;64;-235.0;-82.0;7.0
2.0;127.0;-151.0;61;-219.0;-81.0;9.0
-4.0;128.0;-167.0;50;-205.0;-80.0;9.0
23.0;120.0;-206.0;27;-151.0;-63.0;-4.0
33.0;118.0;-208.0;34;-139.0;-60.0;-7.0
41.0;115.0;-210.0;45;-124.0;-66.0;-7.0
59.0;114.0;-211.0;49;-114.0;-70.0;-10.0
81.0;108.0;-208.0;53;-108.0;-77.0;-3.0
94.0;108.0;-210.0;70;-112.0;-83.0;4.0
105.0;102.0;-221.0;71;-118.0;-93.0;17.0
114.0;96.0;-227.0;66;-119.0;-102.0;31.0
121.0;96.0;-237.0;65;-123.0;-110.0;35.0
134.0;88.0;-244.0;63;-119.0;-117.0;35.0
157.0;89.0;-249.0;62;-116.0;-120.0;30.0
182.0;86.0;-251.0;62;-102.0;-123.0;34.0
203.0;84.0;-254.0;62;-103.0;-133.0;44.0
225.0;80.0;-256.0;62;-113.0;-147.0;55.0
251.0;76.0;-256.0;61;-122.0;-167.0;66.0
514.0;85.0;-284.0;21;-2.0;30.0;210.0
601.0;25.0;-164.0;21;20.0;10.0;322.0
264.0;-9.0;-308.0;73;-40.0;-244.0;66.0
247.0;76.0;-269.0;59;-115.0;-162.0;45.0
203.0;77.0;-287.0;57;-120.0;-154.0;32.0
184.0;77.0;-294.0;50;-121.0;-156.0;43.0
170.0;81.0;-301.0;24;-122.0;-159.0;56.0
159.0;82.0;-306.0;-2;-118.0;-157.0;66.0
149.0;78.0;-311.0;-8;-113.0;-150.0;69.0
144.0;81.0;-322.0;6;-109.0;-145.0;69.0
-229.0;178.0;-591.0;1;308.0;119.0;28.0
126.0;68.0;-336.0;41;-116.0;-143.0;74.0
132.0;51.0;-335.0;50;-116.0;-143.0;78.0
145.0;46.0;-325.0;58;-134.0;-146.0;74.0
156.0;38.0;-315.0;64;-152.0;-162.0;76.0
181.0;36.0;-311.0;63;-193.0;-205.0;114.0
198.0;37.0;-318.0;62;-196.0;-210.0;112.0
236.0;25.0;-405.0;12;-37.0;-238.0;352.0
290.0;4.0;-323.0;35;-164.0;-285.0;548.0
533.0;-31.0;-462.0;-19;-143.0;-446.0;-160.0
269.0;32.0;-298.0;56;-265.0;-270.0;83.0
229.0;40.0;-310.0;49;-253.0;-253.0;53.0
202.0;42.0;-320.0;42;-256.0;-255.0;50.0
183.0;47.0;-326.0;25;-257.0;-256.0;55.0
170.0;51.0;-332.0;6;-265.0;-262.0;62.0
53.0;-162.0;331.0;120;-381.0;-267.0;211.0
132.0;-236.0;430.0;137;-426.0;-129.0;360.0
-2.0;-326.0;414.0;33;-405.0;-307.0;425.0
23.0;-187.0;295.0;114;-525.0;-354.0;146.0
-18.0;293.0;-586.0;19;104.0;16.0;-427.0
-56.0;222.0;-583.0;-4;-71.0;-12.0;-275.0
277.0;-434.0;271.0;84;-827.0;-645.0;455.0
16.0;-194.0;324.0;114;-497.0;-358.0;242.0
30.0;-232.0;404.0;114;-528.0;-397.0;271.0
-61.0;138.0;-584.0;58;-147.0;-93.0;-282.0
-34.0;128.0;-482.0;37;-87.0;-52.0;-141.0
-57.0;148.0;-422.0;58;-137.0;-63.0;-138.0
-52.0;155.0;-390.0;58;-135.0;-58.0;-118.0
-45.0;158.0;-362.0;59;-135.0;-61.0;-100.0
-44.0;159.0;-341.0;59;-143.0;-72.0;-84.0
-38.0;165.0;-328.0;59;-146.0;-87.0;-58.0
-37.0;168.0;-322.0;59;-151.0;-98.0;-32.0
-25.0;171.0;-316.0;59;-147.0;-99.0;-9.0
-20.0;178.0;-320.0;58;-144.0;-97.0;8.0
173.0;-66.0;304.0;88;-563.0;-249.0;114.0
181.0;-66.0;303.0;89;-554.0;-230.0;103.0
460.0;-203.0;396.0;81;-336.0;-287.0;120.0
204.0;-73.0;288.0;89;-524.0;-200.0;67.0
206.0;-77.0;280.0;88;-519.0;-202.0;53.0
-9.0;188.0;-324.0;58;-133.0;-88.0;19.0
-1.0;201.0;-340.0;58;-119.0;-80.0;23.0
-269.0;166.0;-379.0;-10;-26.0;-94.0;232.0
4.0;259.0;-365.0;55;-62.0;-37.0;13.0
-13.0;339.0;-401.0;5;23.0;49.0;-108.0
-384.0;-159.0;354.0;80;-513.0;-131.0;215.0
-125.0;419.0;-534.0;-57;56.0;85.0;-128.0
163.0;110.0;-423.0;-54;-76.0;-170.0;-157.0
179.0;85.0;-335.0;-55;-155.0;-216.0;-59.0
168.0;83.0;-321.0;-66;-179.0;-225.0;-41.0
150.0;83.0;-312.0;-68;-202.0;-230.0;-36.0
129.0;83.0;-306.0;-82;-218.0;-227.0;-37.0
98.0;78.0;-297.0;-146;-226.0;-224.0;-26.0
62.0;79.0;-286.0;42;-232.0;-220.0;-7.0
35.0;81.0;-277.0;192;-235.0;-214.0;11.0
5.0;79.0;-270.0;144;-240.0;-209.0;31.0
-32.0;76.0;-265.0;147;-246.0;-212.0;50.0
-67.0;72.0;-258.0;8;-251.0;-212.0;66.0
-102.0;65.0;-248.0;-57;-258.0;-212.0;87.0
-9.0;176.0;-484.0;54;-213.0;-115.0;-236.0
16.0;181.0;-461.0;54;-209.0;-117.0;-185.0
54.0;186.0;-430.0;53;-194.0;-113.0;-125.0
86.0;199.0;-408.0;52;-182.0;-104.0;-70.0
146.0;226.0;-368.0;51;-154.0;-89.0;18.0
327.0;130.0;-372.0;13;-87.0;10.0;96.0
-170.0;-130.0;249.0;73;-565.0;-250.0;164.0
-175.0;-105.0;228.0;80;-575.0;-246.0;152.0
-177.0;-99.0;221.0;87;-575.0;-242.0;145.0
-178.0;-93.0;213.0;90;-579.0;-241.0;136.0
-175.0;-85.0;206.0;94;-583.0;-239.0;130.0
148.0;364.0;-453.0;47;-108.0;-15.0;110.0
-212.0;-40.0;-150.0;-34;-324.0;-284.0;75.0
-202.0;-50.0;-143.0;-34;-340.0;-306.0;76.0
-174.0;-81.0;197.0;96;-587.0;-241.0;127.0
-161.0;-80.0;189.0;100;-592.0;-243.0;114.0
-133.0;-76.0;181.0;102;-602.0;-250.0;106.0
-181.0;-300.0;-75.0;23;-325.0;-560.0;320.0
-161.0;-133.0;19.0;-17;-670.0;-431.0;135.0
-91.0;181.0;-517.0;28;-301.0;-103.0;-27.0
-74.0;154.0;-487.0;28;-323.0;-131.0;37.0
-56.0;129.0;-460.0;28;-332.0;-156.0;91.0
-111.0;-71.0;176.0;100;-609.0;-253.0;100.0
-92.0;-68.0;172.0;99;-613.0;-256.0;94.0
-68.0;154.0;-416.0;52;-183.0;-103.0;-102.0
-113.0;153.0;-422.0;52;-176.0;-91.0;-107.0
-133.0;159.0;-421.0;52;-174.0;-84.0;-107.0
-135.0;158.0;-417.0;52;-172.0;-78.0;-100.0
-128.0;166.0;-418.0;52;-165.0;-72.0;-96.0
-127.0;177.0;-425.0;52;-167.0;-74.0;-95.0
-110.0;186.0;-423.0;52;-158.0;-71.0;-91.0
-108.0;201.0;-431.0;52;-158.0;-69.0;-89.0
-98.0;205.0;-443.0;52;-145.0;-63.0;-89.0
-90.0;216.0;-455.0;52;-136.0;-57.0;-92.0
-53.0;283.0;-525.0;52;-89.0;-9.0;-139.0
-45.0;346.0;-587.0;51;-74.0;32.0;-204.0
-224.0;-84.0;40.0;-17;-652.0;-350.0;130.0
-243.0;-69.0;44.0;-9;-648.0;-324.0;127.0
-262.0;-56.0;50.0;4;-645.0;-308.0;125.0
-275.0;-44.0;54.0;9;-642.0;-299.0;121.0
-285.0;-28.0;56.0;15;-639.0;-297.0;110.0
-294.0;-19.0;58.0;23;-636.0;-299.0;104.0
-418.0;115.0;-16.0;112;-642.0;-156.0;-47.0
-402.0;108.0;-5.0;115;-614.0;-136.0;-39.0
-405.0;108.0;5.0;117;-593.0;-135.0;-20.0
-414.0;101.0;22.0;117;-566.0;-125.0;4.0
243.0;182.0;197.0;57;-359.0;60.0;-120.0
-624.0;93.0;171.0;84;-596.0;-32.0;39.0
-401.0;88.0;51.0;118;-531.0;-105.0;40.0
-373.0;88.0;64.0;119;-526.0;-106.0;51.0
-362.0;97.0;68.0;119;-516.0;-107.0;55.0
-352.0;95.0;72.0;119;-503.0;-104.0;56.0
-357.0;96.0;76.0;119;-487.0;-93.0;56.0
-364.0;99.0;83.0;119;-472.0;-79.0;57.0
562.0;48.0;176.0;83;-214.0;95.0;-615.0
235.0;211.0;149.0;56;-336.0;53.0;-170.0
310.0;36.0;465.0;78;-164.0;130.0;-630.0
44.0;127.0;279.0;55;-330.0;135.0;-38.0
6.0;121.0;281.0;55;-327.0;142.0;-32.0
-16.0;116.0;291.0;54;-319.0;151.0;-28.0
-364.0;95.0;91.0;119;-461.0;-76.0;59.0
-359.0;101.0;97.0;119;-460.0;-72.0;57.0
-340.0;107.0;103.0;119;-470.0;-71.0;51.0
-320.0;113.0;101.0;119;-484.0;-71.0;45.0
-299.0;120.0;98.0;119;-498.0;-65.0;35.0
-283.0;132.0;88.0;121;-504.0;-52.0;13.0
-264.0;57.0;-25.0;123;-670.0;-242.0;9.0
-69.0;-65.0;168.0;99;-619.0;-258.0;98.0
-255.0;67.0;-19.0;124;-648.0;-236.0;2.0
-245.0;80.0;-12.0;124;-621.0;-221.0;1.0
-233.0;91.0;-10.0;124;-590.0;-201.0;2.0
-221.0;105.0;-14.0;122;-565.0;-179.0;-5.0
-205.0;116.0;-21.0;119;-546.0;-157.0;-15.0
-184.0;130.0;-33.0;122;-530.0;-135.0;-28.0
-168.0;144.0;-45.0;127;-514.0;-114.0;-46.0
-156.0;165.0;-61.0;129;-503.0;-88.0;-59.0
-43.0;-67.0;168.0;98;-622.0;-261.0;100.0
-149.0;180.0;-73.0;128;-495.0;-66.0;-66.0
-155.0;196.0;-74.0;124;-486.0;-42.0;-51.0
-165.0;199.0;-64.0;118;-483.0;-21.0;-37.0
-176.0;198.0;-54.0;115;-480.0;-4.0;-29.0
-185.0;188.0;-37.0;111;-477.0;3.0;-28.0
-196.0;175.0;-24.0;91;-479.0;0.0;-29.0
-209.0;162.0;-9.0;62;-484.0;-4.0;-31.0
-227.0;155.0;5.0;47;-489.0;-4.0;-31.0
-244.0;146.0;18.0;45;-497.0;-2.0;-30.0
-253.0;141.0;28.0;40;-504.0;-2.0;-29.0
-263.0;135.0;43.0;73;-514.0;0.0;-26.0
-274.0;128.0;59.0;139;-523.0;-1.0;-24.0
-281.0;115.0;78.0;153;-529.0;-3.0;-19.0
-287.0;101.0;92.0;145;-537.0;-6.0;-18.0
-275.0;89.0;106.0;151;-550.0;-19.0;-20.0
325.0;104.0;427.0;82;68.0;307.0;-570.0
396.0;65.0;147.0;83;-31.0;198.0;-590.0
-62.0;252.0;67.0;-111;-149.0;125.0;-320.0
43.0;183.0;103.0;-111;-216.0;42.0;-250.0
80.0;164.0;110.0;-111;-241.0;10.0;-228.0
92.0;159.0;110.0;-111;-250.0;-3.0;-217.0
102.0;155.0;107.0;-111;-254.0;-12.0;-204.0
105.0;149.0;101.0;-111;-256.0;-16.0;-196.0
99.0;151.0;92.0;-111;-255.0;-18.0;-196.0
93.0;150.0;81.0;-111;-254.0;-14.0;-196.0
86.0;149.0;69.0;-111;-250.0;-10.0;-198.0
74.0;154.0;52.0;-110;-251.0;-3.0;-203.0
60.0;152.0;37.0;-113;-247.0;6.0;-208.0
40.0;158.0;25.0;-114;-239.0;17.0;-221.0
15.0;162.0;17.0;-113;-228.0;33.0;-220.0
-12.0;165.0;6.0;-119;-216.0;50.0;-226.0
-36.0;173.0;-15.0;-107;-206.0;64.0;-244.0
-63.0;177.0;-33.0;-126;-192.0;78.0;-257.0
-90.0;178.0;-52.0;-112;-181.0;89.0;-275.0
-144.0;185.0;-61.0;-170;-155.0;121.0;-292.0
-318.0;361.0;-65.0;-111;-48.0;256.0;-429.0
251.0;329.0;-310.0;83;94.0;294.0;-632.0
-258.0;73.0;124.0;148;-563.0;-36.0;-12.0
-239.0;61.0;142.0;150;-572.0;-61.0;2.0
-220.0;49.0;163.0;150;-583.0;-83.0;31.0
-207.0;39.0;192.0;150;-585.0;-105.0;74.0
-215.0;29.0;222.0;151;-579.0;-116.0;113.0
-210.0;37.0;279.0;151;-569.0;-134.0;158.0
-211.0;36.0;284.0;152;-581.0;-136.0;153.0
-232.0;30.0;304.0;152;-606.0;-128.0;162.0
-279.0;141.0;78.0;126;-508.0;-37.0;-3.0
-274.0;155.0;64.0;131;-515.0;-21.0;-26.0
-273.0;168.0;49.0;132;-517.0;-10.0;-52.0
-339.0;126.0;-9.0;118;-763.0;-219.0;52.0
-289.0;131.0;55.0;89;-732.0;-118.0;33.0
-221.0;139.0;15.0;163;-728.0;-137.0;25.0
-195.0;130.0;-8.0;179;-728.0;-158.0;10.0
-181.0;121.0;-15.0;-101;-737.0;-181.0;10.0
-278.0;185.0;32.0;134;-520.0;3.0;-71.0
-289.0;200.0;23.0;133;-520.0;26.0;-71.0
-303.0;201.0;27.0;127;-522.0;46.0;-75.0
-315.0;205.0;24.0;116;-523.0;65.0;-78.0
-179.0;21.0;61.0;74;-734.0;-243.0;157.0
-163.0;37.0;45.0;53;-726.0;-225.0;147.0
-144.0;49.0;34.0;65;-712.0;-210.0;125.0
-118.0;65.0;8.0;82;-710.0;-207.0;101.0
-111.0;68.0;-14.0;176;-703.0;-208.0;87.0
-107.0;73.0;-43.0;56;-700.0;-220.0;69.0
-103.0;67.0;-56.0;-201;-695.0;-235.0;61.0
-111.0;60.0;-70.0;-164;-697.0;-250.0;68.0
-125.0;48.0;-75.0;-145;-697.0;-265.0;81.0
-140.0;36.0;-82.0;-163;-701.0;-281.0;90.0
-155.0;30.0;-84.0;-137;-707.0;-291.0;100.0
-143.0;-51.0;-61.0;-145;-690.0;-311.0;148.0
-149.0;-36.0;-63.0;-145;-692.0;-309.0;111.0
-164.0;-24.0;-60.0;-146;-694.0;-306.0;72.0
-187.0;-12.0;-62.0;-144;-694.0;-298.0;44.0
-210.0;7.0;-67.0;-148;-693.0;-292.0;17.0
-221.0;23.0;-76.0;-144;-683.0;-281.0;12.0
-230.0;34.0;-89.0;-147;-683.0;-270.0;11.0
-233.0;49.0;-95.0;-148;-671.0;-256.0;9.0
-236.0;66.0;-106.0;-140;-664.0;-251.0;-4.0
-227.0;77.0;-116.0;-160;-649.0;-244.0;-23.0
-222.0;92.0;-127.0;-128;-638.0;-236.0;-39.0
-217.0;102.0;-134.0;-171;-620.0;-222.0;-56.0
-193.0;116.0;-148.0;-158;-604.0;-207.0;-70.0
-166.0;134.0;-168.0;89;-591.0;-189.0;-76.0
-137.0;146.0;-180.0;135;-575.0;-168.0;-68.0
-118.0;164.0;-197.0;60;-569.0;-154.0;-58.0
-111.0;179.0;-200.0;129;-557.0;-144.0;-50.0
-208.0;65.0;-159.0;-158;-692.0;-243.0;-21.0
-223.0;135.0;-137.0;12;-655.0;-230.0;40.0
-201.0;151.0;-158.0;166;-645.0;-215.0;2.0
-176.0;173.0;-176.0;104;-615.0;-184.0;-31.0
-150.0;198.0;-210.0;120;-593.0;-158.0;-42.0
-142.0;216.0;-237.0;114;-568.0;-138.0;-58.0
-171.0;245.0;-260.0;118;-555.0;-134.0;-87.0
-389.0;332.0;-337.0;164;-491.0;-7.0;-267.0
-186.0;255.0;-268.0;198;-565.0;-136.0;-79.0
-32.0;-68.0;166.0;97;-630.0;-260.0;97.0
-603.0;492.0;-651.0;-59;-993.0;-87.0;-154.0
-256.0;-292.0;458.0;158;-558.0;-416.0;454.0
-161.0;-132.0;300.0;143;-588.0;-230.0;216.0
-195.0;170.0;71.0;69;-641.0;-79.0;-230.0
-198.0;166.0;93.0;69;-636.0;-93.0;-166.0
-210.0;162.0;111.0;69;-633.0;-110.0;-113.0
-213.0;160.0;128.0;70;-635.0;-131.0;-72.0
-210.0;152.0;142.0;71;-636.0;-153.0;-54.0
-196.0;142.0;146.0;71;-641.0;-174.0;-55.0
-189.0;131.0;149.0;71;-648.0;-188.0;-58.0
-573.0;216.0;78.0;121;-396.0;187.0;255.0
-494.0;235.0;28.0;114;-446.0;140.0;191.0
-420.0;136.0;128.0;82;-358.0;-30.0;292.0
-376.0;208.0;-2.0;91;-447.0;-23.0;172.0
-351.0;232.0;-32.0;86;-499.0;-60.0;146.0
-335.0;237.0;-38.0;86;-522.0;-80.0;141.0
-317.0;243.0;-44.0;87;-540.0;-106.0;141.0
-607.0;190.0;132.0;155;-416.0;147.0;115.0
-189.0;118.0;158.0;72;-655.0;-198.0;-62.0
-180.0;104.0;171.0;75;-659.0;-206.0;-51.0
-160.0;92.0;179.0;76;-666.0;-221.0;-20.0
-141.0;75.0;198.0;77;-669.0;-244.0;17.0
-111.0;61.0;217.0;77;-668.0;-272.0;54.0
-34.0;-64.0;159.0;96;-630.0;-258.0;90.0
-31.0;-63.0;154.0;95;-630.0;-255.0;83.0
-37.0;-64.0;155.0;94;-626.0;-251.0;92.0
-24.0;30.0;248.0;78;-668.0;-327.0;134.0
288.0;-179.0;365.0;78;-547.0;-473.0;397.0
-126.0;-136.0;278.0;121;-525.0;-229.0;267.0
-149.0;-128.0;236.0;106;-490.0;-222.0;286.0
-551.0;331.0;-257.0;-107;-545.0;-36.0;-393.0
-122.0;202.0;-552.0;-14;11.0;-68.0;-190.0
-57.0;186.0;-549.0;16;61.0;-54.0;-72.0
8.0;155.0;-425.0;-4;-14.0;-122.0;-40.0
90.0;108.0;-389.0;-3;0.0;-138.0;-31.0
-488.0;131.0;-153.0;-162;-732.0;-211.0;-63.0
-329.0;248.0;-263.0;-142;-573.0;-102.0;-216.0
-449.0;153.0;-184.0;-166;-529.0;-119.0;-119.0
-273.0;148.0;-142.0;-164;-537.0;-112.0;-152.0
-317.0;-521.0;623.0;30;-316.0;-84.0;500.0
-57.0;-66.0;157.0;93;-620.0;-245.0;116.0
-504.0;-226.0;347.0;-154;-422.0;-304.0;560.0
-350.0;145.0;-164.0;-191;-287.0;-102.0;-2.0
-357.0;151.0;-174.0;-155;-272.0;-104.0;2.0
-360.0;152.0;-187.0;-193;-260.0;-106.0;0.0
-80.0;-64.0;170.0;93;-613.0;-242.0;141.0
-780.0;261.0;-15.0;-108;283.0;211.0;-206.0
-94.0;-67.0;176.0;93;-608.0;-239.0;171.0
-177.0;53.0;156.0;-69;-574.0;-175.0;-190.0
-138.0;40.0;173.0;206;-567.0;-183.0;-174.0
-99.0;24.0;189.0;177;-558.0;-191.0;-158.0
-59.0;13.0;204.0;163;-547.0;-200.0;-144.0
-21.0;3.0;219.0;184;-538.0;-206.0;-132.0
20.0;-7.0;236.0;163;-525.0;-207.0;-116.0
49.0;-17.0;251.0;177;-512.0;-207.0;-104.0
-99.0;-62.0;181.0;93;-609.0;-240.0;190.0
-94.0;-60.0;187.0;93;-613.0;-247.0;205.0
-85.0;-59.0;188.0;93;-619.0;-256.0;219.0
76.0;-24.0;264.0;170;-501.0;-209.0;-94.0
101.0;-34.0;280.0;171;-489.0;-209.0;-85.0
123.0;-36.0;291.0;172;-477.0;-212.0;-76.0
139.0;-43.0;300.0;169;-466.0;-216.0;-76.0
152.0;-54.0;311.0;171;-462.0;-221.0;-75.0
-436.0;175.0;-353.0;1;-93.0;195.0;457.0
-339.0;160.0;-214.0;131;-237.0;-88.0;-17.0
-349.0;118.0;-323.0;-28;59.0;2.0;-7.0
-283.0;187.0;-270.0;150;-192.0;-41.0;-98.0
-280.0;197.0;-281.0;128;-182.0;-33.0;-129.0
