InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
-61.0;-308.0;58.0;-254.0;75.0;123.0;30.0;-274.0
-56.0;-301.0;56.0;-259.0;79.0;129.0;30.0;-274.0
-53.0;-298.0;54.0;-264.0;85.0;133.0;30.0;-274.0
-52.0;-296.0;54.0;-268.0;88.0;134.0;31.0;-275.0
-51.0;-295.0;54.0;-269.0;90.0;134.0;31.0;-274.0
-49.0;-293.0;54.0;-270.0;91.0;135.0;29.0;-273.0
-45.0;-291.0;54.0;-271.0;92.0;135.0;28.0;-271.0
-43.0;-291.0;54.0;-271.0;91.0;135.0;27.0;-270.0
-42.0;-291.0;55.0;-271.0;90.0;134.0;26.0;-269.0
-42.0;-292.0;57.0;-270.0;88.0;134.0;26.0;-267.0
-42.0;-293.0;59.0;-267.0;86.0;135.0;24.0;-265.0
-44.0;-296.0;62.0;-264.0;83.0;136.0;23.0;-264.0
-47.0;-299.0;65.0;-262.0;81.0;138.0;22.0;-264.0
-49.0;-302.0;68.0;-259.0;78.0;139.0;21.0;-262.0
-51.0;-304.0;72.0;-256.0;75.0;141.0;18.0;-259.0
-52.0;-306.0;78.0;-253.0;72.0;144.0;13.0;-256.0
-52.0;-306.0;84.0;-250.0;69.0;147.0;8.0;-253.0
-48.0;-300.0;106.0;-245.0;63.0;170.0;-17.0;-236.0
-48.0;-299.0;99.0;-259.0;70.0;173.0;-14.0;-236.0
-45.0;-299.0;99.0;-274.0;72.0;172.0;-11.0;-231.0
-39.0;-298.0;99.0;-281.0;74.0;167.0;-12.0;-226.0
-36.0;-295.0;99.0;-283.0;73.0;164.0;-18.0;-226.0
-37.0;-290.0;100.0;-287.0;74.0;166.0;-23.0;-225.0
-37.0;-285.0;103.0;-293.0;76.0;174.0;-24.0;-223.0
-38.0;-282.0;106.0;-295.0;78.0;184.0;-23.0;-224.0
-42.0;-281.0;107.0;-295.0;81.0;189.0;-20.0;-226.0
-49.0;-282.0;107.0;-295.0;84.0;191.0;-15.0;-228.0
-55.0;-284.0;105.0;-294.0;86.0;191.0;-9.0;-230.0
-58.0;-285.0;105.0;-291.0;86.0;191.0;-4.0;-230.0
-58.0;-285.0;107.0;-285.0;83.0;191.0;-2.0;-230.0
-56.0;-284.0;110.0;-278.0;79.0;190.0;-1.0;-230.0
-53.0;-283.0;113.0;-271.0;73.0;188.0;-2.0;-231.0
-50.0;-282.0;116.0;-263.0;67.0;185.0;-2.0;-232.0
-47.0;-280.0;119.0;-256.0;61.0;182.0;-3.0;-234.0
-42.0;-279.0;121.0;-248.0;55.0;178.0;-4.0;-235.0
-37.0;-278.0;122.0;-239.0;48.0;175.0;-3.0;-237.0
-33.0;-278.0;121.0;-232.0;42.0;169.0;-2.0;-240.0
-190.0;-90.0;-174.0;216.0;243.0;-478.0;48.0;-13.0
-49.0;-289.0;21.0;-149.0;38.0;167.0;68.0;-213.0
-52.0;-285.0;51.0;-110.0;3.0;189.0;34.0;-193.0
-31.0;-279.0;104.0;-219.0;32.0;152.0;14.0;-256.0
-31.0;-280.0;96.0;-219.0;35.0;149.0;19.0;-260.0
-31.0;-281.0;88.0;-221.0;38.0;145.0;24.0;-262.0
-32.0;-282.0;81.0;-225.0;42.0;142.0;28.0;-265.0
-33.0;-282.0;76.0;-228.0;45.0;141.0;30.0;-267.0
-34.0;-282.0;71.0;-232.0;48.0;140.0;31.0;-270.0
-35.0;-282.0;66.0;-237.0;53.0;139.0;32.0;-273.0
-36.0;-281.0;60.0;-243.0;59.0;138.0;34.0;-276.0
-36.0;-281.0;53.0;-249.0;66.0;135.0;37.0;-279.0
-35.0;-282.0;48.0;-255.0;72.0;132.0;39.0;-281.0
-35.0;-283.0;42.0;-262.0;79.0;129.0;43.0;-283.0
-35.0;-284.0;36.0;-270.0;86.0;125.0;46.0;-286.0
-35.0;-285.0;32.0;-276.0;92.0;123.0;48.0;-288.0
-35.0;-286.0;30.0;-281.0;96.0;120.0;49.0;-290.0
-35.0;-288.0;30.0;-283.0;98.0;118.0;49.0;-291.0
-36.0;-290.0;31.0;-285.0;100.0;117.0;48.0;-292.0
-37.0;-291.0;34.0;-285.0;100.0;116.0;48.0;-292.0
-39.0;-294.0;36.0;-285.0;101.0;115.0;49.0;-295.0
-43.0;-297.0;36.0;-285.0;102.0;114.0;51.0;-298.0
-48.0;-302.0;37.0;-285.0;103.0;113.0;52.0;-301.0
-53.0;-307.0;39.0;-284.0;103.0;113.0;52.0;-303.0
-56.0;-309.0;44.0;-281.0;100.0;114.0;48.0;-302.0
-71.0;-314.0;57.0;-320.0;123.0;147.0;39.0;-264.0
-65.0;-314.0;58.0;-314.0;119.0;143.0;41.0;-265.0
-60.0;-314.0;60.0;-308.0;115.0;137.0;43.0;-267.0
-56.0;-315.0;60.0;-301.0;110.0;131.0;44.0;-269.0
-49.0;-314.0;64.0;-283.0;96.0;123.0;45.0;-275.0
-46.0;-312.0;65.0;-275.0;89.0;122.0;45.0;-276.0
-43.0;-310.0;65.0;-267.0;83.0;121.0;46.0;-277.0
-41.0;-309.0;64.0;-261.0;77.0;120.0;49.0;-277.0
-40.0;-307.0;62.0;-254.0;72.0;121.0;51.0;-278.0
-40.0;-305.0;61.0;-248.0;67.0;122.0;53.0;-279.0
-42.0;-305.0;57.0;-243.0;64.0;123.0;56.0;-281.0
-44.0;-305.0;53.0;-240.0;63.0;123.0;60.0;-282.0
-45.0;-305.0;50.0;-240.0;62.0;124.0;63.0;-282.0
-46.0;-305.0;46.0;-240.0;63.0;125.0;65.0;-283.0
-48.0;-306.0;41.0;-241.0;66.0;125.0;67.0;-285.0
-50.0;-306.0;37.0;-245.0;69.0;125.0;68.0;-287.0
-50.0;-305.0;33.0;-250.0;74.0;124.0;68.0;-288.0
-48.0;-302.0;29.0;-256.0;80.0;124.0;69.0;-289.0
-47.0;-301.0;6.0;-292.0;118.0;118.0;77.0;-298.0
-49.0;-304.0;3.0;-301.0;126.0;113.0;78.0;-301.0
-49.0;-305.0;1.0;-307.0;131.0;109.0;77.0;-304.0
-46.0;-304.0;1.0;-312.0;135.0;109.0;75.0;-304.0
-41.0;-301.0;1.0;-316.0;138.0;109.0;72.0;-302.0
-36.0;-301.0;2.0;-320.0;140.0;108.0;70.0;-301.0
-34.0;-302.0;4.0;-323.0;141.0;106.0;68.0;-301.0
-34.0;-304.0;5.0;-324.0;140.0;106.0;67.0;-300.0
-34.0;-304.0;8.0;-321.0;137.0;109.0;66.0;-298.0
-33.0;-304.0;12.0;-318.0;135.0;115.0;67.0;-295.0
-35.0;-307.0;14.0;-315.0;133.0;118.0;68.0;-292.0
-40.0;-311.0;17.0;-312.0;130.0;119.0;69.0;-290.0
-46.0;-316.0;22.0;-306.0;124.0;121.0;69.0;-288.0
-53.0;-321.0;28.0;-299.0;119.0;124.0;67.0;-286.0
-58.0;-324.0;35.0;-294.0;115.0;129.0;64.0;-283.0
-63.0;-325.0;43.0;-291.0;111.0;135.0;60.0;-279.0
-67.0;-327.0;52.0;-290.0;109.0;143.0;52.0;-278.0
-67.0;-328.0;61.0;-286.0;114.0;146.0;53.0;-265.0
-63.0;-327.0;58.0;-284.0;117.0;148.0;55.0;-261.0
-66.0;-331.0;56.0;-285.0;119.0;146.0;55.0;-264.0
-70.0;-335.0;52.0;-293.0;126.0;144.0;59.0;-267.0
-76.0;-341.0;44.0;-309.0;136.0;139.0;62.0;-271.0
-81.0;-350.0;42.0;-327.0;144.0;130.0;64.0;-272.0
-84.0;-358.0;38.0;-340.0;155.0;120.0;65.0;-272.0
-87.0;-366.0;31.0;-352.0;167.0;109.0;63.0;-276.0
-90.0;-368.0;25.0;-369.0;178.0;103.0;60.0;-280.0
-39.0;-298.0;-4.0;-302.0;208.0;27.0;-4.0;-259.0
-33.0;-295.0;-15.0;-283.0;186.0;41.0;21.0;-247.0
-62.0;77.0;-258.0;60.0;181.0;-379.0;208.0;-27.0
-101.0;73.0;-219.0;138.0;126.0;-290.0;163.0;35.0
-60.0;-261.0;66.0;-257.0;54.0;110.0;52.0;-201.0
-71.0;-274.0;53.0;-271.0;70.0;99.0;65.0;-212.0
-78.0;-284.0;44.0;-283.0;84.0;90.0;77.0;-218.0
-76.0;-354.0;28.0;-391.0;192.0;123.0;57.0;-275.0
-76.0;-353.0;28.0;-383.0;186.0;125.0;64.0;-275.0
-79.0;-355.0;27.0;-373.0;180.0;123.0;72.0;-276.0
-82.0;-357.0;25.0;-363.0;174.0;120.0;82.0;-278.0
-83.0;-360.0;23.0;-352.0;167.0;119.0;91.0;-278.0
-82.0;-361.0;21.0;-341.0;161.0;116.0;99.0;-278.0
-82.0;-361.0;20.0;-330.0;155.0;114.0;104.0;-279.0
-81.0;-363.0;19.0;-322.0;149.0;109.0;108.0;-281.0
-80.0;-362.0;20.0;-314.0;142.0;105.0;109.0;-283.0
-78.0;-360.0;23.0;-306.0;135.0;103.0;107.0;-285.0
-75.0;-357.0;26.0;-299.0;128.0;103.0;104.0;-287.0
-70.0;-351.0;29.0;-293.0;124.0;104.0;100.0;-288.0
-65.0;-345.0;29.0;-291.0;122.0;105.0;99.0;-289.0
-59.0;-339.0;27.0;-291.0;122.0;105.0;99.0;-289.0
-54.0;-334.0;23.0;-292.0;123.0;106.0;100.0;-291.0
-48.0;-319.0;6.0;-302.0;131.0;108.0;101.0;-298.0
-48.0;-316.0;1.0;-307.0;135.0;109.0;103.0;-300.0
-46.0;-314.0;-4.0;-311.0;139.0;110.0;104.0;-301.0
-44.0;-311.0;-9.0;-314.0;143.0;111.0;105.0;-301.0
-42.0;-308.0;-15.0;-319.0;149.0;110.0;108.0;-302.0
-40.0;-303.0;-22.0;-325.0;155.0;110.0;112.0;-302.0
-35.0;-299.0;-28.0;-330.0;161.0;110.0;116.0;-302.0
-31.0;-297.0;-34.0;-335.0;166.0;110.0;119.0;-302.0
-29.0;-296.0;-36.0;-336.0;166.0;107.0;120.0;-303.0
-28.0;-296.0;-36.0;-336.0;164.0;104.0;118.0;-305.0
-29.0;-298.0;-35.0;-335.0;163.0;102.0;117.0;-307.0
-30.0;-299.0;-35.0;-335.0;162.0;101.0;118.0;-309.0
-33.0;-301.0;-34.0;-335.0;161.0;100.0;119.0;-310.0
-36.0;-303.0;-33.0;-333.0;161.0;101.0;120.0;-310.0
-37.0;-305.0;-31.0;-331.0;160.0;102.0;121.0;-309.0
-39.0;-306.0;-29.0;-329.0;159.0;104.0;122.0;-308.0
-40.0;-306.0;-27.0;-326.0;157.0;107.0;123.0;-306.0
-41.0;-306.0;-24.0;-323.0;154.0;110.0;122.0;-305.0
-43.0;-306.0;-20.0;-319.0;150.0;113.0;119.0;-305.0
-45.0;-307.0;-16.0;-316.0;147.0;114.0;116.0;-303.0
-46.0;-308.0;-12.0;-315.0;145.0;116.0;114.0;-301.0
-46.0;-306.0;-9.0;-315.0;146.0;123.0;111.0;-296.0
-43.0;-304.0;-6.0;-318.0;148.0;132.0;108.0;-290.0
-44.0;-306.0;1.0;-321.0;150.0;140.0;104.0;-287.0
-25.0;-279.0;16.0;-151.0;69.0;226.0;19.0;-168.0
-21.0;-289.0;-5.0;-175.0;99.0;201.0;45.0;-180.0
-19.0;-301.0;-25.0;-204.0;129.0;175.0;74.0;-194.0
-23.0;-311.0;-39.0;-230.0;157.0;146.0;92.0;-209.0
-35.0;-322.0;-46.0;-249.0;182.0;113.0;93.0;-225.0
-50.0;-336.0;-45.0;-260.0;199.0;80.0;78.0;-246.0
-58.0;-347.0;-38.0;-275.0;211.0;57.0;55.0;-267.0
-59.0;-350.0;-29.0;-296.0;228.0;43.0;33.0;-276.0
-86.0;-293.0;37.0;-292.0;95.0;81.0;86.0;-225.0
-96.0;-304.0;33.0;-301.0;103.0;71.0;93.0;-232.0
-105.0;-316.0;31.0;-308.0;110.0;61.0;100.0;-239.0
-112.0;-326.0;29.0;-314.0;116.0;53.0;104.0;-244.0
-118.0;-335.0;28.0;-318.0;120.0;47.0;106.0;-248.0
-122.0;-341.0;28.0;-322.0;123.0;42.0;108.0;-251.0
-137.0;-355.0;27.0;-330.0;132.0;35.0;112.0;-255.0
-136.0;-353.0;28.0;-329.0;130.0;36.0;111.0;-254.0
-139.0;-350.0;31.0;-318.0;118.0;48.0;109.0;-244.0
-141.0;-351.0;30.0;-318.0;119.0;50.0;111.0;-243.0
-144.0;-352.0;28.0;-318.0;118.0;51.0;113.0;-243.0
-146.0;-354.0;27.0;-318.0;119.0;51.0;116.0;-244.0
-151.0;-374.0;14.0;-338.0;143.0;28.0;130.0;-259.0
-150.0;-372.0;13.0;-339.0;145.0;28.0;131.0;-259.0
-148.0;-370.0;12.0;-341.0;146.0;29.0;132.0;-259.0
-147.0;-369.0;12.0;-343.0;149.0;30.0;132.0;-259.0
-147.0;-368.0;10.0;-345.0;152.0;30.0;132.0;-259.0
-148.0;-368.0;10.0;-348.0;155.0;30.0;132.0;-259.0
-149.0;-370.0;10.0;-351.0;158.0;29.0;132.0;-259.0
-150.0;-372.0;11.0;-352.0;159.0;27.0;131.0;-260.0
-152.0;-374.0;10.0;-353.0;161.0;27.0;131.0;-259.0
-155.0;-376.0;26.0;-344.0;148.0;33.0;114.0;-253.0
-155.0;-377.0;26.0;-338.0;142.0;30.0;116.0;-254.0
-155.0;-376.0;25.0;-334.0;139.0;30.0;118.0;-255.0
-155.0;-376.0;23.0;-334.0;138.0;30.0;120.0;-255.0
-155.0;-376.0;22.0;-334.0;138.0;30.0;121.0;-255.0
-155.0;-376.0;21.0;-335.0;139.0;30.0;123.0;-255.0
-156.0;-376.0;20.0;-337.0;141.0;29.0;124.0;-255.0
-156.0;-377.0;20.0;-338.0;143.0;29.0;124.0;-256.0
-143.0;-353.0;35.0;-321.0;119.0;56.0;100.0;-238.0
-143.0;-353.0;36.0;-320.0;117.0;57.0;101.0;-238.0
-71.0;-356.0;71.0;-270.0;78.0;128.0;114.0;-265.0
-143.0;-353.0;37.0;-319.0;116.0;59.0;101.0;-237.0
-138.0;-353.0;42.0;-316.0;111.0;63.0;96.0;-231.0
-139.0;-355.0;41.0;-318.0;113.0;62.0;97.0;-232.0
-141.0;-355.0;41.0;-319.0;113.0;61.0;98.0;-232.0
-141.0;-356.0;40.0;-319.0;115.0;61.0;98.0;-233.0
-143.0;-357.0;40.0;-320.0;116.0;60.0;98.0;-233.0
-144.0;-358.0;40.0;-321.0;116.0;60.0;98.0;-233.0
-143.0;-357.0;41.0;-321.0;117.0;61.0;98.0;-232.0
-143.0;-357.0;40.0;-322.0;118.0;61.0;99.0;-232.0
-144.0;-358.0;39.0;-324.0;120.0;61.0;100.0;-232.0
-144.0;-359.0;39.0;-324.0;121.0;60.0;100.0;-233.0
-145.0;-359.0;40.0;-325.0;122.0;60.0;100.0;-234.0
-145.0;-359.0;41.0;-324.0;121.0;59.0;99.0;-233.0
-144.0;-359.0;42.0;-324.0;120.0;58.0;98.0;-234.0
-145.0;-361.0;41.0;-325.0;122.0;58.0;99.0;-235.0
-147.0;-362.0;39.0;-327.0;123.0;57.0;101.0;-236.0
-147.0;-361.0;38.0;-327.0;124.0;56.0;102.0;-236.0
-83.0;-344.0;96.0;-317.0;103.0;182.0;20.0;-239.0
-85.0;-346.0;86.0;-318.0;107.0;181.0;33.0;-238.0
-84.0;-347.0;75.0;-318.0;110.0;179.0;46.0;-238.0
-82.0;-348.0;67.0;-316.0;110.0;174.0;56.0;-238.0
-78.0;-350.0;60.0;-313.0;107.0;167.0;65.0;-240.0
-69.0;-352.0;54.0;-304.0;97.0;150.0;71.0;-243.0
-63.0;-353.0;53.0;-300.0;93.0;142.0;70.0;-244.0
-58.0;-355.0;53.0;-299.0;91.0;134.0;69.0;-246.0
-55.0;-355.0;54.0;-298.0;88.0;127.0;67.0;-250.0
-54.0;-354.0;56.0;-297.0;87.0;121.0;64.0;-254.0
-51.0;-351.0;56.0;-296.0;87.0;119.0;61.0;-256.0
-46.0;-348.0;57.0;-295.0;88.0;119.0;58.0;-256.0
-42.0;-345.0;59.0;-295.0;89.0;121.0;56.0;-255.0
-40.0;-344.0;62.0;-294.0;90.0;122.0;55.0;-255.0
-41.0;-345.0;63.0;-294.0;93.0;123.0;54.0;-254.0
-46.0;-346.0;65.0;-296.0;95.0;125.0;55.0;-253.0
-51.0;-347.0;66.0;-298.0;98.0;129.0;55.0;-251.0
-57.0;-349.0;66.0;-299.0;100.0;134.0;55.0;-251.0
-64.0;-350.0;66.0;-301.0;102.0;138.0;56.0;-252.0
-95.0;-342.0;55.0;-297.0;99.0;91.0;63.0;-244.0
-146.0;-360.0;38.0;-326.0;123.0;56.0;102.0;-237.0
-146.0;-361.0;38.0;-326.0;122.0;55.0;103.0;-237.0
-150.0;-370.0;46.0;-336.0;131.0;60.0;96.0;-231.0
-151.0;-372.0;46.0;-338.0;133.0;60.0;96.0;-231.0
-151.0;-373.0;47.0;-339.0;134.0;60.0;96.0;-231.0
-152.0;-373.0;49.0;-338.0;134.0;61.0;94.0;-231.0
-150.0;-372.0;50.0;-338.0;132.0;61.0;92.0;-230.0
-149.0;-372.0;53.0;-337.0;132.0;62.0;89.0;-229.0
-148.0;-372.0;55.0;-335.0;129.0;61.0;86.0;-229.0
-35.0;-260.0;38.0;-146.0;33.0;212.0;2.0;-144.0
-25.0;-263.0;13.0;-178.0;70.0;188.0;27.0;-160.0
-15.0;-270.0;-8.0;-210.0;104.0;162.0;50.0;-177.0
-98.0;-328.0;64.0;-308.0;104.0;36.0;47.0;-234.0
-92.0;-323.0;68.0;-302.0;98.0;38.0;43.0;-235.0
-89.0;-320.0;72.0;-296.0;91.0;41.0;40.0;-236.0
-88.0;-318.0;75.0;-291.0;84.0;45.0;38.0;-235.0
-90.0;-317.0;77.0;-285.0;78.0;51.0;38.0;-233.0
-93.0;-316.0;78.0;-279.0;74.0;58.0;39.0;-230.0
-97.0;-316.0;78.0;-275.0;70.0;66.0;42.0;-227.0
-102.0;-315.0;78.0;-273.0;67.0;75.0;45.0;-224.0
-109.0;-315.0;77.0;-272.0;65.0;83.0;47.0;-223.0
-116.0;-316.0;77.0;-272.0;63.0;90.0;48.0;-221.0
-122.0;-315.0;79.0;-273.0;61.0;98.0;48.0;-219.0
-126.0;-315.0;80.0;-274.0;62.0;104.0;48.0;-216.0
-129.0;-314.0;80.0;-278.0;63.0;110.0;49.0;-214.0
-130.0;-312.0;80.0;-283.0;64.0;114.0;52.0;-211.0
